line	pos	script_code	script_marks	share
9	20	p		0.59
9	21	p		1.00
9	22	_		1.00
9	23	_		1.00
9	24	_		1.00
9	25	_		0.40
9	26	_		1.00
9	27	_		0.45
9	28	_		1.00
9	29	S7		0.80
9	30	_		0.61
10	1	_		1.00
10	2	_	dot	0.63
10	3	_		0.80
10	4	w	~	0.60
10	5	_		0.40
10	6	_		0.42
10	7	_		0.61
10	8	Lx		1.00
10	9	phi		1.00
10	10	]	#	1.00
10	11	wd		1.00
10	12	o.		1.00
10	13	_		1.00
10	14	H	1	1.00
10	15	g	o	1.00
10	16	g		1.00
10	17	lam	1	1.00
10	18	nt		0.79
10	19	o.		1.00
10	20	S7		1.00
10	21	#		1.00
10	22	Z	dot	1.00
11	1	nt	dot|1	1.00
11	2	o.		1.00
11	3	rz		1.00
11	4	_	dot	1.00
11	5	tee		0.79
11	6	S7	#	1.00
11	7	o.	dot	1.00
11	8	_		0.81
11	9	w		1.00
11	10	a	1	1.00
11	11	lam	1	1.00
11	12	dl		1.00
11	13	+		0.61
11	14	y		0.84
11	15	f		0.65
11	16	_		1.00
11	17	_		0.63
11	18	w		0.83
11	19	_		1.00
11	20	ch		0.62
12	1	w	dot	0.84
12	2	f		0.24
12	3	tee		1.00
12	4	_		1.00
12	5	N		1.00
12	6	_		1.00
12	7	_		0.42
12	8	dl		0.61
12	9	lam		0.80
12	10	_	1	1.00
12	11	tee		1.00
12	12	tee	1	0.61
12	13	+	dot	0.80
12	14	Lx		1.00
12	15	bh		1.00
12	16	o.		1.00
12	17	S7		1.00
12	18	y		1.00
12	19	_		0.84
12	20	w		1.00
12	21	o.		1.00
12	22	_		1.00
12	23	bh		1.00
12	24	tee		1.00
12	25	f		1.00
12	26	w		1.00
12	27	bh		1.00
13	1	_		1.00
13	2	phi		1.00
13	3	_	1|o	0.61
13	4	m	~	1.00
13	5	y		0.43
13	6	S		0.43
13	7	nt		1.00
13	8	o.		1.00
13	9	e	dot|#	1.00
13	10	sq	?	0.61
13	11	tee		1.00
13	12	H	1	1.00
13	13	a	o	1.00
13	14	S		1.00
13	15	e	dot	1.00
13	16	e		1.00
13	17	S7	dot	1.00
13	18	f		1.00
13	19	w		1.00
13	20	y		1.00
13	21	_		1.00
13	22	S7		1.00
13	23	#		1.00
13	24	w		1.00
14	1	]	o|o	1.00
14	2	Lx		0.77
14	3	p	dot	1.00
14	4	_		1.00
14	5	#		0.61
14	6	w		0.84
14	7	_		1.00
14	8	L		0.41
14	9	_		1.00
14	10	_		1.00
14	11	_		0.65
14	12	S4		0.61
14	13	m		1.00
14	14	_	dot	1.00
14	15	_		1.00
14	16	eps		1.00
14	17	+		1.00
14	18	_		0.82
14	19	_		0.61
14	20	_		1.00
14	21	ch		0.61
14	22	w		0.83
15	1	_		0.79
15	2	psi		1.00
15	3	_	dot	1.00
15	4	_		1.00
15	5	_		1.00
15	6	Lx		0.79
15	7	+		0.60
15	8	S7		1.00
15	9	wd	#	1.00
15	10	bh		1.00
15	11	y		1.00
15	12	nt		0.82
15	13	bh		1.00
15	14	w		1.00
15	15	e	dot	1.00
15	16	Lx		0.83
15	17	dl		1.00
15	18	rz		0.58
15	19	_		1.00
15	20	S		1.00
15	21	_		0.62
16	1	S7		0.79
16	2	_		0.60
16	3	_	dot	1.00
16	4	_		0.61
16	5	_		0.82
16	6	_		0.82
16	7	N		1.00
16	8	_		1.00
16	9	p		1.00
16	10	_	dot	1.00
16	11	g		0.38
16	12	S		1.00
16	13	_		1.00
16	14	v		0.40
16	15	L		0.64
16	16	N		1.00
16	17	_		1.00
16	18	_	dot	1.00
16	19	p		0.61
16	20	_		1.00
16	21	Z		0.57
16	22	_		0.60
16	23	g		0.56
16	24	_		1.00
16	25	_		0.59
17	1	N		1.00
17	2	w		1.00
17	3	_		1.00
17	4	_		1.00
17	5	N		1.00
17	6	_		1.00
17	7	_		0.55
17	8	_		1.00
17	9	g		0.63
17	10	_		0.80
17	11	N		1.00
17	12	p		1.00
17	13	_		0.59
17	14	_		1.00
17	15	_		1.00
17	16	p		0.60
17	17	y		0.42
17	18	_	1	1.00
17	19	_		0.79
17	20	_		1.00
17	21	_		1.00
17	22	lam	dot	0.41
17	23	_		0.58
18	1	_		0.40
18	2	_		1.00
18	3	_	dot	1.00
18	4	_	dot	0.41
18	5	a		1.00
18	6	_		1.00
18	7	_		1.00
18	8	_		0.82
18	9	_		0.80
18	10	m	dot	0.82
18	11	_	dot	1.00
18	12	_		1.00
18	13	_		0.38
18	14	_		1.00
18	15	S		0.62
18	16	_	dot	0.80
18	17	m		0.40
18	18	f		0.79
18	19	lam	dot	0.60
18	20	S4		1.00
18	21	sq		0.82
18	22	Lx		0.60
18	23	_	#	1.00
18	24	lam		0.74
18	25	_		0.81
18	26	_		1.00
18	27	m		1.00
18	28	_		0.81
18	29	_	dot	1.00
18	30	_		1.00
19	1	_		1.00
19	2	_		0.24
19	3	_		1.00
19	4	_		0.43
19	5	_		1.00
19	6	Lx		0.42
19	7	_		1.00
19	8	_		0.83
19	9	_		1.00
19	10	g		0.62
19	11	_		0.82
19	12	eps		1.00
19	13	_		0.80
19	14	a		1.00
19	15	_	1	0.80
19	16	m	1	0.75
19	17	_		0.41
19	18	_		0.41
19	19	_		1.00
19	20	_		0.45
19	21	eps		1.00
19	22	+		1.00
19	23	_		1.00
19	24	_		1.00
19	25	_		1.00
19	26	_	dot	1.00
