line	pos	code	marks	action	conf	note
14	18	g	o	confirm	M	complex, multiple numeral flourishes
14	19	psi		confirm	H
14	20	e	#	confirm	H
14	21	L	~	confirm	H
14	22	g		confirm	H
14	23	Z		confirm	H
14	24	phi		confirm	H
14	25	_		plain	M
15	1	bh		confirm	H
15	2	_		plain	L
15	3	g		confirm	H
15	4	Z	dot	confirm	H
15	5	g		confirm	H
15	6	tee		confirm	H
15	7	Z		confirm	H
15	8	H	1|o	confirm	H
15	9	S4	o	confirm	H
15	10	dl		confirm	H
15	11	_		plain	H
15	12	_		plain	M	continues plain word "Contra"
15	13	_		plain	H
15	14	_		plain	H	"Turc..." plain word
15	15	_		plain	M
15	16	_		plain	H
15	17	eps		confirm	H
15	18	+		confirm	H
15	19	_		plain	H	"lutera" plain word
15	20	_		plain	M	continues plain word
15	21	eps		confirm	H
15	22	+		confirm	H
15	23	_		plain	M	looks like plain proper name "Po..."
15	24	_		plain	M
16	1	_		plain	M	was lam, part of plain word
16	2	_		plain	M	was g, part of plain word
16	3	_		plain	M	was S, part of plain word
16	4	_		plain	H
16	5	_		plain	M	was S7, part of plain word
16	6	_		plain	H
16	7	_		plain	M	was Lx, part of plain word
16	8	_		plain	H	was psi, "Gra..." plain word
16	9	_		plain	H
16	10	_		plain	M	was lam, part of plain word
16	11	_		plain	H	"Cancie..." plain word
16	12	_		plain	M
16	13	_		plain	H
16	14	_		plain	H
16	15	_		plain	H	"mande" plain word
16	16	_		plain	H
16	17	_		plain	M	was N, part of plain word
16	18	_		plain	H
16	19	_		plain	H
16	20	_		plain	H
16	21	_		plain	H	"quello" plain word
16	22	_		plain	M	was psi, part of plain word
16	23	_		plain	H
16	24	_		plain	H
17	1	_		plain	H
17	2	_		plain	H
17	3	_		plain	H
17	4	_		plain	H
17	5	_		plain	H
17	6	_		plain	H
17	7	_		plain	M	was ch, part of plain word flow
17	8	_		plain	H
17	9	_		plain	H	"questo" plain word
17	10	_		plain	H	"Corrier..." plain word
17	11	_		plain	M
17	12	_		plain	H
17	13	_		plain	H	"Pari..." plain word/name
17	14	_		plain	M
17	15	_		plain	L	was eps, ambiguous digit/letter fragment
17	16	_		plain	M	was +, part of plain word flow
17	17	_		plain	H
17	18	_		plain	H	"manderò" plain word
17	19	_		delete	M	small ink blot, no clear sign
18	1	S4		confirm	H
18	2	dl		confirm	H
18	3	+		confirm	H
18	4	_		plain	M
18	5	y		confirm	H
18	6	lam	1	confirm	H
18	7	H	1|o	confirm	H
18	8	Z	ot	confirm	H
18	9	_		plain	M
18	10	w	1	correct	M	looks like w with 1 mark, not tee
18	11	o.		correct	M	clear ring+dot shape, not plain
18	12	bh		confirm	M
18	13	#		split	M	top of stacked #/S7 pair
18	13.5	S7		split	M	bottom of stacked #/S7 pair
18	14	g	dot	confirm	H
18	15	lam		confirm	M
18	16	y		confirm	H
18	17	L		confirm	H
18	18	g		confirm	H
18	19	y	1	confirm	H
18	20	tee		confirm	H
18	21	K		confirm	H
18	22	o.		confirm	H
18	23	S7		confirm	H
18	24	bh		confirm	H
18	25	w		correct	M	clear w shape, not plain
18	26	S7		confirm	H
18	27	o.		confirm	H
18	28	g	5	confirm	M
18	29	phi		confirm	H
18	30	Z		confirm	H
18	31	_		delete	M	tiny dark fragment, unclear
19	1	o.		confirm	H
19	2	bh		confirm	H
19	3	S7	#	confirm	M	mark reads as # (common for S7)
19	4	#		confirm	H
19	5	L		confirm	H
19	6	g	~	confirm	H
19	7	m	7	confirm	H
19	8	g		confirm	H
19	9	S7	~	confirm	H
19	10	lam		confirm	H
19	11	e	dot|+	confirm	H
19	12	eps	5	confirm	H
19	13	S7		confirm	H
19	14	_		plain	L
19	15	phi		confirm	H
19	16	Z		confirm	L	complex/messy shape, hard to parse
19	17	tee		confirm	H
19	18	e	#	confirm	H
19	19	e	#	confirm	H
19	20	e	#	correct	M	looped e with # mark, not a 7-shape
19	21	#	dot|ot	confirm	L
19	22	bh		confirm	H
19	23	w		confirm	H
19	24	Z	dot	confirm	H
19	25	e	#	confirm	H
19	26	nt		confirm	H
19	27	psi		confirm	H
19	28	_	dot	plain	M
