line	pos	script_code	script_marks	share
7	12	_		1.00
7	13	bh		1.00
7	14	H	1|o	1.00
7	15	_	5	0.60
7	16	f		1.00
7	17	Z		0.81
7	18	y		1.00
7	19	_		1.00
7	20	g		1.00
7	21	w		1.00
7	22	Z	~	0.82
7	23	_		1.00
7	24	e	#|dot	1.00
7	25	eps	~	1.00
8	1	S7		1.00
8	2	lam	5	1.00
8	3	_		1.00
8	4	]	o	1.00
8	5	e		1.00
8	6	eps	1	1.00
8	7	lam	7	1.00
8	8	m	~	1.00
8	9	w		1.00
8	10	]	o	1.00
8	11	g	~	1.00
8	12	psi		1.00
8	13	lam		1.00
8	14	lam		1.00
8	15	S		0.80
8	16	lam		1.00
8	17	bh		1.00
8	18	S7		1.00
8	19	#		1.00
8	20	e	dot	1.00
8	21	g	~	1.00
8	22	_		0.61
8	23	bh		1.00
8	24	]	o	1.00
8	25	_	5	0.41
8	26	nt		1.00
8	27	rz		1.00
9	1	nt		1.00
9	2	o.		1.00
9	3	Z		0.84
9	4	_		0.60
9	5	sq	1	1.00
9	6	]	ot	1.00
9	7	eps	1	1.00
9	8	_		1.00
9	9	e	#	1.00
9	10	g	1	1.00
9	11	_		1.00
9	12	_		0.62
9	13	_		1.00
9	14	a	5	1.00
9	15	e	#	1.00
9	16	g	dot	1.00
9	17	_	dot	0.61
9	18	_		0.62
9	19	g	5	0.43
9	20	S7		1.00
9	21	eps		0.79
9	22	tee		1.00
10	1	nt		1.00
10	2	e	#	1.00
10	3	phi		1.00
10	4	]	o	1.00
10	5	e	dot	1.00
10	6	psi		1.00
10	7	_		1.00
10	8	lam	dot	1.00
10	9	H	1|o	1.00
10	10	g		1.00
10	11	psi	~	0.68
10	12	lam		1.00
10	13	_		0.61
10	14	e	dot|dot	1.00
10	15	a	7	1.00
10	16	Z	dot	0.62
10	17	bh		1.00
10	18	e		1.00
10	19	g	~	1.00
10	20	nt		0.23
11	1	phi		1.00
11	2	phi		1.00
11	3	e	dot	1.00
11	4	a	5	1.00
11	5	e	dot	1.00
11	6	S7		1.00
11	7	g	+	1.00
11	8	g	1	1.00
11	9	_		1.00
11	10	eps	5	0.82
11	11	S7	~	1.00
11	12	o.		0.80
11	13	rz		1.00
11	14	g	~	1.00
11	15	y		0.80
11	16	S7		1.00
11	17	y		1.00
11	18	w		1.00
11	19	#		0.60
11	20	o.		1.00
11	21	f	dot|dot	1.00
12	1	w		0.81
12	2	o.		1.00
12	3	phi		0.82
12	4	v	7	1.00
12	5	g		1.00
12	6	y		1.00
12	7	K		0.60
12	8	S		1.00
12	9	nt		0.63
12	10	e	dot	1.00
12	11	eps	1	1.00
12	12	S		1.00
12	13	K		0.80
12	14	o.	dot	1.00
12	15	S7		1.00
12	16	Z		1.00
12	17	psi		1.00
12	18	lam		1.00
12	19	w		1.00
12	20	_	ot	1.00
12	21	g		0.81
12	22	v	ot	1.00
13	1	Z		1.00
13	2	nt		1.00
13	3	y		1.00
13	4	_	1	1.00
13	5	_	1	0.81
13	6	Z	ot	1.00
13	7	nt		1.00
13	8	o.		1.00
13	9	rz		1.00
13	10	S7	#	1.00
13	11	]	dot|o	1.00
13	12	eps		1.00
13	13	y		1.00
13	14	o.		1.00
13	15	rz		1.00
13	16	g	5	0.60
13	17	_	1	1.00
13	18	v	5|1	1.00
13	19	m		1.00
13	20	bh		0.79
13	21	f		0.44
13	22	o.		1.00
13	23	nt		1.00
14	1	g	1	1.00
14	2	g		1.00
14	3	y	~	1.00
14	4	bh		1.00
14	5	a	1	1.00
14	6	p		0.40
14	7	o.		1.00
14	8	w		1.00
14	9	S4		1.00
14	10	_		1.00
14	11	rz		1.00
14	12	tee		1.00
14	13	eps	1	1.00
14	14	S7		1.00
14	15	eps	~	1.00
14	16	wd		1.00
14	17	o.		1.00
14	18	rz		1.00
14	19	g	~	1.00
14	20	_		0.45
14	21	L		1.00
14	22	S7		1.00
14	23	lam		1.00
14	24	_		1.00
14	25	_		0.59
14	26	f		0.40
14	27	H	1|o	1.00
15	1	S7		0.82
15	2	w		0.82
15	3	_		0.61
15	4	S7		1.00
15	5	Z		1.00
15	6	y	5	1.00
15	7	g	1	1.00
15	8	_		1.00
15	9	_	o	0.40
15	10	g	1	1.00
15	11	_		1.00
15	12	Z		1.00
15	13	_		1.00
15	14	w		1.00
15	15	y		1.00
15	16	_		0.81
15	17	H	1	1.00
15	18	e	o|#	1.00
15	19	wd		1.00
15	20	bh		1.00
15	21	y		1.00
15	22	nt		1.00
15	23	bh		1.00
15	24	w		0.60
16	1	_		1.00
16	2	lam		1.00
16	3	_		1.00
16	4	bh		1.00
16	5	sq	ot	1.00
16	6	wd		1.00
16	7	bh		1.00
16	8	H	o|1	1.00
16	9	o.		1.00
16	10	bh		1.00
16	11	psi		1.00
16	12	eps		1.00
16	13	w		1.00
16	14	o.		1.00
16	15	Z		1.00
16	16	e		1.00
16	17	g	dot	1.00
16	18	_		1.00
16	19	w		1.00
16	20	g		0.43
16	21	rz		1.00
16	22	_		0.82
16	23	g	5	1.00
16	24	phi		1.00
16	25	]	o	1.00
17	1	g		1.00
17	2	psi		1.00
17	3	m	~	1.00
17	4	_		1.00
17	5	o.		1.00
17	6	_		0.81
17	7	_		1.00
17	8	S7		1.00
17	9	o.		1.00
17	10	rz		1.00
17	11	_		1.00
17	12	nt		1.00
17	13	g	~	1.00
17	14	S4		1.00
17	15	_		1.00
17	16	_	dot	1.00
17	17	v		0.62
17	18	S		1.00
17	19	y		0.80
17	20	_		1.00
17	21	_		1.00
17	22	nt		0.39
17	23	_		1.00
17	24	lam	~	0.39
18	1	#		1.00
18	2	#		1.00
18	3	f		0.37
18	4	w	1	0.38
18	5	S4	1	0.78
18	6	dl		1.00
18	7	Z	?	1.00
18	8	S7	#	1.00
18	9	phi		1.00
18	10	L		1.00
18	11	g		1.00
18	12	Z		1.00
18	13	psi		1.00
18	14	lam	5	1.00
18	15	rz		1.00
18	16	nt		1.00
18	17	+	ot	1.00
18	18	S7		1.00
18	19	_		1.00
18	20	bh	dot	1.00
18	21	S7		1.00
18	22	tee	1	0.79
18	23	w		1.00
19	1	o.		1.00
19	2	S7		1.00
19	3	eps	7	1.00
19	4	m	~	1.00
19	5	phi		1.00
19	6	e	#	1.00
19	7	g		1.00
19	8	e	#	1.00
19	9	_	1	1.00
19	10	]	o	1.00
19	11	S7		1.00
19	12	psi	#	1.00
19	13	y		0.61
19	14	w		1.00
19	15	y		1.00
19	16	K		1.00
19	17	a	7	1.00
19	18	eps	7	1.00
19	19	lam		1.00
19	20	y	7	1.00
19	21	m	~	1.00
19	22	g	5	1.00
19	23	Lx		0.47
19	24	S7		1.00
19	25	g	dot	0.60
19	26	S7		1.00
19	27	eps	7	1.00
19	28	eps	5	1.00
19	29	S7		1.00
19	30	_		1.00
