line	pos	script_code	script_marks	share
4	19	eps		1.00
4	20	g	~|~	1.00
4	21	e	dot|+	1.00
4	22	sq	ot	0.81
4	23	psi		1.00
4	24	lam	5	1.00
4	25	]	o	1.00
4	26	S7	+	1.00
5	1	lam		1.00
5	2	bh		1.00
5	3	S7		1.00
5	4	#		1.00
5	5	psi		0.37
5	6	eps		1.00
5	7	w		1.00
5	8	_		1.00
5	9	Z	dot	1.00
5	10	S7	#	1.00
5	11	e	#	1.00
5	12	g	dot	1.00
5	13	y		0.82
5	14	a	1	1.00
5	15	S7		1.00
5	16	y	#	1.00
5	17	_		1.00
5	18	phi		1.00
5	19	S4		1.00
5	20	dl		0.82
5	21	_		1.00
5	22	_		0.81
5	23	_		1.00
5	24	N		1.00
5	25	_		0.82
5	26	#		0.81
6	1	_		1.00
6	2	_		1.00
6	3	_		1.00
6	4	_	dot	1.00
6	5	a		1.00
6	6	_		1.00
6	7	_		1.00
6	8	_		1.00
6	9	_		0.62
6	10	#	#	0.82
6	11	y		0.60
6	12	v		0.83
6	13	S		1.00
6	14	_	1	1.00
6	15	_		0.81
6	16	N		1.00
6	17	_	dot	0.60
6	18	_		1.00
6	19	_		1.00
6	20	_		0.60
6	21	eps		1.00
6	22	tee		0.55
6	23	_		1.00
6	24	_		0.42
6	25	_	dot	0.80
6	26	S		1.00
7	1	_	5|~	1.00
7	2	S	?|?|1|dot	0.80
7	3	_		0.80
7	4	S7	dot	0.60
7	5	_	o|dot	1.00
7	6	_		1.00
7	7	S	#	1.00
7	8	S4		1.00
7	9	y		0.65
7	10	tee		1.00
7	11	L		0.64
7	12	w		1.00
7	13	w		0.82
7	14	tee		1.00
7	15	o.		1.00
7	16	_	1	0.40
7	17	rz		1.00
7	18	o.		1.00
7	19	g		1.00
7	20	w		1.00
7	21	Z	dot|ot	1.00
7	22	lam		1.00
7	23	bh		1.00
7	24	e	dot|#	1.00
7	25	v	#	0.82
7	26	y		1.00
7	27	y		1.00
7	28	Z		1.00
7	29	S7		1.00
7	30	L	dot	0.60
7	31	f	dot	0.61
7	32	N		0.41
8	1	_	1|?	1.00
8	2	w		1.00
8	3	bh		1.00
8	4	a	~	1.00
8	5	nt		0.81
8	6	bh		1.00
8	7	phi		1.00
8	8	o.		1.00
8	9	tee		1.00
8	10	U		0.81
8	11	g	5	0.84
8	12	]	o	1.00
8	13	S7		1.00
8	14	#	o	1.00
8	15	w		1.00
8	16	]	dot|o	1.00
8	17	rz		1.00
8	18	a	5	1.00
8	19	tee		1.00
8	20	lam	5	1.00
8	21	a	1	1.00
8	22	]	ot	1.00
8	23	y	dot	1.00
8	24	U		0.41
8	25	w		1.00
8	26	bh		1.00
8	27	m		0.80
8	28	g		1.00
8	29	lam		1.00
8	30	S		1.00
9	1	y		1.00
9	2	bh		1.00
9	3	g	7	1.00
9	4	eps	5	1.00
9	5	w		1.00
9	6	_	+	1.00
9	7	lam		1.00
9	8	S		1.00
9	9	H	1|o	1.00
9	10	a	1	1.00
9	11	S7		1.00
9	12	e	dot	1.00
9	13	S7	#	1.00
9	14	_	dot	0.48
9	15	S7	#	1.00
9	16	_	dot	0.79
9	17	_		1.00
9	18	_	7	0.42
9	19	e		1.00
9	20	g	dot|~	1.00
9	21	eps	5	1.00
9	22	S7		1.00
9	23	L		0.84
9	24	S7		0.77
9	25	g		0.40
9	26	#		0.80
9	27	S7		1.00
9	28	g		0.61
9	29	o.	~	1.00
9	30	S7		0.79
10	1	g		1.00
10	2	a	1	1.00
10	3	phi		1.00
10	4	S4		1.00
10	5	tee		0.56
10	6	Lx		0.61
10	7	_		0.53
10	8	nt		0.74
10	9	_		1.00
10	10	e		1.00
10	11	_		1.00
10	12	_	dot	0.60
10	13	ch		1.00
10	14	g		1.00
10	15	_	dot	1.00
10	16	tee		1.00
10	17	_		0.80
10	18	_		1.00
10	19	N		1.00
11	1	_		1.00
11	2	_		0.39
11	3	_		0.60
11	4	_		1.00
11	5	_		1.00
11	6	lam		0.79
11	7	_	dot	1.00
11	8	Lx		0.46
11	9	_		0.44
11	10	Z		1.00
11	11	g	~	1.00
11	12	m	~	1.00
11	13	_		1.00
11	14	bh		1.00
11	15	y		1.00
11	16	tee		1.00
11	17	e	dot	1.00
11	18	eps	1|dot	1.00
11	19	e	#	1.00
11	20	S4		1.00
11	21	_		0.61
12	1	g		1.00
12	2	nt		1.00
12	3	y		1.00
12	4	S4	1	1.00
12	5	dl		1.00
12	6	Lx		0.80
12	7	dl		0.80
12	8	S4		1.00
12	9	_		1.00
12	10	]	o	1.00
12	11	Z		1.00
12	12	S7		1.00
12	13	lam		1.00
12	14	sq		1.00
12	15	y	#	0.48
12	16	eps	1	1.00
12	17	w		1.00
12	18	e	dot|+	1.00
12	19	S7	+	1.00
12	20	]	ot	1.00
12	21	eps	5	0.82
12	22	Z	ot	0.59
12	23	Z		0.41
13	1	y		1.00
13	2	S4		1.00
13	3	Lx		1.00
13	4	_		1.00
13	5	N		1.00
13	6	_	dot	1.00
13	7	w		0.85
13	8	_		1.00
13	9	_		1.00
13	10	ch		0.61
13	11	e		1.00
13	12	N		1.00
13	13	_		0.80
13	14	eps		0.82
13	15	_		0.59
13	16	_		1.00
13	17	_		1.00
13	18	_		1.00
13	19	_		1.00
13	20	_		0.80
13	21	Lx		1.00
13	22	_	#	0.52
13	23	_		1.00
13	24	bh		0.63
13	25	bh		1.00
14	1	m	1	0.76
14	2	f		1.00
14	3	w		1.00
14	4	bh		1.00
14	5	S7		1.00
14	6	#		1.00
14	7	e	+	1.00
14	8	S		0.44
14	9	g		1.00
14	10	bh		0.58
14	11	rz		1.00
14	12	Z		1.00
14	13	S7		1.00
14	14	#	dot	1.00
14	15	lam	dot	1.00
14	16	y	5	1.00
14	17	e	dot|#	1.00
14	18	]	ot	1.00
14	19	w		1.00
14	20	bh		0.61
14	21	S7		1.00
14	22	#		1.00
14	23	_	~	1.00
14	24	eps	5	1.00
14	25	_		1.00
14	26	Lx		1.00
14	27	lam		1.00
14	28	_		1.00
14	29	g	dot	0.80
14	30	_	o	0.81
15	1	S		1.00
15	2	_		1.00
15	3	v		0.62
15	4	S		1.00
15	5	y		1.00
15	6	f		0.60
15	7	_		1.00
15	8	g		0.62
15	9	_		0.56
15	10	_		0.40
15	11	g		0.60
15	12	_		1.00
15	13	_		1.00
15	14	eps		1.00
15	15	+		1.00
15	16	p		1.00
15	17	nt		0.62
15	18	e	dot	1.00
15	19	_		1.00
15	20	_		1.00
15	21	_		0.76
15	22	_	dot	1.00
15	23	_		0.60
15	24	_		0.60
15	25	ch		1.00
16	1	_		1.00
16	2	_		0.80
16	3	_		0.79
16	4	S7		0.41
16	5	Lx		1.00
16	6	H	1|o	1.00
16	7	tee		1.00
16	8	eps	1	1.00
16	9	w		1.00
16	10	e	dot	1.00
16	11	S7	+	1.00
16	12	]	ot	1.00
16	13	y		1.00
16	14	y		1.00
16	15	g	1	1.00
16	16	o.		1.00
16	17	S7		1.00
16	18	lam		1.00
16	19	g	~	1.00
16	20	bh		1.00
16	21	_		0.80
16	22	S7		1.00
16	23	o.		1.00
16	24	eps	5	1.00
16	25	g		0.82
16	26	phi		1.00
16	27	g		1.00
16	28	S7		1.00
16	29	#		1.00
17	1	e		1.00
17	2	Lx	dot	0.60
17	3	y		1.00
17	4	_		1.00
17	5	S7		1.00
17	6	tee		0.56
17	7	g		1.00
17	8	Lx		1.00
17	9	S4		1.00
17	10	_		0.81
17	11	_		0.82
17	12	N		1.00
17	13	_		1.00
17	14	_		1.00
17	15	_		0.38
17	16	_		1.00
17	17	_	dot	1.00
17	18	m		1.00
17	19	_		1.00
17	20	_	dot	0.61
17	21	w		0.60
17	22	_	dot	1.00
17	23	S		1.00
17	24	_		1.00
17	25	N	1	1.00
17	26	_		1.00
17	27	g		0.59
17	28	_		1.00
17	29	_		1.00
18	1	_		1.00
18	2	_		0.59
18	3	dl		1.00
18	4	+		0.77
18	5	w		1.00
18	6	tee		1.00
18	7	w		1.00
18	8	w		1.00
18	9	y		1.00
18	10	S7		1.00
18	11	eps	1	0.78
18	12	S7		1.00
18	13	eps	~	1.00
18	14	wd		1.00
18	15	_		1.00
18	16	rz		1.00
18	17	g	5	1.00
18	18	phi		1.00
18	19	y		1.00
18	20	_		0.67
18	21	_		1.00
18	22	w		1.00
18	23	a	1	1.00
18	24	lam		1.00
18	25	a	7	1.00
18	26	H	1	1.00
18	27	g		1.00
19	1	_		1.00
19	2	S7		1.00
19	3	_	dot	1.00
19	4	_		0.81
19	5	o.		1.00
19	6	g	~	0.80
19	7	H	1|o	1.00
19	8	_	1	1.00
19	9	y		1.00
19	10	y		1.00
19	11	y		0.81
19	12	S7		1.00
19	13	#		1.00
19	14	]	o	1.00
19	15	y		1.00
19	16	y		1.00
19	17	psi		1.00
19	18	eps		1.00
19	19	w		1.00
19	20	_		1.00
19	21	U		1.00
19	22	lam		1.00
19	23	phi		1.00
19	24	Lx		1.00
19	25	_		0.84
19	26	_		1.00
19	27	y		0.40
19	28	_		0.60
19	29	_		1.00
19	30	_		1.00
