line	pos	script_code	script_marks	share
8	16	_		1.00
8	17	_	dot	1.00
9	1	_	~	0.80
9	2	_		1.00
9	3	_		1.00
9	4	g		0.41
9	5	_		1.00
9	6	_		0.80
9	7	_		1.00
9	8	y	1	0.80
9	9	_		1.00
9	10	_		0.60
9	11	_	1|1	1.00
9	12	_		0.60
9	13	_		1.00
9	14	_	1	1.00
9	15	_	dot	1.00
9	16	bh		0.40
10	1	Z		0.40
10	2	_	o	0.80
10	3	_	~|?|?	1.00
10	4	_	?	1.00
10	5	_		1.00
10	6	_		1.00
11	1	S4		1.00
11	2	dl		0.81
11	3	Lx		1.00
11	4	_		0.40
11	5	eps	1	0.81
11	6	S7		1.00
11	7	eps	~	1.00
11	8	wd		1.00
11	9	[	1	0.81
11	10	]		0.79
11	11	g		0.40
11	12	g	~	1.00
11	13	m	5	1.00
11	14	_		1.00
11	15	H	1	1.00
11	16	g	o	1.00
11	17	rz		1.00
11	18	psi		1.00
11	19	eps		1.00
11	20	w		1.00
11	21	o.		0.61
11	22	_		1.00
11	23	g		0.59
12	1	bh		0.60
12	2	lam		0.80
12	3	_		0.40
12	4	_		0.42
12	5	o.		1.00
12	6	_		0.80
12	7	lam		0.60
12	8	_		1.00
12	9	bh		1.00
12	10	o.		1.00
12	11	S7		1.00
12	12	lam		1.00
12	13	S7	~	1.00
12	14	e		1.00
12	15	g	~	1.00
12	16	_	dot|dot|5|?	0.57
12	17	_	dot	1.00
12	18	lam		1.00
12	19	g	~	1.00
12	20	H	1|o	1.00
12	21	tee		1.00
12	22	_	dot	1.00
12	23	psi	dot	1.00
12	24	_		0.80
13	1	y		0.78
13	2	_	1	0.82
13	3	_		1.00
13	4	f		0.62
13	5	w		1.00
13	6	y		1.00
13	7	m		1.00
13	8	#		0.61
13	9	y		1.00
13	10	g	~	1.00
13	11	m	~	1.00
13	12	w		1.00
13	13	lam		1.00
13	14	nt	~	1.00
13	15	y		1.00
13	16	g		1.00
13	17	eps		1.00
13	18	g		1.00
13	19	S		1.00
13	20	y		0.59
13	21	rz		1.00
13	22	nt		1.00
13	23	rz		1.00
13	24	_		0.81
13	25	_	ot|dot|~	0.80
14	1	o.		1.00
14	2	S7		1.00
14	3	p		1.00
14	4	g		0.80
14	5	o.		1.00
14	6	S7		1.00
14	7	lam		1.00
14	8	y	~	1.00
14	9	S		1.00
14	10	]	o	1.00
14	11	g		1.00
14	12	_	5	1.00
14	13	_		1.00
14	14	nt		1.00
14	15	g	1	0.82
14	16	_	dot|+	0.82
14	17	a	1	1.00
14	18	e	#	1.00
14	19	lam	1	0.61
14	20	e	dot	0.80
14	21	]	o	1.00
14	22	g		1.00
14	23	S7		1.00
14	24	phi		0.59
14	25	]	o	1.00
14	26	_		1.00
14	27	w		1.00
14	28	y		1.00
14	29	lam		1.00
14	30	eps	1	1.00
14	31	_		0.60
15	1	wd		1.00
15	2	bh		1.00
15	3	y		1.00
15	4	nt		0.81
15	5	bh		1.00
15	6	w		1.00
15	7	eps		0.62
15	8	_	dot	1.00
15	9	lam		1.00
15	10	w		1.00
15	11	tee		1.00
15	12	_		1.00
15	13	lam		1.00
15	14	m	~	1.00
15	15	g		1.00
15	16	g		1.00
15	17	a	1	1.00
15	18	S7		1.00
15	19	e	#	1.00
15	20	g	1	1.00
15	21	m	~	1.00
15	22	w		1.00
15	23	a	1	1.00
15	24	g		1.00
15	25	S4	~	1.00
15	26	dl		1.00
16	1	eps		1.00
16	2	+		1.00
16	3	S7		0.59
16	4	_		1.00
16	5	lam		0.57
16	6	_		1.00
16	7	_		0.42
16	8	y	dot	1.00
16	9	_		0.83
16	10	_		1.00
16	11	N		1.00
16	12	ch		1.00
16	13	N		0.60
16	14	S		1.00
16	15	_		1.00
16	16	_	dot	0.81
16	17	g		1.00
16	18	p		1.00
16	19	_	dot	0.41
16	20	_		1.00
16	21	_		1.00
16	22	_	dot	1.00
16	23	#		0.80
16	24	#		1.00
16	25	#		1.00
16	26	_	1	0.57
16	27	p		1.00
16	28	w	dot	0.60
17	1	_		0.71
17	2	_		1.00
17	3	_		1.00
17	4	_		1.00
17	5	_		1.00
17	6	_	dot	1.00
17	7	_		0.61
17	8	_		1.00
17	9	_		0.42
17	10	e		0.82
17	11	_	dot	1.00
17	12	_		1.00
17	13	Lx		0.57
17	14	N		1.00
17	15	_		1.00
17	16	_		1.00
17	17	_		0.81
17	18	_	1|1	1.00
17	19	y		1.00
17	20	g		0.42
17	21	a		0.60
17	22	lam		0.66
17	23	_		1.00
17	24	bh	dot	0.80
17	25	g	dot	0.82
17	26	tee		1.00
17	27	lam	1	1.00
17	28	_	dot	0.81
17	29	_		1.00
17	30	v		0.63
17	31	S		1.00
17	32	y		0.41
18	1	_		1.00
18	2	w		1.00
18	3	_		1.00
18	4	_		1.00
18	5	N	dot	0.81
18	6	eps		1.00
18	7	_		1.00
18	8	bh		1.00
18	9	_		1.00
18	10	_		1.00
18	11	p		0.80
18	12	_	dot	1.00
18	13	_		0.80
18	14	S4		1.00
18	15	dl		1.00
18	16	Lx		0.81
18	17	_		1.00
18	18	_		1.00
18	19	_		0.79
18	20	S7		1.00
18	21	#		0.81
18	22	lam	1	0.61
18	23	S7		1.00
18	24	e	#	1.00
18	25	g		1.00
18	26	m	~	1.00
18	27	w		1.00
18	28	lam	~	1.00
18	29	nt		1.00
18	30	_		0.64
19	1	_	1	1.00
19	2	rz		1.00
19	3	tee		1.00
19	4	e	#	1.00
19	5	_		1.00
19	6	tee		1.00
19	7	o.		1.00
19	8	eps		1.00
19	9	lam		1.00
19	10	e	dot|+	1.00
19	11	sq		0.80
19	12	_		1.00
19	13	psi		1.00
19	14	lam		1.00
19	15	S4		1.00
19	16	Lx		0.81
19	17	_		0.39
20	1	L		1.00
20	2	_		1.00
20	3	eps	1|1	1.00
20	4	_		0.60
20	5	_		1.00
20	6	_		1.00
20	7	_		0.84
20	8	_		0.80
20	9	_		0.41
20	10	tee		1.00
20	11	_		1.00
20	12	_		1.00
20	13	_		0.61
20	14	m		0.40
20	15	_		0.81
20	16	_		0.81
20	17	p		0.60
20	18	_		1.00
20	19	_		1.00
