line	pos	code	marks	action	conf	note
5	25	_		confirm	H	plain cursive, "rifarz"
5	26	_		confirm	H	plain cursive, "rifarz" continuing
5	27	_		confirm	H	plain cursive
5	28	_		confirm	H	plain cursive
5	29	_		confirm	M	plain cursive "&"/"et" ligature at line end; share was only 0.20 but shape is an ordinary connective, not sign N
6	1	_		confirm	H	plain cursive "mt"
6	2	_		confirm	H	plain cursive "Co" of "Comandj"
6	3	_		confirm	H	plain cursive "mandj"
6	4	_		correct	M	tiny single diagonal tick/punctuation mark right after "Comandj", not sign S7 (share only 0.41)
6	5	S4		confirm	H	clear slash-cross S4
6	6	rz		confirm	H	low hook-then-wave rz
6	7	tee		confirm	H	vertical with bar, clean tee
6	8	m	1	confirm	H	three-hump m with "1" mark
6	9	g		confirm	H	9/g loop with tail
6	10	S7	~	confirm	H	clear 7-shape with tilde mark
6	11	lam		confirm	H	Λ shape
6	12	e	#	confirm	H	looped e with # mark
6	13	g		confirm	H	9/g loop with tail (tall variant)
6	14	lam		confirm	H	Λ shape
6	15	rz		confirm	H	low hook-then-wave rz
6	16	S7	#	correct	H	clean "7"-shaped stroke; classifier had called this box "_" (with mark #) despite share 1.00, but the shape is unambiguously S7
6	17	m	~	confirm	H	three-hump m with tilde
6	18	w		confirm	H	clean w shape
6	19	L		confirm	H	angle shape, clean L
6	20	o.		correct	M	small filled loop with a dot on a descending stem, closer to o. than plain; classifier called this box "_" despite share 1.00
6	21	bh		confirm	H	hooked loop on tall stem
6	22	phi		confirm	H	slashed circle on a stem
6	23	]	o	confirm	H	square open left with o mark
6	24	e		confirm	H	looped e
6	25	lam	dot|dot	confirm	H	Λ shape with two dot marks
7	1	e	+	confirm	H	looped e with + mark
7	2	eps	5	confirm	M	two-bowl epsilon; share only 0.80 but shape clear
7	3	S7	#	confirm	H	clear 7-shape with # mark
7	4	S7	#	confirm	H	clear 7-shape with # mark
7	5	Z	dot|ot	correct	H	clean Z shape, not S7; classifier's own cluster_code already said Z (share 0.60)
7	6	eps		confirm	H	two-bowl epsilon
7	7	S7	~	confirm	H	clear 7-shape with tilde mark
7	8	lam		confirm	H	Λ shape
7	9	a	5|7	confirm	H	bold single-stroke a with 5 and 7 marks
7	10	]	o	confirm	H	square open left with o mark
7	11	e	dot	confirm	H	looped e with dot
7	12	eps	1	confirm	H	two-bowl epsilon with 1 mark
7	13	a	1|5	correct	M	single bold diagonal stroke (cursive a) with what look like "1" and "5" marks below it, not plain; classifier's own top pick was "_" (share 0.80) but the shape and the 1/5-style marks fit sign a, consistent with the same marks style as pos9
7	14	_		confirm	H	small plain connecting mark between two signs
7	15	S7	3	correct	M	a "7"-shaped stroke with a small "3" mark above it (the apparent "m" at the crop edge was bleed from the next box's lam); classifier called this "_" with mark # (share 0.81)
7	16	lam		confirm	H	Λ shape
7	17	S7	1	confirm	H	clear 7-shape with 1 mark
7	18	e		confirm	H	looped e
7	19	e	dot	confirm	H	looped e with dot
7	20	#	dot|#	confirm	H	double-barred cross with dot and # marks
7	21	_		confirm	H	small plain connecting mark
7	22	lam	5	confirm	H	Λ shape with 5 mark
7	23	a		confirm	H	bold single-stroke a
7	24	S7		confirm	H	clear 7-shape
7	25	]	o	confirm	H	square open left with o mark
7	26	H	1	confirm	H	clean H shape with 1 mark
7	27	tee		confirm	H	vertical with bar
7	28	K	1	confirm	H	clean K shape with 1 mark
7	29	m	1|5	confirm	H	three-hump m with 1 and 5 marks
7	30	_		correct	M	small curling flourish attached directly to the m before it, looks like a pen-tail rather than a distinct Z; share was only 0.58
8	1	lam	5	confirm	H	Λ shape with 5 mark
8	2	#	o	confirm	H	double-barred cross with o mark
8	3	wd		confirm	H	w joined to tall right stroke, clean despite share 0.64
8	4	bh		confirm	H	hooked loop on tall stem
8	5	y		confirm	H	cursive y with looped tail
8	6	y		confirm	H	cursive y with looped tail
8	7	psi		confirm	H	forked y/psi shape
8	8	y		confirm	H	cursive y with looped tail
8	9	Z		confirm	H	clean Z shape
8	10	g	~	confirm	H	9/g loop with tilde mark
8	11	S4		confirm	H	clear slash-cross S4
8	12	dl		confirm	H	loop with rising tail
8	13	H		confirm	H	clean H shape
8	14	H	1|o	confirm	H	clean H shape with 1 and o marks
8	15	rz	3	correct	M	low hook-then-wave shape with a "3" mark above it, not plain; sits inside an unbroken run of clear signs (H, H, e, a...)
8	16	e		confirm	H	looped e
8	17	a	1	confirm	H	bold single-stroke a with 1 mark
8	18	S7		confirm	H	clear 7-shape
8	19	e	+	confirm	H	looped e with + mark
8	20	S4		confirm	H	clear slash-cross S4
8	21	_		confirm	M	plain cursive, start of "Assaj" (share 0.45)
8	22	_		correct	H	plain cursive "s" of "Assaj", not sign S; wider context reads "Assaj Cose n[fran...]" (Assai cose = "quite a few things"), all plain
8	23	_		confirm	H	plain cursive "s" of "Assaj"
8	24	_		correct	H	plain cursive "aj" ending of "Assaj", not sign H
8	25	_		confirm	M	plain cursive "C" of "Cose" (classifier's own cluster_code already read this as _, share 0.58)
8	26	_		correct	H	plain cursive "o" of "Cose", not sign S
8	27	_		confirm	M	plain cursive "se" of "Cose" (share 0.62)
8	28	_		correct	H	plain cursive "n" opening the next word, not sign N; reads "Assaj Cose n[fran...]"
8	29	_		confirm	H	plain cursive "fran..." continuing the phrase off the line
9	1	_		correct	H	plain cursive "Z"/"2"-like letter, opening this stretch of plain text; not sign S7
9	2	_		correct	H	plain cursive "t"; not sign tee
9	3	_		correct	H	plain cursive "s" (with a dot), part of "...ts;"; not sign g
9	4	_		correct	H	plain cursive "mi"/"my"; not sign nt
9	5	_		confirm	H	plain cursive "ha" continuing, marks 1|1 visible above
9	6	_		confirm	M	plain cursive short vertical stroke (share 0.77)
9	7	_		confirm	L	ambiguous crossed stroke; kept plain given it sits within the "...mi ha ... un" plain-text run (share only 0.41)
9	8	ch		confirm	H	c followed by tall looped h; opens a clean run of consistent sign shapes (confirmed against wider context)
9	9	S4		confirm	M	slash-cross S4 (share 0.81)
9	10	dl		confirm	H	loop with wavy rising tail
9	11	+		correct	H	single clean cross visible between dl and Lx in the wider crop; classifier had called this box "_" (share 0.80) but a sign is clearly there
9	12	Lx		confirm	H	Λ with bar crossing right leg
9	13	g	3	confirm	H	9/g loop with tail; "3" mark above (boxlist listed no mark)
9	14	S		correct	H	clean S/ʃ shape; classifier called this box "_" despite share 1.00
9	15	S7		confirm	H	clear 7-shape
9	16	lam		confirm	H	Λ shape
9	17	S7	~	confirm	H	clear 7-shape with tilde mark
9	18	lam		confirm	H	Λ shape
9	19	g	1	confirm	H	9/g loop with tail and 1 mark
9	20	_		confirm	M	tiny (8x18px) diagonal tick, most likely the "1" mark belonging to an adjacent sign rather than its own glyph
9	21	e	#	confirm	H	looped e with # mark
9	22	wd		confirm	H	w joined to tall right stroke
9	23	y		confirm	H	cursive y with looped tail
9	24	_	dot	confirm	M	plain connecting mark with a dot (share 0.76)
9	25	w		confirm	H	clean w shape
9	26	#	#	confirm	H	double-barred cross with # mark
9	27	w		confirm	H	clean w shape
9	28	_		confirm	M	ambiguous flourish/connector between w and g; kept plain per classifier (share 1.00) though not fully certain
9	29	g		confirm	H	9/g loop with tail
10	1	]	o	correct	H	small "o" mark over a clear "⊐" box open to the left; not sign y despite share 0.81
10	2	Lx		correct	H	tall stroke with a bar crossing near the bottom, matches Lx; classifier had called this box "_"
10	3	g	1	confirm	H	9/g loop with tail and 1 mark
10	4	phi		correct	H	small slashed circle on a stem, matches phi; not sign y
10	5	_		delete	H	paper fold/shadow area with no legible ink (dist 11.57, far outside the normal range); segmentation artifact, not a sign
10	6	lam	3	correct	M	Λ-like stroke with a "3" mark above, partly in the fold's shadow; classifier had called this box "_" (share 1.00) but there is real ink forming a sign here
10	7	bh		confirm	H	hooked loop on tall stem
10	8	S7		confirm	H	clear 7-shape
10	9	#		confirm	H	double-barred cross
10	10	e		confirm	H	looped e
10	11	wd		confirm	H	w joined to tall right stroke
10	12	bh		confirm	H	hooked loop on tall stem
10	13	y		confirm	H	cursive y with looped tail
10	14	f		confirm	L	two roughly parallel vertical strokes; doesn't cleanly match any atlas code but f is the classifier's own best guess and share was only 0.51
10	15	f	5	confirm	M	similar double-stroke shape with a "5" mark; share 0.86
10	16	e		confirm	H	looped e
10	17	Z		confirm	M	hook+cross flourish, closest to Z; share only 0.59
10	18	y		confirm	M	curly stroke with a loop, closer to sign y than plain on closer look; share only 0.41
10	19	Lx		correct	M	Λ-with-crossbar shape visible in the wider crop; classifier had called this box "_" (share 0.85)
10	20	_	dot	confirm	L	small mark with a dot, low share (0.40), kept plain/mark-only
10	21	w		confirm	H	clean w shape
10	22	Lx	dot	correct	M	second Λ-with-crossbar shape matching pos19; classifier's own cluster_code already read this as Lx (share 0.82)
10	23	S7	1	confirm	H	clear 7-shape with 1 mark
11	1	eps	7	confirm	H	two-bowl epsilon with 7 mark
11	2	S7		confirm	H	clear 7-shape
11	3	]	ot	confirm	M	square open left with ot mark; share 0.58
11	4	w		correct	M	cursive w-like shape with a small mark above it, isolated between clear signs; classifier had called this box "_" (share 0.80)
11	5	_		delete	H	extremely faint/narrow (9px) mark right at the edge of a paper-fold shadow zone (large blank gap follows box4); not a legible sign
11	6	#		confirm	H	double-barred cross
11	7	H	1|o	confirm	H	clean H with 1 and o marks
11	8	tee		correct	M	plain "T"-like vertical-with-crossbar shape, closer to tee than S7 or nt; share only 0.85
11	9	w		confirm	H	clean w shape
11	10	g		confirm	M	9/g loop with tail; share 0.66
11	11	S7		confirm	H	clear 7-shape
11	12	y		confirm	L	ambiguous merged shape (possible w + tail); kept the classifier's own pick, share only 0.73
11	13	g		confirm	H	9/g loop with tail (tall variant)
11	14	]	o	confirm	H	square open left with o mark
11	15	bh		confirm	H	hooked loop on tall stem
11	16	g		correct	M	loop with crossing strokes, closer to g than plain; share only 0.63, sits between bh(15) and rz(17)
11	17	rz		confirm	H	low hook-then-wave rz
11	18	g	1	confirm	H	9/g loop with tail and 1 mark
11	19	S7		confirm	H	clear 7-shape
11	20	#		confirm	H	double-barred cross
11	21	S4		confirm	H	clear slash-cross S4
11	22	dl		correct	M	loop-with-wavy-tail shape, matches dl; classifier had called this box "_" (share 0.82); merged in the same wide box as pos22.5's f
11	22.5	f		split	M	crossbar stroke immediately after the dl loop, a second sign merged into the same wide box as pos22
11	23	Lx		confirm	H	Λ with bar crossing right leg
12	1	_		correct	H	clear capital cursive S, start of word "Sanza", not phi
12	2	_		confirm	H	plain letters "an" continuing Sanza
12	3	_		correct	H	plain letter "z", part of "-anza"; not S7, no 7-shape
12	4	_		correct	H	plain letter "a" w/ decorative loop finishing "Sanza"; loop makes it superficially N-like but no N structure, just flourished a
12	5	_		confirm	H	plain word fragment "quest" (questo), fully legible
12	6	_		confirm	H	plain "to" (tail of "questo"), legible cursive
12	7	_		confirm	H	plain "no", legible cursive
12	8	_		confirm	M	tall diagonal stroke + small curl; looks like an oversegmented duplicate of the ascender that continues into box 9's "fa"; margin numeral "15" visible below is a foliation/quire mark bleeding in, not part of this box's ink
12	9	_		confirm	H	plain "fa" (tall f + a), legible cursive, start of "fara"
12	10	_		confirm	H	plain "ar", legible cursive
12	11	_		correct	H	plain letter "a" w/ flourish loop, final letter of "fara"; same pattern as pos4, not N
12	12	_		confirm	M	ascender+loop resembling plain letter "d" with a crossbar near top (possibly ink bleed from line above) and a closed bowl below; margin numeral "9" below is unrelated foliation bleed; no clean match to a cipher-sign shape so plain is the safer call
12	13	S4		confirm	H	clear cross with foot/slash, matches S4 atlas plate well
12	14	y		confirm	H	cursive y with looped tail, matches atlas
12	15	nt		confirm	M	zigzag (Z-like) stroke joined to a crossed vertical; closest match is the "n+"/nt atlas exemplars that show a similar angular n joined to a crossbar, though a Z+cross split reading is not implausible
12	16	bh		confirm	H	tall stem with small hooked loop at upper right and lead-in stroke, matches bh atlas exactly
12	17	w		confirm	H	cursive w with lead-in stroke, matches atlas
12	18	e	#	correct	H	looped e sign is correct, but the mark above is clearly a double-crossbar "#" (matches the e-with-# atlas exemplars), not a single "dot"
12	19	phi		confirm	H	small slashed circle on a stem, matches phi atlas exactly
12	20	dl		confirm	H	delta-like loop with curling tail, matches dl atlas
12	21	_		confirm	H	plain cursive "Jo"/"To" (capital + o), legible letters, not a sign
12	22	_		confirm	H	plain cursive "pe" (loop-stemmed p), part of word "penso"
12	23	_		correct	H	plain cursive "ns", part of "penso"; not w, no w-shape present
12	24	_		confirm	H	plain "o", end of "penso"
12	25	_		confirm	M	small "c"-like curved mark, plausibly a plain letter/abbreviation stroke, no cipher-sign shape match
12	26	_	ot	confirm	L	tiny (15x18px) squiggly end-of-line flourish, genuinely hard to call; no clean atlas match, keeping classifier's plain/"ot" call for lack of a better read
13	1	S4		confirm	H	clear cross with foot, matches S4 atlas
13	2	Lx		confirm	H	two strokes joined by a top bar plus a crossing diagonal on the right leg, matches Lx atlas
13	3	tee		correct	M	clean capital-T shape (horizontal top bar, straight vertical stem); does not match S7's hooked-7 shape at all, closer to the tee atlas plate (vertical stroke with a crossbar); plain-letter "T" is a secondary possibility but the shape sits in an unbroken run of signs
13	4	w		confirm	H	cursive w with lead-in stroke, matches atlas
13	5	y		confirm	H	cursive y with looped tail, matches atlas
13	6	S7	dot	correct	H	exact-bounds crop shows a clean hooked "7" with a dot at the foot of the diagonal, a textbook S7 -- this is a real sign the classifier tagged plain ("_") at share 1.00
13	7	nt		correct	H	"u/n" hook joined to a crossed vertical stroke, matches the nt atlas exemplars (n+ shape) much better than Z's zigzag; same pattern as line 12 pos 15
13	8	g		confirm	M	tall loopy 9/g-shaped glyph; the crop is busy (a small mark bleeding in from box 7's crossbar at the left edge) but the core shape -- a curled top opening into a loop with descending tail -- matches g
13	9	H		confirm	H	block H with small serif feet, matches atlas H
13	10	H	1|o	confirm	H	block H with small marks near center, matches atlas H with given marks
13	11	e	+	correct	M	e-bowl sign correct, but there is a clear "+" mark above it (separated from the bowl), not blank as listed
13	12	H		confirm	H	block H with small serif feet, matches atlas
13	13	S7		confirm	H	hooked 7-shape, matches atlas
13	14	#	dot	confirm	H	double-barred cross with a dot beside it, matches atlas # with dot mark
13	15	e	+	correct	M	e-bowl sign correct, but the mark above reads as a "+" cross, not a "dot"; a small separate dot sits further up-right but the dominant mark touching the glyph is the +
13	16	S7		confirm	H	hooked 7-shape, matches atlas
13	17	#	dot	confirm	H	double-barred cross with dot beside it, matches atlas
13	18	]	ot	confirm	H	square box open to the left, matches atlas ] exactly
13	19	L		confirm	H	L-angle with a small numeral-like stroke inside the angle, matches atlas L
13	20	g	1	confirm	M	9/g-shaped loop with a small mark to its left, roughly consistent with the "1" mark listed though hard to be fully certain at this size
13	21	_		confirm	H	plain cursive letters (word continues), legible non-sign script
13	22	S4		confirm	H	cross with foot, matches S4 atlas
13	23	dl		confirm	H	delta-like loop with tail, matches dl atlas
13	24	Lx		confirm	H	two crossed strokes, matches Lx atlas
14	1	eps	1	confirm	M	two-lobed open shape at line start reads as a genuine eps (epsilon) sign per atlas, though it could alternatively be read as the plain word-initial capital "E" of "E stato..."; kept the sign call since the two stacked open bowls match eps better than a simple cursive E loop
14	2	_		confirm	H	plain cursive "sta", part of "stato"
14	3	_		confirm	H	plain cursive "tato", finishing "stato"
14	4	_		confirm	H	plain cursive "mo", part of "molto"
14	5	_		confirm	H	plain cursive continuing "molto"
14	6	_		confirm	H	plain word "ad", fully legible
14	7			delete	M	tiny (6x10px) isolated tick mark between "ad" and the next word; too small and isolated to be a letter or sign, reads as a stray pen mark/apostrophe fleck
14	8	_		confirm	H	plain cursive "pro...", start of long word
14	9	_		confirm	H	plain cursive continuing the same word
14	10	_		confirm	H	plain cursive continuing the same word
14	11	_		correct	M	wavy double-hook stroke inside a legible cursive run (matches the leaf's known pattern of plain letters mistagged as S mid-word); read as plain letters, not a standalone S sign
14	12	_	dot	confirm	H	plain cursive "eto"/"ito", continuing the word
14	13	f		confirm	M	tall stem with a long full crossbar starting a new word; shape matches the atlas f sign closely, though a plain cursive capital F/f beginning a new word is also plausible
14	14	_		confirm	M	plain cursive letters continuing after the f-glyph, legible but faint
14	15	_		confirm	M	plain cursive letters, faint, part of running text
14	16	_	dot|dot	confirm	H	large box spans the fully legible plain word "intende"; two small dot-like ink marks visible above the word, kept as given
14	17	_		confirm	M	faint plain cursive fragment following "intende"
14	18	nt		confirm	M	curl joined to a long crossbar, matches the nt (n+) pattern confirmed elsewhere on this leaf (line 12 pos 15, line 13 pos 7)
14	19	N		confirm	H	bold cursive N with loop, matches atlas N clearly
14	20	S		confirm	M	simple S/ʃ curve with a small dot near its foot, matches atlas S reasonably
14	21	lam		confirm	H	clear two-stroke apex (Λ) shape, first of a pair of adjacent lambda signs, matches atlas lam
14	22	lam	#	confirm	H	second of the adjacent pair of Λ shapes, small tick at the foot consistent with the "#" mark given
14	23	p		confirm	M	crossed stem with a loop below, matches atlas p; box overlaps its neighbor (Lx) so the crop is a little busy
14	24	Lx		confirm	H	crossed-lambda "4"-like shape, matches atlas Lx clearly
14	25	_		confirm	M	plain letter "o" with a long decorative flourish tail, consistent with a plain end-of-word/line flourish
15	1	sq	ot	confirm	H	clean closed square box, matches atlas sq exactly
15	2	_		confirm	H	plain cursive letters ("aw"-like), legible non-sign script; a small numeral trace below the line is unrelated margin bleed
15	3	rz		confirm	H	low hook-then-wave shape, matches atlas rz
15	4	U		confirm	M	two roughly-vertical strokes joined near the bottom forming a cup-like ⊔, reasonably matches atlas U
15	5	w		confirm	H	cursive w with lead-in and trailing stroke, matches atlas w
15	6	_		confirm	H	plain cursive "y"-like letter with lead-in stroke, legible non-sign script
15	7	S7	5	split	M	this box's true bounds contain two separate, disconnected ink groups stacked vertically: an upper hooked "7" (matches S7) and a lower block "H" (matches H), with a visible gap between them, not one continuous stroke -- reading as an oversegmented pair rather than a single sign; row order (S7 on top, H below) follows top-to-bottom position, not a claim about encoding order
15	7.5	H		split	M	second sign of the pos-7 split: block H shape below the S7, see note on pos 7
15	8	e	+	correct	H	e-bowl sign correct, but the mark above is a clear "+" cross, not a "dot"
15	9	e	dot|#	confirm	M	e-bowl with two small tick marks above, roughly consistent with the dot|# marks given, hard to be fully certain at this size
15	10	a	~	confirm	H	plain letter a with a squiggle mark above, matches atlas a with ~ mark
15	11	S7	#	confirm	H	hooked-7 shape with a mark near the top, matches atlas S7 with # mark
15	12	eps	dot	confirm	H	clear two-bowl epsilon shape with a dot mark, matches atlas eps
