line	pos	code	marks	grade
10	5	e	dot	AB
10	6	psi		AB
10	7	m		settled
10	8	lam	dot	AB
10	9	H	1|o	AB
10	10	g		AB
10	11	psi	~	AB
10	12	lam		AB
10	13	_		AB
10	14	e	dot|dot	AB
10	15	a	7	AB
10	16	S7		settled
10	17	bh		AB
10	18	e		AB
10	19	g	~	AB
10	20	#		settled
11	1	phi		AB
11	2	phi		AB
11	3	e	dot	AB
11	4	a	5	AB
11	5	e	dot	AB
11	6	S7		AB
11	7	g	+	AB
11	8	g	1	AB
11	9	_		AB
11	10	eps	5	AB
11	11	S7	~	AB
11	12	o.		AB
11	13	rz		AB
11	14	g	~	AB
11	15	o.		settled
11	15.5	S7		B-split
11	16	S7		AB
11	17	y		AB
11	18	w		AB
11	19	+		settled
11	20	o.		AB
11	21	f	dot|dot	AB
12	1	w		AB
12	2	o.		AB
12	3	phi		AB
12	4	v	7	AB
12	5	g		AB
12	6	y		AB
12	7	K		AB
12	8	S		AB
12	9	o.		settled
12	9.5	nt		B-split
12	10	e	dot	AB
12	11	eps	1	AB
12	12	S		AB
12	13	K		AB
12	14	o.	dot	AB
12	15	S7		AB
12	16	Z		AB
12	17	psi		AB
12	18	lam		AB
12	19	w		AB
12	20	_	ot	AB
12	21	g		AB
12	21.5	H		B-split
12	22	v	ot	AB
13	1	Z		AB
13	2	nt		AB
13	3	y		AB
13	4	_	1	AB
13	5	w		settled
13	6	Z	ot	AB
13	7	nt		AB
13	8	o.		AB
13	9	rz		AB
13	10	S7	#	AB
13	11	]	dot|o	AB
13	12	eps		AB
13	13	y		AB
13	14	o.		AB
13	15	rz		AB
13	16	g	5	AB
13	17	lam		settled
13	17.5	v		B-split
13	18	v	5|1	AB
13	19	m		AB
13	20	bh		AB
13	21	w		settled
13	21.5	o.		B-split
13	22	o.		AB
13	23	nt		AB
14	1	g	1	AB
14	2	g		AB
14	3	y	~	AB
14	4	bh		AB
14	5	a	1	AB
14	6	#		settled
14	7	o.		AB
14	8	w		AB
14	9	S4		AB
14	10	dl		settled
14	11	rz		AB
14	12	tee		AB
14	13	eps	1	AB
14	14	S7		AB
14	15	eps	~	AB
14	16	wd		AB
14	17	o.		AB
14	18	rz		AB
14	19	g	~	AB
14	20	y		settled
14	20.5	y		B-split
14	21	L		AB
14	22	S7		AB
14	23	lam		AB
14	24	_		AB
14	25	g		settled
14	26	y		settled
14	27	H	1|o	AB
15	1	S7		AB
15	2	w		AB
15	3	y		settled
15	3.5	S		B-split
15	4	S7		AB
15	5	Z		AB
15	6	y	5	AB
15	7	g	1	AB
15	8	_		AB
15	9	H		settled
15	10	g	1	AB
15	11	_		AB
15	12	Z		AB
15	13	_		AB
15	14	w		AB
15	15	y		AB
15	16	S7		settled
15	16.5	lam		B-split
15	17	H	1	AB
15	18	e	o|#	AB
15	19	wd		AB
15	20	bh		AB
15	21	y		AB
15	22	nt		AB
15	23	bh		AB
15	24	w		AB
16	1	_		AB
16	2	lam		AB
16	3	_		AB
16	4	bh		AB
16	5	sq	ot	AB
16	6	wd		AB
16	7	bh		AB
16	8	H	o|1	AB
16	9	o.		AB
16	10	bh		AB
16	11	psi		AB
16	12	eps		AB
16	13	w		AB
16	14	o.		AB
16	15	Z		AB
16	16	e		AB
16	17	g	dot	AB
16	18	_		AB
16	19	w		AB
16	20	y		AB
16	21	rz		AB
16	22	Z		settled
16	23	g	5	AB
16	24	phi		AB
16	25	]	o	AB
17	1	g		AB
17	2	psi		AB
17	3	m	~	AB
17	4	_		AB
17	5	o.		AB
17	6	phi		settled
17	6.5	_		B-split
17	7	_		AB
17	8	S7		AB
17	9	o.		AB
17	10	rz		AB
17	11	_		AB
17	12	nt		AB
17	13	g	~	AB
17	14	S4		AB
17	15	_		AB
17	16	_	dot	AB
17	17	_		settled
17	18	_		settled
17	19	_		settled
17	20	_		AB
17	21	_		AB
17	22	_		settled
17	23	_		AB
17	24	_		settled
18	1	#		AB
18	2	#		AB
18	3	f		AB
18	4	S7		settled
18	5	S4	1	AB
18	6	dl		AB
18	7	Z		AB
18	8	S7	#	AB
18	9	phi		AB
18	10	L		AB
18	11	g		AB
18	12	Z		AB
18	13	psi		AB
18	14	lam	5	AB
18	15	rz		AB
18	16	nt		AB
18	17	+	ot	AB
18	18	S7		AB
18	19	_		AB
18	20	bh	dot	AB
18	21	S7		AB
18	22	bh		settled
18	23	w		AB
19	1	o.		AB
19	2	S7		AB
19	3	eps	7	AB
19	4	m	~	AB
19	5	phi		AB
19	6	e	#	AB
19	7	g		AB
19	8	e	#	AB
19	9	g		settled
19	10	]	o	AB
19	11	S7		AB
19	12	psi	#	AB
19	13	f		settled
19	14	w		AB
19	15	y		AB
19	16	K		AB
19	17	a	7	AB
19	18	eps	7	AB
19	19	lam		AB
19	20	y	7	AB
19	21	m	~	AB
19	22	g	5	AB
19	23	nt		settled
19	24	S7		AB
19	25	tee		settled
19	25.5	y	7	B-split
19	26	S7		AB
19	27	eps	7	AB
19	28	eps	5	AB
19	29	S7		AB
19	30	_		AB
