line	pos	code_a	marks_a	code_b	marks_b	note
16	19	g	~	g	~	base+marks match
16	20	bh		bh		base+marks match
16	22	S7		S7		base+marks match
16	23	o.		o.		base+marks match
16	24	eps	5	eps	5	base+marks match
16	25	g		g		base+marks match
16	26	phi		phi		base+marks match
16	27	g		g		base+marks match
16	28	S7		S7		base+marks match
16	29	#		#		base+marks match
17	1	e		e		base+marks match
17	2	Lx	dot	Lx	dot	base+marks match
17	3	y		y		base+marks match
17	5	S7		S7		base+marks match
17	6	tee		tee		base+marks match
17	7	g		g		base+marks match
17	8	Lx		Lx		base+marks match
17	9	S4		S4		base+marks match
18	3	dl		dl		base+marks match
18	4	+		+		base+marks match
18	5	w		w		base+marks match
18	6	tee		tee		base+marks match
18	7	w		w		base+marks match
18	8	w		w		base+marks match
18	9	y		y		base+marks match
18	10	S7		S7		base+marks match
18	11	eps	1	eps	1	base+marks match
18	12	S7		S7		base+marks match
18	13	eps	~	eps	~	base+marks match
18	14	wd		wd		base+marks match
18	16	rz		rz		base+marks match
18	17	g	5	g	5	base+marks match
18	18	phi		phi		base+marks match
18	19	y		y		base+marks match
18	22	w		w		base+marks match
18	23	a	1	a	1	base+marks match
18	24	lam		lam		base+marks match
18	25	a	7	a	7	base+marks match
18	26	H	1	H	1	base+marks match
18	27	g		g		base+marks match
19	2	S7		S7		base+marks match
19	5	o.		o.		base+marks match
19	6	g	~	g	~	base+marks match
19	7	H	1|o	H	1|o	base+marks match
19	9	y		y		base+marks match
19	10	y		y		base+marks match
19	11	y		y		base+marks match
19	12	S7		S7		base+marks match
19	13	#		#		base+marks match
19	14	]	o	]	o	base+marks match
19	15	y		y		base+marks match
19	16	y		y		base+marks match
19	17	psi		psi		base+marks match
19	18	eps		eps		base+marks match
19	19	w		w		base+marks match
19	21	U		U		base+marks match
19	22	lam		lam		base+marks match
19	23	phi		phi		base+marks match
19	24	Lx		Lx		base+marks match
