line	pos	sign	conf	value	grade
mssDE108A_p1_L08	10	321	H	?	U
mssDE108A_p1_L08	11	109	H	du	C
mssDE108A_p1_L09	1	124	H	?	U
mssDE108A_p1_L09	2	10	H	de	C
mssDE108A_p1_L09	3	677	M	virginie	M
mssDE108A_p1_L09	4	628	H	sont|d	M
mssDE108A_p1_L09	5	52	H	ent	M
mssDE108A_p1_L09	6	1167	H	iere	M
mssDE108A_p1_L09	7	620	H	ment	C
mssDE108A_p1_L09	8	1123	H	?	U
mssDE108A_p1_L09	9	1151	H	de	C
mssDE108A_p1_L09	10	1158	H	?	U
mssDE108A_p1_L10	1	363	H	hommes	M
mssDE108A_p1_L10	2	947	H	les	C
mssDE108A_p1_L10	3	838	H	?	U
mssDE108A_p1_L10	4	462	H	?	U
mssDE108A_p1_L10	5	802	H	?	U
mssDE108A_p1_L10	6	909	H	?	U
mssDE108A_p1_L10	7	410	H	?	U
mssDE108A_p1_L10	8	402	H	avec	M
mssDE108A_p1_L10	9	880	H	pres	C
mssDE108A_p1_L10	10	1025	H	ci	M
mssDE108A_p1_L10	11	519	H	pi	M
mssDE108A_p1_L11	1	1129	H	ta	M
mssDE108A_p1_L11	2	868	H	tion	C
mssDE108A_p1_L11	3	599	H	sur	C
mssDE108A_p1_L11	4	947	H	les	C
mssDE108A_p1_L11	5	375	H	?	U
mssDE108A_p1_L11	6	480	H	vi|ri	M
mssDE108A_p1_L11	7	991	H	er|ere	M
mssDE108A_p1_L11	8	460	H	es	C
mssDE108A_p1_L11	9	940	H	.	C
mssDE108A_p1_L11	10	1185	H	?	U
mssDE108A_p2_L01	1	608	H	d	C
mssDE108A_p2_L01	2	34	H	?	U
mssDE108A_p2_L01	3	1153	H	?	U
mssDE108A_p2_L01	4	1074	H	po	C
mssDE108A_p2_L01	5	585	H	ke	C
mssDE108A_p2_L01	6	913	H	?	U
mssDE108A_p2_L01	7	824	H	et	C
mssDE108A_p2_L01	8	10	H	de	C
mssDE108A_p2_L01	9	165	H	ba	M
mssDE108A_p2_L01	10	785	H	l	M
mssDE108A_p2_L01	11	1193	H	ti	C
mssDE108A_p2_L01	12	678	H	mo	C
mssDE108A_p2_L02	1	149	H	se|re	M
mssDE108A_p2_L02	2	1181	H	se	C
mssDE108A_p2_L02	3	643	H	croit	C
mssDE108A_p2_L02	4	52	H	ent	M
mssDE108A_p2_L02	5	80	H	e	C
mssDE108A_p2_L02	6	135	H	gal	M
mssDE108A_p2_L02	7	80	H	e	C
mssDE108A_p2_L02	8	620	H	ment	C
mssDE108A_p2_L02	9	1022	H	en	C
mssDE108A_p2_L02	10	169	H	?	U
mssDE108A_p2_L02	11	38	H	?	U
mssDE108A_p2_L02	12	363	H	hommes	M
mssDE108A_p2_L03	1	386	H	?	U
mssDE108A_p2_L03	2	389	H	?	U
mssDE108A_p2_L03	3	680	H	moi	C
mssDE108A_p2_L03	4	517	H	ns	C
mssDE108A_p2_L03	5	628	H	sont|d	M
mssDE108A_p2_L03	6	38	H	?	U
mssDE108A_p2_L03	7	202	H	a	C
mssDE108A_p2_L03	8	888	H	leurs	C
mssDE108A_p2_L03	9	1158	H	?	U
mssDE108A_p2_L03	10	6	H	que	C
mssDE108A_p2_L03	11	301	H	au	M
mssDE108A_p2_L03	12	128	H	?	U
mssDE108A_p2_L04	1	1151	H	de	C
mssDE108A_p2_L04	2	177	H	faire	C
mssDE108A_p2_L04	3	60	H	pas	C
mssDE108A_p2_L04	4	1070	H	ser	C
mssDE108A_p2_L04	5	888	H	leurs	C
mssDE108A_p2_L04	6	536	H	?	U
mssDE108A_p2_L04	7	169	H	?	U
mssDE108A_p2_L04	8	434	H	l	C
mssDE108A_p2_L04	9	264	H	?	U
mssDE108A_p2_L04	10	80	H	e	C
mssDE108A_p2_L04	11	480	H	vi|ri	M
mssDE108A_p2_L05	1	666	H	?	U
mssDE108A_p2_L05	2	1123	H	?	U
mssDE108A_p2_L05	3	337	H	dela	C
mssDE108A_p2_L05	4	385	H	port	M
mssDE108A_p2_L05	5	80	H	e	C
mssDE108A_p2_L05	6	10	H	de	C
mssDE108A_p2_L05	7	672	H	?	U
mssDE108A_p2_L05	8	645	H	?	U
mssDE108A_p2_L05	9	940	H	.	C
mssDE108A_p2_L05	10	1185	H	?	U
mssDE108A_p2_L05	11	983	H	?	U
mssDE108A_p2_L05	12	628	H	sont|d	M
mssDE108A_p2_L06	1	655	H	selon	M
mssDE108A_p2_L06	2	947	H	les	C
mssDE108A_p2_L06	3	355	H	ras	C
mssDE108A_p2_L06	4	385	H	port	M
mssDE108A_p2_L06	5	947	H	les	C
mssDE108A_p2_L06	6	830	H	plus	C
mssDE108A_p2_L06	7	378	H	?	U
mssDE108A_p2_L06	8	824	H	et	C
mssDE108A_p2_L06	9	655	H	selon	M
mssDE108A_p2_L06	10	1185	H	?	U
mssDE108A_p2_L06	11	109	H	du	C
mssDE108A_p2_L07	1	1015	H	?	U
mssDE108A_p2_L07	2	301	H	au	M
mssDE108A_p2_L07	3	141	H	nom	M
mssDE108A_p2_L07	4	648	H	bre	M
mssDE108A_p2_L07	5	10	H	de	C
mssDE108A_p2_L07	6	422	H	?	U
mssDE108A_p2_L07	7	202	H	a	C
mssDE108A_p2_L07	8	70	M	?	U
mssDE108A_p2_L07	9	1103	H	huit	M
mssDE108A_p2_L07	10	1131	H	cent	C
mssDE108A_p2_L07	11	363	H	hommes	M
mssDE108A_p2_L08	1	1179	H	l'on	M
mssDE108A_p2_L08	2	712	H	assure|assurer	M
mssDE108A_p2_L08	3	30	H	quels	M
mssDE108A_p2_L08	4	941	H	ne	C
mssDE108A_p2_L08	5	628	H	sont|d	M
mssDE108A_p2_L08	6	244	H	?	U
mssDE108A_p2_L08	7	367	H	?	U
mssDE108A_p2_L08	8	354	H	?	U
mssDE108A_p2_L08	9	997	H	que	C
mssDE108A_p2_L08	10	145	H	par	M
mssDE108A_p2_L08	11	878	H	une	C
mssDE108A_p2_L09	1	199	H	?	U
mssDE108A_p2_L09	2	349	H	?	U
mssDE108A_p2_L09	3	991	H	er|ere	M
mssDE108A_p2_L09	4	444	H	te	C
mssDE108A_p2_L09	5	905	H	ette	C
mssDE108A_p2_L09	6	903	H	deux	C
mssDE108A_p2_L09	7	165	H	ba	M
mssDE108A_p2_L09	8	1193	H	ti	C
mssDE108A_p2_L09	9	620	H	ment	C
mssDE108A_p2_L09	10	10	H	de	C
mssDE108A_p2_L09	11	123	H	?	U
mssDE108A_p2_L10	1	903	H	deux	C
mssDE108A_p2_L10	2	763	H	ca	C
mssDE108A_p2_L10	3	86	H	non	C
mssDE108A_p2_L10	4	976	H	.	C
mssDE108A_p2_L10	5	169	H	?	U
mssDE108A_p2_L10	6	1032	H	cette	M
mssDE108A_p2_L10	7	487	H	?	U
mssDE108A_p2_L10	8	947	H	les	C
mssDE108A_p2_L10	9	1151	H	de	C
mssDE108A_p2_L10	10	381	H	le	C
mssDE108A_p2_L10	11	377	M	?	U
mssDE108A_p2_L10	12	428	H	des	C
mssDE108A_p2_L11	1	507	H	etat	C
mssDE108A_p2_L11	2	1022	H	en	C
mssDE108A_p2_L11	3	64	H	vo	C
mssDE108A_p2_L11	4	137	H	fr	M
mssDE108A_p2_L11	5	442	H	?	U
mssDE108A_p2_L11	6	266	H	ou	M
mssDE108A_p2_L11	7	216	H	?	U
mssDE108A_p2_L11	8	1153	H	?	U
mssDE108A_p2_L11	9	666	H	?	U
mssDE108A_p2_L11	10	628	H	sont|d	M
mssDE108A_p2_L11	11	153	H	?	U
mssDE108A_p2_L12	1	486	H	nos	M
mssDE108A_p2_L12	2	331	H	a	C
mssDE108A_p2_L12	3	680	H	moi	C
mssDE108A_p2_L12	4	1082	H	?	U
mssDE108A_p2_L12	5	139	H	?	U
mssDE108A_p2_L12	6	961	H	ont	C
mssDE108A_p2_L12	7	416	H	pris	C
mssDE108A_p2_L12	8	80	H	e	C
mssDE108A_p2_L12	9	337	H	dela	C
mssDE108A_p2_L12	10	962	H	?	U
mssDE108A_p2_L12	11	890	H	la	C
mssDE108A_p3_L01	1	830	H	plus	C
mssDE108A_p3_L01	2	912	H	?	U
mssDE108A_p3_L01	3	1181	M	se	M
mssDE108A_p3_L01	4	32	H	vous	C
mssDE108A_p3_L01	5	555	H	re	C
mssDE108A_p3_L01	6	730	H	presente	M
mssDE108A_p3_L01	7	933	H	?	U
mssDE108A_p3_L01	8	888	H	leurs	C
mssDE108A_p3_L01	9	310	M	?	U
mssDE108A_p3_L01	10	947	H	les	C
mssDE108A_p3_L01	11	29	H	?	U
mssDE108A_p3_L02	1	30	H	quels	M
mssDE108A_p3_L02	2	931	H	y	C
mssDE108A_p3_L02	3	202	H	a	C
mssDE108A_p3_L02	4	10	H	de	C
mssDE108A_p3_L02	5	232	H	?	U
mssDE108A_p3_L02	6	595	M	?	U
mssDE108A_p3_L02	7	888	H	leurs	C
mssDE108A_p3_L02	8	551	M	?	U
mssDE108A_p3_L02	9	333	H	?	U
mssDE108A_p3_L02	10	301	H	au	M
mssDE108A_p3_L02	11	10	H	de	C
mssDE108A_p3_L02	12	64	H	vo	C
mssDE108A_p3_L03	1	808	H	s	C
mssDE108A_p3_L03	2	1129	H	ta	M
mssDE108A_p3_L03	3	868	H	tion	C
mssDE108A_p3_L03	4	608	H	d	C
mssDE108A_p3_L03	5	878	H	une	C
mssDE108A_p3_L03	6	1074	H	po	C
mssDE108A_p3_L03	7	500	M	?	U
mssDE108A_p3_L03	8	858	H	?	U
mssDE108A_p3_L03	9	80	H	e	C
mssDE108A_p3_L03	10	608	H	d	C
mssDE108A_p3_L04	1	645	H	?	U
mssDE108A_p3_L04	2	151	H	?	U
mssDE108A_p3_L04	3	30	H	quels	M
mssDE108A_p3_L04	4	1199	H	?	U
mssDE108A_p3_L04	5	389	H	?	U
mssDE108A_p3_L04	6	947	H	les	C
mssDE108A_p3_L04	7	555	H	re	C
mssDE108A_p3_L04	8	1074	H	po	C
mssDE108A_p3_L04	9	486	H	nos	M
mssDE108A_p3_L04	10	766	H	?	U
mssDE108A_p3_L05	1	1125	H	si	C
mssDE108A_p3_L05	2	947	H	les	C
mssDE108A_p3_L05	3	682	H	mis	C
mssDE108A_p3_L05	4	587	H	li	C
mssDE108A_p3_L05	5	646	H	?	U
mssDE108A_p3_L05	6	1181	H	se	C
mssDE108A_p3_L05	7	574	H	?	U
mssDE108A_p3_L05	8	816	H	ver	M
mssDE108A_p3_L05	9	434	H	l	C
mssDE108A_p3_L05	10	713	H	en	C
mssDE108A_p3_L05	11	281	H	?	U
mssDE108A_p3_L06	1	266	H	ou	M
mssDE108A_p3_L06	2	947	H	les	C
mssDE108A_p3_L06	3	443	H	anglais	C
mssDE108A_p3_L06	4	1181	H	se	C
mssDE108A_p3_L06	5	628	H	sont|d	M
mssDE108A_p3_L06	6	425	H	etablir	C
mssDE108A_p3_L06	7	1068	H	ils	C
mssDE108A_p3_L06	8	1181	H	se	C
mssDE108A_p3_L06	9	626	H	r	C
mssDE108A_p3_L06	10	49	H	ten	M
mssDE108A_p3_L07	1	1161	H	?	U
mssDE108A_p3_L07	2	824	H	et	C
mssDE108A_p3_L07	3	4	H	wilm	M
mssDE108A_p3_L07	4	961	H	ont	C
mssDE108A_p3_L07	5	169	H	?	U
mssDE108A_p3_L07	6	878	H	une	C
mssDE108A_p3_L07	7	750	H	?	U
mssDE108A_p3_L07	8	402	H	avec	M
mssDE108A_p3_L07	9	878	H	une	C
mssDE108A_p3_L07	10	525	H	ce	C
mssDE108A_p3_L08	1	381	H	le	C
mssDE108A_p3_L08	2	480	H	vi|ri	M
mssDE108A_p3_L08	3	444	H	te	C
mssDE108A_p3_L08	4	824	H	et	C
mssDE108A_p3_L08	5	878	H	une	C
mssDE108A_p3_L08	6	542	H	?	U
mssDE108A_p3_L08	7	997	H	que	C
mssDE108A_p3_L08	8	947	H	les	C
mssDE108A_p3_L08	9	1133	H	ma	C
mssDE108A_p3_L08	10	626	H	r	C
mssDE108A_p3_L09	1	1010	H	?	U
mssDE108A_p3_L09	2	947	H	les	C
mssDE108A_p3_L09	3	830	H	plus	C
mssDE108A_p3_L09	4	880	H	pres	C
mssDE108A_p3_L09	5	983	H	?	U
mssDE108A_p3_L09	6	519	H	pi	M
mssDE108A_p3_L09	7	444	H	te	C
mssDE108A_p3_L09	8	460	H	es	C
mssDE108A_p3_L09	9	941	H	ne	C
mssDE108A_p3_L09	10	771	M	peut	M
mssDE108A_p3_L10	1	195	H	vent	M
mssDE108A_p3_L10	2	80	H	e	C
mssDE108A_p3_L10	3	135	H	gal	M
mssDE108A_p3_L10	4	991	H	er|ere	M
mssDE108A_p3_L10	5	976	H	.	C
mssDE108A_p3_L10	6	646	H	?	U
mssDE108A_p3_L10	7	1151	H	de	C
mssDE108A_p3_L10	8	381	H	le	C
mssDE108A_p3_L10	9	858	H	?	U
mssDE108A_p3_L10	10	1181	H	se	C
mssDE108A_p3_L11	1	628	H	sont|d	M
mssDE108A_p3_L11	2	8	H	?	U
mssDE108A_p3_L11	3	309	H	forces	C
mssDE108A_p3_L11	4	10	H	de	C
mssDE108A_p3_L11	5	216	H	?	U
mssDE108A_p3_L11	6	1113	H	pro	M
mssDE108A_p3_L11	7	4	H	wilm	M
mssDE108A_p3_L11	8	816	H	ver	M
mssDE108A_p3_L11	9	6	H	que	C
mssDE108A_p3_L11	10	1147	H	?	U
mssDE108A_p3_L11	11	941	H	ne	C
mssDE108A_p3_L11	12	1181	H	se	C
mssDE108A_p3_L12	1	414	H	?	U
mssDE108A_p3_L12	2	741	H	?	U
mssDE108A_p3_L12	3	542	H	?	U
mssDE108A_p3_L12	4	884	H	que	C
mssDE108A_p3_L12	5	1159	M	vos	M
mssDE108A_p3_L12	6	177	M	faire	M
mssDE108A_p3_L12	7	402	H	avec	M
mssDE108A_p3_L12	8	913	H	?	U
mssDE108A_p3_L12	9	10	H	de	C
mssDE108A_p3_L12	10	1159	M	vos	M
mssDE108A_p3_L12	11	267	H	yache	M
mssDE108A_p4_L01	1	96	H	et	C
mssDE108A_p4_L01	2	220	H	quelques	C
mssDE108A_p4_L01	3	341	H	fre	C
mssDE108A_p4_L01	4	981	H	ga|le	M
mssDE108A_p4_L01	5	381	H	le	C
mssDE108A_p4_L01	6	878	H	une	C
mssDE108A_p4_L01	7	831	H	expedi|expedition	M
mssDE108A_p4_L01	8	868	H	tion	C
mssDE108A_p4_L01	9	521	M	?	U
mssDE108A_p4_L01	10	1002	H	da	C
mssDE108A_p4_L01	11	452	H	?	U
mssDE108A_p4_L02	1	80	H	e	C
mssDE108A_p4_L02	2	466	H	?	U
mssDE108A_p4_L02	3	116	H	cheza	M
mssDE108A_p4_L02	4	608	H	d	C
mssDE108A_p4_L02	5	931	H	y	C
mssDE108A_p4_L02	6	10	H	de	C
mssDE108A_p4_L02	7	1018	H	?	U
mssDE108A_p4_L02	8	185	H	?	U
mssDE108A_p4_L02	9	80	H	e	C
mssDE108A_p4_L02	10	256	H	?	U
mssDE108A_p4_L02	11	476	H	s|p	M
mssDE108A_p4_L02	12	415	H	rendre	M
mssDE108A_p4_L03	1	725	H	les	C
mssDE108A_p4_L03	2	165	H	ba	M
mssDE108A_p4_L03	3	1193	H	ti	C
mssDE108A_p4_L03	4	620	H	ment	C
mssDE108A_p4_L03	5	599	H	sur	C
mssDE108A_p4_L03	6	947	H	les	C
mssDE108A_p4_L03	7	594	H	quelles|quelle	M
mssDE108A_p4_L03	8	947	H	les	C
mssDE108A_p4_L03	9	443	H	anglais	C
mssDE108A_p4_L03	10	628	H	sont|d	M
mssDE108A_p4_L04	1	153	H	?	U
mssDE108A_p4_L04	2	486	H	nos	M
mssDE108A_p4_L04	3	1082	H	?	U
mssDE108A_p4_L04	4	1151	H	de	C
mssDE108A_p4_L04	5	232	H	?	U
mssDE108A_p4_L04	6	626	H	r	C
mssDE108A_p4_L04	7	337	H	dela	C
mssDE108A_p4_L04	8	617	H	?	U
mssDE108A_p4_L04	9	1187	M	nul	M
mssDE108A_p4_L04	10	983	H	?	U
mssDE108A_p4_L05	1	202	H	a	C
mssDE108A_p4_L05	2	890	H	la	C
mssDE108A_p4_L05	3	28	H	?	U
mssDE108A_p4_L05	4	983	H	?	U
mssDE108A_p4_L05	5	428	H	des	C
mssDE108A_p4_L05	6	838	H	?	U
mssDE108A_p4_L05	7	462	H	?	U
mssDE108A_p4_L05	8	802	H	?	U
mssDE108A_p4_L05	9	818	H	qui	M
mssDE108A_p4_L05	10	947	H	les	C
mssDE108A_p4_L06	1	309	H	forces	C
mssDE108A_p4_L06	2	62	H	?	U
mssDE108A_p4_L06	3	701	H	ait	C
mssDE108A_p4_L06	4	1181	H	se	C
mssDE108A_p4_L06	5	620	H	ment	C
mssDE108A_p4_L06	6	202	H	a	C
mssDE108A_p4_L06	7	40	H	?	U
mssDE108A_p4_L06	8	165	H	ba	M
mssDE108A_p4_L06	9	947	H	les	C
mssDE108A_p4_L06	10	697	M	?	U
mssDE108A_p4_L06	11	557	M	?	U
mssDE108A_p4_L07	1	1068	H	ils	C
mssDE108A_p4_L07	2	430	H	?	U
mssDE108A_p4_L07	3	1181	H	se	C
mssDE108A_p4_L07	4	799	H	?	U
mssDE108A_p4_L07	5	1088	H	?	U
mssDE108A_p4_L07	6	10	H	de	C
mssDE108A_p4_L07	7	888	H	leurs	C
mssDE108A_p4_L07	8	247	H	secret	M
mssDE108A_p4_L07	9	940	H	.	C
mssDE108A_p4_L07	10	888	H	leurs	C
mssDE108A_p4_L08	1	853	M	?	U
mssDE108A_p4_L08	2	961	H	ont	C
mssDE108A_p4_L08	3	579	H	etc	M
mssDE108A_p4_L08	4	1125	H	si	C
mssDE108A_p4_L08	5	880	H	pres	C
mssDE108A_p4_L08	6	151	H	?	U
mssDE108A_p4_L08	7	381	H	le	C
mssDE108A_p4_L08	8	96	H	et	C
mssDE108A_p4_L08	9	1125	H	si	C
mssDE108A_p4_L08	10	352	H	?	U
mssDE108A_p4_L08	11	555	H	re	C
mssDE108A_p4_L09	1	472	H	?	U
mssDE108A_p4_L09	2	107	H	?	U
mssDE108A_p4_L09	3	460	H	es	C
mssDE108A_p4_L09	4	6	H	que	C
mssDE108A_p4_L09	5	1004	H	la	C
mssDE108A_p4_L09	6	961	H	ont	C
mssDE108A_p4_L09	7	1199	H	?	U
mssDE108A_p4_L09	8	216	H	?	U
mssDE108A_p4_L09	9	408	H	l	M
mssDE108A_p4_L09	10	97	H	?	U
mssDE108A_p4_L09	11	626	H	r	C
mssDE108A_p4_L10	1	1151	H	de	C
mssDE108A_p4_L10	2	32	H	vous	C
mssDE108A_p4_L10	3	947	H	les	C
mssDE108A_p4_L10	4	1165	H	tra	C
mssDE108A_p4_L10	5	517	H	ns	C
mssDE108A_p4_L10	6	40	H	?	U
mssDE108A_p4_L10	7	10	H	de	C
mssDE108A_p4_L10	8	217	H	nouvelle	C
mssDE108A_p4_L10	9	324	H	?	U
mssDE108A_p4_L10	10	187	H	?	U
mssDE108A_p4_L10	11	1084	M	?	U
mssDE108A_p4_L10	12	216	H	?	U
mssDE108A_p4_L11	1	357	M	?	U
mssDE108A_p4_L11	2	1058	H	?	U
mssDE108A_p4_L11	3	444	H	te	C
mssDE108A_p4_L11	4	622	H	?	U
mssDE108A_p4_L11	5	402	H	avec	M
mssDE108A_p4_L11	6	777	M	?	U
mssDE108A_p4_L11	7	1151	H	de	C
mssDE108A_p4_L11	8	888	H	leurs	C
mssDE108A_p4_L11	9	740	H	donne	C
mssDE108A_p4_L11	10	626	H	r	C
mssDE108A_p4_L12	1	890	H	la	C
mssDE108A_p4_L12	2	680	H	moi	C
mssDE108A_p4_L12	3	686	H	n	M
mssDE108A_p4_L12	4	105	H	?	U
mssDE108A_p4_L12	5	122	H	?	U
mssDE108A_p4_L12	6	940	H	.	C
mssDE108A_p4_L12	7	1004	H	la	C
mssDE108A_p4_L12	8	727	M	?	U
mssDE108A_p4_L12	9	692	H	?	U
mssDE108A_p4_L12	10	301	H	au	M
mssDE108A_p4_L12	11	330	H	?	U
mssDE108A_p5_L01	1	744	H	faites|fait	M
mssDE108A_p5_L01	2	713	H	en	C
mssDE108A_p5_L01	3	832	H	vi	C
mssDE108A_p5_L01	4	935	H	?	U
mssDE108A_p5_L01	5	38	H	?	U
mssDE108A_p5_L01	6	98	H	com	C
mssDE108A_p5_L01	7	1173	H	?	U
mssDE108A_p5_L01	8	1068	H	ils	C
mssDE108A_p5_L01	9	579	H	etc	M
mssDE108A_p5_L01	10	771	M	peut	M
mssDE108A_p5_L02	1	1113	H	pro	M
mssDE108A_p5_L02	2	165	H	ba	M
mssDE108A_p5_L02	3	36	H	ble	C
mssDE108A_p5_L02	4	6	H	que	C
mssDE108A_p5_L02	5	474	H	?	U
mssDE108A_p5_L02	6	713	H	en	C
mssDE108A_p5_L02	7	486	H	nos	M
mssDE108A_p5_L02	8	490	H	?	U
mssDE108A_p5_L02	9	10	H	de	C
mssDE108A_p5_L02	10	890	H	la	C
mssDE108A_p5_L02	11	830	H	plus	C
mssDE108A_p5_L03	1	683	H	grande	M
mssDE108A_p5_L03	2	1028	H	ce	C
mssDE108A_p5_L03	3	381	H	le	C
mssDE108A_p5_L03	4	480	H	vi|ri	M
mssDE108A_p5_L03	5	444	H	te	C
mssDE108A_p5_L03	6	947	H	les	C
mssDE108A_p5_L03	7	267	H	yache	M
mssDE108A_p5_L03	8	997	H	que	C
mssDE108A_p5_L03	9	32	H	vous	C
mssDE108A_p5_L03	10	850	H	pour	C
mssDE108A_p5_L04	1	480	H	vi|ri	M
mssDE108A_p5_L04	2	460	H	es	C
mssDE108A_p5_L04	3	707	H	?	U
mssDE108A_p5_L04	4	1193	H	ti	C
mssDE108A_p5_L04	5	941	H	ne	C
mssDE108A_p5_L04	6	626	H	r	C
mssDE108A_p5_L04	7	202	H	a	C
mssDE108A_p5_L04	8	1032	H	cette	M
mssDE108A_p5_L04	9	831	H	expedi|expedition	M
mssDE108A_p5_L04	10	868	H	tion	C
mssDE108A_p5_L04	11	1199	H	?	U
mssDE108A_p5_L05	1	389	H	?	U
mssDE108A_p5_L05	2	642	H	ar	C
mssDE108A_p5_L05	3	480	H	vi|ri	M
mssDE108A_p5_L05	4	816	H	ver	M
mssDE108A_p5_L05	5	169	H	?	U
mssDE108A_p5_L05	6	116	H	cheza	M
mssDE108A_p5_L05	7	518	H	avant	C
mssDE108A_p5_L05	8	1175	H	trois	C
mssDE108A_p5_L05	9	1181	H	se	C
mssDE108A_p5_L05	10	544	H	main	M
mssDE108A_p5_L05	11	460	H	es	C
mssDE108A_p5_L06	1	266	H	ou	M
mssDE108A_p5_L06	2	878	H	une	C
mssDE108A_p5_L06	3	680	H	moi	C
mssDE108A_p5_L06	4	1174	H	?	U
mssDE108A_p5_L06	5	1107	H	?	U
mssDE108A_p5_L06	6	12	H	lors	C
mssDE108A_p5_L06	7	642	H	ar	C
mssDE108A_p5_L06	8	767	M	no	M
mssDE108A_p5_L06	9	434	H	l	C
mssDE108A_p5_L06	10	608	H	d	C
mssDE108A_p5_L07	1	818	H	qui	M
mssDE108A_p5_L07	2	78	H	?	U
mssDE108A_p5_L07	3	551	M	?	U
mssDE108A_p5_L07	4	227	H	?	U
mssDE108A_p5_L07	5	525	H	ce	C
mssDE108A_p5_L07	6	1151	H	de	C
mssDE108A_p5_L07	7	1129	H	ta	M
mssDE108A_p5_L07	8	656	M	ch	M
mssDE108A_p5_L07	9	733	H	ement	M
mssDE108A_p5_L07	10	301	H	au	M
mssDE108A_p5_L09	1	165	H	ba	M
mssDE108A_p5_L09	2	36	H	ble	C
mssDE108A_p5_L09	3	620	H	ment	C
mssDE108A_p5_L09	4	626	H	r	C
mssDE108A_p5_L09	5	49	H	ten	M
mssDE108A_p5_L09	6	324	H	?	U
mssDE108A_p5_L09	7	884	H	que	C
