code	value	grade	source	note
614	g	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
620	ment	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
626	r	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x3; pencil agrees x1
628	sont|d	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x4
631	instruit	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
632	ages	M	doubtful or struck gloss	weak: mssDE68_p1_L04/2
640	allies|alies	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
642	ar	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x3; pencil agrees x1
643	croit	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1; pencil reads croi
650	che	M	pencil gloss (mssDE 55), hand and date unknown	pencil x1
658	cro	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
677	virginie	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
678	mo	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
680	moi	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
682	mis	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
686	n	M	doubtful or struck gloss	weak: mssDE37_p1_L05/10 mssDE37_p2_L01/7
701	ait	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
703	au	M	pencil gloss (mssDE 55), hand and date unknown	pencil x1
712	assure|assurer	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
713	en	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2; pencil agrees x2
717	est	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2; pencil agrees x1
723	le	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
725	les	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2; pencil agrees x2
730	presente	M	doubtful or struck gloss	weak: mssDE68_p2_L03/6
739	l'	M	pencil gloss (mssDE 55), hand and date unknown	pencil x1
740	donne	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
744	faites|fait	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
763	ca	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
767	no	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1; pencil agrees x1
771	peut	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1; pencil reads peu
773		M	doubtful or struck gloss	weak: mssDE68_p1_L05/2
779	terre	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1; pencil agrees x1
787	pe	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
789	mon	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
806	vez	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
808	s	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
818	qui	M	pencil gloss (mssDE 55), hand and date unknown	pencil x1
824	et	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x3
830	plus	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
831	expedi|expedition	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
832	vi	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2; pencil agrees x2
835	chez|cher	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x3
836	sieur	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
837	produisent	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
846	venir	M	doubtful or struck gloss	weak: mssDE55_p2_L02/6
848	nul	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
850	pour	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
863	hommes	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1; pencil agrees x2
868	tion	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
870	points	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
878	une	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
880	pres	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x3
884	que	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x3
886	fe	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
888	leurs	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
890	la	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x7; pencil agrees x1
894	s	M	doubtful or struck gloss	weak: mssDE55_p2_L05/8
896	in	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
903	deux	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
905	ette	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
910	actuele	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
915	ge	M	pencil gloss (mssDE 55), hand and date unknown	pencil x1
919	je	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
931	y	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x4
940	.	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x4; pencil agrees x1
941	ne	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x4
945	ni	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
946	doute	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
947	les	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x4
950	vien	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
952	seconde	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
955	ec	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
959	tres	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
961	ont	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
976	.	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x4
981	ga|le	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x5; pencil agrees x1
989	e	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
991	er|ere	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
997	que	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x3; pencil agrees x1
1001	affin	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1002	da	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1004	la	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1022	en	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1024	j'	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1028	ce	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1033	delaware	M	doubtful or struck gloss	weak: mssDE68_p1_L05/7 mssDE68_p3_L01/4
1043	comment	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1046	n	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1048	to	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
1051	congres	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1053	entiere	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1066	fa	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1068	ils	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
1070	ser	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1; pencil agrees x2
1074	po	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1081	jusqu	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1086	de	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1; pencil agrees x3
1096	et	M	doubtful or struck gloss	weak: mssDE55_p1_L06/6
1103	huit	M	doubtful or struck gloss	weak: mssDE37_p1_L06/8
1105	ho	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1109	tenir	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1111	onze	M	pencil gloss (mssDE 55), hand and date unknown	pencil x1
1125	si	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1131	cent	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1; pencil agrees x2
1133	ma	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1137	ha	M	doubtful or struck gloss	weak: mssDE37_p2_L07/9
1149	tt	M	doubtful or struck gloss	weak: mssDE55_p1_L02/8
1151	de	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2; pencil agrees x4
1155	seize	M	doubtful or struck gloss	weak: mssDE37_p2_L02/10
1159	vos	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1; pencil agrees x1
1165	tra	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1175	trois	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1179	l'on	M	doubtful or struck gloss	weak: mssDE37_p2_L05/5
1181	se	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x3
1183	ici	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
1187	nul	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1; pencil agrees x1
1188	mr	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2
1193	ti	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x2; pencil agrees x1
1197	glo	C	contemporary interlinear decipherment (mssDE 68/37/55)	ink x1
