line	position	group	confidence
f226v_C09	1	23	medium
f226v_C09	2	_94	medium
f226v_C09	3	w	low
f226v_C09	4	y	low
f226v_C09	5	66	medium
f226v_C09	6	24	medium
f226v_C09	7	71	medium
f226v_C09	8	v	low
f226v_C09	9	60	medium
f226v_C09	10	103	medium
f226v_C10	1	_91	medium
f226v_C10	2	9	medium
f226v_C10	3	rr	medium
f226v_C10	4	75	medium
f226v_C10	5	X	low
f226v_C10	6	39	medium
f226v_C10	7	81	medium
f226v_C10	8	_88	medium
f226v_C10	9	_40	medium
f226v_C10	10	73	medium
f226v_C10	11	X	low
f226v_C10	12	_41	medium
f226v_C11	1	Z	medium
f226v_C11	2	65	medium
f226v_C11	3	v	low
f226v_C11	4	62	medium
f226v_C11	5	rr	medium
f226v_C11	6	35	medium
f226v_C11	7	39	medium
f226v_C11	8	100	medium
f226v_C11	9	X	low
f226v_C11	10	71	medium
f226v_C11	11	m	low
f226v_C12	1	99	medium
f226v_C12	2	9	medium
f226v_C12	3	91	medium
f226v_C12	4	39	medium
f226v_C12	5	50	medium
f226v_C12	6	Z	medium
f226v_C12	7	65	medium
f226v_C12	8	2#	low
f226v_C12	9	66	medium
f226v_C12	10	9	medium
f226v_C12	11	y	medium
f226v_C12	12	102	medium
f226v_C13	1	31	medium
f226v_C13	2	v	low
f226v_C13	3	y	medium
f226v_C13	4	70	medium
f226v_C13	5	42	medium
f226v_C13	6	9	medium
f226v_C13	7	88	medium
f226v_C13	8	51	medium
f226v_C13	9	v	low
f226v_C13	10	Z	medium
f226v_C14	1	67	medium
f226v_C14	2	y	medium
f226v_C14	3	w	low
f226v_C14	4	y	medium
f226v_C14	5	65	medium
f226v_C14	6	y	medium
f226v_C14	7	82	medium
f226v_C14	8	91	medium
f226v_C14	9	62	medium
f226v_C14	10	h	low
f226v_C14	11	71	medium
f226v_C14	12	32	medium
f227r_C01	1	54	medium
f227r_C01	2	y	medium
f227r_C01	3	v	low
f227r_C01	4	_71	medium
f227r_C01	5	b	low
f227r_C01	6	62	medium
f227r_C01	7	L	low
f227r_C01	8	d	medium
f227r_C01	9	v	low
f227r_C02	1	q	low
f227r_C02	2	y	medium
f227r_C02	3	_91	medium
f227r_C02	4	73	medium
f227r_C02	5	rr	medium
f227r_C02	6	X	low
f227r_C02	7	_92	medium
f227r_C02	8	_91	medium
f227r_C02	9	d	medium
f227r_C02	10	9	medium
f227r_C02	11	_88	medium
f227r_C03	1	_40	medium
f227r_C03	2	73	medium
f227r_C03	3	X	low
f227r_C03	4	_41	medium
f227r_C03	5	v	low
f227r_C03	6	Z	medium
f227r_C03	7	56	low
f227r_C03	8	ff	medium
f227r_C03	9	63	low
f227r_C03	10	62	medium
f227r_C03	11	v	low
f227r_C03	12	v	low
f227r_C04	1	v	low
f227r_C04	2	y	medium
f227r_C04	3	50	medium
f227r_C04	4	Z	medium
f227r_C04	5	66	medium
f227r_C04	6	y	medium
f227r_C04	7	24	medium
f227r_C04	8	_88	medium
f227r_C04	9	24	medium
f227r_C04	10	32	medium
f227r_C04	11	v	low
f227r_C04	12	x	low
f227r_C04	13	60	medium
f227r_C05	1	9	medium
f227r_C05	2	y	medium
f227r_C05	3	_90	medium
f227r_C05	4	rr	medium
f227r_C05	5	y	medium
f227r_C05	6	70	medium
f227r_C05	7	_94	medium
f227r_C05	8	w	low
f227r_C05	9	v	low
f227r_C05	10	y	medium
f227r_C05	11	66	medium
f227r_C05	12	9	medium
f227r_C05	13	y	medium
f227r_C06	1	23	medium
f227r_C06	2	_48	medium
f227r_C06	3	y	medium
f227r_C06	4	65	medium
f227r_C06	5	9	medium
f227r_C06	6	_88	medium
f227r_C06	7	24	medium
f227r_C06	8	73	medium
f227r_C06	9	y	medium
f227r_C06	10	b	low
f227r_C06	11	60	medium
f227r_C07	1	80	medium
f227r_C07	2	31	medium
f227r_C07	3	18	medium
f227r_C07	4	Z	medium
f227r_C07	5	70	medium
f227r_C07	6	v	low
f227r_C07	7	62	medium
f227r_C07	8	rr	medium
f227r_C07	9	75	medium
f227r_C07	10	62	medium
f227r_C07	11	v	low
f227r_C07	12	v	low
f227r_C08	1	88	medium
f227r_C08	2	23	medium
f227r_C08	3	89	medium
f227r_C08	4	w	low
f227r_C08	5	99	medium
f227r_C08	6	85	medium
f227r_C08	7	ff	medium
f227r_C08	8	70	medium
f227r_C08	9	31	medium
f227r_C08	10	v	low
f227r_C08	11	Z	medium
f227r_C09	1	52	low
f227r_C09	2	65	low
f227r_C09	3	24	low
f227r_C09	4	86	low
f227r_C09	5	63	low
f227r_C09	6	X	low
f227r_C09	7	75	low
f227r_C09	8	X	low
f227r_C09	9	22	low
f227r_C09	10	h	low
f227r_C09	11	w	low
f227r_C10	1	rr	low
f227r_C10	2	y	low
f227r_C10	3	9	low
f227r_C10	4	m	low
f227r_C10	5	9	low
f227r_C10	6	v	low
f227r_C10	7	88	low
f227r_C10	8	24	low
f227r_C10	9	56	low
f227r_C10	10	y	low
f227r_C10	11	52	low
f227r_C10	12	103	low
f227r_C11	1	9	low
f227r_C11	2	ff	low
f227r_C11	3	24	low
f227r_C11	4	9	low
f227r_C11	5	y	low
f227r_C11	6	82	low
f227r_C11	7	55	low
f227r_C11	8	26	low
f227r_C11	9	h	low
f227r_C11	10	w	low
f227r_C11	11	40	low
f227r_C12	1	y	low
f227r_C12	2	v	low
f227r_C12	3	_71	low
f227r_C12	4	v	low
f227r_C12	5	60	low
f227r_C12	6	_100	low
f227r_C12	7	v	low
f227r_C12	8	Z	low
f227r_C12	9	52	low
f227r_C12	10	73	low
f227r_C12	11	rr	low
f227r_C13	1	_71	medium
f227r_C13	2	_91	medium
f227r_C13	3	d	medium
f227r_C13	4	_88	medium
f227r_C13	5	39	medium
f227r_C13	6	75	medium
f227r_C13	7	X	low
f227r_C13	8	Z	medium
f227r_C13	9	103	medium
f227r_C13	10	102	medium
f227r_C14	1	88	low
f227r_C14	2	28	low
f227r_C14	3	v	low
f227r_C14	4	v	low
f227r_C14	5	23	low
f227r_C14	6	2	low
f227r_C14	7	v	low
f227r_C14	8	X	low
f227r_C14	9	v	low
f227r_C14	10	24	low
f227r_C14	11	v	low
f227r_C14	12	v	low
f227r_C14	13	Z	low
