line	position	group	confidence
f226v_L16	1	91	high
f226v_L16	2	9	high
f226v_L16	3	rr	medium
f226v_L16	4	75	low
f226v_L16	5	X	medium
f226v_L16	6	39	high
f226v_L16	7	81	high
f226v_L16	8	88	high
f226v_L16	9	40	high
f226v_L16	10	73	high
f226v_L16	11	X	medium
f226v_L16	12	41	high
f226v_L17	clear	Le trouvera	medium
f226v_L17	clear	fortifié	medium
f226v_L17	1	Z	medium
f226v_L17	2	65	medium
f226v_L17	3	v	low
f226v_L17	4	62	high
f226v_L17	5	rr	medium
f226v_L17	6	75	low
f226v_L17	7	59	low
f226v_L17	8	100	high
f226v_L17	9	X	medium
f226v_L17	10	71	high
f226v_L17	11	m	medium
f226v_L18	clear	d'une possession	low
f226v_L18	1	99	high
f226v_L18	2	9	high
f226v_L18	3	91	high
f226v_L18	4	39	high
f226v_L18	5	50	high
f226v_L18	6	Z	medium
f226v_L18	7	65	high
f226v_L18	8	2#	medium
f226v_L18	9	66	high
f226v_L18	10	q	low
f226v_L18	11	y	medium
f226v_L18	12	102	high
f226v_L19	clear	maintenue	medium
f226v_L19	clear	depuis	medium
f226v_L19	1	31	high
f226v_L19	2	v	low
f226v_L19	3	y	medium
f226v_L19	4	70	high
f226v_L19	5	42	medium
f226v_L19	6	9	high
f226v_L19	7	88	high
f226v_L19	8	51	high
f226v_L19	9	v	low
f226v_L19	10	Z	medium
f226v_L20	clear	son absence	medium
f226v_L20	clear	du Royaume	medium
f226v_L20	1	67	high
f226v_L20	2	y	medium
f226v_L20	3	n	medium
f226v_L20	4	y	medium
f226v_L20	5	65	high
f226v_L20	6	y	medium
f226v_L20	7	82	high
f226v_L20	8	91	high
f226v_L20	9	62	high
f226v_L20	10	h	medium
f226v_L20	11	71	high
f226v_L20	12	32	high
f226v_L21	clear		low
f226v_L22	clear		low
f226v_L23	clear		low
f227r_L1	clear		low
f227r_L2	clear		low
f227r_L3	clear		low
f227r_L4	clear		low
f227r_L5	clear	au droict	medium
f227r_L6	clear	quant	low
f227r_L6	1	54	high
f227r_L6	2	y	medium
f227r_L6	3	v	low
f227r_L6	4	71	high
f227r_L6	5	b	medium
f227r_L6	6	62	high
f227r_L6	clear	de Vre Mate	high
f227r_L7	clear	me permettra de luy dire, qu'il est si puissamment	high
f227r_L7	clear	en faveur	medium
f227r_L7	clear	des Ducs de	high
f227r_L7	clear	estably	high
f227r_L7	1	9	high
f227r_L7	2	y	medium
f227r_L7	3	91	high
f227r_L7	4	73	high
f227r_L7	5	rr	medium
f227r_L7	6	X	medium
f227r_L7	7	92	high
f227r_L7	8	91	high
f227r_L7	9	d	medium
f227r_L7	10	9	high
f227r_L7	11	88	high
f227r_L8	clear	Nivernois	high
f227r_L8	clear	quil servit	high
f227r_L8	1	40	high
f227r_L8	2	73	high
f227r_L8	3	X	medium
f227r_L8	4	41	high
f227r_L8	5	v	low
f227r_L8	6	Z	medium
f227r_L8	7	56	high
f227r_L8	8	ff	medium
f227r_L8	9	63	high
f227r_L8	10	62	high
f227r_L9	clear	impossible	high
f227r_L9	clear	de le mettre	high
f227r_L9	1	v	low
f227r_L9	2	y	medium
f227r_L9	3	50	high
f227r_L9	4	Z	medium
f227r_L9	5	66	high
f227r_L9	6	y	medium
f227r_L9	7	24	high
f227r_L9	8	88	high
f227r_L9	9	24	high
f227r_L9	10	32	high
f227r_L9	11	v	low
f227r_L9	12	x	low
f227r_L9	13	60	high
f227r_L10	clear	en	medium
f227r_L10	clear	doubte	high
f227r_L10	clear	ainsy	high
f227r_L10	clear	en	medium
f227r_L10	1	9	high
f227r_L10	2	y	medium
f227r_L10	3	90	high
f227r_L10	4	rr	medium
f227r_L10	5	y	medium
f227r_L10	6	70	high
f227r_L10	7	94	high
f227r_L10	8	w	medium
f227r_L10	9	v	low
f227r_L10	10	y	medium
f227r_L10	11	66	high
f227r_L10	12	9	high
f227r_L10	13	y	medium
f227r_L11	clear	la pensée	high
f227r_L11	clear	de le vendre	high
f227r_L11	1	23	high
f227r_L11	2	48	high
f227r_L11	3	y	medium
f227r_L11	4	63	high
f227r_L11	5	9	high
f227r_L11	6	88	high
f227r_L11	7	24	high
f227r_L11	8	73	high
f227r_L11	9	y	medium
f227r_L11	10	b	medium
f227r_L11	11	60	high
f227r_L12	clear	Vostre Mate	high
f227r_L12	clear	trouuerez	low
f227r_L12	1	80	high
f227r_L12	2	31	high
f227r_L12	3	18	high
f227r_L12	4	Z	medium
f227r_L12	5	70	medium
f227r_L12	6	v	low
f227r_L12	7	62	medium
f227r_L12	8	rr	medium
f227r_L12	9	73	low
f227r_L12	10	62	medium
f227r_L12	11	v	low
f227r_L12	12	v	low
f227r_L13	clear	de la	high
f227r_L13	clear	difficulté	high
f227r_L13	clear	mais	high
f227r_L13	1	88	high
f227r_L13	2	23	high
f227r_L13	3	89	high
f227r_L13	4	w	medium
f227r_L13	5	99	high
f227r_L13	6	85	medium
f227r_L13	7	ff	medium
f227r_L13	8	70	high
f227r_L13	9	31	high
f227r_L13	10	v	low
f227r_L13	11	Z	medium
f227r_L14	clear	il y a	high
f227r_L14	clear	pour	high
f227r_L14	clear	le	medium
f227r_L14	clear	le conserver	high
f227r_L15	1	52	high
f227r_L15	2	63	high
f227r_L15	3	24	high
f227r_L15	4	86	high
f227r_L15	5	63	high
f227r_L15	6	X	medium
f227r_L15	7	75	medium
f227r_L15	8	X	medium
f227r_L15	9	22	high
f227r_L15	10	h	medium
f227r_L15	11	w	medium
f227r_L15	clear	un exemple	high
f227r_L15	clear	qui fait pour	medium
f227r_L16	clear	elle	high
f227r_L16	clear	en ce que le Roy	high
f227r_L16	1	rr	low
f227r_L16	2	y	medium
f227r_L16	3	9	high
f227r_L16	4	m	medium
f227r_L16	5	9	high
f227r_L16	6	v	low
f227r_L16	7	60	medium
f227r_L16	8	24	high
f227r_L16	9	38	low
f227r_L16	10	3	low
f227r_L16	11	32	low
f227r_L16	12	103	high
f227r_L17	clear	[strikethrough, illegible]	low
f227r_L17	clear	fais poursuivi	medium
f227r_L17	1	9	high
f227r_L17	2	ff	medium
f227r_L17	3	24	high
f227r_L17	4	9	high
f227r_L17	5	y	medium
f227r_L17	6	82	high
f227r_L17	7	33	medium
f227r_L17	8	26	medium
f227r_L17	9	h	medium
f227r_L17	10	w	medium
f227r_L17	11	7	low
f227r_L17	12	0	low
f227r_L17	13	y	medium
f227r_L17	14	v	low
f227r_L17	15	71	high
f227r_L17	16	v	low
f227r_L17	17	60	high
f227r_L17	18	100	high
f227r_L17	19	v	low
f227r_L17	20	Z	medium
f227r_L17	21	52	high
f227r_L17	22	73	high
f227r_L17	23	rr	medium
f227r_L18	clear	l'on se contenta pour reparer le tort qui estoit	high
f227r_L19	clear	au Duc de Nevers	high
f227r_L19	clear	fait	high
f227r_L19	1	71	high
f227r_L19	2	91	high
f227r_L19	3	d	medium
f227r_L19	4	88	high
f227r_L19	5	39	high
f227r_L19	6	75	high
f227r_L19	7	X	medium
f227r_L19	8	Z	medium
f227r_L19	9	103	high
f227r_L19	10	102	high
f227r_L20	clear	de luy promettre	high
f227r_L20	clear	le regres	high
f227r_L20	1	88	high
f227r_L20	2	28	high
f227r_L20	3	00	medium
f227r_L20	4	62	high
f227r_L20	5	32	high
f227r_L20	6	v	low
f227r_L20	7	x	low
f227r_L20	8	60	high
f227r_L20	9	24	high
f227r_L20	10	60	high
f227r_L20	11	00	medium
f227r_L20	12	60	high
f227r_L20	13	Z	medium
f227r_L21	clear		low
f227r_L22	clear		low
f227r_L23	clear		low
f227r_L24	clear		low
