line	position	group	confidence
f227r_C02	8	91	high
f227r_C02	9	d	medium
f227r_C02	10	9	high
f227r_C02	11	88	high
f227r_C03	1	40	high
f227r_C03	2	73	high
f227r_C03	3	X	medium
f227r_C03	4	41	high
f227r_C03	5	v	low
f227r_C03	6	Z	medium
f227r_C03	7	56	high
f227r_C03	8	ff	medium
f227r_C03	9	63	high
f227r_C03	10	62	high
f227r_C04	1	v	low
f227r_C04	2	y	medium
f227r_C04	3	50	high
f227r_C04	4	Z	medium
f227r_C04	5	66	high
f227r_C04	6	y	medium
f227r_C04	7	24	high
f227r_C04	8	88	high
f227r_C04	9	24	high
f227r_C04	10	32	high
f227r_C04	11	v	low
f227r_C04	12	x	low
f227r_C04	13	60	high
f227r_C05	1	9	high
f227r_C05	2	y	medium
f227r_C05	3	90	high
f227r_C05	4	rr	medium
f227r_C05	5	y	medium
f227r_C05	6	70	high
f227r_C05	7	94	high
f227r_C05	8	w	medium
f227r_C05	9	v	low
f227r_C05	10	y	medium
f227r_C05	11	66	high
f227r_C05	12	9	high
f227r_C05	13	y	medium
f227r_C06	1	23	high
f227r_C06	2	48	high
f227r_C06	3	y	medium
f227r_C06	4	63	high
f227r_C06	5	9	high
f227r_C06	6	88	high
f227r_C06	7	24	high
f227r_C06	8	73	high
f227r_C06	9	y	medium
f227r_C06	10	b	medium
f227r_C06	11	60	high
f227r_C07	1	80	high
f227r_C07	2	31	high
f227r_C07	3	18	high
f227r_C07	4	Z	medium
f227r_C07	5	70	medium
f227r_C07	6	v	low
f227r_C07	7	62	medium
f227r_C07	8	rr	medium
f227r_C07	9	73	low
f227r_C07	10	62	medium
f227r_C07	11	v	low
f227r_C07	12	v	low
f227r_C08	1	88	high
f227r_C08	2	23	high
f227r_C08	3	89	high
f227r_C08	4	w	medium
f227r_C08	5	99	high
f227r_C08	6	85	medium
f227r_C08	7	ff	medium
f227r_C08	8	70	high
f227r_C08	9	31	high
f227r_C08	10	v	low
f227r_C08	11	Z	medium
f227r_C09	1	52	high
f227r_C09	2	63	high
f227r_C09	3	24	high
f227r_C09	4	86	high
f227r_C09	5	63	high
f227r_C09	6	X	medium
f227r_C09	7	75	medium
f227r_C09	8	X	medium
f227r_C09	9	22	high
f227r_C09	10	h	medium
f227r_C09	11	w	medium
f227r_C10	1	rr	low
f227r_C10	2	y	medium
f227r_C10	3	9	high
f227r_C10	4	m	medium
f227r_C10	5	9	high
f227r_C10	6	v	low
f227r_C10	7	60	medium
f227r_C10	8	24	high
f227r_C10	9	38	low
f227r_C10	10	3	low
f227r_C10	11	32	low
f227r_C10	12	103	high
f227r_C11	1	9	high
f227r_C11	2	ff	medium
f227r_C11	3	24	high
f227r_C11	4	9	high
f227r_C11	5	y	medium
f227r_C11	6	82	high
f227r_C11	7	33	medium
f227r_C11	8	26	medium
f227r_C11	9	h	medium
f227r_C11	10	w	medium
f227r_C11	11	7	low
f227r_C11	12	0	low
f227r_C12	1	y	medium
f227r_C12	2	v	low
f227r_C12	3	71	high
f227r_C12	4	v	low
f227r_C12	5	60	high
f227r_C12	6	100	high
f227r_C12	7	v	low
f227r_C12	8	Z	medium
f227r_C12	9	52	high
f227r_C12	10	73	high
f227r_C12	11	rr	medium
f227r_C13	1	71	high
f227r_C13	2	91	high
f227r_C13	3	d	medium
f227r_C13	4	88	high
f227r_C13	5	39	high
f227r_C13	6	75	high
f227r_C13	7	X	medium
f227r_C13	8	Z	medium
f227r_C13	9	103	high
f227r_C13	10	102	high
f227r_C14	1	88	high
f227r_C14	2	28	high
f227r_C14	3	00	medium
f227r_C14	4	62	high
f227r_C14	5	32	high
f227r_C14	6	v	low
f227r_C14	7	x	low
f227r_C14	8	60	high
f227r_C14	9	24	high
f227r_C14	10	60	high
f227r_C14	11	00	medium
f227r_C14	12	60	high
f227r_C14	13	Z	medium
