line	pos	sign	conf
1614_key_bot	7	q	H
1614_key_bot	8	r	H
1614_key_bot	9	w	H
1614_key_bot	10	x	H
1614_key_bot	11	y	H
1614_key_bot	12	z	H
1614_crib1	1	f	H
1614_crib1	2	r	H
1614_crib1	3	i	H
1614_crib1	4	d	H
1614_crib1	5	e	H
1614_crib1	6	r	H
1614_crib1	7	i	H
1614_crib1	8	c	H
1614_crib1	9	u	H
1614_crib1	10	s	H
1614_crib1	11	H	H
1614_crib1	12	e	H
1614_crib1	13	n	H
1614_crib1	14	r	H
1614_crib1	15	i	H
1614_crib1	16	c	H
1614_crib1	17	u	H
1614_crib1	18	s	H
1614_crib1	19	v	H
1614_crib1	20	o	H
1614_crib1	21	c	H
1614_crib1	22	a	H
1614_crib1	23	t	H
1614_crib1	24	z	L
1614_crib2	1	r	H
1614_crib2	2	e	H
1614_crib2	3	c	H
1614_crib2	4	e	H
1614_crib2	5	n	H
1614_crib2	6	s	H
1614_crib2	7	n	H
1614_crib2	8	a	H
1614_crib2	9	t	H
1614_crib2	10	u	H
1614_crib2	11	s	H
1614_crib2	12	P	H
1614_crib2	13	r	H
1614_crib2	14	i	H
1614_crib2	15	n	H
1614_crib2	16	c	H
1614_crib2	17	e	H
1614_crib2	18	p	H
1614_crib2	19	s	H
1618_left_top	1	C	H
1618_left_top	2	o	H
1618_left_top	3	n	H
1618_left_top	4	r	H
1618_left_top	5	a	H
1618_left_top	6	d	H
1618_left_top	7	b	M
1618_left_top	8	G1	H
1618_left_top	9	G2	H
1618_left_top	10	G3	H
1618_left_top	11	G4	H
1618_left_top	12	G5	H
1618_left_bot	1	k	L
1618_left_bot	2	l	L
1618_left_bot	3	m	L
1618_left_bot	4	p	L
1618_left_bot	5	G6	H
1618_left_bot	6	G7	H
1618_left_bot	7	w	H
1618_left_bot	8	G8	H
1618_left_bot	9	G9	L
1618_right_top	1	C	H
1618_right_top	2	o	H
1618_right_top	3	n	M
1618_right_top	4	r	H
1618_right_top	5	a	H
1618_right_top	6	d	H
1618_right_top	7	b	H
1618_right_top	8	e	H
1618_right_top	9	f	H
1618_right_top	10	g	H
1618_right_top	11	b	M
1618_right_top	12	i	H
1618_right_top	13	'	M
1618_right_bot	1	k	L
1618_right_bot	2	l	H
1618_right_bot	3	m	H
1618_right_bot	4	.	M
1618_right_bot	5	p	H
1618_right_bot	6	q	H
1618_right_bot	7	s	H
1618_right_bot	8	.	M
1618_right_bot	9	t	H
1618_right_bot	10	u	H
1618_right_bot	11	w	H
1618_right_bot	12	x	H
1618_right_bot	13	y	H
1618_right_bot	14	z	M
1618_spec1	1	?	L
1618_spec1	2	?	L
1618_spec1	3	S	M
1618_spec1	4	.	M
1618_spec1	5	e	L
1618_spec1	6	i	M
1618_spec1	7	d	M
1618_spec1	8	i	H
1618_spec1	9	s	H
1618_spec1	10	t	H
1618_spec1	11	e	L
1618_spec1	12	i	H
1618_spec1	13	n	M
1618_spec2	1	s	H
1618_spec2	2	u	H
1618_spec2	3	p	H
1618_spec2	4	.	H
1618_spec2	5	y	M
1618_spec2	6	u	M
1618_spec2	7	t	L
1618_spec2	8	d	M
1618_spec2	9	'	L
1618_spec2	10	z	L
1618_spec2	11	d	L
1618_spec2	12	b	M
1618_spec2	13	u	M
1618_spec2	14	z	L
1618_spec2	15	m	M
1618_spec3	1	f	M
1618_spec3	2	l	M
1618_spec3	3	i	H
1618_spec3	4	n	H
1618_spec3	5	c	M
1618_spec3	6	r	M
1618_spec3	7	n	H
1618_spec3	8	d	H
1618_spec3	9	a	H
1618_spec4	1	W	H
1618_spec4	2	u	M
1618_spec4	3	t	L
1618_spec4	4	m	M
1618_spec4	5	u	M
1618_spec4	6	p	M
1618_spec4	7	n	M
1618_spec4	8	q	M
1618_spec4	9	m	M
1618_spec4	10	.	M
1618_spec4	11	.	M
1618_spec5	1	D	M
1618_spec5	2	e	M
1618_spec5	3	r	M
1618_spec5	4	a	M
1618_spec5	5	b	M
1618_spec5	6	r	L
1618_spec5	7	a	L
1618_spec5	8	s	L
1618_spec5	9	u	M
1618_spec5	10	m	M
1618_spec6	1	s	H
1618_spec6	2	u	H
1618_spec6	3	p	H
1618_spec6	4	?	L
1618_spec6	5	t	M
1618_spec6	6	p	M
1618_spec6	7	q	M
1618_spec6	8	y	M
1618_spec6	9	g	M
1618_spec6	10	n	M
1618_spec7	1	K	L
1618_spec7	2	e	M
1618_spec7	3	i	M
1618_spec7	4	'	L
1618_spec7	5	m	L
1618_spec7	6	l	L
1618_spec7	7	g	L
1618_spec7	8	c	L
1618_spec7	9	l	L
1618_spec7	10	z	L
1618_spec8	1	C	M
1618_spec8	2	u	M
1618_spec8	3	t	L
1618_spec8	4	m	M
1618_spec8	5	x	M
1618_spec8	6	u	M
1618_spec8	7	o	M
1618_spec8	8	f	M
1618_spec8	9	.	M
