line	idx	sign	value	grade
p302_c03	38	[loopn]	a	C
p302_c04	0	[g02]	g	C
p302_c04	1	[plus]	e	C
p302_c04	2	[g01]	s	C
p302_c04	3	6	t	C
p302_c04	4	[loopn]	a	C
p302_c04	5	[bigloop]	d	C
p302_c04	7	[circledot]	l	C
p302_c04	8	[loopn]	a	C
p302_c04	10	[dot]	r	C
p302_c04	11	[plus]	e	C
p302_c04	12	7	i	C
p302_c04	13	3	n	C
p302_c04	14	[loopn]	a	C
p302_c04	17	[circledot]	l	C
p302_c04	18	[loopn]	a	C
p302_c04	20	[dash]	c	C
p302_c04	21	[loopn]	a	C
p302_c04	22	[dot]	r	C
p302_c04	23	6	t	C
p302_c04	24	[loopn]	a	C
p302_c04	26	[g03]	q	C
p302_c04	27	[cross]	u	C
p302_c04	28	[plus]	e	C
p302_c04	30	[plus]	e	C
p302_c04	31	3	n	C
p302_c04	33	[equals]	f	C
p302_c04	34	9	o	C
p302_c04	35	[dot]	r	C
p302_c05	0	0	m	C
p302_c05	1	[loopn]	a	C
p302_c05	4	[bigloop]	d	C
p302_c05	5	[plus]	e	C
p302_c05	7	3	n	C
p302_c05	8	9	o	C
p302_c05	9	6	t	C
p302_c05	10	[loopn]	a	C
p302_c05	13	[g01]	s	C
p302_c05	14	[g09]	e	C
p302_c05	16	[plus]	e	C
p302_c05	17	[g01]	s	C
p302_c05	18	6	t	C
p302_c05	19	[loopn]	a	C
p302_c05	20	0	m	C
p302_c05	21	[g05]	p	C
p302_c05	22	[loopn]	a	C
p302_c05	24	[loopn]	a	C
p302_c05	26	[dash]	c	C
p302_c05	27	9	o	C
p302_c05	28	3	n	C
p302_c05	29	6	t	C
p302_c05	30	7	i	C
p302_c05	31	3	n	C
p302_c05	32	[cross]	u	C
p302_c05	33	[loopn]	a	C
p302_c05	34	[dash]	c	C
p302_c05	35	7	i	C
p302_c05	36	9	o	C
p302_c05	37	3	n	C
p302_c06	0	[plus]	e	C
p302_c06	1	3	n	C
p302_c06	3	[circledot]	l	C
p302_c06	4	9	o	C
p302_c06	6	[dash]	c	C
p302_c06	7	[cross]	u	C
p302_c06	8	[loopn]	a	C
p302_c06	9	[circledot]	l	C
p302_c06	11	[bigloop]	d	C
p302_c06	12	7	i	C
p302_c06	13	[g01]	s	C
p302_c06	14	[g05]	p	C
p302_c06	15	[plus]	e	C
p302_c06	16	3	n	C
p302_c06	17	[g01]	s	C
p302_c06	18	[loopn]	a	C
p302_c06	19	[dot]	r	C
p302_c06	20	[loopn]	a	C
p302_c06	22	[cross]	u	C
p302_c06	23	3	n	C
p302_c06	25	[g08]	s	C
p302_c06	26	[plus]	e	C
p302_c06	27	4	ñ	C
p302_c06	28	[loopn]	a	C
p302_c06	29	[circledot]	l	C
p302_c06	30	[loopn]	a	C
p302_c06	31	[bigloop]	d	C
p302_c06	32	9	o	C
p302_c07	0	9	o	C
p302_c07	1	[g06]	b	C
p302_c07	2	[g01]	s	C
p302_c07	3	[plus]	e	C
p302_c07	4	[g03]	q	C
p302_c07	5	[cross]	u	C
p302_c07	6	7	i	C
p302_c07	7	9	o	C
p302_c07	9	[loopn]	a	C
p302_c07	11	[g01]	s	C
p302_c07	12	[cross]	u	C
p302_c07	14	[g05]	p	C
p302_c07	15	[loopn]	a	C
p302_c07	16	[dot]	r	C
p302_c07	17	6	t	C
p302_c07	18	7	i	C
p302_c07	19	[dash]	c	C
p302_c07	20	[cross]	u	C
p302_c07	21	[circledot]	l	C
p302_c07	22	[loopn]	a	C
p302_c07	23	[dot]	r	C
p302_c07	25	[g07]	y	C
p302_c07	27	[g06]	b	C
p302_c07	28	[cross]	u	C
p302_c07	29	[plus]	e	C
p302_c07	30	3	n	C
p302_c07	32	[loopn]	a	C
p302_c07	33	0	m	C
p302_c07	34	7	i	C
p302_c07	35	[g02]	g	C
p302_c07	36	9	o	C
p302_c08	0	[plus]	e	C
p302_c08	1	[circledot]	l	C
p302_c08	3	[dash]	c	C
p302_c08	4	9	o	C
p302_c08	5	3	n	C
p302_c08	6	[bigloop]	d	C
p302_c08	7	[plus]	e	C
p302_c08	9	[bigloop]	d	C
p302_c08	10	[plus]	e	C
p302_c08	12	[circledot]	l	C
p302_c08	13	[loopn]	a	C
p302_c08	15	[dash]	c	C
p302_c08	16	[loopn]	a	C
p302_c08	17	4	ñ	C
p302_c08	18	[loopn]	a	C
p302_c08	19	[bigloop]	d	C
p302_c08	20	[loopn]	a	C
p302_c09	0	[g01]	s	C
p302_c09	1	[plus]	e	C
p302_c09	2	4	ñ	C
p302_c09	3	9	o	C
p302_c09	4	[dot]	r	C
p302_c09	5	[loopn]	a	C
p302_c10	0	6	t	C
p302_c10	1	[plus]	e	C
p302_c10	2	3	n	C
p302_c10	3	[g02]	g	C
p302_c10	4	9	o	C
p302_c10	6	[plus]	e	C
p302_c10	7	[circledot]	l	C
p302_c10	9	0	m	C
p302_c10	10	[loopn]	a	C
p302_c10	11	[g01]	s	C
p302_c10	13	[loopn]	a	C
p302_c10	14	[circledot]	l	C
p302_c10	15	6	t	C
p302_c10	16	9	o	C
p302_c10	18	[g04]	h	C
p302_c10	19	9	o	C
p302_c10	20	3	n	C
p302_c10	21	9	o	C
p302_c10	22	[dot]	r	C
p302_c10	24	[plus]	e	C
p302_c10	25	3	n	C
p302_c10	27	[equals]	f	C
p302_c10	28	[plus]	e	C
p302_c10	29	[circledot]	l	C
p302_c10	30	7	i	C
p302_c10	31	[dash]	c	C
p302_c10	32	7	i	C
p302_c10	33	6	t	C
p302_c10	34	[loopn]	a	C
p302_c10	35	[dot]	r	C
p302_c11	0	0	m	C
p302_c11	1	[cross]	u	C
p302_c11	2	[g07]	y	C
p302_c11	4	[dash]	c	C
p302_c11	5	9	o	C
p302_c11	6	[dot]	r	C
p302_c11	7	[bigloop]	d	C
p302_c11	8	7	i	C
p302_c11	9	[loopn]	a	C
p302_c11	10	[circledot]	l	C
p302_c11	11	0	m	C
p302_c11	12	[plus]	e	C
p302_c11	13	3	n	C
p302_c11	14	6	t	C
p302_c11	15	[plus]	e	C
p302_c11	17	[loopn]	a	C
p302_c11	19	5	v	C
p302_c11	20	[cross]	u	C
p302_c11	21	[plus]	e	C
p302_c11	22	[g01]	s	C
p302_c11	23	6	t	C
p302_c11	24	[dot]	r	C
p302_c11	25	[loopn]	a	C
p302_c11	27	0	m	C
p302_c11	28	[loopn]	a	C
p302_c11	29	[g02]	g	C
p302_c11	30	[plus]	e	C
p302_c11	31	[g01]	s	C
p302_c11	32	6	t	C
p302_c11	33	[loopn]	a	C
p302_c11	34	[bigloop]	d	C
p302_c12	0	[plus]	e	C
p302_c12	1	3	n	C
p302_c12	3	[plus]	e	C
p302_c12	4	[circledot]	l	C
p302_c12	6	[bigloop]	d	C
p302_c12	7	7	i	C
p302_c12	8	[loopn]	a	C
p302_c12	10	[bigloop]	d	C
p302_c12	11	[plus]	e	C
p302_c12	13	[g01]	s	C
p302_c12	14	[cross]	u	C
p302_c12	17	[g01]	s	C
p302_c12	18	[loopn]	a	C
p302_c12	19	3	n	C
p302_c12	20	6	t	C
p302_c12	21	9	o	C
p302_c12	24	[dot]	r	C
p302_c12	25	[plus]	e	C
p302_c12	26	7	i	C
p302_c12	27	6	t	C
p302_c12	28	[plus]	e	C
p302_c12	29	[dot]	r	C
p302_c12	30	[loopn]	a	C
p302_c12	31	3	n	C
p302_c12	32	[bigloop]	d	C
p302_c12	33	9	o	C
p302_c12	35	[g03]	q	C
p302_c12	36	[cross]	u	C
p302_c12	37	[plus]	e	C
p302_c12	39	[plus]	e	C
p302_c12	40	[circledot]	l	C
p302_c13	0	[plus]	e	C
p302_c13	1	3	n	C
p302_c13	3	[g03]	q	C
p302_c13	4	[cross]	u	C
p302_c13	5	[plus]	e	C
p302_c13	7	[g05]	p	C
p302_c13	8	[cross]	u	C
p302_c13	9	[plus]	e	C
p302_c13	10	[bigloop]	d	C
p302_c13	11	[loopn]	a	C
p302_c13	13	[g04]	h	C
p302_c13	14	[loopn]	a	C
p302_c13	15	[dash]	c	C
p302_c13	16	[plus]	e	C
p302_c13	17	[dot]	r	C
p302_c13	18	[circledot]	l	C
p302_c13	19	9	o	C
p302_c13	21	[plus]	e	C
p302_c13	22	3	n	C
p302_c13	24	[plus]	e	C
p302_c13	25	[g01]	s	C
p302_c13	26	6	t	C
p302_c13	27	[plus]	e	C
p302_c13	29	[g05]	p	C
p302_c13	30	[loopn]	a	C
p302_c13	31	7	i	C
p302_c13	32	[g01]	s	C
p302_c13	34	[g07]	y	C
p302_c13	36	[g01]	s	C
p302_c13	37	[plus]	e	C
p302_c13	38	3	n	C
p302_c14	0	6	t	C
p302_c14	1	[loopn]	a	C
p302_c14	2	[bigloop]	d	C
p302_c14	3	[loopn]	a	C
p302_c14	5	5	v	C
p302_c14	6	[cross]	u	C
p302_c14	7	[plus]	e	C
p302_c14	8	[g01]	s	C
p302_c14	9	6	t	C
p302_c14	10	[dot]	r	C
p302_c14	11	[loopn]	a	C
p302_c14	13	0	m	C
p302_c14	14	[loopn]	a	C
p302_c14	15	[g02]	g	C
p302_c14	16	[plus]	e	C
p302_c14	17	[g01]	s	C
p302_c14	18	6	t	C
p302_c14	19	[loopn]	a	C
p302_c14	20	[bigloop]	d	C
p302_c14	22	[plus]	e	C
p302_c14	23	3	n	C
p302_c14	25	[plus]	e	C
p302_c14	26	[circledot]	l	C
p302_c14	28	6	t	C
p302_c14	29	[dot]	r	C
p302_c14	30	9	o	C
p302_c14	31	3	n	C
p302_c14	32	9	o	C
p302_c14	34	[bigloop]	d	C
p302_c14	35	[plus]	e	C
p302_c15	0	[g01]	s	C
p302_c15	1	[loopn]	a	C
p302_c15	2	3	n	C
p302_c15	4	[equals]	f	C
p302_c15	5	[plus]	e	C
p302_c15	6	[dot]	r	C
p302_c15	7	3	n	C
p302_c15	8	[loopn]	a	C
p302_c15	9	3	n	C
p302_c15	10	[bigloop]	d	C
p302_c15	11	9	o	C
p302_c15	13	[g01]	s	C
p302_c15	14	[plus]	e	C
p302_c15	15	[dot]	r	C
p302_c15	16	[loopn]	a	C
p302_c15	18	[plus]	e	C
p302_c15	19	[circledot]	l	C
p302_c15	21	0	m	C
p302_c15	22	[loopn]	a	C
p302_c15	23	[g01]	s	C
p302_c15	25	[equals]	f	C
p302_c15	26	[plus]	e	C
p302_c15	27	[circledot]	l	C
p302_c15	28	7	i	C
p302_c15	29	[loopm]	z	C
p302_c15	31	[bigloop]	d	C
p302_c15	32	[plus]	e	C
p302_c16	0	0	m	C
p302_c16	1	7	i	C
p302_c16	3	5	v	C
p302_c16	4	7	i	C
p302_c16	5	[bigloop]	d	C
p302_c16	6	[loopn]	a	C
p302_c17	0	0	m	C
p302_c17	1	[plus]	e	C
p302_c17	3	[g05]	p	C
p302_c17	4	[plus]	e	C
p302_c17	5	[dot]	r	C
p302_c17	6	0	m	C
p302_c17	7	7	i	C
p302_c17	8	6	t	C
p302_c17	9	9	o	C
p302_c17	11	7	i	C
p302_c17	12	3	n	C
p302_c17	13	[bigloop]	d	C
p302_c17	14	7	i	C
p302_c17	15	[dash]	c	C
p302_c17	16	[loopn]	a	C
p302_c17	17	[dot]	r	C
p302_c17	19	[dot]	r	C
p302_c17	20	[plus]	e	C
p302_c17	21	[g01]	s	C
p302_c17	22	[g05]	p	C
p302_c17	23	[plus]	e	C
p302_c17	24	6	t	C
p302_c17	25	[cross]	u	C
p302_c17	26	9	o	C
p302_c17	27	[g01]	s	C
p302_c17	28	[loopn]	a	C
p302_c17	29	0	m	C
p302_c17	30	[plus]	e	C
p302_c17	31	3	n	C
p302_c17	32	6	t	C
p302_c17	33	[plus]	e	C
p302_c17	35	[loopn]	a	C
p302_c18	0	5	v	C
p302_c18	1	[cross]	u	C
p302_c18	2	[plus]	e	C
p302_c18	3	[g01]	s	C
p302_c18	4	6	t	C
p302_c18	5	[dot]	r	C
p302_c18	6	[loopn]	a	C
p302_c18	8	0	m	C
p302_c18	9	[loopn]	a	C
p302_c18	10	[g02]	g	C
p302_c18	11	[plus]	e	C
p302_c18	12	[g01]	s	C
p302_c18	13	6	t	C
p302_c18	14	[loopn]	a	C
p302_c18	15	[bigloop]	d	C
p302_c18	17	[g03]	q	C
p302_c18	18	[cross]	u	C
p302_c18	19	[g09]	e	C
p302_c18	21	[g02]	g	C
p302_c18	22	[loopn]	a	C
p302_c18	23	3	n	C
p302_c18	24	[loopn]	a	C
p302_c18	26	[g05]	p	C
p302_c18	27	9	o	C
p302_c18	28	[dot]	r	C
p302_c18	30	0	m	C
p302_c18	31	9	o	C
p302_c18	32	0	m	C
p302_c18	33	[plus]	e	C
p302_c18	34	3	n	C
p302_c18	35	6	t	C
p302_c18	36	9	o	C
p302_c18	37	[g01]	s	C
p302_c19	0	[circledot]	l	C
p302_c19	1	[loopn]	a	C
p302_c19	3	7	i	C
p302_c19	4	[bigloop]	d	C
p302_c19	5	[plus]	e	C
p302_c19	6	[loopn]	a	C
p302_c19	8	[bigloop]	d	C
p302_c19	9	[plus]	e	C
p302_c19	11	[circledot]	l	C
p302_c19	12	[loopn]	a	C
p302_c19	14	2	j	C
p302_c19	15	[cross]	u	C
p302_c19	16	[g01]	s	C
p302_c19	17	6	t	C
p302_c19	18	7	i	C
p302_c19	19	[g01]	s	C
p302_c19	20	7	i	C
p302_c19	21	0	m	C
p302_c19	22	[loopn]	a	C
p302_c19	24	[dot]	r	C
p302_c19	25	[plus]	e	C
p302_c19	26	[g01]	s	C
p302_c19	27	6	t	C
p302_c19	28	[loopn]	a	C
p302_c19	29	[cross]	u	C
p302_c19	30	[dot]	r	C
p302_c19	31	[loopn]	a	C
p302_c19	32	[dash]	c	C
p302_c19	33	7	i	C
p302_c19	34	9	o	C
p302_c19	35	3	n	C
p302_c20	0	[g07]	y	C
p302_c20	2	[g03]	q	C
p302_c20	3	[cross]	u	C
p302_c20	4	[plus]	e	C
p302_c20	6	3	n	C
p302_c20	7	[loopn]	a	C
p302_c20	8	[bigloop]	d	C
p302_c20	9	7	i	C
p302_c20	10	[plus]	e	C
p302_c20	12	0	m	C
p302_c20	13	[plus]	e	C
p302_c20	15	[loopn]	a	C
p302_c20	16	5	v	C
p302_c20	17	[plus]	e	C
p302_c20	18	3	n	C
p302_c20	19	6	t	C
p302_c20	20	[loopn]	a	C
p302_c20	21	2	j	C
p302_c20	22	[loopn]	a	C
p302_c20	24	[plus]	e	C
p302_c20	25	3	n	C
p302_c20	27	[bigloop]	d	C
p302_c20	28	[plus]	e	C
p302_c20	29	[g01]	s	C
p302_c20	30	[plus]	e	C
p302_c20	31	9	o	C
p302_c20	32	[g01]	s	C
p302_c20	34	[bigloop]	d	C
p302_c20	35	[plus]	e	C
p302_c21	0	[g01]	s	C
p302_c21	1	[plus]	e	C
p302_c21	2	[dot]	r	C
p302_c21	4	[cross]	u	C
p302_c21	5	3	n	C
p302_c21	6	9	o	C
p302_c21	8	[bigloop]	d	C
p302_c21	9	[plus]	e	C
p302_c21	11	[circledot]	l	C
p302_c21	12	9	o	C
p302_c21	13	[g01]	s	C
p302_c21	15	[g05]	p	C
p302_c21	16	[dot]	r	C
p302_c21	17	7	i	C
p302_c21	18	0	m	C
p302_c21	19	[plus]	e	C
p302_c21	20	[dot]	r	C
p302_c21	21	9	o	C
p302_c21	22	[g01]	s	C
p302_c21	24	[g03]	q	C
p302_c21	25	[cross]	u	C
p302_c21	26	[plus]	e	C
p302_c21	28	[g01]	s	C
p302_c21	29	[plus]	e	C
p302_c21	31	2	j	C
p302_c21	32	[cross]	u	C
p302_c21	33	[plus]	e	C
p302_c21	34	[g02]	g	C
p302_c21	35	[cross]	u	C
p302_c21	36	[plus]	e	C
p302_c21	37	3	n	C
p303_c22	0	[g01]	s	C
p303_c22	1	[cross]	u	C
p303_c22	3	5	v	C
p303_c22	4	7	i	C
p303_c22	5	[bigloop]	d	C
p303_c22	6	[loopn]	a	C
p303_c22	8	[g05]	p	C
p303_c22	9	9	o	C
p303_c22	10	[dot]	r	C
p303_c22	12	[circledot]	l	C
p303_c22	13	[circledot]	l	C
p303_c22	14	[plus]	e	C
p303_c22	15	5	v	C
p303_c22	16	[loopn]	a	C
p303_c22	17	[dot]	r	C
p303_c22	18	[circledot]	l	C
p303_c22	19	[loopn]	a	C
p303_c22	21	[loopn]	a	C
p303_c22	23	[equals]	f	C
p303_c22	24	[plus]	e	C
p303_c22	25	[circledot]	l	C
p303_c22	26	7	i	C
p303_c22	27	[loopm]	z	C
p303_c22	29	6	t	C
p303_c22	30	[plus]	e	C
p303_c22	31	[dot]	r	C
p303_c22	32	0	m	C
p303_c22	33	7	i	C
p303_c22	34	3	n	C
p303_c22	35	9	o	C
p303_c23	0	[g01]	s	C
p303_c23	1	[plus]	e	C
p303_c23	2	4	ñ	C
p303_c23	3	9	o	C
p303_c23	4	[dot]	r	C
p303_c23	5	[loopn]	a	C
p303_c24	0	[loopn]	a	C
p303_c24	1	[circledot]	l	C
p303_c24	2	9	o	C
p303_c24	3	[g01]	s	C
p303_c24	5	[dot]	r	C
p303_c24	6	[plus]	e	C
p303_c24	7	[loopn]	a	C
p303_c24	8	[circledot]	l	C
p303_c24	9	[plus]	e	C
p303_c24	10	[plus]	e	M
p303_c24	11	[g01]	s	C
p303_c24	13	[g05]	p	C
p303_c24	14	7	i	C
p303_c24	15	[plus]	e	C
p303_c24	16	[g01]	s	C
p303_c24	18	[bigloop]	d	C
p303_c24	19	[plus]	e	C
p303_c24	21	5	v	C
p303_c24	22	[cross]	u	C
p303_c24	23	[plus]	e	C
p303_c24	24	[g01]	s	C
p303_c24	25	6	t	C
p303_c24	26	[dot]	r	C
p303_c24	27	[loopn]	a	C
p303_c24	28	[g01]	s	C
p303_c25	0	0	m	C
p303_c25	1	[loopn]	a	C
p303_c25	2	[g02]	g	C
p303_c25	3	[plus]	e	C
p303_c25	4	[g01]	s	C
p303_c25	5	6	t	C
p303_c25	6	[loopn]	a	C
p303_c25	7	[bigloop]	d	C
p303_c25	8	[plus]	e	C
p303_c25	9	[g01]	s	C
p303_c25	11	[g07]	y	C
p303_c25	13	[dot]	r	C
p303_c25	14	[plus]	e	C
p303_c25	15	[loopn]	a	C
p303_c25	16	[circledot]	l	C
p303_c25	18	[equals]	f	C
p303_c25	19	[loopn]	a	C
p303_c25	20	0	m	C
p303_c25	21	7	i	C
p303_c25	22	[circledot]	l	C
p303_c25	23	7	i	C
p303_c25	24	[loopn]	a	C
p303_c25	26	[dash]	c	C
p303_c25	27	9	o	C
p303_c25	28	3	n	C
p303_c25	30	[plus]	e	C
p303_c25	31	[circledot]	l	C
p303_c26	0	0	m	C
p303_c26	1	[loopn]	a	C
p303_c26	2	[g01]	s	C
p303_c26	4	[g05]	p	C
p303_c26	5	[dot]	r	C
p303_c26	6	9	o	C
p303_c26	7	[equals]	f	C
p303_c26	8	[cross]	u	C
p303_c26	9	3	n	C
p303_c26	10	[bigloop]	d	C
p303_c26	11	9	o	C
p303_c26	13	[dot]	r	C
p303_c26	14	[plus]	e	C
p303_c26	15	[g01]	s	C
p303_c26	16	[g05]	p	C
p303_c26	17	[plus]	e	C
p303_c26	18	6	t	C
p303_c26	19	9	o	C
p303_c26	21	[g07]	y	C
p303_c26	23	5	v	C
p303_c26	24	[plus]	e	C
p303_c26	25	3	n	C
p303_c26	26	[plus]	e	C
p303_c26	27	[dot]	r	C
p303_c26	28	[loopn]	a	C
p303_c26	29	[dash]	c	C
p303_c26	30	7	i	C
p303_c26	31	9	o	C
p303_c26	32	3	n	C
