string	fixed_rule_output	a_fixed_name6	b_freeops_name6	b_freeops_name7	c_family_name7	d_family_name6	d_name6_labels
EDA+8S8E8^JCP		False	False	False	True	True	ARLENE;DARLENE;EDMUND
SQX+8B8G8^WXU		False	False	False	True	False	
WNA+8R8A8^YVE		False	False	False	True	True	ANDREA;ANDREW;REGINA
JTE+8U8B8^XQN	JPUIJMGQ	False	False	False	True	False	
YIH+8P8A8^TDH		False	False	False	True	False	
KQQ+8A8S8^OYK		False	False	False	True	False	
UHT+8B8Q8^WNH		False	False	False	True	True	WILBUR
QXA+8D8L8^EOL		False	False	False	True	False	
EVL+8X8H8^VJS		False	False	False	True	True	VIOLET
CIW+8E8E8^XFT	CHPOKNGF	False	False	False	True	False	
DBR+8U8E8^TXQ		False	False	False	True	False	
AYO+8L8M8^SSP	ARIWAZTS	False	False	False	True	True	MILLIE
ZSQ+8N8C8^OQI		False	False	False	True	True	STELLA
KMV+8D8G8^VKM	KABFTYJK	False	False	False	True	True	AMANDA
SCY+8P8N8^JZA	STBTFVPZ	False	False	False	True	False	
WOM+8N8P8^SXB		False	False	False	True	False	
CIG+8A8E8^RKJ		False	False	False	True	False	
QGN+8R8J8^AGU		False	False	False	True	False	
CXD+8U8E8^CRM	CHVRUHHR	False	False	False	True	False	
UGK+8F8A8^FWF		False	False	False	True	True	HARVEY
BBH+8N8S8^FVY	BKMURDUV	False	False	True	True	False	
WNW+8C8Z8^PQE		False	False	False	True	False	
DBL+8T8B8^QQY		False	False	False	True	False	
ZXF+8C8W8^YNJ		False	False	False	True	False	
NJH+8I8J8^ZSW	NLLURDFS	False	False	False	True	False	
RNJ+8I8X8^WGD		False	False	False	True	False	
UCF+8B8D8^YIE		False	False	False	True	False	
ZHT+8J8D8^DPO	ZFKYGBYP	False	False	False	True	False	
TDB+8W8S8^RNE		False	False	False	True	True	SHARON
WPH+8P8K8^LDA		False	False	False	True	False	
WPC+8W8D8^YZI		False	False	False	True	False	
OAN+8E8W8^AUQ		False	False	False	True	True	GERALD
EHL+8E8N8^NAL		False	False	False	True	True	EUNICE
LKY+8L8X8^GDE	LSZTFVID	False	False	False	True	False	
XFS+8F8U8^NBZ	XGHEIJLB	False	False	False	True	True	LESTER
TNY+8D8P8^NRG		False	False	False	True	False	
ETM+8Z8A8^MZM		False	False	False	True	False	
KNM+8J8C8^RHM		False	False	False	True	True	MARCUS
FTY+8R8B8^ZOO	FUUTFVFO	False	False	False	True	False	
DRY+8Q8X8^OXE		False	False	False	True	True	NICOLE
YRB+8R8X8^GAH		False	False	False	True	True	EDWARD
NBP+8I8N8^BYL	NLMQPLKY	False	False	False	False	False	
GXO+8M8T8^FOY	GIVWAZUO	False	False	False	True	True	GEORGE
GNY+8S8M8^BMM	GINTFVKM	False	False	False	True	False	
HZV+8X8G8^SNG	HOCFTYTN	False	False	False	True	False	
BBW+8A8O8^QXV		False	False	False	True	False	
TMM+8Q8E8^OCP		False	False	False	True	True	MARCUS
PSU+8O8C8^RQW		False	False	False	True	False	
QAB+8W8Z8^PUF		False	False	False	True	False	
HXD+8A8N8^WRG		False	False	False	True	False	
OPB+8N8B8^GIX		False	False	False	True	True	VIRGIL
ZPQ+8E8E8^EZX		False	False	False	True	False	
AFS+8C8J8^FWP	ARHEIJUW	False	False	False	True	False	
GVP+8A8T8^WHC		False	False	False	True	False	
OYD+8C8X8^TCM		False	False	False	True	False	
QWF+8G8S8^BXA		False	False	False	True	False	
MTG+8X8O8^VZK	MZUYTFJZ	False	False	False	True	False	
EOU+8T8U8^YFE		False	False	False	True	True	ANGELO;GERALD
HSQ+8Z8W8^WZS		False	False	False	True	False	
WCQ+8X8N8^QZF		False	False	False	True	False	
MTN+8H8Y8^JJO	MZUHURPJ	False	False	False	True	False	
YYA+8D8Y8^OOH		False	False	False	True	True	REGINA;ROLAND
WVZ+8F8I8^AXY		False	False	False	True	False	
OGR+8I8T8^RZW		False	False	False	True	False	
TAV+8Z8S8^ENK		False	False	False	True	True	AMANDA
HOA+8W8M8^IDE		False	False	False	True	True	WILLIE
BKO+8A8C8^CDL	BKZWAZHD	False	False	False	True	False	
CTY+8V8Y8^FXS	CHUTFVUX	False	False	False	True	False	
PSO+8S8W8^AOQ		False	False	False	True	False	
WAT+8K8R8^XLC		False	False	False	True	False	
NYN+8C8T8^GKE	NLIHURIK	False	False	False	True	True	CARRIE;HATTIE
DSE+8C8M8^SJV	DYFIJMTJ	False	False	False	True	False	
PJX+8Z8V8^NGP		False	False	False	True	False	
GDS+8R8M8^JBC	GIGEIJPB	False	False	False	True	False	
JOG+8P8A8^VBN	JPAYTFJB	False	False	False	True	True	JOSEPH
QCP+8T8J8^GUD		False	False	False	True	False	
TTW+8V8K8^AJP		False	False	False	True	False	
AUF+8Q8K8^BZJ	AROTYGKZ	False	False	False	True	False	
XZX+8Z8N8^ANE	XGCSEIRN	False	False	False	True	False	
VNB+8L8E8^FYL	VJNGYTUY	False	False	False	True	False	
YVM+8H8J8^XQP		False	False	False	False	False	
GAD+8K8F8^BHH	GIDRUHKH	False	False	False	True	True	ANGELO
JLZ+8T8M8^QUJ		False	False	False	True	False	
AAX+8G8Y8^ICR		False	False	False	True	False	
XXH+8E8D8^NMO	XGVURDLM	False	False	False	True	False	
JKR+8I8C8^WNJ		False	False	False	True	False	
UHN+8D8P8^HDC		False	False	False	True	False	
GDK+8G8F8^VCU	GIGOWAJC	False	False	False	True	True	GARRETT
LMH+8G8S8^QKD		False	False	True	True	False	
CVK+8N8O8^WNM		False	False	False	True	False	
MCL+8S8N8^QFI		False	False	False	True	True	DOLORES
JZW+8M8P8^RCR		False	False	False	True	False	
ECL+8U8W8^TAU		False	False	False	True	True	CLAUDE
KLN+8S8N8^XQM	KAXHURGQ	False	False	False	True	True	ANGELA
FDU+8G8X8^MUQ	FUGRDCZU	False	False	False	True	False	
DTW+8G8D8^VUM	DYUOKNJU	False	False	False	True	True	DWIGHT
NPV+8Q8G8^MSC	NLSFTYZS	False	False	False	True	True	MARTHA
IOW+8O8A8^LGJ		False	False	False	True	False	
PIF+8L8V8^JXK		False	False	False	True	False	
YIF+8B8K8^CYE		False	False	False	True	True	ARCHIE
HYU+8I8J8^SLA	HOIRDCTL	False	False	False	True	False	
PCF+8S8M8^ONL		False	False	False	True	False	
NDA+8I8F8^HZC	NLGWOKOZ	False	False	False	True	True	CECILIA
AAD+8N8H8^FGO	ARDRUHUG	False	False	False	True	True	ANGELA;ANGELO
YXF+8W8K8^DRZ		False	False	False	True	False	
NQC+8D8N8^STM	NLEDRUTT	False	False	False	True	False	
ZBO+8J8C8^USJ		False	False	False	True	False	
IGD+8P8T8^COB		False	False	True	True	False	
JXU+8O8F8^LPY	JPVRDCSP	False	False	False	True	False	
GTI+8O8Q8^NXK	GIUESXLX	False	False	False	True	False	
IME+8K8U8^RBC		False	False	False	True	False	
PGN+8Z8R8^YJL		False	False	False	True	True	CURTIS;GERALD
NTG+8M8S8^UBY		False	False	False	True	True	MERVIN
PNQ+8S8A8^YWK		False	False	False	True	False	
IJC+8T8N8^CRB		False	False	False	True	False	
JXH+8V8Z8^VGC	JPVURDJG	False	False	False	True	False	
ROA+8E8O8^PGA		False	False	False	True	True	ELOISE;RHONDA
ADF+8B8Q8^EJJ		False	False	False	True	False	
BXZ+8S8V8^OWO		False	False	False	True	False	
DJM+8H8B8^API	DYLJIERP	False	False	False	True	False	
ZUP+8Q8F8^EFD		False	False	False	True	True	DWIGHT
AVK+8R8Q8^ABI	ARNOWARB	False	False	False	True	False	
FIK+8U8U8^TML		False	False	False	True	False	
HGJ+8R8H8^KKC	HOJIESAK	False	False	False	True	True	HATTIE
MFB+8E8R8^GVT	MZHGYTIV	False	False	False	True	True	EDWARD
OPV+8I8B8^CBT		False	False	False	True	False	
VWC+8V8I8^PDP		False	False	False	False	False	
UWT+8L8I8^PSA		False	False	False	True	False	
YSE+8K8Q8^JFJ		False	False	False	True	False	
MIL+8N8O8^RMF		False	False	False	True	True	MILTON;WILSON
GCF+8Y8O8^HQN	GIBTYGOQ	False	False	False	True	False	
EUT+8E8B8^KEU		False	False	False	True	False	
KZD+8W8R8^SWQ	KACRUHTW	False	False	False	True	True	ANGELO
OKQ+8S8L8^AGA		False	False	False	True	False	
SQX+8N8Q8^JME	STESEIPM	False	False	False	True	True	STEVEN
IQB+8B8S8^NWH		False	False	False	True	False	
KFD+8B8D8^TXP		False	False	False	True	False	
WFV+8E8N8^FNS		False	False	False	True	True	WILLIE
IWG+8W8X8^QQY		False	False	False	False	False	
UAB+8N8H8^VOW		False	False	False	True	False	
XHY+8O8I8^VQJ	XGKTFVJQ	False	False	False	True	False	
GVP+8B8N8^UWI		False	False	False	True	True	DWIGHT
QDV+8L8V8^KUO		False	False	False	True	False	
OHK+8E8K8^WYH		False	False	False	True	True	HARVEY
UIY+8G8K8^MFK		False	False	False	True	False	
RKO+8U8B8^OMZ		False	False	False	True	False	
LWM+8S8D8^TPB		False	False	False	True	True	MARCUS
DDQ+8R8W8^PDH		False	False	False	True	False	
BCU+8O8C8^ONR		False	False	True	True	False	
IDA+8R8G8^KPU		False	False	False	True	True	REGINA
BRJ+8W8K8^DZT	BKYIESYZ	False	False	False	False	False	
IFS+8E8R8^RMG		False	False	False	True	False	
EFS+8X8W8^FIQ		False	False	False	True	False	
SRQ+8P8G8^KIO	STYPLBAI	False	False	False	True	False	
TDL+8D8L8^BHK		False	False	False	True	False	
HAV+8S8D8^KGA	HODFTYAG	False	False	False	True	True	AMANDA;SANDRA
QZR+8U8Z8^AJB		False	False	False	True	False	
DHF+8B8O8^EKV		False	False	False	True	False	
CRW+8C8X8^UZM		False	False	False	True	False	
KSG+8R8K8^NFR	KAFYTFLF	False	False	False	True	True	ARNOLD
BJL+8W8H8^PAS		False	False	False	True	False	
BEO+8D8U8^CCI	BKTWAZHC	False	False	False	True	False	
GLV+8P8P8^JEK	GIXFTYPE	False	False	False	True	False	
UQZ+8E8Y8^VUL		False	False	False	True	False	
RDO+8V8D8^OUD		False	False	False	True	True	CLAUDE
LRB+8O8S8^PIX		False	False	False	True	False	
SVA+8H8I8^BPX	STNWOKKP	False	False	False	True	True	ANDREA;REGINA
POW+8J8H8^ZIQ		False	False	False	True	True	RACHEL
XBJ+8O8E8^KTL	XGMIESAT	False	False	False	True	False	
SHZ+8Z8A8^LQG	STKAWOSQ	False	False	False	True	True	WILLIS
EVG+8W8Q8^DDI		False	False	False	True	False	
TRZ+8G8X8^CRP		False	False	False	True	False	
ISJ+8E8N8^MTW		False	False	False	True	False	
MJE+8D8K8^CIA	MZLIJMHI	False	False	False	True	True	MONICA;NELSON
FRP+8T8R8^DPG	FUYQPLYP	False	False	False	True	False	
QGM+8E8L8^HXF		False	False	False	True	False	
ZDP+8A8M8^LPI	ZFGQPLSP	False	False	False	True	True	DWIGHT
HRH+8B8I8^QZF		False	False	False	True	False	
BVH+8E8M8^SVK	BKNURDTV	False	False	False	True	False	
POQ+8X8X8^QHO		False	False	False	True	False	
IRY+8E8E8^ZZJ		False	False	False	True	False	
JSR+8C8C8^FQE	JPFUHNUQ	False	False	False	True	False	
TIJ+8T8I8^UJY		False	False	False	True	True	HATTIE;MATTIE
QXP+8Q8M8^EZB		False	False	False	False	False	
TYL+8C8O8^RLN		False	False	False	True	False	
EJS+8Y8K8^MKQ		False	False	False	True	True	ERNEST;ORVILLE
QMX+8V8D8^OJU		False	False	False	True	False	
YUT+8O8V8^SOH		False	False	False	True	False	
ATT+8A8F8^TCI		False	False	False	True	True	ALICIA;ANDREA;REGINA
WFX+8E8E8^FVY		False	False	False	True	False	
CBG+8B8M8^SOV	CHMYTFTO	False	False	False	True	False	
KLM+8A8G8^MMT	KAXJIEZM	False	False	False	True	False	
FUM+8L8U8^DWU	FUOJIEYW	False	False	False	True	False	
FCL+8V8O8^NTM	FUBPQPLT	False	False	False	True	False	
QSE+8H8G8^NKC		False	False	False	True	True	NELSON
DYJ+8X8B8^HQS	DYIIESOQ	False	False	False	True	False	
TBC+8G8T8^IAT		False	False	False	True	True	SHEILA
FSM+8R8V8^FQX	FUFJIEUQ	False	False	False	True	True	MARCUS
MPL+8K8O8^BWT	MZSPQPKW	False	False	False	True	False	
ODZ+8Z8S8^VDC		False	False	False	True	False	
VBJ+8S8Y8^SZM	VJMIESTZ	False	False	False	True	False	
DBX+8U8K8^MNS	DYMSEIZN	False	False	False	True	False	
ZDJ+8O8K8^QYQ		False	False	False	True	False	
ONS+8L8Q8^BYJ		False	False	False	True	False	
HZS+8K8K8^VQF	HOCEIJJQ	False	False	False	True	False	
PNA+8S8K8^TGH		False	False	False	True	True	ANDREA;ANDREW
ELP+8A8O8^EIW		False	False	False	True	False	
KMQ+8E8Q8^WZG		False	False	False	False	False	
IXD+8V8S8^OQT		False	False	False	True	False	
QTB+8M8V8^EIT		False	False	False	True	False	
YPS+8X8P8^PIZ		False	False	False	True	False	
CJB+8C8M8^QZU		False	False	False	True	False	
HVO+8Q8U8^LOX	HONWAZSO	False	False	False	True	False	
RDG+8H8S8^DOI		False	False	False	True	True	ARNOLD;RACHEL
ZWH+8L8Y8^EQA		False	False	False	True	True	NELSON
VLJ+8U8R8^ZYD	VJXIESFY	False	False	False	True	False	
LNW+8N8M8^WGG		False	False	False	True	False	
QVF+8D8H8^RCX		False	False	False	True	False	
ULX+8A8R8^GIT		False	False	False	True	True	TRAVIS
LAF+8O8V8^RFE		False	False	False	True	False	
PJV+8T8F8^ETR		False	False	False	True	True	HUBERT
EHZ+8I8M8^HAS		False	False	False	True	False	
LNL+8I8A8^YNP		False	False	False	True	False	
GGL+8V8C8^SEF	GIJPQPTE	False	False	False	True	False	
VVO+8L8L8^EEX		False	False	False	True	False	
HIK+8I8I8^WUW		False	False	False	True	True	HOWARD
HUB+8A8R8^QXE		False	False	False	True	False	
KCQ+8F8R8^EUA		False	False	False	True	False	
JDD+8G8E8^WAD		False	False	True	True	True	EDWARD
FRJ+8Z8J8^MXV	FUYIESZX	False	False	False	True	False	
IBP+8L8A8^VUM		False	False	False	True	False	
PVL+8S8Z8^WWI		False	False	False	True	False	
NFA+8B8Z8^RLN		False	False	False	True	False	
KKJ+8M8V8^ENC		False	False	False	True	False	
AJB+8O8W8^FDX	ARLGYTUD	False	False	False	True	False	
KAK+8J8K8^MPU	KADOWAZP	False	False	False	True	False	
XPV+8R8G8^HAB	XGSFTYOA	False	False	False	True	True	SANDRA
OSB+8A8Y8^NPO		False	False	False	True	False	
DQH+8Y8U8^EWC		False	False	False	True	False	
FYE+8K8F8^XRY	FUIIJMGR	False	False	False	True	False	
LKH+8M8N8^EDO		False	False	False	True	False	
SJX+8N8F8^OER		False	False	False	True	True	VIOLET
UBY+8V8W8^LZQ		False	False	False	True	False	
ORK+8F8Q8^VQC		False	False	False	True	False	
LHJ+8J8J8^JDS	LSKIESPD	False	False	False	True	False	
MRS+8H8G8^VNS	MZYEIJJN	False	False	False	True	False	
ZOC+8I8S8^RNM		False	False	False	True	True	SHARON
EQL+8P8G8^DGS		False	False	False	True	True	NATHAN
PUE+8C8G8^ZYP		False	False	False	True	False	
VED+8U8W8^TIK		False	False	False	True	False	
YGP+8X8M8^RTW		False	False	False	True	True	DWIGHT
JAY+8Y8G8^NXJ	JPDTFVLX	False	False	False	True	True	JOSEPH
DIY+8A8W8^MGS	DYPTFVZG	False	False	False	True	False	
VXV+8J8E8^TZJ		False	False	False	True	False	
BNV+8L8O8^BMN	BKNFTYKM	False	False	False	True	False	
ZJD+8L8J8^ZYD	ZFLRUHFY	False	False	False	True	False	
QFG+8Z8X8^AEX		False	False	False	False	False	
NHB+8V8G8^HBE	NLKGYTOB	False	False	False	True	False	
ZHH+8Z8E8^VMJ	ZFKURDJM	False	False	False	True	False	
ROR+8R8Z8^LZZ		False	False	False	True	False	
ZRV+8F8B8^BOU	ZFYFTYKO	False	False	False	True	True	ROLAND
HJK+8N8F8^RNO		False	False	False	True	True	HOWARD
ICG+8U8W8^DFP		False	False	False	True	True	ANGELA;MARCUS
LQT+8X8C8^CFL	LSEYGBHF	False	False	False	True	False	
DNQ+8Y8L8^DWH	DYNPLBYW	False	False	False	True	False	
JCT+8H8L8^YFP		False	False	False	True	False	
ECL+8D8L8^AGV		False	False	False	True	True	JULIAN
LCN+8D8G8^OOL		False	False	False	True	False	
IKI+8F8Y8^PNN		False	False	False	True	False	
LZW+8K8Z8^GWF	LSCOKNIW	False	False	False	True	False	
WYF+8E8O8^CTR		False	False	False	True	False	
NKX+8X8V8^LKB	NLZSEISK	False	False	False	True	False	
HVM+8G8Y8^YZZ		False	False	False	True	False	
TVP+8S8N8^AKO		False	False	False	True	True	EVELYN
NEV+8D8R8^IQK		False	False	False	True	False	
LXS+8E8K8^WJF		False	False	False	True	True	VIOLET
QBQ+8R8Z8^RGU		False	False	False	True	False	
MFQ+8D8K8^UOF		False	False	False	True	False	
JUJ+8X8X8^EMX		False	False	True	True	False	
QBE+8U8F8^YWA		False	False	False	True	False	
NZS+8M8C8^KIJ	NLCEIJAI	False	False	False	True	False	
VFZ+8K8E8^WNC		False	False	False	True	False	
CJW+8C8K8^KVK	CHLOKNAV	False	False	False	True	False	
ZFM+8T8T8^KQE	ZFHJIEAQ	False	False	False	True	True	MARCUS
GNG+8D8D8^QKS		False	False	False	True	True	GENEVA;GERALD
VIH+8Z8J8^JPP	VJPURDPP	False	False	False	False	False	
RIA+8R8H8^UYI		False	False	False	True	False	
YTE+8P8W8^GHE		False	False	False	True	False	
ORA+8B8S8^TPQ		False	False	False	True	True	REGINA
TBU+8L8X8^NVM		False	False	False	True	False	
UXR+8F8R8^STN		False	False	False	True	False	
OVP+8O8V8^JUR		False	False	False	True	False	
USS+8X8M8^RWY		False	False	False	True	False	
ACO+8S8G8^OVE		False	False	False	True	False	
SVP+8S8Y8^FEJ	STNQPLUE	False	False	False	True	False	
HDQ+8A8H8^CGP	HOGPLBHG	False	False	True	True	True	DWIGHT
UNM+8D8E8^RTT		False	False	False	True	True	LESTER
REN+8L8X8^MTO		False	False	False	True	True	ANGELA
MKD+8U8P8^ZGG	MZZRUHFG	False	False	False	True	False	
VAU+8W8W8^RIB		False	False	False	True	False	
ORL+8B8A8^PMU		False	False	False	True	False	
XPO+8J8E8^WXP		False	False	False	True	False	
XPF+8W8Q8^FZB	XGSTYGUZ	False	False	False	False	False	
NSU+8J8J8^KEE	NLFRDCAE	False	False	False	True	True	CARMEN;JANICE
YZR+8B8K8^KTP		False	False	True	True	False	
ESW+8W8U8^JLF		False	False	False	True	False	
TAF+8I8V8^WAB		False	False	False	True	False	
VKP+8F8H8^OAK		False	False	False	True	False	
YYY+8H8H8^RDR		False	False	False	True	False	
NUX+8R8O8^HAT	NLOSEIOA	False	False	False	True	True	GERALD;SHEILA
WMT+8C8C8^TDG		False	False	False	True	False	
QGZ+8U8F8^SPT		False	False	False	False	True	GEORGE
KIL+8Q8M8^VTD	KAPPQPJT	False	False	False	True	True	WILLIE
OKQ+8Y8L8^UGC		False	False	False	True	True	SYLVIA
VEE+8F8E8^ZXJ	VJTIJMFX	False	False	False	True	True	LONNIE
KIQ+8M8R8^EGN		False	False	False	True	True	NORMAN
IPE+8R8Z8^VGD		False	False	False	True	True	DONALD;RONALD
XTZ+8B8C8^ILL		False	False	False	True	False	
MQR+8W8R8^GOB	MZEUHNIO	False	False	False	True	False	
EPN+8H8E8^BXD		False	False	False	True	False	
SAW+8J8P8^UJO		False	False	False	True	False	
GHC+8N8J8^VIK	GIKDRUJI	False	False	False	True	False	
WQP+8R8W8^XHL		False	False	False	False	False	
GPK+8Z8B8^BHB	GISOWAKH	False	False	False	True	True	HOWARD
WXS+8B8M8^MOR		False	False	False	True	False	
QEL+8N8X8^XTU		False	False	False	True	False	
ARI+8X8R8^COZ	ARYESXHO	False	False	False	True	False	
QBR+8X8C8^PIN		False	False	False	True	False	
NHF+8Y8J8^XHF	NLKTYGGH	False	False	False	True	False	
WVO+8Q8F8^KGM		False	False	False	True	False	
SKH+8R8B8^UDC		False	False	False	True	False	
SNB+8M8G8^YEQ		False	False	False	True	False	
ODJ+8Z8P8^EGB		False	False	True	True	True	WALTER
QHW+8O8L8^YGW		False	False	False	True	False	
WWA+8X8U8^RLO		False	False	False	True	False	
SKS+8V8N8^WOF		False	False	True	True	True	MILTON
NLM+8H8O8^ZQU	NLXJIEFQ	False	False	False	True	False	
OTS+8K8H8^QBE		False	False	False	True	True	VIOLET
NLO+8P8S8^DIK	NLXWAZYI	False	False	False	True	True	VIVIAN
ZZM+8G8U8^DBU	ZFCJIEYB	False	False	False	True	True	MARCUS
RKR+8L8Y8^VYV		False	False	False	True	False	
UUA+8K8P8^GSX		False	False	False	True	False	
IYO+8B8Y8^JKW		False	False	False	True	True	GEORGE
UWV+8Q8F8^KPD		False	False	False	True	False	
FRY+8I8Y8^QYN		False	False	False	True	False	
MWA+8D8H8^JOY	MZRWOKPO	False	False	False	True	True	REGINA
RQL+8S8S8^VWB		False	False	False	True	False	
ZBA+8A8T8^AAZ	ZFMWOKRA	False	False	False	True	True	BARBARA;REGINA
XDM+8R8H8^DUF	XGGJIEYU	False	False	False	True	True	LESTER;MARCUS
YSG+8N8N8^PMJ		False	False	False	True	True	SHANNON;SHARON
HDO+8S8L8^BMD	HOGWAZKM	False	False	False	True	False	
AZQ+8U8L8^GHW	ARCPLBIH	False	False	False	True	False	
FVO+8H8Z8^RBE		False	False	False	True	False	
CZC+8T8X8^ERE		False	False	False	True	False	
UFU+8Q8H8^BJG		False	False	False	True	False	
AHG+8T8Z8^IDU		False	False	False	True	True	ARNOLD
SBK+8Y8P8^EHF		False	False	False	True	True	CARTER
YAH+8D8S8^TKA		False	False	False	True	False	
SEO+8T8J8^JZE	STTWAZPZ	False	False	False	True	False	
KTI+8Q8V8^FAD	KAUESXUA	False	False	True	True	True	CLAUDE;RICHARD
FMX+8L8F8^TMD		False	False	False	True	False	
WNH+8F8D8^WUA		False	False	False	True	True	NELSON
CFN+8W8C8^TUY		False	False	False	True	True	ANGELA
YSD+8Q8W8^NAT		False	False	False	True	True	DENNIS
EDB+8J8I8^PKM		False	False	False	True	True	EDWARD
JKF+8D8Y8^CHE	JPZTYGHH	False	False	False	True	False	
GWW+8W8Y8^JZP	GIROKNPZ	False	False	False	False	False	
VMO+8F8C8^VJC	VJBWAZJJ	False	False	False	True	False	
OBW+8I8T8^RDG		False	False	False	True	False	
GDE+8E8M8^JUT	GIGIJMPU	False	False	False	True	False	
TWX+8G8I8^QBJ		False	False	False	True	False	
FRF+8P8M8^ONQ		False	False	False	True	False	
TDM+8C8G8^ZHS		False	False	False	True	True	CARLOS;DWIGHT
DAL+8C8E8^FWG	DYDPQPUW	False	False	False	True	False	
MPG+8V8M8^BBT	MZSYTFKB	False	False	False	True	True	NORMAN
LQN+8P8O8^SPJ	LSEHURTP	False	False	False	True	False	
TWB+8C8Q8^UYX		False	False	False	True	True	CARRIE;EDWARD
PTG+8I8Z8^QPO		False	False	False	True	True	SHEILA
IAJ+8T8H8^WNF		False	False	False	True	True	MATHEW;MATTHEW
APN+8P8D8^UYX		False	False	False	True	True	ANGELA;ARNOLD
YJL+8U8I8^RKV		False	False	False	True	True	CLAUDE
THB+8A8R8^NFL		False	False	False	True	False	
NSI+8Q8C8^EIL		False	False	False	True	False	
VFQ+8G8K8^XPE	VJHPLBGP	False	False	False	True	False	
GUR+8D8R8^PLC		False	False	False	True	False	
MJD+8U8O8^OJF		False	False	False	True	False	
IAZ+8R8K8^OBE		False	False	False	True	False	
QEG+8B8N8^TFV		False	False	False	True	True	SANDRA
RYS+8Z8W8^QIO		False	False	False	True	False	
CIJ+8Y8H8^XWX	CHPIESGW	False	False	False	True	True	MATHEW
FVP+8V8X8^JSU	FUNQPLPS	False	False	False	True	True	DWIGHT
CUI+8Y8T8^EZL		False	False	False	True	False	
VTZ+8P8V8^AKV	VJUAWORK	False	False	False	True	False	
UVE+8E8B8^GHJ		False	False	False	True	False	
VIH+8G8G8^JZI	VJPURDPZ	False	False	False	True	True	NELSON
HSR+8A8O8^AKX	HOFUHNRK	False	True	True	True	True	RHONDA
MTH+8K8U8^CAY	MZUURDHA	False	False	False	True	False	
LJO+8B8O8^XEK	LSLWAZGE	False	False	False	True	False	
AYD+8Y8T8^GUT	ARIRUHIU	False	False	False	True	True	ANGELA;ANGELO;AUDREY
RRO+8J8O8^DYN		False	False	False	True	True	JULIAN
CNB+8E8T8^HKD	CHNGYTOK	False	False	False	True	False	
SIY+8Q8M8^UXT		False	False	False	True	False	
