line	signs_A	signs_B	agree	columns	share
BLA188_p4_L06	9	0	0	9	0.000
BLA188_p4_L07	9	0	0	9	0.000
BLA188_p4_L08	9	0	0	9	0.000
BLA188_p4_L09	10	0	0	10	0.000
BLA188_p4_L10	9	0	0	9	0.000
BLA188_p4_L11	9	0	0	9	0.000
BLA188_p4_L12	8	0	0	8	0.000
BLA188_p4_L13	8	0	0	8	0.000
BLA188_p4_L14	8	0	0	8	0.000
BLA188_p4_L15	9	0	0	9	0.000
BLA188_p4_L16	8	0	0	8	0.000
BLA188_p4_L17	9	0	0	9	0.000
BLA188_p4_L18	9	0	0	9	0.000
BLA188_p5_L01	8	0	0	8	0.000
BLA188_p5_L02	8	0	0	8	0.000
BLA188_p5_L03	8	0	0	8	0.000
BLA188_p5_L04	9	0	0	9	0.000
BLA188_p5_L05	8	0	0	8	0.000
BLA188_p5_L06	9	0	0	9	0.000
BLA188_p5_L07	9	0	0	9	0.000
BLA188_p5_L08	8	0	0	8	0.000
BLA188_p5_L09	8	0	0	8	0.000
BLA188_p5_L10	8	0	0	8	0.000
BLA188_p5_L11	9	0	0	9	0.000
BLA188_p5_L12	8	0	0	8	0.000
BLA188_p5_L13	8	0	0	8	0.000
BLA188_p5_L14	8	0	0	8	0.000
BLA188_p5_L15	8	0	0	8	0.000
BLA188_p5_L16	8	0	0	8	0.000
BLA188_p5_L17	8	0	0	8	0.000
BLA188_p5_L18	8	0	0	8	0.000
BLA188_p6_L01	7	0	0	7	0.000
BLA188_p6_L02	5	0	0	5	0.000
BLA189_p3_L01	5	0	0	5	0.000
BLA189_p3_L02	5	0	0	5	0.000
BLA189_p3_L03	9	0	0	9	0.000
BLA189_p3_L04	11	0	0	11	0.000
BLA189_p3_L05	9	0	0	9	0.000
BLA189_p3_L06	10	0	0	10	0.000
BLA189_p3_L07	10	0	0	10	0.000
BLA189_p3_L08	12	0	0	12	0.000
BLA189_p3_L09	10	0	0	10	0.000
BLA189_p3_L10	3	0	0	3	0.000
BLA189_p3_L11	10	0	0	10	0.000
BLA189_p3_L12	3	0	0	3	0.000
BLA189_p3_L13	9	0	0	9	0.000
BLA189_p3_L14	11	0	0	11	0.000
BLA189_p3_L15	7	0	0	7	0.000
BLA189_p3_L16	2	0	0	2	0.000
BLA189_p3_L17	10	0	0	10	0.000
BLA189_p3_L18	10	0	0	10	0.000
BLA189_p3_L19	10	0	0	10	0.000
BLA190_p5_L01	4	0	0	4	0.000
BLA190_p5_L02	7	0	0	7	0.000
BLA190_p5_L03	7	0	0	7	0.000
BLA190_p5_L04	7	0	0	7	0.000
BLA190_p5_L05	5	0	0	5	0.000
BLA190_p5_L06	14	0	0	14	0.000
BLA190_p5_L07	3	0	0	3	0.000
BLA190_p5_L08	13	0	0	13	0.000
BLA190_p5_L09	5	0	0	5	0.000
BLA190_p5_L10	7	0	0	7	0.000
BLA190_p5_L11	4	0	0	4	0.000
BLA190_p5_L12	12	0	0	12	0.000
BLA190_p5_L13	7	0	0	7	0.000
BLA190_p5_L14	13	0	0	13	0.000
BLA190_p5_L15	12	0	0	12	0.000
BLA190_p5_L16	12	0	0	12	0.000
BLA190_p5_L17	14	0	0	14	0.000
BLA190_p5_L18	1	0	0	1	0.000
BLA190_p5_L19	5	0	0	5	0.000
BLA190_p5_L20	4	0	0	4	0.000
BLA190_p6_L01	12	12	11	12	0.917
BLA190_p6_L02	12	12	10	12	0.833
BLA190_p6_L03	1	1	1	1	1.000
BLA190_p6_L04	11	11	11	11	1.000
BLA190_p6_L05	11	11	11	11	1.000
BLA190_p6_L06	11	11	11	11	1.000
BLA190_p6_L07	6	6	6	6	1.000
BLA191_p5_L01	11	11	8	11	0.727
BLA191_p5_L02	11	11	11	11	1.000
BLA191_p5_L03	11	11	11	11	1.000
BLA191_p5_L04	10	10	10	10	1.000
BLA191_p5_L05	11	11	11	11	1.000
BLA191_p5_L06	11	11	10	11	0.909
BLA191_p5_L07	11	11	11	11	1.000
BLA191_p5_L08	11	11	11	11	1.000
BLA191_p5_L09	11	11	11	11	1.000
BLA191_p5_L10	11	11	11	11	1.000
BLA191_p5_L11	11	11	10	11	0.909
BLA191_p5_L12	12	12	12	12	1.000
BLA191_p5_L13	9	9	8	9	0.889
BLA194_p1_L01	7	7	6	7	0.857
BLA194_p1_L02	6	6	6	6	1.000
BLA194_p1_L03	6	7	4	7	0.571
BLA194_p1_L04	8	8	5	8	0.625
BLA194_p1_L05	9	9	8	9	0.889
BLA194_p1_L06	7	7	7	7	1.000
BLA194_p1_L07	8	8	6	8	0.750
BLA194_p1_L08	8	8	7	8	0.875
BLA194_p1_L09	7	7	5	7	0.714
BLA194_p1_L10	7	7	7	7	1.000
BLA194_p1_L11	8	8	7	8	0.875
BLA194_p1_L12	10	10	10	10	1.000
BLA194_p1_L13	10	10	9	10	0.900
BLA194_p1_L14	10	10	9	10	0.900
BLA194_p2_L01	7	7	6	7	0.857
BLA194_p2_L02	7	7	6	7	0.857
BLA194_p2_L03	6	6	5	6	0.833
