ciphertext_path	ct_status	key_path	key_office	key_years	key_lang	design	coverage	n_tokens	score	z_shuffled	z_valuefreq	stat	pass_real	pass_null	dictword_share	rank_of_this_key_for_ct	known_pair	verdict
ciphers/lodewijk-van-nassau-1573-74/ciphertext_sib.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	1.0	1107	-1.0615	18.23	6.35	18.23	False	True	0.896		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_7206.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.941	979	-1.0741	17.59	7.55	17.59	False	True	0.849		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4503.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.975	237	-1.0529	16.73	4.51	16.73	False	True	0.902		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5811.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.985	1542	-1.4682	16.6	5.59	16.6	False	True	0.747		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_sib.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.985	1107	-1.0542	16.27	6.29	16.27	False	True	0.9		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4610.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.931	1545	-1.3781	16.17	4.03	16.17	False	True	0.738		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5811.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.956	1542	-1.4897	15.57	5.67	15.57	False	True	0.753		no	hit
ciphers/lodewijk-van-nassau-1573-74/ax4612tr/ciphertext_5811_cut833.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.955	882	-1.3704	15.22	6.67	15.22	False	True	0.793		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4610.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.9	1545	-1.2509	14.95	6.87	14.95	False	True	0.814		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5811.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.96	1542	-1.4544	14.94	4.29	14.94	False	True	0.752		no	hit
ciphers/lodewijk-van-nassau-1573-74/ax4612tr/ciphertext_5811_cut833.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.955	882	-1.323	14.69	5.21	14.69	False	True	0.795		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_sib.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.977	1107	-1.1619	14.38	5.69	14.38	False	True	0.885		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5810.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.936	3096	-1.2719	14.3	6.1	14.3	False	True	0.83		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5811.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.985	1542	-1.4682	13.76	6.6	13.76	False	True	0.747		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5810.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.991	3096	-1.2655	12.89	6.22	12.89	False	True	0.8		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4503.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.992	237	-1.0402	12.66	5.23	12.66	False	True	0.92		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4611.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.907	1393	-1.3749	12.45	5.77	12.45	False	True	0.795		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4611.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.938	1393	-1.4271	12.1	3.87	12.1	False	True	0.746		no	hit
ciphers/lodewijk-van-nassau-1573-74/ax4612tr/ciphertext_5811_cut833.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.98	882	-1.3404	12.08	5.87	12.08	False	True	0.808		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5810.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.956	3096	-1.2845	11.54	3.87	11.54	False	True	0.79		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_7205.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.934	4087	-1.4823	11.37	6.4	11.37	False	True	0.754		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4503.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.992	237	-1.0402	11.35	6.54	11.35	False	True	0.92		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5810.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.99	3096	-1.2651	11.25	6.09	11.25	False	True	0.8		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4610.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.9	1545	-1.2509	11.14	6.88	11.14	False	True	0.814		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5810.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.989	3096	-1.2415	11.04	5.57	11.04	False	True	0.847		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_7206.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.953	979	-1.2094	11.02	5.33	11.02	False	True	0.855		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4614.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.978	2456	-1.2264	11.01	5.16	11.01	False	True	0.867		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5811.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.982	1542	-1.4226	10.86	4.4	10.86	False	True	0.791		no	hit
ciphers/clair349-este-guise-1556/ciphertext.tsv	found-solved	ciphers/clair349-este-guise-1556/key_alpha.tsv	?	2026	fr	nomenclator	0.909	1020	-1.4967	10.13	2.8	10.13	False	True	0.787		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4616.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.904	261	-1.3432	10.05	6.57	10.05	False	True	0.791		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_7205.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.959	4087	-1.4611	10.01	4.01	10.01	False	True	0.745		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_7205.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.973	4087	-1.486	9.91	6.97	9.91	False	True	0.738		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4611.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.906	1393	-1.3776	9.78	6.14	9.78	False	True	0.794		no	hit
ciphers/fr2980-gramont/ciphertext_f30.tsv	?	ciphers/fr2980-gramont/key.tsv	?	1530	fr	homophonic	0.895	1969	-1.4869	9.73	1.47	9.73	False	True	0.755		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4503.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.975	237	-1.1857	9.3	4.08	9.3	False	True	0.879		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_7205.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.974	4087	-1.4847	9.16	6.96	9.16	False	True	0.737		no	hit
ciphers/fr5160-letellier-1653/ciphertext_f86.tsv	open	ciphers/fr5160-letellier-1653/key_1659.tsv	?	1653-1661	fr	nomenclator	0.957	280	-1.2187	9.01	3.42	9.01	False	True	0.853		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_sib.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.964	1107	-1.1542	8.81	4.81	8.81	False	True	0.882		no	hit
ciphers/lodewijk-van-nassau-1573-74/ax4612tr/ciphertext_5811_cut833.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.972	882	-1.3719	8.64	3.9	8.64	False	True	0.812		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4611.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.886	1393	-1.4085	7.02	8.54	8.54	False	True	0.783		no	hit
ciphers/fr5160-letellier-1653/ciphertext_f86.tsv	open	ciphers/fr5160-letellier-1653/key_1659_ext.tsv	?	1653-1661	fr	nomenclator	0.957	280	-1.2187	7.96	2.76	7.96	False	True	0.853		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4610.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.855	1545	-1.2733	7.96	7.34	7.96	False	True	0.824		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4616.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.912	261	-1.3072	7.89	4.68	7.89	False	True	0.808		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_7205.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.998	4087	-1.4102	7.8	6.18	7.8	False	True	0.793		no	hit
ciphers/august-van-saksen-1561-64/ciphertext_74.tsv	partial	ciphers/august-van-saksen-1561-64/key.tsv	?	1561-1564	de	nomenclator	0.997	864	-1.2187	7.49	3.53	7.49	False	True	0.45		no	hit
ciphers/clair1108-duvergier/ciphertext.tsv	solved	ciphers/clair1108-duvergier/key_1696.tsv	?	?	fr	nomenclator	0.997	669	-1.0505	7.37	4.19	7.37	False	True	0.891		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4616.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.912	261	-1.3998	7.18	3.37	7.18	False	True	0.76		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4616.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.904	261	-1.3432	7.0	6.11	7.0	False	True	0.791		no	hit
ciphers/fr5160-letellier-1653/ciphertext_f88.tsv	open	ciphers/fr5160-letellier-1653/key_1659.tsv	?	1653-1661	fr	nomenclator	0.944	284	-1.2531	6.94	2.65	6.94	False	True	0.811		no	hit
ciphers/fr5160-letellier-1653/ciphertext_f67.tsv	open	ciphers/fr5160-letellier-1653/key_1659.tsv	?	1653-1661	fr	nomenclator	0.932	561	-1.2979	6.83	3.81	6.83	False	True	0.82		no	hit
ciphers/fr5160-letellier-1653/ciphertext_f67.tsv	open	ciphers/fr5160-letellier-1653/key_1659_ext.tsv	?	1653-1661	fr	nomenclator	0.973	561	-1.2395	6.62	3.19	6.62	False	True	0.832		no	hit
ciphers/jan-van-nassau-1572-75/j5s/ciphertext_5550.tsv	open	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.957	163	-1.7635	0.21	6.59	6.59	False	True	0.679		no	hit
ciphers/august-van-saksen-1561-64/ciphertext_98.tsv	partial	ciphers/august-van-saksen-1561-64/key_98.tsv	?	1561-1564	de	nomenclator	1.0	184	-1.3484	6.57	3.71	6.57	False	True	0.355		no	hit
ciphers/august-van-saksen-1561-64/ciphertext_57.tsv	partial	ciphers/august-van-saksen-1561-64/key.tsv	?	1561-1564	de	nomenclator	0.983	300	-1.1831	6.29	3.36	6.29	False	True	0.442		no	hit
ciphers/fr5160-letellier-1653/ciphertext_f88.tsv	open	ciphers/fr5160-letellier-1653/key_1659_ext.tsv	?	1653-1661	fr	nomenclator	0.944	284	-1.2531	6.23	3.09	6.23	False	True	0.811		no	hit
ciphers/fr5160-letellier-1653/ciphertext_f67.tsv	open	ciphers/fr5160-letellier-1653/key_1659_f86only.tsv	?	1653-1661	fr	nomenclator	0.872	561	-1.3231	6.12	3.29	6.12	False	True	0.782		no	hit
ciphers/jan-van-nassau-1572-75/ciphertext_5549_ps.tsv	open	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.814	226	-1.6047	4.43	5.98	5.98	False	True	0.712		no	hit
ciphers/fr5160-letellier-1653/ciphertext_f88.tsv	open	ciphers/fr5160-letellier-1653/key_1659_f86only.tsv	?	1653-1661	fr	nomenclator	0.88	284	-1.3591	5.48	2.6	5.48	False	True	0.782		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5801.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.919	3008	-1.6212	2.6	5.44	5.44	False	True	0.666		no	hit
ciphers/august-van-saksen-1561-64/ciphertext_74.tsv	partial	ciphers/august-van-saksen-1561-64/key_74.tsv	?	1561-1564	de	nomenclator	0.997	864	-1.2187	5.29	3.92	5.29	False	True	0.45		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5801.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.861	3008	-1.5347	3.33	5.24	5.24	False	True	0.726		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4610.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.972	1545	-1.3113	5.17	3.49	5.17	False	True	0.804		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4616.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.897	261	-1.5196	5.15	4.08	5.15	False	True	0.811		no	hit
ciphers/jan-van-nassau-1572-75/j5s/ciphertext_5550.tsv	open	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.957	163	-1.7635	-0.55	5.08	5.08	False	True	0.679		no	hit
ciphers/jan-van-nassau-1572-75/ciphertext_5549_ps.tsv	open	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.885	226	-1.4051	5.05	2.01	5.05	False	True	0.723		no	hit
ciphers/espagnol142-mercy-1648/ciphertext.tsv	partial	ciphers/clair1108-duvergier/key_1696.tsv	?	?	fr	nomenclator	0.649	522	-1.6791	4.94	3.19	4.94	False	True	0.698		no	hit
ciphers/jan-van-nassau-1572-75/ciphertext_5549_ps.tsv	open	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.912	226	-1.4795	4.94	3.76	4.94	False	True	0.745		no	hit
ciphers/jan-van-nassau-1572-75/j5s/ciphertext_5550.tsv	open	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.859	163	-1.6342	4.86	2.36	4.86	False	True	0.713		no	hit
ciphers/jan-van-nassau-1572-75/j5s/ciphertext_glossed_5557_5552.tsv	open	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.814	204	-1.7787	1.83	4.69	4.69	False	True	0.746		no	hit
ciphers/jan-van-nassau-1572-75/j5s/ciphertext_glossed_5557_5552.tsv	open	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.926	204	-1.7206	1.53	4.68	4.68	False	True	0.715		no	hit
ciphers/jan-van-nassau-1572-75/ciphertext_5549_ps.tsv	open	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.942	226	-1.587	2.48	4.65	4.65	False	True	0.674		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4611.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.966	1393	-1.3485	4.54	3.84	4.54	False	True	0.792		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612_v2.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.76	1030	-1.9613	4.33	2.33	4.33	False	False	0.495		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612_v3.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.776	1029	-1.9664	4.3	2.41	4.3	False	False	0.501		no	hit
ciphers/jan-van-nassau-1572-75/ciphertext_5549_ps.tsv	open	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.942	226	-1.587	2.64	4.3	4.3	False	True	0.674		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.908	813	-1.9987	4.28	2.1	4.28	False	False	0.49		no	hit
ciphers/jan-van-nassau-1572-75/j5s/ciphertext_glossed_5557_5552.tsv	open	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.926	204	-1.7206	1.48	4.09	4.09	False	True	0.715		no	hit
ciphers/bowes-walsingham-1583/ciphertext.txt	partial	ciphers/clair1108-duvergier/key_1696.tsv	?	?	fr	nomenclator	0.693	101	-1.8445	4.06	1.73	4.06	False	False	0.686		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612_v2.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.753	1030	-1.9192	4.04	2.65	4.04	False	False	0.526		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612_v3.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.825	1029	-1.9973	2.35	3.98	3.98	False	False	0.497		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612_v2.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.811	1030	-1.9984	2.44	3.93	3.93	False	False	0.491		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.972	813	-1.9961	1.79	3.9	3.9	False	False	0.488		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612_v3.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.769	1029	-1.9191	3.7	2.67	3.7	False	False	0.539		no	hit
ciphers/jan-van-nassau-1572-75/j5s/ciphertext_5550.tsv	open	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.877	163	-1.5543	1.71	3.65	3.65	False	True	0.766		no	hit
ciphers/huntington-luzerne-destouches-1781/ciphertext_decipher.tsv	open	ciphers/huntington-luzerne-destouches-1781/key.tsv	La Luzerne -> Destouches	1781	fr	nomenclator	0.871	533	-0.9847	3.49	3.64	3.64	False	True	0.915		no	hit
ciphers/jan-van-nassau-1572-75/j5s/ciphertext_5550.tsv	open	ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.81	163	-1.5873	3.1	3.63	3.63	False	True	0.744		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.972	813	-1.9961	1.86	3.6	3.6	False	False	0.488		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612_v3.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.825	1029	-1.9973	2.07	3.56	3.56	False	False	0.497		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612_v2.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.811	1030	-1.9984	1.96	3.48	3.48	False	False	0.491		no	hit
ciphers/jan-van-nassau-1572-75/j5s/ciphertext_glossed_5557_5552.tsv	open	ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.907	204	-1.5313	3.43	2.75	3.43	False	True	0.747		no	hit
ciphers/fr5160-letellier-1653/ciphertext_f1.tsv	open	ciphers/fr5160-letellier-1653/key_1659_ext.tsv	?	1653-1661	fr	nomenclator	0.513	528	-1.3798	3.36	2.15	3.36	False	True	0.813		no	hit
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5801.tsv	partial	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	Nassau -> Willem van Oranje	1573-1574	fr	nomenclator	0.922	3008	-1.6012	2.85	3.34	3.34	False	True	0.672		no	hit
