# KEY-DESIGN.tsv -- built by tools/key_design.py (do not edit by hand; rerun it). One row per key file key_crossmatch finds; usable=no rows give the reason. Family thresholds: see the tool docstring.
key_path	usable	reason	duplicate_of	office	correspondents	years	decade	language	design_family	n_codes	valued	distinct_letters	homophones_mean	homophones_max	nomenclator_words	nomenclator_names	short_values	syllable_grid	nulls_declared	empty_values	numeral_min	numeral_max	digit_lengths	sign_inventory	own_ciphertexts	ct_tokens	ct_distinct	ct_singleton_share	ct_top_share	ct_ioc
ciphers/clair349-este-guise-1556/key_vs_gloss.tsv	no	key-versus-gloss comparison table (derived from key_alpha), not a key		(folder) clair349-este-guise-1556		1556	1550s	fr																						
ciphers/colbert26-lathuillerie-1644/key_period.tsv	no	only 4 codes carry a readable value with this loader		(folder) colbert26-lathuillerie-1644		1644	1640s	fr																						
ciphers/decode-2754-bnf-baluze156-1636/key_sabran2_letters.tsv	yes			Abel Servien's Italian mission (envoye to Savoie/Italy) secretariat	[Melchior de Sabran?]; "Mr de ch. g^r"; Abel Servien (Baluze 155-156 series)	1631 (key), letter itself 9 Feb 1636	1630s	fr	alphabet substitution	20	20	16	1.25	2	0	0	0	no	0	0	4	9	1:4	mixed						
ciphers/decode-2754-bnf-baluze156-1636/key_sabran_1631.tsv	yes			Abel Servien's Italian mission (envoye to Savoie/Italy) secretariat	[Melchior de Sabran?]; "Mr de ch. g^r"; Abel Servien (Baluze 155-156 series)	1631 (key), letter itself 9 Feb 1636	1630s	fr	nomenclator	52	49	21	1.52	5	17	0	12	no	1	0	0	68	1:2,2:18	mixed						
ciphers/decode-2754-bnf-baluze156-1636/key_sabran_1631_letters.tsv	yes			Abel Servien's Italian mission (envoye to Savoie/Italy) secretariat	[Melchior de Sabran?]; "Mr de ch. g^r"; Abel Servien (Baluze 155-156 series)	1631-1636	1630s	fr	homophonic	30	30	17	1.76	3	0	0	0	no	0	0	4	11	1:6,2:2	mixed						
ciphers/dupuy452-carpi-1520/key.tsv	yes			French embassy to Rome (Francois Ier's diplomatic correspondence re Carpi affair)	Nicolas Raince, secretaire de l'ambassade de France a Rome; correspondent(s) of 22/25/31 Oct 1525 letters; earlier Carpi-period letters 1520-1525	1520-1528 (fonds span); named letters 22 and 25 Oct 1525	1520s	fr	nomenclator	51	46	21	1.71	5	6	4	1	no	0	0	7	7	1:1	letters	ciphers/dupuy452-carpi-1520/ciphertext.txt;ciphers/dupuy452-carpi-1520/ciphertext_f20_carpi.txt;ciphers/dupuy452-carpi-1520/ciphertext_f28.txt	6132	254	0.425	0.087	0.0425
ciphers/dupuy468-anhalt/key.tsv	yes			Anhalt-Zerbst princely chancery <-> French crown	Ernest and Joachim of Anhalt-Zerbst; Francis I of France	dated in-text 24 Jan (year read as 1520 in one gloss; folder name says Anhalt, undated precisely -- see notes_source)	1520s	la	nomenclator	28	26	20	1.05	2	2	3	0	no	0	2	3	9	1:5	mixed						
ciphers/dupuy468-anhalt/key_from_gloss.tsv	yes			Anhalt-Zerbst princely chancery <-> French crown	Ernest and Joachim of Anhalt-Zerbst; Francis I of France	dated in-text 24 Jan (year read as 1520 in one gloss; folder name says Anhalt, undated precisely -- see notes_source)	1520s	la	code numbers	28	28	1	1.00	1	27	0	5	no	0	0	3	9	1:5	mixed						
ciphers/espagnol142-mercy-1648/key.tsv	yes			(folder) espagnol142-mercy-1648		1648	1640s	es	homophonic	38	37	21	1.76	3	0	0	0	no	0	0	2	72	1:8,2:28	digits	ciphers/espagnol142-mercy-1648/ciphertext.tsv	522	38	0.132	0.109	0.0511
ciphers/fr20140-danzay-1557/key.tsv	yes			French resident ambassador to Denmark	Charles de Danzay; Henri II / Cardinal of Lorraine	January 1557	1550s	fr	homophonic	53	44	21	1.81	3	6	0	5	no	9	0				letters	ciphers/fr20140-danzay-1557/ciphertext.txt;ciphers/fr20140-danzay-1557/ciphertext_f36.tsv	705	76	0.197	0.081	0.0318
ciphers/fr2751-dediou-mayenne/key_mayenne_1592-93_polyphonic.tsv	yes			Catholic League military/political correspondence (duc de Mayenne's office)	Sieur de Diou (Commander de Diou); duc de Mayenne	1592-93	1590s	fr	mixed	14	14	11	1.00	1	3	0	2	no	0	0				mixed						
ciphers/fr2751-dediou-mayenne/key_mayenne_1593_homophonic.tsv	yes			Catholic League military/political correspondence (duc de Mayenne's office)	Mayenne to Commander de Diou	13 May 1593	1590s	fr	nomenclator	44	43	21	1.00	1	22	0	10	no	1	0				mixed						
ciphers/fr2933-salviati-1525/keytrial.tsv	no	excluded by key_crossmatch name filter: trial																												
ciphers/fr2980-gramont/key.tsv	yes			Francois Ier's diplomatic corps (Rome/Italian embassy)	Gabriel de Gramont, bishop of Tarbes (cardinal from 8 Jun 1530)	c.1526-1530 (undated leaves, bracketed by his episcopate and cardinalate)	1520s	fr	homophonic	59	49	20	2.20	4	5	0	5	no	6	4	2	9	1:3	mixed	ciphers/fr2980-gramont/ciphertext.txt	568	58	0.224	0.058	0.0322
ciphers/fr2980-gramont/key_draft.tsv	no	excluded by key_crossmatch name filter: draft																												
ciphers/fr2980-gramont/key_extension_f30.tsv	yes			Francois Ier's diplomatic corps (Rome/Italian embassy)	Gabriel de Gramont, bishop of Tarbes (cardinal from 8 Jun 1530)	c.1526-1530 (undated leaves, bracketed by his episcopate and cardinalate)	1520s	fr	homophonic	13	13	9	1.44	3	0	0	0	no	0	0				letters	ciphers/fr2980-gramont/ciphertext_f30.tsv	1969	72	0.083	0.083	0.0325
ciphers/fr3625-lauriere-1593/align/key_align.tsv	no	excluded by key_crossmatch name filter: align																												
ciphers/fr3625-lauriere-1593/align/key_align_prior.tsv	no	excluded by key_crossmatch name filter: align																												
ciphers/fr3625-lauriere-1593/bourdeau_ref/key_lauriere.txt	no	prose reference table (Bourdeau), not tab-separated code->value rows		Laurière -> Nevers		1593	1590s	fr																						
ciphers/fr3625-lauriere-1593/key57/key57.tsv	yes			Laurière -> Nevers		1593	1590s	fr	syllabary	136	134	1	1.00	1	133	0	81	yes	1	0	1	353	1:9,2:65,3:62	digits						
ciphers/fr3985-nevers-revol-1593/key.tsv	yes			Duke of Nevers' Rome embassy (seeking Henri IV's papal absolution)	Louis de Gonzague, duc de Nevers; Louis Revol	Aug-Sep 1593 (letters); key itself Tomokiyo cipher no.60 rebuilt from fr.3995 ff.109-111	1590s	fr	nomenclator	361	350	22	4.82	8	151	93	78	yes	5	6	0	99	1:10,2:27	mixed	ciphers/fr3985-nevers-revol-1593/ciphertext.tsv	269	78	0.397	0.074	0.0203
ciphers/fr3986-nevers-revol-1593/key.tsv	yes			same office (Nevers Rome embassy), same cipher no.60	Nevers; Revol	23 Oct 1593	1590s	fr	syllabary	77	77	19	2.11	5	34	3	26	yes	0	0	1	50	1:9,2:5	mixed	ciphers/fr3986-nevers-revol-1593/ciphertext.tsv	66	38	0.526	0.091	0.0210
ciphers/fr3987-nevers-revol-1593/key.tsv	yes		ciphers/fr3986-nevers-revol-1593/key.tsv	same office (Nevers Rome embassy), same cipher no.60	Nevers; Revol	10 Nov 1593	1590s	fr	syllabary	77	77	19	2.11	5	34	3	26	yes	0	0	1	50	1:9,2:5	mixed	ciphers/fr3987-nevers-revol-1593/ciphertext.tsv	308	73	0.411	0.049	0.0228
ciphers/fr5160-letellier-1653/key_1659.tsv	yes			French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere et fils)	Lomenie de Brienne (pere et fils); Abel Servien (Turin/Savoy embassy 1659)	1653-1661 (volume span); key dated 1659	1650s	fr	syllabary	79	79	19	1.84	4	44	0	42	yes	0	0	1	115	1:9,2:41,3:1	mixed						
ciphers/fr5160-letellier-1653/key_1659_ext.tsv	yes			French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere et fils)	Lomenie de Brienne (pere et fils); Abel Servien (Turin/Savoy embassy 1659)	1653-1661 (volume span); key dated 1659	1650s	fr	syllabary	95	95	19	1.84	4	60	0	55	yes	0	0	1	154	1:9,2:51,3:2	mixed						
ciphers/fr5160-letellier-1653/key_1659_f86only.tsv	yes			French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere et fils)	Lomenie de Brienne (pere et fils); Abel Servien (Turin/Savoy embassy 1659)	1653-1661 (volume span); key dated 1659	1650s	fr	syllabary	65	65	18	1.61	3	36	0	36	yes	0	0	1	115	1:8,2:33,3:1	mixed	ciphers/fr5160-letellier-1653/ciphertext_f86.tsv	280	75	0.387	0.064	0.0252
ciphers/fr5160-letellier-1653/key_brienne_1647.tsv	yes		ciphers/clair1067-brienne-poland-1646/key_brienne_1647.tsv	French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere et fils)	Brienne	1647	1640s	fr	syllabary	102	102	15	1.40	2	81	0	80	yes	0	0	5	94	1:3,2:25	mixed						
ciphers/fr5160-letellier-1653/key_brienne_1651.tsv	yes		ciphers/clair1067-brienne-poland-1646/key_brienne_1651.tsv	French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere et fils)	Brienne	1651	1650s	fr	syllabary	115	115	21	1.57	2	82	0	80	yes	0	0	3	64	1:2,2:38	mixed						
ciphers/fr5761-election-1519/key.tsv	yes			Francois Ier's 1519 imperial-election embassy	unnamed embassy secretary/agent (1519 election of Charles V)	1519	1510s	fr	mixed	19	14	6	1.00	1	1	7	0	no	5	0				mixed						
ciphers/fr5761-election-1519/key_passA2_atlas.tsv	no	excluded by key_crossmatch name filter: atlas,pass																												
ciphers/fr5761-election-1519/key_passA_atlas.tsv	no	excluded by key_crossmatch name filter: atlas,pass																												
ciphers/fr5761-election-1519/key_passB.tsv	no	excluded by key_crossmatch name filter: pass																												
ciphers/fr5761-election-1519/key_passB_atlas.tsv	no	excluded by key_crossmatch name filter: atlas,pass																												
ciphers/fr5761-election-1519/key_passC2_atlas.tsv	no	excluded by key_crossmatch name filter: atlas,pass																												
ciphers/fr5761-election-1519/key_passC_atlas.tsv	no	excluded by key_crossmatch name filter: atlas,pass																												
ciphers/gunther-van-schwarzburg-1561/key.tsv	yes			William of Orange's chancery <-> Schwarzburg count	Willem van Oranje; Gunther van Schwarzburg	2 May 1561	1560s	de	homophonic	79	79	20	3.90	6	0	1	0	no	0	0	1	4000	1:4,2:14,3:1,4:1	mixed	ciphers/gunther-van-schwarzburg-1561/ciphertext.tsv	953	95	0.232	0.127	0.0340
ciphers/gunther-van-schwarzburg-1561/key_conflicts.tsv	no	excluded by key_crossmatch name filter: conflicts																												
ciphers/huntington-blathwayt-madrid-1728/key.tsv	yes			English diplomatic-intelligence network at Madrid/Port Ste Marie	unnamed English agents/correspondents (Blathwayt Papers Addenda)	1725-1729	1720s	en	syllabary	395	395	16	1.69	5	368	0	149	yes	0	0	8	1350	1:1,2:31,3:289,4:74	digits	ciphers/huntington-blathwayt-madrid-1728/ciphertext_targets.tsv	172	117	0.718	0.029	0.0063
ciphers/huntington-blathwayt-madrid-1728/key_conflicts.tsv	no	excluded by key_crossmatch name filter: conflicts																												
ciphers/huntington-blathwayt-madrid-1728/key_items.tsv	no	no value/plaintext/gloss/meaning column -- not a code->value key table		English diplomatic-intelligence network at Madrid/Port Ste Marie	unnamed English agents/correspondents (Blathwayt Papers Addenda)	1725-1729	1720s	en																						
ciphers/huntington-luzerne-destouches-1781/key.tsv	yes			French crown's American-theatre naval/diplomatic correspondence (American War of Independence)	Anne-Cesar, chevalier de La Luzerne (French minister to the US); Charles Rene Dominique Sochet Destouches (French navy)	16 and 31 Jan 1781	1780s	fr	syllabary	282	274	11	2.18	5	250	0	131	yes	4	1	1	1199	1:3,2:23,3:202,4:54	digits	ciphers/huntington-luzerne-destouches-1781/ciphertext.tsv	719	312	0.532	0.028	0.0054
ciphers/huntington-luzerne-destouches-1781/key_conflicts.tsv	no	excluded by key_crossmatch name filter: conflicts																												
ciphers/huntington-luzerne-destouches-1781/key_tomokiyo.tsv	yes			French crown's American-theatre naval/diplomatic correspondence (American War of Independence)	Anne-Cesar, chevalier de La Luzerne (French minister to the US); Charles Rene Dominique Sochet Destouches (French navy)	16 and 31 Jan 1781	1780s	fr	code numbers	178	159	9	2.22	4	138	1	78	no	0	6	4	1199	1:1,2:12,3:139,4:26	digits						
ciphers/huntington-luzerne-destouches-1781/key_yale_crosscheck.tsv	no	excluded by key_crossmatch name filter: crosscheck																												
ciphers/jan-van-nassau-1572-75/align/key_counts.tsv	no	excluded by key_crossmatch name filter: counts,align																												
ciphers/jan-van-nassau-1572-75/key_1572.tsv	yes			Nassau-Orange chancery (Jan van Nassau <-> William of Orange)	Jan van Nassau; Willem van Oranje	1572-1575 (seven letters); this key 1572	1570s	de	alphabet substitution	90	23	23	1.00	1	0	0	0	no	66	1	1	98	1:9,2:81	digits	ciphers/jan-van-nassau-1572-75/ciphertext_5551.tsv;ciphers/jan-van-nassau-1572-75/j5s/ciphertext_5550.tsv;ciphers/jan-van-nassau-1572-75/j5s/ciphertext_glossed_5557_5552.tsv	399	135	0.319	0.033	0.0087
ciphers/jan-van-nassau-1572-75/key_5549.tsv	yes			Nassau-Orange chancery (Jan van Nassau <-> William of Orange)	Jan van Nassau; Willem van Oranje	within 1572-1575 span	1570s	de	homophonic	139	134	24	5.12	7	11	0	0	no	4	1	1	347	1:9,2:90,3:38	digits	ciphers/jan-van-nassau-1572-75/ciphertext_5549.tsv;ciphers/jan-van-nassau-1572-75/ciphertext_5549_ps.tsv	995	172	0.151	0.039	0.0094
ciphers/koehler-1944/families/keyed_running_key-1-beaucipher.txt	no	solver output (a running-key decode), not a key table		(folder) koehler-1944		1944	1940s	nl																						
ciphers/koehler-1944/families/keyed_running_key-1-kcorpus=tools_data_nl20,modes=plain,key,both,full,arith=vig,top=30,beam=300,orde.txt	no	solver output (a running-key decode), not a key table		(folder) koehler-1944		1944	1940s	nl																						
ciphers/koehler-1944/families/keyed_running_key-1-kcorpus=tools_data_nl20,modes=plaincipher,keycipher,arith=vig,top=30,beam=300,or.txt	no	solver output (a running-key decode), not a key table		(folder) koehler-1944		1944	1940s	nl																						
ciphers/koehler-1944/families/keyed_running_key-1-nldev.txt	no	solver output (a running-key decode), not a key table		(folder) koehler-1944		1944	1940s	nl																						
ciphers/koehler-1944/families/keyed_running_key-1-variant2vig.txt	no	solver output (a running-key decode), not a key table		(folder) koehler-1944		1944	1940s	nl																						
ciphers/koehler-1944/families/keyed_running_key-1-vigcipher.txt	no	solver output (a running-key decode), not a key table		(folder) koehler-1944		1944	1940s	nl																						
ciphers/koehler-1944/families/keyed_running_key-1.txt	no	solver output (a running-key decode), not a key table		(folder) koehler-1944		1944	1940s	nl																						
ciphers/koehler-1944/running-key/keyed_beau_noise_band.tsv	no	noise-band statistics table, not a key table		(folder) koehler-1944		1944	1940s	nl																						
ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv	yes			Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange)	Lodewijk (Louis) van Nassau; Willem van Oranje	1573-1574 (four letters incl. siblings briefnr 4613, 4615, and two more 25 Mar/7 Apr)	1570s	de	nomenclator	163	145	24	5.12	7	22	0	0	no	18	0	1	350	1:9,2:90,3:62	digits						
ciphers/lodewijk-van-nassau-1573-74/key.tsv	yes		ciphers/jan-van-nassau-1572-75/key_5549.tsv	Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange)	Lodewijk (Louis) van Nassau; Willem van Oranje	1573-1574 (four letters incl. siblings briefnr 4613, 4615, and two more 25 Mar/7 Apr)	1570s	de	homophonic	139	134	24	5.12	7	11	0	0	no	4	1	1	347	1:9,2:90,3:38	digits	ciphers/lodewijk-van-nassau-1573-74/ciphertext_4610.tsv;ciphers/lodewijk-van-nassau-1573-74/ciphertext_4611.tsv;ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612.tsv;ciphers/lodewijk-van-nassau-1573-74/ciphertext_4616.tsv;ciphers/lodewijk-van-nassau-1573-74/ciphertext_sib.tsv	5119	217	0.221	0.036	0.0122
ciphers/lodewijk-van-nassau-1573-74/key_4614.tsv	yes			Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange)	Lodewijk (Louis) van Nassau; Willem van Oranje	1573-1574 (four letters incl. siblings briefnr 4613, 4615, and two more 25 Mar/7 Apr)	1570s	de	homophonic	126	120	22	5.00	8	3	7	0	no	6	0	1	815	1:9,2:79,3:38	digits						
ciphers/lodewijk-van-nassau-1573-74/key_5799.tsv	yes			Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange)	Lodewijk (Louis) van Nassau; Willem van Oranje	1573-1574 (four letters incl. siblings briefnr 4613, 4615, and two more 25 Mar/7 Apr)	1570s	de	homophonic	78	69	16	4.31	9	0	0	0	no	9	0	10	140	2:53,3:25	digits						
ciphers/lodewijk-van-nassau-1573-74/key_5801.tsv	yes			Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange)	Lodewijk (Louis) van Nassau; Willem van Oranje	1573-1574 (four letters incl. siblings briefnr 4613, 4615, and two more 25 Mar/7 Apr)	1570s	de	homophonic	179	177	16	10.38	72	11	0	6	no	2	0	1	901	1:9,2:89,3:81	digits						
ciphers/lodewijk-van-nassau-1573-74/key_5801_adj.tsv	yes			Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange)	Lodewijk (Louis) van Nassau; Willem van Oranje	1573-1574 (four letters incl. siblings briefnr 4613, 4615, and two more 25 Mar/7 Apr)	1570s	de	code numbers	10	10	0	0.00	0	10	0	0	no	0	0	157	331	3:10	digits						
ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv	yes			Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange)	Lodewijk (Louis) van Nassau; Willem van Oranje	1573-1574 (four letters incl. siblings briefnr 4613, 4615, and two more 25 Mar/7 Apr)	1570s	de	homophonic	193	167	21	6.90	14	22	0	6	no	26	0	0	929	1:10,2:82,3:101	digits						
ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv	yes			Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange)	Lodewijk (Louis) van Nassau; Willem van Oranje	1573-1574 (four letters incl. siblings briefnr 4613, 4615, and two more 25 Mar/7 Apr)	1570s	de	nomenclator	147	137	23	5.00	8	22	0	5	no	10	0	1	348	1:9,2:75,3:63	digits						
ciphers/lodewijk-van-nassau-1573-74/key_conflicts.tsv	no	excluded by key_crossmatch name filter: conflicts																												
ciphers/lodewijk-van-nassau-1573-74/key_full.tsv	yes			Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange)	Lodewijk (Louis) van Nassau; Willem van Oranje	1573-1574 (four letters incl. siblings briefnr 4613, 4615, and two more 25 Mar/7 Apr)	1570s	de	nomenclator	168	150	24	5.17	7	26	0	0	no	18	0	1	350	1:9,2:90,3:67	digits						
ciphers/malsburg-hessen-1636/keys/key_519.tsv	yes			(folder) malsburg-hessen-1636		1636	1630s	de	homophonic	89	80	25	2.96	3	6	0	6	no	9	0	10	99	2:89	digits	ciphers/malsburg-hessen-1636/ciphertext.txt	352	95	0.284	0.040	0.0142
ciphers/matignon-mayenne-1586/key.tsv	yes			(folder) matignon-mayenne-1586		1585	1580s	?	nomenclator	87	64	17	2.82	8	16	0	7	no	0	0	3	104	1:4,2:34,3:1	mixed						
ciphers/na-janssens-java-1811/key.tsv	yes			(folder) na-janssens-java-1811		1811	1810s	fr	syllabary	214	205	12	1.50	4	171	16	103	yes	0	0	1	1541	1:1,2:15,3:151,4:47	digits	ciphers/na-janssens-java-1811/ciphertext.tsv	163	130	0.777	0.018	0.0028
ciphers/na-janssens-java-1811/keysource_no5_passA.tsv	no	excluded by key_crossmatch name filter: pass																												
ciphers/na-janssens-java-1811/keysource_no5_passB.tsv	no	excluded by key_crossmatch name filter: pass																												
ciphers/na-janssens-java-1811/keysource_passA.tsv	no	excluded by key_crossmatch name filter: pass																												
ciphers/na-janssens-java-1811/keysource_passB.tsv	no	excluded by key_crossmatch name filter: pass																												
ciphers/na-schonenberg-1678-1716/key.tsv	yes			(folder) na-schonenberg-1678-1716		1678-1716	1670s	es	homophonic	87	68	18	3.78	11	0	0	0	no	0	19	2	99	1:6,2:55	mixed	ciphers/na-schonenberg-1678-1716/ciphertext.tsv	279	90	0.311	0.039	0.0136
ciphers/na-suriname-map-1781/key.tsv	yes			(folder) na-suriname-map-1781		1781	1780s	nl	alphabet substitution	17	17	13	1.31	3	0	0	0	no	0	0	4	7	1:4	glyphs	ciphers/na-suriname-map-1781/ciphertext.tsv	56	34	0.676	0.107	0.0292
ciphers/orange-nassau-1572/key_nepveu.tsv	yes			William of Orange's secretariat, "Nepveu" cipher	Willem van Oranje's circle (Nepveu, secretary); 1572	1572	1570s	fr	alphabet substitution	24	22	22	1.00	1	0	0	0	no	0	0	3	72	1:3,2:21	digits	ciphers/orange-nassau-1572/ciphertext.txt;ciphers/orange-nassau-1572/ciphertext_2.txt	2403	497	0.666	0.063	0.0143
