line	position	sign	confidence	alt	why
f27_L04	39	∂	M	B:w	differ
f27_L04	40	∞	M	B:a	differ
f27_L04	41	b	M	B:ß	differ
f27_L04	42	g	M		agree-flagged
f27_L04	43	t	M	A:-	gap
f27_L04	44	c	M		agree-flagged
f27_L04	45	c	M		agree-flagged
f27_L04	46	m	M	A:-	gap
f27_L04	47	u	M	B:f	differ
f27_L04	48	‡	M	B:x	differ
f27_L04	49	X	M	B:x	differ
f27_L04	50	j	M		agree-flagged
f27_L04	51	s	M	B:ſ	differ
f27_L04	52	^	M		agree-flagged
f27_L04	53	λ	M		agree-flagged
f27_L04	54	g	M		agree-flagged
f27_L04	55	z	M	A:-	gap
f27_L04	56	3	M	B:m	differ
f27_L04	57	u	M	B:^	differ
f27_L05	1	c	M		agree-flagged
f27_L05	2	b	M	B:ß	differ
f27_L05	3	y	M		agree-flagged
f27_L05	4	o	M		agree-flagged
f27_L05	5	T	M	B:t	differ
f27_L05	6	i	M		agree-flagged
f27_L05	7	∂	M	B:v	differ
f27_L05	8	=	M		agree-flagged
f27_L05	9	v	M		agree-flagged
f27_L05	10	∂	M	B:-	gap
f27_L05	11	ſ	M		agree-flagged
f27_L05	12	8	M		agree-flagged
f27_L05	13	f	M		agree-flagged
f27_L05	14	//	M	B:///	differ
f27_L05	15	3	M	B:y	differ
f27_L05	16	o	M		agree-flagged
f27_L05	17	v	M		agree-flagged
f27_L05	18	t	M		agree-flagged
f27_L05	19	o	M		agree-flagged
f27_L05	20	b	M	B:ß	differ
f27_L05	21	g	M		agree-flagged
f27_L05	22	∂	M	B:-	gap
f27_L05	23	λ	M		agree-flagged
f27_L05	24	//	M		agree-flagged
f27_L05	25	π	M		agree-flagged
f27_L05	26	ſ	M		agree-flagged
f27_L05	27	o	M	B:-	gap
f27_L05	28	o	M		agree-flagged
f27_L05	29	8	M		agree-flagged
f27_L05	30	///	M		agree-flagged
f27_L05	31	f	M		agree-flagged
f27_L05	32	X	M	B:x	differ
f27_L05	33	h	M		agree-flagged
f27_L05	34	ß	M		agree-flagged
f27_L05	35	f	M		agree-flagged
f27_L05	36	λ	M		agree-flagged
f27_L05	37	u	M	B:⊥	differ
f27_L05	38	///	M		agree-flagged
f27_L05	39	f	M		agree-flagged
f27_L05	40	F	M	B:⊥	differ
f27_L05	41	∂	M		agree-flagged
f27_L05	42	#	M		agree-flagged
f27_L05	43	//	M	B:///	differ
f27_L05	44	f	M		agree-flagged
f27_L05	45	o	M		agree-flagged
f27_L05	46	1	M	A:-	gap
f27_L05	47	14	M	B:4	differ
f27_L05	48	t	M		agree-flagged
f27_L05	49	o	M		agree-flagged
f27_L05	50	r	M		agree-flagged
f27_L05	51	t	M		agree-flagged
f27_L05	52	o	M		agree-flagged
f27_L05	53	p	M	B:-	gap
f27_L05	54	∂	M	B:ꝑ	differ
f27_L05	55	b	M		agree-flagged
f27_L05	56	s	M	B:ſ	differ
f27_L05	57	^	M		agree-flagged
f27_L06	1	g	M		agree-flagged
f27_L06	2	//	M		agree-flagged
f27_L06	3	∂	M	B:r	differ
f27_L06	4	f	M		agree-flagged
f27_L06	5	#	M	B:-	gap
f27_L06	6	s	M	B:x	differ
f27_L06	7	^	M		agree-flagged
f27_L06	8	λ	M		agree-flagged
f27_L06	9	p	M	B:-	gap
f27_L06	10	i	M	B:ꝑ	differ
f27_L06	11	t	M		agree-flagged
f27_L06	12	o	M		agree-flagged
f27_L06	13	h	M		agree-flagged
f27_L06	14	#	M	B:x	differ
f27_L06	15	i	M		agree-flagged
f27_L06	16	b	M		agree-flagged
f27_L06	17	E	M		agree-flagged
f27_L06	18	∂	M	B:g	differ
f27_L06	19	//	M		agree-flagged
f27_L06	20	π	M		agree-flagged
f27_L06	21	v	M		agree-flagged
f27_L06	22	t	M		agree-flagged
f27_L06	23	o	M		agree-flagged
f27_L06	24	///	M	B:m	differ
f27_L06	25	g	M		agree-flagged
f27_L06	26	b	M		agree-flagged
f27_L06	27	∞	M		agree-flagged
f27_L06	28	t	M		agree-flagged
f27_L06	29	o	M		agree-flagged
f27_L06	30	=	M		agree-flagged
f27_L06	31	∂	M	B:g	differ
f27_L06	32	n	M		agree-flagged
f27_L06	33	g	M		agree-flagged
f27_L06	34	ß	M	A:-	gap
f27_L06	35	b	M	B:2	differ
f27_L06	36	20	M	B:0	differ
f27_L06	37	c	M		agree-flagged
f27_L06	38	T	M	B:t	differ
f27_L06	39	b	M	B:ß	differ
f27_L06	40	g	M		agree-flagged
f27_L06	41	ſ	M		agree-flagged
f27_L06	42	x	M	A:-	gap
f27_L06	43	x	M	A:-	gap
f27_L06	44	u	M	A:-	gap
f27_L06	45	xxuj	M	B:j	differ
f27_L06	46	∂	M	B:‡	differ
f27_L06	47	f	M		agree-flagged
f27_L06	48	#	M	B:x	differ
f27_L06	49	∂	M	B:g	differ
f27_L06	50	8	M		agree-flagged
f27_L06	51	4	M		agree-flagged
f27_L06	52	3	M		agree-flagged
f27_L06	53	m	M		agree-flagged
f27_L06	54	ß	M		agree-flagged
f27_L06	55	8	M	B:y	differ
f27_L07	1	⊡	M	B:⊥	differ
f27_L07	2	m	M	B:∞	differ
f27_L07	3	3	M		agree-flagged
f27_L07	4	9	M	A:-	gap
f27_L07	5	4	M		agree-flagged
f27_L07	6	+	M	B:-	gap
f27_L07	7	p	M	B:ꝑ	differ
f27_L07	8	∂	M	B:a	differ
f27_L07	9	b	M	B:ß	differ
f27_L07	10	n	M		agree-flagged
f27_L07	11	h	M		agree-flagged
f27_L07	12	b	M	B:ß	differ
f27_L07	13	u	M	B:⊥	differ
f27_L07	14	1	M		agree-flagged
f27_L07	15	o	M	B:0	differ
f27_L07	16	g	M		agree-flagged
f27_L07	17	t	M		agree-flagged
f27_L07	18	#	M	B:2	differ
f27_L07	19	f	M		agree-flagged
f27_L07	20	8	M	B:ſ	differ
f27_L07	21	///	M		agree-flagged
f27_L07	22	f	M		agree-flagged
f27_L07	23	b	M	B:-	gap
f27_L07	24	^	M	B:ß	differ
f27_L07	25	3	M	B:y	differ
f27_L07	26	v	M		agree-flagged
f27_L07	27	ſ	M		agree-flagged
f27_L07	28	o	M		agree-flagged
f27_L07	29	t	M		agree-flagged
f27_L07	30	o	M		agree-flagged
f27_L07	31	g	M	B:¢	differ
f27_L07	32	X	M	B:x	differ
f27_L07	33	h	M		agree-flagged
f27_L07	34	∂	M		agree-flagged
f27_L07	35	^	M	B:-	gap
f27_L07	36	o	M		agree-flagged
f27_L07	37	r	M	B:z	differ
f27_L07	38	x	M		agree-flagged
f27_L07	39	x	M		agree-flagged
f27_L07	40	p	M	B:ꝑ	differ
f27_L07	41	///	M		agree-flagged
f27_L07	42	4	M	B:z	differ
f27_L07	43	π	M		agree-flagged
f27_L07	44	c	M		agree-flagged
f27_L07	45	T	M	B:t	differ
f27_L07	46	8	M		agree-flagged
f27_L07	47	g	M		agree-flagged
f27_L07	48	4	M	B:z	differ
f27_L07	49	8	M	B:ß	differ
f27_L07	50	8	M		agree-flagged
f27_L07	51	f	M		agree-flagged
f27_L07	52	v	M		agree-flagged
f27_L07	53	π	M		agree-flagged
f27_L08	1	ſ	M		agree-flagged
f27_L08	2	+	M	B:⊥	differ
f27_L08	3	///	M		agree-flagged
f27_L08	4	u	M	B:v	differ
f27_L08	5	r	M		agree-flagged
f27_L08	6	∂	M	B:ꝑ	differ
f27_L08	7	g	M	B:q	differ
f27_L08	8	t	M		agree-flagged
f27_L08	9	x	M		agree-flagged
f27_L08	10	r	M	B:-	gap
f27_L08	11	+	M	B:⊥	differ
f27_L08	12	m	M		agree-flagged
f27_L08	13	+	M	B:-	gap
f27_L08	14	+	M	B:⊥	differ
f27_L08	15	b	M	B:ß	differ
f27_L08	16	⊡	M	B:⊥	differ
f27_L08	17	b	M	B:g	differ
f27_L08	18	f	M		agree-flagged
f27_L08	19	8	M	B:ß	differ
f27_L08	20	g	M		agree-flagged
f27_L08	21	r	M		agree-flagged
f27_L08	22	i	M	B:1	differ
f27_L08	23	∂	M	B:o	differ
f27_L08	24	p	M	B:ꝑ	differ
f27_L08	25	i	M		agree-flagged
f27_L08	26	h	M		agree-flagged
f27_L08	27	o	M		agree-flagged
f27_L08	28	v	M		agree-flagged
f27_L08	29	E	M	B:z	differ
f27_L08	30	∂	M	B:q	differ
f27_L08	31	s	M	B:ſ	differ
f27_L08	32	^	M		agree-flagged
f27_L08	33	⊡	M	B:∞	differ
f27_L08	34	m	M	B:∞	differ
f27_L08	35	∂	M	B:¢	differ
f27_L08	36	g	M		agree-flagged
f27_L08	37	l	M	B:-	gap
f27_L08	38	l	M	B://	differ
f27_L08	39	b	M	B:ß	differ
f27_L08	40	X	M	B:x	differ
f27_L08	41	v	M	B:z	differ
f27_L08	42	20	M	B:o	differ
f27_L08	43	c	M		agree-flagged
f27_L08	44	g	M	B:q	differ
f27_L08	45	v	M		agree-flagged
f27_L08	46	///	M		agree-flagged
f27_L08	47	b	M	B:ß	differ
f27_L08	48	p	M	B:ꝑ	differ
f27_L08	49	i	M		agree-flagged
f27_L08	50	∂	M	B:-	gap
f27_L08	51	h	M		agree-flagged
f27_L08	52	y	M	A:-	gap
f27_L08	53	X	M	B:x	differ
f27_L08	54	4	M	B:f	differ
f27_L08	55	v	M	B:q	differ
f27_L08	56	m	M	B:ꝑ	differ
f27_L09	1	∂	M		agree-flagged
f27_L09	2	///	M		agree-flagged
f27_L09	3	g	M		agree-flagged
f27_L09	4	v	M		agree-flagged
f27_L09	5	x	M		agree-flagged
f27_L09	6	x	M		agree-flagged
f27_L09	7	2	M	A:-	gap
f27_L09	8	20	M	B:0	differ
f27_L09	9	//	M		agree-flagged
f27_L09	10	u	M	B:-	gap
f27_L09	11	X	M	B:m	differ
f27_L09	12	∂	M	B:x	differ
f27_L09	13	G	M	B:ß	differ
f27_L09	14	l	M	B:c	differ
f27_L09	15	l	M	B:#	differ
f27_L09	16	h	M		agree-flagged
f27_L09	17	ſ	M	B:-	gap
f27_L09	18	+	M	B:⊥	differ
f27_L09	19	o	M		agree-flagged
f27_L09	20	x	M	A:-	gap
f27_L09	21	X	M	B:2	differ
f27_L09	22	4	M		agree-flagged
f27_L09	23	#	M	B:z	differ
f27_L09	24	x	M		agree-flagged
f27_L09	25	ß	M		agree-flagged
f27_L09	26	∂	M	B:r	differ
f27_L09	27	b	M	B:^	differ
f27_L09	28	8	M	B:ß	differ
f27_L09	29	X	M	B:y	differ
f27_L09	30	c	M	B:x	differ
f27_L09	31	m	M	B:u	differ
f27_L09	32	m	M		agree-flagged
f27_L09	33	f	M		agree-flagged
f27_L09	34	#	M		agree-flagged
f27_L09	35	g	M		agree-flagged
f27_L09	36	v	M		agree-flagged
f27_L09	37	8	M		agree-flagged
f27_L09	38	7	M		agree-flagged
f27_L09	39	o	M	B:0	differ
f27_L09	40	c	M		agree-flagged
f27_L09	41	8	M		agree-flagged
f27_L09	42	x	M		agree-flagged
f27_L09	43	u	M		agree-flagged
f27_L09	44	g	M		agree-flagged
f27_L09	45	π	M		agree-flagged
f27_L09	46	///	M		agree-flagged
f27_L09	47	8	M		agree-flagged
f27_L09	48	g	M		agree-flagged
f27_L09	49	#	M		agree-flagged
f27_L09	50	π	M		agree-flagged
f27_L09	51	v	M		agree-flagged
f27_L09	52	y	M	A:-	gap
f27_L09	53	v	M		agree-flagged
f27_L09	54	:	M	B:-	gap
f27_L09	55	ſ	M	B:-	gap
f27_L09	56	#	M		agree-flagged
f27_L10	1	r	M		agree-flagged
f27_L10	2	c	M		agree-flagged
f27_L10	3	^	M	B:-	gap
f27_L10	4	g	M		agree-flagged
f27_L10	5	t	M		agree-flagged
f27_L10	6	π	M		agree-flagged
f27_L10	7	ß	M		agree-flagged
f27_L10	8	E	M		agree-flagged
f27_L10	9	X	M	B:x	differ
f27_L10	10	///	M		agree-flagged
f27_L10	11	y	M		agree-flagged
f27_L10	12	j	M		agree-flagged
f27_L10	13	o	M		agree-flagged
f27_L10	14	⊡	M	B:T	differ
f27_L10	15	∞	M		agree-flagged
f27_L10	16	+	M	B:t	differ
f27_L10	17	o	M		agree-flagged
f27_L10	18	f	M		agree-flagged
f27_L10	19	^	M	B:ſ	differ
f27_L10	20	g	M		agree-flagged
f27_L10	21	4	M		agree-flagged
f27_L10	22	∂	M	B:y	differ
f27_L10	23	//	M		agree-flagged
f27_L10	24	π	M		agree-flagged
f27_L10	25	u	M		agree-flagged
f27_L10	26	i	M	A:-	gap
f27_L10	27	10	M	B:o	differ
f27_L10	28	g	M		agree-flagged
f27_L10	29	ſ	M		agree-flagged
f27_L10	30	o	M		agree-flagged
f27_L10	31	4	M	B:+	differ
f27_L10	32	b	M	B:ß	differ
f27_L10	33	8	M		agree-flagged
f27_L10	34	v	M		agree-flagged
f27_L10	35	f	M		agree-flagged
f27_L10	36	n	M		agree-flagged
f27_L10	37	X	M	B:x	differ
f27_L10	38	11	M	B://	differ
f27_L10	39	t	M		agree-flagged
f27_L10	40	o	M		agree-flagged
f27_L10	41	g	M	B:¢	differ
f27_L10	42	v	M		agree-flagged
f27_L10	43	8	M		agree-flagged
f27_L10	44	E	M	B:3	differ
f27_L10	45	8	M		agree-flagged
f27_L10	46	4	M	B:+	differ
f27_L10	47	f	M		agree-flagged
f27_L10	48	8	M	B:ß	differ
f27_L10	49	=	M		agree-flagged
f27_L10	50	///	M		agree-flagged
f27_L10	51	o	M		agree-flagged
f27_L10	52	g	M		agree-flagged
f27_L11	1	x	M	A:-	gap
f27_L11	2	x	M	A:-	gap
f27_L11	3	x	M	A:-	gap
f27_L11	4	xxxi	M	B:i	differ
f27_L11	5	g	M		agree-flagged
f27_L11	6	f	M	B:-	gap
f27_L11	7	^	M	B:ſ	differ
f27_L11	8	t	M		agree-flagged
f27_L11	9	o	M		agree-flagged
f27_L11	10	w	M		agree-flagged
f27_L11	11	v	M		agree-flagged
f27_L11	12	π	M		agree-flagged
f27_L11	13	#	M	B:⊥	differ
f27_L11	14	v	M		agree-flagged
f27_L11	15	f	M		agree-flagged
f27_L11	16	b	M	B:-	gap
f27_L11	17	f	M	B:ß	differ
f27_L11	18	#	M		agree-flagged
f27_L11	19	∂	M	B:y	differ
f27_L11	20	4	M		agree-flagged
f27_L11	21	v	M		agree-flagged
f27_L11	22	f	M		agree-flagged
f27_L11	23	g	M		agree-flagged
f27_L11	24	T	M	B:t	differ
f27_L11	25	g	M		agree-flagged
f27_L11	26	8	M	B:ſ	differ
f27_L11	27	T	M	B:t	differ
f27_L11	28	g	M		agree-flagged
f27_L11	29	f	M	B:ſ	differ
f27_L11	30	^	M	B:v	differ
f27_L11	31	n	M		agree-flagged
f27_L11	32	g	M		agree-flagged
f27_L11	33	f	M		agree-flagged
f27_L11	34	///	M		agree-flagged
f27_L11	35	o	M		agree-flagged
f27_L11	36	X	M	B:x	differ
f27_L11	37	⊡	M	B:T	differ
f27_L11	38	∞	M		agree-flagged
f27_L11	39	+	M		agree-flagged
f27_L11	40	f	M	B:x	differ
f27_L11	41	θ	M	B:¢	differ
f27_L11	42	o	M		agree-flagged
f27_L11	43	=	M		agree-flagged
f27_L11	44	¢	M		agree-flagged
f27_L11	45	8	M	B:ſ	differ
f27_L11	46	1	M	B:i	differ
f27_L11	47	∂	M		agree-flagged
f27_L11	48	///	M	B:m	differ
f27_L11	49	b	M	B:ß	differ
f27_L11	50	π	M		agree-flagged
f27_L11	51	T	M	B:t	differ
f27_L11	52	m	M	B:∞	differ
