line	position	group	confidence
f10_L4	10	84	M
f10_L5	1	2249	L
f10_L5	2	1794	L
f10_L5	3	91183	L
f10_L5	4	24184	L
f10_L5	5	9602	L
f10_L5	6	5116	L
f10_L5	7	91251	L
f10_L5	8	61931	L
f10_L5	9	74	M
f10_L5	10	054	L
f10_L6	1	2426	L
f10_L6	2	2961	L
f10_L6	3	8842	L
f10_L6	4	0022	L
f10_L6	5	94	M
f10_L6	6	1948	L
f10_L6	7	1810	L
f10_L6	8	1733	L
f10_L6	9	911	L
f10_L6	10	6152	L
f10_L6	11	020	L
f10_L7	1	1751	L
f10_L7	2	6179	L
f10_L7	3	2091	L
f10_L7	4	750	L
f10_L7	5	1740	L
f10_L7	6	5493	L
f10_L7	7	9185	L
f10_L7	8	707~	M
f10_L7	9	2816	L
f10_L8	1	[PLAIN:"sera Dio la causa mi che me bene che sappia pheron"]	M
f10_L9	1	[PLAIN:"niewa umodia"]	L
