line	position	group	confidence
f9r_L13	2	m	medium
f9r_L13	3	60	high
f9r_L13	4	#121	low
f9r_L13	5	i	low
f9r_L13	6	i	low
f9r_L13	7	F	low
f9r_L13	8	x	medium
f9r_L13	9	¨4	medium
f9r_L13	10	190	high
f9r_L14	1	_7	high
f9r_L14	2	d	medium
f9r_L14	3	tt	medium
f9r_L14	4	_23	high
f9r_L14	5	X	high
f9r_L14	6	d	medium
f9r_L14	7	ff	medium
f9r_L14	8	mm	medium
f9r_L14	9	36	high
f9r_L14	10	¨[cut]	low
f9r_L15	1	60	high
f9r_L15	2	tt	medium
f9r_L15	3	_19	high
f9r_L15	4	_u	medium
f9r_L15	5	I	medium
f9r_L15	6	_6	high
f9r_L15	7	60	high
f9r_L15	8	149	high
f9r_L15	9	36	high
f9v_L01	1	31	high
f9v_L01	2	mm	medium
f9v_L01	3	_21	high
f9v_L01	4	33	high
f9v_L01	5	n	low
f9v_L01	6	_13	high
f9v_L01	7	ff	medium
f9v_L01	8	71	high
f9v_L01	9	71	high
f9v_L01	10	_77	high
f9v_L02	1	36	high
f9v_L02	2	40	high
f9v_L02	3	n	low
f9v_L02	4	3	medium
f9v_L02	5	_13	high
f9v_L02	6	X	high
f9v_L02	7	mm	medium
f9v_L02	8	55	high
f9v_L02	9	_48	high
f9v_L02	10	11	medium
f9v_L03	1	ff	low
f9v_L03	2	_27	high
f9v_L03	3	n	low
f9v_L03	4	_21	high
f9v_L03	5	_11	medium
f9v_L03	6	ff	medium
f9v_L03	7	33	high
f9v_L03	8	tt	medium
f9v_L03	9	mm	medium
f9v_L03	10	_11	medium
f9v_L04	1	7	high
f9v_L04	2	ff	medium
f9v_L04	3	41	high
f9v_L04	4	_13	high
f9v_L04	5	X	high
f9v_L04	6	mm	medium
f9v_L04	7	33	high
f9v_L04	8	_d	medium
f9v_L04	9	73	high
f9v_L04	10	X	low
f9v_L05	1	tt	medium
f9v_L05	2	mm	medium
f9v_L05	3	_11	medium
f9v_L05	4	z	low
f9v_L05	5	m	medium
f9v_L05	6	n	low
f9v_L05	7	80	high
f9v_L05	8	_T	medium
f9v_L05	9	m=	medium
f9v_L05	10	d	medium
f9v_L05	11	ff	medium
f9v_L06	1	m	medium
f9v_L06	2	_28	high
f9v_L06	3	X	high
f9v_L06	4	mm	medium
f9v_L06	5	_41	high
f9v_L06	6	d	medium
f9v_L06	7	96	high
f9v_L06	8	ø	low
f9v_L06	9	41	low
f9v_L07	1	39	high
f9v_L07	2	n	low
f9v_L07	3	d	medium
f9v_L07	4	ff	medium
f9v_L07	5	_16	high
f9v_L07	6	_13	high
f9v_L07	7	X	high
f9v_L07	8	mm	medium
f9v_L07	9	m	medium
f9v_L07	10	60	high
f9v_L08	1	_26	high
f9v_L08	2	72	high
f9v_L08	3	I	medium
f9v_L08	4	23	high
f9v_L08	5	_13	high
f9v_L08	6	_21	high
f9v_L08	7	46	high
f9v_L08	8	_49	high
f9v_L09	1	33	high
f9v_L09	2	ff	medium
f9v_L09	3	_17	high
f9v_L09	4	36	high
f9v_L09	5	_10	high
f9v_L09	6	_52	high
f9v_L09	7	d	medium
f9v_L09	8	ff	medium
f9v_L09	9	60	high
f9v_L10	1	_6	high
f9v_L10	2	m=	medium
f9v_L10	3	61	high
f9v_L10	4	_16	high
f9v_L10	5	mm	medium
f9v_L10	6	_13	high
f9v_L10	7	n	low
f9v_L10	8	_28	high
f9v_L10	9	d	low
f9v_L11	1	mm	medium
f9v_L11	2	115	high
f9v_L11	3	168	high
f9v_L11	4	m	medium
f9v_L11	5	m=	medium
f9v_L11	6	61	high
f9v_L11	clear	et demesnag	medium
f9v_L12	clear	ensorte toutes parolles	medium
f9v_L12	1	_6	high
f9v_L12	2	67	high
f9v_L12	3	n	low
f9v_L12	4	d	low
