line	position	group	confidence
f9_L9	12	11	medium
f9_L9	13	u	medium
f9_L9	14	_28	high
f9_L9	15	u	medium
f9_L9	16	11	medium
f9_L10	1	36	high
f9_L10	2	_26	high
f9_L10	3	q	low
f9_L10	4	m	high
f9_L10	5	_26	high
f9_L10	6	4	high
f9_L10	7	m	high
f9_L10	8	3	high
f9_L10	9	_11	high
f9_L10	10	11	medium
f9_L10	11	_16	high
f9_L10	12	d	medium
f9_L10	13	db	medium
f9_L11	1	_43	high
f9_L11	2	m	high
f9_L11	3	23	high
f9_L11	4	23	high
f9_L11	5	_11	high
f9_L11	6	_51	high
f9_L11	7	db	medium
f9_L11	8	36	high
f9_L11	9	I	medium
f9_L11	10	m	high
f9_L11	11	115	high
f9_L11	12	60	high
f9_L12	1	33	high
f9_L12	2	db	medium
f9_L12	3	4	high
f9_L12	4	64	high
f9_L12	5	_17	high
f9_L12	6	q	medium
f9_L12	7	db	medium
f9_L12	8	_15	high
f9_L12	9	db	medium
f9_L12	10	11	medium
f9_L12	11	_12	high
f9_L12	12	d	medium
f9_L12	13	db	medium
f9_L13	1	61	high
f9_L13	2	71	high
f9_L13	3	33	high
f9_L13	4	db	medium
f9_L13	5	_16	high
f9_L13	6	I	medium
f9_L13	7	_26	high
f9_L13	8	_10	high
f9_L13	9	74	high
f9_L13	10	m	high
f9_L13	11	#	low
f9_L13	12	61	high
f9_L14	1	_o	low
f9_L14	2	I	medium
f9_L14	3	mm	medium
f9_L14	4	m	high
f9_L14	5	u	medium
f9_L14	6	100	high
f9_L14	7	_17	high
f9_L14	8	d	medium
f9_L14	9	m	high
f9_L14	10	#	low
f9_L14	11	61	high
f9_L14	12	m	high
f9_L14	13	_50	high
f9_L15	1	26	high
f9_L15	2	m	high
f9_L15	3	#	low
f9_L15	4	61	high
f9_L15	5	95	high
f9_L15	6	31	high
f9_L15	7	mm	medium
f9_L15	8	_21	high
f9_L15	9	144	high
f9_L15	10	11	medium
f9_L15	11	_16	high
f9_L15	12	ä	low
f9_L16	clear	nayant pas en sorte	high
f9_L16	1	I	low
f9_L16	2	_15	high
f9_L16	3	_22	high
f9_L16	4	11	medium
f9_L16	5	_42	high
f10_L1	clear	quitte ne prennent	low
f10_L1	1	d	medium
f10_L1	2	_10	high
f10_L1	3	db	medium
f10_L1	4	3	high
f10_L1	5	11	medium
f10_L1	6	36	high
f10_L1	7	_18	high
f10_L1	8	db	medium
f10_L1	9	_o	low
f10_L1	10	X	medium
f10_L1	11	11	medium
f10_L2	clear	aisement	high
f10_L2	1	_o	low
f10_L2	2	I	medium
f10_L2	3	_22	high
f10_L2	4	36	high
f10_L2	5	23	high
f10_L2	6	60	high
f10_L2	7	X	medium
f10_L2	8	_11	high
f10_L2	9	m	high
f10_L2	10	62	high
f10_L3	1	X	medium
f10_L3	2	40	high
f10_L3	3	db	medium
f10_L3	4	_21	high
f10_L3	clear	Et ce nest pas chose aisee de	high
f10_L3	5	ä	low
f10_L3	6	£	low
f10_L4	1	_11	high
f10_L4	2	#	low
f10_L4	3	ä	low
f10_L4	4	d	medium
f10_L4	5	71	high
f10_L4	6	I	medium
f10_L4	7	65	high
f10_L4	8	m	high
f10_L4	9	d	medium
f10_L4	10	_11	high
f10_L4	11	61	high
f10_L4	12	db	medium
f10_L4	13	_27	high
f10_L4	14	db	medium
f10_L5	1	36	high
f10_L5	2	_23	high
f10_L5	3	u	medium
f10_L5	4	11	medium
f10_L5	5	72	high
f10_L5	6	36	high
f10_L5	7	33	high
f10_L5	8	db	medium
f10_L5	9	_16	high
f10_L5	10	I	medium
f10_L5	11	_26	high
f10_L5	12	I	medium
f10_L6	1	u	medium
f10_L6	2	db	medium
f10_L6	3	36	high
f10_L6	4	_28	high
f10_L6	5	X	medium
f10_L6	6	I	medium
f10_L6	7	d	medium
f10_L6	8	mm	medium
f10_L6	9	u	medium
f10_L6	10	db	medium
f10_L6	11	_11	high
f10_L6	12	11	medium
f10_L6	13	I	medium
f10_L7	1	4	high
f10_L7	2	mm	medium
f10_L7	3	m	high
f10_L7	4	u	medium
f10_L7	5	144	high
f10_L7	6	_7	high
f10_L7	7	_7	high
f10_L7	8	u	medium
f10_L7	9	mm	medium
f10_L7	10	38	high
f10_L7	11	db	medium
f10_L7	12	71	high
f10_L7	13	I	medium
f10_L8	1	_16	high
f10_L8	2	11	medium
f10_L8	3	m	high
f10_L8	4	o	low
f10_L8	5	41	high
f10_L8	6	4	high
f10_L8	7	_22	high
f10_L8	8	q	medium
f10_L8	9	db	medium
f10_L8	10	11	medium
f10_L8	11	m	high
f10_L8	12	u	medium
f10_L8	13	72	high
f10_L8	14	£	low
f10_L9	1	41	high
f10_L9	2	17	high
f10_L9	3	66	high
f10_L9	4	d	medium
f10_L9	5	mm	medium
f10_L9	6	_7	high
f10_L9	7	q	medium
f10_L9	8	db	medium
f10_L9	9	11	medium
f10_L9	10	mm	medium
f10_L9	11	_3	high
f10_L9	12	I	medium
f10_L10	1	_21	high
f10_L10	2	_o	low
f10_L10	3	I	medium
f10_L10	4	31	high
f10_L10	5	u	medium
f10_L10	6	Z	low
f10_L10	7	_7	high
f10_L10	8	60	high
f10_L10	9	23	high
f10_L10	10	_13	high
f10_L10	11	4	high
f10_L11	1	51	high
f10_L11	2	db	medium
f10_L11	3	mm	medium
f10_L11	4	31	high
f10_L11	5	11	medium
f10_L11	6	mm	medium
f10_L11	7	_18	high
f10_L11	8	db	medium
f10_L11	9	m	high
f10_L11	10	o	low
f10_L11	11	_43	high
f10_L11	clear	et de	high
f10_L12	clear	nestre point suopris	medium
f10_L12	1	d	medium
f10_L12	2	_o	low
f10_L12	3	I	medium
f10_L12	4	61	high
f10_L12	5	11	medium
f10_L12	6	m	high
f10_L12	7	11	medium
f10_L13	1	_19	high
f10_L13	2	_10	high
f10_L13	3	db	medium
f10_L13	4	31	high
f10_L13	5	11	medium
f10_L13	6	_6	high
f10_L13	7	61	high
f10_L13	8	11	medium
f10_L13	9	15	low
f10_L13	10	64	high
f10_L13	11	q	medium
f10_L13	12	#	low
f10_L13	13	ä	low
f10_L14	1	38	high
f10_L14	2	db	medium
f10_L14	3	71	high
f10_L14	4	_13	high
f10_L14	5	db	medium
f10_L14	6	mm	medium
f10_L14	7	_6	high
f10_L14	8	m	high
f10_L14	9	61	high
f10_L14	10	m	high
f10_L14	11	u	medium
f10_L14	12	_10	high
f10_L14	13	60	high
f10_L15	1	u	medium
f10_L15	2	4	high
f10_L15	3	_23	high
f10_L15	4	_12	high
f10_L15	5	_21	high
f10_L15	6	d	medium
f10_L15	7	db	medium
f10_L15	8	_22	high
f10_L15	9	d	medium
f10_L15	10	_11	high
f10_L15	11	38	high
f10_L15	12	61	high
f10_L16	1	_o	low
f10_L16	2	q	medium
f10_L16	3	db	medium
f10_L16	4	11	medium
f10_L16	5	d	medium
f10_L16	6	mm	medium
f10_L16	7	_19	high
f10_L16	8	I	medium
f10_L16	9	61	high
f10_L16	10	11	medium
f10_L16	11	23	high
f10_L16	12	_12	high
f10_L16	13	mm	medium
f10_L17	1	36	high
f10_L17	2	62	high
f10_L17	3	db	medium
f10_L17	4	40	high
f10_L17	5	db	medium
f10_L17	6	_21	high
f10_L17	clear	selon touttes sortes	high
f10_L18	clear	dapparences nous aurons dans ce jour dece	medium
