# tools/print_check.py, 24 Sep 2026. A search result, not a novelty verdict (CLAUDE.md rule 10).
phrase	source	result	detail	url
desja je vous ay mande ce qui s'est	ia:lettresducardina09maza	no hits	cached sources/ia-fulltext/print-check/lettresducardina09maza_djvu.txt.gz; 	https://archive.org/details/lettresducardina09maza
en devrez parler a leurs altesses royalles	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
parler a leurs altesses royales	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
de la verite desquelles il importeroit	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
se retirer du maniement des affaires	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
retirer du maniement des affaires	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
mesintelligence d'entre le filz et la mere	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
mesintelligence entre le fils et la mere	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
leurs principaux ministres	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
quelle peut estre l'inclination	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
quelle affection du filz	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
qu'on dit de la mesintelligence	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
il est du service du roy que vous nous mandiez	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
desja je vous ay mande ce qui s'est	ia:recueildesinstr00diplgoog	no hits	cached sources/ia-fulltext/print-check/recueildesinstr00diplgoog_djvu.txt.gz; 	https://archive.org/details/recueildesinstr00diplgoog
en devrez parler a leurs altesses royalles	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
parler a leurs altesses royales	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
de la verite desquelles il importeroit	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
se retirer du maniement des affaires	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
retirer du maniement des affaires	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
mesintelligence d'entre le filz et la mere	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
mesintelligence entre le fils et la mere	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
leurs principaux ministres	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
quelle peut estre l'inclination	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
quelle affection du filz	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
qu'on dit de la mesintelligence	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
il est du service du roy que vous nous mandiez	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
desja je vous ay mande ce qui s'est	ia:storiadelregnoe02clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe02clargoog
en devrez parler a leurs altesses royalles	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
parler a leurs altesses royales	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
de la verite desquelles il importeroit	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
se retirer du maniement des affaires	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
retirer du maniement des affaires	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
mesintelligence d'entre le filz et la mere	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
mesintelligence entre le fils et la mere	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
leurs principaux ministres	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
quelle peut estre l'inclination	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
quelle affection du filz	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
qu'on dit de la mesintelligence	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
il est du service du roy que vous nous mandiez	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
desja je vous ay mande ce qui s'est	ia:storiadelregnoe00clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe00clargoog
en devrez parler a leurs altesses royalles	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
parler a leurs altesses royales	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
de la verite desquelles il importeroit	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
se retirer du maniement des affaires	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
retirer du maniement des affaires	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
mesintelligence d'entre le filz et la mere	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
mesintelligence entre le fils et la mere	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
leurs principaux ministres	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
quelle peut estre l'inclination	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
quelle affection du filz	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
qu'on dit de la mesintelligence	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
il est du service du roy que vous nous mandiez	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
desja je vous ay mande ce qui s'est	ia:storiadelregnoe01clargoog	no hits	downloaded djvu text; 	https://archive.org/details/storiadelregnoe01clargoog
en devrez parler a leurs altesses royalles	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22en%20devrez%20parler%20a%20leurs%20altesses%20royalles%22&identifier=storiadellaregg00clargoog
parler a leurs altesses royales	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22parler%20a%20leurs%20altesses%20royales%22&identifier=storiadellaregg00clargoog
de la verite desquelles il importeroit	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22de%20la%20verite%20desquelles%20il%20importeroit%22&identifier=storiadellaregg00clargoog
se retirer du maniement des affaires	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22se%20retirer%20du%20maniement%20des%20affaires%22&identifier=storiadellaregg00clargoog
retirer du maniement des affaires	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22retirer%20du%20maniement%20des%20affaires%22&identifier=storiadellaregg00clargoog
mesintelligence d'entre le filz et la mere	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22mesintelligence%20d%27entre%20le%20filz%20et%20la%20mere%22&identifier=storiadellaregg00clargoog
mesintelligence entre le fils et la mere	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22mesintelligence%20entre%20le%20fils%20et%20la%20mere%22&identifier=storiadellaregg00clargoog
leurs principaux ministres	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22leurs%20principaux%20ministres%22&identifier=storiadellaregg00clargoog
quelle peut estre l'inclination	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22quelle%20peut%20estre%20l%27inclination%22&identifier=storiadellaregg00clargoog
quelle affection du filz	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22quelle%20affection%20du%20filz%22&identifier=storiadellaregg00clargoog
qu'on dit de la mesintelligence	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22qu%27on%20dit%20de%20la%20mesintelligence%22&identifier=storiadellaregg00clargoog
il est du service du roy que vous nous mandiez	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22il%20est%20du%20service%20du%20roy%20que%20vous%20nous%20mandiez%22&identifier=storiadellaregg00clargoog
desja je vous ay mande ce qui s'est	ia:storiadellaregg00clargoog	no hits	djvu text not available (HTTP 500); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22desja%20je%20vous%20ay%20mande%20ce%20qui%20s%27est%22&identifier=storiadellaregg00clargoog
en devrez parler a leurs altesses royalles	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
parler a leurs altesses royales	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
de la verite desquelles il importeroit	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
se retirer du maniement des affaires	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
retirer du maniement des affaires	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
mesintelligence d'entre le filz et la mere	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
mesintelligence entre le fils et la mere	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
leurs principaux ministres	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
quelle peut estre l'inclination	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
quelle affection du filz	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
qu'on dit de la mesintelligence	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
il est du service du roy que vous nous mandiez	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
desja je vous ay mande ce qui s'est	ia:memoiresdelouish02brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish02brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish02brie
en devrez parler a leurs altesses royalles	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
parler a leurs altesses royales	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
de la verite desquelles il importeroit	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
se retirer du maniement des affaires	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
retirer du maniement des affaires	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
mesintelligence d'entre le filz et la mere	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
mesintelligence entre le fils et la mere	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
leurs principaux ministres	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
quelle peut estre l'inclination	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
quelle affection du filz	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
qu'on dit de la mesintelligence	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
il est du service du roy que vous nous mandiez	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
desja je vous ay mande ce qui s'est	ia:memoiresdelouish03brie	no hits	cached sources/ia-fulltext/print-check/memoiresdelouish03brie_djvu.txt.gz; 	https://archive.org/details/memoiresdelouish03brie
en devrez parler a leurs altesses royalles	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22en%20devrez%20parler%20a%20leurs%20altesses%20royalles%22
parler a leurs altesses royales	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22parler%20a%20leurs%20altesses%20royales%22
de la verite desquelles il importeroit	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22de%20la%20verite%20desquelles%20il%20importeroit%22
se retirer du maniement des affaires	ia-global	13 item(s)	oeuvres_plutarque_tome_cinquieme (Oeuvres De Plutarque Tome Cinquieme); BulletinDeLaSocLettresCorreze8 (Bulletin de la Société des lettres, sciences et ar); mauriceetbarnev00pringoog (Maurice et Barnevelt : étude historique); mmoirescomplet04sainrich (Mémoires complets et authentiques du duc de Saint-); mmoirescomplet04sainuoft (Mémoires complets et authentiques, sur le sièvle d)	https://be-api.us.archive.org/fts/v1/search?q=%22se%20retirer%20du%20maniement%20des%20affaires%22
retirer du maniement des affaires	ia-global	27 item(s)	mmoirespourserv01grifgoog (Mémoires pour servir à l'histoire universelle de l); lettresmmoirese00dorcgoog (Lettres, mémoires et négociations du chevalier C); lettresmemoirese01carl (Lettres, memoires et negociations du chevalier Car); oeuvres_plutarque_tome_cinquieme (Oeuvres De Plutarque Tome Cinquieme); bub_gb_sWjongbPQowC (Oeuvres de Plutarque. Tome premier vingtdeuxieme O)	https://be-api.us.archive.org/fts/v1/search?q=%22retirer%20du%20maniement%20des%20affaires%22
mesintelligence d'entre le filz et la mere	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22mesintelligence%20d%27entre%20le%20filz%20et%20la%20mere%22
mesintelligence entre le fils et la mere	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22mesintelligence%20entre%20le%20fils%20et%20la%20mere%22
leurs principaux ministres	ia-global	525 item(s)	universalperpetu00garg (A project of universal and perpetual peace); bwb_T5-CVT-935 (A Project of Universal and perpetual peace); projectofunivers0000garg (A project of universal and perpetual peace); EL048_L_1968_06_046_01_1_PF_02 (Élections législatives de 1968, Lot - 46, circonsc); francesoir (France-Soir from 1944-08-22 to 1948-06-30)	https://be-api.us.archive.org/fts/v1/search?q=%22leurs%20principaux%20ministres%22
quelle peut estre l'inclination	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22quelle%20peut%20estre%20l%27inclination%22
quelle affection du filz	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22quelle%20affection%20du%20filz%22
qu'on dit de la mesintelligence	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22qu%27on%20dit%20de%20la%20mesintelligence%22
il est du service du roy que vous nous mandiez	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22il%20est%20du%20service%20du%20roy%20que%20vous%20nous%20mandiez%22
desja je vous ay mande ce qui s'est	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22desja%20je%20vous%20ay%20mande%20ce%20qui%20s%27est%22
en devrez parler a leurs altesses royalles	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22en%20devrez%20parler%20a%20leurs%20altesses%20royalles%22&country=US&maxResults=10
parler a leurs altesses royales	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22parler%20a%20leurs%20altesses%20royales%22&country=US&maxResults=10
de la verite desquelles il importeroit	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22de%20la%20verite%20desquelles%20il%20importeroit%22&country=US&maxResults=10
se retirer du maniement des affaires	gbooks	300 volume(s)	WINyEQAAQBAJ  ; 9KpeAAAAcAAJ Les Vies Des Hommes Illvstres Grecs et R 1619; FkFmAAAAcAAJ Les Vies Des Hommes Illustres Grecs Et R 1575; Y75lAAAAcAAJ Les Vies des hommes illustres, Grecs et  1574; CZC6O3hn4GkC Maurice et Barnevelt 1875	https://www.googleapis.com/books/v1/volumes?q=%22se%20retirer%20du%20maniement%20des%20affaires%22&country=US&maxResults=10
retirer du maniement des affaires	gbooks	300 volume(s)	WINyEQAAQBAJ  ; kjyQbynRzYYC Les oeuvres morales & meslées de Plutarq 1572; B0I6AQAAMAAJ Annales du Sénat et du Corps législatif 1866; FkFmAAAAcAAJ Les Vies Des Hommes Illustres Grecs Et R 1575; CZC6O3hn4GkC Maurice et Barnevelt 1875	https://www.googleapis.com/books/v1/volumes?q=%22retirer%20du%20maniement%20des%20affaires%22&country=US&maxResults=10
mesintelligence d'entre le filz et la mere	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22mesintelligence%20d%27entre%20le%20filz%20et%20la%20mere%22&country=US&maxResults=10
mesintelligence entre le fils et la mere	gbooks	1 volume(s)	BQY5J_qA1BEC Paris monumental et historique 1850	https://www.googleapis.com/books/v1/volumes?q=%22mesintelligence%20entre%20le%20fils%20et%20la%20mere%22&country=US&maxResults=10
leurs principaux ministres	gbooks	300 volume(s)	aNBnAAAAMAAJ Recueil des instructions données aux amb 1924; SsTXeXYKQKkC Dictionaire historique des auteurs ecclé 1767; ce9gBMATFf0C Recueil des instructions données aux amb 1884; ZFJHVa8rkQ8C Recueil des instructions données aux amb 1889; HR94z-bCA-MC L'ambassadeur et ses fonctions par Monsi 1715	https://www.googleapis.com/books/v1/volumes?q=%22leurs%20principaux%20ministres%22&country=US&maxResults=10
quelle peut estre l'inclination	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22quelle%20peut%20estre%20l%27inclination%22&country=US&maxResults=10
quelle affection du filz	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22quelle%20affection%20du%20filz%22&country=US&maxResults=10
qu'on dit de la mesintelligence	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22qu%27on%20dit%20de%20la%20mesintelligence%22&country=US&maxResults=10
il est du service du roy que vous nous mandiez	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22il%20est%20du%20service%20du%20roy%20que%20vous%20nous%20mandiez%22&country=US&maxResults=10
desja je vous ay mande ce qui s'est	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22desja%20je%20vous%20ay%20mande%20ce%20qui%20s%27est%22&country=US&maxResults=10
