id	kind	cluster	dist
f104_05_015	sign	52	6.599
f104_05_016	sign	28	6.835
f104_05_017	sign	13	7.194
f104_05_018	sign	5	3.541
f104_05_019	sign	17	4.965
f104_06_001	sign	24	5.497
f104_06_002	sign	35.0	4.786
f104_06_003	sign	33	5.641
f104_06_004	sign	57	4.142
f104_06_005	sign	56	5.953
f104_06_006	sign	57	3.836
f104_06_007	sign	7	3.974
f104_06_008	sign	28	5.650
f104_06_009	sign	7	3.952
f104_06_010	sign	18	4.218
f104_06_011	sign	21	4.849
f104_06_012	sign	30	6.292
f104_06_013	sign	43	5.281
f104_06_014	sign	32.2.1	5.022
f104_07_001	sign	11	4.638
f104_07_002	sign	5	5.979
f104_07_003	sign	37	6.663
f104_07_004	sign	40	5.257
f104_07_005	sign	20	3.760
f104_07_006	sign	59	4.920
f104_07_007	sign	2.2	5.245
f104_08_001	sign	19.1	4.194
f104_08_002	sign	7	4.887
f104_08_003	sign	26	4.639
f104_08_004	sign	57	4.057
f104_08_005	sign	45	4.569
f104_08_006	sign	29	6.277
f104_08_007	sign	19.2	3.011
f104_08_008	sign	20	3.487
f104_08_009	sign	36	4.465
f104_09_001	sign	27	6.225
f104_09_002	sign	21	4.999
f104_09_003	sign	57	4.966
f104_09_004	sign	29	6.416
f104_09_005	sign	36	5.472
f104_09_006	sign	42	5.836
f104_09_007	sign	31	4.428
f104_09_008	sign	0	6.110
f104_09_009	sign	32.1	3.811
f104_10_001	sign	6	3.229
f104_10_002	sign	42	5.345
f104_10_003	sign	5	4.589
f104_10_004	sign	26	3.777
f104_10_005	sign	59	4.443
f104_10_006	sign	20	3.091
f104_10_007	sign	8	6.295
f104_10_008	sign	28	6.161
f104_10_009	sign	20	3.513
f104_10_010	sign	39	6.872
f104_11_001	sign	55	5.193
f104_11_002	sign	30	5.539
f104_11_003	sign	26	5.062
f104_11_004	sign	4	7.325
f104_11_005	sign	26	4.433
f104_11_006	sign	36	4.031
f104_11_007	sign	2.1	4.356
f104_11_008	sign	0	3.754
f104_12_001	sign	41	5.640
f104_12_002	sign	54	5.915
f104_12_003	sign	46	3.184
f104_12_004	sign	19.4	0.000
f104_12_005	sign	21	5.683
f104_12_006	sign	11	6.805
f104_12_007	sign	20	3.775
f104_12_008	sign	33	6.130
f104_12_009	sign	19.5.0	1.893
f104_12_010	sign	56	4.920
f104_12_011	sign	3	5.896
f104_12_012	sign	21	5.897
f104_12_013	sign	38	5.566
f104_12_014	sign	21	6.122
f104_13_001	sign	5	5.491
f104_13_002	sign	10	2.657
f104_13_003	sign	10	4.138
f104_13_004	sign	10	2.515
f104_13_005	sign	10	2.116
f104_13_006	sign	10	2.543
f104_13_007	sign	10	2.924
f104_13_008	sign	10	2.931
f104_13_009	sign	34	4.432
f104_13_010	sign	34	3.350
f104_13_011	sign	33	3.620
f104_13_012	sign	0	3.393
f104_13_013	sign	34	3.150
f104_13_014	sign	33	4.227
f104_13_015	sign	33	4.410
f105_01_001	sign	1	3.231
f105_01_002	sign	35.1	5.514
f105_01_003	sign	38	6.385
f105_01_004	sign	20	4.157
f105_01_005	sign	43	5.623
f105_01_006	sign	46	5.721
f105_01_007	sign	46	3.444
f105_01_008	sign	14	5.624
f105_02_001	sign	18	4.317
f105_02_002	sign	39	5.243
f105_02_003	sign	14	5.220
f105_02_004	sign	27	4.188
f105_02_005	sign	14	3.678
f105_02_006	sign	18	4.012
f105_02_007	sign	50.1	6.023
f105_02_008	sign	25	7.316
f105_02_009	sign	8	6.777
f105_02_010	sign	29	6.822
f105_02_011	sign	45	4.467
f105_02_012	sign	9	5.518
f105_02_013	sign	47.0	3.387
f105_02_014	sign	49.1	3.081
f105_02_015	sign	14	6.031
f105_02_016	sign	17	4.854
f105_02_017	sign	49.0	5.373
f105_02_018	sign	48	4.722
f105_02_019	sign	50.1	6.809
f105_02_020	sign	50.1	4.962
f105_02_021	sign	50.2	3.826
f105_02_022	sign	17	4.603
f105_02_023	sign	21	4.994
f105_02_024	sign	47.0	4.355
f105_02_025	sign	14	6.596
f105_03_001	sign	53	7.141
f105_03_002	sign	0	3.361
f105_03_003	sign	27	5.296
f105_03_004	sign	53	6.930
f105_03_005	sign	23	5.892
f105_03_006	sign	31	3.640
f105_03_007	sign	17	4.461
f105_03_008	sign	14	5.433
f105_03_009	sign	6	4.255
f105_03_010	sign	29	4.486
f105_03_011	sign	53	6.243
f105_03_012	sign	48	5.545
f105_03_013	sign	3	5.230
f105_03_014	sign	21	5.951
f105_03_015	sign	19.8	2.874
f105_03_016	sign	18	2.608
f105_03_017	sign	59	7.171
f105_03_018	sign	14	6.417
f105_03_019	sign	14	6.321
f105_03_020	sign	20	4.060
f105_03_021	sign	37	7.039
f105_03_022	sign	15	6.624
f105_03_023	sign	14	6.633
f105_03_024	sign	17	6.350
f105_03_025	sign	48	6.118
f105_04_001	sign	27	7.205
f105_04_002	sign	21	4.089
f105_04_003	sign	52	4.059
f105_04_004	sign	38	4.871
f105_04_005	sign	13	6.286
f105_04_006	sign	1	4.432
f105_04_007	sign	32.2.0	5.144
f105_05_001	sign	41	5.299
f105_05_002	sign	22	6.426
f105_05_003	sign	20	3.495
f105_05_004	sign	31	5.542
f105_05_005	sign	4	6.491
f105_05_006	sign	44	6.890
f105_05_007	sign	7	5.660
f105_05_008	sign	12	4.750
f105_05_009	sign	43	4.948
f105_05_010	sign	3	5.598
f105_05_011	sign	59	4.787
f105_05_012	sign	33	4.328
f105_06_001	sign	0	3.184
f105_06_002	sign	25	6.357
f105_06_003	sign	25	3.941
f105_06_004	sign	1	3.556
f105_06_005	sign	29	6.049
f105_07_001	sign	24	5.459
f105_07_002	sign	35.0	3.616
f105_07_003	sign	1	5.235
f105_07_004	sign	28	4.672
f105_07_005	sign	44	7.617
f105_07_006	sign	43	4.054
f105_07_007	sign	32.0	4.321
f105_07_008	sign	6	4.682
f105_07_009	sign	37	5.967
f105_07_010	sign	18	3.015
f105_07_011	sign	56	4.580
f105_07_012	sign	59	5.692
f105_07_013	sign	11	4.243
f105_07_014	sign	6	3.331
f105_07_015	sign	59	3.683
f105_07_016	sign	33	5.229
f105_07_017	sign	2.3	4.050
f105_07_018	sign	27	5.959
f105_07_019	sign	2.3	4.389
f105_07_020	sign	18	4.318
f105_07_021	sign	12	6.154
f105_08_001	sign	54	6.608
f105_08_002	sign	40	5.157
f105_08_003	sign	5	6.513
f105_08_004	sign	7	4.757
f105_08_005	sign	29	6.182
f105_09_001	sign	42	4.429
f105_09_002	sign	35.0	3.147
f105_09_003	sign	31	5.591
f105_09_004	sign	1	5.207
f105_09_005	sign	8	5.034
f105_09_006	sign	47.2	4.120
f105_10_001	sign	6	4.838
f105_10_002	sign	31	4.502
f105_10_003	sign	7	3.567
f105_10_004	sign	13	6.816
f105_10_005	sign	55	5.248
f105_10_006	sign	58	6.243
f105_10_007	sign	20	3.111
f105_10_008	sign	53	4.585
f105_10_009	sign	33	4.367
f105_10_010	sign	50.0.0	3.944
f105_10_011	sign	20	4.886
f105_11_001	sign	11	5.772
f105_11_002	sign	42	4.793
f105_11_003	sign	0	3.830
f105_11_004	sign	20	3.745
f105_11_005	sign	1	3.456
f105_11_006	sign	59	5.542
f105_11_007	sign	4	6.780
f105_11_008	sign	28	4.888
f105_11_009	sign	53	5.920
f105_11_010	sign	30	5.788
f105_11_011	sign	22	5.354
f105_11_012	sign	7	4.346
f105_11_013	sign	8	4.871
f105_11_014	sign	26	5.354
f105_11_015	sign	59	5.103
f105_11_016	sign	22	4.934
f105_11_017	sign	22	6.623
f105_11_018	sign	59	5.445
f105_11_019	sign	15	5.933
f105_11_020	sign	16	4.797
f105_11_021	sign	30	6.790
f105_11_022	sign	11	7.031
f105_11_023	sign	55	6.033
f105_11_024	sign	55	6.077
f105_11_025	sign	0	3.521
f105_11_026	sign	15	5.729
f105_11_027	sign	28	5.015
f105_11_028	sign	45	5.555
f105_11_029	sign	55	5.686
f105_11_030	sign	59	4.202
f105_11_031	sign	9	4.123
f105_12_001	sign	33	6.068
f105_12_002	sign	58	3.335
f105_12_003	sign	49.1	3.869
f105_12_004	sign	27	5.619
f105_12_005	sign	47.0	5.251
f105_12_006	sign	48	6.185
f105_12_007	sign	32.2.1	4.265
f105_12_008	sign	14	5.846
f105_12_009	sign	20	3.757
f105_12_010	sign	19.1	2.726
f105_12_011	sign	55	5.808
f105_12_012	sign	17	6.507
f105_12_013	sign	27	5.380
f105_12_014	sign	2.4.1	3.647
f105_12_015	sign	27	5.633
f105_12_016	sign	47.2	5.309
f105_12_017	sign	25	5.756
f105_12_018	sign	52	6.330
f105_12_019	sign	47.0	3.109
f105_12_020	sign	58	6.486
f105_12_021	sign	48	5.882
f105_12_022	sign	18	5.024
f105_12_023	sign	25	6.198
f105_13_001	sign	27	4.901
f105_13_002	sign	39	5.343
f105_13_003	sign	23	5.197
f105_13_004	sign	42	5.451
f105_13_005	sign	17	4.655
f105_13_006	sign	14	5.436
f105_13_007	sign	57	3.281
f105_13_008	sign	44	5.402
f105_13_009	sign	45	4.462
f105_13_010	sign	55	6.477
f105_13_011	sign	30	6.157
f105_13_012	sign	21	4.244
f105_13_013	sign	19.1	2.020
f105_13_014	sign	18	4.440
f105_13_015	sign	15	7.366
f105_13_016	sign	14	4.380
f105_13_017	sign	58	5.807
f105_13_018	sign	3	7.870
f105_13_019	sign	19.3	2.828
f105_13_020	sign	53	7.061
f105_13_021	sign	3	7.045
f105_13_022	sign	14	5.560
f105_14_001	sign	50.1	5.625
f105_14_002	sign	46	5.606
f105_14_003	sign	18	5.034
f105_14_004	sign	1	3.694
f105_14_005	sign	57	3.921
f105_14_006	sign	2.1	5.952
f105_14_007	sign	5	3.681
f105_14_008	sign	22	7.307
f105_14_009	sign	28	6.514
f105_14_010	sign	16	4.569
f105_14_011	sign	29	5.897
f105_14_012	sign	31	5.858
f105_14_013	sign	0	3.700
f105_14_014	sign	18	4.779
f105_14_015	sign	58	5.043
f105_14_016	sign	19.5.1	2.293
f105_14_017	sign	50.1	3.831
f105_14_018	sign	54	7.126
f105_14_019	sign	0	4.047
f105_14_020	sign	27	6.664
f105_15_001	sign	42	4.146
f105_15_002	sign	11	6.064
f105_15_003	sign	38	4.979
f105_15_004	sign	1	3.885
f105_15_005	sign	8	4.220
f105_15_006	sign	2.1	4.049
f105_15_007	sign	42	6.086
f105_15_008	sign	39	4.988
f105_15_009	sign	18	5.089
f105_16_001	sign	23	5.897
f105_16_002	sign	20	3.058
f105_16_003	sign	44	6.624
f105_16_004	sign	1	5.403
f105_16_005	sign	43	4.027
f105_16_006	sign	2.4.0	4.407
f105_16_007	sign	4	5.507
f105_17_001	sign	25	5.915
f105_17_002	sign	13	4.953
f105_17_003	sign	38	5.044
f105_17_004	sign	33	5.115
f105_17_005	sign	53	5.746
f105_17_006	sign	45	5.795
f105_17_007	sign	33	6.003
f105_17_008	sign	20	3.657
f105_17_009	sign	52	6.814
f105_17_010	sign	46	5.262
f105_17_011	sign	39	7.672
f105_17_012	sign	15	5.645
f105_17_013	sign	33	5.834
f105_17_014	sign	20	3.666
f105_17_015	sign	31	4.921
f105_17_016	sign	11	6.881
f105_17_017	sign	28	5.276
f105_17_018	sign	45	5.496
f105_17_019	sign	1	3.067
f105_17_020	sign	59	5.763
f105_17_021	sign	26	4.417
f105_17_022	sign	1	3.678
f105_17_023	sign	12	6.080
f105_17_024	sign	49.1	4.662
f105_17_025	sign	18	4.916
f105_18_001	sign	54	3.930
f105_18_002	sign	39	5.845
f105_18_003	sign	44	6.538
f105_18_004	sign	51	6.578
f105_18_005	sign	21	3.895
f105_18_006	sign	13	7.257
f105_18_007	sign	46	3.666
f105_18_008	sign	11	3.794
f105_18_009	sign	5	4.327
f105_18_010	sign	1	2.984
f105_18_011	sign	28	6.381
f105_18_012	sign	45	6.685
f105_18_013	sign	46	5.021
f105_18_014	sign	53	6.278
f105_18_015	sign	43	4.176
f105_18_016	sign	59	5.300
f105_18_017	sign	8	5.414
f105_18_018	sign	26	4.656
f105_18_019	sign	56	5.319
f105_18_020	sign	26	5.288
f105_18_021	sign	54	5.829
f105_18_022	sign	57	4.143
f105_18_023	sign	59	3.883
f105_18_024	sign	0	5.133
f105_19_001	sign	52	6.183
f105_19_002	sign	33	4.508
f105_19_003	sign	49.0	7.517
f105_19_004	sign	49.2.0	4.558
f105_19_005	sign	49.0	6.152
f105_19_006	sign	37	6.931
f105_19_007	sign	45	4.716
f105_19_008	sign	9	6.474
f105_19_009	sign	2.0	3.822
f105_19_010	sign	53	5.162
f105_19_011	sign	20	4.722
f105_19_012	sign	38	4.493
f105_19_013	sign	18	5.787
f105_19_014	sign	56	4.528
f105_19_015	sign	56	4.127
f105_19_016	sign	22	7.709
f105_19_017	sign	0	3.629
f105_19_018	sign	0	3.884
f105_19_019	sign	30	6.825
f105_19_020	sign	42	4.549
f105_19_021	sign	37	6.990
f105_19_022	sign	41	5.292
f105_20_001	sign	43	4.039
f105_20_002	sign	46	6.174
f105_20_003	sign	7	5.260
f105_20_004	sign	7	3.725
f105_20_005	sign	51	7.540
f105_20_006	sign	4	6.661
f105_20_007	sign	42	5.367
f105_20_008	sign	28	5.756
f105_20_009	sign	7	5.453
f105_20_010	sign	8	5.344
f105_20_011	sign	12	5.302
f105_20_012	sign	5	3.820
f105_20_013	sign	6	4.592
f105_21_001	sign	7	2.978
f105_21_002	sign	7	4.281
f105_21_003	sign	45	4.179
f105_21_004	sign	24	6.759
f105_21_005	sign	13	5.139
f105_21_006	sign	20	3.885
f105_21_007	sign	56	2.904
f105_21_008	sign	46	4.128
f105_21_009	sign	57	3.709
f105_21_010	sign	0	3.829
f105_22_001	sign	7	4.520
f105_22_002	sign	44	6.190
f105_22_003	sign	43	5.131
f105_22_004	sign	52	5.529
f105_22_005	sign	11	6.169
f105_22_006	sign	53	6.570
f105_22_007	sign	1	3.355
f105_22_008	sign	4	5.722
f105_22_009	sign	3	4.584
f105_22_010	sign	19.2	3.011
f105_22_011	sign	9	3.463
f105_22_012	sign	29	7.386
f105_22_013	sign	18	4.693
f105_23_001	sign	44	4.969
f105_23_002	sign	31	4.710
f105_23_003	sign	53	5.617
f105_23_004	sign	38	4.310
f105_23_005	sign	17	6.128
f105_23_006	sign	46	5.144
f105_23_007	sign	46	3.460
f105_23_008	sign	59	5.463
f105_23_009	sign	3	5.293
f105_23_010	sign	4	5.413
f105_23_011	sign	12	4.149
f105_23_012	sign	7	5.152
f105_23_013	sign	1	4.669
f105_23_014	sign	25	4.192
f105_23_015	sign	36	5.289
f105_23_016	sign	2.2	4.213
f105_24_001	sign	33	5.553
f105_24_002	sign	38	4.391
f105_24_003	sign	20	3.194
f105_24_004	sign	55	4.872
f105_24_005	sign	24	5.443
f105_25_001	sign	10	2.829
f105_25_002	sign	10	2.801
f105_25_003	sign	34	3.777
f105_25_004	sign	46	4.002
f106_01_001	sign	50.1	5.126
f106_01_002	sign	2.2	5.084
f106_01_003	sign	58	3.764
f106_01_004	sign	55	7.083
f106_01_005	sign	25	5.845
f106_01_006	sign	50.0.0	3.944
f106_01_007	sign	21	5.296
f106_01_008	sign	49.0	4.883
f106_01_009	sign	5	3.192
f106_01_010	sign	19.0	0.000
f106_01_011	sign	2.0	5.184
f106_01_012	sign	17	4.776
f106_01_013	sign	48	5.121
f106_01_014	sign	50.1	5.864
f106_01_015	sign	32.0	5.117
f106_01_016	sign	13	6.239
f106_01_017	sign	51	5.538
f106_01_018	sign	48	6.030
f106_01_019	sign	19.6	1.088
f106_01_020	sign	2.0	4.653
f106_01_021	sign	29	5.980
f106_02_001	sign	27	4.192
f106_02_002	sign	39	5.285
f106_02_003	sign	23	5.727
f106_02_004	sign	31	5.507
f106_02_005	sign	7	5.421
f106_02_006	sign	43	4.647
f106_02_007	sign	21	4.861
f106_02_008	sign	26	6.437
f106_02_009	sign	53	6.230
f106_02_010	sign	53	5.117
f106_02_011	sign	57	4.895
f106_02_012	sign	26	2.915
f106_02_013	sign	56	3.425
f106_02_014	sign	30	7.502
f106_02_015	sign	39	6.316
f106_02_016	sign	19.1	4.459
f106_02_017	sign	18	4.007
f106_02_018	sign	20	3.857
f106_02_019	sign	42	5.918
f106_02_020	sign	11	5.699
f106_02_021	sign	42	7.031
f106_02_022	sign	37	7.044
f106_02_023	sign	8	6.056
f106_03_001	sign	58	5.151
f106_03_002	sign	18	4.217
f106_03_003	sign	59	3.355
f106_03_004	sign	18	4.749
f106_03_005	sign	33	5.237
f106_03_006	sign	38	4.661
f106_03_007	sign	45	5.767
f106_03_008	sign	3	5.342
f106_03_009	sign	58	5.597
f106_04_001	sign	53	6.284
f106_04_002	sign	5	6.540
f106_04_003	sign	26	3.283
f106_04_004	sign	4	6.309
f106_04_005	sign	26	6.301
f106_04_006	sign	31	4.684
f106_04_007	sign	31	5.909
f106_04_008	sign	31	3.573
f106_04_009	sign	57	6.462
f106_04_010	sign	28	6.811
f106_05_001	sign	11	5.322
f106_05_002	sign	4	6.673
f106_05_003	sign	57	5.657
f106_05_004	sign	42	5.629
f106_05_005	sign	29	5.989
f106_05_006	sign	47.0	6.955
f106_05_007	sign	4	5.510
f106_05_008	sign	59	5.104
f106_05_009	sign	31	6.898
f106_05_010	sign	39	6.523
f106_05_011	sign	25	6.333
f106_06_001	sign	54	5.351
f106_06_002	sign	21	5.535
f106_06_003	sign	44	5.296
f106_06_004	sign	43	3.940
f106_06_005	sign	16	5.411
f106_06_006	sign	59	5.552
f106_06_007	sign	51	6.046
f106_07_001	sign	32.0	3.359
f106_07_002	sign	35.0	3.490
f106_07_003	sign	56	6.510
f106_07_004	sign	57	4.532
f106_07_005	sign	16	3.395
f106_07_006	sign	28	4.633
f106_07_007	sign	18	4.243
f106_07_008	sign	21	5.035
f106_07_009	sign	26	3.454
f106_07_010	sign	26	5.044
f106_07_011	sign	43	4.538
f106_07_012	sign	13	7.091
f106_08_001	sign	0	3.900
f106_08_002	sign	45	5.925
f106_08_003	sign	38	3.739
f106_08_004	sign	11	6.101
f106_08_005	sign	59	4.283
f106_08_006	sign	17	5.194
f106_08_007	sign	48	7.811
f106_09_001	sign	42	5.142
f106_09_002	sign	32.2.1	5.151
f106_09_003	sign	20	3.617
f106_09_004	sign	18	3.247
f106_09_005	sign	23	5.684
f106_09_006	sign	31	3.419
f106_09_007	sign	8	4.654
f106_09_008	sign	54	6.684
f106_09_009	sign	26	5.806
f106_09_010	sign	4	4.934
f106_10_001	sign	6	3.663
f106_10_002	sign	57	5.059
f106_10_003	sign	55	5.569
f106_10_004	sign	26	7.524
f106_10_005	sign	57	3.316
f106_10_006	sign	31	4.779
f106_10_007	sign	46	4.170
f106_10_008	sign	14	5.536
f106_10_009	sign	58	6.002
f106_11_001	sign	45	5.852
f106_11_002	sign	43	6.657
f106_11_003	sign	7	5.607
f106_11_004	sign	28	6.168
f106_11_005	sign	19.8	3.233
f106_11_006	sign	21	5.303
f106_11_007	sign	44	6.178
f106_11_008	sign	43	4.410
f106_11_009	sign	33	5.673
f106_11_010	sign	56	5.483
f106_11_011	sign	21	6.591
f106_12_001	sign	26	5.216
f106_12_002	sign	9	5.943
f106_12_003	sign	30	5.768
f106_12_004	sign	59	4.881
f106_12_005	sign	31	3.352
f106_12_006	sign	8	5.634
f106_12_007	sign	9	4.556
f106_12_008	sign	0	2.685
f106_13_001	sign	18	5.391
f106_13_002	sign	4	6.472
f106_13_003	sign	56	6.716
f106_13_004	sign	59	6.091
f106_13_005	sign	33	3.802
f106_13_006	sign	59	4.852
f106_13_007	sign	43	4.285
f106_13_008	sign	16	4.051
f106_13_009	sign	59	6.679
f106_13_010	sign	8	4.250
f106_13_011	sign	27	6.229
f106_13_012	sign	13	6.530
f106_14_001	sign	6	4.379
f106_14_002	sign	0	3.076
f106_14_003	sign	2.0	4.089
f106_14_004	sign	11	5.736
f106_14_005	sign	38	5.381
f106_14_006	sign	56	5.565
f106_14_007	sign	57	2.967
f106_14_008	sign	26	3.835
f106_14_009	sign	16	5.427
f106_14_010	sign	18	4.229
f106_14_011	sign	3	5.455
f106_14_012	sign	36	4.518
f106_14_013	sign	58	5.233
f106_14_014	sign	48	5.269
f106_15_001	sign	5	5.170
f106_15_002	sign	10	2.807
f106_15_003	sign	34	4.040
f106_15_004	sign	33	4.939
f106_15_005	sign	37	6.418
f106_15_006	sign	50.0.1	5.361
f106_15_007	sign	26	5.987
f106_15_008	sign	38	5.485
f106_15_009	sign	6	3.793
f106_15_010	sign	45	4.590
f106_15_011	sign	49.1	3.756
f106_15_012	sign	5	4.327
f106_15_013	sign	58	6.830
f106_16_001	sign	18	5.684
f106_16_002	sign	22	5.809
f106_17_001	sign	6	5.110
f106_17_002	sign	10	3.540
f106_17_003	sign	10	2.676
f106_17_004	sign	10	2.932
f106_17_005	sign	10	3.180
f106_17_006	sign	10	3.725
f106_17_007	sign	10	3.770
f106_17_008	sign	10	3.739
f106_17_009	sign	10	3.039
f106_17_010	sign	34	4.187
f107_01_001	sign	5	4.221
f107_01_002	sign	50.1	5.125
f107_01_003	sign	14	4.647
f107_01_004	sign	14	4.408
f107_01_005	sign	14	5.894
f107_01_006	sign	58	4.699
f107_01_007	sign	48	5.271
f107_01_008	sign	48	5.487
f107_01_009	sign	24	6.088
f107_01_010	sign	27	5.146
f107_01_011	sign	14	8.236
f107_01_012	sign	58	6.309
f107_01_013	sign	47.0	6.325
f107_01_014	sign	32.1	4.686
f107_01_015	sign	51	5.508
f107_01_016	sign	58	6.424
f107_01_017	sign	58	5.428
f107_01_018	sign	47.2	5.346
f107_01_019	sign	4	3.933
f107_01_020	sign	47.0	4.677
f107_01_021	sign	50.0.1	3.981
f107_01_022	sign	47.0	5.882
f107_01_023	sign	18	4.499
f107_01_024	sign	2.3	5.057
f107_02_001	sign	57	5.097
f107_02_002	sign	49.2.1	3.025
f107_02_003	sign	39	5.174
f107_02_004	sign	23	6.009
f107_02_005	sign	7	4.643
f107_02_006	sign	17	4.938
f107_02_007	sign	14	5.650
f107_02_008	sign	57	4.764
f107_02_009	sign	44	4.090
f107_02_010	sign	53	6.026
f107_02_011	sign	55	5.213
f107_02_012	sign	33	4.716
f107_02_013	sign	3	4.336
f107_02_014	sign	39	5.171
f107_02_015	sign	19.1	3.686
f107_02_016	sign	50.2	4.015
f107_02_017	sign	35.1	4.359
f107_02_018	sign	14	5.919
f107_02_019	sign	47.0	3.961
f107_02_020	sign	17	6.385
f107_02_021	sign	40	3.914
f107_02_022	sign	56	4.792
f107_02_023	sign	17	6.216
f107_02_024	sign	51	7.170
f107_03_001	sign	41	5.695
f107_03_002	sign	0	3.552
f107_03_003	sign	4	6.816
f107_03_004	sign	2.2	5.150
f107_03_005	sign	8	6.169
f107_03_006	sign	33	3.499
f107_03_007	sign	31	3.458
f107_03_008	sign	45	5.556
f107_03_009	sign	35.1	4.814
f107_03_010	sign	51	4.215
f107_04_001	sign	41	6.159
f107_04_002	sign	16	6.427
f107_04_003	sign	4	5.737
f107_04_004	sign	43	5.797
f107_04_005	sign	24	7.710
f107_04_006	sign	55	4.527
f107_04_007	sign	50.1	6.207
f107_04_008	sign	51	5.870
f107_05_001	sign	37	6.701
f107_05_002	sign	51	7.435
f107_05_003	sign	32.2.1	5.190
f107_05_004	sign	53	5.317
f107_05_005	sign	33	4.617
f107_05_006	sign	18	3.525
f107_05_007	sign	56	4.499
f107_05_008	sign	26	4.942
f107_05_009	sign	45	5.206
f107_05_010	sign	13	7.294
f107_05_011	sign	50.1	5.390
f107_05_012	sign	5	4.020
f107_05_013	sign	2.3	4.630
f107_06_001	sign	20	4.189
f107_06_002	sign	19.3	2.847
f107_06_003	sign	33	4.257
f107_06_004	sign	40	5.895
f107_06_005	sign	21	4.714
f107_06_006	sign	1	3.467
f107_06_007	sign	51	5.668
f107_07_001	sign	57	3.628
f107_07_002	sign	30	3.886
f107_07_003	sign	19.1	2.172
f107_07_004	sign	12	5.997
f107_07_005	sign	30	6.156
f107_07_006	sign	11	4.723
f107_07_007	sign	1	3.317
f107_07_008	sign	31	5.456
f107_07_009	sign	5	4.176
f107_07_010	sign	2.1	5.408
f107_07_011	sign	43	6.278
f107_08_001	sign	20	3.442
f107_08_002	sign	13	4.302
f107_08_003	sign	8	6.070
f107_08_004	sign	9	6.688
f107_08_005	sign	28	5.459
f107_08_006	sign	12	6.295
f107_08_007	sign	26	3.584
f107_08_008	sign	20	3.084
f107_08_009	sign	25	4.684
f107_08_010	sign	26	4.574
f107_08_011	sign	20	4.279
f107_08_012	sign	38	5.251
f107_08_013	sign	11	7.781
f107_09_001	sign	20	3.790
f107_09_002	sign	19.3	4.013
f107_09_003	sign	43	4.185
f107_09_004	sign	16	4.862
f107_09_005	sign	31	4.965
f107_09_006	sign	52	7.514
f107_09_007	sign	7	5.592
f107_09_008	sign	20	3.117
f107_09_009	sign	7	3.530
f107_09_010	sign	57	5.416
f107_09_011	sign	0	4.661
f107_10_001	sign	16	5.703
f107_10_002	sign	40	5.691
f107_10_003	sign	28	4.746
