line	pos	sign	conf	value	grade
L09	4	[T]	M	o	M
L09	5	14	H	[?]	U
L09	6	6	H	a	C
L09	7	94	H	[?]	U
L09	8	)6	M	y	M
L09	9	3	H	o	C
L09	10	23	H	[?]	U
L09	11	56	H	a	M
L09	12	23	H	[?]	U
L09	13	)8	M	a	M
L09	14	9	H	a	M
L09	15	11	H	[?]	U
L09	16	50	H	r	C
L09	17	26	H	[?]	U
L09	18	)10	M	e	M
L10	0	)2	M	r	M
L10	1	)0	M	u	M
L10	2	32	H	y	C
L10	3	4)	M	p	M
L10	4	52	H	a	M
L10	5	38	H	e	C
L10	6	59	H	d	M
L10	7	)8	M	a	M
L10	8	6)	M	n	M
L10	9	[circle]	M	r	M
L10	10	36	H	c	C
L10	11	)4	M	y	M
L10	12	2)	M	r	M
L10	13	54	H	y	C
L10	14	)1	M	r	M
L10	15	55	M	b	M
L11	0	4)	M	p	M
L11	1	56	H	a	M
L11	2	93	H	r	C
L11	3	6	H	a	C
L11	4	44	H	y	M
L11	5	)8	M	a	M
L11	6	28	H	s	C
L11	7	50	H	r	C
L11	8	60	H	e	M
L11	9	40	H	e	M
L11	10	30	H	u	M
L11	11	49	H	n	C
L11	12	56	H	a	M
L11	13	15	H	d	M
L11	14	34	H	[?]	U
L11	15	81	H	a	C
L11	16	3)	M	d	M
L11	17	5	M	[?]	U
L12	0	21	H	l	C
L12	1	34	H	[?]	U
L12	2	58	H	j	M
L12	3	24	H	[?]	U
L12	4	)1	M	r	M
L12	5	10	H	e	C
L12	6	94	H	[?]	U
L12	7	69	H	s	M
L12	8	8	H	o	C
L12	9	6)	M	n	M
L12	10	59	H	d	M
L12	11	82	H	[?]	U
L12	12	45	H	n	M
L12	13	33	H	[?]	U
L12	14	)6	M	y	M
L12	15	6	H	a	C
L12	16	)52	M	a	M
L13	0	25	H	[?]	U
L13	1	96	H	[?]	U
L13	2	89	H	n	C
L13	3	3)	M	d	M
L13	4	93	H	r	C
L13	5	56	H	a	M
L13	6	50	H	r	C
L13	7	24	H	[?]	U
L13	8	65	H	[?]	U
L13	9	12	H	a	M
L13	10	66	H	e	M
L13	11	60	H	e	M
L13	12	89	H	n	C
L13	13	51	H	[?]	U
L13	14	16	H	e	C
L13	15	96	H	[?]	U
L13	16	23	M	[?]	U
L14	0	28	H	s	C
L14	1	3	H	o	C
L14	2	)9	M	b	M
L14	3	[blot]	M	[?]	U
L14	4	)1	M	r	M
L14	5	10	H	e	C
L14	6	)2	M	r	M
L14	7	36	H	c	C
L14	8	2)	M	r	M
L14	9	54	H	y	C
L14	10	)3	M	[?]	U
L14	11	46	H	o	M
L14	12	[square]	M	n	M
L14	13	45	H	n	M
L14	14	10	H	e	C
L14	15	28	H	s	C
L14	16	95	H	[?]	U
L14	17	34	M	[?]	U
L18	0	61		[?]	U
L18	1	68		o	C
L18	2	2)		r	C
L18	3	88		m	M
L18	4	)8		a	M
L19	0	[triangle]		a	C
L19	1	59		d	M
L19	2	24		[?]	U
L19	3	[n]		[?]	U
L19	4	34		[?]	U
L19	5	[tilde]		a	M
L19	6	6)		n	C
L19	7	51		[?]	U
L19	8	68		o	C
L19	9	?9		[?]	U
L19	10	32		y	C
L19	11	6		a	C
L19	12	3)		d	C
L19	13	16		e	C
L19	14	12		a	M
L19	15	65		[?]	U
L19	16	13		b	C
L19	17	56		a	M
L19	18	6)		n	C
L19	19	54		y	C
L19	20	8)		p	M
L19	21	65		[?]	U
L19	22	11		[?]	U
