page	block	line	pos	token
0030	dup10	13	19	84
0030	dup10	13	20	7z
0030	dup10	13	21	z6
0030	dup10	13	22	4
0030	dup10	13	23	z39
0030	dup10	13	24	3i
0030	dup10	13	25	X
0030	dup10	13	26	95
0030	dup10	13	27	49
0030	dup10	13	28	T
0030	dup10	13	29	84
0030	dup10	13	30	68
0030	dup10	13	31	35
0030	dup10	13	32	40
0030	dup10	13	33	58
0030	dup10	13	34	97
0030	dup10	13	35	68
0030	dup10	13	36	79
0030	dup10	13	37	7z
0030	dup10	13	38	i6
0030	dup10	13	39	43
0030	dup10	13	40	48
0030	dup10	13	41	8z
0030	dup10	13	42	i
0030	dup10	13	43	zz
0030	dup10	13	44	z
0030	dup10	13	45	i
0030	dup10	13	46	55
0030	dup10	13	47	78
0030	dup10	14	1	82
0030	dup10	14	2	ii
0030	dup10	14	3	z5
0030	dup10	14	4	3i
0030	dup10	14	5	ii
0030	dup10	14	6	60
0030	dup10	14	7	i8
0030	dup10	14	8	7i
0030	dup10	14	9	70
0030	dup10	14	10	79
0030	dup10	14	11	9zz
0030	dup10	14	12	85
0030	dup10	14	13	Z
0030	dup10	14	14	6i
0030	dup10	14	15	83
0030	dup10	14	16	b8
0030	dup10	14	17	G
0030	dup10	14	18	44
0030	dup10	14	19	9i
0030	dup10	14	20	ib
0030	dup10	14	21	Z
0030	dup10	14	22	6i
0030	dup10	14	23	99
0030	dup10	14	24	60
0030	dup10	14	25	Xiu
0030	dup10	14	26	98
0030	dup10	14	27	93
0030	dup10	14	28	8z
0030	dup10	14	29	78
0030	dup10	14	30	55
0030	dup10	14	31	44
0030	dup10	14	32	67
0030	dup10	14	33	30
0030	dup10	14	34	ii
0030	dup10	14	35	e
0030	dup10	14	36	99
0030	dup10	14	37	6i
0030	dup10	14	38	zz
0030	dup10	14	39	L
0030	dup10	14	40	z73
0030	dup10	14	41	200
0030	dup10	14	42	68
0030	dup10	14	43	73
0030	dup10	14	44	3i
0030	dup10	14	45	73
0030	dup10	14	46	3
0030	dup10	14	47	z6
0030	dup10	14	48	37
0030	dup10	14	49	6i
0030	dup10	14	50	zz
