line	position	sign	confidence
07205_p3_L02_e	4	21	M
07205_p3_L02_e	5	139	M
07205_p3_L02_e	6	w:guerdon	L
07205_p3_L02_e	7	w:pouuoir	M
07205_p3_L02_e	8	w:par	L
07205_p3_L02_e	9	w:firebruit	L
07205_p3_L02_e	10	40	L
07205_p3_L02_e	11	89	M
07205_p3_L02_e	12	28	M
07205_p3_L02_e	13	12	M
07205_p3_L02_e	14	81	H
07205_p3_L02_e	15	3	M
07205_p3_L02_e	16	82	H
07205_p3_L02_e	17	24	M
07205_p3_L03_a	1	82	L
07205_p3_L03_a	2	30	L
07205_p3_L03_a	3	94	L
07205_p3_L03_a	4	37	L
07205_p3_L03_b	1	132	M
07205_p3_L03_b	2	129	M
07205_p3_L03_b	3	28	M
07205_p3_L03_b	4	81	H
07205_p3_L03_b	5	75	M
07205_p3_L03_b	6	9	M
07205_p3_L03_b	7	36	M
07205_p3_L03_b	8	21	M
07205_p3_L03_b	9	27	M
07205_p3_L03_b	10	78	L
07205_p3_L03_b	11	83	H
07205_p3_L03_b	12	120	M
07205_p3_L03_b	13	129	M
07205_p3_L03_b	14	183	L
07205_p3_L03_b	15	81	H
07205_p3_L03_b	16	102	M
07205_p3_L03_c	1	83	H
07205_p3_L03_c	2	127	M
07205_p3_L03_c	3	28	M
07205_p3_L03_c	4	30	M
07205_p3_L03_c	5	101	M
07205_p3_L03_c	6	29	M
07205_p3_L03_c	7	84	H
07205_p3_L03_c	8	70	L
07205_p3_L03_c	9	3	M
07205_p3_L03_c	10	79	M
07205_p3_L03_c	11	9	M
07205_p3_L03_c	12	4	M
07205_p3_L03_c	13	4	M
07205_p3_L03_c	14	82	H
07205_p3_L03_c	15	78	L
07205_p3_L03_c	16	81	H
07205_p3_L03_c	17	34	M
07205_p3_L03_c	18	7	L
07205_p3_L03_c	19	30	M
07205_p3_L03_c	20	31	M
07205_p3_L03_c	21	132	M
07205_p3_L03_c	22	w:les	H
07205_p3_L03_d	1	w:monsieur	L
07205_p3_L03_d	2	10	M
07205_p3_L03_d	3	38	M
07205_p3_L03_d	4	84	H
07205_p3_L03_d	5	1	M
07205_p3_L03_d	6	10	M
07205_p3_L03_d	7	84	H
07205_p3_L03_d	8	99	M
07205_p3_L03_d	9	104	M
07205_p3_L03_d	10	55	L
07205_p3_L03_d	11	84	H
07205_p3_L03_d	12	3	M
07205_p3_L03_d	13	74	M
07205_p3_L03_d	14	83	H
07205_p3_L03_d	15	26	L
07205_p3_L03_d	16	28	M
07205_p3_L03_d	17	82	H
07205_p3_L03_d	18	32	M
07205_p3_L03_d	19	82	H
07205_p3_L03_d	20	28	M
07205_p3_L03_d	21	13	M
07205_p3_L03_d	22	38	M
07205_p3_L03_e	1	102	M
07205_p3_L03_e	2	30	M
07205_p3_L03_e	3	82	H
07205_p3_L03_e	4	83	H
07205_p3_L03_e	5	27	M
07205_p3_L03_e	6	129	M
07205_p3_L03_e	7	17	M
07205_p3_L03_e	8	37	M
07205_p3_L03_e	9	81	H
07205_p3_L03_e	10	103	L
07205_p3_L03_e	11	82	H
07205_p3_L03_e	12	4	L
07205_p3_L03_e	13	80	L
07205_p3_L04_a	1	w:de	L
07205_p3_L04_a	2	w:trouuer	L
07205_p3_L04_b	1	132	M
07205_p3_L04_b	2	111	M
07205_p3_L04_b	3	114	M
07205_p3_L04_b	4	101	L
07205_p3_L04_b	5	130	M
07205_p3_L04_b	6	81	H
07205_p3_L04_b	7	38	M
07205_p3_L04_b	8	71	L
07205_p3_L04_b	9	38	M
07205_p3_L04_b	10	3	M
07205_p3_L04_b	11	27	M
07205_p3_L04_b	12	339	L
07205_p3_L04_b	13	129	M
07205_p3_L04_b	14	19	L
07205_p3_L04_b	15	38	M
07205_p3_L04_b	16	84	H
07205_p3_L04_b	17	117	M
07205_p3_L04_b	18	82	H
07205_p3_L04_b	19	27	M
07205_p3_L04_b	20	94	L
07205_p3_L04_b	21	21	M
07205_p3_L04_b	22	81	H
07205_p3_L04_b	23	23	M
07205_p3_L04_b	24	83	H
07205_p3_L04_b	25	29	M
07205_p3_L04_b	26	81	H
07205_p3_L04_b	27	31	M
07205_p3_L04_b	28	32	L
07205_p3_L04_c	1	w:comme	L
07205_p3_L04_c	2	w:le	L
07205_p3_L04_c	3	w:vous	L
07205_p3_L04_d	1	89	L
07205_p3_L04_d	2	73	M
07205_p3_L04_d	3	24	M
07205_p3_L04_d	4	84	H
07205_p3_L04_d	5	119	M
07205_p3_L04_d	6	83	H
07205_p3_L04_d	7	18	M
07205_p3_L04_d	8	119	M
07205_p3_L04_d	9	3	L
07205_p3_L04_d	10	84	H
07205_p3_L04_d	11	27	M
07205_p3_L04_d	12	124	L
07205_p3_L04_d	13	144	L
07205_p3_L04_d	14	15	M
07205_p3_L04_d	15	29	M
07205_p3_L04_d	16	29	M
07205_p3_L04_d	17	81	H
07205_p3_L04_d	18	73	L
07205_p3_L04_d	19	31	M
07205_p3_L04_d	20	82	H
07205_p3_L04_e	1	118	M
07205_p3_L04_e	2	32	M
07205_p3_L04_e	3	92	L
07205_p3_L04_e	4	81	H
07205_p3_L04_e	5	13	M
07205_p3_L04_e	6	80	L
07205_p3_L04_e	7	w:pour	M
07205_p3_L04_e	8	w:tesmoing	L
07205_p3_L04_e	9	132	L
07205_p3_L04_e	10	4	M
07205_p3_L04_e	11	81	H
07205_p3_L04_e	12	11	M
07205_p3_L04_e	13	82	H
07205_p3_L04_e	14	38	M
07205_p3_L04_e	15	37	M
07205_p3_L04_e	16	81	H
07205_p3_L04_e	17	3	M
07205_p3_L04_e	18	32	M
07205_p3_L04_e	19	14	M
07205_p3_L04_e	20	113	M
07205_p3_L04_e	21	39	M
07205_p3_L04_e	22	29	M
07205_p3_L05_a	1	124	L
07205_p3_L05_a	2	82	H
07205_p3_L05_a	3	22	M
07205_p3_L05_a	4	103	M
07205_p3_L05_a	5	81	H
07205_p3_L05_a	6	1	M
07205_p3_L05_a	7	137	L
07205_p3_L05_a	8	80	L
07205_p3_L05_b	1	22	L
07205_p3_L05_b	2	83	H
07205_p3_L05_b	3	102	M
07205_p3_L05_b	4	104	M
07205_p3_L05_b	5	24	L
07205_p3_L05_b	6	80	L
07205_p3_L05_b	7	w:que	L
07205_p3_L05_b	8	w:nous	L
07205_p3_L05_b	9	w:pleust	L
07205_p3_L05_b	10	w:semblables	L
07205_p3_L05_c	1	39	L
07205_p3_L05_c	2	129	M
07205_p3_L05_c	3	9	L
07205_p3_L05_c	4	13	M
07205_p3_L05_c	5	83	H
07205_p3_L05_c	6	26	L
07205_p3_L05_c	7	134	L
07205_p3_L05_c	8	14	M
07205_p3_L05_c	9	83	H
07205_p3_L05_c	10	36	L
07205_p3_L05_c	11	25	M
07205_p3_L05_c	12	120	M
07205_p3_L05_c	13	81	H
07205_p3_L05_c	14	94	L
07205_p3_L05_c	15	34	M
07205_p3_L05_c	16	24	L
07205_p3_L05_c	17	84	H
07205_p3_L05_c	18	81	H
07205_p3_L05_c	19	1	M
07205_p3_L05_c	20	79	M
07205_p3_L05_c	21	84	H
07205_p3_L05_c	22	27	M
07205_p3_L05_c	23	92	L
07205_p3_L05_d	1	100	L
07205_p3_L05_d	2	31	M
07205_p3_L05_d	3	101	M
07205_p3_L05_d	4	19	L
07205_p3_L05_d	5	129	L
07205_p3_L05_d	6	77	M
07205_p3_L05_d	7	84	H
07205_p3_L05_d	8	72	L
07205_p3_L05_d	9	82	H
07205_p3_L05_d	10	12	M
07205_p3_L05_d	11	82	H
07205_p3_L05_d	12	39	M
07205_p3_L05_d	13	14	L
07205_p3_L05_d	14	144	L
07205_p3_L05_d	15	81	H
07205_p3_L05_d	16	121	L
07205_p3_L05_d	17	14	L
07205_p3_L05_d	18	123	M
07205_p3_L05_d	19	109	L
07205_p3_L05_d	20	82	H
07205_p3_L05_d	21	2	M
07205_p3_L05_d	22	81	H
07205_p3_L05_d	23	133	L
07205_p3_L06_a	1	84	L
07205_p3_L06_a	2	82	H
07205_p3_L06_a	3	1	M
07205_p3_L06_a	4	103	M
07205_p3_L06_a	5	120	M
07205_p3_L06_a	6	81	H
07205_p3_L06_a	7	22	M
07205_p3_L06_a	8	131	M
07205_p3_L06_b	1	w:tout	M
07205_p3_L06_b	2	w:les	H
07205_p3_L06_b	3	w:mons	M
07205_p3_L06_b	4	123	M
07205_p3_L06_b	5	82	H
07205_p3_L06_b	6	119	M
07205_p3_L06_b	7	102	M
07205_p3_L06_b	8	84	H
07205_p3_L06_b	9	37	M
07205_p3_L06_b	10	48	L
07205_p3_L06_b	11	27	M
07205_p3_L06_b	12	38	M
07205_p3_L06_c	1	81	H
07205_p3_L06_c	2	103	M
07205_p3_L06_c	3	82	H
07205_p3_L06_c	4	12	M
07205_p3_L06_c	5	37	M
07205_p3_L06_c	6	101	M
07205_p3_L06_c	7	28	M
07205_p3_L06_c	8	129	M
07205_p3_L06_c	9	72	L
07205_p3_L06_c	10	83	H
07205_p3_L06_c	11	38	M
07205_p3_L06_c	12	21	M
07205_p3_L06_c	13	130	M
07205_p3_L06_d	1	w:pareillement	L
07205_p3_L06_d	2	w:quilz	L
07205_p3_L06_d	3	w:tiendront	L
07205_p3_L06_d	4	w:temps	L
07205_p3_L06_d	5	114	L
07205_p3_L06_d	6	80	L
07205_p3_L06_d	7	83	H
07205_p3_L06_d	8	38	M
07205_p3_L06_d	9	22	M
07205_p3_L06_d	10	8	L
07205_p3_L06_d	11	131	L
07205_p3_L06_d	12	18	M
07205_p3_L06_d	13	38	M
07205_p3_L06_d	14	88	L
07205_p3_L06_d	15	118	L
07205_p3_L06_d	16	17	M
07205_p3_L06_d	17	37	M
07205_p3_L06_d	18	81	H
07205_p3_L06_d	19	127	M
07205_p3_L06_d	20	28	M
07205_p3_L06_d	21	102	L
07205_p3_L06_e	1	119	M
07205_p3_L06_e	2	82	H
07205_p3_L06_e	3	1	M
07205_p3_L06_e	4	139	L
07205_p3_L06_e	5	124	L
07205_p3_L06_e	6	8	L
07205_p3_L06_e	7	82	H
07205_p3_L06_e	8	101	M
07205_p3_L06_e	9	27	M
07205_p3_L06_e	10	w:pouiant	L
07205_p3_L06_e	11	w:le	L
07205_p3_L06_e	12	w:tout	M
07205_p3_L06_e	13	131	L
07205_p3_L07_a	1	104	L
07205_p3_L07_a	2	94	M
07205_p3_L07_a	3	22	M
07205_p3_L07_a	4	82	H
07205_p3_L07_a	5	2	M
07205_p3_L07_a	6	77	M
07205_p3_L07_a	7	81	H
07205_p3_L07_a	8	143	L
07205_p3_L07_a	9	8	L
07205_p3_L07_a	10	91	L
07205_p3_L07_a	11	92	M
07205_p3_L07_a	12	38	M
07205_p3_L07_a	13	83	H
07205_p3_L07_a	14	37	M
07205_p3_L07_a	15	22	M
07205_p3_L07_a	16	84	H
07205_p3_L07_a	17	103	M
07205_p3_L07_a	18	21	M
07205_p3_L07_a	19	84	H
07205_p3_L07_a	20	23	M
07205_p3_L07_a	21	83	H
07205_p3_L07_a	22	4	L
07205_p3_L07_a	23	28	L
07205_p3_L07_b	1	84	H
07205_p3_L07_b	2	31	L
07205_p3_L07_b	3	84	H
07205_p3_L07_b	4	2	M
07205_p3_L07_b	5	27	M
07205_p3_L07_b	6	127	M
07205_p3_L07_b	7	81	H
07205_p3_L07_b	8	38	M
07205_p3_L07_b	9	94	L
07205_p3_L07_b	10	39	M
07205_p3_L07_b	11	21	M
07205_p3_L07_b	12	101	M
07205_p3_L07_b	13	82	H
07205_p3_L07_b	14	2	M
07205_p3_L07_b	15	78	L
07205_p3_L07_b	16	84	H
07205_p3_L07_b	17	127	M
07205_p3_L07_c	1	w:cõmmis	L
07205_p3_L07_c	2	w:le	L
07205_p3_L07_c	3	w:peu	M
07205_p3_L07_c	4	w:a	L
07205_p3_L07_c	5	w:peu	M
07205_p3_L07_c	6	11	M
07205_p3_L07_c	7	81	H
07205_p3_L07_c	8	21	M
07205_p3_L07_c	9	95	L
07205_p3_L07_c	10	24	M
07205_p3_L07_c	11	83	H
07205_p3_L07_c	12	83	H
07205_p3_L07_c	13	23	M
07205_p3_L07_c	14	82	H
07205_p3_L07_c	15	78	L
07205_p3_L07_d	1	81	H
07205_p3_L07_d	2	38	M
07205_p3_L07_d	3	113	M
07205_p3_L07_d	4	47	L
07205_p3_L07_d	5	99	L
07205_p3_L07_d	6	103	M
07205_p3_L07_d	7	28	L
07205_p3_L07_d	8	80	L
07205_p3_L07_d	9	2	M
07205_p3_L07_d	10	27	M
07205_p3_L07_d	11	68	L
07205_p3_L07_d	12	38	M
07205_p3_L07_d	13	81	H
07205_p3_L07_d	14	103	M
07205_p3_L07_d	15	83	H
07205_p3_L07_d	16	114	M
07205_p3_L07_d	17	29	M
07205_p3_L07_d	18	83	H
07205_p3_L07_d	19	53	L
07205_p3_L07_d	20	75	L
07205_p3_L07_d	21	82	H
07205_p3_L08_a	1	81	H
07205_p3_L08_a	2	28	M
07205_p3_L08_a	3	131	M
07205_p3_L08_a	4	121	L
07205_p3_L08_a	5	124	L
07205_p3_L08_a	6	13	M
07205_p3_L08_a	7	81	H
07205_p3_L08_a	8	22	M
07205_p3_L08_a	9	29	M
07205_p3_L08_a	10	30	M
07205_p3_L08_a	11	82	H
07205_p3_L08_a	12	28	L
07205_p3_L08_a	13	101	M
07205_p3_L08_a	14	80	L
07205_p3_L08_a	15	2	M
07205_p3_L08_a	16	27	M
07205_p3_L08_a	17	73	L
07205_p3_L08_a	18	83	H
07205_p3_L08_a	19	3	M
07205_p3_L08_a	20	33	M
07205_p3_L08_a	21	22	M
07205_p3_L08_a	22	83	H
07205_p3_L08_a	23	108	L
07205_p3_L08_a	24	21	M
07205_p3_L08_b	1	81	H
07205_p3_L08_b	2	28	M
07205_p3_L08_b	3	132	M
07205_p3_L08_b	4	77	M
07205_p3_L08_b	5	81	H
07205_p3_L08_b	6	27	M
07205_p3_L08_b	7	82	H
07205_p3_L08_b	8	3	M
07205_p3_L08_b	9	21	M
07205_p3_L08_b	10	83	H
07205_p3_L08_b	11	118	L
07205_p3_L08_b	12	104	M
07205_p3_L08_b	13	27	M
07205_p3_L08_b	14	130	M
07205_p3_L08_c	1	w:pouuoit	L
07205_p3_L08_c	2	w:beaucoup	M
07205_p3_L08_c	3	w:emuer	L
07205_p3_L08_d	1	w:plus	M
07205_p3_L08_d	2	w:faire	L
07205_p3_L08_d	3	w:de	L
07205_p3_L08_d	4	w:pouuance	L
07205_p3_L08_d	5	121	L
07205_p3_L08_d	6	131	L
07205_p3_L08_d	7	89	L
07205_p3_L08_d	8	118	M
07205_p3_L08_d	9	118	M
07205_p3_L08_d	10	82	H
07205_p3_L08_d	11	104	M
07205_p3_L08_d	12	82	H
07205_p3_L08_d	13	104	M
07205_p3_L08_d	14	89	L
07205_p3_L08_d	15	73	M
07205_p3_L08_d	16	22	M
07205_p3_L08_d	17	82	H
07205_p3_L08_d	18	101	M
07205_p3_L08_e	1	4	L
07205_p3_L08_e	2	129	L
07205_p3_L08_e	3	140	L
07205_p3_L08_e	4	82	H
07205_p3_L08_e	5	3	M
07205_p3_L08_e	6	71	L
07205_p3_L08_e	7	32	M
07205_p3_L08_e	8	83	H
07205_p3_L08_e	9	27	M
07205_p3_L08_e	10	98	L
07205_p3_L08_e	11	84	H
07205_p3_L08_e	12	39	M
07205_p3_L08_e	13	82	H
07205_p3_L08_e	14	95	L
07205_p3_L08_e	15	31	M
07205_p3_L08_e	16	82	H
07205_p3_L08_e	17	109	L
07205_p3_L08_e	18	93	M
07205_p3_L08_e	19	81	H
07205_p3_L08_e	20	28	M
07205_p3_L08_e	21	102	M
07205_p3_L08_e	22	38	L
07205_p3_L09_a	1	81	H
07205_p3_L09_a	2	83	H
07205_p3_L09_a	3	21	M
07205_p3_L09_a	4	109	L
07205_p3_L09_a	5	82	H
07205_p3_L09_a	6	89	M
07205_p3_L09_a	7	71	L
07205_p3_L09_a	8	82	H
07205_p3_L09_a	9	87	L
07205_p3_L09_a	10	37	M
07205_p3_L09_a	11	101	M
07205_p3_L09_a	12	113	M
07205_p3_L09_a	13	112	M
07205_p3_L09_a	14	81	H
07205_p3_L09_a	15	283	L
07205_p3_L09_a	16	82	H
07205_p3_L09_a	17	39	M
07205_p3_L09_a	18	6	L
07205_p3_L09_a	19	101	M
07205_p3_L09_a	20	81	H
07205_p3_L09_a	21	1	M
07205_p3_L09_a	22	31	M
07205_p3_L09_a	23	19	L
07205_p3_L09_b	1	30	L
07205_p3_L09_b	2	83	H
07205_p3_L09_b	3	111	M
07205_p3_L09_b	4	19	L
07205_p3_L09_b	5	39	M
07205_p3_L09_b	6	81	H
07205_p3_L09_b	7	89	L
07205_p3_L09_b	8	6	L
07205_p3_L09_b	9	2	M
07205_p3_L09_b	10	82	H
07205_p3_L09_b	11	90	M
07205_p3_L09_b	12	89	M
07205_p3_L09_b	13	83	H
07205_p3_L09_b	14	74	M
07205_p3_L09_b	15	33	M
07205_p3_L09_b	16	121	L
07205_p3_L09_c	1	w:qui	M
07205_p3_L09_c	2	w:ma	M
07205_p3_L09_c	3	w:faict	M
07205_p3_L09_c	4	w:vous	L
07205_p3_L10_a	1	w:prier	H
07205_p3_L10_a	2	w:tresaffectionnement	M
07205_p3_L10_a	3	w:que	H
07205_p3_L10_a	4	w:les	H
07205_p3_L10_a	5	w:raisons	L
07205_p3_L10_a	6	w:susd	L
07205_p3_L10_a	7	w:contenues	M
07205_p3_L10_a	8	w:et	H
07205_p3_L10_a	9	w:pour	H
