line	pos	group	conf	note
5200p1L20	2	15	H	
5200p1L20	3	60	H	
5200p1L20	4	32	H	
5200p1L20	5	33	H	
5200p1L20	6	w:et	H	
5200p1L20	7	3	H	
5200p1L20	8	4	H	
5200p1L20	9	5	H	
5200p1L20	10	6	H	
5200p1L20	11	7	H	
5200p1L20	12	8	H	
5200p1L20	13	s:sun	M	
5200p1L20	14	s:venus	M	
5200p1L20	15	s:venus	M	
5200p1L20	16	3	H	
5200p1L20	17	2	H	
5200p1L20	18	1	H	
5200p1L20	19	39	H	
5200p1L20	20	12	H	
5200p1L20	21	42	H	
5200p1L20	22	39	H	
5200p1L20	23	w:me	M	
5200p1L20	24	11	H	
5200p1L20	25	10	H	
5200p1L20	26	25	H	
5200p1L20	27	40	H	
5200p1L21	1	12	H	
5200p1L21	2	17	H	
5200p1L21	3	14	H	
5200p1L21	4	15	H	
5200p1L21	5	16	H	
5200p1L21	6	57	H	
5200p1L21	7	42	H	
5200p1L21	8	40	H	
5200p1L21	9	60	H	
5200p1L21	10	54	H	
5200p1L21	11	9	H	
5200p1L21	12	42	H	
5200p1L21	13	59	H	
5200p1L21	14	55	H	
5200p1L21	15	56	H	
5200p1L21	16	57	H	
5200p1L21	17	58	H	
5200p1L21	18	59	H	
5200p1L21	19	15	H	
5200p1L21	20	70	H	
5200p1L21	21	72	H	
5200p1L21	22	s:f	M	
5200p1L21	23	w:Dieu	M	word or name, uncertain
5200p1L22	1	31	H	
5200p1L22	2	36	H	
5200p1L22	3	27	H	
5200p1L22	4	s:venus	M	
5200p1L22	5	51	H	
5200p1L22	6	3	H	
5200p1L22	7	s:jupiter	M	
5200p1L22	8	9	H	
5200p1L22	9	60	H	
5200p1L22	10	s:saturn	M	
5200p1L22	11	33	M	
5200p1L22	12	15	H	
5200p1L22	13	60	H	
5200p1L22	14	s:f	M	
5200p1L22	15	14	H	
5200p1L22	16	15	H	
5200p1L22	17	36	H	
5200p1L22	18	15	H	
5200p1L22	19	39	H	
5200p1L22	20	57	H	
5200p1L22	21	w:n	M	
5200p1L22	22	25	H	
5200p1L22	23	69	H	
5200p1L22	24	45	H	
5200p1L22	25	42	H	
5200p1L22	26	60	M	
5200p1L23	1	s:jupiter	M	
5200p1L23	2	60	H	
5200p1L23	3	42	H	
5200p1L23	4	26	H	
5200p1L23	5	27	H	
5200p1L23	6	57	H	
5200p1L23	7	w:Car depuis que	H	
5200p1L23	8	17	H	
5200p1L23	9	20	H	
5200p1L23	10	40	H	
5200p1L23	11	41	H	
5200p1L23	12	25	H	
5200p1L23	13	36	H	
5200p1L23	14	3	H	
5200p1L23	15	33	H	
5200p1L23	16	27	H	
5200p1L23	17	s:jupiter	M	
5200p1L23	18	39	H	
5200p1L23	19	15	M	
5200p1L24	1	s:a	M	
5200p1L24	2	14	H	
5200p1L24	3	15	H	
5200p1L24	4	54	H	
5200p1L24	5	55	H	
5200p1L24	6	57	H	
5200p1L24	7	15	H	
5200p1L24	8	14	H	
5200p1L24	9	50	H	
5200p1L24	10	51	H	
5200p1L24	11	15	H	
5200p1L24	12	36	H	
5200p1L24	13	27	H	
5200p1L24	14	54	H	
5200p1L24	15	14	H	
5200p1L24	16	15	H	
5200p1L24	17	w:en	H	
5200p1L24	18	56	H	
5200p1L24	19	57	H	
5200p1L24	20	51	H	
5200p1L24	21	50	H	
5200p1L24	22	15	H	
5200p1L24	23	s:venus	M	
5200p1L24	24	33	H	
5200p1L24	25	15	H	
5200p1L24	26	54	H	
5200p1L24	27	s:mars	M	
5200p1L25	1	35	H	
5200p1L25	2	36	H	
5200p1L25	3	3	H	
5200p1L25	4	27	H	
5200p1L25	5	39	H	
5200p1L25	6	54	H	
5200p1L25	7	w:de	M	
5200p1L25	8	54	H	
5200p1L25	9	s:mars	M	
5200p1L25	10	s:sun	M	
5200p1L25	11	s:moon	M	
5200p1L25	12	15	H	
5200p1L25	13	54	H	
5200p1L25	14	45	H	
5200p1L25	15	3	H	
5200p1L25	16	20	H	
5200p1L25	17	21	H	
5200p1L25	18	39	H	
5200p1L25	19	42	H	
5200p1L25	20	33	H	
5200p1L25	21	72	H	
5200p1L25	22	w:qui ont	H	
5200p1L26	1	25	H	
5200p1L26	2	20	H	
5200p1L26	3	s:mars	M	
5200p1L26	4	s:jupiter	M	
5200p1L26	5	54	H	
5200p1L26	6	3	H	
5200p1L26	7	5	M	
5200p1L26	8	25	H	
5200p1L26	9	20	H	
5200p1L26	10	8	H	
5200p1L26	11	9	H	
5200p1L26	12	3	H	
5200p1L26	13	50	H	
5200p1L26	14	21	H	
5200p1L26	15	15	H	
5200p1L26	16	w:tout,	H	
5200p1L26	17	14	H	
5200p1L26	18	15	H	
5200p1L26	19	s:mars	M	
5200p1L26	20	33	H	
5200p1L26	21	3	H	
5200p1L26	22	4	H	
5200p1L26	23	s:jupiter	M	
5200p1L27	1	60	H	
5200p1L27	2	27	H	
5200p1L27	3	26	H	
5200p1L27	4	33	H	
5200p1L27	5	s:venus	M	
5200p1L27	6	w:Le, l	M	
5200p1L27	7	14	H	
5200p1L27	8	25	H	
5200p1L27	9	15	H	
5200p1L27	10	54	H	
5200p1L27	11	55	H	
5200p1L27	12	45	H	
5200p1L27	13	3	H	
5200p1L27	14	9	H	
5200p1L27	15	14	H	
5200p1L27	16	15	H	
5200p1L27	17	12	H	
5200p1L27	18	14	H	
5200p1L27	19	15	H	
5200p1L27	20	w:trois	M	
5200p1L27	21	42	H	
5200p1L27	22	61	H	
5200p1L27	23	60	H	
5200p1L28	1	w:qu	M	
5200p1L28	2	25	H	
5200p1L28	3	31	H	
5200p1L28	4	37	H	
5200p1L28	5	3	H	
5200p1L28	6	57	H	
5200p1L28	7	51	H	
5200p1L28	8	15	H	
5200p1L28	9	27	H	
5200p1L28	10	42	H	
5200p1L28	11	60	H	
5200p1L28	12	51	H	
5200p1L28	13	61	H	
5200p1L28	14	54	H	
5200p1L28	15	s:mars	M	
5200p1L28	16	s:jupiter	M	
5200p1L28	17	w:Le	H	
5200p1L28	18	59	H	
5200p1L28	19	53	H	
5200p1L28	20	54	H	
5200p1L28	21	s:venus	M	
5200p1L28	22	21	H	
5200p1L28	23	3	H	
5200p1L28	24	5	M	
5200p1L29	1	39	H	
5200p1L29	2	27	H	
5200p1L29	3	54	H	
5200p1L29	4	42	H	
5200p1L29	5	39	H	
5200p1L29	6	54	H	
5200p1L29	7	w:des	M	
5200p1L29	8	25	H	
5200p1L29	9	61	H	
5200p1L29	10	31	H	
5200p1L29	11	3	H	
5200p1L29	12	60	H	
5200p1L29	13	57	H	
5200p1L29	14	51	H	
5200p1L29	15	15	H	
5200p1L29	16	54	H	
5200p1L29	17	s:mars	M	
5200p1L29	18	60	H	
5200p1L29	19	27	H	
5200p1L29	20	w:l	M	
5200p1L29	21	32	H	
5200p1L29	22	33	H	
5200p1L30	1	15	H	
5200p1L30	2	54	H	
5200p1L30	3	w:ont y k	L	hard to read
5200p1L30	4	55	H	
5200p1L30	5	57	H	
5200p1L30	6	15	H	
5200p1L30	7	w:l	M	
5200p1L30	8	25	H	
5200p1L30	9	20	H	
5200p1L30	10	33	H	
5200p1L30	11	14	H	
5200p1L30	12	15	H	
5200p1L30	13	36	H	
5200p1L30	14	15	H	
5200p1L30	15	39	H	
5200p1L30	16	57	H	
5200p1L30	17	15	H	
5200p1L30	18	18	H	
5200p1L30	19	19	M	
5200p1L30	20	s:f	M	
5200p1L30	21	31	M	
5200p1L31	1	15	H	
5200p1L31	2	14	H	
5200p1L31	3	15	H	
5200p1L31	4	16	H	
5200p1L31	5	17	H	
5200p1L31	6	54	H	
5200p1L31	7	w:que les aucuns apres les autres	M	
5200p1L31	8	25	H	
5200p1L31	9	20	H	
5200p1L31	10	42	H	
5200p1L31	11	39	H	
5200p1L31	12	57	H	
5200p1L31	13	s:venus	M	
5200p1L32	1	w:qui	M	
5200p1L32	2	70	H	
5200p1L32	3	57	H	
5200p1L32	4	58	H	
5200p1L32	5	50	H	
5200p1L32	6	s:f	M	
5200p1L32	7	14	H	
5200p1L32	8	15	H	
5200p1L32	9	w:Le	H	
5200p1L32	10	53	H	
5200p1L32	11	54	H	
5200p1L32	12	50	H	
5200p1L32	13	45	H	
5200p1L32	14	35	H	
5200p1L32	15	3	H	
5200p1L32	16	9	H	
5200p1L32	17	15	H	
5200p1L32	18	59	H	
5200p1L32	19	w:qui leur	M	
5200p1L32	20	2	H	
5200p1L32	21	20	M	
5200p1L33	1	3	H	
5200p1L33	2	60	H	
5200p1L33	3	25	H	
5200p1L33	4	42	H	
5200p1L33	5	69	H	
5200p1L33	6	15	H	
5200p1L33	7	14	H	
5200p1L33	8	39	H	
5200p1L33	9	57	H	
5200p1L33	10	14	H	
5200p1L33	11	15	H	
5200p1L33	12	54	H	
5200p1L33	13	55	H	
5200p1L33	14	56	H	
5200p1L33	15	57	H	
5200p1L33	16	15	H	
5200p1L33	17	14	H	
5200p1L33	18	9	H	
5200p1L33	19	42	H	
5200p1L33	20	36	H	
5200p1L33	21	s:jupiter	M	
5200p1L33	22	s:f	M	
5200p1L34	1	27	H	
5200p1L34	2	54	H	
5200p1L34	3	14	H	
5200p1L34	4	15	H	
5200p1L34	5	53	H	
5200p1L34	6	54	H	
5200p1L34	7	55	H	
5200p1L34	8	s:jupiter	M	
5200p1L34	9	74	H	
5200p1L34	10	81	H	
5200p1L34	11	w:Car maintenant que Aeschyne preste de	M	name uncertain
5200p1L35	1	25	H	
5200p1L35	2	31	H	
5200p1L35	3	40	H	
5200p1L35	4	20	H	
5200p1L35	5	s:jupiter	M	
5200p1L35	6	s:mars	M	
5200p1L35	7	51	H	
5200p1L35	8	60	H	
5200p1L35	9	51	H	
5200p1L35	10	15	H	
5200p1L35	11	86	M	
5200p1L35	12	42	H	
5200p1L35	13	39	H	
5200p1L35	14	12	H	
5200p1L35	15	15	H	
5200p1L35	16	14	H	
5200p1L35	17	s:venus	M	
5200p1L35	18	s:sun	M	
5200p1L35	19	33	H	
5200p1L35	20	15	H	
5200p1L35	21	54	H	
5200p1L35	22	5	M	
5200p1L36	1	s:f	M	
5200p1L36	2	40	H	
5200p1L36	3	41	H	
5200p1L36	4	42	H	
5200p1L36	5	32	H	
5200p1L36	6	33	H	
5200p1L36	7	12	H	
5200p1L36	8	1	H	
5200p1L36	9	2	H	
5200p1L36	10	3	H	
5200p1L36	11	57	H	
5200p1L36	12	54	H	
5200p1L36	13	55	H	
5200p1L36	14	32	H	
5200p1L36	15	33	H	
5200p1L36	16	42	H	
5200p1L36	17	39	H	
5200p1L36	18	57	H	
5200p1L36	19	3	H	
5200p1L36	20	4	H	
5200p1L36	21	5	H	
5200p1L36	22	6	H	
5200p1L36	23	8	M	
5200p1L37	1	38	M	
5200p1L37	2	39	M	
5200p1L37	3	s:inkblot	L	page has an ink blot here
5200p1L37	4	42	H	
5200p1L37	5	w:n	M	
5200p1L37	6	25	H	
5200p1L37	7	20	H	
5200p1L37	8	40	H	
5200p1L37	9	39	H	
5200p1L37	10	15	H	
5200p1L37	11	14	H	
5200p1L37	12	17	H	
5200p1L37	13	w:c	M	
5200p1L37	14	32	H	
5200p1L37	15	s:venus	M	
5200p1L37	16	s:mars	M	
5200p1L37	17	s:jupiter	M	
5200p1L37	18	33	H	
5200p1L37	19	15	H	
5200p1L37	20	56	H	
5200p1L37	21	1	M	
5200p1L38	1	45	H	
5200p1L38	2	33	H	
5200p1L38	3	15	H	
5200p1L38	4	34	M	
5200p1L38	5	w:de	M	
5200p1L38	6	48	H	
5200p1L38	7	49	H	
5200p1L38	8	60	H	
5200p1L38	9	15	H	
5200p1L38	10	33	H	
5200p1L38	11	72	H	
5200p1L38	12	w:a f hst yl6	L	unclear cluster
5200p1L38	13	25	H	
5200p1L38	14	31	H	
5200p1L38	15	s:venus	M	
5200p1L38	16	15	H	
5200p1L38	17	30	H	
5200p1L39	1	s:jupiter	M	
5200p1L39	2	60	H	
5200p1L39	3	69	H	
5200p1L39	4	12	H	
5200p1L39	5	14	H	
5200p1L39	6	15	H	
5200p1L39	7	9	H	
5200p1L39	8	15	H	
5200p1L39	9	60	H	
5200p1L39	10	61	H	
5200p1L39	11	66	H	
5200p1L39	12	w:de	M	
5200p1L39	13	63	M	
5200p1L39	14	3	H	
5200p1L39	15	9	H	
5200p1L39	16	24	H	
5200p1L39	17	57	H	
5200p1L39	18	15	H	
5200p1L39	19	39	H	
5200p1L39	20	s:jupiter	M	
5200p1L39	21	12	H	
5200p1L39	22	42	H	
5200p1L40	1	s:sun	M	
5200p1L40	2	s:jupiter	M	
5200p1L40	3	w:lesquelz du commencement me	M	
5200p1L40	4	31	H	
5200p1L40	5	40	H	
5200p1L40	6	25	H	
5200p1L40	7	s:jupiter	M	
5200p1L40	8	36	H	
5200p1L40	9	3	H	
5200p1L40	10	60	H	
5200p1L40	11	42	H	
5200p1L40	12	69	H	
5200p1L40	13	15	H	
5200p1L40	14	39	H	
5200p1L40	15	57	H	
5200p1L41	1	60	H	
5200p1L41	2	42	H	
5200p1L41	3	60	H	
5200p1L41	4	32	H	
5200p1L41	5	33	H	
5200p1L41	6	61	H	
5200p1L41	7	w:n	M	
5200p1L41	8	50	H	
5200p1L41	9	51	H	
5200p1L41	10	15	H	
5200p1L41	11	9	H	
5200p1L41	12	14	H	
5200p1L41	13	15	H	
5200p1L41	14	60	H	
5200p1L41	15	42	H	
5200p1L41	16	27	H	
5200p1L41	17	51	H	
5200p1L41	18	60	H	
5200p1L41	19	w:de	M	
5200p1L41	20	11	H	
5200p1L41	21	12	H	
5200p1L41	22	3	H	
5200p1L41	23	39	H	
5200p1L41	24	24	M	
5200p1L42	1	32	H	
5200p1L42	2	33	H	
5200p1L42	3	3	H	
5200p1L42	4	60	H	
5200p1L42	5	26	H	
5200p1L42	6	27	H	
5200p1L42	7	w:l	M	
5200p1L42	8	32	H	
5200p1L42	9	33	H	
5200p1L42	10	14	H	
5200p1L42	11	15	H	
5200p1L42	12	s:jupiter	M	
5200p1L42	13	s:mars	M	
5200p1L42	14	w:sinon durant quelques	M	
5200p1L42	15	53	H	
5200p1L42	16	54	H	
5200p1L42	17	61	M	
5200p1L43	1	15	H	
5200p1L43	2	34	H	
5200p1L43	3	45	H	
5200p1L43	4	57	H	
5200p1L43	5	42	H	
5200p1L43	6	60	H	
5200p1L43	7	61	H	
5200p1L43	8	23	H	
5200p1L43	9	24	H	
5200p1L43	10	60	H	
5200p1L43	11	27	H	
5200p1L43	12	s:venus	M	
5200p1L43	13	57	H	
5200p1L43	14	56	H	
5200p1L43	15	w:y	M	
5200p1L43	16	23	H	
5200p1L43	17	29	H	
5200p1L43	18	15	H	
5200p1L43	19	14	H	
5200p1L43	20	60	H	
5200p1L43	21	s:f	M	
5200p1L44	1	w:n	M	
5200p1L44	2	32	H	
5200p1L44	3	33	H	
5200p1L44	4	30	H	
5200p1L44	5	66	H	
5200p1L44	6	w:et puis apres	H	
5200p1L44	7	30	H	
5200p1L44	8	39	H	
5200p1L44	9	19	H	
5200p1L44	10	s:jupiter	M	
5200p1L44	11	36	H	
5200p1L44	12	15	H	
5200p1L44	13	14	H	
5200p1L44	14	s:mars	M	
5200p1L44	15	50	H	
5200p1L44	16	42	H	
5200p1L44	17	60	M	
5200p1L45	1	33	H	
5200p1L45	2	61	H	
5200p1L45	3	60	H	
5200p1L45	4	50	H	
5200p1L45	5	51	H	
5200p1L45	6	w:c	M	
5200p1L45	7	38	H	
5200p1L45	8	39	H	
5200p1L45	9	57	H	
5200p1L45	10	w:La	H	
5200p1L45	11	26	H	
5200p1L45	12	27	H	
5200p1L45	13	s:f	M	
5200p1L45	14	53	H	
5200p1L45	15	54	H	
5200p1L45	16	19	H	
5200p1L45	17	w:de	M	
5200p1L45	18	50	H	
5200p1L45	19	5	H	
5200p1L45	20	45	H	
5200p1L45	21	3	H	
5200p1L45	22	21	H	
5200p1L45	23	s:venus	M	
5200p1L46	1	57	H	
5200p1L46	2	27	H	
5200p1L46	3	56	H	
5200p1L46	4	51	H	
5200p1L46	5	w:fault que	M	
5200p1L46	6	45	H	
5200p1L46	7	3	H	
5200p1L46	8	69	H	
5200p1L46	9	15	H	
5200p1L46	10	72	H	
5200p1L46	11	w:de	M	
5200p1L46	12	s:venus	M	
5200p1L46	13	54	H	
5200p1L46	14	27	H	
5200p1L46	15	39	H	
5200p1L46	16	42	M	page edge, run may continue on p2
