line	pos	group	conf	note
5200p2L16	10	s:jupiter	M	
5200p2L16	11	60	H	
5200p2L16	12	27	H	
5200p2L16	13	w:le	M	
5200p2L16	14	25	H	
5200p2L16	15	31	H	
5200p2L16	16	33	H	
5200p2L16	17	15	H	
5200p2L17	1	12	H	
5200p2L17	2	14	H	
5200p2L17	3	s:e	M	crossed-e sign
5200p2L17	4	70	H	
5200p2L17	5	72	H	
5200p2L17	6	60	H	
5200p2L17	7	57	H	
5200p2L17	8	45	H	
5200p2L17	9	24	H	
5200p2L17	10	15	H	
5200p2L17	11	14	H	
5200p2L17	12	39	H	
5200p2L17	13	57	H	
5200p2L17	14	3	H	
5200p2L17	15	51	H	
5200p2L17	16	12	H	
5200p2L17	17	14	H	
5200p2L17	18	25	H	
5200p2L18	1	s:jupiter	M	
5200p2L18	2	s:mars	M	
5200p2L18	3	s:jupiter	M	
5200p2L18	4	12	H	
5200p2L18	5	15	H	
5200p2L18	6	39	H	
5200p2L18	7	54	H	
5200p2L18	8	60	H	
5200p2L18	9	69	H	
5200p2L18	10	s:u	M	crossed-u sign
5200p2L18	11	50	H	
5200p2L18	12	51	H	
5200p2L18	13	14	H	
5200p2L18	14	15	H	
5200p2L18	15	31	H	
5200p2L18	16	33	H	
5200p2L18	17	15	H	
5200p2L18	18	60	H	
5200p2L18	19	51	H	
5200p2L18	20	50	H	
5200p2L19	1	15	H	
5200p2L19	2	66	H	
5200p2L19	3	14	H	
5200p2L19	4	s:e	M	
5200p2L19	5	35	H	
5200p2L19	6	36	H	
5200p2L19	7	45	H	
5200p2L19	8	33	H	
5200p2L19	9	15	H	
5200p2L19	10	14	H	
5200p2L19	11	s:jupiter	M	
5200p2L19	12	s:mars	M	
5200p2L19	13	s:illegible	L	short cursive mark(s), possibly a name or abbreviation, not confidently read
5200p2L19	14	31	H	
5200p2L19	15	31	M	repeated 31, possibly 37
5200p2L19	16	69	H	
5200p2L20	1	w:et	M	
5200p2L20	2	18	M	
5200p2L20	3	60	H	
5200p2L20	4	54	H	
5200p2L20	5	s:long-s	M	
5200p2L20	6	14	H	
5200p2L20	7	15	H	
5200p2L20	8	17	H	
5200p2L20	9	3	H	
5200p2L20	10	51	H	
5200p2L20	11	s:n	M	
5200p2L20	12	26	H	
5200p2L20	13	27	H	
5200p2L20	14	s:long-s	M	
5200p2L20	15	60	H	
5200p2L20	16	14	H	
5200p2L20	17	15	H	
5200p2L20	18	s:jupiter	M	
5200p2L20	19	s:mars	M	
5200p2L20	20	w:pour	M	
5200p2L20	21	31	H	
5200p2L20	22	20	H	
5200p2L20	23	25	H	
5200p2L20	24	50	H	
5200p2L20	25	40	H	
5200p2L21	1	w:Ce mesme jour qu'ils avoient delibere de	L	whole line clear French, low-confidence cursive reading
5200p2L22	1	32	H	
5200p2L22	2	33	H	
5200p2L22	3	3	H	
5200p2L22	4	s:jupiter	M	
5200p2L22	5	s:saturn	M	
5200p2L22	6	48	H	
5200p2L22	7	61	H	
5200p2L22	8	60	H	
5200p2L22	9	27	H	
5200p2L22	10	4	H	
5200p2L22	11	56	H	
5200p2L22	12	57	H	
5200p2L22	13	15	H	
5200p2L22	14	51	H	
5200p2L22	15	50	H	
5200p2L22	16	51	H	
5200p2L22	17	w:Com	L	line-end abbreviation, unclear if hyphenated with next line
5200p2L23	1	w:nonobstant	M	
5200p2L23	2	12	H	
5200p2L23	3	14	H	
5200p2L23	4	15	H	
5200p2L23	5	s:mars	M	
5200p2L23	6	12	H	
5200p2L23	7	42	H	
5200p2L23	8	57	H	
5200p2L23	9	14	H	
5200p2L23	10	15	H	
5200p2L23	11	9	H	
5200p2L23	12	60	H	
5200p2L23	13	36	H	
5200p2L23	14	s:jupiter	M	
5200p2L23	15	s:saturn	M	
5200p2L24	1	39	H	
5200p2L24	2	42	H	
5200p2L24	3	40	H	
5200p2L24	4	39	H	
5200p2L24	5	57	H	
5200p2L24	6	w:pourtant	M	
5200p2L24	7	s:mark	L	unclear mark, could be digit 3 + sign
5200p2L24	8	40	H	
5200p2L24	9	25	H	
5200p2L24	10	s:jupiter	M	
5200p2L24	11	s:mars	M	
5200p2L24	12	33	H	
5200p2L24	13	3	H	
5200p2L24	14	27	H	
5200p2L24	15	s:long-s	M	
5200p2L25	1	50	H	
5200p2L25	2	54	H	
5200p2L25	3	15	H	
5200p2L25	4	14	H	
5200p2L25	5	12	H	
5200p2L25	6	13	H	
5200p2L25	7	14	H	
5200p2L25	8	15	H	
5200p2L25	9	17	H	
5200p2L25	10	16	H	
5200p2L25	11	18	H	
5200p2L25	12	19	H	
5200p2L25	13	20	H	
5200p2L25	14	3	H	
5200p2L25	15	27	H	
5200p2L25	16	50	H	
5200p2L25	17	51	H	
5200p2L25	18	14	H	
5200p2L26	1	s:jupiter	M	
5200p2L26	2	s:mars	M	
5200p2L26	3	32	H	
5200p2L26	4	33	H	
5200p2L26	5	14	H	
5200p2L26	6	15	H	
5200p2L26	7	s:jupiter	M	
5200p2L26	8	36	H	
5200p2L26	9	15	H	
5200p2L26	10	s:long-s	M	
5200p2L26	11	37	M	
5200p2L26	12	36	H	
5200p2L26	13	14	H	
5200p2L26	14	w:et aussy	L	
5200p2L27	1	s:jupiter	M	
5200p2L27	2	9	H	
5200p2L27	3	15	H	
5200p2L27	4	60	H	
5200p2L27	5	66	H	
5200p2L27	6	s:jupiter	M	
5200p2L27	7	s:saturn	M	
5200p2L27	8	12	H	
5200p2L27	9	s:e	M	
5200p2L27	10	31	H	
5200p2L27	11	32	H	
5200p2L27	12	33	H	
5200p2L27	13	42	H	
5200p2L27	14	9	H	
5200p2L27	15	24	H	
5200p2L27	16	60	H	
5200p2L27	17	36	H	
