line	pos	group	conf	note
5200p1L18	16	20	H	
5200p1L18	17	40	H	
5200p1L18	18	40	H	
5200p1L19	1	3	H	
5200p1L19	2	32	H	
5200p1L19	3	33	H	
5200p1L19	4	3	H	
5200p1L19	5	18	H	
5200p1L19	6	27	H	
5200p1L19	7	39	H	
5200p1L19	8	27	H	
5200p1L19	9	15	H	
5200p1L19	10	35	H	
5200p1L19	11	36	H	
5200p1L19	12	15	H	
5200p1L19	13	s:sol	M	
5200p1L19	14	s:mmm	L	unclear sign, poss. zodiac (Cancer?)
5200p1L19	15	57	H	
5200p1L19	16	51	H	
5200p1L19	17	42	H	
5200p1L19	18	60	H	
5200p1L19	19	s:mars	H	
5200p1L19	20	11	H	
5200p1L19	21	14	H	
5200p1L19	22	15	H	
5200p1L19	23	16	H	
5200p1L19	24	51	H	
5200p1L19	25	3	H	
5200p1L19	26	69	H	
5200p1L20	1	54	H	
5200p1L20	2	15	H	
5200p1L20	3	60	H	
5200p1L20	4	32	H	
5200p1L20	5	33	H	
5200p1L20	6	w:et	H	
5200p1L20	7	3	H	
5200p1L20	8	4	H	
5200p1L20	9	5	H	
5200p1L20	10	6	H	
5200p1L20	11	7	H	
5200p1L20	12	8	H	
5200p1L20	13	s:D	M	letter D used as sign, poss. crescent/moon
5200p1L20	14	s:saturn	M	
5200p1L20	15	s:venus	M	
5200p1L20	16	3	H	
5200p1L20	17	2	H	
5200p1L20	18	1	H	
5200p1L20	19	39	H	
5200p1L20	20	12	H	
5200p1L20	21	42	H	
5200p1L20	22	39	H	
5200p1L20	23	w:ne	H	
5200p1L20	24	11	H	
5200p1L20	25	10	H	
5200p1L20	26	25	H	
5200p1L20	27	40	H	
5200p1L21	1	12	H	
5200p1L21	2	17	H	
5200p1L21	3	14	H	
5200p1L21	4	15	H	
5200p1L21	5	16	H	
5200p1L21	6	57	H	
5200p1L21	7	42	H	
5200p1L21	8	40	H	
5200p1L21	9	60	H	
5200p1L21	10	54	H	
5200p1L21	11	9	H	
5200p1L21	12	42	H	
5200p1L21	13	59	H	
5200p1L21	14	55	H	
5200p1L21	15	56	H	
5200p1L21	16	57	H	
5200p1L21	17	58	H	
5200p1L21	18	59	H	
5200p1L21	19	15	H	
5200p1L21	20	70	H	
5200p1L21	21	72	H	
5200p1L21	22	s:f	H	
5200p1L21	23	w:Dieu	L	right margin, very uncertain
5200p1L22	1	31	H	
5200p1L22	2	36	H	
5200p1L22	3	27	H	
5200p1L22	4	s:venus	H	
5200p1L22	5	51	H	
5200p1L22	6	3	H	
5200p1L22	7	s:jupiter	H	
5200p1L22	8	9	H	
5200p1L22	9	60	H	
5200p1L22	10	s:saturn	H	
5200p1L22	11	33	H	
5200p1L22	12	15	H	
5200p1L22	13	60	H	
5200p1L22	14	s:f	H	
5200p1L22	15	14	H	
5200p1L22	16	15	H	
5200p1L22	17	36	H	
5200p1L22	18	15	H	
5200p1L22	19	39	H	
5200p1L22	20	57	H	
5200p1L22	21	s:n	M	
5200p1L22	22	25	H	
5200p1L22	23	69	H	
5200p1L22	24	45	H	
5200p1L22	25	42	H	
5200p1L22	26	60	H	
5200p1L23	1	s:jupiter	H	
5200p1L23	2	60	H	
5200p1L23	3	42	H	
5200p1L23	4	26	H	
5200p1L23	5	27	H	
5200p1L23	6	57	H	
5200p1L23	7	w:Car depuis que	H	
5200p1L23	8	17	H	
5200p1L23	9	20	H	
5200p1L23	10	40	H	
5200p1L23	11	41	H	
5200p1L23	12	25	H	
5200p1L23	13	36	H	
5200p1L23	14	3	H	
5200p1L23	15	33	H	
5200p1L23	16	27	H	
5200p1L23	17	s:jupiter	H	
5200p1L23	18	39	H	
5200p1L23	19	15	H	
5200p1L24	1	s:a	H	
5200p1L24	2	14	H	
5200p1L24	3	15	H	
5200p1L24	4	54	H	
5200p1L24	5	55	H	
5200p1L24	6	57	H	
5200p1L24	7	15	H	
5200p1L24	8	14	H	
5200p1L24	9	50	H	
5200p1L24	10	51	H	
5200p1L24	11	15	H	
5200p1L24	12	36	H	
5200p1L24	13	27	H	
5200p1L24	14	54	H	
5200p1L24	15	14	H	
5200p1L24	16	15	H	
5200p1L24	17	w:en	H	
5200p1L24	18	56	H	
5200p1L24	19	57	H	
5200p1L24	20	51	H	
5200p1L24	21	50	H	
5200p1L24	22	15	H	
5200p1L24	23	s:venus	H	
5200p1L24	24	33	H	
5200p1L24	25	15	H	
5200p1L24	26	54	H	
5200p1L24	27	s:mars	M	right edge, uncertain
5200p1L24a	1	35	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	2	36	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	3	3	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	4	27	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	5	39	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	6	54	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	7	w:de	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	8	54	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	9	s:mars	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	10	s:sun	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	11	s:moon	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	12	15	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	13	54	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	14	45	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	15	3	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	16	20	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	17	21	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	18	39	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	19	42	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	20	33	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	21	72	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L24a	22	w:qui ont	M	line skipped by pass A; read by pass B only, confirmed present on image
5200p1L25	1	25	H	
5200p1L25	2	20	H	
5200p1L25	3	s:mars	H	
5200p1L25	4	s:jupiter	H	
5200p1L25	5	54	H	
5200p1L25	6	3	H	
5200p1L25	7	5	M	poss. s:f
5200p1L25	8	25	H	
5200p1L25	9	20	H	
5200p1L25	10	8	H	
5200p1L25	11	9	H	
5200p1L25	12	3	H	
5200p1L25	13	50	H	
5200p1L25	14	21	H	
5200p1L25	15	15	H	
5200p1L25	16	w:tout,	H	
5200p1L25	17	14	H	
5200p1L25	18	15	H	
5200p1L25	19	s:mars	H	
5200p1L25	20	33	H	
5200p1L25	21	3	H	
5200p1L25	22	4	H	
5200p1L25	23	s:jupiter	H	
5200p1L26	1	60	H	
5200p1L26	2	27	H	
5200p1L26	3	26	H	
5200p1L26	4	33	H	
5200p1L26	5	s:venus	H	
5200p1L26	6	w:les	M	
5200p1L26	7	s:e	M	
5200p1L26	8	14	H	
5200p1L26	9	25	H	
5200p1L26	10	15	H	
5200p1L26	11	54	H	
5200p1L26	12	55	H	
5200p1L26	13	45	H	
5200p1L26	14	3	H	
5200p1L26	15	9	H	
5200p1L26	16	14	H	
5200p1L26	17	15	H	
5200p1L26	18	12	H	
5200p1L26	19	14	H	
5200p1L26	20	15	H	
5200p1L26	21	w:tres	M	
5200p1L26	22	s:mars	H	
5200p1L26	23	42	H	
5200p1L26	24	61	H	
5200p1L26	25	60	H	
5200p1L27	1	w:qu	M	
5200p1L27	2	25	H	
5200p1L27	3	31	H	
5200p1L27	4	37	H	
5200p1L27	5	3	H	
5200p1L27	6	57	H	
5200p1L27	7	51	H	
5200p1L27	8	15	H	
5200p1L27	9	27	H	
5200p1L27	10	42	H	
5200p1L27	11	60	H	
5200p1L27	12	51	H	
5200p1L27	13	61	H	
5200p1L27	14	54	H	
5200p1L27	15	s:mars	H	
5200p1L27	16	s:jupiter	H	
5200p1L27	17	w:Le	H	
5200p1L27	18	59	H	
5200p1L27	19	53	H	
5200p1L27	20	54	H	
5200p1L27	21	s:venus	H	
5200p1L27	22	21	H	
5200p1L27	23	3	M	right edge
5200p1L28	1	39	H	
5200p1L28	2	27	H	
5200p1L28	3	54	H	
5200p1L28	4	42	H	
5200p1L28	5	39	H	
5200p1L28	6	54	H	
5200p1L28	7	w:doit	M	
5200p1L28	8	25	H	
5200p1L28	9	61	H	
5200p1L28	10	31	H	
5200p1L28	11	3	H	
5200p1L28	12	60	H	
5200p1L28	13	57	H	
5200p1L28	14	51	H	
5200p1L28	15	15	H	
5200p1L28	16	54	H	
5200p1L28	17	s:mars	H	
5200p1L28	18	60	H	
5200p1L28	19	27	H	
5200p1L28	20	w:l	M	
5200p1L28	21	32	H	
5200p1L28	22	33	H	
5200p1L29	1	15	H	
5200p1L29	2	54	H	
5200p1L29	3	w:ont y	L	
5200p1L29	4	55	H	
5200p1L29	5	57	H	
5200p1L29	6	15	H	
5200p1L29	7	w:l	M	
5200p1L29	8	25	H	
5200p1L29	9	20	H	
5200p1L29	10	33	H	
5200p1L29	11	14	H	
5200p1L29	12	15	H	
5200p1L29	13	36	H	
5200p1L29	14	15	H	
5200p1L29	15	39	H	
5200p1L29	16	57	H	
5200p1L29	17	15	H	
5200p1L29	18	18	H	
5200p1L29	19	19	M	
5200p1L29	20	s:illegible	L	page edge, illegible on both passes and re-check; A guessed f?, B guessed differently
5200p1L29	21	s:illegible	L	page edge, illegible on both passes and re-check; A guessed 9?, B guessed differently
5200p1L30	1	15	H	
5200p1L30	2	14	H	
5200p1L30	3	15	H	
5200p1L30	4	16	H	
5200p1L30	5	17	H	
5200p1L30	6	54	H	
5200p1L30	7	w:que elle avoit apres (ou) (autres)	L	very uncertain, parenthetical marks in ms
5200p1L30	8	25	H	
5200p1L30	9	20	H	
5200p1L30	10	42	H	
5200p1L30	11	39	H	
5200p1L30	12	57	H	
5200p1L30	13	s:venus	H	
5200p1L31	1	w:qui	M	
5200p1L31	2	70	H	
5200p1L31	3	57	H	
5200p1L31	4	58	H	
5200p1L31	5	50	H	
5200p1L31	6	s:f	H	
5200p1L31	7	14	H	
5200p1L31	8	15	H	
5200p1L31	9	w:Le	H	
5200p1L31	10	53	H	
5200p1L31	11	54	H	
5200p1L31	12	50	H	
5200p1L31	13	45	H	
5200p1L31	14	35	H	
5200p1L31	15	3	H	
5200p1L31	16	9	H	
5200p1L31	17	15	H	
5200p1L31	18	59	H	
5200p1L31	19	w:qui lour	M	
5200p1L31	20	25	H	
5200p1L32	1	3	H	
5200p1L32	2	60	H	
5200p1L32	3	25	H	
5200p1L32	4	42	H	
5200p1L32	5	69	H	
5200p1L32	6	15	H	
5200p1L32	7	14	H	
5200p1L32	8	39	H	
5200p1L32	9	57	H	
5200p1L32	10	14	H	
5200p1L32	11	15	H	
5200p1L32	12	54	H	
5200p1L32	13	55	H	re-verified; pass A misread as 15
5200p1L32	14	56	H	
5200p1L32	15	57	H	
5200p1L32	16	15	H	
5200p1L32	17	14	H	
5200p1L32	18	9	H	
5200p1L32	19	42	H	
5200p1L32	20	36	H	
5200p1L32	21	s:jupiter	H	
5200p1L32	22	s:f	M	re-verified; pass A read s:venus
5200p1L33	1	27	H	
5200p1L33	2	54	H	
5200p1L33	3	14	H	
5200p1L33	4	15	H	
5200p1L33	5	53	H	
5200p1L33	6	54	H	re-verified; pass A misread as 59
5200p1L33	7	55	H	
5200p1L33	8	s:jupiter	H	
5200p1L33	9	74	H	
5200p1L33	10	81	H	
5200p1L33	11	w:Car maintenant que affaires fait de	M	
5200p1L34	1	25	H	
5200p1L34	2	31	H	
5200p1L34	3	40	H	
5200p1L34	4	20	H	
5200p1L34	5	s:jupiter	H	
5200p1L34	6	s:mars	H	
5200p1L34	7	51	H	
5200p1L34	8	60	H	
5200p1L34	9	51	H	
5200p1L34	10	15	H	
5200p1L34	11	86	M	unusually high, check
5200p1L34	12	42	H	
5200p1L34	13	39	H	
5200p1L34	14	12	H	
5200p1L34	15	15	H	
5200p1L34	16	14	H	
5200p1L34	17	s:venus	H	
5200p1L34	18	s:sol	H	
5200p1L34	19	33	H	
5200p1L34	20	15	H	
5200p1L34	21	54	H	
5200p1L35	1	s:f	H	
5200p1L35	2	40	H	
5200p1L35	3	41	H	
5200p1L35	4	42	H	
5200p1L35	5	82	H	
5200p1L35	6	33	H	
5200p1L35	7	12	H	
5200p1L35	8	1	H	
5200p1L35	9	2	H	
5200p1L35	10	3	H	
5200p1L35	11	57	H	
5200p1L35	12	54	H	
5200p1L35	13	55	H	
5200p1L35	14	32	H	
5200p1L35	15	33	H	
5200p1L35	16	42	H	
5200p1L35	17	39	H	
5200p1L35	18	57	H	
5200p1L35	19	3	H	
5200p1L35	20	4	H	
5200p1L35	21	5	H	
5200p1L35	22	6	H	
5200p1L36	1	38	H	
5200p1L36	2	39	H	
5200p1L36	3	s:blot	L	ink blot over sign, illegible
5200p1L36	4	42	H	
5200p1L36	5	s:n	M	
5200p1L36	6	25	H	
5200p1L36	7	20	H	
5200p1L36	8	40	H	
5200p1L36	9	39	H	
5200p1L36	10	15	H	
5200p1L36	11	14	H	
5200p1L36	12	17	H	
5200p1L36	13	s:e	M	
5200p1L36	14	32	H	
5200p1L36	15	s:jupiter	H	
5200p1L36	16	s:mars	H	
5200p1L36	17	33	H	
5200p1L36	18	15	H	
5200p1L36	19	56	H	
5200p1L36	20	15	H	
5200p1L37	1	45	H	
5200p1L37	2	33	H	
5200p1L37	3	15	H	
5200p1L37	4	17	H	
5200p1L37	5	w:doit	L	very uncertain
5200p1L37	6	48	H	
5200p1L37	7	49	H	
5200p1L37	8	60	H	
5200p1L37	9	15	H	
5200p1L37	10	33	H	
5200p1L37	11	72	H	
5200p1L37	12	w:a se tost que	L	very uncertain, faint
5200p1L37	13	25	H	
5200p1L37	14	31	H	
5200p1L37	15	s:venus	H	
5200p1L37	16	15	H	
5200p1L37	17	30	H	
5200p1L38	1	s:jupiter	H	
5200p1L38	2	60	H	
5200p1L38	3	69	H	
5200p1L38	4	12	H	
5200p1L38	5	14	H	
5200p1L38	6	15	H	
5200p1L38	7	9	H	
5200p1L38	8	15	H	
5200p1L38	9	60	H	
5200p1L38	10	61	H	
5200p1L38	11	66	H	
5200p1L38	12	w:de	H	
5200p1L38	13	62	H	
5200p1L38	14	3	H	
5200p1L38	15	9	H	
5200p1L38	16	24	H	
5200p1L38	17	57	H	
5200p1L38	18	15	H	
5200p1L38	19	39	H	
5200p1L38	20	s:jupiter	H	
5200p1L38	21	12	H	
5200p1L38	22	42	H	
5200p1L39	1	s:sol	M	
5200p1L39	2	s:jupiter	H	
5200p1L39	3	w:lesquelz du commencement me	H	
5200p1L39	4	31	H	
5200p1L39	5	40	H	
5200p1L39	6	25	H	
5200p1L39	7	s:jupiter	H	
5200p1L39	8	36	H	
5200p1L39	9	3	H	
5200p1L39	10	60	H	
5200p1L39	11	42	H	
5200p1L39	12	69	H	
5200p1L39	13	15	H	
5200p1L39	14	39	H	
5200p1L40	1	60	H	
5200p1L40	2	42	H	
5200p1L40	3	60	H	
5200p1L40	4	32	H	
5200p1L40	5	33	H	
5200p1L40	6	61	H	
5200p1L40	7	s:n	M	
5200p1L40	8	50	H	
5200p1L40	9	51	H	
5200p1L40	10	15	H	
5200p1L40	11	9	H	
5200p1L40	12	14	H	
5200p1L40	13	15	H	
5200p1L40	14	60	H	
5200p1L40	15	42	H	
5200p1L40	16	27	H	
5200p1L40	17	51	H	
5200p1L40	18	60	H	
5200p1L40	19	w:de	H	
5200p1L40	20	11	H	
5200p1L40	21	12	H	
5200p1L40	22	3	H	
5200p1L40	23	39	H	
5200p1L41	1	32	H	
5200p1L41	2	33	H	
5200p1L41	3	3	H	
5200p1L41	4	60	H	
5200p1L41	5	26	H	
5200p1L41	6	27	H	
5200p1L41	7	w:l	M	
5200p1L41	8	32	H	
5200p1L41	9	33	H	
5200p1L41	10	14	H	
5200p1L41	11	15	H	
5200p1L41	12	s:venus	H	
5200p1L41	13	s:mars	H	
5200p1L41	14	w:sinon aussi quelques	M	
5200p1L41	15	53	H	
5200p1L41	16	54	H	
5200p1L41	17	61	H	
5200p1L42	1	15	H	
5200p1L42	2	34	H	
5200p1L42	3	45	H	re-verified; pass A read a sign s:f, is digit 45
5200p1L42	4	57	H	
5200p1L42	5	42	H	
5200p1L42	6	60	H	
5200p1L42	7	61	H	
5200p1L42	8	23	H	
5200p1L42	9	24	H	
5200p1L42	10	60	H	
5200p1L42	11	27	H	
5200p1L42	12	s:venus	M	re-verified; pass A read s:f
5200p1L42	13	57	H	
5200p1L42	14	56	H	
5200p1L42	15	w:g	L	
5200p1L42	16	23	H	
5200p1L42	17	29	H	re-verified; pass A misread as 24
5200p1L42	18	15	H	
5200p1L42	19	14	H	
5200p1L42	20	60	H	
5200p1L42	21	s:f	M	gap: read only by pass B, re-verified present
5200p1L43	0	s:n	M	gap: read only by pass A (leading sign), pass B omitted it; kept
5200p1L43	1	s:n	M	
5200p1L43	2	32	H	
5200p1L43	3	33	H	re-verified; pass A misread as 37 (changes decoded letter, l not null)
5200p1L43	4	30	H	
5200p1L43	5	66	H	
5200p1L43	6	w:et puis apres	H	
5200p1L43	7	30	H	
5200p1L43	8	39	H	
5200p1L43	9	19	H	re-verified; pass A misread as 15
5200p1L43	10	s:jupiter	H	
5200p1L43	11	36	H	re-verified; pass A misread as 86 (changes decoded letter, m not null)
5200p1L43	12	15	H	
5200p1L43	13	14	H	
5200p1L43	14	s:mars	H	
5200p1L43	15	50	H	
5200p1L43	16	42	H	
5200p1L43	17	60	H	
5200p1L44	1	33	H	
5200p1L44	2	61	H	
5200p1L44	3	60	H	
5200p1L44	4	50	H	
5200p1L44	5	51	H	
5200p1L44	6	s:e	M	
5200p1L44	7	38	H	
5200p1L44	8	39	H	
5200p1L44	9	57	H	
5200p1L44	10	w:La	H	
5200p1L44	11	26	H	
5200p1L44	12	27	H	
5200p1L44	13	s:f	H	
5200p1L44	14	53	H	
5200p1L44	15	54	H	
5200p1L44	16	19	H	re-verified; pass A misread as 14
5200p1L44	17	s:e	M	
5200p1L44	18	50	H	
5200p1L44	19	5	H	
5200p1L44	20	45	H	
5200p1L44	21	3	H	
5200p1L44	22	21	H	re-verified; pass A misread as 11 (changes decoded letter, g not null)
5200p1L44	23	s:venus	H	
5200p1L45	1	57	H	
5200p1L45	2	27	H	
5200p1L45	3	56	H	
5200p1L45	4	51	H	
5200p1L45	5	w:sans peur	M	
5200p1L45	6	45	H	
5200p1L45	7	3	H	
5200p1L45	8	69	H	
5200p1L45	9	15	H	
5200p1L45	10	72	H	
5200p1L45	11	s:jupiter	H	
5200p1L45	12	s:mars	H	
5200p1L45	13	54	H	
5200p1L45	14	27	H	
5200p1L45	15	39	H	
5200p1L45	16	42	H	
5200p1L45	17	39	H	
