path	kind	bytes	sha1	dims	source	cited_by
images/hstam_4_h_1411__0025.jpg	fullpage	1165588	e861b0580ffe7a2ba4d48384de7b604f6ed8a479	2226x2974	https://api.hcportal.eu/media/1421/26761677517266.jpg	
images/hstam_4_h_1411__14.jpg	fullpage	2068047	0be6c17caae1e949ab78ef777dc2584e5923970e	2854x4200	https://api.hcportal.eu/media/1410/44031677516562.jpg	
crops/0003/hstam_4_h_1411_0003_L24_s1.jpg	crop-lines	30267	2b91b31e93f51ee9e0631301c59a87f043dbc1b3	2400x55	crop of images/hstam_4_h_1411_0003.jpg box=[0, 1658, 2400, 1713] (tools/iiif_lines.py row ink profile)	NOTES.md;recon_0003/agreement.tsv;recon_0003/ciphertext_draft.tsv;transcription/pass_a_0003_r.tsv;transcription/pass_b_0003_r.tsv
crops/0003/hstam_4_h_1411_0003_L25_s1.jpg	crop-lines	31113	a31b0e0eef510cb3f3c81a0d3559dadb10e9c665	2400x54	crop of images/hstam_4_h_1411_0003.jpg box=[0, 1713, 2400, 1767] (tools/iiif_lines.py row ink profile)	recon_0003/agreement.tsv;recon_0003/ciphertext_draft.tsv;recon_0003/disagreements.tsv;transcription/pass_a_0003_r.tsv;transcription/pass_b_0003_r.tsv
crops/0003/hstam_4_h_1411_0003_L26_s1.jpg	crop-lines	33055	f06ac4b6720a6793046e7bc9c4c3f7956692d73e	2400x55	crop of images/hstam_4_h_1411_0003.jpg box=[0, 1767, 2400, 1822] (tools/iiif_lines.py row ink profile)	recon_0003/agreement.tsv;recon_0003/ciphertext_draft.tsv;recon_0003/disagreements.tsv;transcription/pass_a_0003_r.tsv;transcription/pass_b_0003_r.tsv
crops/0003/hstam_4_h_1411_0003_L27_s1.jpg	crop-lines	32043	5b4f5df73d59ef04ac35474bc19230e4a44cea29	2400x54	crop of images/hstam_4_h_1411_0003.jpg box=[0, 1822, 2400, 1876] (tools/iiif_lines.py row ink profile)	recon_0003/agreement.tsv;recon_0003/ciphertext_draft.tsv;recon_0003/disagreements.tsv;transcription/pass_a_0003_r.tsv;transcription/pass_b_0003_r.tsv
crops/0003/hstam_4_h_1411_0003_L28_s1.jpg	crop-lines	34210	6233508ebde6ec3068185dd278be2a82f528f53d	2400x53	crop of images/hstam_4_h_1411_0003.jpg box=[0, 1876, 2400, 1929] (tools/iiif_lines.py row ink profile)	recon_0003/agreement.tsv;recon_0003/ciphertext_draft.tsv;recon_0003/disagreements.tsv;transcription/pass_a_0003_r.tsv;transcription/pass_b_0003_r.tsv
crops/0003/hstam_4_h_1411_0003_L29_s1.jpg	crop-lines	36275	eea58137d8e1e20c34af572593058c6b7aa2fe1c	2400x58	crop of images/hstam_4_h_1411_0003.jpg box=[0, 1929, 2400, 1987] (tools/iiif_lines.py row ink profile)	recon_0003/agreement.tsv;recon_0003/ciphertext_draft.tsv;recon_0003/disagreements.tsv;transcription/pass_a_0003_r.tsv;transcription/pass_b_0003_r.tsv
crops/0003/hstam_4_h_1411_0003_L30_s1.jpg	crop-lines	36318	b0ad1f01c29a05099b8ab7200aeeb2594b01dadc	2400x60	crop of images/hstam_4_h_1411_0003.jpg box=[0, 1987, 2400, 2047] (tools/iiif_lines.py row ink profile)	NOTES.md;recon_0003/agreement.tsv;recon_0003/ciphertext_draft.tsv;recon_0003/disagreements.tsv;transcription/pass_a_0003_r.tsv;transcription/pass_b_0003_r.tsv
crops/0003/hstam_4_h_1411_0003_L31_s1.jpg	crop-lines	24354	79aeefe869008696ca19b63e4e644a5c1dfdc059	2400x63	crop of images/hstam_4_h_1411_0003.jpg box=[0, 2047, 2400, 2110] (manual crop (bMAL2, 26 Sept 2026): auto-detector stopped at band 30 (box bottom y=2047) and missed the 8th postscript line, which sits below it before the wax-seal mark)	recon_0003/agreement.tsv;recon_0003/ciphertext_draft.tsv;recon_0003/disagreements.tsv;transcription/pass_a_0003_r.tsv;transcription/pass_b_0003_r.tsv
crops/0012/hstam_4_h_1411_0012_L44_s1.jpg	crop-lines	29511	2856296ef27c710deabaefb52e78d5b703c0f859	2400x46	crop of images/hstam_4_h_1411_0012.jpg box=[0, 2591, 2400, 2637] (tools/iiif_lines.py row ink profile)	recon_0012/agreement.tsv;recon_0012/ciphertext_draft.tsv;recon_0012/disagreements.tsv;transcription/pass_a_0012_r.tsv;transcription/pass_b_0012_r.tsv
crops/0012/hstam_4_h_1411_0012_L45_s1.jpg	crop-lines	32656	804ac11b28c6061a177eda7d0f09676477e4bc4c	2400x49	crop of images/hstam_4_h_1411_0012.jpg box=[0, 2637, 2400, 2686] (tools/iiif_lines.py row ink profile)	recon_0012/agreement.tsv;recon_0012/ciphertext_draft.tsv;recon_0012/disagreements.tsv;transcription/pass_a_0012_r.tsv;transcription/pass_b_0012_r.tsv
crops/0012/hstam_4_h_1411_0012_L46_s1.jpg	crop-lines	32944	84950d5e8e375e64c82483d5356be2045e8188ff	2400x53	crop of images/hstam_4_h_1411_0012.jpg box=[0, 2686, 2400, 2739] (tools/iiif_lines.py row ink profile)	recon_0012/agreement.tsv;recon_0012/ciphertext_draft.tsv;transcription/pass_a_0012_r.tsv;transcription/pass_b_0012_r.tsv
crops/0012/hstam_4_h_1411_0012_L47_s1.jpg	crop-lines	31075	1dcaea7b110988633c065c4d3ffb1ad2db2c267a	2400x49	crop of images/hstam_4_h_1411_0012.jpg box=[0, 2739, 2400, 2788] (tools/iiif_lines.py row ink profile)	recon_0012/agreement.tsv;recon_0012/ciphertext_draft.tsv;recon_0012/disagreements.tsv;transcription/pass_a_0012_r.tsv;transcription/pass_b_0012_r.tsv
crops/0012/hstam_4_h_1411_0012_L48_s1.jpg	crop-lines	29294	ef4138b122a3b1527864d8dd31d77556e57351d6	2400x48	crop of images/hstam_4_h_1411_0012.jpg box=[0, 2788, 2400, 2836] (tools/iiif_lines.py row ink profile)	recon_0012/agreement.tsv;recon_0012/ciphertext_draft.tsv;transcription/pass_a_0012_r.tsv;transcription/pass_b_0012_r.tsv
crops/0012/hstam_4_h_1411_0012_L49_s1.jpg	crop-lines	32814	7a54c07a9598604d81599220d7f8bf707f572528	2400x52	crop of images/hstam_4_h_1411_0012.jpg box=[0, 2836, 2400, 2888] (tools/iiif_lines.py row ink profile)	recon_0012/agreement.tsv;recon_0012/ciphertext_draft.tsv;transcription/pass_a_0012_r.tsv;transcription/pass_b_0012_r.tsv
crops/0016/hstam_4_h_1411_0016_L01.jpg	crop-lines	26489	28e2853445bd9927ed1fe13c838610b148c53e65	2200x52	crop of images/hstam_4_h_1411_0016.jpg box=[0, 257, 2200, 309] (tools/iiif_lines.py row ink profile)	
crops/0016/hstam_4_h_1411_0016_L02.jpg	crop-lines	26928	2c833683400da7f849955634cc2d669c58ad4ee3	2200x52	crop of images/hstam_4_h_1411_0016.jpg box=[0, 309, 2200, 361] (tools/iiif_lines.py row ink profile)	
crops/0016/hstam_4_h_1411_0016_L03.jpg	crop-lines	23718	d7c5d6485530d275b83dc32ed97ecc3136f0fcf2	2200x48	crop of images/hstam_4_h_1411_0016.jpg box=[0, 361, 2200, 409] (tools/iiif_lines.py row ink profile)	
crops/0016/hstam_4_h_1411_0016_L04.jpg	crop-lines	23042	921ca15c112f012f3c66e2f8bf1ed4b982abc64c	2200x43	crop of images/hstam_4_h_1411_0016.jpg box=[0, 409, 2200, 452] (tools/iiif_lines.py row ink profile)	
crops/0016/hstam_4_h_1411_0016_L05.jpg	crop-lines	26550	7e652e6d16bd41c6921833fbd763a36a205ffb43	2200x50	crop of images/hstam_4_h_1411_0016.jpg box=[0, 452, 2200, 502] (tools/iiif_lines.py row ink profile)	
crops/0016/hstam_4_h_1411_0016_L06.jpg	crop-lines	27659	05ae56419089bf07cde6b52c60adf542cb8aac94	2200x53	crop of images/hstam_4_h_1411_0016.jpg box=[0, 502, 2200, 555] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block1.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block1.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L07.jpg	crop-lines	37262	325944a1a6f91a860a8b815032cf6b977bc72a7e	2200x68	crop of images/hstam_4_h_1411_0016.jpg box=[0, 555, 2200, 623] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block1.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block1.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L08.jpg	crop-lines	50597	2220e3a891f508fc094eb79b70836989d612e484	2200x94	crop of images/hstam_4_h_1411_0016.jpg box=[0, 623, 2200, 717] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block1.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block1.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L09.jpg	crop-lines	43187	16e1a7a16c65cdffed6acce1376cf8b0a6c84dc1	2200x80	crop of images/hstam_4_h_1411_0016.jpg box=[0, 717, 2200, 797] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block1.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block1.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L10.jpg	crop-lines	31177	f2a8ea133844a731a94c3e7f65c1d096911f0da7	2200x56	crop of images/hstam_4_h_1411_0016.jpg box=[0, 797, 2200, 853] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block1.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block1.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L11.jpg	crop-lines	26177	e4c63fe4f764803a0fa107b0f642df718707f067	2200x46	crop of images/hstam_4_h_1411_0016.jpg box=[0, 853, 2200, 899] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block1.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block1.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L12.jpg	crop-lines	30860	a2dd1ad75e2b462428853a7453ce921bdd7f19b3	2200x54	crop of images/hstam_4_h_1411_0016.jpg box=[0, 899, 2200, 953] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block1.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block1.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L13.jpg	crop-lines	34484	0fc80e52caa371216d66beaab5cf3c29baa7f1a9	2200x62	crop of images/hstam_4_h_1411_0016.jpg box=[0, 953, 2200, 1015] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block1.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block1.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L14.jpg	crop-lines	29877	21198da85c35f251af1e32d9ed867fae46e50630	2200x55	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1015, 2200, 1070] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block1.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block1.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L15.jpg	crop-lines	28077	79125561b6e51d9cb939960c03fa906fff671123	2200x50	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1070, 2200, 1120] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block2.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block2.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L16.jpg	crop-lines	25804	64dde1d60d39ff28d9df524562e086aa7eb95989	2200x50	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1120, 2200, 1170] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block2.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block2.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L17.jpg	crop-lines	25626	3ed0b0a3ae2422cef05c33f694f960b7c2174e65	2200x48	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1170, 2200, 1218] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block2.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block2.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L18.jpg	crop-lines	28183	283ee5ff0cbc17052c9801a27015fcbf5a443bae	2200x50	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1218, 2200, 1268] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block2.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block2.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L19.jpg	crop-lines	29533	2d559f65b8a31cf950c46b2eb9aa0f1fdfc244dc	2200x54	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1268, 2200, 1322] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block2.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block2.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L20.jpg	crop-lines	30425	4774a11b869bb26b831d5528d8c5327bf6683ddf	2200x52	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1322, 2200, 1374] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block2.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block2.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L21.jpg	crop-lines	29788	d68791d189eb0f25ba3316f8fffcb9278eb3774f	2200x51	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1374, 2200, 1425] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block2.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block2.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L22.jpg	crop-lines	29699	3625ff4d898406a60358f72167e8d37893c72af9	2200x53	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1425, 2200, 1478] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block2.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block2.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L23.jpg	crop-lines	30404	3b05632dbfa8717cf39e8629115c499e1bbf5725	2200x53	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1478, 2200, 1531] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block2.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block2.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L24.jpg	crop-lines	30060	edce908abf5b40d6e5c999004005ee64150983cc	2200x52	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1531, 2200, 1583] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block3.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block3.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L25.jpg	crop-lines	28885	511c38e609bb8f98c117dc95bd67e8a986945e52	2200x50	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1583, 2200, 1633] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block3.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block3.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L26.jpg	crop-lines	32150	fd05fed6fb56233704f2748f811e06623f6f9036	2200x58	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1633, 2200, 1691] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block3.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block3.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L27.jpg	crop-lines	31526	fdbcf0b6116b59e7b25fc8f6f581862e940b4747	2200x57	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1691, 2200, 1748] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block3.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block3.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L28.jpg	crop-lines	25254	51f083471a082f17e6ab968ee401ab32f8ae358f	2200x47	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1748, 2200, 1795] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block3.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block3.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L29.jpg	crop-lines	27325	c0dc1a759b0fb080b72ac5fb00b05d1bea729c42	2200x50	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1795, 2200, 1845] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block3.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block3.tsv;transcription/pass_b_0016_zm.tsv
crops/0016/hstam_4_h_1411_0016_L30.jpg	crop-lines	29320	bb395d0547f3ae96e89cab4f2780fafed4832dcc	2200x53	crop of images/hstam_4_h_1411_0016.jpg box=[0, 1845, 2200, 1898] (tools/iiif_lines.py row ink profile)	recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block3.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block3.tsv;transcription/pass_b_0016_zm.tsv
