line	pos	sign	conf
53_L07	26	Xk	M
53_L07	27	COL	M
53_L07	28	X	H
53_L07	29	G1	M
53_L07	30	Xk	M
53_L07	31	1	H
53_L07	32	G1	M
53_L06	1	2	H
53_L06	2	X	H
53_L06	3	1	H
53_L06	4	G1	M
53_L06	5	G1	M
53_L06	6	1	H
53_L06	7	SG	M
53_L06	8	3	H
53_L06	9	5	H
53_L06	10	2	H
53_L06	11	1	H
53_L06	12	DOT	M
53_L06	13	Z	M
53_L06	14	DOT	M
53_L06	15	7	H
53_L06	16	7	H
53_L06	17	V	M
53_L06	18	1	H
53_L06	19	0	H
53_L06	20	X	H
53_L06	21	1	H
53_L06	22	V	M
53_L06	23	1	H
53_L06	24	5	H
53_L06	25	DOT	M
53_L06	26	G6	M
53_L06	27	G3	M
53_L06	28	G2	M
53_L06	29	F	M
53_L06	30	1	H
53_L06	31	5	H
53_L06	32	G7	M
53_L06	33	G2	M
53_L06	34	SG	M
53_L06	35	SG	M
53_L06	36	1	H
53_L06	37	5	H
53_L06	38	DOT	M
53_L05	1	1	H
53_L05	2	G3	M
53_L05	3	6	H
53_L05	4	X	H
53_L05	5	4	H
53_L05	6	G3	M
53_L05	7	7	H
53_L05	8	1	H
53_L05	9	V	M
53_L05	10	F	M
53_L05	11	3	H
53_L05	12	G3	M
53_L05	13	6	H
53_L05	14	1	H
53_L05	15	Xk	M
53_L05	16	DOT	M
53_L05	17	7	H
53_L05	18	7	H
53_L05	19	1	H
53_L05	20	V	M
53_L05	21	2	H
53_L05	22	1	H
53_L05	23	5	H
53_L05	24	DOT	M
53_L05	25	7	H
53_L05	26	S	M
53_L05	27	2	H
53_L05	28	DOT	M
53_L05	29	G3	M
53_L05	30	X	H
53_L05	31	1	H
53_L05	32	V	M
53_L05	33	7	H
53_L05	34	8	H
53_L05	35	1	H
53_L05	36	V	M
53_L04	1	G7	M
53_L04	2	1	H
53_L04	3	X	H
53_L04	4	5	H
53_L04	5	1	H
53_L04	6	G1	M
53_L04	7	G3	M
53_L04	8	1	H
53_L04	9	V	M
53_L04	10	5	H
53_L04	11	7	H
53_L04	12	3	H
53_L04	13	Xk	M
53_L04	14	Xk	M
53_L04	15	1	H
53_L04	16	V	M
53_L04	17	G7	M
53_L04	18	G1	M
53_L04	19	4	H
53_L04	20	G3	M
53_L04	21	7	H
53_L04	22	7	H
53_L04	23	1	H
53_L04	24	G1	M
53_L04	25	Xk	M
53_L04	26	1	H
53_L04	27	V	M
53_L03	1	2	H
53_L03	2	3	H
53_L03	3	5	H
53_L03	4	COL	M
53_L03	5	2	H
53_L03	6	3	H
53_L03	7	G7	M
53_L03	8	DOT	M
53_L03	9	2	H
53_L03	10	1	H
53_L03	11	F	M
53_L03	12	G4	M
53_L03	13	V	M
53_L03	14	X	H
53_L03	15	5	H
53_L03	16	Xk	M
53_L03	17	Z	M
53_L03	18	1	H
53_L03	19	5	H
53_L03	20	Z	M
53_L03	21	7	H
53_L03	22	G3	M
53_L03	23	X	H
53_L03	24	G7	M
53_L03	25	G4	M
53_L03	26	3	H
53_L03	27	5	H
53_L03	28	X	H
53_L03	29	1	H
53_L03	30	5	H
53_L02	1	F	M
53_L02	2	3	H
53_L02	3	SG	M
53_L02	4	G1	M
53_L02	5	5	H
53_L02	6	DOT	M
53_L02	7	X	H
53_L02	8	4	H
53_L02	9	G3	M
53_L02	10	Xk	M
53_L02	11	Z	M
53_L02	12	7	H
53_L02	13	8	H
53_L02	14	1	H
53_L02	15	V	M
53_L02	16	Z	M
53_L02	17	7	H
53_L02	18	G1	M
53_L02	19	4	H
53_L02	20	G3	M
53_L02	21	V	M
53_L02	22	1	H
53_L02	23	X	H
53_L02	24	8	H
53_L02	25	1	H
53_L02	26	5	H
53_L01	1	5	H
53_L01	2	1	H
53_L01	3	X	H
53_L01	4	7	H
53_L01	5	7	H
53_L01	6	1	H
53_L01	7	V	M
53_L01	8	DOT	M
53_L01	9	Z	M
53_L01	10	1	H
53_L01	11	X	H
53_L01	12	Xk	M
53_L01	13	Xk	M
53_L01	14	7	H
53_L01	15	5	H
53_L01	16	0	H
53_L01	17	DOT	M
53_L01	18	G3	M
53_L01	19	3	H
53_L01	20	8	H
53_L01	21	DOT	M
53_L01	22	X	H
53_L01	23	4	H
53_L01	24	G3	M
53_L01	25	DOT	M
53_L01	26	X	H
53_L01	27	Xk	M
53_L01	28	Z	M
