line	pos	sign	conf
53_L05	24	G1	H
53_L05	25	Xk	M
53_L05	26	1	H
53_L05	27	V	H
53_L06	1	1	H
53_L06	2	G4	M
53_L06	3	SG	M
53_L06	4	X	H
53_L06	5	4	H
53_L06	6	G4	M
53_L06	7	7	H
53_L06	8	1	H
53_L06	9	V	H
53_L06	10	F	H
53_L06	11	3	H
53_L06	12	G4	M
53_L06	13	SG	M
53_L06	14	1	H
53_L06	15	Xk	M
53_L06	16	DOT	H
53_L06	17	7	H
53_L06	18	7	H
53_L06	19	1	H
53_L06	20	V	H
53_L06	21	2	H
53_L06	22	1	H
53_L06	23	S	H
53_L06	24	DOT	H
53_L06	25	7	H
53_L06	26	5	H
53_L06	27	2	H
53_L06	28	DOT	H
53_L06	29	G4	M
53_L06	30	X	H
53_L06	31	1	H
53_L06	32	V	H
53_L06	33	7	H
53_L06	34	8	H
53_L06	35	1	H
53_L06	36	V	H
53_L07	1	2	H
53_L07	2	X	H
53_L07	3	1	H
53_L07	4	G1	H
53_L07	5	G1	H
53_L07	6	1	H
53_L07	7	SG	M
53_L07	8	3	H
53_L07	9	5	H
53_L07	10	2	H
53_L07	11	1	H
53_L07	12	Z	H
53_L07	13	7	H
53_L07	14	7	H
53_L07	15	V	H
53_L07	16	1	H
53_L07	17	0	H
53_L07	18	X	H
53_L07	19	1	H
53_L07	20	V	H
53_L07	21	1	H
53_L07	22	5	M
53_L08	1	7	H
53_L08	2	5	H
53_L08	3	2	H
53_L08	4	DOT	H
53_L08	5	2	H
53_L08	6	3	H
53_L08	7	5	H
53_L08	8	1	H
53_L08	9	X	H
53_L08	10	5	H
53_L08	11	DOT	H
53_L08	12	0	H
53_L08	13	1	H
53_L08	14	F	H
53_L08	15	1	M
53_L09	1	7	H
53_L09	2	7	H
53_L09	3	G2	H
53_L09	4	6	M
53_L09	5	6	M
53_L09	6	1	H
53_L09	7	DOT	M
53_L09	8	2	H
53_L09	9	1	H
53_L09	10	V	H
53_L09	11	G4	M
53_L10	1	G1	H
53_L10	2	1	H
53_L10	3	X	H
53_L10	4	5	H
53_L10	5	G6	M
53_L10	6	G1	H
53_L10	7	5	H
53_L10	8	X	M
53_L11	1	0	H
53_L11	2	7	H
53_L11	3	Xk	M
53_L11	4	1	H
53_L11	5	G2	H
53_L11	6	2	M
53_L12	1	0	H
53_L12	2	7	H
53_L12	3	Xk	M
53_L12	4	1	H
53_L12	5	G2	H
53_L12	6	2	H
53_L12	7	1	H
53_L12	8	V	H
53_L12	9	G6	M
53_L12	10	V	H
53_L12	11	X	H
53_L12	12	0	H
53_L12	13	7	H
53_L12	14	7	H
53_L12	15	X	H
53_L12	16	1	H
53_L12	17	2	H
53_L12	18	1	H
53_L12	19	V	H
53_L12	20	G4	M
53_L12	21	G2	H
53_L12	22	SG	M
53_L12	23	1	H
53_L12	24	5	H
53_L12	25	F	H
53_L12	26	Xk	M
53_L12	27	4	H
53_L12	28	G4	M
57_L01	1	3	H
57_L01	2	X	H
57_L01	3	9	M
57_L01	4	9	M
57_L01	5	DOT	H
57_L01	6	9	M
57_L01	7	V	H
57_L01	8	1	H
57_L01	9	X	H
57_L01	10	7	H
57_L01	11	Z	H
57_L01	12	G1	H
57_L01	13	6	M
57_L01	14	E	H
57_L01	15	4	H
57_L01	16	5	H
57_L01	17	5	H
57_L01	18	G2	H
57_L01	19	4	H
57_L01	20	5	H
57_L01	21	X	H
57_L01	22	1	H
57_L01	23	V	H
57_L01	24	G1	H
57_L01	25	V	H
57_L01	26	3	H
57_L01	27	X	H
57_L01	28	X	H
57_L01	29	1	H
57_L01	30	7	H
57_L01	31	X	H
57_L01	32	X	H
57_L01	33	G1	H
57_L01	34	6	M
57_L01	35	6	M
57_L01	36	1	H
57_L01	37	7	H
57_L01	38	OQ	M
57_L01	39	THE	M
57_L01	40	7	H
57_L01	41	E	H
57_L01	42	G1	H
57_L01	43	G1	H
57_L02	1	8	H
57_L02	2	1	H
57_L02	3	V	H
57_L02	4	0	H
57_L02	5	1	H
57_L02	6	7	H
57_L02	7	Z	H
57_L02	8	3	H
57_L02	9	T	H
57_L02	10	Z	H
57_L02	11	1	H
57_L02	12	V	H
57_L02	13	THE	H
57_L02	14	9	M
57_L02	15	X	H
57_L02	16	V	H
57_L02	17	X	H
57_L02	18	X	H
57_L02	19	1	H
57_L02	20	7	H
57_L02	21	E	H
57_L02	22	G2	H
57_L02	23	3	H
57_L02	24	0	H
57_L02	25	1	H
57_L02	26	7	H
57_L02	27	Z	H
57_L02	28	X	H
57_L02	29	V	H
57_L02	30	4	H
57_L02	31	S	H
57_L02	32	T	H
57_L02	33	1	H
57_L02	34	E	H
57_L02	35	7	H
57_L02	36	1	H
57_L02	37	T	H
57_L02	38	G1	H
57_L02	39	3	H
57_L02	40	Z	H
57_L02	41	G1	H
57_L02	42	6	M
57_L02	43	E	H
57_L02	44	4	H
57_L02	45	S	H
57_L02	46	1	H
57_L03	1	0	H
57_L03	2	1	H
57_L03	3	T	H
57_L03	4	3	H
57_L03	5	7	H
57_L03	6	Z	H
57_L03	7	G1	H
57_L03	8	5	H
57_L03	9	1	H
57_L03	10	7	H
57_L03	11	7	H
57_L03	12	8	H
57_L03	13	1	H
57_L03	14	E	H
57_L03	15	X	H
57_L03	16	7	H
57_L03	17	T	H
57_L03	18	T	H
57_L03	19	X	H
57_L03	20	4	H
57_L03	21	5	H
57_L03	22	1	H
57_L03	23	7	H
57_L03	24	THE	M
57_L03	25	3	H
57_L03	26	G4	M
57_L03	27	1	H
57_L03	28	7	H
57_L03	29	T	H
57_L03	30	1	H
57_L03	31	E	H
57_L03	32	7	H
57_L03	33	1	H
57_L03	34	7	H
57_L03	35	T	H
57_L03	36	G2	H
57_L03	37	5	H
57_L03	38	7	H
57_L03	39	OQ	M
57_L03	40	DOT	M
57_L03	41	G4	M
57_L03	42	3	H
57_L03	43	G1	H
57_L03	44	DOT	M
57_L04	1	E	H
57_L04	2	G4	M
57_L04	3	6	M
57_L04	4	E	H
57_L04	5	3	H
57_L04	6	7	H
57_L04	7	X	H
57_L04	8	G4	M
57_L04	9	7	H
57_L04	10	G2	H
57_L04	11	4	H
57_L04	12	5	H
57_L04	13	8	H
57_L04	14	1	H
57_L04	15	E	H
57_L04	16	T	H
57_L04	17	1	H
57_L04	18	E	H
57_L04	19	7	H
57_L04	20	1	H
57_L04	21	G4	M
57_L04	22	Z	H
57_L04	23	1	H
57_L04	24	T	H
57_L04	25	THE	M
57_L04	26	T	H
57_L04	27	DOT	H
57_L04	28	6	M
57_L04	29	1	H
57_L04	30	8	H
57_L04	31	1	H
57_L04	32	7	H
57_L04	33	Xk	M
57_L04	34	1	H
57_L04	35	E	H
57_L04	36	COL	M
57_L04	37	1	H
57_L04	38	G4	M
57_L04	39	V	H
57_L04	40	G2	H
57_L04	41	G4	M
57_L04	42	E	H
57_L04	43	T	H
57_L04	44	4	H
57_L04	45	5	H
57_L04	46	1	H
57_L05	1	OQ	M
57_L05	2	V	H
57_L05	3	1	H
57_L05	4	DOT	H
57_L05	5	Z	H
57_L05	6	Z	H
57_L05	7	1	H
57_L05	8	V	H
57_L05	9	X	H
57_L05	10	X	H
57_L05	11	1	H
57_L05	12	6	M
57_L05	13	1	H
57_L05	14	7	H
57_L05	15	Xk	M
57_L05	16	G2	H
57_L05	17	7	H
57_L05	18	7	H
57_L05	19	1	H
57_L05	20	7	H
57_L05	21	1	H
57_L05	22	V	H
57_L05	23	3	H
57_L05	24	4	H
57_L05	25	5	H
57_L05	26	G1	H
57_L05	27	1	H
57_L05	28	7	H
57_L05	29	T	H
57_L05	30	G2	H
57_L05	31	6	M
57_L05	32	4	H
57_L05	33	5	H
57_L05	34	T	H
57_L05	35	X	H
57_L05	36	X	H
57_L05	37	1	H
57_L05	38	V	H
57_L05	39	Z	H
57_L05	40	1	H
57_L05	41	8	H
57_L05	42	1	H
57_L05	43	E	H
57_L05	44	Z	H
57_L05	45	1	H
57_L05	46	7	H
57_L05	47	3	H
57_L05	48	7	H
57_L05	49	DOT	M
57_L06	1	2	H
57_L06	2	1	H
57_L06	3	V	H
57_L06	4	7	H
57_L06	5	BOX	H
57_L06	6	G1	H
57_L06	7	1	H
57_L06	8	7	H
57_L06	9	DOT	H
57_L06	10	0	H
57_L06	11	6	M
57_L06	12	1	H
57_L06	13	E	H
57_L06	14	4	H
57_L06	15	5	H
57_L06	16	1	H
57_L06	17	V	H
57_L06	18	0	H
57_L06	19	1	H
57_L06	20	T	H
57_L06	21	G1	H
57_L06	22	3	H
57_L06	23	0	H
57_L06	24	G1	H
57_L06	25	7	H
57_L06	26	X	H
57_L06	27	4	H
57_L06	28	5	H
57_L06	29	0	H
57_L06	30	1	H
57_L06	31	T	H
57_L06	32	X	H
57_L06	33	4	H
57_L06	34	5	H
57_L06	35	G1	H
57_L06	36	X	H
57_L06	37	X	H
57_L06	38	1	H
57_L06	39	V	H
57_L06	40	Z	H
57_L06	41	1	H
57_L06	42	7	H
57_L06	43	DOT	H
57_L06	44	X	H
57_L06	45	X	H
57_L06	46	1	H
57_L06	47	6	M
57_L06	48	4	H
57_L06	49	5	H
57_L06	50	T	H
57_L07	1	E	H
57_L07	2	8	H
57_L07	3	1	H
57_L07	4	E	H
57_L07	5	T	H
57_L07	6	E	H
57_L07	7	4	H
57_L07	8	S	H
57_L07	9	E	H
57_L07	10	7	H
57_L07	11	7	H
57_L07	12	0	H
57_L07	13	1	H
57_L07	14	5	H
57_L07	15	1	H
57_L07	16	E	H
57_L07	17	G4	M
57_L07	18	X	H
57_L07	19	X	H
57_L07	20	1	H
57_L07	21	V	H
57_L07	22	Z	H
57_L07	23	1	H
57_L07	24	7	H
57_L07	25	Z	H
57_L07	26	5	H
57_L07	27	3	H
57_L07	28	6	M
57_L07	29	G1	H
57_L07	30	1	H
57_L07	31	7	H
57_L07	32	X	H
57_L07	33	X	H
57_L07	34	E	H
57_L07	35	G4	M
57_L07	36	1	H
57_L07	37	7	H
57_L07	38	7	H
