pos	sign
257	s33
258	s22
259	s9
260	s20
261	s18
262	s4
263	s7
264	s1
265	s23
266	s26
267	s13
268	s20
269	s5
270	s9
271	s33
272	s22
273	s1
274	s13
275	s8
276	s22
277	s13
278	s27
279	s16
280	s2
281	s25
282	s10
283	s24
284	s5
285	s6
286	s13
287	s4
288	s16
289	s7
290	s26
291	s29
292	s9
293	s3
294	s25
295	s27
296	s4
297	s15
298	s18
299	s5
300	s27
301	s1
302	s22
303	s26
304	s29
305	s6
306	s30
307	s14
308	s3
309	s11
310	s24
311	s18
312	s15
313	s11
314	s26
315	s6
316	s20
317	s11
318	s27
319	s5
320	s0
321	s15
322	s21
323	s17
324	s1
325	s23
326	s9
327	s2
328	s4
329	s22
330	s25
331	s3
332	s24
333	s25
334	s7
335	s14
336	s18
337	s9
338	s25
339	s0
340	s15
341	s10
342	s26
343	s26
344	s4
345	s25
346	s10
347	s14
348	s28
349	s5
350	s10
351	s21
352	s5
353	s20
354	s17
355	s16
356	s10
357	s19
358	s3
359	s31
360	s13
361	s5
362	s16
363	s3
364	s12
365	s27
366	s15
367	s7
368	s30
369	s11
370	s14
371	s28
372	s4
373	s23
374	s10
375	s26
376	s5
377	s14
378	s17
379	s22
380	s17
381	s17
382	s6
383	s3
384	s23
385	s26
386	s6
387	s16
388	s6
389	s26
390	s29
391	s9
392	s20
393	s1
394	s28
395	s9
396	s30
397	s14
398	s3
399	s20
400	s6
401	s22
402	s22
403	s9
404	s14
405	s0
406	s15
407	s25
408	s3
409	s2
410	s13
411	s33
412	s21
413	s9
414	s19
415	s18
416	s12
417	s14
418	s8
419	s26
420	s9
421	s20
422	s19
423	s0
424	s17
425	s10
426	s9
427	s18
428	s1
429	s5
430	s16
431	s3
432	s27
433	s6
434	s15
435	s15
436	s4
437	s33
438	s22
439	s8
440	s20
441	s17
442	s5
443	s32
444	s9
445	s13
446	s8
447	s31
448	s1
449	s34
450	s1
451	s6
452	s28
453	s4
454	s22
455	s7
456	s20
457	s5
458	s13
459	s4
460	s16
461	s3
462	s27
463	s6
464	s19
465	s18
466	s1
467	s30
468	s23
469	s1
470	s10
471	s24
472	s18
473	s16
474	s0
475	s26
476	s29
477	s9
478	s9
479	s24
480	s23
481	s12
482	s25
483	s1
484	s29
485	s10
486	s31
487	s12
488	s17
489	s18
490	s6
491	s9
492	s18
493	s11
494	s24
495	s21
496	s4
497	s30
498	s5
499	s9
500	s18
501	s9
502	s25
503	s27
504	s6
505	s28
506	s2
507	s25
508	s4
509	s20
510	s17
511	s15
512	s8
513	s15
514	s5
515	s26
516	s5
517	s14
518	s31
519	s12
520	s17
521	s18
522	s3
523	s9
524	s29
525	s0
526	s4
527	s14
528	s4
529	s14
530	s20
531	s5
532	s0
533	s14
534	s30
535	s16
536	s11
537	s18
538	s5
539	s28
540	s1
541	s16
542	s6
543	s25
544	s10
545	s10
546	s23
547	s0
548	s21
549	s1
550	s28
551	s0
552	s13
553	s6
554	s21
555	s8
556	s25
557	s32
558	s16
559	s7
560	s25
561	s28
562	s35
563	s24
564	s0
565	s28
566	s2
567	s22
568	s19
569	s21
570	s25
571	s0
572	s23
573	s7
574	s9
575	s31
576	s2
577	s28
578	s7
579	s24
580	s19
581	s8
582	s16
583	s21
584	s4
585	s3
586	s31
587	s16
588	s5
589	s13
590	s0
591	s25
592	s6
593	s32
594	s5
595	s16
596	s16
597	s5
598	s35
599	s26
600	s21
601	s11
602	s23
603	s24
604	s5
605	s22
606	s14
607	s1
608	s26
609	s6
610	s20
611	s1
612	s30
613	s25
614	s6
615	s15
616	s25
617	s0
618	s4
619	s0
620	s24
621	s20
622	s1
623	s30
624	s13
625	s6
626	s15
627	s27
628	s1
629	s8
630	s18
631	s16
632	s6
633	s12
634	s15
635	s7
636	s17
637	s2
638	s14
639	s5
640	s27
641	s10
642	s30
643	s22
644	s14
645	s0
646	s26
647	s6
648	s20
649	s0
650	s30
651	s13
652	s4
653	s16
654	s25
655	s0
656	s6
657	s14
658	s4
659	s13
660	s7
661	s25
662	s12
663	s15
664	s11
665	s21
666	s1
667	s30
668	s24
669	s3
670	s12
671	s20
672	s8
673	s0
674	s6
675	s26
676	s29
677	s9
678	s25
679	s8
680	s15
681	s3
682	s18
683	s11
684	s25
685	s8
686	s14
687	s18
688	s9
689	s11
690	s28
691	s4
692	s15
693	s5
694	s14
695	s6
696	s14
697	s19
698	s5
699	s26
700	s29
701	s9
702	s28
703	s3
704	s3
705	s25
706	s25
707	s4
708	s16
709	s17
710	s12
711	s23
712	s8
713	s26
714	s29
715	s9
716	s20
717	s0
718	s19
719	s26
