id	kind	cluster	dist
f54r_06_024	sign	58	4.181
f54r_06_025	sign	29	4.601
f54r_06_026	sign	52.0	3.694
f54r_06_027	sign	5	5.431
f54r_06_028	sign	0	2.915
f54r_07_001	sign	24	4.222
f54r_07_002	sign	0	3.514
f54r_07_003	sign	52.2	4.163
f54r_07_004	sign	17	2.248
f54r_07_005	sign	0	1.871
f54r_07_006	sign	14	5.313
f54r_07_007	sign	57	4.420
f54r_07_008	sign	0	2.835
f54r_07_009	sign	47	3.036
f54r_07_010	sign	24	4.224
f54r_07_011	sign	20	2.861
f54r_07_012	sign	63	4.338
f54r_07_013	sign	62	3.545
f54r_07_014	sign	46	6.808
f54r_07_015	sign	45.1	3.459
f54r_07_016	sign	34	6.967
f54r_07_017	sign	62	2.954
f54r_07_018	sign	0	4.268
f54r_07_019	sign	47	4.781
f54r_07_020	sign	19	3.792
f54r_07_021	sign	20	3.778
f54r_07_022	sign	5	6.582
f54r_07_023	sign	52.0	3.686
f54r_07_024	sign	0	2.329
f54r_07_025	sign	47	3.127
f54r_07_026	sign	51	3.512
f54r_07_027	sign	13	4.367
f54r_07_028	sign	52.1	5.280
f54r_07_029	sign	53	5.602
f54r_07_030	sign	55	6.103
f54r_08_001	sign	39	5.963
f54r_08_002	sign	28	3.252
f54r_08_003	sign	29	4.426
f54r_08_004	sign	45.1	3.079
f54r_08_005	sign	34	5.921
f54r_08_006	sign	10	5.579
f54r_08_007	sign	23	5.643
f54r_08_008	sign	20	5.866
f54r_08_009	sign	53	5.783
f54r_08_010	sign	24	4.284
f54r_08_011	sign	5	6.418
f54r_08_012	sign	10	4.863
f54r_08_013	sign	48	5.733
f54r_08_014	sign	11	6.784
f54r_08_015	sign	20	2.361
f54r_08_016	sign	63	3.321
f54r_08_017	sign	23	4.982
f54r_08_018	sign	50	5.808
f54r_08_019	sign	5	4.380
f54r_08_020	sign	2	4.361
f54r_08_021	sign	24	5.044
f54r_08_022	sign	45.1	2.938
f54r_08_023	sign	34	4.638
f54r_08_024	sign	11	7.815
f54r_09_001	sign	49.0	4.174
f54r_09_002	sign	9	5.505
f54r_09_003	sign	46	5.923
f54r_09_004	sign	2	7.871
f54r_09_005	sign	37	5.527
f54r_09_006	sign	49.1	6.100
f54r_09_007	sign	37	3.690
f54r_09_008	sign	49.1	4.991
f54r_09_009	sign	30	5.157
f54r_09_010	sign	41	3.939
f54r_09_011	sign	30	6.360
f54r_09_012	sign	21.1	6.963
f54r_09_013	sign	29	7.775
f54r_09_014	sign	56	8.356
f54r_09_015	sign	27	5.913
f54r_09_016	sign	44	3.777
f54r_09_017	sign	46	7.800
f54r_09_018	sign	21.0	4.197
f54r_09_019	sign	39	7.176
f54r_09_020	sign	43	5.254
f54r_09_021	sign	28	3.169
f54r_09_022	sign	61	5.717
f54r_09_023	sign	47	5.339
f54r_10_001	sign	62	3.532
f54r_10_002	sign	47	3.352
f54r_10_003	sign	62	3.002
f54r_10_004	sign	56	6.315
f54r_10_005	sign	63	4.936
f54r_10_006	sign	62	3.434
f54r_10_007	sign	62	3.428
f54r_10_008	sign	18	5.586
f54r_10_009	sign	52.0	3.289
f54r_10_010	sign	20	4.178
f54r_10_011	sign	10	7.736
f54r_10_012	sign	24	4.790
f54r_10_013	sign	2	4.798
f54r_10_014	sign	5	5.213
f54r_10_015	sign	28	3.422
f54r_10_016	sign	5	4.687
f54r_10_017	sign	12	7.762
f54r_10_018	sign	24	4.357
f54r_10_019	sign	39	4.181
f54r_10_020	sign	2	4.130
f54r_10_021	sign	20	3.194
f54r_10_022	sign	0	2.520
f54r_10_023	sign	47	3.777
f54r_10_024	sign	20	4.500
f54r_10_025	sign	62	2.970
f54r_10_026	sign	36	7.145
f54r_11_001	sign	30	6.786
f54r_11_002	sign	1	4.642
f54r_11_003	sign	52.2	5.910
f54r_11_004	sign	20	3.903
f54r_11_005	sign	62	3.260
f54r_11_006	sign	47	3.848
f54r_11_007	sign	33	4.923
f54r_11_008	sign	2	3.954
f54r_11_009	sign	17	3.286
f54r_11_010	sign	53	8.949
f54r_11_011	sign	5	4.905
f54r_11_012	sign	28	3.754
f54r_11_013	sign	20	4.295
f54r_11_014	sign	1	5.422
f54r_11_015	sign	62	2.956
f54r_11_016	sign	5	7.009
f54r_11_017	sign	7	3.989
f54r_11_018	sign	41	5.442
f54r_11_019	sign	20	3.219
f54r_11_020	sign	13	4.122
f54r_11_021	sign	53	5.616
f54r_11_022	sign	24	5.203
f54r_11_023	sign	20	6.419
f54r_11_024	sign	7	5.442
f54r_11_025	sign	18	5.922
f54r_11_026	sign	24	6.232
f54r_11_027	sign	3.0	5.195
f54r_11_028	sign	47	3.594
f54r_12_001	sign	31	6.110
f54r_12_002	sign	22	7.215
f54r_12_003	sign	42	5.333
f54r_12_004	sign	53	6.859
f54r_12_005	sign	5	4.249
f54r_12_006	sign	32	4.119
f54r_12_007	sign	48	5.610
f54r_12_008	sign	47	4.066
f54r_12_009	sign	62	4.737
f54r_12_010	sign	19	5.882
f54r_12_011	sign	51	4.346
f54r_12_012	sign	0	2.737
f54r_12_013	sign	59	3.649
f54r_12_014	sign	46	7.607
f54r_12_015	sign	29	6.312
f54r_12_016	sign	15	4.417
f54r_12_017	sign	32	4.428
f54r_12_018	sign	24	4.213
f54r_12_019	sign	28	3.784
f54r_12_020	sign	47	4.329
f54r_12_021	sign	20	2.913
f54r_12_022	sign	62	4.854
f54r_12_023	sign	5	6.236
f54r_12_024	sign	7	4.655
f54r_12_025	sign	33	5.138
f54r_12_026	sign	54	8.325
f54r_12_027	sign	2	5.102
f54r_12_028	sign	20	4.753
f54r_12_029	sign	0	3.836
f54r_13_001	sign	28	3.034
f54r_13_002	sign	44	4.720
f54r_13_003	sign	39	3.355
f54r_13_004	sign	58	4.877
f54r_13_005	sign	47	3.490
f54r_13_006	sign	54	5.499
f54r_13_007	sign	28	3.203
f54r_13_008	sign	20	4.536
f54r_13_009	sign	46	5.405
f54r_13_010	sign	17	2.731
f54r_13_011	sign	0	2.611
f54r_13_012	sign	10	3.973
f54r_13_013	sign	20	3.049
f54r_13_014	sign	52.1	4.662
f54r_13_015	sign	29	4.536
f54r_13_016	sign	36	3.537
f54r_13_017	sign	14	6.495
f54r_13_018	sign	19	4.574
f54r_13_019	sign	45.1	3.737
f54r_13_020	sign	34	4.242
f54r_13_021	sign	41	3.838
f54r_13_022	sign	30	4.926
f54r_13_023	sign	61	5.773
f54r_13_024	sign	37	3.197
f54r_13_025	sign	41	3.763
f54r_13_026	sign	37	6.777
f54r_14_001	sign	27	6.996
f54r_14_002	sign	36	5.067
f54r_14_003	sign	24	3.909
f54r_14_004	sign	5	5.704
f54r_14_005	sign	28	4.546
f54r_14_006	sign	20	3.375
f54r_14_007	sign	20	3.347
f54r_14_008	sign	63	3.265
f54r_14_009	sign	30	6.323
f54r_14_010	sign	61	6.824
f54r_14_011	sign	6	3.673
f54r_14_012	sign	24	4.798
f54r_14_013	sign	2	5.726
f54r_14_014	sign	5	5.480
f54r_14_015	sign	28	3.027
f54r_14_016	sign	5	5.475
f54r_14_017	sign	25	7.562
f54r_14_018	sign	47	3.242
f54r_14_019	sign	44	3.963
f54r_14_020	sign	13	3.430
f54r_14_021	sign	7	3.804
f54r_14_022	sign	62	4.126
f54r_14_023	sign	45.0	3.177
f54r_14_024	sign	2	4.019
f54r_14_025	sign	48	5.744
f54r_14_026	sign	3.0	5.585
f54r_14_027	sign	37	6.467
f54r_15_001	sign	11	5.032
f54r_15_002	sign	16	5.695
f54r_15_003	sign	37	3.696
f54r_15_004	sign	40	4.972
f54r_15_005	sign	44	4.394
f54r_15_006	sign	21.1	7.197
f54r_15_007	sign	42	7.043
f54r_15_008	sign	45.1	3.287
f54r_15_009	sign	19	2.436
f54r_15_010	sign	48	5.481
f54r_15_011	sign	19	4.454
f54r_15_012	sign	47	3.970
f54r_15_013	sign	34	4.582
f54r_15_014	sign	9	5.495
f54r_15_015	sign	1	6.535
f54r_15_016	sign	11	4.411
f54r_15_017	sign	16	5.156
f54r_15_018	sign	41	2.751
f54r_15_019	sign	35	4.756
f54r_15_020	sign	42	4.894
f54r_15_021	sign	15	5.344
f54r_15_022	sign	18	5.793
f54r_16_001	sign	47	6.478
f54r_16_002	sign	1	5.673
f54r_16_003	sign	35	4.357
f54r_16_004	sign	57	3.716
f54r_16_005	sign	47	7.661
f54r_16_006	sign	40	5.402
f54r_16_007	sign	12	8.892
f54r_16_008	sign	49.0	3.516
f54r_16_009	sign	49.0	5.715
f54r_16_010	sign	38	5.463
f54r_16_011	sign	49.1	4.121
f54r_16_012	sign	41	3.290
f54r_16_013	sign	30	4.486
f54r_16_014	sign	40	5.103
f54r_16_015	sign	1	6.711
f54r_16_016	sign	23	5.736
f54r_16_017	sign	41	4.895
f54r_16_018	sign	48	6.598
f54r_16_019	sign	37	4.367
f54r_16_020	sign	61	5.174
f54r_16_021	sign	60	5.569
f54r_16_022	sign	30	5.336
f54r_16_023	sign	15	5.564
f54r_16_024	sign	23	4.198
f54r_16_025	sign	49.0	3.515
f54r_16_026	sign	2	6.782
f54r_16_027	sign	35	4.799
f54r_16_028	sign	57	5.890
f54r_16_029	sign	27	6.906
f54r_17_001	sign	60	8.142
f54r_17_002	sign	22	6.447
f54r_17_003	sign	55	7.091
f54r_17_004	sign	59	3.789
f54r_17_005	sign	14	5.506
f54r_17_006	sign	47	4.661
f54r_17_007	sign	23	4.597
f54r_17_008	sign	5	6.296
f54r_17_009	sign	22	6.583
f54r_17_010	sign	0	4.767
f54r_17_011	sign	24	3.636
f54r_17_012	sign	52.2	4.177
f54r_17_013	sign	17	2.238
f54r_17_014	sign	0	1.709
f54r_17_015	sign	2	4.791
f54r_17_016	sign	63	5.290
f54r_17_017	sign	62	4.736
f54r_17_018	sign	19	3.653
f54r_17_019	sign	51	4.002
f54r_17_020	sign	54	4.301
f54r_17_021	sign	19	4.048
f54r_17_022	sign	13	5.179
f54r_17_023	sign	45.1	2.418
f54r_17_024	sign	34	5.502
f54r_17_025	sign	33	7.679
f54r_17_026	sign	1	5.705
f54r_18_001	sign	9	6.066
f54r_18_002	sign	15	5.847
f54r_18_003	sign	41	4.298
f54r_18_004	sign	58	4.427
f54r_18_005	sign	45.0	3.474
f54r_18_006	sign	19	3.764
f54r_18_007	sign	59	3.974
f54r_18_008	sign	44	5.384
f54r_18_009	sign	17	2.449
f54r_18_010	sign	44	6.095
f54r_18_011	sign	47	3.223
f54r_18_012	sign	23	4.712
f54r_18_013	sign	47	4.123
f54r_18_014	sign	31	5.198
f54r_18_015	sign	17	4.784
f54r_18_016	sign	48	5.907
f54r_18_017	sign	13	3.201
f54r_18_018	sign	60	4.900
f54r_18_019	sign	55	5.521
f54r_18_020	sign	44	4.677
f54r_18_021	sign	41	5.179
f54r_18_022	sign	9	5.027
f54r_19_001	sign	27	4.838
f54r_19_002	sign	60	4.255
f54r_19_003	sign	18	5.021
f54r_19_004	sign	23	5.657
f54r_19_005	sign	3.1	6.193
f54r_19_006	sign	57	6.219
f54r_19_007	sign	29	5.491
f54r_19_008	sign	60	4.198
f54r_19_009	sign	57	5.094
f54r_19_010	sign	52.1	7.380
f54r_19_011	sign	40	5.002
f54r_19_012	sign	35	6.626
f54r_19_013	sign	22	5.621
f54r_19_014	sign	49.0	2.737
f54r_19_015	sign	44	5.706
f54r_19_016	sign	16	6.995
f54r_19_017	sign	38	4.525
f54r_19_018	sign	2	6.377
f54r_19_019	sign	53	7.511
f54r_19_020	sign	21.0	4.503
f54r_19_021	sign	52.2	3.606
f54r_19_022	sign	17	3.558
f54r_19_023	sign	0	2.143
f54r_19_024	sign	48	4.828
f54r_19_025	sign	46	5.785
f54r_19_026	sign	24	5.977
f54r_19_027	sign	19	5.783
f54r_19_028	sign	1	11.514
f54v_01_001	sign	31	4.301
f54v_01_002	sign	47	4.948
f54v_01_003	sign	32	4.160
f54v_01_004	sign	0	2.807
f54v_01_005	sign	47	2.483
f54v_01_006	sign	33	4.695
f54v_01_007	sign	29	3.538
f54v_01_008	sign	39	4.540
f54v_01_009	sign	0	2.653
f54v_01_010	sign	63	2.745
f54v_01_011	sign	62	3.415
f54v_01_012	sign	6	5.291
f54v_01_013	sign	36	2.112
f54v_01_014	sign	32	6.170
f54v_01_015	sign	7	4.980
f54v_01_016	sign	35	6.167
f54v_01_017	sign	17	2.385
f54v_01_018	sign	0	1.600
f54v_01_019	sign	48	5.406
f54v_01_020	sign	5	5.114
f54v_01_021	sign	17	5.828
f54v_01_022	sign	2	3.379
f54v_01_023	sign	17	2.338
f54v_01_024	sign	61	6.992
f54v_01_025	sign	29	3.690
f54v_01_026	sign	33	5.388
f54v_01_027	sign	23	7.452
f54v_01_028	sign	36	6.119
f54v_01_029	sign	41	6.183
f54v_02_001	sign	39	3.597
f54v_02_002	sign	47	3.292
f54v_02_003	sign	6	4.381
f54v_02_004	sign	45.0	2.768
f54v_02_005	sign	34	3.940
f54v_02_006	sign	59	3.245
f54v_02_007	sign	9	5.222
f54v_02_008	sign	28	2.711
f54v_02_009	sign	8	3.646
f54v_02_010	sign	39	3.916
f54v_02_011	sign	48	6.522
f54v_02_012	sign	49.1	5.450
f54v_02_013	sign	33	3.618
f54v_02_014	sign	56	3.872
f54v_02_015	sign	52.2	4.615
f54v_02_016	sign	17	1.658
f54v_02_017	sign	28	4.302
f54v_02_018	sign	63	2.628
f54v_02_019	sign	6	2.313
f54v_02_020	sign	25	4.290
f54v_02_021	sign	52.0	4.453
f54v_02_022	sign	42	5.066
f54v_02_023	sign	10	5.556
f54v_02_024	sign	23	4.656
f54v_02_025	sign	20	3.260
f54v_02_026	sign	7	5.706
f54v_02_027	sign	13	3.802
f54v_02_028	sign	20	2.920
f54v_03_001	sign	1	5.468
f54v_03_002	sign	23	4.643
f54v_03_003	sign	17	2.559
f54v_03_004	sign	33	5.064
f54v_03_005	sign	62	6.774
f54v_03_006	sign	12	5.631
f54v_03_007	sign	31	4.274
f54v_03_008	sign	56	4.594
f54v_03_009	sign	53	5.445
f54v_03_010	sign	8	2.327
f54v_03_011	sign	61	5.293
f54v_03_012	sign	63	4.349
f54v_03_013	sign	6	2.756
f54v_03_014	sign	6	3.685
f54v_03_015	sign	19	3.331
f54v_03_016	sign	36	3.385
f54v_03_017	sign	12	5.325
f54v_03_018	sign	17	1.744
f54v_03_019	sign	6	3.109
f54v_03_020	sign	23	5.574
f54v_03_021	sign	2	3.045
f54v_03_022	sign	8	2.821
f54v_03_023	sign	50	4.711
f54v_03_024	sign	47	2.308
f54v_03_025	sign	44	4.783
f54v_03_026	sign	24	3.849
f54v_03_027	sign	25	6.683
f54v_04_001	sign	54	5.679
f54v_04_002	sign	29	4.004
f54v_04_003	sign	43	3.747
f54v_04_004	sign	43	4.362
f54v_04_005	sign	24	4.361
f54v_04_006	sign	25	3.243
f54v_04_007	sign	6	2.532
f54v_04_008	sign	18	5.585
f54v_04_009	sign	0	5.123
f54v_04_010	sign	6	3.617
f54v_04_011	sign	28	3.104
f54v_04_012	sign	48	5.677
f54v_04_013	sign	8	3.011
f54v_04_014	sign	6	3.800
f54v_04_015	sign	25	2.668
f54v_04_016	sign	36	3.437
f54v_04_017	sign	2	3.848
f54v_04_018	sign	17	1.962
f54v_04_019	sign	24	3.192
f54v_04_020	sign	63	3.223
f54v_04_021	sign	22	5.342
f54v_04_022	sign	44	4.385
f54v_04_023	sign	24	4.011
f54v_04_024	sign	6	2.525
f54v_04_025	sign	33	4.737
f54v_04_026	sign	35	6.472
f54v_04_027	sign	63	3.404
f54v_04_028	sign	0	3.111
f54v_04_029	sign	55	7.623
f54v_04_030	sign	26	4.556
f54v_05_001	sign	14	3.876
f54v_05_002	sign	46	5.249
f54v_05_003	sign	28	3.991
f54v_05_004	sign	29	4.928
f54v_05_005	sign	23	6.257
f54v_05_006	sign	2	3.801
f54v_05_007	sign	6	2.401
f54v_05_008	sign	47	2.583
f54v_05_009	sign	33	3.693
f54v_05_010	sign	51	3.510
f54v_05_011	sign	32	4.682
f54v_05_012	sign	32	4.731
f54v_05_013	sign	13	3.164
f54v_05_014	sign	55	5.454
f54v_05_015	sign	27	5.575
f54v_05_016	sign	26	3.525
f54v_05_017	sign	24	3.721
f54v_05_018	sign	35	5.890
f54v_05_019	sign	5	4.057
f54v_05_020	sign	32	3.200
f54v_05_021	sign	17	2.458
f54v_05_022	sign	33	6.090
f54v_05_023	sign	7	3.548
f54v_05_024	sign	25	3.493
f54v_05_025	sign	5	5.593
f54v_05_026	sign	4	3.744
f54v_06_001	sign	23	5.833
f54v_06_002	sign	4	5.477
f54v_06_003	sign	6	3.464
f54v_06_004	sign	8	1.363
f54v_06_005	sign	3.0	3.677
f54v_06_006	sign	33	3.865
f54v_06_007	sign	53	5.363
f54v_06_008	sign	8	3.076
f54v_06_009	sign	6	2.683
f54v_06_010	sign	33	4.353
f54v_06_011	sign	17	2.673
f54v_06_012	sign	14	3.765
f54v_06_013	sign	23	6.069
f54v_06_014	sign	47	3.877
f54v_06_015	sign	31	5.007
f54v_06_016	sign	33	3.688
f54v_06_017	sign	47	4.371
f54v_06_018	sign	6	2.098
f54v_06_019	sign	36	2.684
f54v_06_020	sign	33	4.088
f54v_06_021	sign	55	6.965
f54v_06_022	sign	26	3.354
f54v_06_023	sign	33	5.317
f54v_06_024	sign	33	5.254
f54v_06_025	sign	43	5.463
f54v_06_026	sign	45.1	3.050
f54v_06_027	sign	56	6.387
f54v_07_001	sign	23	5.986
f54v_07_002	sign	3.1	4.454
f54v_07_003	sign	30	6.253
f54v_07_004	sign	61	5.199
f54v_07_005	sign	49.1	3.926
f54v_07_006	sign	1	5.418
f54v_07_007	sign	49.0	3.759
f54v_07_008	sign	1	5.712
f54v_07_009	sign	16	7.343
f54v_07_010	sign	16	5.390
f54v_07_011	sign	42	5.742
f54v_07_012	sign	37	4.430
f54v_07_013	sign	28	2.980
f54v_07_014	sign	29	5.157
f54v_07_015	sign	53	5.776
f54v_07_016	sign	53	4.316
f54v_07_017	sign	17	2.039
f54v_07_018	sign	53	5.494
f54v_07_019	sign	6	2.699
f54v_07_020	sign	20	3.019
f54v_07_021	sign	10	7.562
f54v_07_022	sign	36	2.712
f54v_07_023	sign	21.1	6.122
f54v_07_024	sign	55	4.514
f54v_07_025	sign	26	3.319
f54v_07_026	sign	57	2.707
f54v_07_027	sign	30	4.920
f54v_08_001	sign	57	2.861
f54v_08_002	sign	30	5.359
f54v_08_003	sign	40	6.164
f54v_08_004	sign	35	6.410
f54v_08_005	sign	44	4.552
f54v_08_006	sign	18	5.105
f54v_08_007	sign	6	4.235
f54v_08_008	sign	61	6.393
f54v_08_009	sign	61	4.939
f54v_08_010	sign	57	4.094
f54v_08_011	sign	49.1	2.656
f54v_08_012	sign	49.1	2.829
f54v_08_013	sign	35	5.774
f54v_08_014	sign	35	5.080
f54v_08_015	sign	42	5.542
f54v_08_016	sign	11	4.957
f54v_08_017	sign	11	5.335
f54v_08_018	sign	21.1	4.564
f54v_08_019	sign	42	4.827
f54v_08_020	sign	27	5.882
f54v_08_021	sign	60	4.488
f54v_08_022	sign	29	5.354
f54v_08_023	sign	44	4.750
f54v_08_024	sign	48	5.279
f54v_08_025	sign	21.1	5.012
f54v_08_026	sign	16	7.175
f54v_08_027	sign	62	6.812
f54v_09_001	sign	34	4.028
f54v_09_002	sign	21.0	4.977
f54v_09_003	sign	52.0	3.437
f54v_09_004	sign	8	2.847
f54v_09_005	sign	16	5.610
f54v_09_006	sign	3.1	6.028
f54v_09_007	sign	42	7.779
f54v_09_008	sign	9	8.710
f54v_09_009	sign	13	2.698
f54v_09_010	sign	5	4.589
f54v_09_011	sign	0	2.668
f54v_09_012	sign	17	1.959
f54v_09_013	sign	33	4.821
f54v_09_014	sign	4	4.302
f54v_09_015	sign	17	2.258
f54v_09_016	sign	7	3.000
f54v_09_017	sign	55	7.322
f54v_09_018	sign	29	4.440
f54v_09_019	sign	59	3.546
f54v_09_020	sign	25	4.596
f54v_09_021	sign	43	5.366
f54v_09_022	sign	28	3.592
f54v_09_023	sign	42	5.217
f54v_10_001	sign	9	5.925
f54v_10_002	sign	32	4.507
f54v_10_003	sign	1	4.863
f54v_10_004	sign	56	4.542
f54v_10_005	sign	8	2.121
f54v_10_006	sign	3.0	3.919
f54v_10_007	sign	26	3.544
f54v_10_008	sign	47	2.139
f54v_10_009	sign	26	3.479
f54v_10_010	sign	29	4.626
f54v_10_011	sign	21.0	5.309
f54v_10_012	sign	19	3.670
f54v_10_013	sign	20	3.920
f54v_10_014	sign	13	3.840
f54v_10_015	sign	10	4.435
f54v_10_016	sign	47	3.158
f54v_10_017	sign	6	2.832
f54v_10_018	sign	36	3.287
f54v_10_019	sign	23	4.030
f54v_10_020	sign	8	2.183
f54v_10_021	sign	23	4.505
f54v_10_022	sign	49.0	6.017
f54v_10_023	sign	5	4.469
f54v_10_024	sign	33	5.937
f54v_10_025	sign	41	6.477
f54v_11_001	sign	53	5.843
f54v_11_002	sign	13	2.996
f54v_11_003	sign	5	4.732
f54v_11_004	sign	0	3.996
f54v_11_005	sign	10	6.159
f54v_11_006	sign	8	4.349
f54v_11_007	sign	41	5.556
f54v_11_008	sign	56	6.026
f54v_11_009	sign	25	4.213
f54v_11_010	sign	22	4.889
f54v_11_011	sign	35	5.943
f54v_11_012	sign	9	5.439
f54v_11_013	sign	23	6.319
f54v_11_014	sign	3.1	3.660
f54v_11_015	sign	44	3.273
f54v_11_016	sign	35	5.208
f54v_11_017	sign	42	5.392
f54v_11_018	sign	1	6.506
f54v_11_019	sign	45.0	2.619
f54v_11_020	sign	13	3.023
f54v_11_021	sign	60	3.201
f54v_11_022	sign	24	4.415
f54v_11_023	sign	23	4.770
f54v_11_024	sign	2	3.839
f54v_11_025	sign	41	4.753
f54v_11_026	sign	16	5.903
f54v_12_001	sign	31	4.136
f54v_12_002	sign	49.1	3.821
f54v_12_003	sign	52.0	5.146
f54v_12_004	sign	47	2.626
f54v_12_005	sign	3.0	3.334
f54v_12_006	sign	50	5.959
f54v_12_007	sign	63	5.810
f54v_12_008	sign	24	4.274
f54v_12_009	sign	3.0	5.388
f54v_12_010	sign	33	4.193
f54v_12_011	sign	29	5.745
f54v_12_012	sign	59	3.175
f54v_12_013	sign	39	5.322
