sid	page	line	pos	x	y	w	h	rh	rw	dy	marks
f54r_06_019	f54r	6	19	2153	1139	44	86	1.012	0.518	0.141	
f54r_06_020	f54r	6	20	2200	1127	68	79	0.929	0.800	-0.041	
f54r_06_021	f54r	6	21	2272	1134	129	59	0.694	1.518	-0.076	
f54r_06_022	f54r	6	22	2415	1126	103	83	0.976	1.212	-0.029	
f54r_06_023	f54r	6	23	2541	1080	90	114	1.341	1.059	-0.388	
f54r_06_024	f54r	6	24	2652	1142	74	47	0.553	0.871	-0.053	
f54r_06_025	f54r	6	25	2737	1125	55	75	0.882	0.647	-0.088	
f54r_06_026	f54r	6	26	2800	1126	70	68	0.800	0.824	-0.118	
f54r_06_027	f54r	6	27	2875	1129	134	88	1.035	1.576	0.035	
f54r_06_028	f54r	6	28	3007	1078	62	163	1.918	0.729	-0.124	
f54r_07_001	f54r	7	1	290	1360	82	56	0.659	0.965	-0.059	f54r_07_m0058|f54r_07_m0061
f54r_07_002	f54r	7	2	409	1288	61	185	2.176	0.718	-0.147	
f54r_07_003	f54r	7	3	495	1344	77	73	0.859	0.906	-0.147	
f54r_07_004	f54r	7	4	568	1374	157	41	0.482	1.847	0.018	
f54r_07_005	f54r	7	5	723	1307	56	163	1.918	0.659	-0.053	
f54r_07_006	f54r	7	6	794	1364	47	53	0.624	0.553	-0.029	f54r_07_m0067
f54r_07_007	f54r	7	7	865	1283	61	137	1.612	0.718	-0.488	
f54r_07_008	f54r	7	8	920	1301	48	168	1.976	0.565	-0.094	
f54r_07_009	f54r	7	9	970	1380	66	72	0.847	0.776	0.271	f54r_07_m0065
f54r_07_010	f54r	7	10	1069	1363	95	60	0.706	1.118	0.000	f54r_07_m0059|f54r_07_m0066
f54r_07_011	f54r	7	11	1160	1372	66	102	1.200	0.776	0.353	f54r_07_m0070
f54r_07_012	f54r	7	12	1242	1366	67	130	1.529	0.788	0.447	
f54r_07_013	f54r	7	13	1302	1356	63	70	0.824	0.741	-0.024	f54r_07_m0057
f54r_07_014	f54r	7	14	1372	1267	95	161	1.894	1.118	-0.535	
f54r_07_015	f54r	7	15	1444	1321	107	117	1.376	1.259	-0.159	
f54r_07_016	f54r	7	16	1568	1347	105	80	0.941	1.235	-0.071	
f54r_07_017	f54r	7	17	1655	1340	72	86	1.012	0.847	-0.118	
f54r_07_018	f54r	7	18	1737	1301	45	171	2.012	0.529	-0.076	
f54r_07_019	f54r	7	19	1796	1376	73	69	0.812	0.859	0.206	f54r_07_m0063
f54r_07_020	f54r	7	20	1904	1371	88	83	0.976	1.035	0.229	f54r_07_m0068
f54r_07_021	f54r	7	21	1990	1371	63	96	1.129	0.741	0.306	f54r_07_m0062|f54r_07_m0069
f54r_07_022	f54r	7	22	2086	1289	114	122	1.435	1.341	-0.506	
f54r_07_023	f54r	7	23	2175	1348	74	73	0.859	0.871	-0.100	
f54r_07_024	f54r	7	24	2265	1317	51	160	1.882	0.600	0.047	
f54r_07_025	f54r	7	25	2345	1372	76	78	0.918	0.894	0.212	f54r_07_m0064
f54r_07_026	f54r	7	26	2452	1300	114	123	1.447	1.341	-0.371	
f54r_07_027	f54r	7	27	2523	1364	102	137	1.612	1.200	0.465	
f54r_07_028	f54r	7	28	2671	1355	77	64	0.753	0.906	-0.071	f54r_07_m0060
f54r_07_029	f54r	7	29	2772	1280	138	136	1.600	1.624	-0.529	
f54r_07_030	f54r	7	30	2900	1321	144	97	1.141	1.694	-0.276	
f54r_08_001	f54r	8	1	279	1507	70	171	2.012	0.824	-0.065	
f54r_08_002	f54r	8	2	369	1565	130	61	0.718	1.529	-0.029	
f54r_08_003	f54r	8	3	511	1556	59	80	0.941	0.694	-0.024	
f54r_08_004	f54r	8	4	582	1517	121	128	1.506	1.424	-0.200	
f54r_08_005	f54r	8	5	723	1542	110	85	1.000	1.294	-0.159	
f54r_08_006	f54r	8	6	829	1576	99	66	0.776	1.165	0.129	f54r_08_m0071|f54r_08_m0078
f54r_08_007	f54r	8	7	964	1570	57	74	0.871	0.671	0.106	f54r_08_m0074
f54r_08_008	f54r	8	8	1052	1582	60	85	1.000	0.706	0.312	f54r_08_m0077
f54r_08_009	f54r	8	9	1177	1495	126	138	1.624	1.482	-0.400	
f54r_08_010	f54r	8	10	1304	1569	86	51	0.600	1.012	-0.041	
f54r_08_011	f54r	8	11	1353	1491	95	72	0.847	1.118	-0.835	
f54r_08_012	f54r	8	12	1429	1570	90	66	0.776	1.059	0.059	f54r_08_m0073
f54r_08_013	f54r	8	13	1560	1570	48	56	0.659	0.565	0.000	f54r_08_m0076
f54r_08_014	f54r	8	14	1634	1474	166	150	1.765	1.953	-0.576	
f54r_08_015	f54r	8	15	1792	1576	66	93	1.094	0.776	0.288	f54r_08_m0079
f54r_08_016	f54r	8	16	1903	1565	76	126	1.482	0.894	0.353	
f54r_08_017	f54r	8	17	1994	1563	50	70	0.824	0.588	0.000	
f54r_08_018	f54r	8	18	2057	1580	163	119	1.400	1.918	0.488	
f54r_08_019	f54r	8	19	2227	1562	127	100	1.176	1.494	0.165	
f54r_08_020	f54r	8	20	2357	1574	102	55	0.647	1.200	0.041	f54r_08_m0075
f54r_08_021	f54r	8	21	2475	1562	86	53	0.624	1.012	-0.112	f54r_08_m0072
f54r_08_022	f54r	8	22	2585	1514	130	138	1.624	1.529	-0.176	
f54r_08_023	f54r	8	23	2736	1534	124	86	1.012	1.459	-0.247	
f54r_08_024	f54r	8	24	2864	1528	150	126	1.482	1.765	-0.082	
f54r_09_001	f54r	9	1	310	1693	52	150	1.765	0.612	-0.424	
f54r_09_002	f54r	9	2	337	1746	344	190	2.235	4.047	0.435	
f54r_09_003	f54r	9	3	712	1697	105	229	2.694	1.235	0.088	f54r_09_m0082
f54r_09_004	f54r	9	4	830	1754	120	81	0.953	1.412	-0.112	
f54r_09_005	f54r	9	5	954	1754	172	81	0.953	2.024	-0.112	
f54r_09_006	f54r	9	6	1165	1744	62	112	1.318	0.729	-0.047	
f54r_09_007	f54r	9	7	1225	1769	213	66	0.776	2.506	-0.024	
f54r_09_008	f54r	9	8	1434	1691	43	145	1.706	0.506	-0.476	
f54r_09_009	f54r	9	9	1489	1767	157	62	0.729	1.847	-0.071	
f54r_09_010	f54r	9	10	1678	1707	80	131	1.541	0.941	-0.371	
f54r_09_011	f54r	9	11	1732	1768	115	72	0.847	1.353	0.000	
f54r_09_012	f54r	9	12	1899	1764	98	110	1.294	1.153	0.176	
f54r_09_013	f54r	9	13	1991	1783	38	59	0.694	0.447	0.100	
f54r_09_014	f54r	9	14	2031	1791	30	50	0.588	0.353	0.141	
f54r_09_015	f54r	9	15	2064	1706	29	130	1.529	0.341	-0.388	
f54r_09_016	f54r	9	16	2099	1708	77	131	1.541	0.906	-0.359	
f54r_09_017	f54r	9	17	2153	1725	111	234	2.753	1.306	0.447	f54r_09_m0083
f54r_09_018	f54r	9	18	2297	1766	103	101	1.188	1.212	0.147	
f54r_09_019	f54r	9	19	2428	1681	150	194	2.282	1.765	-0.306	f54r_09_m0080
f54r_09_020	f54r	9	20	2605	1674	126	149	1.753	1.482	-0.653	
f54r_09_021	f54r	9	21	2743	1752	140	54	0.635	1.647	-0.294	
f54r_09_022	f54r	9	22	2912	1761	62	169	1.988	0.729	0.488	f54r_09_m0081
f54r_09_023	f54r	9	23	2982	1780	67	53	0.624	0.788	0.029	
f54r_10_001	f54r	10	1	290	1972	69	74	0.871	0.812	0.035	
f54r_10_002	f54r	10	2	367	1991	65	63	0.741	0.765	0.194	f54r_10_m0088
f54r_10_003	f54r	10	3	438	1966	67	76	0.894	0.788	-0.024	
f54r_10_004	f54r	10	4	524	1990	55	94	1.106	0.647	0.365	f54r_10_m0097
f54r_10_005	f54r	10	5	585	1974	85	136	1.600	1.000	0.424	
f54r_10_006	f54r	10	6	670	1971	72	67	0.788	0.847	-0.018	
f54r_10_007	f54r	10	7	735	1964	78	81	0.953	0.918	-0.018	
f54r_10_008	f54r	10	8	802	1871	42	81	0.953	0.494	-1.112	
f54r_10_009	f54r	10	9	827	1971	70	74	0.871	0.824	0.024	
f54r_10_010	f54r	10	10	879	1992	76	109	1.282	0.894	0.476	
f54r_10_011	f54r	10	11	932	1945	77	43	0.506	0.906	-0.465	
f54r_10_012	f54r	10	12	1039	1979	88	53	0.624	1.035	-0.006	f54r_10_m0093
f54r_10_013	f54r	10	13	1145	1981	101	54	0.635	1.188	0.024	f54r_10_m0085
f54r_10_014	f54r	10	14	1257	1976	130	105	1.235	1.529	0.265	
f54r_10_015	f54r	10	15	1388	1976	134	53	0.624	1.576	-0.041	
f54r_10_016	f54r	10	16	1526	1974	123	95	1.118	1.447	0.182	f54r_10_m0089
f54r_10_017	f54r	10	17	2127	1964	138	140	1.647	1.624	0.329	f54r_10_m0084|f54r_10_m0087
f54r_10_018	f54r	10	18	2288	1982	89	46	0.541	1.047	-0.012	f54r_10_m0095
f54r_10_019	f54r	10	19	2352	1894	128	201	2.365	1.506	-0.135	
f54r_10_020	f54r	10	20	2474	1984	100	52	0.612	1.176	0.047	f54r_10_m0094
f54r_10_021	f54r	10	21	2566	1983	68	90	1.059	0.800	0.259	f54r_10_m0090
f54r_10_022	f54r	10	22	2648	1922	53	152	1.788	0.624	-0.094	
f54r_10_023	f54r	10	23	2703	1991	75	60	0.706	0.882	0.176	
f54r_10_024	f54r	10	24	2758	1988	90	89	1.047	1.059	0.312	f54r_10_m0086|f54r_10_m0096
f54r_10_025	f54r	10	25	2875	1969	69	71	0.835	0.812	-0.018	
f54r_10_026	f54r	10	26	2949	1967	101	140	1.647	1.188	0.365	f54r_10_m0091|f54r_10_m0092
f54r_11_001	f54r	11	1	98	2267	144	64	0.753	1.694	1.012	
f54r_11_002	f54r	11	2	237	2298	22	38	0.447	0.259	1.224	
f54r_11_003	f54r	11	3	308	2180	73	61	0.718	0.859	-0.029	
f54r_11_004	f54r	11	4	378	2192	59	99	1.165	0.694	0.335	f54r_11_m0109
f54r_11_005	f54r	11	5	461	2177	64	66	0.776	0.753	-0.035	
f54r_11_006	f54r	11	6	537	2196	61	64	0.753	0.718	0.176	f54r_11_m0103
f54r_11_007	f54r	11	7	608	2134	112	136	1.600	1.318	-0.129	
f54r_11_008	f54r	11	8	715	2189	100	54	0.635	1.176	0.035	f54r_11_m0107
f54r_11_009	f54r	11	9	824	2202	159	36	0.424	1.871	0.082	
f54r_11_010	f54r	11	10	1014	2180	126	156	1.835	1.482	0.529	
f54r_11_011	f54r	11	11	1147	2180	107	88	1.035	1.259	0.129	
f54r_11_012	f54r	11	12	1260	2184	110	47	0.553	1.294	-0.065	
f54r_11_013	f54r	11	13	1337	2200	82	85	1.000	0.965	0.347	f54r_11_m0110
f54r_11_014	f54r	11	14	1441	2285	25	60	0.706	0.294	1.200	
f54r_11_015	f54r	11	15	1466	2169	68	72	0.847	0.800	-0.094	
f54r_11_016	f54r	11	16	1538	2174	137	116	1.365	1.612	0.224	f54r_11_m0101
f54r_11_017	f54r	11	17	1649	2183	87	133	1.565	1.024	0.429	
f54r_11_018	f54r	11	18	1934	2173	78	150	1.765	0.918	0.412	
f54r_11_019	f54r	11	19	2004	2196	76	88	1.035	0.894	0.318	f54r_11_m0108
f54r_11_020	f54r	11	20	2071	2182	78	106	1.247	0.918	0.259	f54r_11_m0105
f54r_11_021	f54r	11	21	2166	2107	144	122	1.435	1.694	-0.529	
f54r_11_022	f54r	11	22	2318	2173	87	61	0.718	1.024	-0.112	f54r_11_m0100|f54r_11_m0102
f54r_11_023	f54r	11	23	2418	2188	66	87	1.024	0.776	0.218	
f54r_11_024	f54r	11	24	2498	2179	73	110	1.294	0.859	0.247	f54r_11_m0104
f54r_11_025	f54r	11	25	2579	2172	38	65	0.765	0.447	-0.100	
f54r_11_026	f54r	11	26	2641	2167	81	56	0.659	0.953	-0.212	f54r_11_m0098
f54r_11_027	f54r	11	27	2749	2171	92	78	0.918	1.082	-0.035	f54r_11_m0106
f54r_11_028	f54r	11	28	2860	2185	83	68	0.800	0.976	0.071	f54r_11_m0099
f54r_12_001	f54r	12	1	36	2307	61	114	1.341	0.718	-0.635	f54r_12_m0132
f54r_12_002	f54r	12	2	86	2351	149	185	2.176	1.753	0.300	f54r_12_m0111|f54r_12_m0114|f54r_12_m0116|f54r_12_m0127|f54r_12_m0129|f54r_12_m0130|f54r_12_m0131
f54r_12_003	f54r	12	3	431	2388	62	71	0.835	0.729	0.065	f54r_12_m0133
f54r_12_004	f54r	12	4	519	2351	95	121	1.424	1.118	-0.076	f54r_12_m0118
f54r_12_005	f54r	12	5	621	2386	128	95	1.118	1.506	0.182	
f54r_12_006	f54r	12	6	720	2399	92	115	1.353	1.082	0.453	f54r_12_m0115
f54r_12_007	f54r	12	7	850	2394	45	51	0.600	0.529	0.018	f54r_12_m0121
f54r_12_008	f54r	12	8	907	2394	62	68	0.800	0.729	0.118	
f54r_12_009	f54r	12	9	980	2370	66	79	0.929	0.776	-0.100	
f54r_12_010	f54r	12	10	1080	2397	100	90	1.059	1.176	0.282	f54r_12_m0122
f54r_12_011	f54r	12	11	1177	2330	125	117	1.376	1.471	-0.347	
f54r_12_012	f54r	12	12	1311	2342	49	167	1.965	0.576	0.088	
f54r_12_013	f54r	12	13	1397	2355	67	104	1.224	0.788	-0.129	
f54r_12_014	f54r	12	14	1465	2296	116	187	2.200	1.365	-0.335	f54r_12_m0123
f54r_12_015	f54r	12	15	1594	2361	67	84	0.988	0.788	-0.176	
f54r_12_016	f54r	12	16	1690	2380	122	65	0.765	1.435	-0.065	f54r_12_m0113
f54r_12_017	f54r	12	17	1791	2393	98	120	1.412	1.153	0.412	f54r_12_m0112
f54r_12_018	f54r	12	18	1895	2384	88	51	0.600	1.035	-0.100	f54r_12_m0124
f54r_12_019	f54r	12	19	1984	2378	134	60	0.706	1.576	-0.118	
f54r_12_020	f54r	12	20	2125	2402	66	76	0.894	0.776	0.259	f54r_12_m0119
f54r_12_021	f54r	12	21	2184	2398	74	90	1.059	0.871	0.294	f54r_12_m0128
f54r_12_022	f54r	12	22	2312	2376	68	79	0.929	0.800	-0.029	
f54r_12_023	f54r	12	23	2400	2397	143	94	1.106	1.682	0.306	f54r_12_m0120
f54r_12_024	f54r	12	24	2523	2389	79	129	1.518	0.929	0.418	
f54r_12_025	f54r	12	25	2631	2322	95	157	1.847	1.118	-0.206	
f54r_12_026	f54r	12	26	2709	2387	47	52	0.612	0.553	-0.059	f54r_12_m0117
f54r_12_027	f54r	12	27	2779	2387	97	50	0.588	1.141	-0.071	f54r_12_m0125
f54r_12_028	f54r	12	28	2867	2394	86	89	1.047	1.012	0.241	f54r_12_m0126
f54r_12_029	f54r	12	29	2972	2330	48	157	1.847	0.565	-0.112	
f54r_13_001	f54r	13	1	275	2593	142	58	0.682	1.671	-0.082	f54r_13_m0135|f54r_13_m0138|f54r_13_m0141
f54r_13_002	f54r	13	2	445	2542	82	113	1.329	0.965	-0.359	
