mid	page	line	x	y	w	h	rh	rw	sid
f54r_03_m0027	f54r	3	557	465	38	38	0.447	0.447	f54r_03_004
f54r_03_m0028	f54r	3	2607	472	14	18	0.212	0.165	f54r_03_027
f54r_03_m0029	f54r	3	322	475	41	39	0.459	0.482	f54r_03_002
f54r_04_m0030	f54r	4	468	628	19	53	0.624	0.224	f54r_04_003
f54r_04_m0031	f54r	4	2064	658	21	17	0.200	0.247	f54r_04_018
f54r_04_m0032	f54r	4	2184	659	95	65	0.765	1.118	f54r_04_019
f54r_04_m0033	f54r	4	1067	664	17	15	0.176	0.200	f54r_04_010
f54r_04_m0034	f54r	4	642	668	40	49	0.576	0.471	f54r_04_005
f54r_04_m0035	f54r	4	2609	671	79	37	0.435	0.929	f54r_04_022
f54r_04_m0036	f54r	4	1638	673	16	13	0.153	0.188	f54r_04_014
f54r_04_m0037	f54r	4	2321	672	77	43	0.506	0.906	f54r_04_020
f54r_04_m0038	f54r	4	721	679	67	40	0.471	0.788	f54r_04_006
f54r_04_m0039	f54r	4	573	681	17	22	0.259	0.200	f54r_04_004
f54r_05_m0040	f54r	5	1381	836	55	67	0.788	0.647	f54r_05_011
f54r_05_m0041	f54r	5	442	867	24	14	0.165	0.282	f54r_05_002
f54r_05_m0042	f54r	5	594	868	15	16	0.188	0.176	f54r_05_004
f54r_05_m0043	f54r	5	526	870	79	65	0.765	0.929	f54r_05_004
f54r_05_m0044	f54r	5	470	872	18	19	0.224	0.212	f54r_05_003
f54r_05_m0045	f54r	5	760	872	44	45	0.529	0.518	f54r_05_005
f54r_05_m0046	f54r	5	2345	880	13	15	0.176	0.153	f54r_05_018
f54r_05_m0047	f54r	5	405	889	42	37	0.435	0.494	f54r_05_002
f54r_05_m0048	f54r	5	2979	891	13	12	0.141	0.153	f54r_05_026
f54r_05_m0049	f54r	5	1870	896	17	12	0.141	0.200	f54r_05_015
f54r_06_m0050	f54r	6	1664	1049	57	62	0.729	0.671	f54r_06_014
f54r_06_m0051	f54r	6	1343	1062	14	12	0.141	0.165	f54r_06_012
f54r_06_m0052	f54r	6	1516	1071	83	58	0.682	0.976	f54r_06_013
f54r_06_m0053	f54r	6	1445	1074	20	18	0.212	0.235	f54r_06_012
f54r_06_m0054	f54r	6	1043	1080	20	12	0.141	0.235	f54r_06_008
f54r_06_m0055	f54r	6	1293	1081	41	37	0.435	0.482	f54r_06_011
f54r_06_m0056	f54r	6	2094	1081	25	54	0.635	0.294	f54r_06_018
f54r_07_m0057	f54r	7	1341	1272	50	52	0.612	0.588	f54r_07_013
f54r_07_m0058	f54r	7	368	1277	14	15	0.176	0.165	f54r_07_001
f54r_07_m0059	f54r	7	1073	1295	17	14	0.165	0.200	f54r_07_010
f54r_07_m0060	f54r	7	2701	1294	39	36	0.424	0.459	f54r_07_028
f54r_07_m0061	f54r	7	321	1296	90	56	0.659	1.059	f54r_07_001
f54r_07_m0062	f54r	7	1986	1297	14	12	0.141	0.165	f54r_07_021
f54r_07_m0063	f54r	7	1832	1299	86	65	0.765	1.012	f54r_07_019
f54r_07_m0064	f54r	7	2391	1298	80	60	0.706	0.941	f54r_07_025
f54r_07_m0065	f54r	7	1001	1303	69	64	0.753	0.812	f54r_07_009
f54r_07_m0066	f54r	7	1114	1303	40	42	0.494	0.471	f54r_07_010
f54r_07_m0067	f54r	7	816	1304	62	33	0.388	0.729	f54r_07_006
f54r_07_m0068	f54r	7	1924	1306	67	58	0.682	0.788	f54r_07_020
f54r_07_m0069	f54r	7	2021	1318	73	34	0.400	0.859	f54r_07_021
f54r_07_m0070	f54r	7	1193	1322	69	28	0.329	0.812	f54r_07_011
f54r_08_m0071	f54r	8	902	1491	15	13	0.153	0.176	f54r_08_006
f54r_08_m0072	f54r	8	2510	1494	97	65	0.765	1.141	f54r_08_021
f54r_08_m0073	f54r	8	1465	1500	54	43	0.506	0.635	f54r_08_012
f54r_08_m0074	f54r	8	976	1503	67	31	0.365	0.788	f54r_08_007
f54r_08_m0075	f54r	8	2418	1504	40	54	0.635	0.471	f54r_08_020
f54r_08_m0076	f54r	8	1575	1506	70	35	0.412	0.824	f54r_08_013
f54r_08_m0077	f54r	8	1089	1511	70	34	0.400	0.824	f54r_08_008
f54r_08_m0078	f54r	8	862	1525	61	38	0.447	0.718	f54r_08_006
f54r_08_m0079	f54r	8	1823	1526	68	35	0.412	0.800	f54r_08_015
f54r_09_m0080	f54r	9	2507	1683	22	58	0.682	0.259	f54r_09_019
f54r_09_m0081	f54r	9	2926	1688	37	52	0.612	0.435	f54r_09_022
f54r_09_m0082	f54r	9	797	1694	20	37	0.435	0.235	f54r_09_003
f54r_09_m0083	f54r	9	2182	1731	13	11	0.129	0.153	f54r_09_017
f54r_10_m0084	f54r	10	1944	1888	90	48	0.565	1.059	f54r_10_017
f54r_10_m0085	f54r	10	1206	1897	33	62	0.729	0.388	f54r_10_013
f54r_10_m0086	f54r	10	2735	1899	67	63	0.741	0.788	f54r_10_024
f54r_10_m0087	f54r	10	1891	1901	22	17	0.200	0.259	f54r_10_017
f54r_10_m0088	f54r	10	333	1905	73	47	0.553	0.859	f54r_10_002
f54r_10_m0089	f54r	10	1732	1904	17	15	0.176	0.200	f54r_10_016
f54r_10_m0090	f54r	10	2609	1906	56	48	0.565	0.659	f54r_10_021
f54r_10_m0091	f54r	10	2997	1912	23	42	0.494	0.271	f54r_10_026
f54r_10_m0092	f54r	10	3021	1913	39	40	0.471	0.459	f54r_10_026
f54r_10_m0093	f54r	10	1069	1918	37	41	0.482	0.435	f54r_10_012
f54r_10_m0094	f54r	10	2517	1923	75	34	0.400	0.882	f54r_10_020
f54r_10_m0095	f54r	10	2328	1924	40	41	0.482	0.471	f54r_10_018
f54r_10_m0096	f54r	10	2820	1926	53	53	0.624	0.624	f54r_10_024
f54r_10_m0097	f54r	10	541	1931	65	37	0.435	0.765	f54r_10_004
f54r_11_m0098	f54r	11	2678	2092	96	59	0.694	1.129	f54r_11_026
f54r_11_m0099	f54r	11	2916	2102	104	62	0.729	1.224	f54r_11_028
f54r_11_m0100	f54r	11	2399	2105	14	14	0.165	0.165	f54r_11_022
f54r_11_m0101	f54r	11	1508	2107	76	41	0.482	0.894	f54r_11_016
f54r_11_m0102	f54r	11	2357	2109	109	63	0.741	1.282	f54r_11_022
f54r_11_m0103	f54r	11	505	2117	64	35	0.412	0.753	f54r_11_006
f54r_11_m0104	f54r	11	2473	2121	38	54	0.635	0.447	f54r_11_024
f54r_11_m0105	f54r	11	2058	2130	48	45	0.529	0.565	f54r_11_020
f54r_11_m0106	f54r	11	2779	2130	56	29	0.341	0.659	f54r_11_027
f54r_11_m0107	f54r	11	767	2132	73	33	0.388	0.859	f54r_11_008
f54r_11_m0108	f54r	11	1992	2137	43	24	0.282	0.506	f54r_11_019
f54r_11_m0109	f54r	11	401	2143	70	34	0.400	0.824	f54r_11_004
f54r_11_m0110	f54r	11	1384	2154	76	24	0.282	0.894	f54r_11_013
f54r_12_m0111	f54r	12	131	2297	27	41	0.482	0.318	f54r_12_002
f54r_12_m0112	f54r	12	1789	2298	33	61	0.718	0.388	f54r_12_017
f54r_12_m0113	f54r	12	1766	2306	19	55	0.647	0.224	f54r_12_016
f54r_12_m0114	f54r	12	253	2308	28	38	0.447	0.329	f54r_12_002
f54r_12_m0115	f54r	12	789	2313	25	66	0.776	0.294	f54r_12_006
f54r_12_m0116	f54r	12	102	2315	29	36	0.424	0.341	f54r_12_002
f54r_12_m0117	f54r	12	2715	2319	15	14	0.165	0.176	f54r_12_026
f54r_12_m0118	f54r	12	565	2321	16	15	0.176	0.188	f54r_12_004
f54r_12_m0119	f54r	12	2134	2322	88	51	0.600	1.035	f54r_12_020
f54r_12_m0120	f54r	12	2357	2322	76	35	0.412	0.894	f54r_12_023
f54r_12_m0121	f54r	12	861	2328	72	39	0.459	0.847	f54r_12_007
f54r_12_m0122	f54r	12	1101	2329	76	60	0.706	0.894	f54r_12_010
f54r_12_m0123	f54r	12	1521	2329	72	56	0.659	0.847	f54r_12_014
f54r_12_m0124	f54r	12	1940	2328	38	40	0.471	0.447	f54r_12_018
f54r_12_m0125	f54r	12	2821	2333	77	34	0.400	0.906	f54r_12_027
f54r_12_m0126	f54r	12	2917	2335	56	51	0.600	0.659	f54r_12_028
f54r_12_m0127	f54r	12	85	2336	16	12	0.141	0.188	f54r_12_002
f54r_12_m0128	f54r	12	2229	2338	91	37	0.435	1.071	f54r_12_021
f54r_12_m0129	f54r	12	281	2341	36	34	0.400	0.424	f54r_12_002
f54r_12_m0130	f54r	12	77	2344	34	32	0.376	0.400	f54r_12_002
f54r_12_m0131	f54r	12	103	2346	16	16	0.188	0.188	f54r_12_002
f54r_12_m0132	f54r	12	62	2369	39	23	0.271	0.459	f54r_12_001
f54r_12_m0133	f54r	12	297	2371	33	20	0.235	0.388	f54r_12_003
f54r_13_m0134	f54r	13	1590	2505	54	38	0.447	0.635	f54r_13_014
f54r_13_m0135	f54r	13	262	2508	39	28	0.329	0.459	f54r_13_001
f54r_13_m0136	f54r	13	1762	2518	24	51	0.600	0.282	f54r_13_016
f54r_13_m0137	f54r	13	1782	2518	37	43	0.506	0.435	f54r_13_016
f54r_13_m0138	f54r	13	225	2524	34	35	0.412	0.400	f54r_13_001
f54r_13_m0139	f54r	13	992	2524	22	49	0.576	0.259	f54r_13_008
f54r_13_m0140	f54r	13	1857	2524	39	61	0.718	0.459	f54r_13_017
f54r_13_m0141	f54r	13	167	2531	21	42	0.494	0.247	f54r_13_001
f54r_13_m0142	f54r	13	1987	2531	15	13	0.153	0.176	f54r_13_018
f54r_13_m0143	f54r	13	1923	2543	81	56	0.659	0.953	f54r_13_018
f54r_13_m0144	f54r	13	1349	2544	52	46	0.541	0.612	f54r_13_012
f54r_13_m0145	f54r	13	1450	2546	76	43	0.506	0.894	f54r_13_013
f54r_13_m0146	f54r	13	520	2550	17	15	0.176	0.200	f54r_13_003
f54r_14_m0147	f54r	14	1296	2722	22	56	0.659	0.259	f54r_14_011
f54r_14_m0148	f54r	14	1525	2725	30	62	0.729	0.353	f54r_14_013
f54r_14_m0149	f54r	14	366	2728	36	49	0.576	0.424	f54r_14_002
f54r_14_m0150	f54r	14	341	2732	26	52	0.612	0.306	f54r_14_002
f54r_14_m0151	f54r	14	1383	2734	38	47	0.553	0.447	f54r_14_012
f54r_14_m0152	f54r	14	462	2743	91	55	0.647	1.071	f54r_14_003
f54r_14_m0153	f54r	14	2090	2746	85	61	0.718	1.000	f54r_14_018
f54r_14_m0154	f54r	14	2896	2759	22	11	0.129	0.259	f54r_14_027
f54r_14_m0155	f54r	14	778	2766	76	41	0.482	0.894	f54r_14_006
f54r_14_m0156	f54r	14	902	2771	72	36	0.424	0.847	f54r_14_007
f54r_15_m0157	f54r	15	1559	2944	33	65	0.765	0.388	f54r_15_010
f54r_15_m0158	f54r	15	1700	2947	16	16	0.188	0.188	f54r_15_012
f54r_15_m0159	f54r	15	1487	2948	14	14	0.165	0.165	f54r_15_009
f54r_15_m0160	f54r	15	1727	2952	100	64	0.753	1.176	f54r_15_012
f54r_15_m0161	f54r	15	1431	2956	68	55	0.647	0.800	f54r_15_009
f54r_15_m0162	f54r	15	1624	2964	78	55	0.647	0.918	f54r_15_011
f54r_16_m0163	f54r	16	1537	3148	41	51	0.600	0.482	f54r_16_016
f54r_16_m0164	f54r	16	1546	3162	42	45	0.529	0.494	f54r_16_016
f54r_16_m0165	f54r	16	1842	3181	16	11	0.129	0.188	f54r_16_019
f54r_16_m0166	f54r	16	394	3188	13	17	0.200	0.153	f54r_16_003
f54r_16_m0167	f54r	16	1135	3209	13	21	0.247	0.153	f54r_16_011
f54r_16_m0168	f54r	16	1731	3214	14	16	0.188	0.165	f54r_16_018
f54r_16_m0169	f54r	16	2624	3219	14	17	0.200	0.165	f54r_16_027
f54r_16_m0170	f54r	16	2961	3229	15	14	0.165	0.176	f54r_16_029
f54r_17_m0171	f54r	17	989	3361	22	51	0.600	0.259	f54r_17_007
f54r_17_m0172	f54r	17	859	3370	21	55	0.647	0.247	f54r_17_005
f54r_17_m0173	f54r	17	1871	3383	36	60	0.706	0.424	f54r_17_015
f54r_17_m0174	f54r	17	1403	3384	39	41	0.482	0.459	f54r_17_011
f54r_17_m0175	f54r	17	2431	3390	18	15	0.176	0.212	f54r_17_021
f54r_17_m0176	f54r	17	2460	3393	17	17	0.200	0.200	f54r_17_022
f54r_17_m0177	f54r	17	2101	3400	58	53	0.624	0.682	f54r_17_018
f54r_17_m0178	f54r	17	2365	3406	88	52	0.612	1.035	f54r_17_021
f54r_18_m0179	f54r	18	1028	3591	14	14	0.165	0.165	f54r_18_006
f54r_18_m0180	f54r	18	1693	3594	34	58	0.682	0.400	f54r_18_012
f54r_18_m0181	f54r	18	972	3602	62	56	0.659	0.729	f54r_18_006
f54r_18_m0182	f54r	18	1572	3602	81	62	0.729	0.953	f54r_18_011
f54r_18_m0183	f54r	18	1495	3607	14	13	0.153	0.165	f54r_18_010
f54r_18_m0184	f54r	18	1236	3609	14	11	0.129	0.165	f54r_18_008
f54r_18_m0185	f54r	18	2111	3618	71	39	0.459	0.835	f54r_18_016
f54r_18_m0186	f54r	18	598	3633	15	20	0.235	0.176	f54r_18_002
f54r_18_m0187	f54r	18	2889	3632	15	12	0.141	0.176	f54r_18_022
f54r_19_m0188	f54r	19	2923	3825	92	57	0.671	1.082	f54r_19_027
f54r_19_m0189	f54r	19	2826	3832	40	38	0.447	0.471	f54r_19_026
f54r_19_m0190	f54r	19	2576	3836	67	39	0.459	0.788	f54r_19_024
f54v_01_m0001	f54v	1	42	40	7	12	0.353	0.206	f54v_01_001
f54v_01_m0002	f54v	1	597	102	4	7	0.206	0.118	f54v_01_007
f54v_01_m0003	f54v	1	655	137	7	6	0.176	0.206	f54v_01_009
f54v_01_m0004	f54v	1	650	165	6	5	0.147	0.176	f54v_01_009
f54v_01_m0005	f54v	1	473	167	5	6	0.176	0.147	f54v_01_003
f54v_01_m0006	f54v	1	642	166	6	5	0.147	0.176	f54v_01_009
f54v_01_m0007	f54v	1	779	171	22	24	0.706	0.647	f54v_01_013
f54v_01_m0008	f54v	1	738	175	14	21	0.618	0.412	f54v_01_012
f54v_01_m0009	f54v	1	717	177	11	18	0.529	0.324	f54v_01_012
f54v_01_m0010	f54v	1	464	182	12	25	0.735	0.353	f54v_01_003
f54v_01_m0011	f54v	1	509	186	31	25	0.735	0.912	f54v_01_005
f54v_01_m0012	f54v	1	1007	187	28	15	0.441	0.824	f54v_01_019
f54v_01_m0013	f54v	1	1346	188	7	7	0.206	0.206	f54v_01_026
f54v_01_m0014	f54v	1	1356	189	7	5	0.147	0.206	f54v_01_027
f54v_01_m0015	f54v	1	1369	188	11	20	0.588	0.324	f54v_01_027
f54v_01_m0016	f54v	1	1149	191	31	15	0.441	0.912	f54v_01_022
f54v_01_m0017	f54v	1	404	197	27	12	0.353	0.794	f54v_01_001
f54v_01_m0018	f54v	1	454	208	10	4	0.118	0.294	f54v_01_003
f54v_02_m0019	f54v	2	1125	253	17	27	0.794	0.500	f54v_02_019
f54v_02_m0020	f54v	2	470	261	26	16	0.471	0.765	f54v_02_004
f54v_02_m0021	f54v	2	741	260	27	24	0.706	0.794	f54v_02_009
f54v_02_m0022	f54v	2	261	265	9	6	0.176	0.265	f54v_02_001
f54v_02_m0023	f54v	2	824	267	10	19	0.559	0.294	f54v_02_011
f54v_02_m0024	f54v	2	910	268	9	17	0.500	0.265	f54v_02_014
f54v_02_m0025	f54v	2	1438	270	22	18	0.529	0.647	f54v_02_028
f54v_02_m0026	f54v	2	1253	273	24	16	0.471	0.706	f54v_02_023
f54v_02_m0027	f54v	2	1303	272	24	10	0.294	0.706	f54v_02_024
f54v_02_m0028	f54v	2	392	275	7	8	0.235	0.206	f54v_02_001
f54v_02_m0029	f54v	2	1338	278	32	15	0.441	0.941	f54v_02_026
f54v_03_m0030	f54v	3	543	337	13	22	0.647	0.382	f54v_03_005
f54v_03_m0031	f54v	3	951	337	24	21	0.618	0.706	f54v_03_016
f54v_03_m0032	f54v	3	1112	339	25	19	0.559	0.735	f54v_03_019
f54v_03_m0033	f54v	3	864	341	14	21	0.618	0.412	f54v_03_014
f54v_03_m0034	f54v	3	1244	341	7	9	0.265	0.206	f54v_03_023
f54v_03_m0035	f54v	3	791	345	8	8	0.235	0.235	f54v_03_011
f54v_03_m0036	f54v	3	1142	345	19	17	0.500	0.559	f54v_03_020
f54v_03_m0037	f54v	3	1215	345	34	26	0.765	1.000	f54v_03_023
f54v_03_m0038	f54v	3	400	346	13	23	0.676	0.382	f54v_03_002
f54v_03_m0039	f54v	3	591	346	6	6	0.176	0.176	f54v_03_006
f54v_03_m0040	f54v	3	891	346	30	24	0.706	0.882	f54v_03_015
f54v_03_m0041	f54v	3	1176	347	21	23	0.676	0.618	f54v_03_021
f54v_03_m0042	f54v	3	1345	346	7	6	0.176	0.206	f54v_03_025
f54v_03_m0043	f54v	3	1395	346	6	5	0.147	0.176	f54v_03_026
f54v_03_m0044	f54v	3	571	349	23	22	0.647	0.676	f54v_03_006
f54v_03_m0045	f54v	3	1316	352	28	21	0.618	0.824	f54v_03_025
f54v_03_m0046	f54v	3	657	355	27	14	0.412	0.794	f54v_03_008
f54v_03_m0047	f54v	3	1390	356	14	17	0.500	0.412	f54v_03_026
f54v_03_m0048	f54v	3	1363	364	6	5	0.147	0.176	f54v_03_025
f54v_04_m0049	f54v	4	829	419	26	24	0.706	0.765	f54v_04_014
f54v_04_m0050	f54v	4	903	425	10	18	0.529	0.294	f54v_04_016
f54v_04_m0051	f54v	4	912	425	13	16	0.471	0.382	f54v_04_016
f54v_04_m0052	f54v	4	1267	425	8	20	0.588	0.235	f54v_04_024
f54v_04_m0053	f54v	4	551	428	37	22	0.647	1.088	f54v_04_005
f54v_04_m0054	f54v	4	775	429	13	22	0.647	0.382	f54v_04_012
f54v_04_m0055	f54v	4	1229	433	15	19	0.559	0.441	f54v_04_023
f54v_04_m0056	f54v	4	951	435	32	17	0.500	0.941	f54v_04_017
f54v_04_m0057	f54v	4	1208	437	7	6	0.176	0.206	f54v_04_023
f54v_04_m0058	f54v	4	1062	439	15	15	0.441	0.441	f54v_04_019
f54v_05_m0059	f54v	5	586	506	8	19	0.559	0.235	f54v_05_005
f54v_05_m0060	f54v	5	409	508	27	16	0.471	0.794	f54v_05_001
f54v_05_m0061	f54v	5	619	510	23	21	0.618	0.676	f54v_05_006
f54v_05_m0062	f54v	5	685	511	37	25	0.735	1.088	f54v_05_008
f54v_05_m0063	f54v	5	1293	521	5	5	0.147	0.147	f54v_05_022
f54v_05_m0064	f54v	5	1057	522	14	14	0.412	0.412	f54v_05_017
f54v_06_m0065	f54v	6	491	588	8	19	0.559	0.235	f54v_06_003
f54v_06_m0066	f54v	6	684	593	28	12	0.353	0.824	f54v_06_009
f54v_06_m0067	f54v	6	1092	593	10	19	0.559	0.294	f54v_06_019
f54v_06_m0068	f54v	6	1100	592	15	19	0.559	0.441	f54v_06_019
f54v_06_m0069	f54v	6	869	594	11	24	0.706	0.324	f54v_06_013
f54v_06_m0070	f54v	6	1047	595	32	11	0.324	0.941	f54v_06_019
f54v_06_m0071	f54v	6	409	598	7	17	0.500	0.206	f54v_06_001
f54v_06_m0072	f54v	6	827	598	26	13	0.382	0.765	f54v_06_012
f54v_07_m0073	f54v	7	1219	666	21	23	0.676	0.618	f54v_07_022
f54v_07_m0074	f54v	7	1132	672	13	24	0.706	0.382	f54v_07_020
f54v_07_m0075	f54v	7	941	674	5	5	0.147	0.147	f54v_07_015
f54v_08_m0076	f54v	8	827	767	5	5	0.147	0.147	f54v_08_012
f54v_09_m0077	f54v	9	677	838	6	5	0.147	0.176	f54v_09_006
f54v_09_m0078	f54v	9	772	839	8	7	0.206	0.235	f54v_09_008
f54v_09_m0079	f54v	9	698	842	34	27	0.794	1.000	f54v_09_008
f54v_09_m0080	f54v	9	529	859	10	7	0.206	0.294	f54v_09_003
f54v_10_m0081	f54v	10	1228	910	16	20	0.588	0.471	f54v_10_018
f54v_10_m0082	f54v	10	1218	912	12	22	0.647	0.353	f54v_10_018
f54v_10_m0083	f54v	10	849	917	12	27	0.794	0.353	f54v_10_007
f54v_10_m0084	f54v	10	1254	916	21	24	0.706	0.618	f54v_10_019
f54v_10_m0085	f54v	10	837	921	5	5	0.147	0.147	f54v_10_006
f54v_10_m0086	f54v	10	1449	921	11	24	0.706	0.324	f54v_10_025
f54v_10_m0087	f54v	10	777	923	9	17	0.500	0.265	f54v_10_005
f54v_10_m0088	f54v	10	989	922	24	23	0.676	0.706	f54v_10_012
f54v_10_m0089	f54v	10	1099	922	20	18	0.529	0.588	f54v_10_015
f54v_10_m0090	f54v	10	1031	929	28	15	0.441	0.824	f54v_10_013
f54v_11_m0091	f54v	11	1361	993	9	23	0.676	0.265	f54v_11_023
f54v_11_m0092	f54v	11	429	996	6	5	0.147	0.176	f54v_11_001
f54v_11_m0093	f54v	11	1393	997	22	25	0.735	0.647	f54v_11_024
f54v_11_m0094	f54v	11	1322	1003	15	17	0.500	0.441	f54v_11_022
f54v_11_m0095	f54v	11	895	1007	5	4	0.118	0.147	f54v_11_011
f54v_12_m0096	f54v	12	667	1078	38	24	0.706	1.118	f54v_12_008
f54v_12_m0097	f54v	12	605	1082	6	17	0.500	0.176	f54v_12_006
f54v_12_m0098	f54v	12	711	1089	23	15	0.441	0.676	f54v_12_009
f54v_13_m0099	f54v	13	963	1161	7	5	0.147	0.206	f54v_13_014
f54v_13_m0100	f54v	13	973	1162	6	4	0.118	0.176	f54v_13_014
f54v_13_m0101	f54v	13	1316	1163	13	16	0.471	0.382	f54v_13_024
f54v_13_m0102	f54v	13	1145	1164	23	19	0.559	0.676	f54v_13_019
f54v_13_m0103	f54v	13	952	1173	14	14	0.412	0.412	f54v_13_013
f54v_13_m0104	f54v	13	1188	1173	31	11	0.324	0.912	f54v_13_020
f54v_13_m0105	f54v	13	469	1179	8	4	0.118	0.235	f54v_13_002
f54v_13_m0106	f54v	13	673	1180	7	4	0.118	0.206	f54v_13_007
f54v_14_m0107	f54v	14	1005	1235	13	19	0.559	0.382	f54v_14_014
f54v_14_m0108	f54v	14	997	1236	10	20	0.588	0.294	f54v_14_014
f54v_14_m0109	f54v	14	1079	1239	11	24	0.706	0.324	f54v_14_016
f54v_14_m0110	f54v	14	1146	1245	37	23	0.676	1.088	f54v_14_018
f54v_14_m0111	f54v	14	1251	1245	25	25	0.735	0.735	f54v_14_020
f54v_14_m0112	f54v	14	1041	1249	15	16	0.471	0.441	f54v_14_015
f54v_14_m0113	f54v	14	1293	1254	24	14	0.412	0.706	f54v_14_021
f54v_15_m0114	f54v	15	760	1320	15	19	0.559	0.441	f54v_15_009
f54v_15_m0115	f54v	15	749	1322	10	20	0.588	0.294	f54v_15_008
f54v_15_m0116	f54v	15	577	1331	23	19	0.559	0.676	f54v_15_004
f54v_16_m0117	f54v	16	1328	1411	20	22	0.647	0.588	f54v_16_021
f54v_16_m0118	f54v	16	815	1416	18	24	0.706	0.529	f54v_16_013
f54v_16_m0119	f54v	16	883	1430	6	6	0.176	0.176	f54v_16_014
f54v_16_m0120	f54v	16	945	1432	5	8	0.235	0.147	f54v_16_015
f54v_17_m0121	f54v	17	1447	1509	13	5	0.147	0.382	f54v_17_019
f54v_18_m0122	f54v	18	648	1575	8	21	0.618	0.235	f54v_18_007
f54v_18_m0123	f54v	18	657	1575	14	19	0.559	0.412	f54v_18_007
f54v_18_m0124	f54v	18	615	1576	6	18	0.529	0.176	f54v_18_006
f54v_18_m0125	f54v	18	1317	1576	16	24	0.706	0.471	f54v_18_028
f54v_18_m0126	f54v	18	874	1583	5	4	0.118	0.147	f54v_18_014
f54v_18_m0127	f54v	18	683	1585	39	24	0.706	1.147	f54v_18_008
f54v_18_m0128	f54v	18	1019	1590	30	15	0.441	0.882	f54v_18_019
f54v_19_m0129	f54v	19	805	1657	16	26	0.765	0.471	f54v_19_012
f54v_19_m0130	f54v	19	768	1663	6	5	0.147	0.176	f54v_19_011
f54v_19_m0131	f54v	19	1346	1663	23	24	0.706	0.676	f54v_19_025
f54v_19_m0132	f54v	19	628	1664	10	21	0.618	0.294	f54v_19_007
f54v_19_m0133	f54v	19	1052	1667	22	23	0.676	0.647	f54v_19_018
f54v_19_m0134	f54v	19	1310	1666	6	4	0.118	0.176	f54v_19_024
f54v_19_m0135	f54v	19	743	1669	29	22	0.647	0.853	f54v_19_011
f54v_19_m0136	f54v	19	1099	1668	29	23	0.676	0.853	f54v_19_019
f54v_19_m0137	f54v	19	654	1671	30	15	0.441	0.882	f54v_19_009
f54v_19_m0138	f54v	19	1192	1672	5	6	0.176	0.147	f54v_19_021
f54v_19_m0139	f54v	19	1176	1674	27	18	0.529	0.794	f54v_19_021
f54v_19_m0140	f54v	19	561	1679	27	13	0.382	0.794	f54v_19_006
f54v_19_m0141	f54v	19	1455	1685	5	6	0.176	0.147	f54v_19_028
f55r_01_m0001	f55r	1	1231	60	27	25	0.758	0.818	f55r_01_027
f55r_01_m0002	f55r	1	1261	60	9	4	0.121	0.273	f55r_01_027
f55r_01_m0003	f55r	1	1157	142	5	5	0.152	0.152	f55r_01_026
f55r_01_m0004	f55r	1	658	152	6	7	0.212	0.182	f55r_01_015
f55r_01_m0005	f55r	1	1011	153	16	21	0.636	0.485	f55r_01_023
f55r_01_m0006	f55r	1	1002	154	11	19	0.576	0.333	f55r_01_023
f55r_01_m0007	f55r	1	592	164	26	22	0.667	0.788	f55r_01_014
f55r_01_m0008	f55r	1	1096	167	28	22	0.667	0.848	f55r_01_026
