line	pos	code_a	marks_a	code_b	marks_b	note
14	1	nt		nt		base+marks match
14	2	H	1|o	H	1|o	base+marks match
14	3	o.		o.		base+marks match
14	4	S7		S7		base+marks match
14	6	psi		psi		base+marks match
14	7	lam		lam		base+marks match
14	8	S4	5	S4	5	base+marks match
14	9	phi		phi		base+marks match
14	10	S4		S4		base+marks match
14	11	S		S		base+marks match
14	14	N		N		base+marks match
14	20	N		N		base+marks match
14	21	w		w		base+marks match
14	22	nt		nt		base+marks match
14	23	rz		rz		base+marks match
14	24	g	~	g	~	base+marks match
14	25	nt		nt		base+marks match
14	26	S7		S7		base+marks match
14	27	#		#		base+marks match
14	28	lam	dot	lam	dot	base+marks match
14	29	S		S		base+marks match
14	31	S7		S7		base+marks match
15	8	S7		S7		base+marks match
15	12	a	5	a	5	base+marks match
15	13	tee		tee		base+marks match
15	14	lam		lam		base+marks match
15	15	m	5|~	m	5|~	base+marks match
15	16	g	7	g	7	base+marks match
15	17	eps	5	eps	5	base+marks match
15	18	]		]		base+marks match
15	19	g	ot	g	ot	base+marks match
15	20	phi		phi		base+marks match
15	21	S4		S4		base+marks match
15	22	dl		dl		base+marks match
16	6	S4		S4		base+marks match
16	7	Lx		Lx		base+marks match
16	8	sq	ot	sq	ot	base+marks match
16	9	y		y		base+marks match
16	10	lam		lam		base+marks match
16	11	g		g		base+marks match
16	12	]	o	]	o	base+marks match
16	13	g		g		base+marks match
16	14	eps	5	eps	5	base+marks match
16	15	S7		S7		base+marks match
16	17	a		a		base+marks match
16	19	rz		rz		base+marks match
16	20	S4		S4		base+marks match
16	21	Lx		Lx		base+marks match
16	26	eps		eps		base+marks match
17	10	S4		S4		base+marks match
17	11	dl		dl		base+marks match
17	12	+		+		base+marks match
17	13	v	1|#	v	1|#	base+marks match
17	15	lam		lam		base+marks match
17	16	K		K		base+marks match
17	17	rz	#	rz	#	base+marks match
17	18	nt		nt		base+marks match
17	19	g		g		base+marks match
17	20	S7		S7		base+marks match
17	21	lam		lam		base+marks match
17	22	phi	5	phi	5	base+marks match
17	23	S4		S4		base+marks match
17	24	dl		dl		base+marks match
18	5	N		N		base+marks match
18	8	N		N		base+marks match
18	27	S4	dot	S4	dot	base+marks match
18	28	dl		dl		base+marks match
18	29	+		+		base+marks match
18	30	Lx		Lx		base+marks match
19	1	bh	dot	bh	dot	base+marks match
19	2	g		g		base+marks match
19	3	w		w		base+marks match
19	4	Z	ot	Z	ot	base+marks match
19	5	g	~	g	~	base+marks match
19	6	]	o	]	o	base+marks match
19	7	L		L		base+marks match
19	8	e		e		base+marks match
19	9	e		e		base+marks match
19	11	e	#	e	#	base+marks match
19	12	g	1	g	1	base+marks match
19	13	a	5	a	5	base+marks match
19	14	tee		tee		base+marks match
19	16	Z	ot	Z	ot	base+marks match
19	17	S7	#	S7	#	base+marks match
19	18	g	dot	g	dot	base+marks match
19	20	psi		psi		base+marks match
19	21	eps	5	eps	5	base+marks match
19	22	g	5	g	5	base+marks match
19	23	Z		Z		base+marks match
19	24	w		w		base+marks match
19	25	g		g		base+marks match
19	26	a	1	a	1	base+marks match
