identifier	title	year	why
recueildeslettr01guadgoog	Recueil des lettres missives de Henri IV	1843	named in round-2 brief: Lettres missives de Henri IV
bub_gb_K2svAAAAMAAJ	Recueil des lettres missives de Henri IV	1843	named in round-2 brief: Lettres missives de Henri IV
LesTroisHenriZeller	Les trois Henri: le Valois - le Lorrain - le Béarnais (1587-1589) : extraits de L'Estoile, des lettres missives de Henri IV, de la relation de Miron, de Palma Cayet, de l'histoire de d'Aubigné, de la vie de Jean Chandon, etc. publiés par B. Zeller	1887	named in round-2 brief: Lettres missives de Henri IV
bub_gb_aJoqAAAAMAAJ	Recueil des lettres missives de Henri IV	1843	named in round-2 brief: Lettres missives de Henri IV
LeRegneDesMignonsZeller	Le règne des Mignons, le duc d'Alençon et les Pays-Bas, 1578-1587 : extraits des mémoires de L'Estoile, de l'histoire de d'Aubigné, des mémoires de Marguerite de Valois, des lettres missives de Henri IV, des économies royales, etc.	1887	named in round-2 brief: Lettres missives de Henri IV
recueil-des-lettres-missives-de-...-henri-iv-tome-3-1589-1593	Recueil Des Lettres Missives De [...] Henri IV Tome 3 ( 1589 1593)		named in round-2 brief: Lettres missives de Henri IV
nouvellecollecti04michuoft	Nouvelle collection des mémoires pour servir à l'histoire de France depuis le XIIIe siècle jusqu'à la fin du XVIIIe :	1851	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti03michuoft	Nouvelle collection des mémoires pour servir à l'histoire de France depuis le XIIIe siècle jusqu'à la fin du XVIIIe :	1851	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti02michuoft	Nouvelle collection des mémoires pour servir à l'histoire de France depuis le XIIIe siècle jusqu'à la fin du XVIIIe :	1851	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti06michuoft	Nouvelle collection des mémoires pour servir à l'histoire de France depuis le XIIIe siècle jusqu'à la fin du XVIIIe :	1851	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
2nouvellecollect07michuoft	Nouvelle collection des mémoires pour servir à l'histoire de France depuis le XIIIe siècle jusqu'à la fin du XVIIIe :	1851	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti11mich	Nouvelle collection des mémoires pour servir à l'histoire de France, depuis le Xllle siècle jusqu'à la fin du XVllle; précédés de notices pour caractériser chaque auteur des mémoires et son époque; suivis de l'analyse des documents historiques qui s'y rapportent;	1836	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti07michuoft	Nouvelle collection des mémoires pour servir à l'histoire de France depuis le XIIIe siècle jusqu'à la fin du XVIIIe :	1851	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti08michuoft	Nouvelle collection des mémoires pour servir à l'histoire de France depuis le XIIIe siècle jusqu'à la fin du XVIIIe :	1851	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti01mich	Nouvelle collection des mémoires pour servir à l'histoire de France depuis le XIIIe siècle jusqu'à la fin du XVIIIe :	1851	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti25michuoft	Nouvelle collection des mémoires pour servir à l'histoire de France depuis le XIIIe siècle jusqu'à la fin du XVIIIe :	1851	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti14michuoft	Nouvelle collection des mémoires pour servir à l'histoire de France depuis le XIIIe siècle jusqu'à la fin du XVIIIe :	1851	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti26mich	Nouvelle collection des mémoires pour servir à l'histoire de France, depuis le Xllle siècle jusqu'à la fin du XVllle; précédés de notices pour caractériser chaque auteur des mémoires et son époque; suivis de l'analyse des documents historiques qui s'y rapportent;	1837	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti18mich	Nouvelle collection des mémoires pour servir à l'histoire de France, depuis le Xllle siècle jusqu'à la fin du XVllle; précédés de notices pour caractériser chaque auteur des mémoires et son époque; suivis de l'analyse des documents historiques qui s'y rapportent;	1838	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollecti23michuoft	Nouvelle collection des mémoires pour servir à l'histoire de France depuis le XIIIe siècle jusqu'à la fin du XVIIIe :	1851	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
nouvellecollect13michgoog	Nouvelle collection des mémoires pour servir a l'histoire de France: depuis le Xllle siècle ...	1837	named in round-2 brief: Memoires et documents (Michaud-Poujoulat), alt title form
correspondanced01philgoog	Correspondance de Marguerite d'Autriche ... avec Philippe ii, suivie des interrogatoires du ...	1842	named in round-2 brief: Correspondance de Marguerite d'Autriche
correspondanced00philgoog	Correspondance de Marguerite d'Autriche, duchesse de Parme, avec Philippe II, suivie des Interrogatoires du Comte d'Egmont, et de quelques autres pièces, publiés, pour la première fois	1842	named in round-2 brief: Correspondance de Marguerite d'Autriche
correspondancede02marg	Correspondance de Marguerite d'autriche	1867	named in round-2 brief: Correspondance de Marguerite d'Autriche
correspondancede01marg	Correspondance de Marguerite d'autriche	1867	named in round-2 brief: Correspondance de Marguerite d'Autriche
correspondanced07marggoog	Correspondance de Marguerite d'Autriche: gouvernante des Pays-Bas avec ses amis, sur les ...	1847	named in round-2 brief: Correspondance de Marguerite d'Autriche
correspondancede03marg	Correspondance de Marguerite d'autriche	1867	named in round-2 brief: Correspondance de Marguerite d'Autriche
urkundenundacten2301berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten10berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten2302berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten19berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten03berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten18berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacte32kommgoog	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1864	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten01berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten05berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten02berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten1401berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten15berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten07berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
urkundenundacten13berluoft	Urkunden und Actenstücke zur Geschichte des Kurfürsten Friedrich Wilhelm von Brandenburg	1865	named in round-2 brief: Urkunden und Actenstucke (Brandenburg)
