line	box	pos	x	y	w	h	code	dist	share	cluster_code	marks
1	c2a_01_034	34	1046	26	6	50	DASH-V	4.210	0.83	DASH-V	M-DOT-FLAG|M-DOT-FLAG|M-DASH-H
2	c2a_02_001	1	203	81	51	54	SUN	7.583	0.41	SUN	M-TICK-V
2	c2a_02_002	2	269	108	19	25	MISC-82	6.773	0.20	MISC-87	
2	c2a_02_003	3	293	110	19	19	MISC-46	5.677	0.23	MISC-33	
2	c2a_02_004	4	318	111	29	20	MISC-20	6.206	0.40	MISC-20	
2	c2a_02_005	5	354	113	25	18	MISC-74	7.011	0.21	TRIDENT	M-TILDE|M-DASH-H
2	c2a_02_006	6	388	107	20	24	X	2.555	0.65	MISC-05	
2	c2a_02_007	7	421	108	23	21	MISC-33	5.442	0.61	MISC-33	
2	c2a_02_008	8	450	105	34	24	TRIDENT	5.339	0.45	TRIDENT	M-TICK-V
2	c2a_02_009	9	492	84	30	49	PHI	6.224	0.60	MISC-76	
2	c2a_02_010	10	537	82	27	51	PHI	6.485	0.39	MISC-83	
2	c2a_02_011	11	579	93	42	40	SUN	5.674	0.62	SUN	M-DOT
2	c2a_02_012	12	625	109	12	21	X	5.770	0.81	X	
2	c2a_02_013	13	643	108	18	31	DELTA-TAIL	5.337	0.40	DELTA-TAIL	
2	c2a_02_014	14	672	106	20	27	DELTA-TAIL	6.279	0.40	DELTA-TAIL	
2	c2a_02_015	15	697	105	8	23	BAR-THIN	3.074	1.00	BAR-THIN	
2	c2a_02_016	16	712	104	22	22	LOOP-TAIL	6.356	0.39	TRIDENT	
2	c2a_02_017	17	736	122	8	11	BAR-SOLID	4.658	0.62	BAR-SERIF	
2	c2a_02_018	18	754	99	32	34	_	6.956	0.21	MISC-11	
2	c2a_02_019	19	792	108	23	23	PCT	4.468	0.82	PCT	
2	c2a_02_020	20	818	100	20	28	MISC-13	5.668	0.20	DELTA-TAIL	
2	c2a_02_021	21	841	110	17	17	X	4.107	0.65	X	M-LOOP-SM
2	c2a_02_022	22	863	108	18	21	Y-CURL	5.588	0.61	X	
2	c2a_02_023	23	889	108	20	20	MISC-46	5.677	0.38	MISC-46	
2	c2a_02_024	24	911	118	6	7	MISC-55	3.368	1.00	MISC-55	
2	c2a_02_025	25	926	98	20	35	PHI	3.792	0.81	PHI	
2	c2a_02_026	26	953	93	23	35	_	5.601	0.41	MISC-36	
2	c2a_02_027	27	989	100	30	30	MISC-64	6.587	0.60	MISC-64	
2	c2a_02_028	28	1047	119	5	41	DASH-V	3.942	0.76	DASH-V	M-DOT|M-DOT|M-DOT|M-DOT
3	c2a_03_001	1	206	164	75	75	SUN	8.069	0.40	MISC-60	MISC-M12|MISC-M12|M-DOT-FLAG
3	c2a_03_002	2	289	179	32	34	MISC-43	5.877	0.22	MISC-43	
3	c2a_03_003	3	326	184	18	31	VENUS	5.126	0.81	VENUS	
3	c2a_03_004	4	352	180	29	27	_	6.953	0.20	MISC-00	
3	c2a_03_005	5	391	177	20	29	X	6.056	0.60	X	
3	c2a_03_006	6	420	182	16	24	X	2.222	0.73	X	MISC-M12
3	c2a_03_007	7	441	175	16	38	PHI	4.207	1.00	PHI	
3	c2a_03_008	8	464	181	29	25	MISC-31	5.703	0.41	MISC-37	
3	c2a_03_009	9	499	181	17	33	VENUS	5.408	0.42	VENUS	
3	c2a_03_010	10	527	168	30	35	MISC-30	5.872	0.21	MISC-30	
3	c2a_03_011	11	567	179	17	23	TRIPOD	5.380	0.41	X	
3	c2a_03_012	12	592	184	16	20	MISC-17	5.739	0.40	MISC-33	
3	c2a_03_013	13	618	180	16	21	_	5.910	0.39	MISC-82	
3	c2a_03_014	14	644	176	25	28	TRIPOD	5.608	0.40	MISC-30	M-LOOP-SM
3	c2a_03_015	15	680	175	21	26	Y-CURL	5.327	0.40	PCT	
3	c2a_03_016	16	707	178	20	25	_	5.870	0.59	X	
3	c2a_03_017	17	736	178	30	22	WAVE	6.392	0.61	WAVE	
3	c2a_03_018	18	773	183	24	20	MISC-05	3.278	0.79	MISC-05	
3	c2a_03_019	19	805	182	5	7	BAR-SOLID	5.431	0.60	BAR-SOLID	
3	c2a_03_020	20	813	183	12	19	_	6.449	0.60	X	MISC-M12
3	c2a_03_021	21	838	176	26	26	TRIDENT	6.869	0.41	TRIDENT	
3	c2a_03_022	22	862	196	9	8	BAR-SOLID	5.013	0.42	BAR-SOLID	
3	c2a_03_023	23	884	181	21	23	Y-CURL	5.936	0.61	Y-CURL	
3	c2a_03_024	24	918	184	18	20	MISC-33	5.746	0.39	MISC-33	
3	c2a_03_025	25	946	178	31	27	X	6.315	0.63	X	M-DOT|M-LOOP-SM|M-TICK-V
3	c2a_03_026	26	1035	183	17	67	PHI	7.049	0.39	MISC-35	M-RING|M-TICK-V|M-DOT
4	c2a_04_001	1	126	250	5	16	BAR-THIN	4.368	0.61	BAR-THIN	M-TICK-V|M-TICK-V|M-DOT
4	c2a_04_002	2	167	240	7	28	BAR-THIN	5.550	0.81	BAR-THIN	
4	c2a_04_003	3	174	252	4	32	BAR-THIN	3.942	0.54	BAR-THIN	
4	c2a_04_004	4	305	275	7	8	BAR-SOLID	3.181	0.79	BAR-SOLID	
4	c2a_04_005	5	346	268	15	21	_	6.053	0.42	MISC-75	
4	c2a_04_006	6	385	254	17	25	X	5.837	0.80	X	
4	c2a_04_007	7	406	254	19	23	CRESCENT	7.280	0.39	X	
4	c2a_04_008	8	433	256	33	23	MISC-24	5.756	0.60	MISC-24	
4	c2a_04_009	9	472	254	25	26	MISC-75	6.991	0.20	MISC-30	M-DOT
4	c2a_04_010	10	501	251	27	30	AMP	4.765	1.00	AMP	
4	c2a_04_011	11	532	250	25	31	_	6.599	0.41	MISC-21	
4	c2a_04_012	12	567	251	25	29	Y-CURL	6.705	0.80	MISC-30	
4	c2a_04_013	13	612	254	29	25	_	6.908	0.39	MISC-41	
4	c2a_04_014	14	648	245	18	38	V-DOT	4.792	0.46	V-DOT	
4	c2a_04_015	15	674	253	19	27	HOOK-L	3.761	0.83	HOOK-L	
4	c2a_04_016	16	691	262	14	9	EYE-DOT	6.224	0.42	MISC-32	
4	c2a_04_017	17	716	253	43	20	MISC-31	5.603	0.41	MISC-20	
4	c2a_04_018	18	768	245	21	31	DELTA-TAIL	4.547	0.82	DELTA-TAIL	
4	c2a_04_019	19	804	248	16	31	X	6.891	0.40	X	
4	c2a_04_020	20	829	253	16	27	_	3.544	0.79	X	
4	c2a_04_021	21	844	261	6	8	MISC-55	1.837	1.00	MISC-55	
4	c2a_04_022	22	865	254	23	28	MISC-41	7.210	0.21	MISC-37	
4	c2a_04_023	23	895	252	28	30	PCT	5.356	1.00	PCT	
4	c2a_04_024	24	934	253	36	26	WAVE	5.622	0.62	WAVE	
4	c2a_04_025	25	984	251	8	25	BAR-THIN	3.234	1.00	BAR-THIN	
4	c2a_04_026	26	994	251	11	26	BAR-THIN	5.634	1.00	BAR-THIN	
4	c2a_04_027	27	1049	254	3	45	DASH-V	4.894	0.57	DASH-V	
5	c2a_05_001	1	99	376	9	11	CIRC-TAIL	6.395	0.41	CIRC-TAIL	
5	c2a_05_002	2	146	349	22	47	MISC-76	6.766	0.41	MISC-76	
5	c2a_05_003	3	169	365	9	38	DASH-V	6.765	0.60	DASH-V	
5	c2a_05_004	4	242	356	6	9	BAR-SOLID	4.626	1.00	BAR-SOLID	
5	c2a_05_005	5	245	315	43	48	MISC-07	4.487	0.35	SUN	
5	c2a_05_006	6	297	326	22	24	MISC-05	4.160	1.00	MISC-05	
5	c2a_05_007	7	318	337	14	16	X	4.376	0.41	X	
5	c2a_05_008	8	342	327	30	26	MISC-31	5.227	0.81	MISC-31	
5	c2a_05_009	9	383	333	19	26	RHO	4.759	0.45	RHO	
5	c2a_05_010	10	411	332	17	23	CRESCENT	5.701	0.60	CRESCENT	
5	c2a_05_011	11	435	331	17	23	CRESCENT	5.572	0.63	CRESCENT	
5	c2a_05_012	12	456	347	5	8	BAR-SOLID	2.831	1.00	BAR-SOLID	
5	c2a_05_013	13	462	346	7	10	BAR-SOLID	4.305	0.58	BAR-SERIF	
5	c2a_05_014	14	476	329	19	26	X	3.276	0.64	X	M-DOT
5	c2a_05_015	15	509	339	14	15	EYE-DOT	6.322	0.40	CIRC-O	M-TILDE
5	c2a_05_016	16	525	345	7	7	MISC-55	3.614	1.00	MISC-55	
5	c2a_05_017	17	543	332	19	21	X	6.480	0.41	X	
5	c2a_05_018	18	567	332	26	22	X	6.126	0.62	X	
5	c2a_05_019	19	598	332	12	21	_	5.828	0.61	MISC-87	MISC-M12
5	c2a_05_020	20	617	331	18	24	MISC-05	2.887	0.83	X	
5	c2a_05_021	21	641	329	33	23	PCT	6.020	0.81	WAVE	
5	c2a_05_022	22	680	332	23	21	_	6.955	0.20	MISC-46	
5	c2a_05_023	23	704	329	25	22	MISC-67	6.653	0.41	MISC-67	
5	c2a_05_024	24	737	330	23	24	MISC-05	3.573	0.81	MISC-05	
5	c2a_05_025	25	775	339	29	17	MISC-13	7.482	0.40	MISC-74	M-TILDE
5	c2a_05_026	26	812	332	16	24	X	3.043	0.61	X	MISC-M12
5	c2a_05_027	27	835	320	20	40	PHI	4.565	1.00	PHI	
5	c2a_05_028	28	862	330	36	26	MISC-24	6.275	0.40	MISC-74	
5	c2a_05_029	29	914	323	17	29	HOOK-L	4.362	0.46	HOOK-L	
5	c2a_05_030	30	926	323	15	28	HOOK-L	3.945	0.59	HOOK-L	
5	c2a_05_031	31	950	362	5	14	BAR-THIN	6.173	0.61	BAR-SERIF	M-DASH-H
5	c2a_05_032	32	965	314	20	33	DELTA-TAIL	6.047	0.40	DELTA-TAIL	M-DOT
5	c2a_05_033	33	996	326	19	24	X	2.555	0.76	X	M-DOT
5	c2a_05_034	34	1049	345	3	15	BAR-THIN	5.568	0.79	BAR-THIN	M-TICK-V|M-TICK-V
6	c2a_06_001	1	74	406	10	22	BAR-THIN	5.579	0.60	BAR-THIN	M-TICK-V
6	c2a_06_002	2	163	400	10	21	X	7.762	0.40	X	M-DOT|M-TICK-V
6	c2a_06_003	3	168	394	28	34	MISC-76	6.430	0.21	MISC-06	M-TICK-V|M-TICK-V
6	c2a_06_004	4	202	405	3	15	BAR-THIN	3.225	1.00	BAR-THIN	
6	c2a_06_005	5	250	390	31	48	MISC-05	4.487	0.55	MISC-06	
6	c2a_06_006	6	289	405	21	26	_	4.359	0.59	X	M-DOT-FLAG
6	c2a_06_007	7	317	398	27	31	MISC-13	6.726	0.41	MISC-13	
6	c2a_06_008	8	347	414	15	17	X	4.107	0.82	X	
6	c2a_06_009	9	364	412	13	19	MISC-75	6.011	0.41	MISC-75	M-DASH-H|M-DASH-H
6	c2a_06_010	10	385	387	21	42	_	6.385	0.22	MISC-06	
6	c2a_06_011	11	415	399	31	32	MISC-67	5.768	0.57	MISC-67	
6	c2a_06_012	12	448	403	21	29	PCT	4.665	0.57	MISC-13	
6	c2a_06_013	13	472	406	29	25	MISC-67	6.181	0.39	MISC-67	
6	c2a_06_014	14	506	407	19	26	_	5.258	0.42	CROSS-T	
6	c2a_06_015	15	531	408	24	24	MISC-05	3.045	0.81	MISC-05	
6	c2a_06_016	16	564	404	19	25	_	5.712	0.39	MISC-75	
6	c2a_06_017	17	587	398	20	42	PHI	4.456	1.00	PHI	
6	c2a_06_018	18	613	403	26	28	PCT	5.180	0.42	PCT	
6	c2a_06_019	19	646	404	30	26	X	6.466	0.60	X	
6	c2a_06_020	20	686	399	18	31	HOOK-L	6.004	1.00	HOOK-L	
6	c2a_06_021	21	698	400	20	29	HOOK-L	5.024	0.59	HOOK-L	
6	c2a_06_022	22	712	405	18	14	EYE-DOT	5.519	0.57	CIRC-O	
6	c2a_06_023	23	737	417	19	15	X	6.207	0.40	MISC-17	M-TICK-V|M-TICK-V
6	c2a_06_024	24	776	399	24	30	MISC-76	6.820	0.20	MISC-87	M-DOT
6	c2a_06_025	25	816	405	23	23	X	6.923	0.40	CIRC-O	
6	c2a_06_026	26	847	402	21	26	VEE	5.374	0.81	VEE	M-TICK-V
6	c2a_06_027	27	878	376	25	61	MISC-79	5.781	0.62	MISC-79	
6	c2a_06_028	28	901	403	21	26	PCT	5.104	0.80	PCT	
6	c2a_06_029	29	924	406	16	22	X	5.853	0.81	X	M-DOT
6	c2a_06_030	30	946	408	21	33	_	4.270	0.80	VENUS	
6	c2a_06_031	31	969	402	32	31	PCT	6.036	0.38	PCT	
7	c2a_07_001	1	52	490	19	22	X	5.665	0.57	MISC-81	
7	c2a_07_002	2	79	478	38	32	MISC-67	5.772	0.40	MISC-67	
7	c2a_07_003	3	129	484	20	26	_	5.446	0.21	MISC-82	
7	c2a_07_004	4	152	486	23	22	MISC-37	7.357	0.40	MISC-37	
7	c2a_07_005	5	179	502	7	9	_	4.630	0.41	BAR-SOLID	
7	c2a_07_006	6	191	479	21	27	DELTA-TAIL	5.792	0.80	DELTA-TAIL	
7	c2a_07_007	7	217	490	18	21	MISC-21	5.780	0.21	MISC-17	
7	c2a_07_008	8	238	475	24	43	VENUS	6.663	0.21	MISC-36	
7	c2a_07_009	9	273	483	15	24	X	3.578	0.61	X	
7	c2a_07_010	10	294	479	33	30	MISC-31	5.421	0.80	MISC-31	
7	c2a_07_011	11	335	487	32	23	MISC-24	5.530	0.41	MISC-24	
7	c2a_07_012	12	372	485	21	30	VENUS	5.419	0.64	VENUS	
7	c2a_07_013	13	401	473	36	36	MISC-31	4.731	0.81	MISC-31	
7	c2a_07_014	14	444	485	18	24	X	2.561	0.57	X	
7	c2a_07_015	15	470	478	32	30	MISC-24	6.512	0.40	MISC-24	
7	c2a_07_016	16	503	480	41	31	MISC-74	6.275	0.23	MISC-74	
7	c2a_07_017	17	555	450	30	59	MISC-35	6.217	0.44	MISC-35	
7	c2a_07_018	18	588	486	28	24	X	4.042	0.64	X	
7	c2a_07_019	19	614	488	14	19	X	6.338	0.61	MISC-33	
7	c2a_07_020	20	639	483	20	22	_	5.956	0.61	MISC-82	
7	c2a_07_021	21	660	482	21	25	X	4.432	0.82	X	M-DOT
7	c2a_07_022	22	691	481	27	25	PCT	6.861	0.40	X	
7	c2a_07_023	23	724	483	20	24	MISC-05	4.571	0.80	MISC-05	
7	c2a_07_024	24	756	479	25	28	MISC-13	5.551	0.39	MISC-13	
7	c2a_07_025	25	786	485	24	22	MISC-05	4.480	0.79	MISC-05	
7	c2a_07_026	26	816	481	22	25	AMP	5.042	0.37	AMP	
7	c2a_07_027	27	844	475	21	36	PHI	4.554	1.00	PHI	
7	c2a_07_028	28	874	480	32	27	MISC-41	5.649	0.61	MISC-41	
7	c2a_07_029	29	909	482	16	24	MISC-17	2.261	0.48	MISC-17	
7	c2a_07_030	30	927	480	25	28	MISC-07	7.301	0.20	X	
7	c2a_07_031	31	962	479	32	30	MISC-46	5.157	0.42	MISC-31	
7	c2a_07_032	32	1048	511	4	9	BAR-SERIF	4.757	0.80	BAR-SERIF	M-DOT
8	c2a_08_001	1	2	554	44	9	DASH-H	7.063	0.81	DASH-H	
8	c2a_08_002	2	60	566	8	22	BAR-THIN	5.604	1.00	BAR-THIN	M-DASH-H
8	c2a_08_003	3	75	566	23	23	X	8.581	0.40	X	
8	c2a_08_004	4	102	565	19	23	MISC-41	6.358	0.21	X	
8	c2a_08_005	5	120	565	9	27	MISC-50	5.286	0.82	MISC-50	
8	c2a_08_006	6	133	557	24	27	PCT	5.328	0.43	PCT	
8	c2a_08_007	7	154	572	14	12	X	5.286	0.81	X	
8	c2a_08_008	8	172	553	29	32	Y-CURL	5.855	0.42	Y-CURL	
8	c2a_08_009	9	202	572	12	14	X	7.226	0.38	MISC-80	
8	c2a_08_010	10	221	568	15	15	CIRC-O	6.043	0.59	CIRC-O	M-DASH-H
8	c2a_08_011	11	247	543	67	44	MISC-29	6.936	0.40	MISC-29	
8	c2a_08_012	12	310	547	20	36	Y-CURL	5.592	0.41	MISC-76	M-DASH-H
8	c2a_08_013	13	345	564	20	22	X	7.726	0.40	MISC-41	M-RING
8	c2a_08_014	14	375	556	16	28	_	5.477	0.79	TRIPOD	M-DOT-FLAG
8	c2a_08_015	15	406	567	15	15	GEAR-DOT	5.766	0.61	GEAR-DOT	M-TILDE
8	c2a_08_016	16	439	554	66	31	MISC-29	6.585	0.61	MISC-29	
8	c2a_08_017	17	517	569	29	15	MISC-20	6.603	0.42	WAVE	M-TILDE
8	c2a_08_018	18	555	552	38	31	MISC-43	7.382	0.60	MISC-43	
8	c2a_08_019	19	587	556	52	30	_	5.323	0.42	MISC-29	
8	c2a_08_020	20	653	557	29	25	MISC-71	6.579	0.40	MISC-71	
8	c2a_08_021	21	682	554	81	36	MISC-29	6.759	0.81	MISC-29	
8	c2a_08_022	22	763	557	39	29	MISC-31	5.849	0.40	MISC-67	
8	c2a_08_023	23	818	555	81	32	MISC-29	5.553	0.80	MISC-29	
8	c2a_08_024	24	910	551	60	32	MISC-29	5.656	0.60	MISC-29	M-DOT-FLAG|M-DASH-H
8	c2a_08_025	25	974	559	36	25	MISC-31	5.065	0.62	MISC-31	M-DASH-H|M-DASH-H
8	c2a_08_026	26	1046	571	6	12	BAR-SERIF	4.044	1.00	BAR-SERIF	M-TICK-V|M-DOT
9	c2a_09_001	1	63	645	15	14	_	5.521	0.43	GEAR-DOT	M-TILDE
9	c2a_09_002	2	89	632	28	31	AMP	5.295	0.60	AMP	
9	c2a_09_003	3	130	625	43	32	MISC-24	7.034	0.20	MISC-64	M-RING
9	c2a_09_004	4	180	636	21	24	MISC-05	2.279	0.64	MISC-05	M-RING
9	c2a_09_005	5	213	636	19	27	X	6.498	0.61	X	
9	c2a_09_006	6	238	642	24	18	MISC-05	3.840	0.82	MISC-05	M-DASH-H
9	c2a_09_007	7	285	636	23	38	TRIPOD	5.779	0.40	MISC-76	
9	c2a_09_008	8	311	652	8	9	MISC-55	3.435	0.42	BAR-SOLID	
9	c2a_09_009	9	326	640	41	33	MISC-67	5.772	0.43	MISC-43	
9	c2a_09_010	10	358	640	46	31	MISC-67	5.810	0.59	MISC-67	
9	c2a_09_011	11	405	639	32	31	PCT	6.090	0.41	MISC-07	
9	c2a_09_012	12	439	640	30	29	MISC-05	6.692	0.40	MISC-67	
9	c2a_09_013	13	466	650	8	9	BAR-SOLID	3.977	0.63	BAR-SOLID	
9	c2a_09_014	14	478	639	20	31	_	6.021	0.39	MISC-21	
9	c2a_09_015	15	496	662	5	7	MISC-55	2.262	1.00	MISC-55	
9	c2a_09_016	16	502	660	6	8	BAR-SOLID	3.163	0.79	BAR-SOLID	
9	c2a_09_017	17	516	654	7	11	_	5.102	0.40	BAR-SOLID	
9	c2a_09_018	18	529	636	54	26	MISC-29	6.681	0.60	MISC-29	
9	c2a_09_019	19	587	631	16	27	DELTA-TAIL	5.952	1.00	DELTA-TAIL	
9	c2a_09_020	20	607	637	21	23	CROSS-T	5.803	0.59	CROSS-T	
9	c2a_09_021	21	628	623	21	50	PHI	3.712	0.76	PHI	
9	c2a_09_022	22	651	634	20	26	_	7.037	0.40	MISC-46	
9	c2a_09_023	23	674	637	18	23	_	7.326	0.39	MISC-40	
9	c2a_09_024	24	687	636	25	23	_	6.296	0.42	MISC-40	
9	c2a_09_025	25	711	639	17	15	MISC-71	6.442	0.22	CIRC-TAIL	
9	c2a_09_026	26	724	649	12	9	_	4.231	0.61	MISC-32	
9	c2a_09_027	27	734	628	31	29	MISC-67	6.602	0.22	MISC-37	
9	c2a_09_028	28	773	637	15	22	PCT	6.385	0.41	CRESCENT	
9	c2a_09_029	29	786	645	6	9	BAR-SOLID	3.672	1.00	BAR-SOLID	
9	c2a_09_030	30	802	638	27	21	_	7.011	0.38	MISC-74	M-DASH-H|MISC-M12
9	c2a_09_031	31	833	637	15	23	_	5.436	0.62	MISC-75	M-DOT
9	c2a_09_032	32	851	636	16	23	MISC-54	6.912	0.40	MISC-54	
9	c2a_09_033	33	871	636	24	27	MISC-13	5.551	0.42	MISC-54	
9	c2a_09_034	34	898	636	22	22	Y-CURL	5.588	0.59	Y-CURL	
9	c2a_09_035	35	922	676	11	9	MISC-32	6.327	0.41	MISC-32	
9	c2a_09_036	36	924	636	10	10	EYE-DOT	5.082	0.40	EYE-DOT	
9	c2a_09_037	37	930	634	12	23	PCT	5.081	0.58	MISC-17	
9	c2a_09_038	38	938	645	11	9	CIRC-TAIL	5.711	0.40	CIRC-TAIL	M-DOT
9	c2a_09_039	39	956	645	26	14	MISC-20	6.735	0.41	MISC-20	M-TILDE
9	c2a_09_040	40	984	629	33	29	PCT	5.167	1.00	PCT	M-TILDE
9	c2a_09_041	41	1043	587	9	71	DASH-V	4.913	0.83	DASH-V	
10	c2a_10_001	1	54	688	14	32	X	5.586	0.58	TRIPOD	
10	c2a_10_002	2	69	713	15	26	VENUS	5.535	0.81	VENUS	MISC-M12|M-RING
10	c2a_10_003	3	95	720	10	12	_	4.175	0.43	CIRC-TAIL	M-LOOP-SM
10	c2a_10_004	4	112	700	20	30	MISC-82	5.879	0.41	MISC-13	M-TICK-V
10	c2a_10_005	5	198	723	14	16	X	4.401	0.60	MISC-17	
10	c2a_10_006	6	221	709	23	25	DELTA-TAIL	6.601	0.41	MISC-11	
10	c2a_10_007	7	247	705	27	27	MISC-07	6.653	0.40	MISC-07	
10	c2a_10_008	8	277	709	20	24	MISC-05	2.707	0.60	MISC-05	M-DOT
10	c2a_10_009	9	303	699	56	47	SUN	3.933	0.82	SUN	
10	c2a_10_010	10	362	715	26	21	WAVE	6.618	0.40	MISC-20	
10	c2a_10_011	11	390	710	23	24	MISC-05	4.488	1.00	MISC-05	
10	c2a_10_012	12	414	706	17	26	NOTE	4.538	0.63	NOTE	
10	c2a_10_013	13	441	708	20	24	MISC-05	3.656	0.80	MISC-05	
10	c2a_10_014	14	464	701	44	34	SUN	7.857	0.60	SUN	
10	c2a_10_015	15	512	703	21	30	MISC-36	6.047	0.40	DELTA-TAIL	M-DOT
10	c2a_10_016	16	534	705	38	38	MISC-30	7.107	0.39	MISC-64	
10	c2a_10_017	17	572	706	21	28	PCT	5.826	0.41	MISC-87	
10	c2a_10_018	18	602	709	19	29	LOOP-TAIL	5.645	0.64	LOOP-TAIL	
10	c2a_10_019	19	627	707	33	25	MISC-31	5.687	0.59	MISC-31	
10	c2a_10_020	20	668	703	26	29	MISC-13	7.983	0.60	MISC-41	
10	c2a_10_021	21	700	713	23	16	_	7.773	0.41	MISC-24	
10	c2a_10_022	22	719	698	14	19	CRESCENT	7.098	0.41	CRESCENT	
10	c2a_10_023	23	728	717	15	16	X	2.824	1.00	X	
10	c2a_10_024	24	767	716	18	15	X	6.673	1.00	X	M-SLASH-SM|M-TILDE
10	c2a_10_025	25	802	704	26	27	MISC-31	6.789	0.40	Y-CURL	
10	c2a_10_026	26	837	706	29	26	PCT	6.018	0.22	MISC-41	
10	c2a_10_027	27	872	706	18	32	Y-CURL	3.955	0.66	Y-CURL	M-RING
10	c2a_10_028	28	905	715	30	18	_	5.593	0.42	WAVE	M-TILDE
10	c2a_10_029	29	940	704	33	30	PCT	5.743	0.81	PCT	
10	c2a_10_030	30	975	712	17	22	X	3.938	1.00	X	M-DOT
10	c2a_10_031	31	994	712	17	20	X	5.370	0.80	X	M-TICK-V
10	c2a_10_032	32	1017	712	23	22	MISC-33	5.552	0.40	MISC-33	
10	c2a_10_033	33	1049	689	3	37	DASH-V	4.894	0.45	BAR-THIN	
11	c2a_11_001	1	46	782	32	34	PCT	6.180	0.61	MISC-76	
11	c2a_11_002	2	79	787	15	23	VENUS	5.535	0.42	VENUS	
11	c2a_11_003	3	92	798	10	10	_	4.663	0.42	EYE-DOT	
11	c2a_11_004	4	110	788	19	21	X	5.784	1.00	X	
11	c2a_11_005	5	136	782	21	24	MISC-05	3.690	0.57	MISC-05	
11	c2a_11_006	6	162	779	37	27	MISC-41	5.649	0.41	MISC-41	
11	c2a_11_007	7	212	782	26	22	CROSS-T	6.123	0.41	CROSS-T	
11	c2a_11_008	8	247	782	24	23	MISC-05	3.020	1.00	MISC-05	
11	c2a_11_009	9	277	779	40	27	MISC-31	5.343	0.42	MISC-31	
11	c2a_11_010	10	323	782	48	27	MISC-05	5.653	0.40	MISC-24	
11	c2a_11_011	11	376	788	17	30	MISC-33	6.353	0.21	MISC-06	
11	c2a_11_012	12	389	779	17	30	MISC-87	5.611	0.38	MISC-03	
11	c2a_11_013	13	423	783	20	23	X	5.109	1.00	X	M-DOT
11	c2a_11_014	14	452	785	27	19	WAVE	7.509	0.60	WAVE	
11	c2a_11_015	15	484	782	26	27	PCT	6.456	0.59	PCT	
11	c2a_11_016	16	512	780	20	26	PCT	5.894	0.40	PCT	
11	c2a_11_017	17	537	782	24	27	AMP	5.932	0.40	AMP	
11	c2a_11_018	18	566	784	20	34	Y-CURL	5.271	0.39	Y-CURL	M-DOT
