line	box	pos	x	y	w	h	code	dist	share	cluster_code	marks
2	c3_02_005	5	156	113	21	23	PCT	3.744	0.82	PCT	
2	c3_02_006	6	172	122	10	14	X	5.828	0.59	MISC-80	
2	c3_02_007	7	185	106	29	28	MISC-46	6.097	0.22	MISC-46	
2	c3_02_008	8	222	110	16	31	X	5.188	0.80	Y-CURL	
2	c3_02_009	9	241	107	18	35	PHI	3.410	0.81	PHI	
2	c3_02_010	10	264	109	13	21	MISC-75	5.712	0.42	MISC-75	
2	c3_02_011	11	285	110	19	26	_	5.653	0.40	MISC-21	
2	c3_02_012	12	307	118	11	17	NOTE	5.776	0.62	NOTE	
2	c3_02_013	13	322	111	32	27	MISC-67	5.711	0.81	MISC-67	
2	c3_02_014	14	358	110	31	28	PCT	6.032	0.81	MISC-36	
2	c3_02_015	15	402	123	17	16	MISC-40	6.714	0.60	MISC-40	M-TILDE
2	c3_02_016	16	431	114	16	22	X	4.568	0.81	X	M-DOT
2	c3_02_017	17	458	115	14	19	MISC-17	6.559	0.40	MISC-17	
2	c3_02_018	18	466	127	12	9	_	4.231	0.39	CIRC-TAIL	
2	c3_02_019	19	485	115	17	26	MISC-21	6.259	0.20	MISC-21	
2	c3_02_020	20	503	107	21	41	PHI	3.807	0.78	PHI	
2	c3_02_021	21	527	110	18	29	MISC-13	6.092	0.40	MISC-13	
2	c3_02_022	22	558	113	27	23	VEE	7.282	0.60	MISC-74	M-RING
2	c3_02_023	23	593	113	13	21	_	5.770	0.40	X	
2	c3_02_024	24	617	111	23	22	Y-CURL	5.676	0.81	Y-CURL	
2	c3_02_025	25	649	110	24	23	MISC-05	3.499	1.00	MISC-05	
2	c3_02_026	26	674	113	17	23	X	4.388	1.00	X	M-TICK-V
2	c3_02_027	27	698	115	31	20	WAVE	4.758	0.62	WAVE	
2	c3_02_028	28	735	113	22	20	PCT	5.693	0.62	PCT	
2	c3_02_029	29	763	113	20	24	MISC-05	3.359	1.00	MISC-05	
2	c3_02_030	30	786	112	26	24	MISC-81	6.425	0.42	MISC-81	
2	c3_02_031	31	823	104	37	26	WAVE	4.578	0.63	WAVE	
2	c3_02_032	32	868	107	18	26	X	4.720	0.57	X	MISC-M12
2	c3_02_033	33	901	103	27	33	MISC-64	6.587	0.21	MISC-64	M-DOT|M-TICK-V
3	c3_03_001	1	48	170	28	38	MISC-13	6.686	0.39	MISC-13	
3	c3_03_002	2	86	179	22	21	PCT	7.022	0.40	MISC-40	
3	c3_03_003	3	112	173	21	26	X	7.192	0.80	X	
3	c3_03_004	4	136	177	28	22	TRIDENT	5.444	0.62	TRIDENT	
3	c3_03_005	5	171	177	22	23	Y-CURL	6.004	0.41	Y-CURL	
3	c3_03_006	6	198	171	28	27	DELTA-TAIL	6.300	0.60	DELTA-TAIL	M-RING
3	c3_03_007	7	228	178	17	21	X	3.938	0.82	X	M-DOT
3	c3_03_008	8	246	177	23	23	PCT	4.507	0.60	PCT	
3	c3_03_009	9	273	176	23	24	MISC-05	3.359	1.00	MISC-05	
3	c3_03_010	10	301	174	25	25	MISC-46	5.295	0.61	MISC-46	
3	c3_03_011	11	337	174	27	26	MISC-13	5.347	0.39	MISC-13	
3	c3_03_012	12	375	174	19	23	MISC-71	7.130	0.61	MISC-71	
3	c3_03_013	13	404	175	31	25	MISC-31	5.126	0.60	MISC-31	
3	c3_03_014	14	441	174	23	25	PCT	5.648	0.60	Y-CURL	
3	c3_03_015	15	470	176	23	23	X	4.906	0.57	X	
3	c3_03_016	16	500	175	24	27	PCT	6.270	0.21	MISC-54	
3	c3_03_017	17	532	192	7	8	MISC-55	3.870	0.60	MISC-55	
3	c3_03_018	18	547	176	21	21	MISC-46	8.409	0.40	MISC-46	
3	c3_03_019	19	572	184	18	16	MISC-17	5.964	0.41	X	M-DASH-H
3	c3_03_020	20	595	180	11	17	BAR-THIN	6.571	0.41	MISC-17	
3	c3_03_021	21	603	184	7	7	MISC-55	3.523	0.60	MISC-55	
3	c3_03_022	22	611	168	37	38	SUN	5.274	0.63	SUN	
3	c3_03_023	23	639	157	38	42	MISC-37	7.494	0.21	MISC-43	
3	c3_03_024	24	670	165	29	32	MISC-36	5.878	0.41	MISC-36	
3	c3_03_025	25	706	178	24	23	MISC-05	2.254	1.00	MISC-05	
3	c3_03_026	26	737	182	20	17	TRIDENT	6.381	0.22	TRIDENT	M-RING
3	c3_03_027	27	765	173	23	25	X	4.051	0.60	X	M-TICK-V
3	c3_03_028	28	794	174	21	21	Y-CURL	5.705	0.63	Y-CURL	
3	c3_03_029	29	823	174	23	23	X	6.520	0.79	X	
3	c3_03_030	30	855	173	29	24	MISC-41	6.309	0.41	MISC-41	
3	c3_03_031	31	888	177	17	43	MISC-76	6.753	0.22	MISC-35	M-TICK-V
3	c3_03_032	32	913	168	13	28	_	5.774	0.81	MISC-54	
4	c3_04_001	1	45	224	30	33	MISC-37	7.210	0.22	MISC-41	
4	c3_04_002	2	71	245	11	11	_	4.390	0.43	GEAR-DOT	
4	c3_04_003	3	91	235	19	26	PCT	4.605	0.79	PCT	
4	c3_04_004	4	115	233	20	27	_	6.609	0.40	MISC-21	
4	c3_04_005	5	139	235	20	27	TRIPOD	4.165	0.62	TRIPOD	M-RING
4	c3_04_006	6	169	238	30	16	WAVE	5.329	0.42	MISC-20	
4	c3_04_007	7	202	229	16	27	_	6.426	0.40	Y-CURL	
4	c3_04_008	8	224	231	21	28	HOOK-L	6.086	0.59	HOOK-L	
4	c3_04_009	9	240	241	20	6	DASH-H	5.393	0.80	DASH-H	
4	c3_04_010	10	259	235	20	25	_	5.874	0.59	LOOP-TAIL	
4	c3_04_011	11	284	236	17	22	X	4.791	1.00	X	
4	c3_04_012	12	304	226	26	30	MISC-07	6.008	0.40	MISC-07	
4	c3_04_013	13	333	235	18	31	Y-CURL	4.292	0.84	Y-CURL	M-RING
4	c3_04_014	14	359	234	18	26	_	7.085	0.41	MISC-36	
4	c3_04_015	15	394	224	18	41	PHI	5.871	0.80	PHI	
4	c3_04_016	16	415	254	6	7	BAR-SOLID	3.181	0.60	BAR-SOLID	
4	c3_04_017	17	426	253	6	8	BAR-SOLID	2.899	1.00	BAR-SOLID	
4	c3_04_018	18	435	253	6	8	BAR-SERIF	5.216	0.59	BAR-SERIF	M-DOT|M-DOT|M-DOT-FLAG
