line	box	pos	x	y	w	h	code	dist	share	cluster_code	marks
4	c4a_04_012	12	647	264	27	31	_	4.610	0.66	_	
4	c4a_04_013	13	679	267	15	18	CIRC-O	5.665	0.62	_	
4	c4a_04_014	14	695	265	22	28	X	5.556	0.80	_	
4	c4a_04_015	15	724	259	42	32	MISC-31	5.677	0.81	_	
4	c4a_04_016	16	768	260	17	33	_	4.305	0.39	_	
4	c4a_04_017	17	785	276	11	13	MISC-55	3.542	0.80	_	
4	c4a_04_018	18	816	286	11	21	_	5.446	0.81	_	
5	c4a_05_001	1	335	339	24	31	_	5.200	0.41	_	?
5	c4a_05_002	2	369	347	17	21	CRESCENT	5.537	0.45	_	?
5	c4a_05_003	3	395	336	23	32	TRIPOD	4.154	0.58	_	?
5	c4a_05_004	4	425	333	29	29	_	5.879	0.39	_	
5	c4a_05_005	5	468	335	22	35	MISC-36	6.405	0.22	_	?
5	c4a_05_006	6	499	339	29	31	_	5.677	0.41	_	
5	c4a_05_007	7	529	339	20	28	X	4.720	0.60	_	?
5	c4a_05_008	8	567	354	14	13	GEAR-DOT	4.790	0.38	_	?
5	c4a_05_009	9	584	353	14	14	_	3.977	0.44	_	
5	c4a_05_010	10	618	350	17	18	X	5.233	0.81	_	?
5	c4a_05_011	11	646	339	22	28	_	6.430	0.22	_	
5	c4a_05_012	12	675	339	26	29	MISC-30	5.357	0.39	_	
5	c4a_05_013	13	714	339	31	29	CROSS-T	6.100	0.58	_	
5	c4a_05_014	14	744	359	7	14	BAR-SOLID	5.812	0.61	_	
5	c4a_05_015	15	759	342	21	25	_	5.712	0.42	_	
5	c4a_05_016	16	788	335	22	33	_	4.305	0.61	_	
5	c4a_05_017	17	805	352	13	15	GEAR-DOT	4.390	0.41	_	
5	c4a_05_018	18	835	358	11	10	_	4.306	0.41	_	
6	c4a_06_001	1	325	416	33	28	_	6.511	0.21	_	
6	c4a_06_002	2	369	421	24	26	CROSS-T	5.803	0.41	_	
6	c4a_06_003	3	400	416	25	27	_	5.972	0.42	_	
6	c4a_06_004	4	421	424	18	7	DASH-H	6.089	0.62	_	
6	c4a_06_005	5	442	402	25	41	_	5.817	0.60	_	
6	c4a_06_006	6	478	411	22	32	MISC-54	5.736	0.41	_	
6	c4a_06_007	7	505	416	16	27	_	3.431	0.60	_	?
6	c4a_06_008	8	526	415	16	27	_	3.431	0.63	_	?
6	c4a_06_009	9	555	416	22	42	_	3.866	0.61	_	
6	c4a_06_010	10	585	409	23	36	_	5.937	0.21	_	
6	c4a_06_011	11	612	420	23	24	MISC-05	2.231	0.52	_	
6	c4a_06_012	12	642	419	26	25	_	7.226	0.81	_	
6	c4a_06_013	13	673	420	28	24	_	6.853	0.41	_	
6	c4a_06_014	14	708	418	21	26	_	5.796	0.42	_	
6	c4a_06_015	15	751	435	13	22	_	4.951	1.00	_	
7	c4a_07_001	1	335	488	32	30	PCT	3.745	0.77	_	
7	c4a_07_002	2	375	496	24	18	X	4.864	0.61	_	?
7	c4a_07_003	3	402	487	39	29	MISC-20	6.040	0.41	_	
7	c4a_07_004	4	434	501	19	28	_	5.677	0.80	_	
7	c4a_07_005	5	460	493	26	27	MISC-46	5.566	0.41	_	
7	c4a_07_006	6	493	493	17	25	_	4.721	0.58	_	?
7	c4a_07_007	7	518	490	29	29	PCT	5.841	0.39	_	
7	c4a_07_008	8	555	494	20	24	MISC-05	4.434	0.60	_	
7	c4a_07_009	9	587	492	29	24	TRIDENT	6.191	0.40	_	
7	c4a_07_010	10	621	481	24	49	PHI	3.712	1.00	_	
7	c4a_07_011	11	650	488	32	25	_	5.561	0.60	_	
7	c4a_07_012	12	687	489	21	28	PCT	5.262	0.40	_	
7	c4a_07_013	13	718	488	24	28	MISC-33	6.595	0.81	_	
7	c4a_07_014	14	756	508	14	20	_	4.640	0.75	_	
8	c4a_08_001	1	336	572	13	21	MISC-17	6.080	0.39	_	
8	c4a_08_002	2	345	570	32	53	_	4.957	0.61	_	
8	c4a_08_003	3	382	563	19	30	DELTA-TAIL	5.054	0.62	_	
8	c4a_08_004	4	409	565	20	29	Y-CURL	7.343	0.40	_	
8	c4a_08_005	5	431	569	24	24	MISC-05	3.690	0.62	_	
8	c4a_08_006	6	464	566	20	27	_	4.811	0.59	_	?
8	c4a_08_007	7	486	569	26	24	X	7.365	0.59	_	
8	c4a_08_008	8	505	566	14	15	GEAR-DOT	4.790	0.58	_	
8	c4a_08_009	9	528	564	32	26	WAVE	5.087	0.59	_	
8	c4a_08_010	10	566	564	21	29	CROSS-T	5.258	0.82	_	
8	c4a_08_011	11	592	564	29	29	X	4.906	0.81	_	
8	c4a_08_012	12	631	564	28	29	CROSS-T	5.726	0.41	_	
8	c4a_08_013	13	667	571	23	22	X	7.232	0.40	_	?
8	c4a_08_014	14	693	562	37	29	X	6.271	0.61	_	
8	c4a_08_015	15	741	560	31	31	MISC-33	5.055	0.79	_	
8	c4a_08_016	16	778	567	20	37	_	3.810	0.83	_	
8	c4a_08_017	17	810	582	12	21	_	4.679	0.79	_	?
9	c4a_09_001	1	330	641	37	31	MISC-05	6.199	0.38	_	
9	c4a_09_002	2	383	639	23	34	Y-CURL	4.462	0.40	_	
9	c4a_09_003	3	404	648	24	40	_	5.743	0.61	_	
9	c4a_09_004	4	433	659	7	10	BAR-SOLID	4.630	1.00	_	
9	c4a_09_005	5	444	638	32	32	MISC-33	6.910	0.39	_	
9	c4a_09_006	6	486	631	32	39	_	6.608	0.41	_	
9	c4a_09_007	7	521	638	24	31	NOTE	6.390	0.61	_	
9	c4a_09_008	8	552	635	69	36	MISC-29	6.454	0.80	_	
9	c4a_09_009	9	627	639	33	28	VENUS	6.621	0.40	_	
9	c4a_09_010	10	664	636	32	33	MISC-33	5.799	0.62	_	
9	c4a_09_011	11	695	639	20	33	X	5.284	0.40	_	
9	c4a_09_012	12	718	634	23	34	_	6.560	0.60	_	
9	c4a_09_013	13	746	639	21	26	MISC-82	5.170	0.40	_	
9	c4a_09_014	14	775	641	23	44	_	3.952	0.62	_	
9	c4a_09_015	15	820	659	10	9	_	5.170	0.61	_	
10	c4a_10_001	1	324	713	38	34	_	5.776	0.42	_	
10	c4a_10_002	2	370	718	15	25	_	5.358	0.38	_	
10	c4a_10_003	3	389	716	18	28	_	5.649	0.41	_	
10	c4a_10_004	4	402	715	82	69	SUN	6.556	0.77	_	
10	c4a_10_005	5	488	719	19	25	_	5.276	0.59	_	?
10	c4a_10_006	6	512	744	6	12	BAR-SERIF	4.794	1.00	_	
10	c4a_10_007	7	523	717	21	27	CRESCENT	6.056	0.42	_	?
10	c4a_10_008	8	556	716	42	42	MISC-24	7.558	0.20	_	
10	c4a_10_009	9	603	733	8	13	BAR-SOLID	3.293	0.83	_	
10	c4a_10_010	10	612	711	17	34	X	6.340	0.79	_	
10	c4a_10_011	11	630	713	76	49	MISC-29	7.642	0.60	_	
10	c4a_10_012	12	708	713	55	29	MISC-29	5.323	0.43	_	
10	c4a_10_013	13	769	716	21	29	X	4.589	0.60	_	?
10	c4a_10_014	14	793	717	18	25	X	4.706	0.61	_	?
10	c4a_10_015	15	818	717	17	25	X	8.198	0.60	_	
10	c4a_10_016	16	841	714	27	28	_	5.058	0.41	_	
10	c4a_10_017	17	892	736	13	19	_	4.951	1.00	_	
11	c4a_11_001	1	331	794	26	32	_	6.096	0.41	_	
11	c4a_11_002	2	366	794	22	33	LOOP-TAIL	5.446	0.39	_	
11	c4a_11_003	3	386	787	37	57	PHI	6.100	0.60	_	
11	c4a_11_004	4	422	788	95	49	MISC-29	6.392	0.61	_	
11	c4a_11_005	5	521	786	82	39	MISC-29	5.813	0.81	_	
11	c4a_11_006	6	613	789	21	16	MISC-17	8.233	0.40	_	
11	c4a_11_007	7	774	788	28	29	MISC-33	5.055	0.59	_	?|?|?|?
11	c4a_11_008	8	806	790	18	28	TRIPOD	4.154	0.57	_	?|?
11	c4a_11_009	9	835	796	26	32	RHO	6.537	0.81	_	
11	c4a_11_010	10	870	791	23	26	_	6.816	0.40	_	
11	c4a_11_011	11	905	808	10	9	_	5.335	0.41	_	?|?
12	c4a_12_001	1	314	860	71	46	MISC-29	7.000	0.59	_	?
12	c4a_12_002	2	373	880	26	23	_	6.959	0.21	_	
12	c4a_12_003	3	404	856	24	40	PHI	7.050	0.40	_	
12	c4a_12_004	4	431	869	20	26	TRIPOD	4.964	0.42	_	
12	c4a_12_005	5	457	874	47	24	WAVE	7.129	0.40	_	?
12	c4a_12_006	6	510	869	28	29	_	6.094	0.60	_	
12	c4a_12_007	7	544	871	29	26	X	6.812	0.40	_	
12	c4a_12_008	8	574	864	45	31	WAVE	6.403	0.40	_	
12	c4a_12_009	9	628	863	24	32	_	6.735	0.40	_	?|?
12	c4a_12_010	10	654	882	11	13	BAR-SOLID	5.077	0.61	_	
12	c4a_12_011	11	672	859	36	38	MISC-37	5.556	0.43	_	
12	c4a_12_012	12	719	867	25	28	Y-CURL	7.541	0.40	_	
12	c4a_12_013	13	748	868	25	27	X	6.102	0.39	_	
12	c4a_12_014	14	767	881	16	13	MISC-32	4.788	0.23	_	
12	c4a_12_015	15	795	866	21	28	_	5.329	0.41	_	
12	c4a_12_016	16	822	849	20	40	_	3.265	0.33	_	
12	c4a_12_017	17	850	856	20	36	MISC-17	3.265	0.34	_	
12	c4a_12_018	18	875	863	19	29	X	5.214	0.60	_	?
12	c4a_12_019	19	905	861	36	32	MISC-31	6.305	0.61	_	
13	c4a_13_001	1	329	924	48	56	SUN	7.061	1.00	_	
13	c4a_13_002	2	381	943	30	30	X	5.952	0.42	_	
13	c4a_13_003	3	418	941	22	36	VENUS	5.791	0.59	_	
13	c4a_13_004	4	457	943	27	31	MISC-33	6.578	0.40	_	
13	c4a_13_005	5	485	945	15	31	_	7.505	0.60	_	
13	c4a_13_006	6	508	944	27	30	_	7.871	0.21	_	
13	c4a_13_007	7	545	936	35	44	MISC-07	7.112	0.21	_	
13	c4a_13_008	8	586	942	24	30	VEE	5.132	0.78	_	
13	c4a_13_009	9	622	954	26	15	_	7.705	0.40	_	?
13	c4a_13_010	10	651	941	33	31	PCT	3.745	0.75	_	
13	c4a_13_011	11	695	954	33	12	DASH-H	3.569	0.74	_	?
13	c4a_13_012	12	736	942	29	31	X	3.858	1.00	_	?
13	c4a_13_013	13	772	955	19	33	LOOP-TAIL	5.733	0.40	_	
13	c4a_13_014	14	796	937	23	37	X	6.065	0.40	_	
13	c4a_13_015	15	825	941	23	30	MISC-21	5.960	0.21	_	
13	c4a_13_016	16	865	954	18	17	CIRC-O	6.555	0.62	_	?
13	c4a_13_017	17	902	926	27	45	MISC-13	4.650	0.43	_	
14	c4a_14_001	1	343	1014	24	35	_	6.475	0.81	_	
14	c4a_14_002	2	373	1004	44	55	MISC-43	6.647	0.20	_	
14	c4a_14_003	3	421	1017	19	34	X	5.591	0.40	_	?
14	c4a_14_004	4	444	1017	18	29	_	5.690	0.79	_	?
14	c4a_14_005	5	468	993	30	52	_	5.830	0.41	_	
14	c4a_14_006	6	504	1019	32	26	CROSS-T	6.549	0.61	_	
14	c4a_14_007	7	545	1009	37	36	MISC-31	5.505	0.60	_	
14	c4a_14_008	8	590	1011	25	30	_	6.686	0.60	_	
14	c4a_14_009	9	624	1011	27	30	Y-CURL	5.516	0.80	_	
14	c4a_14_010	10	651	1010	33	33	X	6.226	0.61	_	
14	c4a_14_011	11	692	1013	83	32	MISC-29	5.661	0.81	_	
14	c4a_14_012	12	778	1006	23	39	_	5.633	0.40	_	
14	c4a_14_013	13	900	1050	10	10	MISC-55	3.351	1.00	_	
