line	pos	sign	conf	value	grade
f110-2	15	4		?	U
f110-2	16	L		r	H
f110-2	17	L		r	H
f110-2	18	f		c|u	M
f110-2	19	R		p	H
f110-2	20	v		?	U
f110-2	21	t		e	H
f110-2	22	J		s	H
f110-2	23	z		?	U
f110-2	24	a		a	H
f110-2	25	t		e	H
f110-2	26	f		c|u	M
f110-2	27	h		e	H
f110-2	28	Ze		t	H
f110-2	29	X		a	H
f110-2	30	L		r	H
f110-2	31	c		p	H
f110-2	32	L		r	H
f110-2	33	f		c|u	M
f110-2	34	T		?	U
f110-2	35	E		i|y	M
f110-2	36	U		?	U
f110-2	37	H		o	H
f110-2	38	12		il	H
f110-2	39	7		o	H
f110-2	40	.v.		n	H
f110-2	41	.v.		n	H
f110-2	42	o		i	H
f110-2	43	f		c|u	M
f110-2	44	g		u	H
f110-2	45	c		p	H
f110-2	46	E		i|y	M
f110-2	47	7		o	H
f110-2	48	14		que	H
f110-2	49	a		a	H
f110-2	50	.v.		n	H
f110-2	51	d		s	H
f110-2	52	a		a	H
f110-2	53	4+		m	H
f110-2	54	B		i|y	M
f110-2	55	e		r	H
f110-2	56	14		que	H
f110-2	57	w		?	U
f110-3	1	a		a	H
f110-3	2	.v.		n	H
f110-3	3	H		o	H
f110-3	4	L		r	H
f110-3	5	.v.		n	H
f110-3	6	t		e	H
f110-3	7	e		r	H
f110-3	8	U		?	U
f110-3	9	s		u	H
f110-3	10	m		t	H
f110-3	11	q		u	H
f110-3	12	33		?	U
f110-3	13	z		?	U
f110-3	14	m		t	H
f110-3	15	h		e	H
f110-3	16	BOX		?	U
f110-3	17	o		i	H
f110-3	18	a		a	H
f110-3	19	s		u	H
f110-3	20	h		e	H
f110-3	21	x		e	H
f110-3	22	W		?	U
f110-3	23	U		?	U
f110-3	24	o		i	H
f110-3	25	o		i	H
f110-3	26	Ze		t	H
f110-3	27	a		a	H
f110-3	28	z		?	U
f110-3	29	4+		m	H
f110-3	30	J		s	H
f110-3	31	t		e	H
f110-3	32	m		t	H
f110-3	33	t		e	H
f110-3	34	9		?	U
f110-3	35	n		l	H
f110-3	36	14		que	H
f110-3	37	6		i|n|s	M
f110-3	38	Ze		t	H
f110-3	39	f		c|u	M
f110-3	40	4+		m	H
f110-3	41	E		i|y	M
f110-3	42	z		?	U
f110-3	43	m		t	H
f110-3	44	M		f	H
f110-3	45	a		a	H
f110-3	46	B		i|y	M
f110-3	47	.v.		n	H
f110-3	48	n		l	H
f110-3	49	o		i	H
f110-3	50	BOX		?	U
f110-3	51	a		a	H
f110-3	52	z		?	U
f110-3	53	z		?	U
f110-3	54	L		r	H
f110-3	55	4+		m	H
f110-3	56	t		e	H
f110-3	57	a		a	H
f110-3	58	d		s	H
f110-3	59	7		o	H
f110-3	60	h		e	H
f110-3	61	e		r	H
f110-3	62	X		a	H
f110-4	1	n		l	H
f110-4	2	7		o	H
f110-4	3	X		a	H
f110-4	4	x		e	H
f110-4	5	q		u	H
f110-4	6	q		u	H
f110-4	7	z		?	U
f110-4	8	6		i|n|s	M
f110-4	9	d		s	H
f110-4	10	oo		d	H
f110-4	11	E		i|y	M
f110-4	12	q		u	H
f110-4	13	4+		m	H
f110-4	14	x		e	H
f110-4	15	he		l	H
f110-4	16	z		?	U
f110-4	17	he		l	H
f110-4	18	h		e	H
f110-4	19	X		a	H
f110-4	20	e		r	H
f110-4	21	t		e	H
f110-4	22	25		nous	H
f110-4	23	t		e	H
f110-4	24	L		r	H
f110-4	25	L		r	H
f110-4	26	M		f	H
f110-4	27	a		a	H
f110-4	28	.v.		n	H
f110-4	29	w-		d	H
f110-4	30	.v.		n	H
f110-4	31	m		t	H
f110-4	32	.v.		n	H
f110-4	33	Z		t	H
f110-4	34	L		r	H
f110-4	35	t		e	H
f110-4	36	q		u	H
f110-4	37	m		t	H
f110-4	38	t		e	H
f110-4	39	e		r	H
f110-4	40	t		e	H
f110-4	41	13		qui	H
f110-4	42	26		uous	H
f110-4	43	U		?	U
f110-4	44	g		u	H
f110-4	45	o		i	H
f110-5	1	36		?	U
f110-5	2	.v.		n	H
f110-5	3	h		e	H
f110-5	4	f		c|u	M
f110-5	5	U		?	U
f110-5	6	H		o	H
f110-5	7	U		?	U
f110-5	8	7		o	H
f110-5	9	d		s	H
f110-5	10	B		i|y	M
f110-5	11	w-		d	H
f110-5	12	e		r	H
f110-5	13	4		?	U
f110-5	14	U		?	U
f110-5	15	R		p	H
f110-5	16	he		l	H
f110-5	17	Ze		t	H
f110-5	18	U		?	U
f110-5	19	T=		m|mm	M
f110-5	20	f		c|u	M
f110-5	21	yy		ss|s	M
f110-5	22	4+		m	H
f110-5	23	g		u	H
f110-5	24	t		e	H
f110-5	25	e		r	H
f110-5	26	g		u	H
f110-5	27	.v.		n	H
f110-5	28	d		s	H
f110-5	29	14		que	H
f110-5	30	x		e	H
f110-5	31	.v.		n	H
f110-5	32	e		r	H
f110-5	33	T=		m|mm	M
f110-5	34	c		p	H
f110-5	35	d		s	H
f110-5	36	yy		ss|s	M
f110-5	37	E		i|y	M
f110-5	38	q		u	H
f110-5	39	a		a	H
f110-5	40	f		c|u	M
f110-5	41	B		i|y	M
f110-5	42	.v.		n	H
f110-5	43	7		o	H
f110-5	44	o		i	H
f110-5	45	q		u	H
f110-5	46	f		c|u	M
f110-5	47	e		r	H
f110-5	48	o		i	H
f110-5	49	d		s	H
f110-5	50	d		s	H
f110-5	51	d		s	H
f110-5	52	U		?	U
f110-5	53	f		c|u	M
f110-5	54	q		u	H
f110-5	55	U		?	U
f110-5	56	g		u	H
f110-5	57	q		u	H
f110-5	58	12		il	H
f110-6	1	n		l	H
f110-6	2	h		e	H
f110-6	3	L		r	H
f110-6	4	f		c|u	M
f110-6	5	7		o	H
f110-6	6	.v.		n	H
f110-6	7	ff		n|o	M
f110-6	8	.v.		n	H
f110-6	9	t		e	H
f110-6	10	4		?	U
f110-6	11	4+		m	H
f110-6	12	14		que	H
f110-6	13	q		u	H
f110-6	14	40		lui	H
f110-6	15	o		i	H
f110-6	16	Ze		t	H
f110-6	17	n		l	H
f110-6	18	13		qui	H
f110-6	19	g		u	H
f110-6	20	g		u	H
f110-6	21	d		s	H
f110-6	22	U		?	U
f110-6	23	z		?	U
f110-6	24	o		i	H
f110-6	25	d		s	H
f110-6	26	14		que	H
f110-6	27	q		u	H
f110-6	28	s		u	H
f110-6	29	.v.		n	H
f110-6	30	13		qui	H
f110-6	31	z		?	U
f110-6	32	M		f	H
f110-6	33	L		r	H
f110-6	34	m		t	H
f110-6	35	d		s	H
f110-6	36	n		l	H
f110-6	37	7		o	H
f110-6	38	o		i	H
f110-6	39	4+		m	H
f110-6	40	h		e	H
f110-6	41	t		e	H
f110-6	42	w-		d	H
f110-6	43	.v.		n	H
f110-6	44	q		u	H
f110-6	45	h		e	H
f110-6	46	f		c|u	M
f110-6	47	q		u	H
f110-6	48	w-		d	H
f110-6	49	e		r	H
f110-6	50	q		u	H
f110-6	51	26		uous	H
f110-6	52	D		a	H
f110-6	53	7		o	H
f110-6	54	B		i|y	M
f110-6	55	L		r	H
f110-6	56	B		i|y	M
f110-6	57	g		u	H
f110-6	58	h		e	H
f110-6	59	H		o	H
f110-6	60	m		t	H
f110-6	61	o		i	H
f110-6	62	h		e	H
f110-6	63	49		?	U
f110-6	64	15		?	U
f110-6	65	7		o	H
f110-6	66	g		u	H
f110-6	67	A		l	H
f110-6	68	.v.		n	H
f110-6	69	ff		n|o	M
f110-6	70	w-		d	H
f110-6	71	.v.		n	H
f110-6	72	.v.		n	H
f110-6	73	lam		b	H
f110-6	74	o		i	H
f110-7	1	m		t	H
f110-7	2	d		s	H
f110-7	3	.v.		n	H
f110-7	4	B		i|y	M
f110-7	5	J		s	H
f110-7	6	t		e	H
f110-7	7	a		a	H
f110-7	8	e		r	H
f110-7	9	q		u	H
f110-7	10	E		i|y	M
f110-7	11	4		?	U
f110-7	12	q		u	H
f110-7	13	12		il	H
f110-7	14	c		p	H
f110-7	15	w-		d	H
f110-7	16	h		e	H
f110-7	17	s		u	H
f110-7	18	m		t	H
f110-7	19	o		i	H
f110-7	20	13		qui	H
f110-7	21	7		o	H
f110-7	22	q		u	H
f110-7	23	U		?	U
f110-7	24	t		e	H
f110-7	25	9		?	U
f110-7	26	a		a	H
f110-7	27	d		s	H
f110-7	28	o		i	H
f110-7	29	d		s	H
f110-7	30	J		s	H
f110-7	31	L		r	H
f110-7	32	t		e	H
f110-7	33	L		r	H
f110-7	34	w-		d	H
f110-7	35	n		l	H
f110-7	36	he		l	H
f110-7	37	h		e	H
f110-7	38	z		?	U
f110-7	39	J		s	H
f110-7	40	.v.		n	H
f110-7	41	.v.		n	H
f110-7	42	14		que	H
f110-7	43	E		i|y	M
f110-7	44	o		i	H
f110-7	45	t		e	H
f110-7	46	4+		m	H
f110-7	47	7		o	H
f110-8	1	c		p	H
f110-8	2	J		s	H
f110-8	3	n		l	H
f110-8	4	n		l	H
f110-8	5	D2		?	U
f110-8	6	E		i|y	M
f110-8	7	E		i|y	M
f110-8	8	E		i|y	M
f110-8	9	q		u	H
f110-8	10	d		s	H
f110-8	11	w-		d	H
f110-8	12	h		e	H
f110-8	13	f		c|u	M
f110-8	14	g		u	H
f110-8	15	6		i|n|s	M
f110-8	16	a		a	H
f110-8	17	E		i|y	M
f110-8	18	6		i|n|s	M
f110-8	19	t		e	H
f110-8	20	h		e	H
f110-8	21	E		i|y	M
f110-8	22	O		?	U
f110-8	23	e		r	H
f110-8	24	n		l	H
f110-8	25	w-		d	H
f110-8	26	n		l	H
f110-8	27	d		s	H
f110-8	28	q		u	H
f110-8	29	Ze		t	H
f110-8	30	w		?	U
f110-8	31	o		i	H
f110-8	32	A		l	H
f110-8	33	f		c|u	M
f110-8	34	.v.		n	H
f110-8	35	w-		d	H
f110-8	36	h		e	H
f110-8	37	6		i|n|s	M
f110-8	38	U		?	U
f110-8	39	E		i|y	M
f110-8	40	q		u	H
f110-8	41	6		i|n|s	M
f110-8	42	m		t	H
f110-8	43	x		e	H
f110-8	44	n		l	H
f110-8	45	q		u	H
f110-8	46	y		?	U
f110-8	47	13		qui	H
f110-9	1	o		i	H
f110-9	2	o		i	H
f110-9	3	x		e	H
f110-9	4	T		?	U
f110-9	5	t		e	H
f110-9	6	e		r	H
f110-9	7	w-		d	H
f110-9	8	4+		m	H
f110-9	9	7		o	H
f110-9	10	t		e	H
f110-9	11	t		e	H
f110-9	12	t		e	H
f110-9	13	t		e	H
f110-9	14	g		u	H
f110-9	15	f		c|u	M
f110-9	16	4		?	U
f110-9	17	f		c|u	M
f110-9	18	d		s	H
f110-9	19	t		e	H
f110-9	20	x		e	H
f110-9	21	e		r	H
f110-9	22	a		a	H
f110-9	23	q		u	H
f110-9	24	.v.		n	H
f110-9	25	w-		d	H
f110-9	26	Ze		t	H
f110-9	27	h		e	H
f110-9	28	.v.		n	H
f110-9	29	z		?	U
f110-9	30	q		u	H
f110-9	31	f		c|u	M
f110-9	32	B		i|y	M
f110-9	33	U		?	U
f110-9	34	t		e	H
f110-9	35	U		?	U
f110-9	36	f		c|u	M
f110-9	37	t		e	H
f110-9	38	h		e	H
f110-9	39	d		s	H
f110-9	40	z		?	U
f110-9	41	7		o	H
f110-9	42	o		i	H
f110-9	43	a		a	H
f110-9	44	g		u	H
f110-9	45	n		l	H
f110-9	46	z		?	U
f110-9	47	E		i|y	M
f110-9	48	L		r	H
f110-10	1	m		t	H
f110-10	2	q		u	H
f110-10	3	L		r	H
f110-10	4	c		p	H
f110-10	5	g		u	H
f110-10	6	U		?	U
f110-10	7	8		g	H
f110-10	8	o		i	H
f110-10	9	n		l	H
f110-10	10	7		o	H
f110-10	11	t		e	H
f110-10	12	h		e	H
f110-10	13	t		e	H
f110-10	14	6		i|n|s	M
f110-10	15	h		e	H
f110-10	16	d		s	H
f110-10	17	L		r	H
f110-10	18	o		i	H
f110-10	19	E		i|y	M
f110-10	20	d		s	H
f110-10	21	102		?	U
f110-10	22	g		u	H
f110-10	23	h		e	H
f110-10	24	q		u	H
f110-10	25	d		s	H
f110-10	26	x		e	H
f110-10	27	w-		d	H
f110-10	28	x		e	H
f110-10	29	B		i|y	M
f110-10	30	14		que	H
f110-10	31	L		r	H
f110-10	32	t		e	H
f110-10	33	w-		d	H
f110-10	34	m		t	H
f110-10	35	R		p	H
f110-10	36	e		r	H
f110-10	37	13		qui	H
f110-10	38	4+		m	H
f110-10	39	L		r	H
f110-10	40	g		u	H
f110-10	41	a		a	H
f110-10	42	L		r	H
f110-10	43	n		l	H
f110-10	44	m		t	H
f110-10	45	o		i	H
f110-10	46	g		u	H
f110-10	47	L		r	H
f110-11	1	.v.		n	H
f110-11	2	6		i|n|s	M
f110-11	3	x		e	H
f110-11	4	Z		t	H
f110-11	5	n		l	H
f110-11	6	e		r	H
f110-11	7	x		e	H
f110-11	8	L		r	H
f110-11	9	7		o	H
f110-11	10	t		e	H
f110-11	11	f		c|u	M
f110-11	12	h		e	H
f110-11	13	E		i|y	M
f110-11	14	.v.		n	H
f110-11	15	BOX		?	U
f110-11	16	h		e	H
f110-11	17	J		s	H
f110-11	18	T=		m|mm	M
f110-11	19	t		e	H
f110-11	20	n		l	H
f110-11	21	o		i	H
f110-11	22	.v.		n	H
f110-11	23	q		u	H
f110-11	24	4+		m	H
f110-11	25	L		r	H
f110-11	26	6		i|n|s	M
f110-11	27	a		a	H
f110-11	28	a		a	H
f110-11	29	t		e	H
f110-11	30	L		r	H
f110-11	31	d		s	H
f110-11	32	w-		d	H
f110-11	33	L		r	H
f110-11	34	q		u	H
f110-11	35	s		u	H
f110-11	36	e		r	H
f110-11	37	a		a	H
f110-11	38	U		?	U
f110-11	39	e		r	H
f110-11	40	z		?	U
f110-11	41	e		r	H
f110-11	42	oo		d	H
f110-11	43	g		u	H
f110-11	44	e		r	H
f110-12	1	J		s	H
f110-12	2	m		t	H
f110-12	3	J		s	H
f110-12	4	d		s	H
f110-12	5	o		i	H
f110-12	6	7		o	H
f110-12	7	w-		d	H
f110-12	8	E		i|y	M
f110-12	9	4+		m	H
f110-12	10	BOX		?	U
f110-12	11	.v.		n	H
f110-12	12	7		o	H
f110-12	13	U		?	U
f110-12	14	t		e	H
f110-12	15	14		que	H
f110-12	16	f		c|u	M
f110-12	17	6		i|n|s	M
f110-12	18	d		s	H
f110-12	19	L		r	H
f110-12	20	E		i|y	M
f110-12	21	z		?	U
f110-12	22	he		l	H
f110-12	23	t		e	H
f110-12	24	L		r	H
f110-12	25	E		i|y	M
f110-12	26	he		l	H
f110-12	27	L		r	H
f110-12	28	L		r	H
f110-12	29	7		o	H
f110-12	30	B		i|y	M
f110-12	31	f		c|u	M
f110-12	32	o		i	H
f110-12	33	q		u	H
f110-12	34	54		?	U
f110-12	35	ff		n|o	M
f110-12	36	z		?	U
f110-12	37	v		?	U
f110-12	38	24		nostre	H
f110-12	39	U		?	U
f110-12	40	t		e	H
f110-12	41	.v.		n	H
f110-12	42	t		e	H
f110-12	43	U		?	U
f110-12	44	h		e	H
f110-12	45	m		t	H
f110-12	46	M		f	H
f110-12	47	E		i|y	M
f110-12	48	U		?	U
f110-12	49	.v.		n	H
f110-13	1	B		i|y	M
f110-13	2	n		l	H
f110-13	3	W		?	U
f110-13	4	o		i	H
f110-13	5	x		e	H
f110-13	6	U		?	U
f110-13	7	J		s	H
f110-13	8	m		t	H
f110-13	9	7		o	H
f110-13	10	d		s	H
f110-13	11	q		u	H
f110-13	12	n		l	H
f110-13	13	h		e	H
f110-13	14	g		u	H
f110-13	15	y		?	U
f110-13	16	4+		m	H
f110-13	17	E		i|y	M
f110-13	18	T		?	U
f110-13	19	w		?	U
f110-13	20	J		s	H
f110-13	21	14		que	H
f110-13	22	lam		b	H
f110-13	23	o		i	H
f110-13	24	ff		n|o	M
f110-13	25	d		s	H
f110-13	26	.v.		n	H
f110-13	27	h		e	H
f110-13	28	w		?	U
f110-13	29	7		o	H
f110-13	30	M		f	H
f110-13	31	m		t	H
f110-13	32	f		c|u	M
f110-13	33	w-		d	H
f110-13	34	L		r	H
f110-13	35	4		?	U
f110-13	36	m		t	H
f110-13	37	z		?	U
f110-13	38	7		o	H
f110-13	39	t		e	H
f110-13	40	a		a	H
f110-13	41	t		e	H
f110-13	42	f		c|u	M
f110-13	43	n		l	H
f110-13	44	d		s	H
f110-13	45	c		p	H
f110-13	46	H		o	H
f110-14	1	L		r	H
f110-14	2	.v.		n	H
f110-14	3	a		a	H
f110-14	4	q		u	H
f110-14	5	x		e	H
f110-14	6	x		e	H
f110-14	7	S		u|c	M
f110-14	8	L		r	H
f110-14	9	h		e	H
f110-14	10	s		u	H
f110-14	11	d		s	H
f110-14	12	g		u	H
f110-14	13	t		e	H
f110-14	14	.v.		n	H
f110-14	15	yy		ss|s	M
f110-14	16	U		?	U
f110-14	17	t		e	H
f110-14	18	c		p	H
f110-14	19	16		?	U
f110-14	20	h		e	H
f110-14	21	x		e	H
f110-14	22	m		t	H
f110-14	23	Z		t	H
f110-14	24	E		i|y	M
f110-14	25	c		p	H
f110-14	26	7		o	H
f110-14	27	m		t	H
f110-14	28	a		a	H
f110-14	29	x		e	H
f110-14	30	x		e	H
f110-14	31	w		?	U
f110-14	32	f		c|u	M
f110-14	33	L		r	H
f110-14	34	lam		b	H
f110-14	35	T=		m|mm	M
f110-14	36	n		l	H
f110-14	37	f		c|u	M
f110-14	38	m		t	H
f110-14	39	m		t	H
f110-14	40	d		s	H
f110-15	1	D2		?	U
f110-15	2	Ze		t	H
f110-15	3	4+		m	H
f110-15	4	x		e	H
f110-15	5	x		e	H
f110-15	6	U		?	U
f110-15	7	q		u	H
f110-15	8	f		c|u	M
f110-15	9	7		o	H
f110-15	10	ff		n|o	M
f110-15	11	z		?	U
f110-15	12	x		e	H
f110-15	13	m		t	H
f110-15	14	n		l	H
f110-15	15	w-		d	H
f110-15	16	t		e	H
f110-15	17	E		i|y	M
f110-15	18	Z		t	H
f110-15	19	4+		m	H
f110-15	20	x		e	H
f110-15	21	a		a	H
f110-15	22	X		a	H
f110-15	23	e		r	H
f110-15	24	J		s	H
f110-15	25	Ze		t	H
f110-15	26	x		e	H
f110-15	27	U		?	U
f110-15	28	H		o	H
f110-15	29	L		r	H
f110-15	30	H		o	H
f110-15	31	L		r	H
f110-15	32	L		r	H
f110-15	33	a		a	H
f110-15	34	m		t	H
f110-15	35	f		c|u	M
f110-15	36	e		r	H
f110-15	37	q		u	H
f110-15	38	g		u	H
f110-15	39	L		r	H
f110-15	40	L		r	H
f110-15	41	a		a	H
f110-15	42	Ze		t	H
f110-15	43	a		a	H
f110-15	44	z		?	U
f110-15	45	h		e	H
f110-15	46	f		c|u	M
f110-15	47	n		l	H
f110-15	48	q		u	H
f110-15	49	4		?	U
f110-16	1	L		r	H
f110-16	2	o		i	H
f110-16	3	L		r	H
f110-16	4	x		e	H
f110-16	5	B		i|y	M
f110-16	6	47		tous	H
f110-16	7	Ze		t	H
f110-16	8	L		r	H
f110-16	9	c		p	H
f110-16	10	h		e	H
f110-16	11	m		t	H
f110-16	12	w-		d	H
f110-16	13	7		o	H
f110-16	14	t		e	H
f110-16	15	h		e	H
f110-16	16	7		o	H
f110-16	17	f		c|u	M
f110-16	18	B		i|y	M
f110-16	19	f		c|u	M
f110-16	20	a		a	H
f110-16	21	f		c|u	M
f110-16	22	8		g	H
f110-16	23	t		e	H
f110-16	24	yy		ss|s	M
f110-16	25	7		o	H
f110-16	26	U		?	U
f110-16	27	g		u	H
f110-16	28	Ze		t	H
f110-16	29	q		u	H
f110-16	30	7		o	H
f110-16	31	U		?	U
f110-16	32	J		s	H
f110-16	33	a		a	H
f110-16	34	t		e	H
f110-16	35	7		o	H
f110-16	36	g		u	H
f110-16	37	t		e	H
f110-16	38	m		t	H
f110-16	39	z		?	U
f110-16	40	B		i|y	M
f110-16	41	a		a	H
f110-16	42	t		e	H
f110-16	43	z		?	U
f110-16	44	4+		m	H
f110-16	45	E		i|y	M
f110-16	46	w-		d	H
f110-16	47	e		r	H
f110-16	48	M		f	H
f110-16	49	x		e	H
f110-16	50	4+		m	H
f110-16	51	t		e	H
f110-16	52	12		il	H
f110-16	53	E		i|y	M
f110-16	54	w-		d	H
f110-16	55	g		u	H
f110-16	56	4		?	U
f110-16	57	c		p	H
f110-16	58	m		t	H
f110-16	59	n		l	H
f110-16	60	3		e	H
f110-17	1	Ze		t	H
f110-17	2	a		a	H
f110-17	3	o		i	H
f110-17	4	f		c|u	M
f110-17	5	oo		d	H
f110-17	6	h		e	H
f110-17	7	v		?	U
f110-17	8	g		u	H
f110-17	9	J		s	H
f110-17	10	D		a	H
f110-17	11	e		r	H
f110-17	12	d		s	H
f110-17	13	q		u	H
f110-17	14	U		?	U
f110-17	15	o		i	H
f110-17	16	M		f	H
f110-17	17	m		t	H
f110-17	18	J		s	H
f110-17	19	.v.		n	H
f110-17	20	n		l	H
f110-17	21	h		e	H
f110-17	22	d		s	H
f110-17	23	E		i|y	M
f110-17	24	4+		m	H
f110-17	25	a		a	H
f110-17	26	T		?	U
f110-17	27	t		e	H
f110-17	28	J		s	H
f110-17	29	f		c|u	M
f110-17	30	e		r	H
f110-17	31	x		e	H
f110-17	32	U		?	U
f110-17	33	4+		m	H
f110-17	34	f		c|u	M
f110-17	35	J		s	H
f110-17	36	t		e	H
f110-17	37	e		r	H
f110-17	38	z		?	U
f110-17	39	a		a	H
f110-18	1	c		p	H
f110-18	2	s		u	H
f110-18	3	.v.		n	H
f110-18	4	x		e	H
f110-18	5	L		r	H
f110-18	6	.v.		n	H
f110-18	7	a		a	H
f110-18	8	7		o	H
f110-18	9	m		t	H
f110-18	10	L		r	H
f110-18	11	h		e	H
f110-18	12	w-		d	H
f110-18	13	4+		m	H
f110-18	14	U		?	U
f110-18	15	t		e	H
f110-18	16	x		e	H
f110-18	17	c		p	H
f110-18	18	4		?	U
f110-18	19	L		r	H
f110-18	20	a		a	H
f110-18	21	a		a	H
f110-18	22	X		a	H
f110-18	23	t		e	H
f110-18	24	o		i	H
f110-18	25	z		?	U
f110-18	26	o		i	H
f110-18	27	d		s	H
f110-18	28	q		u	H
f110-18	29	a		a	H
f110-18	30	.v.		n	H
f110-18	31	t		e	H
f110-18	32	x		e	H
f110-18	33	A		l	H
f110-18	34	L		r	H
f110-18	35	U		?	U
f110-18	36	7		o	H
f110-18	37	a		a	H
f110-18	38	d		s	H
f110-18	39	c		p	H
f110-18	40	L		r	H
f110-18	41	Ze		t	H
f110-18	42	B		i|y	M
f110-18	43	q		u	H
f110-18	44	4+		m	H
f110-18	45	X		a	H
f110-18	46	4+		m	H
f110-18	47	.v.		n	H
f110-18	48	a		a	H
f110-18	49	n		l	H
f110-18	50	7		o	H
f110-18	51	x		e	H
f110-18	52	B		i|y	M
f110-18	53	4+		m	H
f110-19	1	.v.		n	H
f110-19	2	E		i|y	M
f110-19	3	h		e	H
f110-19	4	B		i|y	M
f110-19	5	a		a	H
f110-19	6	7		o	H
f110-19	7	U		?	U
f110-19	8	t		e	H
f110-19	9	L		r	H
f110-19	10	w-		d	H
f110-19	11	o		i	H
f110-19	12	h		e	H
f110-19	13	w-		d	H
f110-19	14	f		c|u	M
f110-19	15	t		e	H
f110-19	16	4+		m	H
f110-19	17	Z		t	H
f110-19	18	m		t	H
f110-19	19	d		s	H
f110-19	20	q		u	H
f110-19	21	v		?	U
f110-19	22	h		e	H
f110-19	23	t		e	H
f110-19	24	15		?	U
f110-19	25	B		i|y	M
f110-19	26	d		s	H
f110-19	27	4		?	U
f110-19	28	s		u	H
f110-19	29	12		il	H
f110-19	30	7		o	H
f110-19	31	d		s	H
f110-19	32	B		i|y	M
f110-19	33	L		r	H
f110-19	34	.v.		n	H
f110-19	35	f		c|u	M
f110-19	36	f		c|u	M
f110-19	37	c		p	H
f110-19	38	A		l	H
f110-19	39	7		o	H
f110-19	40	q		u	H
f110-19	41	q		u	H
f110-19	42	Ze		t	H
f110-19	43	7		o	H
f110-19	44	f		c|u	M
f110-19	45	g		u	H
f110-19	46	B		i|y	M
f110-19	47	h		e	H
f110-19	48	z		?	U
f110-20	1	y		?	U
f110-20	2	D2		?	U
f110-20	3	t		e	H
f110-20	4	t		e	H
f110-20	5	z		?	U
f110-20	6	e		r	H
f110-20	7	7		o	H
f110-20	8	BOX		?	U
f110-20	9	a		a	H
f110-20	10	o		i	H
f110-20	11	a		a	H
f110-20	12	t		e	H
f110-20	13	121		?	U
f110-20	14	t		e	H
f110-20	15	x		e	H
f110-20	16	t		e	H
f110-20	17	m		t	H
f110-20	18	z		?	U
f110-20	19	L		r	H
f110-20	20	e		r	H
f110-20	21	a		a	H
f110-20	22	t		e	H
f110-20	23	t		e	H
f110-20	24	o		i	H
f110-20	25	h		e	H
f110-20	26	73		?	U
f110-20	27	f		c|u	M
f110-20	28	.v.		n	H
f110-20	29	z		?	U
f110-20	30	2		?	U
f110-20	31	R		p	H
f110-20	32	e		r	H
f110-20	33	w-		d	H
f110-20	34	a		a	H
f110-20	35	w-		d	H
f110-20	36	h		e	H
f110-20	37	f		c|u	M
f110-20	38	e		r	H
f110-20	39	e		r	H
f110-20	40	e		r	H
f110-20	41	d		s	H
f110-20	42	B		i|y	M
f110-20	43	Ze		t	H
f110-20	44	s		u	H
f110-20	45	ff		n|o	M
f110-20	46	A		l	H
f110-20	47	.v.		n	H
f110-20	48	L		r	H
f110-20	49	h		e	H
f110-20	50	4		?	U
f110-20	51	w		?	U
f110-20	52	o		i	H
f110-20	53	t		e	H
f110-20	54	L		r	H
f110-20	55	oo		d	H
f110-20	56	L		r	H
f110-20	57	o		i	H
f110-21	1	g		u	H
f110-21	2	A		l	H
f110-21	3	z		?	U
