line	pos	sign	conf	value	grade
08	21	16	M	e	M
08	22	S33	M	r	M
08	23	26	M	e	M
08	24	S14	M	g	I
08	25	12	H	a	C
08	26	S34	H	r	C
08	27	5	H	d	C
08	29	S16	M	d	I
08	30	102	M	u	M
08	32	4	M	f	I
08	33	12	H	a	C
08	34	60	H	i	C
08	35	S37	H	t	C
09	1	S35	H	s	M
09	2	104	H	u	C
09	3	S36	M	s	M
09	4	5	H	d	C
09	5	64	M	i	M
09	6	9	M	c	M
09	7	S38	H	t	M
09	9	S36	M	s	M
09	10	60	H	i	C
09	11	5	H	l	C
09	13	S36	M	s	M
09	14	16	M	e	M
09	15	S31	H	p	C
09	16	S34	H	r	C
09	17	26	M	e	M
09	18	S35	H	s	M
09	19	16	M	e	M
09	20	15	H	n	C
09	21	S37	H	t	C
09	22	62	M	e	M
09	24	S33	M	r	M
09	25	14	H	a	C
09	27	82	H	o	C
09	28	9	M	c	M
09	29	14	H	a	C
09	30	S36	M	s	M
09	31	24	M	i	M
09	32	44	M	o	M
09	33	45	M	?	U
09	35	5	H	d	C
09	36	16	M	e	M
09	37	5	H	l	C
09	38	26	M	e	M
10	1	S37	H	t	C
10	2	14	H	a	C
10	3	11	H	n	I
10	4	S38	H	t	M
10	5	16	M	e	M
10	6	S34	H	r	C
10	8	S31	H	p	C
10	9	12	H	a	C
10	10	S33	M	r	M
10	11	9	M	c	M
10	12	26	M	e	M
10	13	S35	H	s	M
10	14	S37	H	t	C
10	15	16	M	e	M
10	17	102	M	u	M
10	18	44	M	o	M
10	19	64	M	i	M
10	20	26	M	e	M
10	22	5	H	l	C
10	23	12	M	a	M
10	24	S29	H	m	M
10	25	12	H	a	C
10	26	26	M	e	M
10	27	S27	M	l	M
10	28	16	M	e	M
10	29	15	H	n	C
10	30	9	M	c	M
10	31	82	M	o	M
10	32	S33	M	r	M
10	33	62	M	e	M
10	34	S36	M	s	M
11	1	22	H	pour	C
11	2	S37	M	t	I
11	3	82	H	o	C
11	4	104	H	u	C
11	5	S38	H	t	M
11	6	16	M	e	M
11	7	S36	M	s	M
11	9	28	M	a	M
11	10	102	M	u	M
11	11	S38	H	t	M
11	12	S34	H	r	C
11	13	16	M	e	M
11	14	S36	M	s	M
11	16	82	H	o	C
11	17	9	H	c	C
11	18	12	H	a	C
11	19	S36	M	s	M
11	20	16	H	e	M
11	21	44	M	o	M
11	22	15	H	n	C
11	23	S36	M	s	M
11	25	S52	H	ne	M
11	26	102	M	u	M
11	27	44	M	o	M
11	28	64	M	i	M
11	29	14	H	a	C
11	30	15	M	n	M
11	31	S38	H	t	M
11	32	S31	H	p	C
11	33	82	H	o	C
11	34	60	H	i	M
11	35	S30	H	n	C
11	36	S38	H	t	M
11	37	S58	M	fault	M
11	38	12	H	a	C
11	39	S27	M	l	M
11	40	14	H	a	C
11	41	102	M	u	M
11	42	S36	M	s	M
11	43	S34	H	r	C
11	44	16	M	e	M
11	45	102	M	u	M
11	46	44	M	o	M
11	47	73	M	y	M
11	49	26	M	e	M
11	50	5	M	d|l	M
11	51	?	M	?	U
11	52	6	M	?	U
11	53	S36	M	s	M
11	55	S31	H	p	M
11	56	S33	M	r	M
11	57	28	H	a	C
11	58	S37	H	t	C
11	59	60	M	i	M
11	60	S32	H	q	C
11	61	104	H	u	C
11	62	62	M	e	M
11	63	S36	M	s	M
11	65	S32	M	que	M
11	67	73	M	y	M
11	68	S40	M	z	M
12	1	28	H	a	C
12	2	64	M	i	M
12	3	S38	M	t	M
12	4	S27	M	l	M
12	5	24	H	i	C
12	6	26	M	e	M
12	7	102	M	u	M
12	9	S32	M	que	M
12	10	S35	M	vous	I
12	11	S52	H	m	I
12	12	S35	H	s	M
12	13	44	M	o	M
12	14	60	H	i	C
12	15	62	M	e	M
12	16	73	M	y	M
12	17	S44	M	NULL	M
12	18	S40	H	z	H
12	19	S31	M	p	M
12	20	12	M	a	M
12	21	54	M	ss	M
12	22	26	M	e	M
12	24	S31	H	p	C
12	25	28	M	a	M
12	26	S33	M	r	M
12	27	5	M	d	M
12	28	26	M	e	M
12	29	9	M	c	I
12	30	12	H	a	H
12	32	22	H	pour	I
13	1	12	M	a	M
13	2	S31	M	p	M
13	3	S34	M	r	M
13	4	62	M	e	M
13	5	S36	M	s	M
13	6	S32	H	que	I
13	7	S35	M	vous	I
13	8	14	H	a	C
13	9	102	M	u	M
13	10	S76	H	r	I
13	11	16	M	e	M
13	12	73	M	y	M
13	14	62	M	e	M
13	15	15	H	n	C
13	16	S37	H	t	C
13	17	16	M	e	M
13	18	S30	H	n	C
13	19	5	H	d	C
13	20	104	H	u	C
13	22	9	H	c	C
13	23	44	M	o	M
13	24	7	M	u	M
13	25	61	M	?	U
13	26	9	M	c	M
13	28	S37	H	t	C
13	29	44	M	o	M
13	30	104	H	u	C
13	31	S37	H	t	C
13	32	26	M	e	M
13	33	S36	M	s	M
13	35	9	H	c	C
13	36	17	H	h	M
13	37	82	H	o	C
13	38	S36	M	s	M
14	1	26	M	e	M
14	2	S35	H	s	M
14	4	S31	H	p	C
14	5	14	H	a	C
14	6	54	M	ss	M
14	7	16	M	e	M
14	8	S33	M	r	M
14	9	82	H	o	C
14	10	15	H	n	C
14	11	S37	H	t	C
14	13	S61	M	cy?	M
14	14	S36	M	s	M
14	15	12	H	a	C
14	16	60	H	i	C
14	17	S34	H	r	C
14	18	16	M	e	M
14	20	S45	M	NULL	M
14	22	12	M	a	M
14	23	64	M	i	M
14	24	15	H	n	M
14	25	S36	M	s	M
14	26	60	H	i	C
14	28	S32	M	que	I
14	30	S35	H	vous	I
14	32	14	M	a	M
14	33	5	M	d	M
14	34	102	M	u	M
14	35	60	H	i	C
14	36	S36	M	s	M
14	37	16	M	e	M
14	38	S40	M	z	M
14	39	26	M	e	M
14	40	2	M	?	U
15	1	X	H	?	U
15	2	S35	M	vous	I
15	3	12	H	a	C
15	4	104	H	u	C
15	5	S34	H	r	C
15	6	16	M	e	M
15	7	72	M	i	I
15	9	62	M	e	M
15	10	15	H	n	C
15	11	S37	H	t	C
15	12	26	M	e	M
15	13	S30	H	n	C
15	14	5	H	d	C
15	15	7	H	u	C
15	17	9	H	c	C
15	18	82	M	o	M
15	19	76	M	mm	M
15	20	16	M	e	M
15	22	60	M	i	M
15	23	62	M	e	M
15	24	7	H	u	C
15	25	44	M	o	M
15	26	102	M	u	M
15	27	5	H	d|l	M
15	28	82	H	o	C
15	29	60	H	i	C
15	30	S36	M	s	M
15	32	S28	M	m	M
15	33	26	M	e	M
15	34	58	H	tt	C
15	35	16	H	e	M
16	1	S53	M	dict	M
16	2	7	M	u	M
16	3	S34	H	r	C
16	4	62	M	e	M
16	5	S35	H	s	M
16	6	102	M	u	M
16	7	S36	M	s	M
16	9	5	M	d|l	M
16	10	14	H	a	C
16	11	S31	H	p	C
16	12	S34	H	r	C
16	13	12	H	a	C
16	14	S37	H	t	C
16	15	60	H	i	C
16	16	S32	H	q	C
16	17	102	M	u	M
16	18	16	M	e	M
16	20	5	H	d	C
16	21	7	H	u	C
16	23	9	H	c	C
16	24	28	H	a	C
16	25	52	M	pp	M
16	26	60	H	i	C
16	27	S38	H	t	M
16	28	12	H	a	C
16	29	64	M	i	M
16	30	15	H	n	C
16	31	16	M	e	M
16	33	S27	M	l	M
16	34	24	H	i	C
16	35	X	H	?	U
17	1	104	H	u	C
17	2	64	M	i	M
17	3	44	M	o	M
17	4	9	H	c	C
17	5	16	M	e	M
17	6	S32	H	que	I
17	7	14	H	a	C
17	8	16	M	e	M
17	9	12	H	a	C
17	10	15	H	n	C
17	11	S37	M	t	I
17	12	X	M	?	U
17	14	S58	M	fault	M
17	15	X	M	faut	I
17	16	9	M	c	M
17	17	16	M	e	M
17	18	68	M	ll	I
17	19	104	M	u	M
17	20	60	M	i	M
17	22	S32	H	q	C
17	23	7	H	u	C
17	24	24	M	i	M
17	25	5	H	d|l	M
17	27	X	M	t	I
17	28	12	M	a	M
17	29	102	M	u	M
17	30	S37	M	t	M
17	31	X	M	o	I
17	32	7	M	u	M
18	1	16	M	e	M
18	2	7	H	u	C
18	4	S34	M	r	M
18	5	S28	M	m	M
18	6	12	H	a	C
18	7	16	M	e	M
18	8	S36	M	s	M
18	9	9	M	c	M
18	10	S33	H	r	H
18	11	64	H	i	C
18	12	S44	M	NULL	M
18	13	S38	H	t	M
18	14	X	M	quil	I
18	15	X	H	?	U
18	16	5	M	d|l	M
18	17	S29	M	m	M
18	18	6	M	e	I
18	19	60	H	i	M
18	20	68	M	ll	I
18	21	26	M	e	M
18	22	104	M	u	M
18	23	S34	H	r	C
18	25	62	H	e	H
18	26	7	H	u	C
18	27	44	M	o	M
18	28	5	M	l	M
18	29	82	M	o	M
18	30	15	H	n	M
18	31	S37	H	t	C
18	32	16	M	e	M
18	34	5	M	d	M
18	35	26	M	e	M
19	1	S27	H	l	M
19	2	14	H	a	C
19	3	S37	H	t	C
19	4	28	M	a	M
19	5	15	H	n	C
19	6	S38	H	t	M
19	7	16	H	e	C
19	8	S34	H	r	C
19	9	S32	M	que	I
19	10	5	M	d|l	M
19	11	S62	M	par	M
19	12	X	H	n	I
19	13	12	H	a	C
19	14	60	M	i	M
19	15	14	H	a	C
19	16	S29	H	m	M
19	17	28	M	a	M
19	18	64	M	i	M
19	19	S36	M	s	M
19	21	26	M	e	M
19	22	S35	H	s	M
19	23	S37	H	t	C
19	24	16	M	e	M
19	25	X	M	et	I
19	26	5	M	d|l	M
19	27	S28	M	m	M
19	28	26	M	e	M
19	29	60	H	i	M
19	30	68	H	ll	I
19	31	16	M	e	M
20	1	7	M	u	M
20	2	S34	H	r	C
20	3	62	M	e	M
20	4	16	M	e	M
20	5	S36	M	s	M
20	6	S44	H	NULL	H
20	7	62	M	e	M
20	8	S33	M	r	M
20	9	14	H	a	C
20	10	15	H	n	C
20	11	9	M	c	I
20	12	26	M	e	M
20	13	X	M	?	U
20	14	7	H	u	C
20	15	16	M	e	M
20	16	68	H	ll	I
20	17	26	M	e	M
20	18	S33	M	r	M
20	19	16	M	e	M
20	20	104	M	u	M
20	21	S36	M	s	M
20	22	9	M	c	I
20	23	60	M	i	M
20	24	S34	M	r	M
20	25	14	H	a	C
20	26	5	M	d	M
20	27	82	M	o	M
20	28	15	H	n	C
20	29	S37	M	t	I
20	30	22	M	pour	I
21	1	9	M	c	I
21	2	26	M	e	M
21	3	S35	H	s	M
21	4	S13	M	t	I
21	5	26	M	e	M
21	6	17	M	h	M
21	7	16	M	e	M
21	8	7	H	u	C
21	9	S76	M	r	I
21	10	62	M	e	M
21	11	60	H	i	M
21	12	62	M	e	M
21	13	S52	M	m	I
21	14	S35	M	s	M
21	15	9	H	c	I
21	16	7	H	u	C
21	17	64	M	i	M
21	18	S36	M	s	M
21	19	5	H	d	C
21	20	60	H	i	M
21	21	S33	M	r	M
21	22	16	H	e	H
21	24	12	H	a	C
21	25	102	M	u	M
21	26	S13	M	tu	I
21	27	S34	H	r	H
21	28	26	M	e	M
21	29	9	M	c	I
21	30	17	M	h	M
21	31	44	M	o	M
21	32	S36	M	s	M
22	1	26	M	e	M
22	3	X	H	n	I
22	4	16	M	e	M
22	5	S36	M	s	M
22	6	S37	H	t	C
22	7	14	H	a	C
22	8	15	H	n	C
22	9	S37	H	t	C
22	11	16	H	e	M
22	12	15	H	n	C
22	13	9	M	c	M
22	14	44	M	o	M
22	15	S34	H	r	H
22	16	26	M	e	M
22	17	S36	M	s	M
22	18	S33	M	r	M
22	19	26	M	e	M
22	20	S37	H	t	C
22	21	82	M	o	M
22	22	104	M	u	M
22	23	S34	M	r	M
22	24	X	H	n	I
22	25	62	M	e	M
22	27	5	M	d	M
22	28	26	M	e	M
22	29	S46	H	dict	M
22	30	S27	H	l	M
22	31	64	M	i	M
22	32	102	M	u	M
23	1	60	H	i	M
23	2	82	M	o	M
23	3	S32	M	que	I
23	4	24	H	i	M
23	5	14	H	a	C
23	6	73	M	y	M
23	7	26	M	e	M
23	8	15	H	n	C
23	9	7	H	u	C
23	10	44	M	o	M
23	11	16	H	e	H
23	12	S74	M	Le Roy mre	M
23	13	60	H	i	M
23	14	26	M	e	M
23	15	102	M	u	M
23	16	62	H	e	M
23	17	S34	M	r	M
23	18	S36	M	s	M
23	19	5	H	d|l	M
23	20	102	M	u	M
23	21	64	M	i	M
23	22	22	H	pour	C
23	23	12	M	a	M
23	24	5	M	d	M
23	25	102	M	u	M
23	26	60	M	i	M
23	27	S36	M	s	M
23	28	16	M	e	M
23	29	S34	M	r	M
24	1	S04	H	&	H
24	2	S33	M	r	M
24	3	26	M	e	M
24	4	S36	M	s	M
24	5	82	M	o	M
24	6	102	M	u	M
24	7	5	M	d|l	M
24	8	5	H	d	C
24	9	S34	M	r	M
24	10	16	M	e	M
24	12	62	H	e	M
24	13	15	H	n	C
24	14	S36	M	s	M
24	15	26	M	e	M
24	16	S29	H	m	M
24	17	3	M	b	M
24	18	5	H	l	C
24	19	16	M	e	M
24	20	X	H	?	U
24	21	5	H	d	C
24	22	26	M	e	M
24	23	S36	M	s	M
24	24	S29	H	m	M
24	25	44	M	o	M
24	26	73	M	y	M
24	27	16	M	e	M
24	28	15	H	n	C
24	29	S36	M	s	M
24	31	S32	M	que	I
24	32	X	M	f	I
24	33	12	H	a	C
24	34	7	H	u	C
24	35	5	H	d	C
24	36	S34	M	r	M
24	37	14	H	a	C
25	1	S37	H	t	C
25	2	26	H	e	M
25	3	15	H	n	C
25	4	60	M	i	M
25	5	S34	H	r	C
25	6	22	H	pour	C
25	7	5	M	d|l	M
25	8	26	M	e	M
25	9	87	M	o	I
25	10	16	M	e	M
25	11	S39	M	x	M
25	12	102	M	u	M
25	13	S37	H	t	C
25	14	62	M	e	M
25	15	S34	M	r	M
25	16	S28	H	m	C
25	17	28	M	a	M
25	18	62	M	e	M
25	19	S74	M	Le Roy mre	M
25	20	60	M	i	M
25	21	S36	M	s	M
25	22	5	M	d|l	M
25	23	64	H	i	M
25	24	26	M	e	M
25	25	15	H	n	C
25	27	5	M	d|l	M
25	28	9	M	c	I
25	29	44	M	o	M
26	1	X	M	uu	I
26	2	26	M	e	M
26	3	S40	M	z	M
26	4	S35	M	s	M
26	5	28	M	a	M
26	6	S27	H	l	H
26	7	4	H	?	U
26	8	16	M	e	M
26	9	104	M	u	M
26	10	S34	M	r	M
26	11	26	M	e	M
26	12	S33	H	r	H
26	13	S32	M	que	I
26	14	S53	M	dict	M
26	15	66	M	ff	M
26	16	S52	H	m	I
26	17	S02	M	f	M
26	18	60	H	i	C
26	19	X	M	f	I
26	20	16	H	e	M
26	21	S34	M	r	M
26	22	14	H	a	C
26	23	S32	M	que	I
26	24	S35	M	s	M
26	25	15	M	n	M
26	26	16	M	e	M
26	27	X	M	n	I
26	28	S36	M	s	M
26	29	82	M	o	M
26	30	64	M	i	M
27	1	62	M	e	M
27	2	S20	M	gendarmerie	M
27	3	14	H	a	C
27	4	5	H	d	C
27	5	102	M	u	M
27	6	16	M	e	M
27	7	S34	H	r	H
27	8	X	M	?	U
27	9	6	M	?	U
27	10	73	M	y	M
27	11	S04	M	&	M
27	12	S32	M	que	I
27	13	5	H	d	C
27	14	26	M	e	M
27	15	5	M	d	M
27	16	16	M	e	M
27	17	9	H	c	C
27	18	28	M	a	M
27	19	S52	M	ac	I
27	20	S36	M	s	M
27	21	16	M	e	M
27	22	S35	M	s	M
27	23	S31	M	p	M
27	24	12	H	a	C
27	25	S34	M	r	M
27	26	X	M	g	I
27	27	15	H	n	C
27	28	62	M	e	M
27	29	S33	H	r	M
27	30	14	M	a	M
27	31	X	M	r	I
27	32	60	H	i	C
27	33	26	M	e	M
28	1	S12	M	vne	M
28	2	5	M	d|l	M
28	3	5	M	d|l	M
28	4	16	H	e	H
28	5	S57	H	tout	H
28	6	9	H	c	I
28	7	26	M	e	M
28	8	S39	M	x	M
28	9	S36	M	s	M
28	10	16	M	e	M
28	11	S44	M	NULL	M
28	12	44	M	o	M
28	13	102	M	u	M
28	14	56	M	rr	M
28	15	28	M	a	M
28	16	X	M	f	I
28	17	28	M	a	M
28	18	64	M	i	M
28	19	S34	M	r	M
28	20	16	M	e	M
28	21	22	M	pour	I
28	22	5	M	d|l	M
28	23	104	M	u	M
28	24	26	M	e	M
28	25	15	H	n	C
28	26	60	H	i	C
28	27	S34	H	r	C
28	28	12	H	a	C
28	29	3	M	b	M
28	30	44	M	o	M
29	1	102	M	u	M
29	2	S37	H	t	C
29	3	S35	M	s	M
29	4	5	H	d|l	M
29	5	64	M	i	M
29	6	5	H	d|l	M
29	7	S36	M	s	M
29	8	16	M	e	M
29	9	S33	M	r	M
29	10	14	H	a	C
29	11	S31	H	p	C
29	12	82	M	o	M
29	13	S27	H	l	H
29	14	4	H	?	U
29	15	24	M	i	M
29	16	3	M	b	M
29	17	5	M	d|l	M
29	18	26	M	e	M
29	19	60	H	i	M
29	20	28	M	a	M
29	21	73	M	y	M
29	22	16	M	e	M
29	23	15	H	n	C
29	24	102	M	u	M
29	25	44	M	o	M
29	26	64	M	i	M
29	27	62	M	e	M
29	28	S60	M	o	I
29	29	26	M	e	M
29	30	15	H	n	C
30	1	S36	M	s	M
30	2	5	M	d|l	M
30	3	12	M	a	M
30	4	68	M	ll	I
30	5	16	M	e	M
30	6	S28	H	m	C
30	7	28	M	a	M
30	8	60	M	i	M
30	9	X	M	g	I
30	10	5	M	d|l	M
30	11	26	M	e	M
30	12	S27	M	l	M
30	13	16	M	e	M
30	14	S36	M	s	M
30	15	S32	M	q	I
30	16	7	H	u	C
30	17	16	M	e	M
30	18	8	M	b	I
30	19	S40	M	z	M
30	20	S52	H	m	I
30	21	S65	M	mon?	M
30	22	26	M	e	M
30	23	15	H	n	C
30	24	9	M	c	M
30	25	44	M	o	M
30	26	S34	M	r	M
30	27	16	M	e	M
30	28	S36	M	s	M
30	29	S33	M	r	M
30	30	64	M	i	M
30	31	16	M	e	M
30	32	15	M	n	M
31	1	S36	M	s	M
31	2	12	H	a	H
31	3	60	H	i	M
31	4	S37	H	t	C
31	5	16	M	e	M
31	6	X	H	n	I
31	7	S37	H	t	C
31	8	26	M	e	M
31	9	15	H	n	C
31	10	5	H	d	C
31	11	S34	M	r	M
31	12	62	H	e	H
31	14	X	M	?	U
31	15	102	M	u	M
31	16	64	H	i	H
31	18	S29	H	m	M
31	19	26	M	e	M
31	20	X	M	fait	I
31	21	S31	M	p	M
31	22	16	M	e	M
31	23	15	H	n	C
31	24	S36	M	s	M
31	25	26	M	e	M
31	26	S34	M	r	M
31	27	S32	M	que	I
31	28	5	M	l	M
31	29	16	M	e	M
32	1	S36	M	s	M
32	2	9	H	c	C
32	3	17	H	h	C
32	4	44	M	o	M
32	5	S35	M	s	M
32	6	62	M	e	M
32	7	S36	M	s	M
32	8	15	H	n	C
32	9	73	M	y	M
32	10	S36	H	s	M
32	11	82	M	o	M
32	12	X	H	n	I
32	13	S37	H	t	C
32	14	S35	H	s	M
32	15	73	M	y	M
32	16	26	M	e	M
32	17	X	H	?	U
32	18	9	H	c	C
32	19	17	H	h	C
32	20	12	H	a	C
32	21	102	M	u	M
32	22	S34	M	r	M
32	23	66	M	ff	M
32	24	18	M	cc	M
32	25	S36	M	s	M
32	27	9	M	c	M
32	28	8	M	o	I
32	29	76	M	mm	M
32	30	16	H	e	H
33	1	5	H	d|l	M
33	2	S63	M	tant	M
33	3	S27	M	l	M
33	4	26	M	e	M
33	5	S36	M	s	M
33	6	16	M	e	M
33	7	06	M	uu	I
33	8	62	M	e	M
33	9	S29	M	m	M
33	10	60	H	i	H
33	11	4	M	?	U
33	13	102	M	u	M
33	14	44	M	o	M
33	15	104	M	u	M
33	16	5	M	d|l	M
33	17	5	M	d	M
33	18	S34	H	r	C
33	19	82	M	o	M
33	20	64	M	i	M
33	21	16	M	e	M
33	22	15	H	n	C
33	23	S37	H	t	C
33	24	X	M	?	U
33	25	12	H	a	H
33	26	60	H	i	H
33	27	S34	H	r	H
33	28	26	M	e	M
