line	position	token	kind	grade	note
07	14	6	digit	H	
07	15	11	digit	M	
07	16	5	digit	H	
07	17	16	digit	H	
07	18	5	digit	H	
07	19	164	digit	M	tight run at line end
08	1	77	digit	M	"heavy ink, could be ""F"" shaped sign instead of digit pair"
08	2	44	digit	H	
08	3	1	digit	M	
08	4	5	digit	H	
08	5	16	digit	H	
08	6	10	digit	M	
08	7	4	digit	H	
08	8	64	digit	H	
08	9	6	digit	H	
08	10	6	digit	H	
08	11	1	digit	M	
08	12	5	digit	H	
08	13	to	digit	M	
08	14	16	digit	H	
08	15	6	digit	H	
08	16	1	digit	M	
08	17	5	digit	H	
08	18	10	digit	M	
08	19	12	digit	M	
08	20	60	digit	H	
09	1	5	digit	H	
09	2	104	digit	H	
09	3	5	digit	M	
09	4	649	digit	M	tight run, could segment differently
09	5	60	digit	H	
09	6	5	digit	H	
09	7	16	digit	H	
09	8	6	digit	H	
09	9	16	digit	H	
09	10	11	digit	M	
09	11	6	digit	H	
09	12	14	digit	H	
09	13	8	digit	H	
09	14	9	digit	H	
09	15	14	digit	M	
09	16	4	digit	H	
09	17	16	digit	H	
09	18	5	digit	H	
09	19	6	digit	H	
10	1	to	digit	M	
10	2	14	digit	H	
10	3	16	digit	H	
10	4	12	digit	M	
10	5	9	digit	H	
10	6	6	digit	H	
10	7	5	digit	H	
10	8	to	digit	M	
10	9	16	digit	H	
10	10	60	digit	M	
10	11	4	digit	H	
10	12	4	digit	H	
10	13	6	digit	H	
10	14	5	digit	H	
10	15	12	digit	M	
10	16	12	digit	M	
10	17	6	digit	H	
10	18	16	digit	H	
10	19	18	digit	M	
10	20	98	digit	M	
10	21	6	digit	H	
11	1	22	digit	M	
11	2	46	digit	M	
11	3	8	digit	H	
11	4	104	digit	H	
11	5	16	digit	H	
11	6	4	digit	H	
11	7	9	digit	H	
11	8	10	digit	M	
11	9	16	digit	H	
11	10	4	digit	H	
11	11	8	digit	H	
11	12	9	digit	H	
11	13	12	digit	M	
11	14	4	digit	H	
11	15	16	digit	H	
11	16	4	digit	H	
11	17	4	digit	H	
11	18	15	digit	H	
11	19	10	digit	H	
11	20	4	digit	H	
11	21	4	digit	H	
11	22	6	digit	H	
11	23	4	digit	H	
11	24	14	digit	H	
11	25	15	digit	H	
11	26	9	digit	H	
11	27	8	digit	H	
12	1	8	digit	M	
12	2	64	digit	H	
12	3	4	digit	H	
12	4	6	digit	H	
12	5	4	digit	H	
12	6	26	digit	M	
12	7	5	digit	H	
12	8	44	digit	H	
12	9	60	digit	H	
12	10	6	digit	H	
12	11	73	digit	H	
12	12	12	digit	M	
12	13	5	digit	H	
12	14	4	digit	H	
12	15	8	digit	M	
12	16	15	digit	H	
12	17	6	digit	H	
12	18	9	digit	H	
12	19	12	digit	M	
13	1	12	digit	M	blotted at line top edge (bleed from line above)
13	2	60	digit	H	
13	3	5	digit	H	
13	4	14	digit	H	
13	5	10	digit	M	
13	6	16	digit	H	
13	7	3	digit	M	
13	8	1	digit	M	
13	9	5	digit	H	
13	10	16	digit	H	
13	11	104	digit	H	
13	12	9	digit	H	
13	13	4	digit	H	
13	14	7	digit	H	
13	15	6	digit	H	
13	16	16	digit	H	
13	17	4	digit	H	
13	18	4	digit	H	
13	19	10	digit	M	
13	20	4	digit	H	
13	21	to	digit	M	
13	22	6	digit	H	
13	23	9	digit	H	
13	24	178	digit	M	tight cluster near right edge
14	1	5	digit	H	
14	2	8	digit	H	
14	3	9	digit	H	
14	4	14	digit	H	
14	5	5	digit	H	
14	6	4	digit	H	
14	7	16	digit	H	
14	8	5	digit	H	
14	9	12	digit	M	
14	10	60	digit	H	
14	11	16	digit	H	
14	12	12	digit	M	
14	13	6	digit	H	
14	14	15	digit	H	
14	15	60	digit	H	
14	16	5	digit	H	
14	17	14	digit	H	
14	18	100	digit	M	
14	19	z	digit	M	could be digit 2 (period form) rather than the usual z-flourish sign, kept distinct because it directly abuts a digit with no gap
14	20	60	digit	H	
14	21	16	digit	H	
14	22	6	digit	H	
15	1	4	digit	H	
15	2	5	digit	H	
15	3	12	digit	M	
15	4	104	digit	H	
15	5	16	digit	H	
15	6	6	digit	H	
15	7	15	digit	H	
15	8	6	digit	H	
15	9	9	digit	H	
15	10	98	digit	M	
15	11	7	digit	H	
15	12	16	digit	H	
15	13	6	digit	H	
15	14	60	digit	H	
15	15	6	digit	H	
15	16	74	digit	M	
15	17	4	digit	H	
15	18	10	digit	M	
15	19	55	digit	M	
15	20	60	digit	H	
15	21	4	digit	H	
15	22	65	digit	M	
15	23	58	digit	M	
15	24	16	digit	H	
16	1	7	digit	H	
16	2	Ao	digit	M	could be Ao-ligature reused rather than digit
16	3	6	digit	H	
16	4	5	digit	H	
16	5	10	digit	M	
16	6	5	digit	H	
16	7	1	digit	M	
16	8	16	digit	H	
16	9	60	digit	H	
16	10	10	digit	M	
16	11	16	digit	H	
16	12	57	digit	M	
16	13	9	digit	H	
16	14	8	digit	H	
16	15	60	digit	H	
16	16	6	digit	H	
16	17	12	digit	M	
16	18	6	digit	H	
16	19	4	digit	H	
16	20	1	digit	M	
16	21	5	digit	H	
16	22	16	digit	H	
17	1	10	digit	M	
17	2	4	digit	H	
17	3	64	digit	H	
17	4	9	digit	H	
17	5	16	digit	H	
17	6	14	digit	H	
17	7	16	digit	H	
17	8	1	digit	M	
17	9	1	digit	M	
17	10	5	digit	H	
17	11	to	digit	M	
17	12	9	digit	H	
17	13	16	digit	H	
17	14	6	digit	H	
17	15	1	digit	M	
17	16	4	digit	H	
17	17	v0	digit	M	"could be ""vo"" ligature instead of digits"
17	18	7	digit	H	
17	19	4	digit	H	
17	20	5	digit	H	
18	1	4	digit	H	
18	2	167	digit	M	
18	3	16	digit	H	
18	4	4	digit	H	
18	5	6	digit	H	
18	6	60	digit	H	
18	7	6	digit	H	
18	8	6	digit	H	
18	9	10	digit	M	
18	10	4	digit	H	
18	11	6	digit	H	
18	12	7	digit	H	
18	13	4	digit	H	
18	14	58	digit	M	
18	15	12	digit	M	
18	16	15	digit	H	
18	17	to	digit	M	
18	18	16	digit	H	
19	1	14	digit	H	
19	2	15	digit	H	
19	3	16	digit	H	
19	4	5	digit	H	
19	5	12	digit	M	
19	6	60	digit	H	
19	7	14	digit	H	
19	8	z	digit	M	could be digit 2 or the z-flourish sign, abuts adjacent digit tightly
19	9	8	digit	H	
19	10	6	digit	H	
19	11	5	digit	H	
19	12	16	digit	H	
19	13	6	digit	H	
19	14	5	digit	H	
19	15	6	digit	H	
19	16	60	digit	H	
19	17	57	digit	M	
19	18	16	digit	H	
20	1	6	digit	H	
20	2	10	digit	M	
20	3	6	digit	H	
20	4	14	digit	H	
20	5	1	digit	M	
20	6	5	digit	H	
20	7	9	digit	H	
20	8	6	digit	H	
20	9	7	digit	H	
20	10	1	digit	M	
20	11	66	digit	M	
20	12	8	digit	H	
20	13	6	digit	H	
20	14	10	digit	M	
20	15	10	digit	M	
20	16	4	digit	H	
20	17	960	digit	M	tight run near end of line
20	18	14	digit	H	
20	19	58	digit	M	
20	20	15	digit	H	
20	21	to	digit	M	
21	1	9	digit	H	
21	2	6	digit	H	
21	3	15	digit	H	
21	4	6	digit	H	
21	5	14	digit	H	
21	6	167	digit	M	
21	7	Ao	digit	M	
21	8	60	digit	H	
21	9	Ao	digit	M	
21	10	8	digit	H	
21	11	97	digit	M	
21	12	64	digit	H	
21	13	5	digit	H	
21	14	60	digit	H	
21	15	16	digit	H	
21	16	12	digit	M	
21	17	10	digit	M	
21	18	Ao	digit	M	
21	19	6	digit	H	
21	20	9	digit	H	
21	21	174	digit	M	
21	22	4	digit	H	
22	1	6	digit	H	
22	2	na	digit	M	could be na-ligature reused
22	3	16	digit	H	
22	4	14	digit	H	
22	5	5	digit	H	
22	6	to	digit	M	
22	7	16	digit	H	
22	8	15	digit	H	
22	9	9	digit	H	
22	10	44	digit	H	
22	11	6	digit	H	
22	12	6	digit	H	
22	13	to	digit	M	
22	14	104	digit	H	
22	15	Ao	digit	M	
22	16	na	digit	M	
22	17	6	digit	H	
22	18	5	digit	H	
22	19	6	digit	H	
22	20	6	digit	H	
22	21	4	digit	H	
22	22	10	digit	M	
23	1	60	digit	H	
23	2	8	digit	H	
23	3	4	digit	H	
23	4	14	digit	H	
23	5	7	digit	H	
23	6	6	digit	H	
23	7	1	digit	M	
23	8	7	digit	H	
23	9	4	digit	H	
23	10	16	digit	H	
23	11	6	digit	H	
23	12	9	digit	H	
23	13	6	digit	H	
23	14	10	digit	M	
23	15	6	digit	H	
23	16	10	digit	M	
23	17	6	digit	H	
23	18	4	digit	H	
23	19	22	digit	M	
23	20	12	digit	M	
23	21	5	digit	H	
23	22	10	digit	M	
23	23	60	digit	H	
23	24	16	digit	H	
23	25	Ao	digit	M	
24	1	11	digit	M	
24	2	6	digit	H	
24	3	4	digit	H	
24	4	5	digit	H	
24	5	10	digit	M	
24	6	5	digit	H	
24	7	5	digit	H	
24	8	10	digit	M	
24	9	6	digit	H	
24	10	6	digit	H	
24	11	1	digit	M	
24	12	5	digit	H	
24	13	to	digit	M	
24	14	6	digit	H	
24	15	z	digit	M	
24	16	5	digit	H	
24	17	16	digit	H	
24	18	5	digit	H	
24	19	4	digit	H	
24	20	7	digit	H	
24	21	16	digit	H	
24	22	15	digit	H	
24	23	12	digit	M	
24	24	7	digit	H	
24	25	3	digit	M	
24	26	14	digit	H	
25	1	to	digit	M	
25	2	6	digit	H	
25	3	1	digit	M	
25	4	5	digit	H	
25	5	60	digit	H	
25	6	5	digit	H	
25	7	6	digit	H	
25	8	v0	digit	M	
25	9	7	digit	H	
25	10	6	digit	H	
25	11	9	digit	H	
25	12	6	digit	H	
25	13	to	digit	M	
25	14	6	digit	H	
25	15	Ao	digit	M	
25	16	5	digit	H	
25	17	6	digit	H	
25	18	60	digit	H	
25	19	5	digit	H	
25	20	64	digit	H	
25	21	6	digit	H	
25	22	15	digit	H	
25	23	9	digit	H	
25	24	44	digit	H	
26	1	62	digit	M	
26	2	5	digit	H	
26	3	16	digit	H	
26	4	10	digit	M	
26	5	6	digit	H	
26	6	7	digit	H	
26	7	5	digit	H	
26	8	66	digit	M	
26	9	60	digit	H	
26	10	16	digit	H	
26	11	Ao	digit	M	
26	12	14	digit	H	
26	13	9	digit	H	
26	14	60	digit	H	
26	15	15	digit	H	
26	16	16	digit	H	
26	17	32	digit	M	
26	18	64	digit	H	
27	1	v0	digit	M	first cluster after the top-line bleed-through
27	2	14	digit	H	
27	3	5	digit	H	
27	4	10	digit	M	
27	5	16	digit	H	
27	6	to	digit	M	
27	7	67	digit	M	
27	8	5	digit	H	
27	9	6	digit	H	
27	10	5	digit	H	
27	11	16	digit	H	
27	12	9	digit	H	
27	13	5	digit	H	
27	14	16	digit	H	
27	15	5	digit	H	
27	16	8	digit	H	
27	17	9	digit	H	
27	18	1	digit	M	
27	19	Ao	digit	M	
27	20	5	digit	H	
27	21	6	digit	H	
27	22	4	digit	H	
27	23	Ao	digit	M	
27	24	60	digit	H	
27	25	6	digit	H	
28	1	13	digit	M	
28	2	16	digit	H	
28	3	9	digit	H	
28	4	6	digit	H	
28	5	16	digit	H	
28	6	6	digit	H	
28	7	44	digit	H	
28	8	10	digit	M	
28	9	16	digit	H	
28	10	28	digit	M	
28	11	64	digit	H	
28	12	16	digit	H	
28	13	22	digit	M	
28	14	5	digit	H	
28	15	104	digit	H	
28	16	6	digit	H	
28	17	15	digit	H	
28	18	60	digit	H	
28	19	Ao	digit	M	
28	20	12	digit	M	
28	21	344	digit	M	tight run at line end
29	1	10	digit	M	
29	2	to	digit	M	
29	3	5	digit	H	
29	4	64	digit	H	
29	5	3	digit	M	
29	6	16	digit	H	
29	7	uu	digit	M	could be uu-ligature reused
29	8	66	digit	M	
29	9	7	digit	H	
29	10	14	digit	H	
29	11	4	digit	H	
29	12	5	digit	H	
29	13	6	digit	H	
29	14	60	digit	H	
29	15	16	digit	H	
29	16	1	digit	M	
29	17	16	digit	H	
29	18	44	digit	H	
29	19	64	digit	H	
30	1	5	digit	H	
30	2	12	digit	M	
30	3	Ao	digit	M	
30	4	5	digit	H	
30	5	68	digit	M	
30	6	16	digit	H	
30	7	5	digit	H	
30	8	60	digit	H	
30	9	3	digit	M	
30	10	6	digit	H	
30	11	16	digit	H	
30	12	4	digit	H	
30	13	7	digit	H	
30	14	16	digit	H	
30	15	52	digit	M	
30	16	16	digit	H	
30	17	6	digit	H	
30	18	15	digit	H	
30	19	9	digit	H	
30	20	44	digit	H	
30	21	16	digit	H	
31	1	12	digit	M	
31	2	60	digit	H	
31	3	to	digit	M	
31	4	16	digit	H	
31	5	ua	digit	M	
31	6	to	digit	M	
31	7	6	digit	H	
31	8	5	digit	H	
31	9	Ao	digit	M	
31	10	64	digit	H	
31	11	19	digit	M	
31	12	64	digit	H	
31	13	6	digit	H	
31	14	5	digit	H	
31	15	6	digit	H	
31	16	1	digit	M	
32	1	9	digit	H	
32	2	17	digit	H	
32	3	4	digit	H	
32	4	4	digit	H	
32	5	5	digit	H	
32	6	6	digit	H	
32	7	7	digit	H	
32	8	1	digit	M	
32	9	5	digit	H	
32	10	5	digit	H	
32	11	8	digit	H	
32	12	na	digit	M	
32	13	to	digit	M	
32	14	5	digit	H	
32	15	6	digit	H	
32	16	5	digit	H	
32	17	9	digit	H	
32	18	17	digit	H	
32	19	1	digit	M	
32	20	10	digit	M	
32	21	66	digit	M	
32	22	18	digit	M	
32	23	25	digit	M	
32	24	7	digit	H	
32	25	616	digit	M	tight cluster at line end
33	1	5	digit	H	
33	2	6	digit	H	
33	3	16	digit	H	
33	4	0	digit	M	
33	5	62	digit	M	
33	6	60	digit	H	
33	7	10	digit	M	
33	8	44	digit	H	
33	9	10	digit	M	
33	10	45	digit	M	
33	11	5	digit	H	
33	12	Ao	digit	M	
33	13	8	digit	H	
33	14	64	digit	H	
33	15	16	digit	H	
33	16	15	digit	H	
33	17	to	digit	M	
33	18	12	digit	M	
33	19	60	digit	H	
33	20	Ao	digit	M	
33	21	6	digit	H	
