line	position	token	kind	grade	note
08	30	60	digit	H	
08	31	S12	sign	M	small cross/dagger mark
09	1	104	digit	H	
09	2	S23	sign	M	small x-cross mark
09	3	5649	digit	M	crowded digit run
09	4	X?	sign	M	"tc"-like ligature cluster
09	5	X?	sign	M	vertical stroke separator
09	6	S23	sign	M	small x-cross mark
09	7	60	digit	H	
09	8	X?	sign	M	vertical stroke separator
09	9	S12	sign	M	small cross/dagger mark
09	10	16	digit	H	
09	11	X?	sign	M	"oAo"-like ligature cluster
09	12	6	digit	H	
09	13	X?	sign	M	vertical stroke separator
09	14	16	digit	H	
09	15	11	digit	M	crowded
09	16	X?	sign	M	"to"-like ligature cluster
09	17	6	digit	H	
09	18	X?	sign	M	vertical stroke separator
09	19	X?	sign	M	capital "R"-like cluster
09	20	14	digit	H	
09	21	X?	sign	M	vertical stroke separator
09	22	8	digit	M	uncertain digit vs sign
09	23	9	digit	H	
09	24	14	digit	H	
09	25	S12	sign	M	small cross/dagger mark
09	26	4	digit	H	
09	27	S12	sign	M	small cross/dagger mark
09	28	S13	sign	M	plus/cross mark
09	29	X?	sign	M	blotted cluster, shape unclear
09	30	X?	sign	M	small "s"-like sign
09	31	16	digit	H	
09	32	X?	sign	M	small "s"-like sign
09	33	6	digit	H	
10	1	X?	sign	M	"to"-like ligature cluster
10	2	14	digit	H	
10	3	X?	sign	M	small "n"-like sign
10	4	X?	sign	M	"tc"-like ligature cluster
10	5	1	digit	M	crowded
10	6	64	digit	H	
10	7	X?	sign	M	capital ligature "Ao"-like, recurring shape
10	8	X?	sign	M	vertical stroke separator
10	9	S07	sign	M	looped ascender
10	10	12	digit	H	
10	11	X?	sign	M	capital "R"-like cluster
10	12	9	digit	H	
10	13	6	digit	H	
10	14	X?	sign	M	vertical stroke separator
10	15	5	digit	H	
10	16	X?	sign	M	"to"-like ligature cluster
10	17	16	digit	H	
10	18	X?	sign	M	vertical stroke separator
10	19	60	digit	H	
10	20	S12	sign	M	small cross/dagger mark
10	21	4	digit	H	
10	22	64	digit	H	
10	23	6	digit	H	
10	24	X?	sign	M	vertical stroke separator
10	25	5	digit	H	
10	26	12	digit	H	
10	27	S18	sign	M	double-loop "uu"-like cluster
10	28	12	digit	H	
10	29	6	digit	H	
10	30	X?	sign	M	vertical stroke separator
10	31	1	digit	H	
10	32	6	digit	H	
10	33	15	digit	H	
10	34	95	digit	H	
10	35	X?	sign	M	capital "R"-like cluster
10	36	6	digit	H	
10	37	4	digit	H	
10	38	X?	sign	M	vertical stroke separator
11	1	X?	sign	M	"to"-like cluster, cut at crop edge
11	2	S23	sign	M	small x/z-cross mark
11	3	104	digit	H	
11	4	X?	sign	M	"tc"-like ligature cluster
11	5	16	digit	H	
11	6	S12	sign	M	small cross/dagger mark
11	7	X?	sign	M	dense cluster "1nt"-like, low confidence, unusually tall/two-row line
11	8	X?	sign	M	multi-letter word-like sign "bonate"-like, low confidence
11	9	X?	sign	M	cluster "al a u"-like, low confidence
11	10	12	digit	M	crowded
11	11	X?	sign	M	bold capital ligature "Ao"-like
11	12	14	digit	H	
11	13	102	digit	M	crowded
11	14	X?	sign	M	vertical stroke separator
11	15	5	digit	H	
11	16	102	digit	M	crowded
11	17	X?	sign	M	"to"-like ligature cluster
11	18	X?	sign	M	capital ligature "Ao"-like, recurring shape
11	19	164	digit	M	crowded
11	20	X?	sign	M	vertical stroke separator
11	21	8	digit	H	
11	22	9	digit	H	
11	23	12	digit	H	
11	24	S07	sign	M	looped ascender
11	25	164	digit	M	crowded
11	26	4	digit	H	
11	27	X?	sign	M	"isk"-like cluster
11	28	X?	sign	M	vertical stroke separator
11	29	X?	sign	M	capital ligature "Ao"-like, recurring shape
11	30	16	digit	H	
11	31	10	digit	M	crowded
11	32	4	digit	H	
11	33	4	digit	H	
11	34	S13	sign	M	plus/cross mark
11	35	X?	sign	M	vertical stroke separator
11	36	6	digit	H	
11	37	X?	sign	M	large ink blot obscures shape
11	38	X?	sign	M	"f"-capital cluster near blot
11	39	X?	sign	M	small "n"-like sign
11	40	S13	sign	M	plus/cross mark
11	41	644	digit	M	crowded
11	42	S04	sign	M	hash/lattice mark
11	43	102	digit	M	crowded
11	44	44	digit	H	
11	45	64	digit	H	
11	46	14	digit	H	
11	47	X?	sign	M	"to"-like ligature cluster
11	48	8	digit	H	
11	49	X?	sign	M	small "c"-like sign
11	50	X?	sign	M	small "a"-like sign
11	51	X?	sign	M	vertical stroke separator
11	52	S13	sign	M	plus/cross mark
11	53	S12	sign	M	small cross/dagger mark
11	54	9	digit	H	
11	55	X?	sign	M	small "u"-like sign
11	56	X?	sign	M	capital "C"-like cluster
11	57	S26	sign	M	word-like abbreviation flourish "qual"-ish
11	58	X?	sign	M	small trailing mark
12	1	8	digit	H	
12	2	64	digit	H	
12	3	X?	sign	M	"tc"-like ligature cluster
12	4	S17	sign	M	bold ff/H ligature
12	5	4	digit	H	
12	6	6	digit	H	
12	7	X?	sign	M	small cluster, low confidence, unusually tall/two-row line
12	8	4	digit	H	
12	9	6	digit	H	
12	10	X?	sign	M	vertical stroke separator
12	11	X?	sign	M	capital "Y"-like cluster
12	12	S07	sign	M	looped ascender
12	13	S04	sign	M	hash/lattice mark
12	14	544	digit	M	crowded
12	15	60	digit	H	
12	16	6	digit	H	
12	17	73	digit	H	
12	18	X?	sign	M	cluster near "fN"-like shape, low confidence
12	19	9	digit	H	
12	20	12	digit	M	crowded
12	21	54	digit	M	crowded
12	22	6	digit	H	
12	23	X?	sign	M	vertical stroke separator
12	24	104	digit	H	
12	25	6	digit	H	
12	26	X?	sign	M	"pa"-like ligature cluster
12	27	X?	sign	M	small "g"-like sign
12	28	9	digit	H	
12	29	12	digit	M	crowded
12	30	54	digit	M	crowded
12	31	6	digit	H	
12	32	X?	sign	M	vertical stroke separator
12	33	X?	sign	M	capital "R"-like cluster
12	34	6	digit	H	
12	35	9	digit	H	
12	36	12	digit	M	crowded
12	37	X?	sign	M	vertical stroke separator
12	38	12	digit	M	crowded
13	1	12	digit	H	
13	2	X?	sign	M	looped cluster, no atlas match
13	3	X?	sign	M	capital "R"-like cluster
13	4	S12	sign	M	small cross/dagger mark
13	5	X?	sign	M	capital "Y"-like cluster
13	6	S07	sign	M	looped ascender
13	7	14	digit	H	
13	8	X?	sign	M	"to"-like ligature cluster
13	9	X?	sign	M	capital ligature "Ao"-like, recurring shape
13	10	16	digit	H	
13	11	X?	sign	M	vertical stroke separator
13	12	6	digit	H	
13	13	15	digit	H	
13	14	X?	sign	M	"to"-like ligature cluster
13	15	16	digit	H	
13	16	X?	sign	M	"na"-like ligature cluster
13	17	104	digit	H	
13	18	X?	sign	M	vertical stroke separator
13	19	9447	digit	M	crowded digit run
13	20	619	digit	M	crowded
13	21	X?	sign	M	small "h"-like sign
13	22	X?	sign	M	vertical stroke separator
13	23	X?	sign	M	"to"-like ligature cluster
13	24	44	digit	H	
13	25	104	digit	H	
13	26	X?	sign	M	"to"-like ligature cluster
13	27	6	digit	H	
13	28	S13	sign	M	plus/cross mark
13	29	X?	sign	M	vertical stroke separator
13	30	X?	sign	M	"ch"-like ligature cluster
13	31	S07	sign	M	looped ascender
13	32	9178	digit	M	crowded digit run
13	33	S13	sign	M	plus/cross mark
14	1	X?	sign	M	small "x."-like cluster
14	2	60	digit	H	
14	3	X?	sign	M	"f a u"-like ligature cluster
14	4	X?	sign	M	vertical stroke separator
14	5	1	digit	M	crowded
14	6	4	digit	H	
14	7	54	digit	H	
14	8	16	digit	H	
14	9	X?	sign	M	capital "R"-like cluster
14	10	8	digit	H	
14	11	X?	sign	M	vertical stroke separator
14	12	X?	sign	M	"isto"-like ligature cluster
14	13	X?	sign	M	vertical stroke separator
14	14	S07	sign	M	looped ascender
14	15	S12	sign	M	small cross/dagger mark
14	16	12	digit	H	
14	17	60	digit	H	
14	18	X?	sign	M	capital ligature "Ao"-like, recurring shape
14	19	16	digit	H	
14	20	X?	sign	M	vertical stroke separator
14	21	12	digit	H	
14	22	6	digit	H	
14	23	15	digit	H	
14	24	S12	sign	M	small cross/dagger mark
14	25	60	digit	H	
14	26	X?	sign	M	vertical stroke separator
14	27	X?	sign	M	capital "Y"-like cluster
14	28	X?	sign	M	vertical stroke separator
14	29	S07	sign	M	looped ascender
14	30	14	digit	H	
14	31	100	digit	M	crowded
14	32	60	digit	H	
14	33	S12	sign	M	small cross/dagger mark
14	34	16	digit	H	
14	35	X?	sign	M	capital "R"-like cluster
14	36	6	digit	H	
15	1	X?	sign	M	blotted cluster, shape unclear
15	2	4	digit	H	
15	3	S07	sign	M	looped ascender
15	4	12	digit	H	
15	5	104	digit	H	
15	6	X?	sign	M	capital ligature "Ao"-like, recurring shape
15	7	16	digit	H	
15	8	X?	sign	M	capital "R"-like cluster
15	9	6	digit	H	
15	10	15	digit	H	
15	11	X?	sign	M	"to"-like ligature cluster
15	12	6	digit	H	
15	13	X?	sign	M	"uas"-like ligature cluster
15	14	X?	sign	M	blotted cluster, shape unclear
15	15	X?	sign	M	vertical stroke separator
15	16	98	digit	H	
15	17	7	digit	H	
15	18	616	digit	M	crowded
15	19	X?	sign	M	vertical stroke separator
15	20	60	digit	H	
15	21	6	digit	H	
15	22	74	digit	H	
15	23	4	digit	H	
15	24	10	digit	M	crowded
15	25	58	digit	H	
15	26	60	digit	H	
15	27	S04	sign	M	hash/lattice mark
15	28	X?	sign	M	vertical stroke separator
15	29	X?	sign	M	small "m"-like cluster
15	30	6	digit	H	
15	31	5816	digit	M	crowded digit run
15	32	X?	sign	M	"na"-like ligature cluster
16	1	S17	sign	M	bold ff/H ligature
16	2	X?	sign	M	capital ligature "Ao"-like, recurring shape
16	3	6	digit	H	
16	4	S07	sign	M	looped ascender
16	5	102	digit	M	crowded
16	6	S12	sign	M	small cross/dagger mark
16	7	X?	sign	M	vertical stroke separator
16	8	5	digit	H	
16	9	14	digit	H	
16	10	X?	sign	M	capital ligature "Ao"-like, recurring shape
16	11	12	digit	H	
16	12	X?	sign	M	"to"-like ligature cluster
16	13	60	digit	H	
16	14	S06	sign	M	cursive ligature resembling "2" joined to looped "f"
16	15	102	digit	M	crowded
16	16	16	digit	H	
16	17	X?	sign	M	vertical stroke separator
16	18	X?	sign	M	small "s"-like sign
16	19	X?	sign	M	vertical stroke separator
16	20	9	digit	H	
16	21	8	digit	H	
16	22	S06	sign	M	cursive ligature resembling "2" joined to looped "f"
16	23	60	digit	H	
16	24	X?	sign	M	small "t"-like ascender
16	25	12	digit	H	
16	26	6	digit	H	
16	27	11	digit	M	crowded
16	28	16	digit	H	
16	29	X?	sign	M	vertical stroke separator
16	30	X?	sign	M	bold capital ligature "Af"-like
16	31	4	digit	H	
17	1	104	digit	H	
17	2	64	digit	H	
17	3	S04	sign	M	hash/lattice mark
17	4	916	digit	M	crowded digit run
17	5	X?	sign	M	capital ligature with descender, no atlas match
17	6	14	digit	H	
17	7	16	digit	H	
17	8	12	digit	H	
17	9	15	digit	H	
17	10	X?	sign	M	"to"-like ligature cluster
17	11	S23	sign	M	small x-cross mark
17	12	X?	sign	M	vertical stroke separator
17	13	X?	sign	M	ligature cluster ("fait"-like), no atlas match
17	14	916	digit	M	crowded digit run
17	15	6	digit	H	
17	16	1	digit	M	crowded
17	17	4	digit	H	
17	18	S13	sign	M	plus/cross mark
17	19	90	digit	H	
17	20	X?	sign	M	vertical stroke separator
17	21	X?	sign	M	small "u"-like sign
17	22	X?	sign	M	small "q"-like sign
17	23	X?	sign	M	small "u"-like sign
17	24	X?	sign	M	capital "x"-like cluster
17	25	4	digit	H	
17	26	X?	sign	M	small trailing mark
17	27	X?	sign	M	bold capital ligature "C"-like, underline/strike-through beneath it
17	28	X?	sign	M	small "a"-like sign
17	29	X?	sign	M	"tt"-like cluster
17	30	S12	sign	M	small cross/dagger mark
17	31	X?	sign	M	small trailing mark
17	32	X?	sign	M	small "u"-like sign
18	1	167	digit	M	crowded digit run
18	2	X?	sign	M	"to+m"-like ligature cluster
18	3	12	digit	H	
18	4	164	digit	M	crowded
18	5	X?	sign	M	small cluster near "k9", no atlas match
18	6	X?	sign	M	capital "R"-like cluster
18	7	6	digit	H	
18	8	X?	sign	M	vertical stroke separator
18	9	6	digit	H	
18	10	S12	sign	M	small cross/dagger mark
18	11	X?	sign	M	"to"-like ligature cluster
18	12	S26	sign	M	word-like abbreviation flourish "qual"-ish
18	13	X?	sign	M	small "c"-like sign
18	14	X?	sign	M	"fmc"-like ligature cluster
18	15	S12	sign	M	small cross/dagger mark
18	16	X?	sign	M	bold capital cluster "LE"-like
18	17	X?	sign	M	small "u"-like sign
18	18	X?	sign	M	small "u"-like sign
18	19	X?	sign	M	capital "R"-like cluster
18	20	X?	sign	M	vertical stroke separator
18	21	X?	sign	M	"to"-like ligature cluster
18	22	4	digit	H	
18	23	X?	sign	M	capital ligature "Ao"-like, recurring shape
18	24	6	digit	H	
18	25	X?	sign	M	vertical stroke separator
18	26	X?	sign	M	"u o"-like cluster
18	27	S07	sign	M	looped ascender
18	28	744	digit	H	
18	29	88	digit	H	
18	30	X?	sign	M	vertical stroke separator
18	31	X?	sign	M	small "u"-like sign
18	32	X?	sign	M	"to"-like ligature cluster
18	33	6	digit	H	
18	34	12	digit	H	
18	35	6	digit	H	
19	1	S17	sign	M	bold ff/H ligature
19	2	14	digit	H	
19	3	X?	sign	M	"to"-like ligature cluster
19	4	8	digit	H	
19	5	15	digit	H	
19	6	X?	sign	M	"tc"-like ligature cluster
19	7	16	digit	H	
19	8	X?	sign	M	capital ligature "Ao"-like, recurring shape
19	9	X?	sign	M	capital "Y"-like cluster
19	10	5	digit	H	
19	11	S07	sign	M	looped ascender
19	12	X?	sign	M	"ua"-like ligature cluster
19	13	12	digit	H	
19	14	60	digit	H	
19	15	14	digit	H	
19	16	S18	sign	M	double-loop "uu"-like cluster
19	17	8	digit	H	
19	18	6	digit	H	
19	19	S13	sign	M	plus/cross mark
19	20	S07	sign	M	looped ascender
19	21	12	digit	H	
19	22	6	digit	H	
19	23	S07	sign	M	looped ascender
19	24	X?	sign	M	small "s"-like sign
19	25	X?	sign	M	"to"-like ligature cluster
19	26	S07	sign	M	looped ascender
19	27	12	digit	H	
19	28	6	digit	H	
19	29	S07	sign	M	looped ascender
19	30	X?	sign	M	small "s"-like sign
19	31	X?	sign	M	"to"-like ligature cluster
19	32	1	digit	M	crowded
19	33	6	digit	H	
19	34	X?	sign	M	"ct"-like ligature cluster
19	35	X?	sign	M	small "s"-like sign
19	36	X?	sign	M	small "m"-like cluster
19	37	6	digit	H	
19	38	60	digit	H	
19	39	6	digit	H	
19	40	S17	sign	M	bold ff/H ligature
19	41	X?	sign	M	small "s"-like sign
19	42	16	digit	H	
20	1	X?	sign	M	capital ligature "Ao"-like, recurring shape
20	2	6	digit	H	
20	3	1	digit	M	crowded
20	4	S12	sign	M	small cross/dagger mark
20	5	6	digit	H	
20	6	X?	sign	M	capital "R"-like cluster
20	7	14	digit	H	
20	8	15	digit	H	
20	9	9	digit	H	
20	10	6	digit	H	
20	11	X?	sign	M	"f a"-like ligature cluster
20	12	7	digit	H	
20	13	166	digit	M	crowded
20	14	8	digit	H	
20	15	6	digit	H	
20	16	X?	sign	M	capital "R"-like cluster
20	17	1610	digit	M	crowded digit run
20	18	S12	sign	M	small cross/dagger mark
20	19	96	digit	H	
20	20	X?	sign	M	vertical stroke separator
20	21	1610	digit	M	crowded digit run
20	22	S12	sign	M	small cross/dagger mark
20	23	S23	sign	M	small x-cross mark
20	24	9	digit	H	
20	25	60	digit	H	
20	26	X?	sign	M	capital ligature "Ao"-like, recurring shape
20	27	14	digit	H	
20	28	58	digit	H	
20	29	X?	sign	M	vertical stroke separator
20	30	15	digit	H	
20	31	X?	sign	M	"to"-like ligature cluster
20	32	22	digit	M	crowded
21	1	9	digit	H	
21	2	6	digit	H	
21	3	S07	sign	M	looped ascender
21	4	S12	sign	M	small cross/dagger mark
21	5	6	digit	H	
21	6	17	digit	H	
21	7	16	digit	H	
21	8	X?	sign	M	small capital cluster, no atlas match
21	9	60	digit	H	
21	10	S04	sign	M	hash/lattice mark
21	11	18	digit	H	
21	12	97	digit	H	
21	13	S12	sign	M	small cross/dagger mark
21	14	4	digit	H	
21	15	S23	sign	M	small x-cross mark
21	16	9	digit	M	crowded
21	17	60	digit	H	
21	18	X?	sign	M	capital "R"-like cluster
21	19	16	digit	H	
21	20	12	digit	H	
21	21	10	digit	M	crowded
21	22	S12	sign	M	small cross/dagger mark
21	23	X?	sign	M	capital ligature "Ao"-like, recurring shape
21	24	6	digit	H	
21	25	917	digit	M	crowded digit run
21	26	44	digit	H	
21	27	S23	sign	M	small x-cross mark
22	1	6	digit	H	
22	2	X?	sign	M	"na"-like ligature cluster
22	3	16	digit	H	
22	4	S12	sign	M	small cross/dagger mark
22	5	X?	sign	M	"toi"-like ligature cluster
22	6	4	digit	H	
22	7	X?	sign	M	"isto"-like ligature cluster
22	8	X?	sign	M	vertical stroke separator
22	9	6	digit	H	
22	10	15	digit	H	
22	11	9	digit	H	
22	12	44	digit	H	
22	13	X?	sign	M	capital ligature "Ao"-like, recurring shape
22	14	6	digit	H	
22	15	S23	sign	M	small x-cross mark
22	16	X?	sign	M	capital "R"-like cluster
22	17	X?	sign	M	vertical stroke separator
22	18	6	digit	H	
22	19	X?	sign	M	"to"-like ligature cluster
22	20	8	digit	M	crowded
22	21	104	digit	H	
22	22	X?	sign	M	capital ligature "Ao"-like, recurring shape
22	23	X?	sign	M	"na"-like ligature cluster
22	24	6	digit	H	
22	25	X?	sign	M	vertical stroke separator
22	26	5	digit	H	
22	27	X?	sign	M	vertical stroke separator
22	28	6	digit	H	
22	29	S17	sign	M	bold ff/H ligature
22	30	64	digit	H	
22	31	102	digit	M	crowded
23	1	608	digit	M	crowded digit run
23	2	X?	sign	M	capital "Y"-like cluster
23	3	4	digit	H	
23	4	14	digit	H	
23	5	S23	sign	M	small x/z-cross mark
23	6	X?	sign	M	capital "C"-like cluster
23	7	617	digit	M	crowded digit run
23	8	S07	sign	M	looped ascender
23	9	S12	sign	M	small cross/dagger mark
23	10	16	digit	H	
23	11	S23	sign	M	small x-cross mark with tail
23	12	60	digit	H	
23	13	X?	sign	M	vertical stroke separator
23	14	6	digit	H	
23	15	102	digit	M	crowded
23	16	6	digit	H	
23	17	S07	sign	M	looped ascender
23	18	S13	sign	M	plus/cross mark
23	19	S07	sign	M	looped ascender
23	20	102	digit	M	crowded
23	21	4	digit	H	
23	22	22	digit	M	crowded
23	23	12	digit	H	
23	24	102	digit	M	crowded
23	25	60	digit	H	
23	26	X?	sign	M	small x-cross cluster
23	27	X?	sign	M	small trailing cluster, no atlas match
24	1	S04	sign	M	hash/lattice mark
