# tools/print_check.py, 25 Sep 2026. A search result, not a novelty verdict (CLAUDE.md rule 10).
phrase	source	result	detail	url
du vingt uniesme du passe	ia:bub_gb_bOnmNv2ZLVoC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_bOnmNv2ZLVoC
pour respondre a ce que Scipion	ia:bub_gb_bOnmNv2ZLVoC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_bOnmNv2ZLVoC
bien ayse dentendre que les forces que vous menez	ia:bub_gb_bOnmNv2ZLVoC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_bOnmNv2ZLVoC
sil se presente occasion de le tenter par ceste voie	ia:bub_gb_bOnmNv2ZLVoC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_bOnmNv2ZLVoC
de la pratique du cappitaine Livio	ia:bub_gb_bOnmNv2ZLVoC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_bOnmNv2ZLVoC
la meilleure volonte de la tenter	ia:bub_gb_bOnmNv2ZLVoC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_bOnmNv2ZLVoC
resouldre ensemble des moyens que faudra tenir	ia:bub_gb_bOnmNv2ZLVoC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_bOnmNv2ZLVoC
nestant encores retourne	ia:bub_gb_bOnmNv2ZLVoC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_bOnmNv2ZLVoC
me fait penser que les choses ny sont	ia:bub_gb_bOnmNv2ZLVoC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_bOnmNv2ZLVoC
iay receu les lettres quil vous a pleu mescrire	ia:RevueDesQuestionsHistoriquesA3T5	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22&identifier=RevueDesQuestionsHistoriquesA3T5
du vingt uniesme du passe	ia:RevueDesQuestionsHistoriquesA3T5	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22du%20vingt%20uniesme%20du%20passe%22&identifier=RevueDesQuestionsHistoriquesA3T5
pour respondre a ce que Scipion	ia:RevueDesQuestionsHistoriquesA3T5	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22pour%20respondre%20a%20ce%20que%20Scipion%22&identifier=RevueDesQuestionsHistoriquesA3T5
bien ayse dentendre que les forces que vous menez	ia:RevueDesQuestionsHistoriquesA3T5	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22bien%20ayse%20dentendre%20que%20les%20forces%20que%20vous%20menez%22&identifier=RevueDesQuestionsHistoriquesA3T5
sil se presente occasion de le tenter par ceste voie	ia:RevueDesQuestionsHistoriquesA3T5	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22sil%20se%20presente%20occasion%20de%20le%20tenter%20par%20ceste%20voie%22&identifier=RevueDesQuestionsHistoriquesA3T5
de la pratique du cappitaine Livio	ia:RevueDesQuestionsHistoriquesA3T5	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22de%20la%20pratique%20du%20cappitaine%20Livio%22&identifier=RevueDesQuestionsHistoriquesA3T5
la meilleure volonte de la tenter	ia:RevueDesQuestionsHistoriquesA3T5	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22la%20meilleure%20volonte%20de%20la%20tenter%22&identifier=RevueDesQuestionsHistoriquesA3T5
resouldre ensemble des moyens que faudra tenir	ia:RevueDesQuestionsHistoriquesA3T5	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22resouldre%20ensemble%20des%20moyens%20que%20faudra%20tenir%22&identifier=RevueDesQuestionsHistoriquesA3T5
nestant encores retourne	ia:RevueDesQuestionsHistoriquesA3T5	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22nestant%20encores%20retourne%22&identifier=RevueDesQuestionsHistoriquesA3T5
me fait penser que les choses ny sont	ia:RevueDesQuestionsHistoriquesA3T5	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22me%20fait%20penser%20que%20les%20choses%20ny%20sont%22&identifier=RevueDesQuestionsHistoriquesA3T5
iay receu les lettres quil vous a pleu mescrire	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22
du vingt uniesme du passe	ia-global	1 item(s)	revuehistoriquee02soci (Revue historique et archéologique du Maine)	https://be-api.us.archive.org/fts/v1/search?q=%22du%20vingt%20uniesme%20du%20passe%22
pour respondre a ce que Scipion	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22pour%20respondre%20a%20ce%20que%20Scipion%22
bien ayse dentendre que les forces que vous menez	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22bien%20ayse%20dentendre%20que%20les%20forces%20que%20vous%20menez%22
sil se presente occasion de le tenter par ceste voie	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22sil%20se%20presente%20occasion%20de%20le%20tenter%20par%20ceste%20voie%22
de la pratique du cappitaine Livio	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22de%20la%20pratique%20du%20cappitaine%20Livio%22
la meilleure volonte de la tenter	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22la%20meilleure%20volonte%20de%20la%20tenter%22
resouldre ensemble des moyens que faudra tenir	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22resouldre%20ensemble%20des%20moyens%20que%20faudra%20tenir%22
nestant encores retourne	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22nestant%20encores%20retourne%22
me fait penser que les choses ny sont	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22me%20fait%20penser%20que%20les%20choses%20ny%20sont%22
iay receu les lettres quil vous a pleu mescrire	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22&country=US&maxResults=10
du vingt uniesme du passe	gbooks	4 volume(s)	Xo0WAAAAYAAJ Revue historique et archéologique du Mai 1877; ggcvAAAAYAAJ Le Maine à l'Académie franc̜aise 1877; NeI2AQAAMAAJ Review historique et archeologique du Ma 1877; MrEyAQAAIAAJ Abel Servien, négociateur des traités de 1877	https://www.googleapis.com/books/v1/volumes?q=%22du%20vingt%20uniesme%20du%20passe%22&country=US&maxResults=10
pour respondre a ce que Scipion	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22pour%20respondre%20a%20ce%20que%20Scipion%22&country=US&maxResults=10
bien ayse dentendre que les forces que vous menez	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22bien%20ayse%20dentendre%20que%20les%20forces%20que%20vous%20menez%22&country=US&maxResults=10
sil se presente occasion de le tenter par ceste voie	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22sil%20se%20presente%20occasion%20de%20le%20tenter%20par%20ceste%20voie%22&country=US&maxResults=10
de la pratique du cappitaine Livio	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22de%20la%20pratique%20du%20cappitaine%20Livio%22&country=US&maxResults=10
la meilleure volonte de la tenter	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22la%20meilleure%20volonte%20de%20la%20tenter%22&country=US&maxResults=10
resouldre ensemble des moyens que faudra tenir	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22resouldre%20ensemble%20des%20moyens%20que%20faudra%20tenir%22&country=US&maxResults=10
nestant encores retourne	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22nestant%20encores%20retourne%22&country=US&maxResults=10
me fait penser que les choses ny sont	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22me%20fait%20penser%20que%20les%20choses%20ny%20sont%22&country=US&maxResults=10
iay receu les lettres quil vous a pleu mescrire	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22
du vingt uniesme du passe	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22du%20vingt%20uniesme%20du%20passe%22
pour respondre a ce que Scipion	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22pour%20respondre%20a%20ce%20que%20Scipion%22
bien ayse dentendre que les forces que vous menez	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22bien%20ayse%20dentendre%20que%20les%20forces%20que%20vous%20menez%22
sil se presente occasion de le tenter par ceste voie	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22sil%20se%20presente%20occasion%20de%20le%20tenter%20par%20ceste%20voie%22
de la pratique du cappitaine Livio	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22de%20la%20pratique%20du%20cappitaine%20Livio%22
la meilleure volonte de la tenter	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22la%20meilleure%20volonte%20de%20la%20tenter%22
resouldre ensemble des moyens que faudra tenir	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22resouldre%20ensemble%20des%20moyens%20que%20faudra%20tenir%22
nestant encores retourne	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22nestant%20encores%20retourne%22
me fait penser que les choses ny sont	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22me%20fait%20penser%20que%20les%20choses%20ny%20sont%22
(keywords) Ippolito d'Este Guise 1557	openalex	33 work(s)	Entre l'Aigle, les Lys et la tiare (2021) https://doi.org/10.36253/978-88-5518-519-6; Negotiating power in sixteenth-century Italy: Ippolito II d' (2018) https://doi.org/10.5287/ora-9ezg2bqjy; The Path of Pleasantness (2020) https://doi.org/10.36253/978-88-5518-266-9; V. HERZOGIN VON GUISE (2014) https://doi.org/10.1524/9783486840582.133; The Trial of Giordano Bruno (2022) https://doi.org/10.4324/9781003026082	https://api.openalex.org/works?per-page=5&search=Ippolito%20d%27Este%20Guise%201557
iay receu les lettres quil vous a pleu mescrire	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22
du vingt uniesme du passe	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22du%20vingt%20uniesme%20du%20passe%22
pour respondre a ce que Scipion	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22pour%20respondre%20a%20ce%20que%20Scipion%22
bien ayse dentendre que les forces que vous menez	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22bien%20ayse%20dentendre%20que%20les%20forces%20que%20vous%20menez%22
sil se presente occasion de le tenter par ceste voie	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22sil%20se%20presente%20occasion%20de%20le%20tenter%20par%20ceste%20voie%22
de la pratique du cappitaine Livio	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22de%20la%20pratique%20du%20cappitaine%20Livio%22
la meilleure volonte de la tenter	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22la%20meilleure%20volonte%20de%20la%20tenter%22
resouldre ensemble des moyens que faudra tenir	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22resouldre%20ensemble%20des%20moyens%20que%20faudra%20tenir%22
nestant encores retourne	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22nestant%20encores%20retourne%22
me fait penser que les choses ny sont	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22me%20fait%20penser%20que%20les%20choses%20ny%20sont%22
(keywords) Ippolito d'Este Guise 1557	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22iay%20receu%20les%20lettres%20quil%20vous%20a%20pleu%20mescrire%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=Ippolito%20d%27Este%20Guise%201557
(keywords) Ippolito d'Este Guise 1557	crossref	533876 record(s), top 5 by relevance	Este, Cardinal Ippolito II d’ 10.1093/oao/9781884446054.013.90000371687; Este, Cardinal Ippolito I d’ 10.1093/oao/9781884446054.013.90000371685; ORLANDO FURIOSO DI M. LODOVICO ARIOSTO,, ALL' ILLUSTB.ISS, E 10.1515/9783112447284-003; Guise-Moores, Maj.-Gen. Sir Guise, (24 Dec. 1863–3 Oct. 1942 10.1093/ww/9780199540884.013.u226259; Does Prostate-Specific Antigen Contribute to Bone Metastases 10.1158/1078-0432.ccr-06-0005	https://api.crossref.org/works?rows=5&query.bibliographic=Ippolito%20d%27Este%20Guise%201557
(keywords) cardinal de Ferrare duc de Guise 1557	crossref	10800911 record(s), top 5 by relevance	Duc de Ferrare 10.3998/mpub.12629286.cmp.105; Duc de Ferrare 10.3998/mpub.12629286.cmp.106; Cardinal de Lorraine, Charles de Guise 10.3998/mpub.12629286.cmp.63; Duc de Guise, François de Lorraine 10.3998/mpub.12629286.cmp.62; Duc de Guise, François de Lorraine 10.3998/mpub.12629286.cmp.61	https://api.crossref.org/works?rows=5&query.bibliographic=cardinal%20de%20Ferrare%20duc%20de%20Guise%201557
