line	position	token	kind	grade	note
10	31	11	digit	M	cursive "uu"-shaped digit pair
10	32	98	digit	H	
10	33	X?	sign	H	z-shaped separator mark
10	34	S20	sign	M	fancy looped R-like flourish
10	35	6	digit	H	
10	36	X?	sign	H	z-shaped separator mark
10	37	S13	sign	M	plus/cross mark
10	38	X?	sign	H	vertical bar separator
10	39	5	digit	H	
11	1	X?	sign	M	cursive word fragment "int", plaintext-like, not matched in atlas
11	2	X?	sign	M	cursive word fragment "bonate/donate", plaintext-like, not matched in atlas
11	3	X?	sign	H	vertical bar separator
11	4	104	digit	H	
11	5	S09	sign	M	compact looped ligature "tc"
11	6	16	digit	H	
11	7	S13	sign	M	plus/cross mark
11	8	X?	sign	H	z-shaped separator mark
11	9	S24	sign	M	word-like ligature "al"
11	10	12	digit	H	
11	11	S01	sign	M	ornate capital flourish "Af"
11	12	14	digit	H	
11	13	10	digit	M	
11	14	X?	sign	H	z-shaped separator mark
11	15	X?	sign	H	vertical bar separator
11	16	S24	sign	M	word-like ligature
11	17	10	digit	M	
11	18	X?	sign	H	z-shaped separator mark
11	19	S13	sign	M	cross-like ligature "tAo"
11	20	16	digit	H	
11	21	164	digit	M	dense cluster, uncertain segmentation
11	22	X?	sign	H	vertical bar separator
11	23	8	digit	M	
11	24	X?	sign	H	z-shaped separator mark
11	25	9	digit	H	
11	26	12	digit	M	
11	27	S21	sign	M	f-like mark with descending tail
11	28	16	digit	H	
11	29	44	digit	H	
11	30	S24	sign	M	word-like ligature
11	31	X?	sign	H	vertical bar separator
11	32	S04	sign	M	hash/lattice mark
11	33	10	digit	M	
11	34	X?	sign	H	z-shaped separator mark
11	35	4	digit	H	
11	36	44	digit	H	
11	37	S13	sign	M	plus/cross mark
11	38	X?	sign	M	ambiguous ink blot, possibly damaged sign
11	39	S09	sign	M	compact looped ligature "fi"
11	40	S20	sign	M	fancy looped flourish
11	41	S13	sign	M	plus/cross mark
12	1	X?	sign	H	z-shaped separator mark
12	2	8	digit	H	
12	3	6	digit	H	
12	4	4	digit	H	
12	5	S13	sign	M	plus/cross mark
12	6	S09	sign	M	compact looped ligature "tc"
12	7	S01	sign	M	ornate capital flourish "Af"
12	8	4	digit	M	
12	9	X?	sign	H	z-shaped separator mark
12	10	6	digit	H	
12	11	S06	sign	M	cursive loop ligature
12	12	X?	sign	H	z-shaped separator mark
12	13	X?	sign	H	vertical bar separator
12	14	S20	sign	M	fancy looped Y-like flourish
12	15	S16	sign	M	tall long-s-like flourish
12	16	S04	sign	M	hash/lattice mark
12	17	544	digit	H	
12	18	60	digit	H	
12	19	62	digit	M	
12	20	73	digit	H	
12	21	S20	sign	M	fancy looped flourish
12	22	12	digit	M	
12	23	4	digit	H	
12	24	X?	sign	H	z-shaped separator mark
12	25	6	digit	H	
12	26	X?	sign	H	vertical bar separator
12	27	104	digit	H	
12	28	X?	sign	H	z-shaped separator mark
12	29	S23	sign	M	x/cross mark
12	30	S24	sign	M	word-like ligature "pa"
12	31	8	digit	H	
12	32	S20	sign	M	fancy looped R-like flourish
12	33	X?	sign	H	z-shaped separator mark
12	34	6	digit	H	
12	35	912	digit	M	dense cluster, uncertain segmentation
12	36	X?	sign	H	z-shaped separator mark
12	37	22	digit	H	
13	1	12	digit	H	
13	2	S06	sign	M	cursive loop ligature
13	3	S09	sign	M	compact looped ligature
13	4	6	digit	H	
13	5	X?	sign	H	z-shaped separator mark
13	6	S13	sign	M	plus/cross mark
13	7	S20	sign	M	fancy looped Y-like flourish
13	8	514	digit	M	dense cluster, uncertain segmentation
13	9	10	digit	M	
13	10	X?	sign	H	z-shaped separator mark
13	11	40	digit	M	capital-A-like 4 + o=0
13	12	16	digit	H	
13	13	2	digit	M	
13	14	X?	sign	H	z-shaped separator mark
13	15	13	digit	H	
13	16	S09	sign	M	compact looped ligature "to"
13	17	6	digit	H	
13	18	S24	sign	M	word-like ligature "nas"
13	19	104	digit	H	
13	20	X?	sign	H	vertical bar separator
13	21	944	digit	M	dense cluster, uncertain segmentation
13	22	7	digit	H	
13	23	618	digit	M	dense cluster, uncertain segmentation
13	24	X?	sign	H	vertical bar separator
13	25	S09	sign	M	compact looped ligature "to"
13	26	44	digit	H	
13	27	10	digit	M	
13	28	104	digit	H	
13	29	S09	sign	M	compact looped ligature "to"
13	30	X?	sign	H	z-shaped separator mark
13	31	S13	sign	M	cross-like ligature mark
13	32	X?	sign	H	vertical bar separator
13	33	S06	sign	M	cursive loop ligature "c ch o"
13	34	9178	digit	M	dense cluster, uncertain segmentation
13	35	X?	sign	H	z-shaped separator mark
13	36	4	digit	H	
13	37	S13	sign	M	plus/cross mark
14	1	3	digit	M	
14	2	S06	sign	M	cursive loop ligature "Go"
14	3	4	digit	H	
14	4	4	digit	M	
14	5	54	digit	H	
14	6	16	digit	H	
14	7	S20	sign	M	fancy looped N/R-like flourish
14	8	82	digit	M	
14	9	X?	sign	H	vertical bar separator
14	10	S09	sign	M	compact looped ligature "isto"
14	11	X?	sign	H	vertical bar separator
14	12	S13	sign	M	plus/cross mark
14	13	12	digit	H	
14	14	60	digit	H	
14	15	S01	sign	M	ornate capital flourish "Ao"
14	16	16	digit	H	
14	17	X?	sign	H	vertical bar separator
14	18	X?	sign	H	z-shaped separator mark
14	19	12	digit	H	
14	20	S13	sign	M	plus/cross mark
14	21	15	digit	H	
14	22	S13	sign	M	plus/cross mark
14	23	60	digit	H	
14	24	X?	sign	H	vertical bar separator
14	25	S20	sign	M	fancy looped Y-like flourish
14	26	X?	sign	H	vertical bar separator
14	27	5	digit	H	
14	28	X?	sign	H	vertical bar separator
14	29	14	digit	H	
14	30	10	digit	M	
14	31	X?	sign	H	z-shaped separator mark
14	32	60	digit	H	
14	33	S13	sign	M	plus/cross mark
14	34	16	digit	H	
14	35	S24	sign	M	word-like ligature
14	36	X?	sign	H	z-shaped separator mark
14	37	6	digit	H	
14	38	X?	sign	H	z-shaped separator mark
15	1	S16	sign	M	tall long-s-like flourish
15	2	12	digit	H	
15	3	104	digit	H	
15	4	S01	sign	M	ornate capital flourish "Ao"
15	5	S20	sign	M	fancy looped flourish
15	6	X?	sign	H	z-shaped separator mark
15	7	15	digit	H	
15	8	S09	sign	M	compact looped ligature "to"
15	9	X?	sign	H	z-shaped separator mark
15	10	6	digit	H	
15	11	S24	sign	M	word-like ligature "uas"
15	12	7	digit	H	
15	13	X?	sign	H	z-shaped separator mark
15	14	95	digit	M	
15	15	X?	sign	H	z-shaped separator mark
15	16	7	digit	H	
15	17	616	digit	M	dense cluster, uncertain segmentation
15	18	X?	sign	H	vertical bar separator
15	19	60	digit	H	
15	20	X?	sign	H	z-shaped separator mark
15	21	7	digit	H	
15	22	4	digit	H	
15	23	4	digit	H	
15	24	10	digit	M	
15	25	X?	sign	H	z-shaped separator mark
15	26	5	digit	H	
15	27	5	digit	H	
15	28	X?	sign	H	z-shaped separator mark
15	29	5	digit	M	
15	30	X?	sign	H	z-shaped separator mark
15	31	60	digit	H	
15	32	S13	sign	M	plus/cross mark
15	33	S02	sign	M	bold ff/H-like ligature
15	34	S24	sign	M	word-like ligature "m"
15	35	X?	sign	H	z-shaped separator mark
15	36	6	digit	H	
15	37	58	digit	M	
15	38	16	digit	H	
15	39	S24	sign	M	word-like ligature "na"
16	1	S01	sign	M	ornate capital flourish "Ao"
16	2	6	digit	H	
16	3	X?	sign	H	z-shaped separator mark
16	4	S16	sign	M	tall long-s-like flourish
16	5	10	digit	M	
16	6	X?	sign	H	z-shaped separator mark
16	7	S13	sign	M	plus/cross mark
16	8	X?	sign	H	vertical bar separator
16	9	5	digit	H	
16	10	14	digit	H	
16	11	S24	sign	M	word-like ligature
16	12	S01	sign	M	ornate capital flourish "Ao"
16	13	X?	sign	H	z-shaped separator mark
16	14	S09	sign	M	compact looped ligature "to"
16	15	60	digit	H	
16	16	S06	sign	M	cursive loop ligature
16	17	10	digit	M	
16	18	X?	sign	H	z-shaped separator mark
16	19	16	digit	H	
16	20	X?	sign	H	vertical bar separator
16	21	57	digit	M	
16	22	X?	sign	H	vertical bar separator
16	23	9	digit	H	
16	24	X?	sign	H	z-shaped separator mark
16	25	8	digit	H	
16	26	S24	sign	M	word-like ligature
16	27	60	digit	H	
16	28	S13	sign	M	plus/cross mark
16	29	X?	sign	M	small letter-like mark "a", unclear if digit or sign
16	30	X?	sign	H	z-shaped separator mark
16	31	6	digit	H	
16	32	4	digit	H	
16	33	15	digit	H	
16	34	16	digit	H	
16	35	X?	sign	H	vertical bar separator
16	36	S01	sign	M	ornate capital flourish "Af"
16	37	X?	sign	H	z-shaped separator mark
16	38	4	digit	H	
16	39	S24	sign	M	word-like ligature "m"
17	1	104	digit	H	
17	2	64	digit	H	
17	3	S13	sign	M	plus/cross mark
17	4	916	digit	M	dense cluster, uncertain segmentation
17	5	S20	sign	M	fancy looped Y-like flourish
17	6	14	digit	H	
17	7	S24	sign	M	word-like ligature "iz"
17	8	S24	sign	M	word-like ligature "n's"
17	9	S09	sign	M	compact looped ligature "to"
17	10	X?	sign	H	vertical bar separator
17	11	S24	sign	M	word-like ligature, elaborate
17	12	S02	sign	M	bold ff-like ligature
17	13	916	digit	M	dense cluster, uncertain segmentation
17	14	85	digit	M	
17	15	14	digit	H	
17	16	S13	sign	M	plus/cross mark
17	17	S06	sign	M	cursive loop ligature
17	18	X?	sign	H	vertical bar separator
17	19	S24	sign	M	word-like ligature "qu"
17	20	S24	sign	M	word-like ligature "n"
17	21	S24	sign	M	word-like ligature "re"
17	22	X?	sign	H	z-shaped separator mark
17	23	S24	sign	M	word-like ligature "re"
17	24	4	digit	H	
17	25	S13	sign	M	cross-like ligature "Tfa"
17	26	S24	sign	M	word-like ligature "u"
17	27	S24	sign	M	word-like ligature "tv"
17	28	S06	sign	M	cursive loop ligature "o"
17	29	S24	sign	M	word-like ligature "u"
17	30	X?	sign	M	final horizontal dash mark, unclear
18	1	167	digit	M	dense cluster, uncertain segmentation
18	2	S24	sign	M	word-like ligature "Fom"
18	3	S24	sign	M	word-like ligature "ta"
18	4	164	digit	M	dense cluster, uncertain segmentation
18	5	S16	sign	M	tall flourish
18	6	S13	sign	M	cross-like ligature mark
18	7	64	digit	H	
18	8	S13	sign	M	plus/cross mark
18	9	S06	sign	M	cursive loop ligature "to"
18	10	S13	sign	M	cross-like ligature "tt"
18	11	S24	sign	M	word-like ligature "gui"
18	12	S24	sign	M	word-like ligature "ny"
18	13	S24	sign	M	word-like ligature "uym"
18	14	S13	sign	M	plus/cross mark
18	15	S02	sign	M	bold ff-like ligature
18	16	16	digit	H	
18	17	104	digit	H	
18	18	S01	sign	M	ornate capital flourish "Ao"
18	19	X?	sign	H	z-shaped separator mark
18	20	744	digit	M	dense cluster, uncertain segmentation
18	21	8	digit	H	
18	22	S24	sign	M	word-like ligature "utoi"
18	23	X?	sign	H	z-shaped separator mark
18	24	S06	sign	M	cursive loop ligature "o"
18	25	S06	sign	M	cursive loop ligature "ta"
19	1	S01	sign	M	ornate capital flourish
19	2	14	digit	H	
19	3	S09	sign	M	compact looped ligature "to"
19	4	X?	sign	H	z-shaped separator mark
19	5	5	digit	H	
19	6	S09	sign	M	compact looped ligature "isto"
19	7	16	digit	H	
19	8	S01	sign	M	ornate capital flourish "Ao"
19	9	S24	sign	M	word-like ligature "que"
19	10	S24	sign	M	word-like ligature "n"
19	11	S24	sign	M	word-like ligature "la"
19	12	S16	sign	M	tall flourish "Y"
19	13	5	digit	H	
19	14	S06	sign	M	cursive loop ligature "f"
19	15	S24	sign	M	word-like ligature "uaiz"
19	16	60	digit	H	
19	17	14	digit	H	
19	18	11	digit	M	cursive "uu"-shaped digit pair
19	19	S24	sign	M	letter-like mark "a"
19	20	28	digit	M	
19	21	S13	sign	M	cross-like ligature "d+"
19	22	S06	sign	M	cursive loop ligature "f"
19	23	X?	sign	H	z-shaped separator mark
19	24	6	digit	H	
19	25	S16	sign	M	tall flourish
19	26	S09	sign	M	compact looped ligature "to"
19	27	6	digit	H	
19	28	S13	sign	M	plus/cross mark
19	29	S24	sign	M	word-like ligature "n"
19	30	S24	sign	M	word-like ligature "m"
19	31	X?	sign	H	z-shaped separator mark
19	32	6	digit	H	
19	33	60	digit	H	
19	34	68	digit	H	
19	35	916	digit	M	dense cluster, uncertain segmentation
20	1	S24	sign	M	word-like ligature "gato"
20	2	6	digit	H	
20	3	X?	sign	H	z-shaped separator mark
20	4	104	digit	H	
20	5	9	digit	H	
20	6	X?	sign	H	z-shaped separator mark
20	7	S24	sign	M	word-like ligature "n"
20	8	14	digit	H	
20	9	15	digit	H	
20	10	9	digit	H	
20	11	X?	sign	H	z-shaped separator mark
20	12	6	digit	H	
20	13	S06	sign	M	cursive loop ligature "guu"
20	14	716	digit	M	dense cluster, uncertain segmentation
20	15	68	digit	H	
20	16	X?	sign	H	z-shaped separator mark
20	17	6	digit	H	
20	18	S24	sign	M	word-like ligature "n"
20	19	1610	digit	M	dense cluster, uncertain segmentation
20	20	S13	sign	M	plus/cross mark
20	21	S20	sign	M	fancy looped flourish
20	22	9	digit	H	
20	23	60	digit	H	
20	24	S01	sign	M	ornate capital flourish "Ao"
20	25	14	digit	H	
20	26	58	digit	M	
20	27	X?	sign	H	z-shaped separator mark
20	28	S24	sign	M	word-like ligature "en"
20	29	S13	sign	M	cross-like ligature "to"
20	30	S24	sign	M	word-like ligature "po"
21	1	X?	sign	H	z-shaped separator mark
21	2	6	digit	H	
21	3	S16	sign	M	tall flourish
21	4	X?	sign	H	z-shaped separator mark
21	5	6	digit	H	
21	6	17	digit	H	
21	7	16	digit	H	
21	8	S24	sign	M	word-like ligature "7A"
21	9	X?	sign	H	z-shaped separator mark
21	10	S06	sign	M	cursive loop ligature "6o"
21	11	S24	sign	M	word-like ligature "f"
21	12	X?	sign	H	z-shaped separator mark
21	13	S04	sign	M	hash/lattice mark
21	14	S16	sign	M	tall flourish
21	15	97	digit	M	
21	16	S13	sign	M	cross-like ligature "t4"
21	17	9	digit	H	
21	18	60	digit	H	
21	19	S20	sign	M	fancy looped flourish
21	20	16	digit	H	
21	21	X?	sign	H	vertical bar separator
21	22	12	digit	H	
21	23	10	digit	M	
21	24	X?	sign	H	z-shaped separator mark
21	25	S01	sign	M	ornate capital flourish "A"
21	26	S13	sign	M	plus/cross mark
21	27	S01	sign	M	ornate capital flourish "Ao"
21	28	X?	sign	H	z-shaped separator mark
21	29	6	digit	H	
21	30	9	digit	H	
21	31	744	digit	M	dense cluster, uncertain segmentation
21	32	S23	sign	M	x/cross mark
22	1	X?	sign	H	z-shaped separator mark
22	2	S06	sign	M	cursive loop ligature
22	3	S24	sign	M	word-like ligature "na"
22	4	16	digit	H	
22	5	S13	sign	M	cross-like ligature "ftoi"
22	6	4	digit	M	
22	7	S09	sign	M	compact looped ligature "isto"
22	8	X?	sign	H	vertical bar separator
22	9	6	digit	H	
22	10	15	digit	H	
22	11	9	digit	H	
22	12	S13	sign	M	cross-like ligature "4A"
22	13	S20	sign	M	fancy looped flourish "fo"
22	14	X?	sign	H	z-shaped separator mark
