line	col	A	B	flagged	crop
06	11	69	-		
06	12	26	9		
06	13	S30	X	B	
06	16	-	4		
06	17	44	4		
06	22	S45	5		
06	23	S50	X	B	
06	28	-	S13		
06	29	15	1		
06	30	S37	X	B	
06	31	6	62		
06	32	11	X	B	
06	33	S33	S40		
06	34	10	16		
06	36	X	S79	A	
06	37	S16	5		
06	40	X	S13	A	
07	1	82	5		
07	2	X	|	A	
07	6	S23	S13		
07	8	X	-	A	
07	9	S51	5		
07	12	X	|	A	
07	16	S33	S40		
07	18	S51	S21		
07	20	-	6		
07	21	602	02		
07	23	5	-		
07	27	-	|		
07	29	-	6		
07	30	68	S27		
07	32	S23	S13		
07	33	/	|		
07	35	X	S21	A	
08	2	-	|		
08	3	/	X	B	
08	4	S44	62		
08	5	63	S13		
08	8	X	S21	A	
08	10	-	10		
08	11	104	4		
08	12	68	65		
08	23	S15	-		
08	24	S33	-		
08	26	S28	-		
08	30	5102	102		
08	33	1260	12		
08	34	S37	60		
09	1	-	|		
09	3	7	-		
09	6	-	64		
09	7	649	9		
09	10	X	S13	A	
09	13	S54	S21		
09	15	S13	X	B	
09	17	X	-	A	
09	18	9	26		
09	19	S51	5		
09	21	11	115		
09	23	6	-		
09	24	X	62	A	
09	26	S33	S40		
09	28	-	S13		
09	30	52	-		
09	33	S54	S21		
09	35	S13	S12		
09	39	5	16		
09	40	1652	62		
09	41	6	61		
10	1	|	-		
10	3	-	1		
10	4	S13	4		
10	5	S40	X	B	
10	10	-	3		
10	11	-	X	B	
10	13	S33	-		
10	14	|	X	B	
10	16	S51	-		
10	17	5	S21		
10	21	S13	-		
10	22	4	24		
10	24	X	-	A	
10	25	6	26		
10	30	S54	S21		
10	32	-	115		
10	33	1	98		
10	34	95	|		
10	36	S33	-		
10	38	-	S21		
10	39	-	|		
10	40	S13	5		
11	3	52	-		
11	4	104	X	B	
11	7	X	104	A	
11	8	S44	S24		
11	10	S27	X	B	
11	12	S38	-		
11	13	16	-		
11	14	S54	102		
11	16	52	-		
11	17	102	251		
11	19	-	S38		
11	22	S54	S13		
11	25	912	-		
11	26	S54	-		
11	27	16	-		
11	28	44	9		
11	29	1	12		
11	30	4	016		
11	34	-	|		
11	35	-	S04		
11	36	S54	102		
11	37	18	S21		
11	38	15	X	B	
11	39	S23	S13		
11	40	/	9		
11	41	S04	244		
11	42	102	641		
11	43	44	4		
11	44	6414	15		
11	46	-	104		
11	47	S44	S19		
12	1	78	-		
12	2	64	4		
12	4	S27	X	B	
12	5	14	24		
12	6	26	269		
12	7	602	X	B	
12	9	X	S79	A	
12	10	S51	S21		
12	12	-	S21		
12	15	-	62		
12	16	6273	73		
12	19	-	12		
12	20	S13	24		
12	21	S13	6		
12	22	1246	|		
12	24	S37	-		
12	25	104	-		
12	26	62	-		
12	27	S23	-		
12	28	|	-		
12	30	73	-		
12	31	S40	-		
12	33	94	269		
12	34	9	12		
12	35	62	|		
13	2	S54	S13		
13	6	S33	-		
13	7	19	S44		
13	8	1	S79		
13	9	S51	5		
13	12	S34	S76		
13	14	32	23		
13	21	-	5		
13	24	9447	94		
13	25	S13	476		
13	26	76	6		
13	30	44	4		
13	36	-	S21		
13	37	S51	X	B	
13	38	9178	9		
13	39	62	178		
13	40	S13	52		
14	2	-	S21		
14	3	-	5		
14	4	-	S13		
14	5	S51	604		
14	6	6014	14		
14	7	S54	54		
14	9	S40	X	B	
14	10	82	15		
14	12	-	|		
14	13	S53	X	B	
14	20	X	-	A	
14	25	S54	S21		
14	28	X	S79	A	
14	30	S51	15		
14	32	1002	102		
14	34	S54	S21		
14	36	S40	X	B	
15	3	S51	-		
15	8	63	-		
15	9	S33	-		
15	10	|	X	B	
15	14	S67	-		
15	15	6	26		
15	18	/	|		
15	19	985	98		
15	20	X	76	A	
15	21	7616	16		
15	24	-	26		
15	26	74	44		
15	27	4102	102		
15	28	582	52		
15	30	S51	-		
15	31	|	S75		
15	32	S17	X	B	
15	33	652	26		
15	34	8	58		
16	1	S69	X	B	
16	4	S51	S21		
16	6	S54	-		
16	8	-	5		
16	9	514	14		
16	10	8	9		
16	15	S53	X	B	
16	19	-	5		
16	20	-	7		
16	21	-	9		
16	22	-	744		
16	23	57	102		
16	24	|	52		
16	25	928	60		
16	26	S18	X	B	
16	28	S37	S13		
16	31	-	15		
16	32	1516	16		
16	34	S27	-		
16	37	X	-	A	
17	2	84	64		
17	3	S54	S13		
17	5	S69	-		
17	10	11	15		
17	12	X	S13	A	
17	13	S54	|		
17	14	X	S21	A	
17	15	S17	7		
17	16	916	S27		
17	17	68	62		
17	19	-	40		
17	20	460	9		
17	22	9	-		
17	27	S17	-		
17	28	12	142		
17	29	S27	102		
17	32	X	-	A	
18	3	S49	X	B	
18	6	S54	S21		
18	8	S33	S21		
18	10	8	S13		
18	11	S37	S13		
18	13	S17	-		
18	14	26	-		
18	15	104	-		
18	16	S34	S29		
18	17	S51	60		
18	19	68	62		
18	20	4	104		
18	22	-	|		
18	26	-	S21		
18	27	S51	24		
18	28	|	S37		
18	32	82	-		
18	33	X	9	A	
18	34	X	7	A	
19	1	S17	S27		
19	4	23	62		
19	10	S44	S21		
19	11	S30	X	B	
19	13	6014	60		
19	14	S28	14		
19	15	298	S29		
19	16	S54	28		
19	17	12	64		
19	18	6	S21		
19	20	-	744		
19	21	-	58		
19	22	-	15		
19	23	-	S37		
19	24	-	126		
19	25	-	52		
19	26	-	9		
19	27	S51	S21		
19	31	|	5		
19	32	S28	X	B	
19	35	68	6		
19	36	S17	S27		
19	38	X	-	A	
20	3	-	S21		
20	4	S51	64		
20	5	6	X	B	
20	6	S54	69		
20	8	S37	-		
20	9	S40	X	B	
20	12	-	9		
20	13	-	26		
20	14	926	X	B	
20	15	S53	7		
20	16	716	16		
20	17	S17	S27		
20	18	826	26		
20	19	S40	X	B	
20	20	16104	1016		
20	22	S54	-		
20	23	9	S21		
20	24	60	960		
20	27	58	-		
20	28	X	-	A	
20	31	S44	-		
21	1	-	29		
21	2	926	S21		
21	3	S51	5		
21	6	S17	-		
21	7	1	-		
21	8	69	X	B	
21	9	7	16		
21	10	S76	X	B	
21	12	-	S13		
21	13	S37	60		
21	14	62	X	B	
21	16	185	18		
21	19	S13	-		
21	20	S51	S21		
21	23	S40	X	B	
21	25	-	|		
21	29	X	-	A	
21	31	X	62	A	
21	32	6	9		
21	33	9174	174		
21	34	S54	S21		
21	35	X	4	A	
22	1	-	|		
22	2	X	9	A	
22	5	S54	S21		
22	8	-	1		
22	13	159	15		
22	14	44	94		
22	15	S44	4		
22	17	62	-		
22	18	S23	-		
22	19	S33	26		
22	21	-	S40		
22	22	6	26		
22	24	82	-		
22	25	X	5	A	
22	29	-	62		
22	30	26	|		
22	31	X	52	A	
22	32	526	S13		
22	33	S17	S27		
23	1	-	708		
23	2	608	|		
23	3	X	S79	A	
23	4	X	24	A	
23	6	23	-		
23	8	S40	-		
23	10	S54	44		
23	12	S23	X	B	
23	14	X	26	A	
23	15	6102	102		
23	17	S54	S21		
23	18	104	64		
23	19	S54	S21		
23	20	512	102		
23	23	-	X	B	
23	25	512	102		
23	27	S13	S21		
23	29	S69	S13		
24	2	S40	-		
24	4	6	26		
24	5	S54	S21		
24	6	82	28		
24	9	55	-		
24	12	-	|		
24	15	S54	S21		
24	17	925	-		
24	18	16	-		
24	19	X	-	A	
24	20	526	-		
24	21	S54	S29		
24	22	104	26		
24	23	512	5		
24	24	104	16		
24	25	22	26		
24	26	1251	S21		
24	27	02	S29		
24	28	60	4		
24	29	S13	X	B	
24	30	1642	5		
24	31	S17	X	B	
24	33	-	S21		
24	34	S54	12		
24	35	127	7		
25	6	22	220		
25	7	26	56		
25	8	S24	X	B	
25	10	S54	-		
25	11	62	12		
25	13	62	6		
25	15	S49	X	B	
25	16	82	25		
25	17	62	6		
25	20	S54	S21		
25	21	S24	X	B	
25	23	-	26		
25	24	S46	15		
25	26	6	-		
25	27	15	-		
25	28	S51	5		
25	29	59	9		
25	31	X	-	A	
26	1	62	-		
26	2	S40	-		
26	3	S30	X	B	
26	4	S51	26		
26	6	82	-		
26	7	S17	5		
26	8	16	26		
26	9	S54	S27		
26	15	S20	-		
26	17	S64	S79		
26	18	S18	X	B	
26	19	S52	S17		
26	20	S13	X	B	
26	22	S54	-		
26	23	16	-		
26	24	S69	S21		
26	28	-	S79		
26	29	-	60		
26	31	S51	-		
26	35	-	X	B	
26	36	S37	62		
26	37	5264	64		
27	2	X	|	A	
27	3	S20	32		
27	5	S25	X	B	
27	7	S54	-		
27	8	16	X	B	
27	10	S27	-		
27	11	S72	S17		
27	12	5	73		
27	13	S04	S52		
27	16	S51	-		
27	18	-	9		
27	19	928	28		
27	23	S54	S21		
27	24	502	12		
27	26	-	|		
27	29	S17	S21		
27	30	4	14		
27	32	6026	62		
28	1	S13	-		
28	2	S51	S27		
28	4	S28	-		
28	6	-	15		
28	7	-	S21		
28	9	-	9		
28	11	S40	-		
28	12	1	-		
28	15	S44	S13		
28	18	S24	X	B	
28	20	S13	5		
28	26	22	26		
28	27	S51	5		
28	29	X	-	A	
28	30	6	26		
28	31	1519	915		
28	36	60	-		
29	3	S54	S21		
29	5	S24	X	B	
29	7	S21	X	B	
29	9	S44	-		
29	10	18	-		
29	12	S33	8		
29	14	X	-	A	
29	15	4	24		
29	17	5	26		
29	19	6	-		
29	20	S28	-		
29	23	16	-		
29	24	15	-		
29	25	S40	-		
29	26	24	244		
29	28	62	-		
29	29	82	X	B	
29	30	16	611		
30	1	S23	-		
30	2	S54	X	B	
30	4	-	S27		
30	5	68	69		
30	6	16	|		
30	7	S28	X	B	
30	9	X	-	A	
30	11	S17	-		
30	12	104	-		
30	13	S64	S27		
30	14	16	164		
30	15	5	X	B	
30	16	3	9		
30	17	S52	652		
30	19	16	S04		
30	20	15	X	B	
30	21	S40	615		
30	24	62	-		
30	25	S51	-		
30	26	X	26	A	
30	28	26	-		
30	29	159	9		
30	33	S13	X	B	
30	34	S24	641		
31	1	S46	-		
31	4	S37	S13		
31	5	26	16		
31	6	S30	X	B	
31	9	-	5		
31	10	S25	X	B	
31	13	/	-		
31	14	S37	-		
31	15	72	-		
31	16	16	-		
31	17	9	-		
31	18	S24	-		
31	19	S52	-		
31	21	62	S17		
31	22	14	X	B	
31	23	S51	X	B	
31	24	S28	S37		
31	26	S54	X	B	
31	28	X	-	A	
31	29	6	S21		
31	31	S13	-		
31	32	4	44		
31	36	S20	-		
31	37	64	-		
31	38	16	-		
31	39	15	-		
31	40	X	-	A	
31	41	9	-		
31	43	6	-		
31	44	15	-		
31	45	S13	64		
31	46	X	1611	A	
31	48	S34	-		
31	49	X	-	A	
31	50	515	-		
31	51	16	-		
32	5	4	-		
32	6	S51	-		
32	7	6	S21		
32	8	X	56	A	
32	9	S54	24		
32	12	23	73		
32	13	S23	X	B	
32	17	S51	102		
32	18	23	S21		
32	19	X	5	A	
32	20	6	73		
32	21	S54	26		
32	22	917	S21		
32	23	7	56		
32	24	S46	917		
32	26	6	-		
32	28	66	S76		
32	29	18	6618		
32	32	6	-		
32	33	16	-		
32	34	X	616	A	
33	1	5	-		
33	2	S28	X	B	
33	3	S27	X	B	
33	5	-	|		
33	7	-	S21		
33	8	-	16		
33	9	-	60		
33	10	-	62		
33	11	S54	S29		
33	17	10	-		
33	18	45	-		
33	19	S34	-		
33	20	X	-	A	
33	21	8	-		
33	22	X	-	A	
33	23	64	-		
33	24	16	-		
33	25	15	-		
33	26	S37	104		
33	27	S13	S21		
33	29	12	-		
33	30	60	-		
33	32	X	611	A	
33	33	6	S13		
