line	position	token	kind	gloss	grade	note
07	3	S34	sign	z	M	A+o ligature
07	4	9	digit		M	
07	5	16	digit		M	
07	6	S23	sign		M	x-shaped sign
07	7	|	divider		H	
07	8	X?	X?	n	M	unclear ligature resembling 'dp'
07	9	S51	sign		M	long-s closed into loop, tentative
07	10	|	divider		H	
07	11	S29	sign	m	M	three-minim 'uu' shape
07	12	X?	X?		M	short horizontal double-dash, equals-sign-like
07	13	6	digit		M	
07	14	15	digit		M	
07	15	16	digit		M	
07	16	S33	sign		M	loop-with-two-legs shape
07	17	|	divider		H	
07	18	S51	sign		M	long-s ligature, tentative
07	19	544	digit		M	digit run, boundary uncertain
07	20	602	digit		M	digit run, boundary uncertain
07	21	61	digit		M	
07	22	5	digit		M	
07	23	S37	sign		M	crossed t joined to o
07	24	|	divider		H	
07	25	S37	sign		M	crossed t joined to o
07	26	26	digit		M	
07	27	68	digit		M	
07	28	16	digit		M	
07	29	S23	sign		M	x-shaped sign
07	30	/	divider		H	slanted stroke, clear word-divider mark
07	31	X?	X?	que commande	M	cursive ligature; multi-word gloss 'que commande' (tentative) spans this token and the next few, not a single letter
07	32	X?	X?		M	continuation of multi-word gloss above, see token 31 note
07	33	S29	sign		M	three-minim 'uu' shape; continuation of multi-word gloss above
07	34	12	digit		M	
07	35	15	digit		M	
07	36	16	digit		M	last token before right margin
08	1	77	digit		M	
08	2	/	divider		H	slanted stroke divider
08	3	S44	sign		M	p-like loop with crossed stem
08	4	63	digit		M	
08	5	S30	sign	n	M	c-hook joined to na
08	6	44	digit		M	
08	7	X?	X?		M	unclear small ligature
08	8	16	digit		M	
08	9	104	digit		M	
08	10	68	digit		M	
08	11	26	digit		M	
08	12	S29	sign		M	three-minim 'uu' shape
08	13	6	digit		M	
08	14	215	digit		M	digit run, boundary uncertain
08	15	S37	sign		M	crossed t joined to o
08	16	|	divider		H	
08	17	X?	X?		M	cursive flourish, resembles 'po'
08	18	|	divider		H	
08	19	S27	sign		M	Af ligature
08	20	16	digit		M	
08	21	S15	sign		M	simple lowercase e-like loop
08	22	S33	sign		M	loop-with-two-legs shape
08	23	26	digit		M	
08	24	S28	sign		M	c-hook joined to m
08	25	12	digit		M	
08	26	S34	sign		M	A+o ligature
08	27	|	divider		H	
08	28	5102	digit		M	digit run, boundary uncertain
08	29	|	divider		H	
08	30	X?	X?		M	small blot/star-shaped mark, unclear
08	31	1260	digit		M	digit run, boundary uncertain
08	32	S37	sign		M	crossed t joined to o, last token before right margin
09	1	5104	digit	a	M	digit run, boundary uncertain
09	2	7	digit		M	
09	3	S13	sign		M	plus/cross mark
09	4	5	digit		M	
09	5	649	digit		M	digit run, boundary uncertain
09	6	S38	sign		M	crossed t joined to c, with a tick
09	7	|	divider		H	
09	8	X?	X?		M	unclear mark, right margin area
09	9	605	digit		M	digit run, boundary uncertain
09	10	|	divider		H	
09	11	S54	sign		M	f with a closed loop
09	12	16	digit		M	
09	13	S13	sign		M	plus/cross mark
09	14	S34	sign		M	A+o ligature
09	15	X?	X?		M	short horizontal double-dash, equals-sign-like
09	16	9	digit		M	
09	17	S51	sign		M	long-s closed into loop
09	18	16	digit		M	
09	19	11	digit		M	
09	20	S37	sign		M	crossed t joined to o
09	21	6	digit		M	
09	22	X?	X?		M	short horizontal double-dash, equals-sign-like
09	23	|	divider		H	
09	24	S33	sign		M	loop-with-two-legs shape
09	25	14	digit		M	
09	26	|	divider		H	
09	27	52	digit		M	
09	28	9	digit		M	
09	29	14	digit		M	
09	30	S54	sign		M	f with a closed loop
09	31	24	digit		M	
09	32	S13	sign		M	plus/cross mark
09	33	S13	sign		M	plus/cross mark
09	34	X?	X?		M	small blot/mark, unclear
09	35	|	divider		H	
09	36	5	digit		M	
09	37	1652	digit		M	digit run, boundary uncertain
09	38	6	digit		M	last token before right margin
10	1	|	divider		H	
10	2	S37	sign	po	M	crossed t joined to o
10	3	S13	sign		M	plus/cross mark
10	4	S40	sign		M	n-shape whose right leg closes into a loop
10	5	S38	sign	i	M	crossed t joined to c, with a tick
10	6	6	digit		M	
10	7	S34	sign		M	A+o ligature
10	8	|	divider		H	
10	9	12	digit		M	
10	10	S33	sign		M	loop-with-two-legs shape
10	11	|	divider		H	
10	12	26	digit		M	
10	13	S51	sign		M	long-s closed into loop
10	14	5	digit		M	
10	15	S37	sign		M	crossed t joined to o
10	16	16	digit		M	
10	17	102	digit		M	digit run, boundary uncertain
10	18	S13	sign		M	plus/cross mark
10	19	4	digit		M	
10	20	64	digit		M	
10	21	X?	X?		M	short horizontal double-dash, equals-sign-like
10	22	6	digit		M	
10	23	|	divider		H	
10	24	512	digit		M	digit run, boundary uncertain
10	25	S29	sign		M	three-minim 'uu' shape
10	26	26	digit		M	
10	27	S54	sign		M	f with a closed loop
10	28	16	digit		M	
10	29	1	digit		M	
10	30	95	digit		M	
10	31	X?	X?		M	short horizontal double-dash, equals-sign-like
10	32	S33	sign		M	loop-with-two-legs shape
10	33	62	digit		M	
10	34	S13	sign		M	plus/cross mark, last token before right margin
11	1	22	digit	po	M	
11	2	S37	sign	tc	M	crossed t joined to o
11	3	52	digit		M	
11	4	104	digit	u	M	
11	5	S13	sign		M	plus/cross mark
11	6	S38	sign		M	crossed t joined to c, with a tick
11	7	X?	X?	bonate	M	plaintext-looking cursive word (reads roughly 'bonate' or 'donate'), not cipher digits/signs
11	8	S44	sign	a	M	p-like loop with crossed stem
11	9	12	digit		M	
11	10	S27	sign		M	Af ligature
11	11	14	digit		M	
11	12	S38	sign		M	crossed t joined to c
11	13	16	digit		M	
11	14	S54	sign		M	f with a closed loop
11	15	|	divider		H	
11	16	52	digit	a	M	
11	17	102	digit	u	M	
11	18	S13	sign		M	plus/cross mark
11	19	S34	sign		M	A+o ligature
11	20	16	digit		M	
11	21	S54	sign		M	f with a closed loop
11	22	|	divider		H	
11	23	82	digit		M	
11	24	912	digit	ca	M	digit run, boundary uncertain
11	25	S54	sign		M	f with a closed loop
11	26	16	digit		M	
11	27	44	digit		M	
11	28	1	digit		M	
11	29	4	digit		M	
11	30	102	digit		M	
11	31	44	digit		M	
11	32	X?	X?		M	small ink blot, unclear
11	33	S54	sign		M	f with a closed loop
11	34	18	digit		M	
11	35	15	digit		M	
11	36	S23	sign		M	x-shaped sign
11	37	/	divider		H	slanted stroke divider
11	38	S04	sign		M	hash/lattice mark
11	39	102	digit		M	
11	40	44	digit		M	
11	41	6414	digit		M	digit run, boundary uncertain
11	42	S38	sign		M	crossed t joined to c
11	43	S44	sign		M	p-like loop with crossed stem
11	44	82	digit		M	last token before right margin
12	1	78	digit	a	M	
12	2	64	digit		M	
12	3	S38	sign		M	crossed t joined to c
12	4	S27	sign	i	M	Af ligature
12	5	14	digit		M	
12	6	26	digit		M	
12	7	602	digit		M	digit run, boundary uncertain
12	8	|	divider		H	
12	9	X?	X?	qui	M	V-like flourish; small cursive gloss word, not single letter
12	10	S51	sign		M	long-s closed into loop
12	11	S04	sign		M	hash/lattice mark
12	12	544	digit		M	digit run, boundary uncertain
12	13	60	digit		M	
12	14	6273	digit		M	digit run, boundary uncertain
12	15	S40	sign		M	n-shape whose right leg closes into a loop
12	16	X?	X?		M	small y-shaped mark, unclear
12	17	S13	sign		M	plus/cross mark
12	18	S13	sign	pa	M	plus/cross mark
12	19	1246	digit		M	digit run, boundary uncertain
12	20	8	digit	pa	M	
12	21	S37	sign		M	crossed t joined to o
12	22	104	digit		M	
12	23	62	digit		M	
12	24	S23	sign		M	x-shaped sign
12	25	|	divider		H	
12	26	X?	X?		M	unclear ligature resembling 'ny'
12	27	73	digit		M	
12	28	S40	sign		M	n-shape whose right leg closes into a loop
12	29	12	digit		M	
12	30	94	digit		M	
12	31	9	digit		M	
12	32	62	digit		M	
12	33	12	digit		M	last token before right margin
13	1	12	digit		M	
13	2	S54	sign		M	f with a closed loop
13	3	S34	sign		M	A+o ligature
13	4	62	digit		M	
13	5	S13	sign		M	plus/cross mark
13	6	S33	sign	p	M	loop-with-two-legs shape, tentative
13	7	19	digit		M	
13	8	1	digit		M	
13	9	S51	sign		M	long-s closed into loop
13	10	14	digit		M	
13	11	102	digit		M	
13	12	S34	sign		M	A+o ligature
13	13	16	digit		M	
13	14	32	digit		M	
13	15	|	divider		H	
13	16	62	digit		M	
13	17	15	digit		M	
13	18	S37	sign		M	crossed t joined to o
13	19	6	digit		M	
13	20	S30	sign		M	c-hook joined to na
13	21	104	digit		M	
13	22	|	divider		H	
13	23	9447	digit		M	digit run, boundary uncertain
13	24	S13	sign		M	plus/cross mark
13	25	76	digit		M	
13	26	16	digit		M	
13	27	|	divider		H	
13	28	S37	sign		M	crossed t joined to o
13	29	44	digit		M	
13	30	104	digit		M	
13	31	S37	sign		M	crossed t joined to o
13	32	62	digit		M	
13	33	S13	sign		M	plus/cross mark
13	34	|	divider		H	
13	35	S51	sign		M	long-s closed into loop
13	36	9178	digit		M	digit run, boundary uncertain
13	37	62	digit		M	
13	38	S13	sign		M	plus/cross mark, last token before right margin
14	1	26	digit		M	
14	2	S51	sign		M	long-s closed into loop
14	3	6014	digit	a	M	digit run, boundary uncertain
14	4	S54	sign		M	f with a closed loop
14	5	16	digit		M	
14	6	S40	sign		M	n-shape whose right leg closes into a loop
14	7	82	digit		M	
14	8	S37	sign		M	crossed t joined to o
14	9	S53	sign	a	M	3/8-like curl with a tail
14	10	S13	sign		M	plus/cross mark
14	11	12	digit		M	
14	12	60	digit		M	
14	13	S34	sign		M	A+o ligature
14	14	16	digit		M	
14	15	|	divider		H	
14	16	X?	X?	que	M	small cursive gloss word, not single letter
14	17	12	digit		M	
14	18	6	digit		M	
14	19	S13	sign		M	plus/cross mark
14	20	15	digit		M	
14	21	S54	sign		M	f with a closed loop
14	22	60	digit		M	
14	23	|	divider		H	
14	24	X?	X?	adu	M	V-like flourish with small cursive gloss above
14	25	|	divider		H	
14	26	S51	sign		M	long-s closed into loop
14	27	14	digit		M	
14	28	1002	digit		M	digit run, boundary uncertain
14	29	60	digit		M	
14	30	S54	sign		M	f with a closed loop
14	31	16	digit		M	
14	32	S40	sign		M	n-shape whose right leg closes into a loop
14	33	26	digit		M	last token before right margin
15	1	X?	X?		M	small ink blot near left margin
15	2	X?	X?		M	small y-shaped mark, unclear
15	3	S51	sign		M	long-s closed into loop
15	4	12	digit		M	
15	5	104	digit		M	
15	6	S34	sign		M	A+o ligature
15	7	16	digit		M	
15	8	63	digit		M	
15	9	S33	sign		M	loop-with-two-legs shape
15	10	|	divider		H	
15	11	62	digit		M	
15	12	15	digit		M	
15	13	S37	sign		M	crossed t joined to o
15	14	S67	sign		M	3-shape followed by a (sa-like)
15	15	6	digit		M	
15	16	S30	sign		M	c-hook joined to na
15	17	5	digit		M	
15	18	/	divider		H	slanted stroke divider
15	19	985	digit		M	digit run, boundary uncertain
15	20	X?	X?		M	short horizontal double-dash, equals-sign-like
15	21	7616	digit		M	digit run, boundary uncertain
15	22	|	divider		H	
15	23	60	digit		M	
15	24	7	digit		M	
15	25	74	digit		M	
15	26	4102	digit		M	digit run, boundary uncertain
15	27	582	digit		M	digit run, boundary uncertain
15	28	60	digit		M	
15	29	S51	sign		M	long-s closed into loop
15	30	|	divider		H	
15	31	S17	sign	m	M	double-cross or ff/H-like ligature
15	32	652	digit		M	digit run, boundary uncertain
15	33	8	digit		M	
15	34	16	digit		M	last token before right margin
16	1	S69	sign	v	M	capital A with hooked v
16	2	S34	sign		M	A+o ligature
16	3	62	digit		M	
16	4	S51	sign		M	long-s closed into loop
16	5	102	digit		M	
16	6	S54	sign	u	M	f with a closed loop
16	7	|	divider		H	
16	8	514	digit	a	M	digit run, boundary uncertain
16	9	8	digit		M	
16	10	S34	sign		M	A+o ligature
16	11	12	digit		M	
16	12	S37	sign		M	crossed t joined to o
16	13	60	digit		M	
16	14	S53	sign	u	M	3/8-like curl with a tail
16	15	102	digit		M	
16	16	16	digit		M	
16	17	|	divider		H	
16	18	57	digit	u	M	
16	19	|	divider		H	
16	20	928	digit	c	M	digit run, boundary uncertain
16	21	S18	sign	a	M	figure-eight/infinity-shaped double loop, tentative
16	22	60	digit		M	
16	23	S37	sign		M	crossed t joined to o
16	24	12	digit		M	
16	25	64	digit	a	M	
16	26	1516	digit	n	M	digit run, boundary uncertain
16	27	|	divider		H	
16	28	S27	sign		M	Af ligature
16	29	X?	X?		M	short horizontal double-dash, equals-sign-like
16	30	4	digit	i	M	
16	31	X?	X?		M	flourish/underline mark near end of line
17	1	104	digit	u	M	
17	2	84	digit		M	
17	3	S54	sign		M	f with a closed loop
17	4	916	digit		M	digit run, boundary uncertain
17	5	S69	sign		M	capital A with hooked v
17	6	X?	X?	fait a	M	plaintext-looking cursive words, not cipher digits/signs
17	7	14	digit		M	
17	8	16	digit		M	
17	9	12	digit		M	
17	10	11	digit		M	
17	11	S37	sign		M	crossed t joined to o
17	12	X?	X?		M	unclear double-dash-plus-bar mark
17	13	S54	sign		M	f-ligature (fy-like)
17	14	X?	X?	fait ce	M	plaintext-looking cursive words, not cipher digits/signs
17	15	S17	sign	u	M	double-cross or ff/H-like ligature
17	16	916	digit		M	digit run, boundary uncertain
17	17	68	digit		M	
17	18	104	digit		M	uncertain reading, cf 1e4-like shape
17	19	460	digit		M	digit run, boundary uncertain
17	20	|	divider		H	
17	21	9	digit	v	M	
17	22	24	digit	re	M	
17	23	5	digit		M	
17	24	|	divider		H	
17	25	X?	X?	fait a	M	plaintext-looking cursive words, repeats earlier phrase
17	26	S17	sign		M	double-cross or ff/H-like ligature
17	27	12	digit		M	
17	28	S27	sign		M	Af ligature
17	29	X?	X?		M	short horizontal double-dash, equals-sign-like
17	30	4	digit		M	
17	31	X?	X?		M	horizontal underline/flourish mark, end of line
18	1	167	digit	u	M	digit run, boundary uncertain
18	2	S37	sign	x	M	crossed t joined to o
18	3	S49	sign	m	M	m with a descending tail
18	4	12	digit	a	M	
18	5	16	digit		M	
18	6	S54	sign		M	f with a closed loop
18	7	9	digit		M	
18	8	S33	sign		M	loop-with-two-legs shape
18	9	64	digit		M	
18	10	8	digit		M	
18	11	S37	sign		M	crossed t joined to o
18	12	X?	X?	quel qu'un	M	plaintext-looking cursive word(s), not cipher digits/signs
18	13	S17	sign		M	double-cross or ff/H-like ligature
18	14	26	digit		M	
18	15	104	digit		M	
18	16	S34	sign		M	A+o ligature
18	17	S51	sign		M	long-s ligature ('nu'-like)
18	18	60	digit		M	
18	19	68	digit		M	
18	20	4	digit		M	
18	21	S34	sign		M	A+o ligature
18	22	62	digit		M	
18	23	74	digit		M	
18	24	48	digit		M	
18	25	S51	sign		M	long-s closed into loop
18	26	|	divider		H	
18	27	12	digit		M	
18	28	102	digit		M	
18	29	S37	sign		M	crossed t joined to o
18	30	82	digit		M	
18	31	X?	X?		M	horizontal arrow-like flourish mark
18	32	X?	X?	tat	M	plaintext-looking cursive fragment, cut off at right margin
19	1	S17	sign		M	double-cross or ff/H-like ligature
19	2	14	digit		M	
19	3	S37	sign		M	crossed t joined to o
19	4	23	digit		M	
19	5	15	digit		M	
19	6	S38	sign		M	crossed t joined to c
19	7	16	digit		M	
19	8	S34	sign		M	A+o ligature
19	9	X?	X?	que	M	small y-shaped mark with cursive gloss 'que'
19	10	S44	sign		M	p-like loop with crossed stem
19	11	S30	sign		M	c-hook joined to na, tentative ('ua'-like variant)
19	12	12	digit		M	
19	13	6014	digit	a	M	digit run, boundary uncertain
19	14	S28	sign	am	M	c-hook joined to m
19	15	298	digit		M	digit run, boundary uncertain
19	16	S54	sign		M	f with a closed loop
19	17	12	digit		M	
19	18	6	digit		M	
19	19	26	digit		M	
19	20	S51	sign		M	long-s closed into loop
19	21	S37	sign		M	crossed t joined to o
19	22	16	digit		M	
19	23	S13	sign		M	plus/cross mark
19	24	|	divider		H	
19	25	S28	sign		M	c-hook joined to m
19	26	26	digit		M	
19	27	60	digit		M	
19	28	68	digit		M	
19	29	S17	sign		M	double-cross or ff/H-like ligature
19	30	16	digit		M	
19	31	X?	X?		M	horizontal arrow-like flourish mark, end of line
20	1	S34	sign	u	M	A+o ligature
20	2	62	digit		M	
20	3	S51	sign		M	long-s closed into loop
20	4	6	digit		M	
20	5	S54	sign	po	M	f with a closed loop
20	6	62	digit		M	
20	7	S37	sign		M	crossed t joined to o, ligature with extra tail
20	8	S40	sign		M	n-shape whose right leg closes into a loop
20	9	14	digit		M	
20	10	15	digit		M	
20	11	926	digit		M	digit run, boundary uncertain
20	12	S53	sign	u	M	3/8-like curl with a tail
20	13	716	digit		M	digit run, boundary uncertain
20	14	S17	sign		M	double-cross or ff/H-like ligature
20	15	826	digit		M	digit run, boundary uncertain
20	16	S40	sign		M	n-shape whose right leg closes into a loop
20	17	16104	digit		M	digit run, boundary uncertain
20	18	4	digit		M	
20	19	S54	sign	u	M	f with a closed loop
20	20	9	digit		M	
20	21	60	digit		M	
20	22	S34	sign		M	A+o ligature
20	23	14	digit	a	M	
20	24	58	digit		M	
20	25	X?	X?		M	short horizontal double-dash, equals-sign-like
20	26	15	digit		M	
20	27	S37	sign		M	crossed t joined to o
20	28	S44	sign	po	M	p-like loop with crossed stem
20	29	X?	X?		M	final flourish mark, end of line
21	1	926	digit	u	M	digit run, boundary uncertain
21	2	S51	sign		M	long-s closed into loop
21	3	S13	sign		M	plus/cross mark
21	4	26	digit		M	
21	5	S17	sign		M	double-cross or ff/H-like ligature
21	6	1	digit		M	
21	7	69	digit		M	
21	8	7	digit		M	
21	9	S76	sign		M	plain capital A (cf S34, S69)
21	10	62	digit		M	
21	11	S37	sign		M	crossed t joined to o
21	12	62	digit		M	
21	13	S04	sign		M	hash/lattice mark
21	14	185	digit		M	digit run, boundary uncertain
21	15	97	digit		M	
21	16	64	digit		M	
21	17	S13	sign		M	plus/cross mark
21	18	S51	sign		M	long-s closed into loop
21	19	9	digit		M	
21	20	60	digit		M	
21	21	S40	sign		M	n-shape whose right leg closes into a loop
21	22	16	digit		M	
21	23	12	digit	a	M	
21	24	102	digit	u	M	
21	25	S37	sign		M	crossed t joined to o
21	26	X?	X?		M	short horizontal double-dash, equals-sign-like
21	27	S34	sign		M	A+o ligature
21	28	X?	X?		M	short horizontal double-dash, equals-sign-like
21	29	6	digit		M	
21	30	9174	digit		M	digit run, boundary uncertain
21	31	S54	sign		M	f with a closed loop
21	32	X?	X?		M	final cross-like mark, end of line
22	1	X?	X?		M	short horizontal double-dash, equals-sign-like
22	2	S30	sign		M	c-hook joined to na
22	3	16	digit		M	
22	4	S54	sign	t	M	f with a closed loop
22	5	S37	sign		M	crossed t joined to o
22	6	14	digit		M	
22	7	15	digit		M	
22	8	S37	sign		M	crossed t joined to o
22	9	|	divider		H	
22	10	16	digit		M	
22	11	159	digit	n	M	digit run, boundary uncertain
22	12	44	digit		M	
22	13	S44	sign		M	p-like loop with crossed stem
22	14	X?	X?		M	short horizontal double-dash, equals-sign-like
22	15	62	digit		M	
22	16	S23	sign		M	x-shaped sign
22	17	S33	sign		M	loop-with-two-legs shape
22	18	X?	X?		M	short horizontal double-dash, equals-sign-like
22	19	6	digit		M	
22	20	S37	sign		M	crossed t joined to o
22	21	82	digit		M	
22	22	X?	X?		M	short horizontal double-dash, equals-sign-like
22	23	104	digit		M	
22	24	S34	sign		M	A+o ligature
22	25	S30	sign		M	c-hook joined to na
22	26	26	digit		M	
22	27	X?	X?		M	short horizontal double-dash, equals-sign-like
22	28	526	digit		M	digit run, boundary uncertain
22	29	S17	sign		M	double-cross or ff/H-like ligature
22	30	64	digit		M	
22	31	102	digit		M	last token before right margin
23	1	608	digit		M	digit run, boundary uncertain
23	2	X?	X?		M	small y-shaped mark, unclear
23	3	X?	X?		M	short horizontal double-dash, equals-sign-like
23	4	14	digit		M	
23	5	23	digit		M	
23	6	X?	X?		M	short horizontal double-dash, equals-sign-like
23	7	S40	sign		M	n-shape whose right leg closes into a loop
23	8	7	digit		M	
23	9	S54	sign		M	f with a closed loop
23	10	16	digit		M	
23	11	S23	sign		M	x-shaped sign
23	12	60	digit		M	
23	13	X?	X?		M	short horizontal double-dash, equals-sign-like
23	14	6102	digit		M	digit run, boundary uncertain
23	15	62	digit		M	
23	16	S54	sign		M	f with a closed loop
23	17	104	digit		M	
23	18	S54	sign	u	M	f with a closed loop
