line	position	token	kind	grade	note
08	3	SIGN	sign	M	same shape family as loop-SL on line 07, reused label
08	4	SIGN	sign	M	
08	5	44	digit	H	
08	6	1	digit	M	
08	7	5	digit	H	
08	8	SIGN	sign	M	
08	9	16	digit	H	
08	10	10	digit	M	
08	11	4	digit	H	
08	12	64	digit	H	
08	13	SIGN	sign	M	
08	14	6	digit	H	
08	15	SIGN	sign	M	
08	16	6	digit	H	
08	17	SIGN	sign	M	
08	18	1	digit	M	
08	19	5	digit	H	
08	20	to	digit	M	
08	21	SIGN	sign	M	
08	22	SIGN	sign	H	clear # shaped crossing strokes
08	23	16	digit	H	
08	24	SIGN	sign	M	
08	25	SIGN	sign	M	
08	26	6	digit	H	
08	27	SIGN	sign	M	
08	28	1	digit	M	
08	29	SIGN	sign	M	
08	30	SIGN	sign	H	
08	31	5	digit	H	
08	32	10	digit	M	
08	33	SIGN	sign	H	bold X shaped mark, larger than the usual cross-mark, kept same label
08	34	12	digit	M	
08	35	60	digit	H	
08	36	SIGN	sign	M	
09	1	5	digit	H	
09	2	104	digit	H	
09	3	5	digit	M	
09	4	649	digit	M	tight run, could segment differently
09	5	SIGN	sign	M	
09	6	SIGN	sign	H	
09	7	60	digit	H	
09	8	5	digit	H	
09	9	SIGN	sign	H	
09	10	16	digit	H	
09	11	SIGN	sign	H	
09	12	SIGN	sign	M	
09	13	6	digit	H	
09	14	16	digit	H	
09	15	11	digit	M	
09	16	SIGN	sign	M	
09	17	6	digit	H	
09	18	SIGN	sign	M	
09	19	SIGN	sign	M	
09	20	14	digit	H	
09	21	8	digit	H	
09	22	SIGN	sign	M	
09	23	9	digit	H	
09	24	14	digit	M	
09	25	SIGN	sign	M	
09	26	4	digit	H	
09	27	SIGN	sign	M	
09	28	SIGN	sign	M	small tied stroke, uncertain
09	29	16	digit	H	
09	30	5	digit	H	
09	31	SIGN	sign	M	
09	32	6	digit	H	
10	1	to	digit	M	
10	2	14	digit	H	
10	3	SIGN	sign	M	
10	4	16	digit	H	
10	5	SIGN	sign	H	
10	6	SIGN	sign	M	
10	7	12	digit	M	
10	8	SIGN	sign	M	
10	9	9	digit	H	
10	10	SIGN	sign	M	
10	11	6	digit	H	
10	12	5	digit	H	
10	13	to	digit	M	
10	14	16	digit	H	
10	15	60	digit	M	
10	16	4	digit	H	
10	17	4	digit	H	
10	18	6	digit	H	
10	19	SIGN	sign	M	
10	20	5	digit	H	
10	21	12	digit	M	
10	22	SIGN	sign	M	
10	23	12	digit	M	
10	24	SIGN	sign	M	
10	25	6	digit	H	
10	26	16	digit	H	
10	27	18	digit	M	
10	28	98	digit	M	
10	29	SIGN	sign	M	
10	30	SIGN	sign	M	
10	31	6	digit	H	
10	32	SIGN	sign	M	
10	33	SIGN	sign	M	
11	1	22	digit	M	
11	2	46	digit	M	
11	3	8	digit	H	
11	4	SIGN	sign	M	
11	5	104	digit	H	
11	6	SIGN	sign	M	
11	7	16	digit	H	
11	8	4	digit	H	
11	9	SIGN	sign	M	
11	10	9	digit	H	
11	11	10	digit	M	
11	12	SIGN	sign	H	
11	13	16	digit	H	
11	14	4	digit	H	
11	15	8	digit	H	
11	16	SIGN	sign	M	
11	17	9	digit	H	
11	18	12	digit	M	
11	19	4	digit	H	
11	20	16	digit	H	
11	21	4	digit	H	
11	22	4	digit	H	
11	23	15	digit	H	
11	24	SIGN	sign	M	small hooked stroke, uncertain
11	25	SIGN	sign	H	
11	26	10	digit	H	
11	27	4	digit	H	
11	28	4	digit	H	
11	29	6	digit	H	
11	30	4	digit	H	
11	31	14	digit	H	
11	32	15	digit	H	
11	33	SIGN	sign	M	
11	34	9	digit	H	
11	35	8	digit	H	
11	36	SIGN	sign	M	
12	1	SIGN	sign	M	small blot near the start, could be ink bleed rather than a mark
12	2	8	digit	M	
12	3	64	digit	H	
12	4	SIGN	sign	M	
12	5	SIGN	sign	M	
12	6	4	digit	H	
12	7	SIGN	sign	M	
12	8	6	digit	H	
12	9	SIGN	sign	H	
12	10	SIGN	sign	M	
12	11	4	digit	H	
12	12	26	digit	M	
12	13	SIGN	sign	M	
12	14	SIGN	sign	H	
12	15	5	digit	H	
12	16	44	digit	H	
12	17	60	digit	H	
12	18	6	digit	H	
12	19	SIGN	sign	M	
12	20	73	digit	H	
12	21	SIGN	sign	M	tall looped ascender resembling a flourished F
12	22	12	digit	M	
12	23	5	digit	H	
12	24	4	digit	H	
12	25	SIGN	sign	M	
12	26	SIGN	sign	M	
12	27	8	digit	M	
12	28	15	digit	H	
12	29	6	digit	H	
12	30	9	digit	H	
12	31	12	digit	M	
13	1	12	digit	M	blotted at line top edge (bleed from line above)
13	2	SIGN	sign	H	
13	3	60	digit	H	
13	4	SIGN	sign	M	
13	5	SIGN	sign	M	
13	6	5	digit	H	
13	7	14	digit	H	
13	8	10	digit	M	
13	9	SIGN	sign	M	
13	10	SIGN	sign	H	
13	11	16	digit	H	
13	12	3	digit	M	
13	13	SIGN	sign	M	
13	14	SIGN	sign	M	
13	15	1	digit	M	
13	16	5	digit	H	
13	17	SIGN	sign	M	
13	18	16	digit	H	
13	19	SIGN	sign	M	
13	20	104	digit	H	
13	21	9	digit	H	
13	22	4	digit	H	
13	23	7	digit	H	
13	24	6	digit	H	
13	25	16	digit	H	
13	26	SIGN	sign	M	
13	27	4	digit	H	
13	28	4	digit	H	
13	29	10	digit	M	
13	30	4	digit	H	
13	31	to	digit	M	
13	32	SIGN	sign	M	
13	33	6	digit	H	
13	34	9	digit	H	
13	35	178	digit	M	tight cluster near right edge
13	36	SIGN	sign	M	
14	1	5	digit	H	
14	2	8	digit	H	
14	3	9	digit	H	
14	4	14	digit	H	
14	5	5	digit	H	
14	6	4	digit	H	
14	7	16	digit	H	
14	8	SIGN	sign	M	
14	9	SIGN	sign	M	
14	10	SIGN	sign	M	
14	11	SIGN	sign	M	
14	12	5	digit	H	
14	13	SIGN	sign	M	
14	14	12	digit	M	
14	15	60	digit	H	
14	16	SIGN	sign	H	
14	17	16	digit	H	
14	18	SIGN	sign	M	
14	19	12	digit	M	
14	20	6	digit	H	
14	21	SIGN	sign	M	
14	22	15	digit	H	
14	23	SIGN	sign	H	
14	24	60	digit	H	
14	25	SIGN	sign	M	
14	26	5	digit	H	
14	27	14	digit	H	
14	28	100	digit	M	
14	29	z	digit	M	could be digit 2 (period form) rather than the usual z-flourish sign, kept distinct because it directly abuts a digit with no gap
14	30	60	digit	H	
14	31	SIGN	sign	M	
14	32	16	digit	H	
14	33	SIGN	sign	M	
14	34	SIGN	sign	M	
14	35	6	digit	H	
15	1	SIGN	sign	M	small pennant/wedge mark at line start
15	2	4	digit	H	
15	3	5	digit	H	
15	4	12	digit	M	
15	5	104	digit	H	
15	6	SIGN	sign	H	
15	7	16	digit	H	
15	8	SIGN	sign	M	
15	9	6	digit	H	
15	10	SIGN	sign	M	
15	11	15	digit	H	
15	12	SIGN	sign	M	
15	13	SIGN	sign	M	
15	14	6	digit	H	
15	15	SIGN	sign	M	
15	16	9	digit	H	
15	17	SIGN	sign	M	
15	18	98	digit	M	
15	19	SIGN	sign	M	
15	20	7	digit	H	
15	21	16	digit	H	
15	22	6	digit	H	
15	23	60	digit	H	
15	24	6	digit	H	
15	25	SIGN	sign	M	
15	26	74	digit	M	
15	27	4	digit	H	
15	28	10	digit	M	
15	29	SIGN	sign	M	
15	30	55	digit	M	
15	31	60	digit	H	
15	32	4	digit	H	
15	33	SIGN	sign	M	small looped m-like mark near line end
15	34	SIGN	sign	M	
15	35	65	digit	M	
15	36	58	digit	M	
15	37	16	digit	H	
16	1	SIGN	sign	H	
16	2	7	digit	H	
16	3	Ao	digit	M	could be Ao-ligature reused rather than digit
16	4	6	digit	H	
16	5	SIGN	sign	M	
16	6	5	digit	H	
16	7	10	digit	M	
16	8	SIGN	sign	M	
16	9	SIGN	sign	H	
16	10	5	digit	H	
16	11	1	digit	M	
16	12	SIGN	sign	H	
16	13	SIGN	sign	H	
16	14	16	digit	H	
16	15	SIGN	sign	M	
16	16	60	digit	H	
16	17	SIGN	sign	M	
16	18	10	digit	M	
16	19	SIGN	sign	M	
16	20	16	digit	H	
16	21	57	digit	M	
16	22	9	digit	H	
16	23	SIGN	sign	M	
16	24	8	digit	H	
16	25	SIGN	sign	M	
16	26	60	digit	H	
16	27	SIGN	sign	M	
16	28	6	digit	H	
16	29	12	digit	M	
16	30	6	digit	H	
16	31	4	digit	H	
16	32	1	digit	M	
16	33	5	digit	H	
16	34	16	digit	H	
16	35	SIGN	sign	M	underscored looped flourish at line end, distinct from loop-Y
17	1	10	digit	M	
17	2	4	digit	H	
17	3	64	digit	H	
17	4	SIGN	sign	H	
17	5	9	digit	H	
17	6	16	digit	H	
17	7	SIGN	sign	M	small cross-topped stroke, uncertain
17	8	14	digit	H	
17	9	16	digit	H	
17	10	1	digit	M	
17	11	SIGN	sign	M	
17	12	1	digit	M	
17	13	5	digit	H	
17	14	to	digit	M	
17	15	SIGN	sign	M	
17	16	SIGN	sign	M	
17	17	SIGN	sign	M	reused, same family as position 7
17	18	9	digit	H	
17	19	16	digit	H	
17	20	6	digit	H	
17	21	1	digit	M	
17	22	4	digit	H	
17	23	v0	digit	M	"could be ""vo"" ligature instead of digits"
17	24	SIGN	sign	M	
17	25	7	digit	H	
17	26	SIGN	sign	M	
17	27	4	digit	H	
17	28	5	digit	H	
18	1	SIGN	sign	M	
18	2	4	digit	H	
18	3	SIGN	sign	M	
18	4	167	digit	M	
18	5	SIGN	sign	M	
18	6	16	digit	H	
18	7	4	digit	H	
18	8	SIGN	sign	M	
18	9	SIGN	sign	M	
18	10	6	digit	H	
18	11	SIGN	sign	M	
18	12	SIGN	sign	M	small tied stroke, uncertain
18	13	SIGN	sign	M	multi-letter looking ligature, could be an abbreviation-style sign
18	14	SIGN	sign	M	
18	15	SIGN	sign	M	
18	16	SIGN	sign	M	
18	17	60	digit	H	
18	18	6	digit	H	
18	19	SIGN	sign	M	
18	20	6	digit	H	
18	21	10	digit	M	
18	22	4	digit	H	
18	23	SIGN	sign	H	
18	24	6	digit	H	
18	25	SIGN	sign	M	
18	26	7	digit	H	
18	27	4	digit	H	
18	28	58	digit	M	
18	29	SIGN	sign	M	
18	30	12	digit	M	
18	31	15	digit	H	
18	32	to	digit	M	
18	33	16	digit	H	
19	1	SIGN	sign	H	
19	2	14	digit	H	
19	3	SIGN	sign	M	
19	4	SIGN	sign	M	
19	5	15	digit	H	
19	6	SIGN	sign	M	
19	7	16	digit	H	
19	8	SIGN	sign	H	
19	9	SIGN	sign	M	
19	10	5	digit	H	
19	11	SIGN	sign	M	
19	12	SIGN	sign	M	
19	13	12	digit	M	
19	14	60	digit	H	
19	15	14	digit	H	
19	16	SIGN	sign	M	
19	17	z	digit	M	could be digit 2 or the z-flourish sign, abuts adjacent digit tightly
19	18	8	digit	H	
19	19	SIGN	sign	H	
19	20	SIGN	sign	M	
19	21	SIGN	sign	M	
19	22	6	digit	H	
19	23	5	digit	H	
19	24	SIGN	sign	M	
19	25	16	digit	H	
19	26	6	digit	H	
19	27	SIGN	sign	M	
19	28	5	digit	H	
19	29	SIGN	sign	M	
19	30	SIGN	sign	M	
19	31	6	digit	H	
19	32	60	digit	H	
19	33	57	digit	M	
19	34	16	digit	H	
20	1	SIGN	sign	H	
20	2	6	digit	H	
20	3	SIGN	sign	M	
20	4	10	digit	M	
20	5	6	digit	H	
20	6	SIGN	sign	M	
20	7	SIGN	sign	M	
20	8	14	digit	H	
20	9	1	digit	M	
20	10	5	digit	H	
20	11	9	digit	H	
20	12	SIGN	sign	M	
20	13	6	digit	H	
20	14	7	digit	H	
20	15	SIGN	sign	M	
20	16	1	digit	M	
20	17	66	digit	M	
20	18	8	digit	H	
20	19	SIGN	sign	M	
20	20	6	digit	H	
20	21	SIGN	sign	M	
20	22	10	digit	M	
20	23	10	digit	M	
20	24	4	digit	H	
20	25	960	digit	M	tight run near end of line
20	26	SIGN	sign	H	
20	27	14	digit	H	
20	28	58	digit	M	
20	29	SIGN	sign	M	
20	30	15	digit	H	
20	31	to	digit	M	
21	1	9	digit	H	
21	2	SIGN	sign	M	
21	3	6	digit	H	
21	4	15	digit	H	
21	5	SIGN	sign	H	
21	6	SIGN	sign	M	
21	7	6	digit	H	
21	8	14	digit	H	
21	9	167	digit	M	
21	10	Ao	digit	M	
21	11	SIGN	sign	M	
21	12	60	digit	H	
21	13	Ao	digit	M	
21	14	SIGN	sign	M	
21	15	SIGN	sign	H	filled/blotted variant of the usual hash-mark, kept same label
21	16	8	digit	H	
21	17	97	digit	M	
21	18	64	digit	H	
21	19	SIGN	sign	M	
21	20	5	digit	H	
21	21	60	digit	H	
21	22	SIGN	sign	M	
21	23	16	digit	H	
21	24	12	digit	M	
21	25	10	digit	M	
21	26	SIGN	sign	M	
21	27	Ao	digit	M	
21	28	6	digit	H	
21	29	9	digit	H	
21	30	174	digit	M	
21	31	4	digit	H	
22	1	SIGN	sign	M	
22	2	6	digit	H	
22	3	na	digit	M	could be na-ligature reused
22	4	16	digit	H	
22	5	SIGN	sign	M	
22	6	14	digit	H	
22	7	5	digit	H	
22	8	to	digit	M	
22	9	16	digit	H	
22	10	15	digit	H	
22	11	9	digit	H	
22	12	44	digit	H	
22	13	SIGN	sign	H	
22	14	SIGN	sign	M	
22	15	6	digit	H	
22	16	SIGN	sign	H	
22	17	SIGN	sign	M	
22	18	SIGN	sign	M	
22	19	6	digit	H	
22	20	to	digit	M	
22	21	SIGN	sign	M	
22	22	104	digit	H	
22	23	Ao	digit	M	
22	24	na	digit	M	
22	25	6	digit	H	
22	26	SIGN	sign	M	
22	27	5	digit	H	
22	28	6	digit	H	
22	29	SIGN	sign	M	
22	30	SIGN	sign	H	
22	31	6	digit	H	
22	32	4	digit	H	
22	33	10	digit	M	
23	1	60	digit	H	
23	2	8	digit	H	
23	3	SIGN	sign	M	
23	4	SIGN	sign	M	
23	5	4	digit	H	
23	6	14	digit	H	
23	7	7	digit	H	
23	8	SIGN	sign	M	
23	9	6	digit	H	
23	10	1	digit	M	
23	11	7	digit	H	
23	12	4	digit	H	
23	13	16	digit	H	
23	14	SIGN	sign	M	small hooked stroke, uncertain
23	15	6	digit	H	
23	16	9	digit	H	
23	17	SIGN	sign	M	
23	18	6	digit	H	
23	19	10	digit	M	
23	20	6	digit	H	
23	21	SIGN	sign	M	
23	22	SIGN	sign	M	
23	23	SIGN	sign	M	
23	24	10	digit	M	
23	25	SIGN	sign	M	
23	26	6	digit	H	
23	27	4	digit	H	
23	28	22	digit	M	
23	29	12	digit	M	
23	30	5	digit	H	
23	31	10	digit	M	
23	32	60	digit	H	
23	33	SIGN	sign	M	
23	34	16	digit	H	
23	35	Ao	digit	M	
24	1	SIGN	sign	H	
24	2	11	digit	M	
24	3	SIGN	sign	M	
24	4	6	digit	H	
24	5	4	digit	H	
24	6	5	digit	H	
24	7	SIGN	sign	M	
24	8	10	digit	M	
24	9	5	digit	H	
24	10	5	digit	H	
24	11	SIGN	sign	H	
24	12	10	digit	M	
24	13	6	digit	H	
24	14	SIGN	sign	M	
24	15	6	digit	H	
24	16	1	digit	M	
24	17	5	digit	H	
24	18	to	digit	M	
24	19	SIGN	sign	M	
24	20	6	digit	H	
24	21	SIGN	sign	M	
24	22	z	digit	M	
24	23	5	digit	H	
24	24	16	digit	H	
24	25	SIGN	sign	M	
24	26	5	digit	H	
24	27	SIGN	sign	M	
24	28	SIGN	sign	M	
24	29	4	digit	H	
24	30	7	digit	H	
24	31	SIGN	sign	M	
24	32	16	digit	H	
24	33	15	digit	H	
24	34	SIGN	sign	M	
24	35	SIGN	sign	M	
24	36	12	digit	M	
24	37	7	digit	H	
24	38	3	digit	M	
24	39	SIGN	sign	H	
24	40	14	digit	H	
25	1	to	digit	M	
25	2	SIGN	sign	M	
25	3	6	digit	H	
25	4	1	digit	M	
25	5	5	digit	H	
25	6	60	digit	H	
25	7	SIGN	sign	H	
25	8	SIGN	sign	M	
25	9	5	digit	H	
25	10	SIGN	sign	M	
25	11	6	digit	H	
25	12	v0	digit	M	
25	13	7	digit	H	
25	14	6	digit	H	
25	15	9	digit	H	
25	16	SIGN	sign	M	
25	17	6	digit	H	
25	18	SIGN	sign	M	
25	19	to	digit	M	
25	20	6	digit	H	
25	21	SIGN	sign	M	
25	22	Ao	digit	M	
25	23	SIGN	sign	M	
25	24	5	digit	H	
25	25	6	digit	H	
25	26	SIGN	sign	M	
25	27	SIGN	sign	H	
25	28	60	digit	H	
25	29	SIGN	sign	M	
25	30	SIGN	sign	M	three-pronged flourish mark, distinctive shape
25	31	5	digit	H	
25	32	64	digit	H	
25	33	SIGN	sign	M	
25	34	6	digit	H	
25	35	15	digit	H	
25	36	SIGN	sign	M	
25	37	9	digit	H	
25	38	44	digit	H	
26	1	SIGN	sign	M	small stroke at line start
26	2	62	digit	M	
26	3	SIGN	sign	M	
26	4	5	digit	H	
26	5	SIGN	sign	H	
26	6	16	digit	H	
26	7	10	digit	M	
26	8	SIGN	sign	H	
26	9	SIGN	sign	H	
26	10	SIGN	sign	M	
26	11	6	digit	H	
26	12	7	digit	H	
26	13	SIGN	sign	M	
26	14	SIGN	sign	M	
26	15	5	digit	H	
26	16	66	digit	M	
26	17	SIGN	sign	M	
26	18	SIGN	sign	M	
26	19	60	digit	H	
26	20	SIGN	sign	M	
26	21	16	digit	H	
26	22	Ao	digit	M	
26	23	14	digit	H	
26	24	SIGN	sign	M	
26	25	9	digit	H	
26	26	60	digit	H	
26	27	SIGN	sign	M	
26	28	SIGN	sign	M	small tied stroke, uncertain
26	29	15	digit	H	
26	30	16	digit	H	
26	31	SIGN	sign	M	
26	32	32	digit	M	
26	33	64	digit	H	
27	1	v0	digit	M	first cluster after the top-line bleed-through
27	2	SIGN	sign	M	
27	3	14	digit	H	
27	4	5	digit	H	
27	5	10	digit	M	
27	6	SIGN	sign	M	
27	7	16	digit	H	
27	8	SIGN	sign	H	
27	9	to	digit	M	
27	10	67	digit	M	
27	11	SIGN	sign	M	
27	12	SIGN	sign	H	
27	13	SIGN	sign	M	
27	14	5	digit	H	
27	15	SIGN	sign	M	
27	16	6	digit	H	
27	17	5	digit	H	
27	18	16	digit	H	
27	19	9	digit	H	
27	20	SIGN	sign	M	
27	21	5	digit	H	
27	22	SIGN	sign	H	
27	23	16	digit	H	
27	24	5	digit	H	
27	25	8	digit	H	
27	26	9	digit	H	
27	27	1	digit	M	
27	28	SIGN	sign	M	
27	29	Ao	digit	M	
27	30	5	digit	H	
27	31	6	digit	H	
27	32	SIGN	sign	M	
27	33	SIGN	sign	M	
27	34	4	digit	H	
27	35	Ao	digit	M	
27	36	60	digit	H	
27	37	SIGN	sign	M	
27	38	6	digit	H	
28	1	13	digit	M	
28	2	16	digit	H	
28	3	SIGN	sign	M	
28	4	9	digit	H	
28	5	SIGN	sign	M	
28	6	6	digit	H	
28	7	SIGN	sign	M	
28	8	16	digit	H	
28	9	6	digit	H	
28	10	44	digit	H	
28	11	10	digit	M	
28	12	SIGN	sign	M	
28	13	16	digit	H	
28	14	SIGN	sign	M	
28	15	SIGN	sign	H	
28	16	28	digit	M	
28	17	64	digit	H	
28	18	SIGN	sign	H	
28	19	16	digit	H	
28	20	22	digit	M	
28	21	5	digit	H	
28	22	104	digit	H	
28	23	SIGN	sign	M	
28	24	6	digit	H	
28	25	15	digit	H	
28	26	60	digit	H	
28	27	Ao	digit	M	
28	28	12	digit	M	
28	29	344	digit	M	tight run at line end
29	1	10	digit	M	
29	2	SIGN	sign	M	
29	3	to	digit	M	
29	4	5	digit	H	
29	5	64	digit	H	
29	6	3	digit	M	
29	7	SIGN	sign	M	
29	8	16	digit	H	
29	9	SIGN	sign	M	
29	10	SIGN	sign	M	
29	11	SIGN	sign	M	tied po-like stroke, uncertain
29	12	uu	digit	M	could be uu-ligature reused
29	13	66	digit	M	
29	14	SIGN	sign	M	
29	15	7	digit	H	
29	16	SIGN	sign	M	
29	17	SIGN	sign	M	
29	18	14	digit	H	
29	19	SIGN	sign	M	
29	20	4	digit	H	
29	21	5	digit	H	
29	22	SIGN	sign	M	
29	23	6	digit	H	
29	24	60	digit	H	
29	25	SIGN	sign	M	
29	26	SIGN	sign	M	
29	27	SIGN	sign	M	
29	28	16	digit	H	
29	29	1	digit	M	
29	30	16	digit	H	
