line	position	token	kind	gloss	grade	note
03	24	9	digit	c	H	s2
03	25	60	digit	i	M	s2 gloss i or l
03	26	S31	sign	p	M	s2
03	27	64	digit	r	M	s2 gloss r or i
03	28	44	digit	o	M	s2 gloss o or p over first 4; could be 4 + 4
03	29	15	digit	n	M	s2 first digit an ink blot, second a curved stroke
03	30	S35	sign	so	M	s2 long s + S; small a/q above following divider
03	31	|	divider		H	s2
03	32	14	digit	a	M	s2 gloss above the 4
03	33	S34	sign	z	H	s2
03	34	16	digit	c	H	s2
04	1	4	digit	f	M	s1 tall long-s gloss
04	2	S31	sign	p	H	s1
04	3	82	digit	o	M	s1 8 then flat 2; gloss o above 8; could be 8 + 2
04	4	S30	sign	n	M	s1 'na' shape, no clear c-hook
04	5	5	digit	d	M	s1 curved 5-like stroke; gloss d/theta
04	6	104	digit	u	H	s1
04	7	5	digit	d	M	s1
04	8	26	digit	t	M	s1 gloss t sits over the 6; could be 2 + 6
04	9	4	digit	f	M	s1 tall long-s gloss
04	10	|	divider		H	s1
04	11	7	digit	u	M	s1 gloss u or ic
04	12	S40	sign		M	s1 a tall hooked stroke above, probably from line 03, no clear gloss
04	13	5	digit	?	M	s1 gloss an &-like/crossed-s letter
04	14	16	digit	c	H	s1
04	15	4	digit	f	M	s2 gloss long s with a loop, maybe fe
04	16	14	digit	a	M	s2
04	17	64	digit	z	H	s2
04	18	S37	sign	t	M	s2 crossed t joined to o
04	19	|	divider		M	s2 thick vertical with ink blot
04	20	22	digit	po	M	s2 first 2 blotted
04	21	5	digit	l	M	s2
04	22	16	digit	c	H	s2
04	23	S79	sign	quel	M	s2 u-like stroke joined to y with long tail; gloss 'quel'; could be S32
04	24	4	digit	f	M	s2 gloss long-s descending into the 4, maybe 'se'/'fe'; could be S74
04	25	|	divider		M	s2 thin stroke
04	26	62	digit		H	s2
04	27	4	digit	f	M	s2 tall long-s gloss
04	28	S37	sign	t	M	s2
04	29	82	digit	o	M	s2 gloss o above 8
04	30	60	digit	z	H	s2
04	31	S38	sign	t	M	s2 crossed t joined to c
04	32	|	divider		H	s2 slash
04	33	104	digit	?	M	s2 loop/L-shape above may be a descender from line 03, not a gloss
05	1	26	digit	c	H	s1
05	2	15	digit	n	M	s1 second digit a curved stroke
05	3	10	digit	u	H	s1
05	4	2	digit		H	s1
05	5	|	divider		H	s1
05	6	S31	sign	p	H	s1
05	7	28	digit	a	M	s1 gloss sits over the 8; could be 2 + 8
05	8	S34	sign	r	M	s1
05	9	5	digit	d	M	s1
05	10	26	digit	r	M	s1 gloss r or c
05	11	9	digit	c	H	s1
05	12	14	digit	a	M	s1 gloss over 4, a or n
05	13	|	divider		H	s1
05	14	S31	sign	p	H	s1
05	15	12	digit	a	M	s2 straddles tick, centre marginally right; gloss a-like hook
05	16	S40	sign	r	M	s2
05	17	S27	sign	l	M	s2 gloss hooked tall stroke
05	18	26	digit	c	H	s2
05	19	4	digit	f	M	s2 tall long-s gloss; split 26/4 (alt 2/64)
05	20	S32	sign	q	M	s2 y-shape with hooks on both arms and bottom loop; could be S60
05	21	10	digit	u	H	s2
05	22	2	digit		M	s2 could belong to 102
05	23	16	digit	c	H	s2
05	24	68	digit	ll	M	s2 gloss ll or tt
05	25	62	digit	c	H	s2
05	26	S35	sign		M	s2 long s + s; no separate gloss seen
05	27	|	divider		H	s2
05	28	60	digit	z	H	s2
05	29	12	digit	a	H	s2
05	30	73	digit	y	M	s2 3 written small and flat; gloss y or r
05	31	|	divider		H	s2
05	32	26	digit	c	H	s2
06	1	4	digit	f	M	s1 tall long-s gloss
06	2	S38	sign	t	M	s1 crossed t joined to c
06	3	16	digit	c	H	s1
06	4	|	divider		H	s1
06	5	3	digit	?	M	s1 flat-topped 3 (could be S64); gloss B/&-like, illegible
06	6	60	digit	i	M	s1
06	7	15	digit	n	M	s1 second digit curved; gloss c-n
06	8	|	divider		H	s1
06	9	S42	sign		H	s1 two looped S
06	10	26	digit		M	s1 no gloss seen
06	11	S30	sign		M	s1 'ua'/'na' shape without hook
06	12	|	divider		H	s1 slash
06	13	4	digit	f	H	s1 4 partly blotted; gloss f
06	14	44	digit	o	M	s1 gloss o over first 4; could be 4 + 4
06	15	S34	sign	r	H	s1 straddles tick, centre left
06	16	S37	sign	t	H	s2
06	17	|	divider		H	s2
06	18	12	digit	a	M	s2 ink blot after the 2
06	19	7	digit	y	M	s2 gloss y or r; tail may make it 73
06	20	S16	sign		M	s2 tall long-s top over a small zigzag; maybe same as the xi-shape later in this line
06	21	4	digit		M	s2
06	22	16	digit	c	H	s2
06	23	|	divider		H	s2
06	24	5	digit	d	H	s2
06	25	26	digit	c	M	s2 gloss over the 6, not the 2; could be 2 + 6
06	26	15	digit	n	M	s2
06	27	S37	sign	t	H	s2
06	28	62	digit	c	H	s2
06	29	11	digit	n	M	s2 two straight strokes (same gloss as the 15s)
06	30	5	digit	d	H	s2
06	31	S20	sign	z	M	s2 looped R with tail, dot after; gloss z or t
06	32	16	digit	c	H	s2
06	33	|	divider		H	s2
06	34	S32	sign	que	M	s2 Y-shape; gloss 'que'
06	35	X?	X?	l	M	s2 small s-over-z zigzag (xi-like); gloss l may belong to next 16
06	36	16	digit	c	M	s2
06	37	4	digit	f	M	s2
06	38	4	digit	f	M	s2
07	1	82	digit	o	M	s1 gloss o over 8
07	2	S34	sign	r	H	s1
07	3	9	digit	c	M	s1 gloss c (ascender from line 06 above it)
07	4	16	digit	c	M	s1
07	5	4	digit	s	M	s1 5-shaped gloss (s) between 6 and 4; split 16/4 (alt 1/64)
07	6	|	divider		H	s1
07	7	S79	sign	quel	M	s1 u-stroke joined to y; gloss 'quel'; could be S32
07	8	S35	sign	so	M	s1 long s + s; small a above following divider
07	9	|	divider		H	s1
07	10	S29	sign	m	H	s1
07	11	26	digit	c	H	s1
07	12	15	digit	n	M	s1
07	13	16	digit	c	H	s1
07	14	S40	sign	z	M	s1
07	15	|	divider		H	s2 slash
07	16	S35	sign		M	s2 tall long s + 5-like s; no gloss
07	17	44	digit	o	M	s2 gloss o over first 4
07	18	60	digit	t	M	s2
07	19	26	digit	c	M	s2
07	20	15	digit	n	M	s2
07	21	S37	sign	t	H	s2
07	22	|	divider		H	s2
07	23	S37	sign	t	H	s2
07	24	|	divider		M	s2 thin stroke
07	25	26	digit	c	M	s2
07	26	68	digit	ll	M	s2
07	27	16	digit	c	H	s2
07	28	4	digit	s	M	s2 5-shaped gloss
07	29	|	divider		M	s2 faint slash
07	30	S79	sign	que	M	s2 'ny' shape; could be S32
07	31	S35	sign	so	M	s2 small a-mark above next token
07	32	S29	sign	m	M	s2 gloss 'ma' spans uu and 12; m assigned here
07	33	12	digit	a	M	s2
07	34	15	digit	n	M	s2
07	35	5	digit	d	M	s2
07	36	16	digit	c	M	s2 gloss c or e
07	37	|	divider		H	s2 slash
08	1	7	digit		M	s1 small tick after the 7
08	2	|	divider		H	s1
08	3	S06	sign		M	s1 c-hook joined to a crossed f/4 shape
08	4	S40	sign	r	M	s1 gloss a tiny v-tick, r?
08	5	S30	sign	n	M	s1 'na' shape
08	6	44	digit	o	M	s1 gloss o over first 4
08	7	15	digit	n	M	s1
08	8	4	digit	f	M	s1 tall long-s gloss
08	9	16	digit	c	M	s1
08	10	104	digit	u	H	s1
08	11	68	digit	ll	M	s1
08	12	26	digit	c	H	s1
08	13	S29	sign	m	H	s1
08	14	62	digit	c	M	s2 ink blot on the 2; gloss c or u
08	15	15	digit	n	M	s2
08	16	S37	sign	t	H	s2
08	17	|	divider		H	s2
08	18	22	digit	po	M	s2 first 2 wavy; gloss p (crossed, maybe 'pro') + o
08	19	|	divider		H	s2
08	20	S27	sign	l	M	s2
08	21	16	digit	c	H	s2
08	22	S40	sign	r	M	s2 dot after
08	23	26	digit	c	H	s2
08	24	S14	sign	g	M	s2 loop with tail curling down-left; could be S03
08	25	12	digit	a	H	s2
08	26	S34	sign	r	H	s2
08	27	5	digit	d	H	s2
08	28	|	divider		H	s2
08	29	5	digit	d	M	s2
08	30	10	digit	u	H	s2
08	31	2	digit		M	s2 could belong to 102
08	32	|	divider		H	s2
08	33	4	digit	f	M	s2 4 heavily blotted
08	34	12	digit	a	H	s2
08	35	60	digit	i	M	s2
08	36	S37	sign	t	M	s2 crossed t joined to a/o
09	1	S35	sign		M	s1 very tall long s at line start + 5-like s
09	2	104	digit	u	M	s1 gloss u or a
09	3	4	digit	f	M	s1 tall long-s gloss
09	4	5	digit	d	H	s1
09	5	64	digit	z	H	s1
09	6	9	digit	c	H	s1
09	7	S38	sign	t	H	s1
09	8	|	divider		H	s1
09	9	4	digit	f	M	s1 tall long-s gloss
09	10	60	digit	i	M	s1
09	11	5	digit	l	M	s1
09	12	|	divider		H	s1
09	13	4	digit	f	M	s1
09	14	16	digit	c	H	s1
09	15	S31	sign	p	H	s1
09	16	S34	sign	r	H	s1
09	17	26	digit	c	M	s2 on the tick, centre right
09	18	S35	sign		M	s2 tall long s + s
09	19	16	digit	c	H	s2
09	20	15	digit	n	M	s2
09	21	S37	sign	t	H	s2
09	22	62	digit	c	H	s2
09	23	|	divider		H	s2
09	24	S20	sign	z	M	s2 R-like with hooked top; could be S33
09	25	14	digit	a	M	s2
09	26	|	divider		H	s2
09	27	82	digit	o	M	s2
09	28	9	digit	c	M	s2
09	29	14	digit	a	M	s2
09	30	4	digit	f	M	s2 tall long-s gloss
09	31	24	digit	z	M	s2 gloss crossed z over the 2
09	32	44	digit	o	M	s2
09	33	15	digit	n	M	s2 first digit blotted, looks like a small 4
09	34	|	divider		H	s2 thick stroke
09	35	5	digit	d	M	s2
09	36	16	digit	c	H	s2
09	37	5	digit	l	M	s2
09	38	26	digit	c	H	s2
09	39	|	divider		H	s2
10	1	S37	sign	t	M	s1 left margin rule before it skipped
10	2	14	digit	a	H	s1
10	3	11	digit	n	M	s1 two minims joined like u
10	4	S38	sign	t	H	s1
10	5	16	digit	c	M	s1 6 touches following Ao
10	6	S34	sign	r	H	s1
10	7	|	divider		H	s1
10	8	S31	sign	p	H	s1
10	9	12	digit	a	H	s1
10	10	S40	sign	r	H	s1 dot after
10	11	9	digit	c	M	s1
10	12	26	digit	u	M	s1
10	13	S35	sign		M	s1 tall long s + s
10	14	S37	sign	t	M	s1 a second t-like mark above as well
10	15	16	digit	c	M	s1 6 lies just right of tick, token centre left
10	16	|	divider		H	s2 slash
10	17	10	digit		M	s2 loop above is a descender from line 09, not a gloss; 1 fused with slash
10	18	2	digit		M	s2 could belong to 102
10	19	44	digit	o	H	s2
10	20	64	digit	z	H	s2
10	21	26	digit	c	H	s2
10	22	|	divider		H	s2
10	23	5	digit	l	M	s2
10	24	12	digit	a	H	s2
10	25	S29	sign	m	H	s2
10	26	12	digit	a	H	s2
10	27	26	digit	c	H	s2
10	28	4	digit	f	M	s2 tall long s rises from and descends through the 4 (possibly one f-like sign, cf S21)
10	29	16	digit	c	H	s2
10	30	15	digit	n	M	s2
10	31	9	digit	c	H	s2
10	32	82	digit	o	M	s2
10	33	S40	sign	r	M	s2 a dotted descender from line 09 crosses it; dot after
10	34	62	digit	c	H	s2
10	35	4	digit	f	M	s2 tall long-s gloss/stem
10	36	|	divider		H	s2
11	1	22	digit	po	M	s1 ROW A (crop 11 holds two text rows; row A upper, row B lower, numbered A then B)
11	2	S37	sign	t	M	s1 row A; gloss t(c?)
11	3	82	digit	o	M	s1 row A
11	4	104	digit	u	H	s1 row A
11	5	S38	sign	t	H	s1 row A
11	6	16	digit	c	H	s1 row A
11	7	4	digit	f	M	s1 row A tall long-s gloss
11	8	|	divider		H	s1 row A
11	9	28	digit	n	M	s1 row A; gloss n or a over the 8
11	10	10	digit	u	H	s1 row A
11	11	2	digit		M	s1 row A; could belong to 102
11	12	S38	sign	t	M	s1 row A; blotted
11	13	S34	sign	r	H	s1 row A
11	14	16	digit	c	M	s1 row A; straddles tick, centre about on it
11	15	4	digit	f	M	s2 row A
11	16	|	divider		H	s2 row A
11	17	82	digit	o	M	s2 row A
11	18	9	digit	c	H	s2 row A
11	19	12	digit	a	H	s2 row A
11	20	4	digit	f	M	s2 row A
11	21	16	digit	i	M	s2 row A; gloss a short stroke (i), not the usual c
11	22	44	digit	o	H	s2 row A
11	23	15	digit	n	M	s2 row A
11	24	4	digit	f	M	s2 row A; k-like: tall long s with 4-arm
11	25	|	divider		H	s2 row A
11	26	S52	sign	lle	M	s2 row A; lattice about 3x3 (could be S04); gloss 'llc'/'lle'
11	27	10	digit	u	H	s2 row A
11	28	2	digit		M	s2 row A
11	29	44	digit	o	H	s2 row A
11	30	64	digit	z	H	s2 row A
11	31	14	digit	a	H	s2 row A
11	32	15	digit	n	M	s2 row A; ascender over gloss is from line above
11	33	S38	sign	t	H	s2 row A
11	34	S31	sign	p	H	s2 row A
11	35	82	digit	o	M	s2 row A; gloss d/o-like
11	36	60	digit	l	M	s1 ROW B; gloss l or i
11	37	S30	sign	n	M	s1 row B 'na'
11	38	S38	sign	t	H	s1 row B
11	39	S58	sign	?	M	s1 row B; crossed long s + 2-shape; gloss is an &/of-like letter inside a drawn box (correction?)
11	40	12	digit	a	H	s1 row B
11	41	S27	sign	l	M	s1 row B
11	42	14	digit	a	H	s1 row B
11	43	10	digit	u	H	s1 row B
11	44	2	digit		M	s1 row B
11	45	4	digit	f	H	s1 row B; small separate f gloss
11	46	S34	sign	r	H	s1 row B
11	47	16	digit	c	H	s1 row B
11	48	10	digit	u	H	s1 row B
11	49	2	digit		M	s1 row B
11	50	44	digit	o	M	s1 row B; straddles tick
11	51	73	digit		M	s2 row B; 7 crossed/joined to flat 3 (z-like); could be 4+2
11	52	|	divider		H	s2 row B
11	53	26	digit	c	H	s2 row B
11	54	5	digit	?	M	s2 row B; ink blot over gloss zone and after it
11	55	6	digit	c	M	s2 row B; a digit may be hidden under the ink blot before it
11	56	4	digit	f	M	s2 row B
11	57	|	divider		H	s2 row B
11	58	S31	sign	r	M	s2 row B; body read from line-12 crop top; could be 58 as in line 01
11	59	S40	sign	r	M	s2 row B
11	60	28	digit	a	M	s2 row B
11	61	S37	sign	t	H	s2 row B
11	62	60	digit	z	M	s2 row B; crossed z/f gloss
11	63	S32	sign	q	M	s2 row B; y with hooked arms (as line 05)
11	64	104	digit	u	H	s2 row B
11	65	62	digit	c	H	s2 row B
11	66	4	digit	f	M	s2 row B; large C-shaped long-s gloss; 4 blotted
11	67	|	divider		H	s2 row B
11	68	S79	sign	que	M	s2 row B; 'ny' shape
11	69	|	divider		M	s2 row B
11	70	73	digit		M	s2 row B; 7 is an ink blot
11	71	S40	sign	z	M	s2 row B; hooked top
12	1	28	digit	a	M	s1 gloss over 2/8
12	2	64	digit	i	M	s1 gloss i or l
12	3	S38	sign		M	s1 marks above belong to line-11 row B
12	4	S27	sign	r	M	s1 gloss r/v-like; a long descender from line-11 row B runs past it
12	5	24	digit	i	M	s1 could be 2 + 4
12	6	26	digit	c	H	s1
12	7	10	digit	u	M	s1 1 is an ink blot
12	8	2	digit		M	s1
12	9	|	divider		H	s1
12	10	S32	sign	q	M	s1 Y-shape; could be S79
12	11	S35	sign	so	M	s1 gloss b/s-o plus a small z-like mark
12	12	S52	sign	m	M	s1 lattice 3x3; gloss m or rn
12	13	S35	sign	s	M	s1 tall long s + s; gloss a long-s letter; straddles tick, centre left
12	14	44	digit	o	M	s2
12	15	60	digit	i	M	s2
12	16	62	digit	c	M	s2
12	17	73	digit	ll	M	s2 heavy ll/tt gloss over 7
12	18	S44	sign		M	s2 p-loop with crossed stem; mark above is the cross of the S31 in line-11 row B
12	19	S40	sign		M	s2 omega-shaped with feet
12	20	S31	sign	p	H	s2
12	21	12	digit	a	H	s2
12	22	54	digit	fr	M	s2 gloss long-s + r with tilde; could be 5 + 4
12	23	26	digit	?	M	s2 faint multi-letter gloss (y-a-3-o-t?) spans 26 and 9
12	24	9	digit	?	M	s2 see previous note
12	25	12	digit		M	s2
12	26	|	divider		H	s2
12	27	22	digit	pu	M	s2 gloss p (crossed) + u/o
12	28	|	divider		H	s2
13	1	12	digit		M	s1 marks above are descenders from line 12
13	2	S31	sign		M	s1 c-like loop on a cross; cross above is from line 12
13	3	S34	sign		M	s1
13	4	62	digit	c	M	s1 gloss e/c
13	5	4	digit		M	s1 the tall stroke above is a descender from line 12, not a gloss
13	6	S32	sign	q	M	s1 Y with looped left arm; loop may be the q gloss
13	7	S35	sign	so	M	s1
13	8	14	digit	a	H	s1
13	9	10	digit	u	H	s1
13	10	2	digit		M	s1
13	11	S76	sign	r	M	s1 plain A, no o
13	12	16	digit	c	H	s1
13	13	73	digit	z	M	s1 gloss crossed z/y over the 7; the 3 is crossed by the divider
13	14	|	divider		H	s1
13	15	62	digit	c	H	s1
13	16	15	digit	n	H	s2
13	17	S37	sign	t	H	s2
13	18	16	digit	c	H	s2
13	19	S30	sign	n	M	s2 'na'
13	20	5	digit	d	H	s2
13	21	104	digit	u	H	s2
13	22	|	divider		H	s2
13	23	9	digit	c	H	s2
13	24	44	digit	o	M	s2 gloss o or a
13	25	7	digit	u	M	s2 gloss run 'u u v c' spans 7, 61 and 8
13	26	61	digit	?	M	s2 see previous
13	27	8	digit	c	M	s2 8 with loop descender (could be S51); may join 61
13	28	|	divider		H	s2
13	29	S37	sign	t	H	s2
13	30	44	digit	o	H	s2
13	31	104	digit	u	H	s2
13	32	S37	sign	t	H	s2
13	33	26	digit	c	M	s2
13	34	4	digit	f	M	s2 tall long-s gloss
13	35	|	divider		H	s2
13	36	9	digit	c	H	s2
13	37	17	digit	ch	M	s2 gloss 'ch' over 1-7; could be 1 + 7
13	38	82	digit	o	M	s2
13	39	4	digit	f	M	s2 tall long-s gloss
14	1	26	digit		H	s1
14	2	S35	sign		M	s1 tall long s + s
14	3	|	divider		M	s1 thin stroke
14	4	S31	sign	p	H	s1
14	5	14	digit	a	H	s1
14	6	54	digit		M	s1 could be 5 + 4; strokes above are from line 13
14	7	16	digit		M	s1
14	8	S40	sign	r	H	s1
14	9	82	digit	o	H	s1
14	10	15	digit	n	H	s1
14	11	S37	sign	t	H	s1
14	12	|	divider		H	s1
14	13	S61	sign		M	s1 5/3-like body with open loop on top reaching gloss level (loop may be a y gloss)
14	14	4	digit	f	M	s1 large crossed f gloss
14	15	12	digit	a	H	s1
14	16	60	digit	i	M	s2
14	17	S34	sign	r	H	s2
14	18	16	digit	c	H	s2
14	19	|	divider		H	s2
14	20	S45	sign	toute	M	s2 reversed-3 curl with a crossbar (euro-like); gloss word 'toute' spans it and the next code
14	21	|	divider		H	s2
14	22	12	digit	a	M	s2 gloss a with a stroke through it (d-like)
14	23	64	digit	z	H	s2
14	24	15	digit	u	M	s2 gloss u or n
14	25	4	digit	f	M	s2 tall long-s gloss
14	26	60	digit	i	M	s2 gloss an ink dot
14	27	|	divider		H	s2
14	28	S32	sign	q	M	s2 Y; large q-loop gloss
14	29	|	divider		H	s2
14	30	S35	sign	so	M	s2
14	31	|	divider		M	s2 thin stroke
14	32	14	digit	a	M	s2 gloss a or u
14	33	5	digit	d	H	s2
14	34	10	digit	u	M	s2 1 is an ink blot
14	35	2	digit		M	s2
14	36	60	digit	i	M	s2
14	37	4	digit	f	M	s2
14	38	16	digit	c	H	s2
14	39	S40	sign	r	M	s2 gloss r or x
14	40	26	digit	c	H	s2
14	41	2	digit		M	s2 faint z at paper edge
15	1	X?	X?		M	s1 ink blot joined to a large wavy 2/hook stroke at line start (flourish or damaged sign, cf S06)
15	2	S35	sign	so	M	s1
15	3	12	digit	a	H	s1
15	4	104	digit	u	H	s1
15	5	S34	sign	r	H	s1
15	6	16	digit	c	M	s1 stroke over the 1
15	7	S20	sign	i	M	s1 R-like with cross-tail; gloss a dot/tick
15	8	|	divider		M	s1 thin stroke
15	9	62	digit	c	H	s1
15	10	15	digit	n	H	s1
15	11	S37	sign	t	H	s1
15	12	26	digit	u	M	s1
15	13	S30	sign	n	M	s1 'na'
15	14	5	digit	d	M	s1 on the tick, centre marginally left
15	15	7	digit	u	M	s2 7 heavily inked
15	16	|	divider		H	s2
15	17	9	digit	c	H	s2
15	18	82	digit	o	H	s2
15	19	7	digit	u	M	s2 gloss run 'u u m' over 7 6 1
15	20	6	digit	um	M	s2 could be 61 with the next 1
15	21	16	digit	c	M	s2
15	22	|	divider		H	s2
15	23	60	digit	z	H	s2
15	24	62	digit	c	H	s2
15	25	7	digit	u	H	s2
15	26	44	digit		M	s2 hooked stroke above is from line 14
15	27	10	digit	u	H	s2
15	28	2	digit		M	s2
15	29	5	digit	?	M	s2 gloss position covered by an ink blot
15	30	82	digit	o	H	s2
15	31	60	digit	i	M	s2
15	32	4	digit	f	M	s2 tall long-s gloss
15	33	|	divider		H	s2 tall stroke joined to the 4 (H-like)
15	34	S28	sign	m	H	s2
15	35	26	digit	c	H	s2
15	36	58	digit	tt	M	s2 first digit s-like
15	37	16	digit	o	M	s2
15	38	w:cna	plain		M	s2 small letters at gloss height in the right margin, no code under them
16	1	S53	sign		M	s1 looped 3/8-like curl with tail running down-left, joined to the 7
16	2	7	digit		M	s1 could form one sign with the preceding curl (cf S74)
16	3	S34	sign	r	H	s1
16	4	62	digit	c	H	s1
16	5	S35	sign		M	s1 tall long s + s
16	6	10	digit	u	H	s1
16	7	2	digit		M	s1
16	8	4	digit	f	M	s1 tall long-s gloss
16	9	|	divider		H	s1
16	10	5	digit	r	M	s1 gloss r/x-like
16	11	14	digit	a	H	s1
16	12	S31	sign	p	H	s1
16	13	S34	sign	r	H	s1
16	14	12	digit	a	H	s1
16	15	S37	sign	t	H	s1
16	16	60	digit	i	M	s1 0 lies on the tick
16	17	S32	sign	q	M	s2 y with hooked barred arms (as line 05)
16	18	10	digit	u	H	s2
16	19	2	digit		M	s2
16	20	16	digit	c	H	s2
16	21	|	divider		H	s2
16	22	5	digit	d	H	s2
16	23	7	digit	u	H	s2
16	24	|	divider		H	s2
16	25	9	digit	c	H	s2
16	26	28	digit	a	H	s2
16	27	22	digit	pr	M	s2 first 2 blotted and 3-like; glosses p and r/k
16	28	60	digit	i	H	s2
16	29	S38	sign	t	H	s2
16	30	12	digit	a	H	s2
16	31	64	digit	i	M	s2
16	32	15	digit	n	H	s2
16	33	16	digit	c	H	s2
16	34	|	divider		H	s2
16	35	S27	sign	l	H	s2
16	36	24	digit	i	M	s2 gloss i over an ink dot; long filler stroke follows
16	37	X?	X?		M	s2 m-shaped mark with dot at right edge after the filler stroke (maybe S70/S49 or a catchword)
17	1	104	digit	u	M	s1 4 set apart from 10; a long horizontal stroke runs under 104 64 44 (underline or cancel)
17	2	64	digit	z	H	s1
17	3	44	digit	o	M	s1 gloss p/o-like over first 4
17	4	9	digit	c	H	s1
17	5	16	digit	c	H	s1
17	6	S32	sign	fait	M	s1 Y with looped left arm; gloss word 'fait'
17	7	14	digit	a	H	s1
17	8	16	digit	c	H	s1
17	9	12	digit	a	H	s1
17	10	15	digit	n	H	s1
17	11	S37	sign	t	H	s1
17	12	X?	X?		M	s1 vertical stroke with two slanting crossbars (double-barred cross)
17	13	|	divider		M	s2
17	14	S58	sign		M	s2 crossed long s with a 7/2-shaped tail
17	15	X?	X?	faut	M	s2 c-hook joined to a z-shape with tail below; gloss word 'faut' over it and the 9
17	16	9	digit		M	s2 gloss zone taken by 'faut'
17	17	16	digit	c	M	s2
17	18	68	digit	ll	H	s2
17	19	104	digit	u	M	s2 0 blotted
17	20	60	digit	r	M	s2 gloss v/r-like
17	21	|	divider		H	s2
17	22	S32	sign	q	M	s2 y with hooked barred arms
17	23	7	digit	u	H	s2
17	24	24	digit	tt	M	s2 gloss H-like (tt)
17	25	5	digit		M	s2 faint, tick after
17	26	|	divider		H	s2
