line	pos	code_a	marks_a	code_b	marks_b	note
6	6	rz		rz		base+marks match
6	7	tee		tee		base+marks match
6	8	m	1	m	1	base+marks match
6	9	g		g		base+marks match
6	10	S7	~	S7	~	base+marks match
6	11	lam		lam		base+marks match
6	12	e	#	e	#	base+marks match
6	13	g		g		base+marks match
6	14	lam		lam		base+marks match
6	15	rz		rz		base+marks match
6	17	m	~	m	~	base+marks match
6	18	w		w		base+marks match
6	19	L		L		base+marks match
6	21	bh		bh		base+marks match
6	22	phi		phi		base+marks match
6	23	]	o	]	o	base+marks match
6	24	e		e		base+marks match
6	25	lam	dot|dot	lam	dot|dot	base+marks match
7	1	e	+	e	+	base+marks match
7	2	eps	5	eps	5	base+marks match
7	3	S7	#	S7	#	base+marks match
7	4	S7	#	S7	#	base+marks match
7	5	Z	dot|ot	Z	dot|ot	base+marks match
7	6	eps		eps		base+marks match
7	7	S7	~	S7	~	base+marks match
7	8	lam		lam		base+marks match
7	9	a	5|7	a	5|7	base+marks match
7	10	]	o	]	o	base+marks match
7	11	e	dot	e	dot	base+marks match
7	12	eps	1	eps	1	base+marks match
7	16	lam		lam		base+marks match
7	17	S7	1	S7	1	base+marks match
7	18	e		e		base+marks match
7	19	e	dot	e	dot	base+marks match
7	20	#	dot|#	#	dot|#	base+marks match
7	22	lam	5	lam	5	base+marks match
7	23	a		a		base+marks match
7	24	S7		S7		base+marks match
7	25	]	o	]	o	base+marks match
7	26	H	1	H	1	base+marks match
7	27	tee		tee		base+marks match
7	28	K	1	K	1	base+marks match
7	29	m	1|5	m	1|5	base+marks match
8	1	lam	5	lam	5	base+marks match
8	2	#	o	#	o	base+marks match
8	3	wd		wd		base+marks match
8	4	bh		bh		base+marks match
8	5	y		y		base+marks match
8	6	y		y		base+marks match
8	7	psi		psi		base+marks match
8	8	y		y		base+marks match
8	9	Z		Z		base+marks match
8	10	g	~	g	~	base+marks match
8	11	S4		S4		base+marks match
8	12	dl		dl		base+marks match
8	13	H		H		base+marks match
8	14	H	1|o	H	1|o	base+marks match
8	16	e		e		base+marks match
8	17	a	1	a	1	base+marks match
8	18	S7		S7		base+marks match
8	19	e	+	e	+	base+marks match
8	20	S4		S4		base+marks match
9	8	ch		ch		base+marks match
9	9	S4		S4		base+marks match
9	10	dl		dl		base+marks match
9	12	Lx		Lx		base+marks match
9	13	g		g	3	base match
9	15	S7		S7		base+marks match
9	16	lam		lam		base+marks match
9	17	S7	~	S7	~	base+marks match
9	18	lam		lam		base+marks match
9	19	g	1	g	1	base+marks match
9	21	e	#	e	#	base+marks match
9	22	wd		wd		base+marks match
9	23	y		y		base+marks match
9	25	w		w		base+marks match
9	26	#	#	#	#	base+marks match
9	27	w		w		base+marks match
9	29	g		g		base+marks match
10	3	g	1	g	1	base+marks match
10	7	bh		bh		base+marks match
10	8	S7		S7		base+marks match
10	9	#		#		base+marks match
10	10	e		e		base+marks match
10	11	wd		wd		base+marks match
10	12	bh		bh		base+marks match
10	13	y		y		base+marks match
10	14	f		f		base+marks match
10	15	f	5	f	5	base+marks match
10	16	e		e		base+marks match
10	17	Z		Z		base+marks match
10	18	y		y		base+marks match
10	21	w		w		base+marks match
10	23	S7	1	S7	1	base+marks match
11	1	eps	7	eps	7	base+marks match
11	2	S7		S7		base+marks match
11	6	#		#		base+marks match
11	7	H	1|o	H	1|o	base+marks match
11	9	w		w		base+marks match
11	10	g		g		base+marks match
11	11	S7		S7		base+marks match
11	12	y		y		base+marks match
11	13	g		g		base+marks match
11	14	]	o	]	o	base+marks match
11	15	bh		bh		base+marks match
11	17	rz		rz		base+marks match
11	18	g	1	g	1	base+marks match
11	19	S7		S7		base+marks match
11	20	#		#		base+marks match
11	21	S4		S4		base+marks match
11	23	Lx		Lx		base+marks match
12	13	S4		S4		base+marks match
12	14	y		y		base+marks match
12	15	nt		nt		base+marks match
12	16	bh		bh		base+marks match
12	17	w		w		base+marks match
12	18	e	dot	e	#	base match
12	19	phi		phi		base+marks match
12	20	dl		dl		base+marks match
13	1	S4		S4		base+marks match
13	2	Lx		Lx		base+marks match
13	4	w		w		base+marks match
13	5	y		y		base+marks match
13	8	g		g		base+marks match
13	9	H		H		base+marks match
13	10	H	1|o	H	1|o	base+marks match
13	11	e		e	+	base match
13	12	H		H		base+marks match
13	13	S7		S7		base+marks match
13	14	#	dot	#	dot	base+marks match
13	15	e	dot	e	+	base match
13	16	S7		S7		base+marks match
13	17	#	dot	#	dot	base+marks match
13	18	]	ot	]	ot	base+marks match
13	19	L		L		base+marks match
13	20	g	1	g	1	base+marks match
13	22	S4		S4		base+marks match
13	23	dl		dl		base+marks match
13	24	Lx		Lx		base+marks match
14	1	eps	1	eps	1	base+marks match
14	21	lam		lam		base+marks match
14	22	lam	#	lam	#	base+marks match
14	23	p		p		base+marks match
14	24	Lx		Lx		base+marks match
15	1	sq	ot	sq	ot	base+marks match
15	3	rz		rz		base+marks match
15	4	U		U		base+marks match
15	5	w		w		base+marks match
15	8	e	dot	e	+	base match
15	9	e	dot|#	e	dot|#	base+marks match
15	10	a	~	a	~	base+marks match
15	11	S7	#	S7	#	base+marks match
15	12	eps	dot	eps	dot	base+marks match
15	13	g		g		base+marks match
15	14	nt		nt		base+marks match
15	15	]	o	]	o	base+marks match
15	17	sq	#	sq	#	base+marks match
15	19	S7		S7		base+marks match
15	21	rz		rz		base+marks match
15	22	Z		Z		base+marks match
15	23	S7		S7		base+marks match
15	24	lam	#	lam	#	base+marks match
16	1	a	5	a	5	base+marks match
16	2	tee		tee		base+marks match
16	3	lam		lam		base+marks match
16	4	g	5	g	5	base+marks match
16	5	a		a		base+marks match
16	6	g	5	g	5	base+marks match
16	7	phi	1	phi	1	base+marks match
16	8	e		e		base+marks match
16	9	psi		psi		base+marks match
16	11	H	o|1	H	10	base match
16	14	g		g	5	base match
16	15	S		S		base+marks match
16	16	rz		rz		base+marks match
16	17	g	5	g	5	base+marks match
16	18	S7	#	S7	#	base+marks match
16	19	a	dot	a	dot	base+marks match
16	20	S		S		base+marks match
16	21	tee		tee		base+marks match
16	22	lam	5	lam	5	base+marks match
16	23	o.		o.		base+marks match
16	24	y		y		base+marks match
16	25	S7		S7		base+marks match
16	28	g		g		base+marks match
16	29	Z		Z		base+marks match
16	30	S4		S4		base+marks match
16	31	dl		dl		base+marks match
16	32	+		+		base+marks match
17	13	ch		ch		base+marks match
18	21	S4		S4		base+marks match
18	22	dl		dl		base+marks match
18	23	H	1|o	H	10	base match
18	24	]	o	]	o	base+marks match
19	1	eps	7	eps	7	base+marks match
19	2	Z		Z		base+marks match
19	3	psi		psi		base+marks match
19	4	eps	5	eps	5	base+marks match
19	5	Z	ot	Z	ot	base+marks match
19	6	e	dot|+	e	dot|+	base+marks match
19	7	lam		lam		base+marks match
19	8	wd		wd		base+marks match
19	9	rz		rz		base+marks match
19	10	e	#	e	#	base+marks match
19	11	g	dot	g	dot	base+marks match
19	12	y		y		base+marks match
19	13	L		L		base+marks match
19	14	bh		bh		base+marks match
19	15	eps	1	eps	1	base+marks match
19	16	w		w		base+marks match
19	17	e	dot	e	+	base match
19	19	]		]		base+marks match
19	20	nt		nt		base+marks match
19	21	S4		S4		base+marks match
19	23	eps		eps		base+marks match
19	24	+		+		base+marks match
