line	col	A	B	flagged	crop
13	21	92	28		
13	22	61	821		
13	24	4ud	Xu5		
13	33	40	90		
13	40	51	81		
13	43	C	G		
13	46	16	18		
13	48	51	81		
14	2	60	90		
14	4	500	300		
14	10	87	7		
14	13	C	6		
14	15	51	61		
14	19	Zoo	200		
14	21	73	-		
14	22	31	733i		
14	26	51	61		
14	44	98	88		
14	45	61	6		
15	1	77	12		
15	2	77	22		
15	3	42	44		
15	4	59	54		
15	18	22	-		
15	19	73	273		
15	24	R	-		
15	25	43	D443		
15	27	82	-		
15	28	73	8z73		
15	38	92	-		
15	39	30	9z30		
15	42	67	-		
15	43	55	6755		
16	1	S	8		
16	2	61	63		
16	3	33	23		
16	14	22	-		
16	15	73	-		
16	16	A	273		
16	17	71	A71		
16	18	25	z75		
16	22	43	45		
16	29	L	-		
16	30	16	z16		
16	36	44	24		
16	41	16	-		
16	42	72	167		
16	43	61	z61		
17	1	1	-		
17	2	z0	z10		
17	31	E	-		
17	32	61	-		
17	33	44	z61		
17	39	z0	20		
18	1	1	11		
18	3	-	29		
18	4	2	22		
18	13	2	-		
18	14	66	z66		
18	16	70	72		
18	30	9	Y		
18	31	22	26		
18	33	44	ILLEGIBLE		
18	36	-	7		
18	37	4	ILLEGIBLE		
18	38	44	ILLEGIBLE		
18	47	4	K		
19	2	79	Y		
19	3	4	78		
19	4	24	Y		
19	7	26	36		
19	8	26	76		
19	11	60	66		
19	14	42	-		
19	15	67	z87		
19	21	25	75		
19	31	84	82		
19	32	44	82		
19	36	40	70		
19	40	42	22		
19	44	-	22		
19	45	-	Y		
19	46	42	F		
19	47	41	16		
20	1	2	-		
20	2	26	22		
20	3	16	61		
20	5	9	69		
20	26	41	42		
20	33	60	ILLEGIBLE		
20	36	92	-		
21	15	O	D		
21	16	y	Y		
21	24	40	ILLEGIBLE		
21	30	T	ILLEGIBLE		
21	35	-	32		
21	36	37	22		
21	37	26	76		
22	8	A	ILLEGIBLE		
22	14	-	22		
22	20	V	Y		
22	23	17	-		
22	24	29	179		
22	32	92	98		
22	33	44	24		
22	38	O	D		
22	40	V	Y		
23	6	24	22		
23	28	O	D		
23	39	O	D		
24	5	A	D		
24	11	O	F		
24	14	137	37		
24	15	V	Y		
24	24	22	-		
24	25	3	273		
24	31	V	Y		
24	39	137	37		
25	9	37	97		
25	12	d	D		
25	14	71	41		
25	20	31	21		
25	22	E	Z		
25	35	66	00		
25	36	16	10		
25	37	80	30		
26	1	G	Q		
26	9	Y	N		
26	16	-	J		
26	21	L	42		
26	24	z1	21		
26	36	Y	-		
26	37	44	42		
26	39	76	40		
27	1	O	Q		
27	2	62	61		
27	20	84	88		
27	28	O	-		
27	29	55	05		
27	38	-	22		
27	43	A	44		
28	1	-	ea		
28	2	51	16		
28	7	4	41		
28	12	-	14		
28	13	22	42		
28	17	79	W		
28	31	42	43		
28	39	76	70		
29	1	ILLEGIBLE	-		
29	2	2	-		
29	6	74	78		
29	10	-	R		
29	11	36	3zb		
29	12	ILLEGIBLE	F		
29	16	z0	25		
29	19	16	10		
29	22	73	43		
29	31	51	5		
29	33	26	76		
29	36	30	-		
29	37	66	36		
29	38	J	60		
29	39	9	F		
29	40	V	N		
30	1	1	J		
30	2	25	75		
30	4	75	72		
30	5	O	60		
30	6	20	30		
30	23	27	22		
30	40	2	-		
30	41	55	253		
31	1	-	250		
31	2	-	D		
31	3	-	60		
31	4	-	4		
31	5	44	14		
31	33	84	-		
31	36	J	-		
31	39	37	137		
32	1	-	14		
32	2	37	61		
32	6	G	C		
32	9	23	73		
32	22	188	38		
32	24	190	16		
32	26	O	D		
32	30	76	-		
33	1	-	39		
33	2	-	90		
33	5	-	60		
33	6	62	13		
33	7	29	J		
33	8	16	61		
33	14	72	41		
33	19	71	-		
33	20	6	76		
33	21	79	49		
33	27	M	Mc		
33	28	89	85		
33	30	63	53		
33	32	L	4		
33	34	#	-		
33	35	#	##		
33	36	C	G		
33	37	9	F		
33	38	83	63		
33	40	71	41		
34	1	-	21		
34	3	92	-		
34	4	22	-		
34	6	31	21		
34	16	V	N		
34	22	-	Y		
34	24	18	16		
34	26	83	-		
34	27	22	53		
34	28	60	z60		
34	31	75	73		
34	33	-	73		
34	34	75	1		
34	44	31	-		
34	45	11	3111		
34	46	C	##		
35	3	40	10		
35	7	2	-		
35	22	2	-		
35	27	2	-		
35	34	2	-		
35	40	71	-		
35	41	2	7		
35	49	2	-		
36	8	-	2		
36	11	-	[PLAIN:bin dab allß so muß zu fordern was fleiß haben allein]		
36	12	[PLAIN:hiet dab allb so muss zufordern sein Vnd hernacher antwortling]	2		
36	16	2	-		
37	1	2	-		
37	12	Und	ILLEGIBLE		
37	13	168	ILLEGIBLE		
37	20	76	2		
37	24	2	-		
37	28	86	84		
37	37	2	-		
37	41	2	-		
37	45	2	-		
37	48	B	D		
37	52	57	-		
38	12	X	R		
38	13	43	2		
38	17	2	-		
38	24	-	31		
38	25	32	ILLEGIBLE		
38	42	75	25		
38	47	Und	[PLAIN:aus]		
38	50	43	42		
38	51	16	ILLEGIBLE		
39	3	2	-		
39	12	2	-		
39	14	[PLAIN:wollest das fromm ding schreiben nach massgab wiederumb alsofort seyn]	[PLAIN:welfat das frinom fing forüben nach maening kagen wiedert alsint frim]		
39	21	73	72		
40	7	2	-		
40	23	1	-		
40	24	2	-		
40	25	6	1z6		
40	27	1	-		
40	28	53	153		
40	33	2	-		
40	43	2	-		
41	15	2	-		
41	22	2	-		
41	26	76	-		
41	27	72	ILLEGIBLE		
41	30	188	ILLEGIBLE		
41	32	26	36		
41	35	53	ILLEGIBLE		
41	37	21	z1		
41	42	11	1		
41	44	2	-		
42	1	21	31		
42	5	61	-		
42	6	2	6		
42	11	3	F		
42	31	X	48		
42	33	39	-		
42	42	76	ILLEGIBLE		
42	43	9	4		
43	3	-	2		
43	5	97	92		
43	6	26	7z6		
43	7	2	ILLEGIBLE		
43	9	2	-		
43	18	20	70		
43	20	71	7		
43	24	-	17		
43	25	177	F		
43	26	43	4z3		
43	29	84	-		
43	30	2	ILLEGIBLE		
43	34	70	40		
43	39	2	-		
44	6	6	G		
44	12	44	H		
44	15	4	-		
44	16	2	42		
44	23	43	4z3		
44	28	-	[PLAIN:ILLEGIBLE]		
44	29	[PLAIN:ich diss mahl etwas gewesen]	#		
44	37	44	H		
