line	pos	sign	conf	value	grade
f27_L06	13	b	M	s	M
f27_L06	14	E	M	re	M
f27_L06	15	∂	L	a	M
f27_L06	16	//	M	c	M
f27_L06	17	π	M	o	M
f27_L06	18	v	M	li	M
f27_L06	19	to	M	i	M
f27_L06	20	///	L	r	M
f27_L06	21	g	M	de	M
f27_L06	22	b	M	s	M
f27_L06	23	oo	M	b	M
f27_L06	24	to	M	i	M
f27_L06	25	=	M	d	M
f27_L06	26	∂	L	a	M
f27_L06	27	n	M	et	M
f27_L06	28	g	M	de	M
f27_L06	29	ß	L	n	M
f27_L06	30	b	L	s	M
f27_L06	31	20	L	u	M
f27_L06	32	c	M	s	M
f27_L06	33	T	L	n	M
f27_L06	34	b	L	s	M
f27_L06	35	g	M	de	M
f27_L06	36	ſ	M	m	M
f27_L06	37	xx	M	t	M
f27_L06	38	u	L	?	U
f27_L06	39	xxuj	L	?	U
f27_L06	40	∂	L	a	M
f27_L06	41	f	M	e	M
f27_L06	42	#	L	?	U
f27_L06	43	∂	L	a	M
f27_L06	44	8	M	t	M
f27_L06	45	4	M	x	M
f27_L06	46	3	M	ri	M
f27_L06	47	m	M	m	M
f27_L06	48	ß	M	n	M
f27_L06	49	8	L	t	M
f27_L07	1	⊡	L	?	U
f27_L07	2	m	L	m	M
f27_L07	3	3	M	ri	M
f27_L07	4	94	M	dont	M
f27_L07	5	+	L	nostre	M
f27_L07	6	p	L	da	M
f27_L07	7	∂	L	a	M
f27_L07	8	b	L	s	M
f27_L07	9	n	M	et	M
f27_L07	10	h	M	?	U
f27_L07	11	b	L	s	M
f27_L07	12	u	L	?	U
f27_L07	13	1	M	n	M
f27_L07	14	o	L	a	M
f27_L07	15	g	M	de	M
f27_L07	16	t	M	ru	M
f27_L07	17	#	L	?	U
f27_L07	18	f	M	e	M
f27_L07	19	8	L	t	M
f27_L07	20	///	M	r	M
f27_L07	21	f	M	e	M
f27_L07	22	b	M	s	M
f27_L07	23	3	L	ri	M
f27_L07	24	v	M	li	M
f27_L07	25	ſo	M	NULL	M
f27_L07	26	to	M	i	M
f27_L07	27	g	L	de	M
f27_L07	28	X	L	o	M
f27_L07	29	h	M	?	U
f27_L07	30	∂	M	a	M
f27_L07	31	o	M	a	M
f27_L07	32	r	L	s	M
f27_L07	33	xx	M	t	M
f27_L07	34	p	L	da	M
f27_L07	35	///	M	r	M
f27_L07	36	4	L	x	M
f27_L07	37	π	M	o	M
f27_L07	38	c	M	s	M
f27_L07	39	T	L	n	M
f27_L07	40	8	M	t	M
f27_L07	41	g	M	de	M
f27_L07	42	4	L	x	M
f27_L07	43	8	L	t	M
f27_L07	44	8	M	t	M
f27_L07	45	f	M	e	M
f27_L07	46	v	M	li	M
f27_L07	47	π	M	o	M
f27_L08	1	ſ	M	m	M
f27_L08	2	+	L	nostre	M
f27_L08	3	///	M	r	M
f27_L08	4	ur	M	e	M
f27_L08	5	∂	L	a	M
f27_L08	6	g	L	de	M
f27_L08	7	t	M	ru	M
f27_L08	8	x	M	a|d	M
f27_L08	9	r	L	s	M
f27_L08	10	+	L	nostre	M
f27_L08	11	m	M	m	M
f27_L08	12	++	M	u	M
f27_L08	13	b	L	s	M
f27_L08	14	⊡	L	?	U
f27_L08	15	b	L	s	M
f27_L08	16	f	M	e	M
f27_L08	17	8	L	t	M
f27_L08	18	g	M	de	M
f27_L08	19	r	M	s	M
f27_L08	20	i	L	?	U
f27_L08	21	∂	L	a	M
f27_L08	22	pi	M	que	M
f27_L08	23	h	M	?	U
f27_L08	24	o	M	a	M
f27_L08	25	v	M	li	M
f27_L08	26	E	L	re	M
f27_L08	27	∂	L	a	M
f27_L08	28	s'	M	en	M
f27_L08	29	⊡	L	?	U
f27_L08	30	m	L	m	M
f27_L08	31	∂	L	a	M
f27_L08	32	g	M	de	M
f27_L08	33	ll	M	bon	M
f27_L08	34	b	L	s	M
f27_L08	35	X	L	o	M
f27_L08	36	v	L	li	M
f27_L08	37	20	L	u	M
f27_L08	38	c	M	s	M
f27_L08	39	g	L	de	M
f27_L08	40	v	M	li	M
f27_L08	41	///	M	r	M
f27_L08	42	b	L	s	M
f27_L08	43	pi	M	que	M
f27_L08	44	∂	L	a	M
f27_L08	45	h	M	?	U
f27_L08	46	y	L	s|ve	M
f27_L08	47	X	L	o	M
f27_L08	48	4	L	x	M
f27_L08	49	v	L	li	M
f27_L08	50	m	L	m	M
f27_L09	1	∂	M	a	M
f27_L09	2	///	M	r	M
f27_L09	3	g	M	de	M
f27_L09	4	v	M	li	M
f27_L09	5	xx	M	t	M
f27_L09	6	2	L	sa	M
f27_L09	7	20	L	u	M
f27_L09	8	//	M	c	M
f27_L09	9	u	L	?	U
f27_L09	10	X	L	o	M
f27_L09	11	∂	L	a	M
f27_L09	12	G	L	vitoire	M
f27_L09	13	ll	M	bon	M
f27_L09	14	h	M	?	U
f27_L09	15	ſ	L	m	M
f27_L09	16	+o	M	le	M
f27_L09	17	x	L	a|d	M
f27_L09	18	X	L	o	M
f27_L09	19	4	M	x	M
f27_L09	20	#	L	?	U
f27_L09	21	x	M	a|d	M
f27_L09	22	ß	M	n	M
f27_L09	23	∂	L	a	M
f27_L09	24	b	L	s	M
f27_L09	25	8	L	t	M
f27_L09	26	X	L	o	M
f27_L09	27	c	L	s	M
f27_L09	28	m	L	m	M
f27_L09	29	m	M	m	M
f27_L09	30	f	M	e	M
f27_L09	31	#	M	?	U
f27_L09	32	g	M	de	M
f27_L09	33	v	M	li	M
f27_L09	34	8	M	t	M
f27_L09	35	7	M	p	M
f27_L09	36	o	L	a	M
f27_L09	37	c	M	s	M
f27_L09	38	8	M	t	M
f27_L09	39	x	M	a|d	M
f27_L09	40	u	M	?	U
f27_L09	41	g	M	de	M
f27_L09	42	π	M	o	M
f27_L09	43	///	M	r	M
f27_L09	44	8	M	t	M
f27_L09	45	g#	M	NULL	M
f27_L09	46	π	M	o	M
f27_L09	47	v	M	li	M
f27_L09	48	y	L	s|ve	M
f27_L09	49	v	M	li	M
f27_L09	50	:	L	?	U
f27_L09	51	ſ	L	m	M
f27_L09	52	#	M	?	U
f27_L10	1	r	M	s	M
f27_L10	2	c	M	s	M
f27_L10	3	g	M	de	M
f27_L10	4	t	M	ru	M
f27_L10	5	π	M	o	M
f27_L10	6	ß	M	n	M
f27_L10	7	E	M	re	M
f27_L10	8	X	L	o	M
f27_L10	9	///	M	r	M
f27_L10	10	y	M	s|ve	M
f27_L10	11	j	M	?	U
f27_L10	12	o	M	a	M
f27_L10	13	⊡	L	?	U
f27_L10	14	oo+	M	le Roy	M
f27_L10	15	o	M	a	M
f27_L10	16	f	M	e	M
f27_L10	17	g	M	de	M
f27_L10	18	4	M	x	M
f27_L10	19	∂	L	a	M
f27_L10	20	//	M	c	M
f27_L10	21	π	M	o	M
f27_L10	22	u	M	?	U
f27_L10	23	i	L	?	U
f27_L10	24	10	L	p	M
f27_L10	25	g	M	de	M
f27_L10	26	ſo	M	NULL	M
f27_L10	27	4	L	x	M
f27_L10	28	b	L	s	M
f27_L10	29	8	M	t	M
f27_L10	30	v	M	li	M
f27_L10	31	f	M	e	M
f27_L10	32	n	M	et	M
f27_L10	33	X	L	o	M
f27_L10	34	11	L	?	U
f27_L10	35	to	M	i	M
f27_L10	36	g	L	de	M
f27_L10	37	v	M	li	M
f27_L10	38	8	M	t	M
f27_L10	39	E	L	re	M
f27_L10	40	8	M	t	M
f27_L10	41	4	L	x	M
f27_L10	42	f	M	e	M
f27_L10	43	8	L	t	M
f27_L10	44	=	M	d	M
f27_L10	45	///	M	r	M
f27_L10	46	o	M	a	M
f27_L10	47	g	M	de	M
f27_L11	1	xxx	M	Italiens	M
f27_L11	2	xxxi	L	?	U
f27_L11	3	g	M	de	M
f27_L11	4	f	M	e	M
f27_L11	5	to	M	i	M
f27_L11	6	w	M	fu	M
f27_L11	7	v	M	li	M
f27_L11	8	π	M	o	M
f27_L11	9	#	L	?	U
f27_L11	10	v	M	li	M
f27_L11	11	f	M	e	M
f27_L11	12	b	L	s	M
f27_L11	13	f	L	e	M
f27_L11	14	#	M	?	U
f27_L11	15	∂	L	a	M
f27_L11	16	4	M	x	M
f27_L11	17	v	M	li	M
f27_L11	18	f	M	e	M
f27_L11	19	g	M	de	M
f27_L11	20	T	L	n	M
f27_L11	21	g	M	de	M
f27_L11	22	8	L	t	M
f27_L11	23	T	L	n	M
f27_L11	24	g	M	de	M
f27_L11	25	f	M	e	M
f27_L11	26	n	M	et	M
f27_L11	27	g	M	de	M
f27_L11	28	f	M	e	M
f27_L11	29	///	M	r	M
f27_L11	30	o	M	a	M
f27_L11	31	X	L	o	M
f27_L11	32	⊡	L	?	U
f27_L11	33	oo+	M	le Roy	M
f27_L11	34	f	L	e	M
f27_L11	35	θ	L	?	U
f27_L11	36	o	M	a	M
f27_L11	37	=	M	d	M
f27_L11	38	¢	M	?	U
f27_L11	39	8	L	t	M
f27_L11	40	1	L	n	M
f27_L11	41	∂	M	a	M
f27_L11	42	///	L	r	M
f27_L11	43	b	L	s	M
f27_L11	44	π	M	o	M
f27_L11	45	T	L	n	M
f27_L11	46	m	L	m	M
