cipher_line	idx	raw	kind	value	repair	plain_chunk	status
04614_p1_L06_b	90	25	num	25		r	agrees
04614_p1_L06_b	91	62	num	62		e	conflict:a
04614_p1_L06_b	92	31	num	31		n	conflict:t
04614_p1_L06_b	93	35	num	35		t	agrees
04614_p1_L06_b	94	63	num	63		e	conflict:a
04614_p1_L06_b	95	2	num	2		n	agrees
04614_p1_L06_b	96	78	num	78		d	agrees
04614_p1_L06_b	97	21	num	21		r	agrees
04614_p1_L06_b	98	85	num	85			null-or-unaligned
04614_p1_L06_b	99	79	num	79			null-or-unaligned
04614_p1_L06_b	100	81	num	81		e	agrees
04614_p1_L06_b	101	112	num	112		l	agrees
04614_p1_L06_b	102	64	num	64		a	agrees
04614_p1_L06_b	103	30	num	30			null-or-unaligned
04614_p1_L06_b	104	72	num	72		c	agrees
04614_p1_L06_b	105	97	num	97		h	agrees
04614_p1_L06_b	106	65	num	65		a	agrees
04614_p1_L06_b	107	22	num	22		r	agrees
04614_p1_L06_b	108	91	num	91		g	agrees
04614_p1_L06_b	109	82	num	82		e	agrees
04614_p1_L06_b	110	76	num	76		d	agrees
04614_p1_L06_b	111	81	num	81		u	conflict:e
04614_p1_L06_b	112	30	num	30		s	agrees
04614_p1_L06_b	113	103	num	103		i	agrees
04614_p1_L06_b	114	82	num	82		e	agrees
04614_p1_L06_b	115	40	num	40		u	agrees
04614_p1_L06_b	116	21	num	21		r	agrees
04614_p1_L06_b	117	90	num	90		f	agrees
04614_p1_L06_b	118	81	num	81		e	agrees
04614_p1_L06_b	119	21	num	21		r	agrees
04614_p1_L06_b	120	92	num	92		g	agrees
04614_p1_L06_b	121	6	num	6		o	agrees
04614_p1_L06_b	122	37	num	37		n	conflict:u
04614_p1_L06_b	123	28	num	28		s	agrees
04614_p1_L06_b	124	82	num	82		e	agrees
04614_p1_L06_b	125	le	clear			le	clear
04614_p1_L06_b	126	que	clear			quel	clear
04614_p1_L06_b	127	nous	clear			nous	clear
04614_p1_L06_b	128	a	clear			a	clear
04614_p1_L06_b	129	mande	clear			mand	clear
04614_p1_L06_b	130	par	clear			par	clear
04614_p1_L06_b	131	un	clear			ung	clear
04614_p1_L06_b	132	homme	clear			home	clear
04614_p1_L06_b	133	expres	clear			expres	clear
04614_p1_L06_b	134	qui	clear				clear
04614_p1_L06_b	135	nous	clear				clear
04614_p1_L06_b	136	supplioit	clear				clear
04614_p1_L06_b	137	De	clear			de	clear
04614_p1_L06_b	138	poinct	clear			point	clear
04614_p1_L06_b	139	40	num	40		v	agrees
04614_p1_L06_b	140	7	num	7		o	agrees
04614_p1_L06_b	141	36	num	36		u	agrees
04614_p1_L06_b	142	111	num	111		l	agrees
04614_p1_L06_b	143	112	num	112			null-or-unaligned
04614_p1_L06_b	144	9	num	9		o	agrees
04614_p1_L06_b	145	21	num	21		r	agrees
04614_p1_L06_b	146	12	num	12		p	agrees
04614_p1_L06_b	147	61	num	61		a	agrees
04614_p1_L06_b	148	26	num	26		s	agrees
04614_p1_L06_b	149	30	num	30		s	agrees
04614_p1_L06_b	150	82	num	82		e	agrees
04614_p1_L06_b	151	23	num	23		r	agrees
04614_p1_L06_b	152	114	num	114		l	agrees
04614_p1_L06_b	153	64	num	64		a	agrees
04614_p1_L06_b	154	117	num	117		m	agrees
04614_p1_L06_b	155	82	num	82		e	agrees
04614_p1_L06_b	156	38	num	38		u	agrees
04614_p1_L06_b	157	26	num	26		s	agrees
04614_p1_L06_b	158	85	num	85		e	agrees
04614_p1_L06_b	159	65	num	65		a	agrees
04614_p1_L06_b	160	36	num	36		v	agrees
04614_p1_L06_b	161	64	num	64		a	agrees
04614_p1_L06_b	162	3	num	3		n	agrees
04614_p1_L06_b	163	33	num	33		t	agrees
04614_p1_L06_b	164	115	num	115		l	agrees
04614_p1_L06_b	165	81	num	81			null-or-unaligned
04614_p1_L06_b	166	63	num	63		a	agrees
04614_p1_L06_b	167	40	num	40		v	agrees
04614_p1_L06_b	168	10	num	10		o	agrees
04614_p1_L06_b	169	22	num	22		r	agrees
04614_p1_L06_b	170	6	num	6		o	agrees
04614_p1_L06_b	171	37	num	37		u	agrees
04614_p1_L06_b	172	13	num	13		p	agrees
04614_p1_L06_b	173	7	num	7		o	agrees
04614_p1_L06_b	174	36	num	36		u	agrees
04614_p1_L06_b	175	22	num	22		r	agrees
04614_p1_L06_b	176	72	num	72		c	agrees
04614_p1_L06_b	177	81	num	81		e	agrees
04614_p1_L06_b	178	16	num	16		q	agrees
04614_p1_L06_b	179	38	num	38		u	agrees
04614_p1_L06_b	180	102	num	102		i	agrees
04614_p1_L06_b	181	13	num	13		p	agrees
04614_p1_L06_b	182	6	num	6		o	agrees
04614_p1_L06_b	183	36	num	36			null-or-unaligned
04614_p1_L06_b	184	21	num	21		r	agrees
04614_p1_L06_b	185	33	num	33		t	agrees
04614_p1_L06_b	186	7	num	7		o	agrees
04614_p1_L06_b	187	31	num	31		t	agrees
04614_p1_L06_b	188	26	num	26			null-or-unaligned
04614_p1_L06_b	189	72	num	72		c	agrees
04614_p1_L06_b	190	96	num	96		h	agrees
04614_p1_L06_b	191	8	num	8		o	agrees
04614_p1_L06_b	192	27	num	27		s	agrees
04614_p1_L06_b	193	82	num	82		e	agrees
04614_p1_L06_b	194	94	num	94		g	agrees
04614_p1_L06_b	195	25	num	25		r	agrees
04614_p1_L06_b	196	61	num	61		a	agrees
04614_p1_L06_b	197	2	num	2		n	agrees
04614_p1_L06_b	198	76	num	76		d	agrees
04614_p1_L06_b	199	85	num	85		e	agrees
04614_p1_L06_b	200	117	num	117		m	agrees
04614_p1_L06_b	201	90	num	90		n	conflict:f
04614_p1_L06_b	202	87	num	87		t	conflict:e
04614_p1_L06_b	203	61	num	61		a	agrees
04614_p1_L06_b	204	21	num	21		l	conflict:r
04614_p1_L06_b	205	82	num	82		a	conflict:e
04614_p1_L06_b	206	138	num	138		vantaigedevoza	single
04614_p1_L06_b	207	29	num	29		f	agrees
04614_p1_L06_b	208	126	num	126		f	single
04614_p1_L06_b	209	132	num	132		aires	single
04614_p1_L06_b	210	75	num	75		c	agrees
04614_p1_L06_b	211	82	num	82		e	agrees
04614_p1_L06_b	212	20	num	20		q	agrees
04614_p1_L06_b	213	36	num	36		u	agrees
04614_p1_L06_b	214	81	num	81		e	agrees
04614_p1_L06_b	215	114	num	114		l	agrees
04614_p1_L06_b	216	37	num	37		u	agrees
04614_p1_L06_b	217	102	num	102		y	conflict:i
04614_p1_L06_b	218	62	num	62		a	agrees
04614_p1_L06_b	219	39	num	39		v	agrees
04614_p1_L06_b	220	8	num	8		o	agrees
04614_p1_L06_b	221	2	num	2		n	agrees
04614_p1_L06_b	222	27	num	27		s	agrees
04614_p1_L06_b	223	65	num	65		a	agrees
04614_p1_L06_b	224	77	num	77			null-or-unaligned
04614_p1_L06_b	225	90	num	90			null-or-unaligned
04614_p1_L06_b	226	87	num	87			null-or-unaligned
04614_p1_L06_b	227	61	num	61		c	conflict:a
04614_p1_L06_b	228	72	num	72		c	agrees
04614_p1_L06_b	229	6	num	6		o	agrees
04614_p1_L06_b	230	24	num	24		r	agrees
04614_p1_L06_b	231	79	num	79		d	agrees
04614_p1_L06_b	232	85	num	85			null-or-unaligned
04614_p1_L06_b	233	31	num	31		t	agrees
04614_p1_L06_b	234	10	num	10		o	agrees
04614_p1_L06_b	235	40	num	40		u	agrees
04614_p1_L06_b	236	32	num	32		t	agrees
04614_p1_L06_b	237	81	num	81		e	agrees
04614_p1_L06_b	238	87	num	87		f	conflict:e
04614_p1_L06_b	239	6	num	6		o	agrees
04614_p1_L06_b	240	103	num	103		i	agrees
04614_p1_L06_b	241	28	num	28		s	agrees
04614_p1_L06_b	242	62	num	62		a	agrees
04614_p1_L06_b	243	39	num	39		v	agrees
04614_p1_L06_b	244	84	num	84		e	agrees
04614_p1_L06_b	245	73	num	73		c	agrees
04614_p1_L06_b	246	35	num	35			null-or-unaligned
04614_p1_L06_b	247	23	num	23			null-or-unaligned
04614_p1_L06_b	248	84	num	84			null-or-unaligned
04614_p1_L06_b	249	28	num	28		q	conflict:s
04614_p1_L06_b	250	91	num	91		g	agrees
04614_p1_L06_b	251	21	num	21		r	agrees
04614_p1_L06_b	252	61	num	61		a	agrees
04614_p1_L06_b	253	2	num	2		n	agrees
04614_p1_L06_b	254	76	num	76		d	agrees
04614_p1_L06_b	255	82	num	82		e	agrees
04614_p1_L06_b	256	77	num	77		d	agrees
04614_p1_L06_b	257	103	num	103		i	agrees
04614_p1_L06_b	258	88	num	88		f	agrees
04614_p1_L06_b	259	86	num	86		f	agrees
04614_p1_L06_b	260	105	num	105		i	agrees
04614_p1_L06_b	261	71	num	71			null-or-unaligned
04614_p1_L06_b	262	74	num	74		c	agrees
04614_p1_L06_b	263	37	num	37		u	agrees
04614_p1_L06_b	264	113	num	113		l	agrees
04614_p1_L06_b	265	33	num	33		t	agrees
04614_p1_L06_b	266	81	num	81		e	agrees
04614_p1_L06_b	267	74	num	74		c	agrees
04614_p1_L06_b	268	6	num	6		o	agrees
04614_p1_L06_b	269	118	num	118			null-or-unaligned
04614_p1_L06_b	270	120	num	120		m	agrees
04614_p1_L06_b	271	85	num	85		e	agrees
04614_p1_L06_b	272	91	num	91		e	conflict:g
04614_p1_L06_b	273	21	num	21		n	conflict:r
04614_p1_L06_b	274	61	num	61		a	agrees
04614_p1_L06_b	275	2	num	2		n	agrees
04614_p1_L06_b	276	76	num	76		s	conflict:d
04614_p1_L06_b	277	82	num	82		f	conflict:e
04614_p1_L06_b	278	77	num	77		a	conflict:d
04614_p1_L06_b	279	103	num	103		i	agrees
04614_p1_L06_b	280	88	num	88		t	conflict:f
04614_p1_L06_b	281	86	num	86		s	agrees
04614_p1_L06_b	282	85	num	85			null-or-unaligned
04614_p1_L06_b	283	4	num	4			null-or-unaligned
04614_p1_L06_b	284	65	num	65		a	agrees
04614_p1_L06_b	285	37	num	37		b	conflict:u
04614_p1_L06_b	286	113	num	113		l	agrees
04614_p1_L06_b	287	33	num	33			null-or-unaligned
04614_p1_L06_b	288	81	num	81			null-or-unaligned
04614_p1_L06_b	289	74	num	74			null-or-unaligned
04614_p1_L06_b	290	8	num	8		a	conflict:o
04614_p1_L06_b	291	2	num	2		n	agrees
04614_p1_L06_b	292	37	num	37			null-or-unaligned
04614_p1_L06_b	293	87	num	87		t	conflict:e
04614_p1_L06_b	294	71	num	71		c	agrees
04614_p1_L06_b	295	61	num	61		a	agrees
04614_p1_L06_b	296	21	num	21		r	agrees
04614_p1_L06_b	297	62	num	62		a	agrees
04614_p1_L06_b	298	36	num	36		u	agrees
04614_p1_L06_b	299	27	num	27		s	agrees
04614_p1_L06_b	300	103	num	103		i	agrees
04614_p1_L06_b	301	67	num	67		b	agrees
04614_p1_L06_b	302	104	num	104		i	agrees
04614_p1_L06_b	303	82	num	82		e	agrees
04614_p1_L06_b	304	3	num	3		n	agrees
04614_p1_L06_b	305	4	num	4		n	agrees
04614_p1_L06_b	306	6	num	6		o	agrees
04614_p1_L06_b	307	36	num	36		u	agrees
04614_p1_L06_b	308	26	num	26		s	agrees
04614_p1_L06_b	309	86	num	86		f	agrees
04614_p1_L06_b	310	65	num	65		a	agrees
04614_p1_L06_b	311	90	num	90		l	conflict:f
04614_p1_L06_b	312	32	num	32		t	agrees
04614_p1_L06_b	313	103	num	103		i	agrees
04614_p1_L06_b	314	103	num	103		l	conflict:i
04614_p1_L06_b	315	61	num	61		a	agrees
04614_p1_L06_b	316	31	num	31		t	agrees
04614_p1_L06_b	317	33	num	33		t	agrees
04614_p1_L06_b	318	64	num	64		e	conflict:a
04614_p1_L06_b	319	5	num	5		n	agrees
04614_p1_L06_b	320	67	num	67		d	conflict:b
04614_p1_L06_b	321	21	num	21		r	agrees
04614_p1_L06_b	322	33	num	33		e	conflict:t
04614_p1_L06_b	323	114	num	114		l	agrees
04614_p1_L06_b	324	82	num	82		e	agrees
04614_p1_L06_b	325	29	num	29		s	agrees
04614_p1_L06_b	326	90	num	90		f	agrees
04614_p1_L06_b	327	22	num	22		r	agrees
04614_p1_L06_b	328	63	num	63		a	agrees
04614_p1_L06_b	329	3	num	3		n	agrees
04614_p1_L06_b	330	72	num	72		c	agrees
04614_p1_L06_b	331	8	num	8		o	agrees
04614_p1_L06_b	332	102	num	102		y	conflict:i
04614_p1_L06_b	333	24	num	24		s	conflict:r
04614_p1_L06_b	334	114	num	114		l	agrees
04614_p1_L06_b	335	84	num	84		e	agrees
04614_p1_L06_b	336	18	num	18		q	agrees
04614_p1_L06_b	337	40	num	40		u	agrees
04614_p1_L06_b	338	85	num	85		e	agrees
04614_p1_L06_b	339	112	num	112		l	agrees
04614_p1_L06_b	340	56	num	56		z	agrees
04614_p1_L06_b	341	1	num	1		n	agrees
04614_p1_L06_b	342	6	num	6		o	agrees
04614_p1_L06_b	343	40	num	40		u	agrees
04614_p1_L06_b	344	30	num	30		s	agrees
04614_p1_L06_b	345	80	num	80		f	conflict:d
04614_p1_L06_b	346	7	num	7		o	agrees
04614_p1_L06_b	347	40	num	40			null-or-unaligned
04614_p1_L06_b	348	5	num	5		n	agrees
04614_p1_L06_b	349	31	num	31		t	agrees
04614_p1_L06_b	350	91	num	91		g	agrees
04614_p1_L06_b	351	22	num	22		r	agrees
04614_p1_L06_b	352	62	num	62		a	agrees
04614_p1_L06_b	353	2	num	2		n	agrees
04614_p1_L06_b	354	32	num	32		t	agrees
04614_p1_L06_b	355	8	num	8		o	agrees
04614_p1_L06_b	356	24	num	24		r	agrees
04614_p1_L06_b	357	35	num	35		t	agrees
04614_p1_L06_b	358	76	num	76		d	agrees
04614_p1_L06_b	359	81	num	81		e	agrees
04614_p1_L06_b	360	77	num	77		d	agrees
04614_p1_L06_b	361	85	num	85		e	agrees
04614_p1_L06_b	362	107	num	107		m	conflict:i
04614_p1_L06_b	363	6	num	6		o	agrees
04614_p1_L06_b	364	23	num	23		r	agrees
04614_p1_L06_b	365	81	num	81		e	agrees
04614_p1_L06_b	366	21	num	21		r	agrees
04614_p1_L06_b	367	26	num	26		s	agrees
04614_p1_L06_b	368	101	num	101		i	agrees
04614_p1_L06_b	369	112	num	112		l	agrees
04614_p1_L06_b	370	7	num	7		o	agrees
04614_p1_L06_b	371	cnuoys	clear			savonse	clear
04614_p1_L06_b	372	76	num	76		n	conflict:d
04614_p1_L06_b	373	39	num	39		v	agrees
04614_p1_L06_b	374	82	num	82		e	agrees
04614_p1_L06_b	375	46	num	46		x	agrees
04614_p1_L06_b	376	100	num	100		g	single
04614_p1_L06_b	377	80	num	80		e	conflict:d
04614_p1_L06_b	378	7	num	7		n	conflict:o
04614_p1_L06_b	379	31	num	31		t	agrees
04614_p1_L06_b	380	96	num	96			null-or-unaligned
04614_p1_L06_b	381	102	num	102		i	agrees
04614_p1_L06_b	382	113	num	113		l	agrees
04614_p1_L06_b	383	26	num	26		z	conflict:s
04614_p1_L06_b	384	97	num	97		h	agrees
04614_p1_L06_b	385	6	num	6		o	agrees
04614_p1_L06_b	386	117	num	117		m	agrees
04614_p1_L06_b	387	82	num	82		e	agrees
04614_p1_L06_b	388	28	num	28		s	agrees
04614_p1_L06_b	389	12	num	12		p	agrees
04614_p1_L06_b	390	6	num	6		o	agrees
04614_p1_L06_b	391	36	num	36		u	agrees
04614_p1_L06_b	392	21	num	21		r	agrees
04614_p1_L06_b	393	113	num	113		l	agrees
04614_p1_L06_b	394	84	num	84		e	agrees
04614_p1_L06_b	395	88	num	88		f	agrees
04614_p1_L06_b	396	61	num	61		a	agrees
04614_p1_L06_b	397	102	num	102		i	agrees
04614_p1_L06_b	398	23	num	23		r	agrees
04614_p1_L06_b	399	84	num	84		e	agrees
04614_p1_L06_b	400	96	num	96		h	agrees
04614_p1_L06_b	401	62	num	62		a	agrees
04614_p1_L06_b	402	27	num	27		s	agrees
04614_p1_L06_b	403	34	num	34		t	agrees
04614_p1_L06_b	404	85	num	85		e	agrees
04614_p1_L06_b	405	25	num	25		r	agrees
04614_p1_L10_b	0	63	num	63		a	agrees
04614_p1_L10_b	1	40	num	40		v	agrees
04614_p1_L10_b	2	24	num	24			null-or-unaligned
04614_p1_L10_b	3	7	num	7		o	agrees
04614_p1_L10_b	4	3	num	3		n	agrees
04614_p1_L10_b	5	28	num	28		s	agrees
04614_p1_L10_b	6	4	num	4		n	agrees
04614_p1_L10_b	7	8	num	8		o	agrees
04614_p1_L10_b	8	39	num	39		v	agrees
04614_p1_L10_b	9	81	num	81		e	agrees
04614_p1_L10_b	10	111	num	111		l	agrees
04614_p1_L10_b	11	114	num	114		l	agrees
04614_p1_L10_b	12	84	num	84		e	agrees
04614_p1_L10_b	13	28	num	28		s	agrees
04614_p1_L10_b	14	77	num	77		d	agrees
04614_p1_L10_b	15	83	num	83		e	agrees
04614_p1_L10_b	16	de	clear				clear
04614_p1_L10_b	17	facon	clear				clear
04614_p1_L10_b	18	118	num	118		l	conflict:m
04614_p1_L10_b	19	81	num	81		e	agrees
04614_p1_L10_b	20	38	num	38		u	agrees
04614_p1_L10_b	21	24	num	24		r	agrees
04614_p1_L10_b	22	38	num	38		v	agrees
04614_p1_L10_b	23	82	num	82		e	agrees
04614_p1_L10_b	24	2	num	2		n	agrees
04614_p1_L10_b	25	40	num	40		u	agrees
04614_p1_L10_b	26	83	num	83		e	agrees
04614_p1_L10_b	27	76	num	76		d	agrees
04614_p1_L10_b	28	81	num	81		e	agrees
04614_p1_L10_b	29	96	num	96		r	conflict:h
04614_p1_L10_b	30	83	num	83		e	agrees
04614_p1_L10_b	31	30	num	30		a	conflict:s
04614_p1_L10_b	32	22	num	22		r	agrees
04614_p1_L10_b	33	61	num	61		n	conflict:a
04614_p1_L10_b	34	64	num	64		o	conflict:a
04614_p1_L10_b	35	85	num	85		e	agrees
04614_p1_L10_b	36	28	num	28		s	agrees
04614_p1_L10_b	37	72	num	72		c	agrees
04614_p1_L10_b	38	24	num	24		r	agrees
04614_p1_L10_b	39	102	num	102		i	agrees
04614_p1_L10_b	40	12	num	12		p	agrees
04614_p1_L10_b	41	31	num	31		t	agrees
04614_p1_L10_b	42	77	num	77		q	conflict:d
04614_p1_L10_b	43	85	num	85		l	conflict:e
04614_p1_L10_b	44	5	num	5		z	conflict:n
04614_p1_L10_b	45	6	num	6		s	conflict:o
04614_p1_L10_b	46	40	num	40		a	conflict:u
04614_p1_L10_b	47	4	num	4		s	conflict:n
04614_p1_L10_b	48	7	num	7		s	conflict:o
04614_p1_L10_b	49	39	num	39		a	conflict:u
04614_p1_L10_b	50	20	num	20		m	conflict:q
04614_p1_L10_b	51	66	num	66		b	agrees
04614_p1_L10_b	52	113	num	113		l	agrees
04614_p1_L10_b	53	85	num	85		e	agrees
04614_p1_L10_b	54	4	num	4		n	agrees
04614_p1_L10_b	55	34	num	34		t	agrees
04614_p1_L10_b	56	17	num	17		q	agrees
04614_p1_L10_b	57	70	num	70		u	conflict:b
04614_p1_L10_b	58	82	num	82		o	conflict:e
04614_p1_L10_b	59	8	num	8		n	conflict:o
04614_p1_L10_b	60	1	num	1		n	agrees
04614_p1_L10_b	61	62	num	62		a	agrees
04614_p1_L10_b	62	2	num	2		t	conflict:n
04614_p1_L10_b	63	32	num	32		t	agrees
04614_p1_L10_b	64	63	num	63		e	conflict:a
04614_p1_L10_b	65	3	num	3		n	agrees
04614_p1_L10_b	66	79	num	79		d	agrees
04614_p1_L10_b	67	84	num	84			null-or-unaligned
04614_p1_L10_b	68	15	num	15		p	agrees
04614_p1_L10_b	69	115	num	115		l	agrees
04614_p1_L10_b	70	39	num	39		u	agrees
04614_p1_L10_b	71	29	num	29		s	agrees
04614_p1_L10_b	72	18	num	18		q	agrees
04614_p1_L10_b	73	37	num	37		u	agrees
04614_p1_L10_b	74	81	num	81		e	agrees
04614_p1_L10_b	75	114	num	114		l	agrees
04614_p1_L10_b	76	64	num	64		a	agrees
04614_p1_L10_b	77	72	num	72		c	agrees
04614_p1_L10_b	78	6	num	6		o	agrees
04614_p1_L10_b	79	120	num	120		m	agrees
04614_p1_L10_b	80	13	num	13		p	agrees
04614_p1_L10_b	81	65	num	65		a	agrees
04614_p1_L10_b	82	91	num	91		g	agrees
04614_p1_L10_b	83	2	num	2		n	agrees
04614_p1_L10_b	84	103	num	103		i	agrees
04614_p1_L10_b	85	84	num	84		e	agrees
04614_p1_L10_b	86	73	num	73		c	agrees
04614_p1_L10_b	87	8	num	8		o	agrees
04614_p1_L10_b	88	21	num	21		r	agrees
04614_p1_L10_b	89	9	num	9		o	agrees
04614_p1_L10_b	90	4	num	4		n	agrees
04614_p1_L10_b	91	81	num	81		e	agrees
04614_p1_L10_b	92	111	num	111		l	agrees
04614_p1_L10_b	93	16	num	16		q	agrees
04614_p1_L10_b	94	36	num	36		u	agrees
04614_p1_L10_b	95	82	num	82		i	conflict:e
04614_p1_L10_b	96	112	num	112		l	agrees
04614_p1_L10_b	97	61	num	61		a	agrees
04614_p1_L10_b	98	21	num	21		r	agrees
04614_p1_L10_b	99	83	num	83		e	agrees
04614_p1_L10_b	100	26	num	26		s	agrees
04614_p1_L10_b	101	31	num	31		t	agrees
04614_p1_L10_b	102	84	num	84		e	agrees
04614_p1_L10_b	103	83	num	83		e	agrees
04614_p1_L10_b	104	29	num	29		s	agrees
04614_p1_L10_b	105	33	num	33		t	agrees
04614_p1_L10_b	106	7	num	7		o	agrees
04614_p1_L10_b	107	102	num	102		i	agrees
04614_p1_L10_b	108	24	num	24			null-or-unaligned
04614_p1_L10_b	109	39	num	39		t	conflict:u
04614_p1_L10_b	110	83	num	83			null-or-unaligned
04614_p1_L10_b	111	118	num	118			null-or-unaligned
04614_p1_L10_b	112	6	num	6			null-or-unaligned
04614_p1_L10_b	113	1	num	1			null-or-unaligned
04614_p1_L10_b	114	26	num	26			null-or-unaligned
04614_p1_L10_b	115	32	num	32		t	agrees
04614_p1_L10_b	116	61	num	61		o	conflict:a
04614_p1_L10_b	117	2	num	2		u	conflict:n
04614_p1_L10_b	118	34	num	34		t	agrees
04614_p1_L10_b	119	63	num	63		a	agrees
04614_p1_L10_b	120	38	num	38		u	agrees
04614_p1_L10_b	121	114	num	114		m	conflict:l
04614_p1_L10_b	122	10	num	10		o	agrees
04614_p1_L10_b	123	5	num	5		n	agrees
04614_p1_L10_b	124	91	num	91		s	conflict:g
04614_p1_L10_b	125	87	num	87		d	conflict:e
04614_p1_L10_b	126	81	num	81		e	agrees
04614_p1_L10_b	127	80	num	80		d	agrees
04614_p1_L10_b	128	38	num	38			null-or-unaligned
04614_p1_L10_b	129	81	num	81		e	agrees
04614_p1_L10_b	130	5	num	5		x	conflict:n
04614_p1_L10_b	131	120	num	120		m	agrees
