line	position	sign	confidence	source
hstam_4_h_1411_0003_L29_s1	28	26	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	1	40	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	2	11	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	3	54	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	4	84	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	5	57	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	6	52	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	7	71	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	8	54	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	9	O	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	10	48	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	11	7	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	12	61	M	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	13	16	M	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	14	29	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	15	55	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	16	30	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	17	91	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	18	36	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	19	16	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	20	15	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	21	32	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	22	79	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	23	30	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	24	73	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	25	18	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	26	49	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	27	43	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	28	61	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L30_s1	29	63	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	1	20	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	2	84	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	3	L	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	4	70	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	5	29	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	6	20	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	7	21	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	8	73	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	9	N	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	10	83	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	11	4	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	12	26	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	13	36	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	14	43	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	15	77	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	16	Y	H	ff.3/12 bMAL3
hstam_4_h_1411_0003_L31_s1	17	83	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	1	47	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	2	O	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	3	60	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	4	93	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	5	54	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	6	61	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	7	7	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	8	97	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	9	95	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	10	20	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	11	16	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	12	63	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	13	28	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	14	61	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	15	83	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	16	129	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	17	76	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	18	G	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	19	42	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	20	51	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	21	35	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	22	22	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	23	11	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	24	29	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	25	58	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	26	89	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	27	31	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	28	91	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	29	35	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	30	42	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	31	49	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L44_s1	32	63	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	1	63	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	2	58	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	3	22	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	4	56	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	5	84	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	6	85	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	7	55	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	8	10	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	9	48	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	10	97	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	11	46	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	12	61	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	13	42	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	14	97	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	15	35	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	16	42	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	17	69	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	18	7	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	19	61	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	20	63	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	21	92	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	22	45	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	23	83	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	24	66	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	25	29	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	26	49	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	27	Y	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	28	63	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	29	92	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	30	49	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L45_s1	31	42	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	1	61	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	2	31	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	3	27	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	4	36	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	5	13	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	6	99	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	7	91	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	8	61	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	9	22	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	10	44	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	11	89	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	12	N	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	13	98	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	14	45	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	15	H	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	16	G	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	17	22	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	18	84	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	19	44	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	20	43	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	21	24	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	22	60	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	23	49	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	24	83	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	25	86	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	26	97	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	27	95	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	28	27	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	29	61	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	30	63	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	31	61	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L46_s1	32	30	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	1	21	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	2	28	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	3	99	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	4	41	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	5	61	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	6	63	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	7	13	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	8	35	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	9	99	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	10	60	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	11	84	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	12	83	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	13	42	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	14	66	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	15	H	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	16	46	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	17	49	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	18	97	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	19	140	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	20	98	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	21	58	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	22	65	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	23	67	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	24	49	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	25	42	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	26	39	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	27	63	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	28	27	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	29	71	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L47_s1	30	97	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	1	D	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	2	137	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	3	39	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	4	81	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	5	70	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	6	30	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	7	26	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	8	52	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	9	58	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	10	130	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	11	45	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	12	46	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	13	48	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	14	65	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	15	99	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	16	88	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	17	76	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	18	49	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	19	19	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	20	92	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	21	60	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	22	30	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	23	70	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	24	80	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	25	60	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	26	61	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	27	63	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	28	49	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L48_s1	29	83	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L49_s1	1	99	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L49_s1	2	55	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L49_s1	3	W	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L49_s1	4	79	H	ff.3/12 bMAL3
hstam_4_h_1411_0012_L49_s1	5	63	H	ff.3/12 bMAL3
hstam_4_h_1411_0023_L14	4	98	H	f.23 bMAL23
hstam_4_h_1411_0023_L14	5	79	H	f.23 bMAL23
hstam_4_h_1411_0023_L14	6	78	H	f.23 bMAL23
hstam_4_h_1411_0023_L14	7	N	H	f.23 bMAL23
hstam_4_h_1411_0023_L14	8	16	H	f.23 bMAL23
hstam_4_h_1411_0023_L14	9	84	H	f.23 bMAL23
hstam_4_h_1411_0023_L14	10	25	M	f.23 bMAL23
hstam_4_h_1411_0023_L14	11	39	H	f.23 bMAL23
